984ffe35d2d50b786bc6867fec7b32159d433535d0feece88ce97584959befff,5cd7401abfeeac2872299a0b6911b767766610f90ab1be243dda1f98492a9d00,451955ebc8975f4d2778cda7e201c3d57e363cbe0037db80a27f5418622332ee,a848f14f1224580a7b9e4a6153f68fa319e52aa0e56bfe9ab06a380549376cc9,c36f24d47067743d762aa2ac33f989d7b54c9729dc2c328be06bf468f9a60c37,f62c8674f174c78ec53ea45b41f1ea710737b811e666ed8a95a0380266634c71,696a423ece9b435f2effa484cb703bd7f3a3f57ceedc3dc16d7cad131e0cf665,106174e050707a16648d803d36394891489d4007fe421b5233e2fe15f2c221ff,907886a4809385368d71c9878f81a4cd797be7dad2ed45d285c54788366b1a73,4119d278f8c2a937478309ebc682b7bb396a806bf8c8b05fb5e2bd38dcf2132e,8befdda3106fc7aa72eae6066881414452609f525dc45dfac100c6afe3ec5c2b,d3874766dfd5c2f7d8323f671394c1f2a4b39c6e06033113b5e836707de37000
"5154062","0","0","0","2","4","40","1","0","0","0","515406240"
"5154062","0","0","0","0","2","41","0","vo_abd_0108","vo_abd","0","515406241"
"5154062","8","2.63","0","0","1","42","0","0","0","415","515406242"
"5154062","0","0","0","2.63","4","43","1","0","0","0","515406243"
"5154062","0","0","0","0","2","44","0","vo_abd_0109","vo_abd","0","515406244"
"5154062","9","1","0","0","1","45","0","0","0","200","515406245"
"5154062","0","0","0","2","4","46","1","0","0","0","515406246"
"5154062","9","0.5","200","0","1","47","0","0","0","245","515406247"
"5154062","0","0","0","1.2","4","48","1","0","0","0","515406248"
"5154062","9","1.5","245","0","1","49","0","0","0","415","515406249"
"5154062","0","0","0","2.5","4","50","1","0","0","0","515406250"
"5154062","0","0","0","0","2","51","0","vo_abd_0110","vo_abd","0","515406251"
"5154062","10","0.2","0","0","1","52","0","0","0","35","515406252"
"5154062","0","0","0","0.6","4","53","1","0","0","0","515406253"
"5154062","10","1.3","35","0","1","54","0","0","0","400","515406254"
"5154062","0","0","0","2.3","4","55","1","0","0","0","515406255"
"5154062","0","0","0","0","2","56","0","vo_abd_0111","vo_abd","0","515406256"
"5154062","11","0.3","0","0","1","57","0","0","0","60","515406257"
"5154062","0","0","0","1.2","4","58","1","0","0","0","515406258"
"5154062","11","1","60","0","1","59","0","0","0","315","515406259"
"5154063","0","0","0","0.8","4","1","1","0","0","0","515406301"
"5154063","0","0","0","0","2","2","0","vo_abd_0201","vo_abd","0","515406302"
"5154063","1","1.5","0","0","1","3","0","0","0","350","515406303"
"5154063","0","0","0","2.25","4","4","1","0","0","0","515406304"
"5154063","0","0","0","0","2","5","0","vo_abd_0202","vo_abd","0","515406305"
"5154063","2","1.8","0","0","1","6","0","0","0","350","515406306"
"5154063","0","0","0","3","4","7","1","0","0","0","515406307"
"5154063","0","0","0","0","2","8","0","vo_abd_0203","vo_abd","0","515406308"
"5154063","3","1.5","0","0","1","9","0","0","0","315","515406309"
"5154063","0","0","0","1.8","4","10","1","0","0","0","515406310"
"5154063","0","0","0","0","2","11","0","vo_abd_0204","vo_abd","0","515406311"
"5154063","4","1.3","0","0","1","12","0","0","0","300","515406312"
"5154063","0","0","0","2.5","4","13","1","0","0","0","515406313"
"5154063","0","0","0","0","2","14","0","vo_abd_0205","vo_abd","0","515406314"
"5154063","5","1.5","0","0","1","15","0","0","0","360","515406315"
"5154063","0","0","0","2","4","16","1","0","0","0","515406316"
"5154063","0","0","0","0","2","17","0","vo_abd_0206","vo_abd","0","515406317"
"5154063","6","1.8","0","0","1","18","0","0","0","310","515406318"
"5154063","0","0","0","3","4","19","1","0","0","0","515406319"
"5154063","0","0","0","0","2","20","0","vo_abd_0207","vo_abd","0","515406320"
"5154063","8","1.2","0","0","1","21","0","0","0","245","515406321"
"5154063","0","0","0","1.6","4","22","1","0","0","0","515406322"
"5154063","8","0.45","245","0","1","23","0","0","0","400","515406323"
"5154063","0","0","0","0.45","4","24","1","0","0","0","515406324"
"5154063","0","0","0","0","2","25","0","vo_abd_0208","vo_abd","0","515406325"
"5154063","9","1.1","0","0","1","26","0","0","0","300","515406326"
"5154063","0","0","0","1.6","4","27","1","0","0","0","515406327"
"5154063","0","0","0","0","2","28","0","vo_abd_0209","vo_abd","0","515406328"
"5154063","10","0.5","0","0","1","29","0","0","0","280","515406329"
"5154063","0","0","0","0.5","4","30","1","0","0","0","515406330"
"5154063","0","0","0","0","2","31","0","vo_abd_0210","vo_abd","0","515406331"
"5154063","11","1","0","0","1","32","0","0","0","360","515406332"
"5154064","0","0","0","0.8","4","1","1","0","0","0","515406401"
"5154064","0","0","0","0","2","2","0","vo_abd_0301","vo_abd","0","515406402"
"5154064","1","2","0","0","1","3","0","0","0","330","515406403"
"5154064","0","0","0","2.8","4","4","1","0","0","0","515406404"
"5154064","0","0","0","0","2","5","0","vo_abd_0302","vo_abd","0","515406405"
"5154064","2","2","0","0","1","6","0","0","0","400","515406406"
"5154064","0","0","0","3.5","4","7","1","0","0","0","515406407"
"5154064","0","0","0","0","2","8","0","vo_abd_0303","vo_abd","0","515406408"
"5154064","3","2.8","0","0","1","9","0","0","0","425","515406409"
"5154064","0","0","0","3.5","4","10","1","0","0","0","515406410"
"5154064","0","0","0","0","2","11","0","vo_abd_0304","vo_abd","0","515406411"
"5154064","4","3","0","0","1","12","0","0","0","450","515406412"
"5154064","0","0","0","4","4","13","1","0","0","0","515406413"
"5154064","0","0","0","0","2","14","0","vo_abd_0305","vo_abd","0","515406414"
"5154064","5","0.2","0","0","1","15","0","0","0","35","515406415"
"5154064","0","0","0","1.05","4","16","1","0","0","0","515406416"
"5154064","5","2","45","0","1","17","0","0","0","420","515406417"
"5154064","0","0","0","3.5","4","18","1","0","0","0","515406418"
"5154064","0","0","0","0","2","19","0","vo_abd_0306","vo_abd","0","515406419"
"5154064","6","1","0","0","1","20","0","0","0","175","515406420"
"5154064","0","0","0","1.7","4","21","1","0","0","0","515406421"
"5154064","6","1","175","0","1","22","0","0","0","260","515406422"
"5154064","0","0","0","2.8","4","23","1","0","0","0","515406423"
"5154064","6","0.8","260","0","1","24","0","0","0","400","515406424"
"5154064","0","0","0","0.96","4","25","1","0","0","0","515406425"
"5154064","0","0","0","0","2","26","0","vo_abd_0307","vo_abd","0","515406426"
"5154064","7","1.5","0","0","1","27","0","0","0","245","515406427"
"5154064","0","0","0","1.7","4","28","1","0","0","0","515406428"
"5154064","7","0.8","245","0","1","29","0","0","0","400","515406429"
"5154064","0","0","0","2","4","30","1","0","0","0","515406430"
"5154064","0","0","0","0","2","31","0","vo_abd_0308","vo_abd","0","515406431"
"5154064","8","1","0","0","1","32","0","0","0","208","515406432"
"5154064","0","0","0","2","4","33","1","0","0","0","515406433"
"5154064","8","0.3","208","0","1","34","0","0","0","270","515406434"
"5154064","0","0","0","1.5","4","35","1","0","0","0","515406435"
"5154064","8","0.8","275","0","1","36","0","0","0","400","515406436"
"5154064","0","0","0","2","4","37","1","0","0","0","515406437"
"5154064","0","0","0","0","2","38","0","vo_abd_0309","vo_abd","0","515406438"
"5154064","9","2","0","0","1","39","0","0","0","300","515406439"
"5154064","0","0","0","2.65","4","40","1","0","0","0","515406440"
"5154064","9","1","300","0","1","41","0","0","0","425","515406441"
"5154064","0","0","0","2","4","42","1","0","0","0","515406442"
"5154064","0","0","0","0","2","43","0","vo_abd_0310","vo_abd","0","515406443"
"5154064","10","2.5","0","0","1","44","0","0","0","375","515406444"
"5154064","0","0","0","4","4","45","1","0","0","0","515406445"
"5154064","0","0","0","0","2","46","0","vo_abd_0311","vo_abd","0","515406446"
"5154064","11","1.2","0","0","1","47","0","0","0","165","515406447"
"5154064","0","0","0","2","4","48","1","0","0","0","515406448"
"5154064","11","1","165","0","1","49","0","0","0","295","515406449"
"5154064","0","0","0","2.5","4","50","1","0","0","0","515406450"
"5154064","11","0.5","295","0","1","51","0","0","0","400","515406451"
"5154065","0","0","0","0.8","4","1","1","0","0","0","515406501"
"5154065","0","0","0","0","2","2","0","vo_abd_0401","vo_abd","0","515406502"
"5154065","1","2","0","0","1","3","0","0","0","400","515406503"
"5154065","0","0","0","3.2","4","4","1","0","0","0","515406504"
"5154065","0","0","0","0","2","5","0","vo_abd_0402","vo_abd","0","515406505"
"5154065","2","2","0","0","1","6","0","0","0","400","515406506"
"5154065","0","0","0","3.7","4","7","1","0","0","0","515406507"
"5154065","0","0","0","0","2","8","0","vo_abd_0403","vo_abd","0","515406508"
"5154065","3","2","0","0","1","9","0","0","0","400","515406509"
"5154065","0","0","0","3","4","10","1","0","0","0","515406510"
"5154065","0","0","0","0","2","11","0","vo_abd_0404","vo_abd","0","515406511"
"5154065","4","1","0","0","1","12","0","0","0","155","515406512"
"5154065","0","0","0","1.15","4","13","1","0","0","0","515406513"
"5154065","4","1","155","0","1","14","0","0","0","425","515406514"
"5154065","0","0","0","2.5","4","15","1","0","0","0","515406515"
"5154065","0","0","0","0","2","16","0","vo_abd_0405","vo_abd","0","515406516"
"5154065","5","2.4","0","0","1","17","0","0","0","450","515406517"
"5154065","0","0","0","2.9","4","18","1","0","0","0","515406518"
"5154065","0","0","0","0","2","19","0","vo_abd_0407","vo_abd","0","515406519"
"5154065","6","1","0","0","1","20","0","0","0","300","515406520"
"5154065","0","0","0","1.5","4","21","1","0","0","0","515406521"
"5154065","0","0","0","0","2","22","0","vo_abd_0408","vo_abd","0","515406522"
"5154065","7","1","0","0","1","23","0","0","0","250","515406523"
"5154065","0","0","0","1","4","24","1","0","0","0","515406524"
"5154065","0","0","0","0","2","25","0","vo_abd_0409","vo_abd","0","515406525"
"5154065","8","1","0","0","1","26","0","0","0","250","515406526"
"5154065","0","0","0","2","4","27","1","0","0","0","515406527"
"5154065","0","0","0","0","2","28","0","vo_abd_0410","vo_abd","0","515406528"
"5154065","9","0.2","0","0","1","29","0","0","0","50","515406529"
"5154065","0","0","0","0.7","4","30","1","0","0","0","515406530"
"5154065","9","1.5","50","0","1","31","0","0","0","280","515406531"
"5154065","0","0","0","2.5","4","32","1","0","0","0","515406532"
"5154065","0","0","0","0","2","33","0","vo_abd_0411","vo_abd","0","515406533"
"5154065","10","0.2","0","0","1","34","0","0","0","35","515406534"
"5154065","0","0","0","1.08","4","35","1","0","0","0","515406535"
"5154065","10","0.3","35","0","1","36","0","0","0","107","515406536"
"5154065","0","0","0","0.9","4","37","1","0","0","0","515406537"
"5154065","10","1.5","107","0","1","38","0","0","0","425","515406538"
