11e2bb45bcc2dfbff455d350f71cc27b92855626f8ef5864ced467552a207661,dbeac3930356b32f0b3063d0dfcc07c83b809f5718f287d3b047f4199762ffdb,453496937bae5f2ce92a5a26db37e69fe32ec9780974c7fd5c60daba62234972,47726a5b935e937e59006ed4900219b541ccbf9cbc60e424815e4e5ef94a097f,1344969a54b7c3f88e9e7b6bbb44cd92382b43c96517c9c681c6a2ec6d817600,8de3e6e9cfe84bec9d75efcd81a2ca183c4a38c1cf831f85832732df0c1ec5e0,0ff3c2adb3934f6e0b91bab2c8b792aa7e4704ce32d3ea079000105e4464825c,2f8574ffa2f8f257919da51b317432da4db11b197b009c428e324b12067f9c6a
"11131","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×400","100501","腕試しッス！","11131","0","0"
"11132","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×600","107101","強敵との戦いは心躍る！","11132","0","0"
"11171","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×500","100501","腕試しッス！","11171","0","0"
"11172","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×750","107101","強敵との戦いは心躍る！","11172","0","0"
"11181","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×200","100501","腕試しッス！","11181","0","0"
"11182","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×300","107101","強敵との戦いは心躍る！","11182","0","0"
"11191","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×300","100501","腕試しッス！","11191","0","0"
"11192","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×450","107101","強敵との戦いは心躍る！","11192","0","0"
"11201","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×400","100501","腕試しッス！","11201","0","0"
"11202","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×600","107101","強敵との戦いは心躍る！","11202","0","0"
"11211","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×500","100501","腕試しッス！","11211","0","0"
"11212","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×750","107101","強敵との戦いは心躍る！","11212","0","0"
"11221","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×200","100501","腕試しッス！","11221","0","0"
"11222","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×300","107101","強敵との戦いは心躍る！","11222","0","0"
"11231","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×300","100501","腕試しッス！","11231","0","0"
"11232","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×450","107101","強敵との戦いは心躍る！","11232","0","0"
"11241","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×400","100501","腕試しッス！","11241","0","0"
"11242","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×600","107101","強敵との戦いは心躍る！","11242","0","0"
"11251","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×500","100501","腕試しッス！","11251","0","0"
"11252","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×750","107101","強敵との戦いは心躍る！","11252","0","0"
"11261","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×200","100501","腕試しッス！","11261","0","0"
"11262","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×300","107101","強敵との戦いは心躍る！","11262","0","0"
"11271","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×300","100501","腕試しッス！","11271","0","0"
"11272","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×450","107101","強敵との戦いは心躍る！","11272","0","0"
"11281","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×400","100501","腕試しッス！","11281","0","0"
"11282","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×600","107101","強敵との戦いは心躍る！","11282","0","0"
"11291","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×500","100501","腕試しッス！","11291","0","0"
"11292","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×750","107101","強敵との戦いは心躍る！","11292","0","0"
"11301","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×200","100501","腕試しッス！","11301","0","0"
"11302","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×300","107101","強敵との戦いは心躍る！","11302","0","0"
"11311","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×300","100501","腕試しッス！","11311","0","0"
"11312","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×450","107101","強敵との戦いは心躍る！","11312","0","0"
"11321","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×400","100501","腕試しッス！","11321","0","0"
"11322","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×600","107101","強敵との戦いは心躍る！","11322","0","0"
"11331","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×500","100501","腕試しッス！","11331","0","0"
"11332","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×750","107101","強敵との戦いは心躍る！","11332","0","0"
"11341","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×200","100501","腕試しッス！","11341","0","0"
"11342","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×300","107101","強敵との戦いは心躍る！","11342","0","0"
"11351","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×300","100501","腕試しッス！","11351","0","0"
"11352","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×450","107101","強敵との戦いは心躍る！","11352","0","0"
"11361","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×400","100501","腕試しッス！","11361","0","0"
"11362","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×600","107101","強敵との戦いは心躍る！","11362","0","0"
"11371","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×500","100501","腕試しッス！","11371","0","0"
"11372","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×750","107101","強敵との戦いは心躍る！","11372","0","0"
"13141","51_ruka_fishing","50％で★1迷宮遺物×1\nさらに次のイベントへ","105601","のんびり\n釣りでもしようか","13141","0","0"
"13151","91_peko_guts","50％で次のイベントへ","105801","みんなで\n料理を作りましょう☆","13151","0","0"
"13161","61_inori_guts","50％でアルファルピ×2000\nさらに次のイベントへ","106601","やってやるですよ！","13161","0","0"
"23141","52_ruka_fishing","25％で★2迷宮遺物×1\nさらに次のイベントへ","105601","もう一回挑戦だ！","23141","0","0"
"23151","92_peko_guts","50％で次のイベントへ","105801","まだまだ\n食べ足りません☆","23151","0","1"
"23152","92_kyaru_sad","ランダムなロールの\nランダムサイン×2","106001","それくらいで\nいいんじゃない？","23152","0","0"
"23161","62_inori_guts","50％でアルファルピ×4000\nさらに次のイベントへ","106601","今日はツイてるです！","23161","2000","1"
"23162","62_ayumi_sad","挑戦終了","105501","もうこの辺で……","23162","0","0"
"33141","53_ruka_fishing","10％で★3迷宮遺物×1","105601","最後にもうひと勝負！","33141","0","0"
"33151","93_peko_guts","50％でオールセレクトサイン×２","105801","えへへ～\nもうちょっとだけ……","33151","0","1"
"33152","93_kyaru_anger","ランダムなロールの\nセレクトサイン×2","106001","そんなに\n食べきれないでしょ！","33152","0","0"
"33161","63_inori_guts","50％でアルファルピ×8000","106601","今日のあたしは\n負け知らずです！","33161","4000","1"
"33162","63_ayumi_worry","挑戦終了","105501","そろそろやめた方が……","33162","0","0"
