7a02fc45544d02b386fe6fb44884f1b787227d94b4ae4d3f31244fc2125b42ec,7e4da85668feef5e0dac465480c367bc0bee8a169627add11468203f0f18e5cf,9e32ce690099f5f0a1f248c85c5f7016946432c8b4c5b33b8ae9fc84b8f69370,bf67ae33216984764d2d7e9775c8696a7d4342591fa495f9d618a2daaf67cf6f,580377ba8fb4d11c498d4d3d9963379a3d08f6dcf9b0056eec6c028c9be41cf9,7c9dfe6eaab1f2bfa56d3d7158055075eb3adfcb78b7cdf16a006560239299d7,641a813dfd3fd1ce7317f2bf5b763a909cf9442fcf762d9fbed1b2d5b233c2fe,285ca12227488843260502a2c8a0faa2a47516e4cbae130d2f3880ff81a14960,22112645ed6665ce738d92f3b3d35bc98bd4de16f3e71cdc8cd8ebcb19b049de,b46ec4a3832a87081aeea33e22554d202b41ec4173899c7300190c2370d38c09,b1ca9a0a1e627922ecb4dc829ca8337add5857df55580051f4b051a4d7ce1ffc,4fd8484e0c221218dd74de57a240f506171b9b1c777008d811bcf4c5e70207a5,465d6c77769978caa98ac7672ec6b3c29a29b5d57becaa1a2c07430018c8f94a,23814ca29c52cb35ab7c7371559551cb2e4e571854413fee843dc42bda44d038,b81c50b6605b42144c9158b9496398049561935538a24239dca08d5b9cf15a64
"7612","7611","2816","2022/05/01 5:00:00","7613","76","344","100","1","3","761","0","0","0","0"
"7712","7711","2816","2022/05/02 5:00:00","7713","77","306","100","1","3","771","0","0","0","0"
"7812","7811","2816","2022/05/03 5:00:00","7813","78","390","100","1","3","781","0","0","0","0"
"7912","7911","2816","2022/05/04 5:00:00","7913","79","267","100","1","3","791","0","0","0","0"
"8012","8011","2816","2022/05/05 5:00:00","8013","80","254","100","1","3","801","0","9104403","0","104401"
"8112","8111","2816","2022/05/06 5:00:00","8113","81","230","100","1","3","811","0","0","0","0"
"8212","8211","2816","2022/05/07 5:00:00","8213","82","192","100","1","3","821","0","0","0","0"
"8312","8311","2816","2022/05/08 5:00:00","8313","83","284","100","1","3","831","0","0","0","0"
"8412","8411","2816","2022/05/09 5:00:00","8413","84","153","100","1","3","841","0","0","0","0"
"8512","8511","2816","2022/05/10 5:00:00","8513","85","0","100","1","3","851","0","9102303","0","102301"
"8612","8611","2816","2022/05/11 5:00:00","8613","86","-207","100","1","3","861","0","9105903","0","105901"
"8712","8711","2816","2022/05/12 5:00:00","8713","87","116","100","1","3","871","0","0","0","0"
"8812","8811","2816","2022/05/13 5:00:00","8813","88","78","100","1","3","881","0","0","0","0"
"8912","8911","2816","2022/05/14 5:00:00","8913","89","173","100","1","3","891","0","0","0","0"
"9012","9011","2816","2022/05/15 5:00:00","9013","90","145","100","1","3","901","0","0","0","0"
"9112","9111","2816","2022/05/16 5:00:00","9113","91","40","100","1","3","911","0","0","0","0"
"9212","9211","2816","2022/05/17 5:00:00","9213","92","0","100","1","3","921","0","0","0","0"
"9312","9311","2816","2022/05/18 5:00:00","9313","93","-36","100","1","3","931","0","0","0","0"
"9412","9411","2816","2022/05/19 5:00:00","9413","94","-75","100","1","3","941","0","0","0","0"
"9512","9511","2816","2022/05/20 5:00:00","9513","95","-111","100","1","3","951","0","0","0","0"
"9612","9611","2816","2022/05/21 5:00:00","9613","96","-113","100","1","3","961","0","0","0","0"
"9712","9711","2816","2022/05/22 5:00:00","9713","97","-150","100","1","3","971","0","0","0","0"
"9812","9811","2816","2022/05/23 5:00:00","9813","98","-226","100","1","3","981","0","0","0","0"
"9912","9911","2816","2022/05/24 5:00:00","9913","99","0","100","1","3","991","0","0","0","0"
"10012","10011","2816","2022/05/25 5:00:00","10013","100","-70","100","1","3","1001","0","0","0","0"
"10112","10111","2816","2022/05/26 5:00:00","10113","101","-171","100","1","3","1011","0","0","0","0"
"10212","10211","2816","2022/05/27 5:00:00","10213","102","-263","100","1","3","1021","0","0","0","0"
"10312","10311","2816","2022/05/28 5:00:00","10313","103","-302","100","1","3","1031","0","0","0","0"
"10412","10411","2816","2022/05/29 5:00:00","10413","104","-245","100","1","3","1041","0","0","0","0"
"10512","10511","2816","2022/05/30 5:00:00","10513","105","-318","100","1","3","1051","0","0","0","0"
"10612","10611","2816","2022/05/31 5:00:00","10613","106","-348","100","1","3","1061","0","0","1","0"
"10712","10711","2816","2022/06/01 5:00:00","10713","107","328","300","0","4","1071","0","0","0","0"
"10812","10811","2816","2022/06/02 5:00:00","10813","108","287","300","0","4","1081","0","0","0","0"
"10912","10911","2816","2022/06/03 5:00:00","10913","109","220","300","0","4","1091","0","9104203","0","104201"
"11012","11011","2816","2022/06/04 5:00:00","11013","110","360","300","0","4","1101","0","0","0","0"
"11112","11111","2816","2022/06/05 5:00:00","11113","111","324","300","0","4","1111","0","0","0","0"
"11212","11211","2816","2022/06/06 5:00:00","11213","112","110","300","0","4","1121","0","9104003","0","104001"
"11312","11311","2816","2022/06/07 5:00:00","11313","113","246","300","0","4","1131","0","0","0","0"
"11412","11411","2816","2022/06/08 5:00:00","11413","114","205","300","0","4","1141","0","0","0","0"
"11512","11511","2816","2022/06/09 5:00:00","11513","115","-70","300","0","4","1151","0","9102103","0","102101"
"11612","11611","2816","2022/06/10 5:00:00","11613","116","334","300","0","4","1161","0","0","0","0"
"11712","11711","2816","2022/06/11 5:00:00","11713","117","280","300","0","4","1171","0","0","0","0"
"11812","11811","2816","2022/06/12 5:00:00","11813","118","164","300","0","4","1181","0","0","0","0"
"11912","11911","2816","2022/06/13 5:00:00","11913","119","123","300","0","4","1191","0","0","0","0"
"12012","12011","2816","2022/06/14 5:00:00","12013","120","82","300","0","4","1201","0","0","0","0"
"12112","12111","2816","2022/06/15 5:00:00","12113","121","122","300","0","4","1211","0","0","0","0"
"12212","12211","2816","2022/06/16 5:00:00","12213","122","92","300","0","4","1221","0","0","0","0"
"12312","12311","2816","2022/06/17 5:00:00","12313","123","-100","300","0","4","1231","0","9106303","0","106301"
"12412","12411","2816","2022/06/18 5:00:00","12413","124","41","300","0","4","1241","0","0","0","0"
"12512","12511","2816","2022/06/19 5:00:00","12513","125","0","300","0","4","1251","0","0","0","0"
"12612","12611","2816","2022/06/20 5:00:00","12613","126","70","300","0","4","1261","0","0","0","0"
"12712","12711","2816","2022/06/21 5:00:00","12713","127","31","300","0","4","1271","0","0","0","0"
"12812","12811","2816","2022/06/22 5:00:00","12813","128","-41","300","0","4","1281","0","0","0","0"
"12912","12911","2816","2022/06/23 5:00:00","12913","129","-82","300","0","4","1291","0","0","0","0"
"13012","13011","2816","2022/06/24 5:00:00","13013","130","-123","300","0","4","1301","0","0","0","0"
"13112","13111","2816","2022/06/25 5:00:00","13113","131","-180","300","0","4","1311","0","9106503","0","106501"
"13212","13211","2816","2022/06/26 5:00:00","13213","132","-164","300","0","4","1321","0","0","0","0"
"13312","13311","2816","2022/06/27 5:00:00","13313","133","-205","300","0","4","1331","0","0","0","0"
"13412","13411","2816","2022/06/28 5:00:00","13413","134","-246","300","0","4","1341","0","0","0","0"
"13512","13511","2816","2022/06/29 5:00:00","13513","135","-287","300","0","4","1351","0","0","0","0"
"13612","13611","2816","2022/06/30 5:00:00","13613","136","-370","300","0","4","1361","0","0","1","0"
"13712","13711","2816","2022/07/01 5:00:00","13713","137","357","400","3","5","1371","0","0","0","0"
"13812","13811","2816","2022/07/02 5:00:00","13813","138","319","400","3","5","1381","0","0","0","0"
"13912","13911","2816","2022/07/03 5:00:00","13913","139","330","400","3","5","1391","0","0","0","0"
"14012","14011","2816","2022/07/04 5:00:00","14013","140","305","400","3","5","1401","0","0","0","0"
"14112","14111","2816","2022/07/05 5:00:00","14113","141","310","400","3","5","1411","0","9100903","0","100901"
"14212","14211","2816","2022/07/06 5:00:00","14213","142","282","400","3","5","1421","0","0","0","0"
"14312","14311","2816","2022/07/07 5:00:00","14313","143","133","400","3","5","1431","0","9101703","0","101701"
"14412","14411","2816","2022/07/08 5:00:00","14413","144","246","400","3","5","1441","0","0","0","0"
"14512","14511","2816","2022/07/09 5:00:00","14513","145","209","400","3","5","1451","0","0","0","0"
"14612","14611","2816","2022/07/10 5:00:00","14613","146","172","400","3","5","1461","0","0","0","0"
"14712","14711","2816","2022/07/11 5:00:00","14713","147","129","400","3","5","1471","0","9105603","0","105601"
"14812","14811","2816","2022/07/12 5:00:00","14813","148","134","400","3","5","1481","0","0","0","0"
"14912","14911","2816","2022/07/13 5:00:00","14913","149","97","400","3","5","1491","0","0","0","0"
"15012","15011","2816","2022/07/14 5:00:00","15013","150","60","400","3","5","1501","0","0","0","0"
"15112","15111","2816","2022/07/15 5:00:00","15113","151","22","400","3","5","1511","0","0","0","0"
"15212","15211","2816","2022/07/16 5:00:00","15213","152","-12","400","3","5","1521","0","0","0","0"
"15312","15311","2816","2022/07/17 5:00:00","15313","153","-49","400","3","5","1531","0","0","0","0"
"15412","15411","2816","2022/07/18 5:00:00","15413","154","-86","400","3","5","1541","0","0","0","0"
"15512","15511","2816","2022/07/19 5:00:00","15513","155","-29","400","3","5","1551","0","0","0","0"
"15612","15611","2816","2022/07/20 5:00:00","15613","156","-55","400","3","5","1561","0","0","0","0"
"15712","15711","2816","2022/07/21 5:00:00","15713","157","-124","400","3","5","1571","0","0","0","0"
"15812","15811","2816","2022/07/22 5:00:00","15813","158","-161","400","3","5","1581","0","0","0","0"
"15912","15911","2816","2022/07/23 5:00:00","15913","159","-199","400","3","5","1591","0","0","0","0"
"16012","16011","2816","2022/07/24 5:00:00","16013","160","-235","400","3","5","1601","0","0","0","0"
"16112","16111","2816","2022/07/25 5:00:00","16113","161","0","400","3","5","1611","0","9106803","0","106801"
"16212","16211","2816","2022/07/26 5:00:00","16213","162","-272","400","3","5","1621","0","0","0","0"
"16312","16311","2816","2022/07/27 5:00:00","16313","163","-309","400","3","5","1631","0","0","0","0"
"16412","16411","2816","2022/07/28 5:00:00","16413","164","-172","400","3","5","1641","0","9105303","0","105301"
"16512","16511","2816","2022/07/29 5:00:00","16513","165","-299","400","3","5","1651","0","0","0","0"
"16612","16611","2816","2022/07/30 5:00:00","16613","166","-233","400","3","5","1661","0","9102703","0","102701"
"16712","16711","2816","2022/07/31 5:00:00","16713","167","-356","400","3","5","1671","0","0","1","0"
"16812","16811","2816","2022/08/01 5:00:00","16813","168","306","400","3","6","1681","0","0","0","0"
"16912","16911","2816","2022/08/02 5:00:00","16913","169","226","400","3","6","1691","0","0","0","0"
"17012","17011","2816","2022/08/03 5:00:00","17013","170","146","400","3","6","1701","0","0","0","0"
"17112","17111","2816","2022/08/04 5:00:00","17113","171","66","400","3","6","1711","0","0","0","0"
"17212","17211","2816","2022/08/05 5:00:00","17213","172","-14","400","3","6","1721","0","0","0","0"
"17312","17311","2816","2022/08/06 5:00:00","17313","173","-94","400","3","6","1731","0","0","0","0"
"17412","17411","2816","2022/08/07 5:00:00","17413","174","270","400","3","6","1741","0","9110803","0","110801"
"17512","17511","2816","2022/08/08 5:00:00","17513","175","-174","400","3","6","1751","0","0","0","0"
"17612","17611","2816","2022/08/09 5:00:00","17613","176","55","400","3","6","1761","0","9104303","0","104301"
"17712","17711","2816","2022/08/10 5:00:00","17713","177","50","400","3","6","1771","0","9100403","0","100401"
"17812","17811","2816","2022/08/11 5:00:00","17813","178","-120","400","3","6","1781","0","9103703","0","103701"
"17822","17821","2816","2022/08/11 5:00:00","17823","179","-210","400","3","6","1782","0","9106103","0","106101"
"17912","17911","2816","2022/08/12 5:00:00","17913","180","-254","400","3","6","1791","0","0","0","0"
"18012","18011","2816","2022/08/13 5:00:00","18013","181","-369","400","3","6","1801","0","0","1","0"
"18112","18111","2816","2022/08/14 5:00:00","18113","182","295","400","3","7","1811","0","9101803","0","101801"
"18212","18211","2816","2022/08/15 5:00:00","18213","183","326","400","3","7","1821","0","0","0","0"
"18312","18311","2816","2022/08/16 5:00:00","18313","184","271","400","3","7","1831","0","0","0","0"
"18412","18411","2816","2022/08/17 5:00:00","18413","185","216","400","3","7","1841","0","0","0","0"
"18512","18511","2816","2022/08/18 5:00:00","18513","186","161","400","3","7","1851","0","0","0","0"
"18612","18611","2816","2022/08/19 5:00:00","18613","187","106","400","3","7","1861","0","0","0","0"
"18712","18711","2816","2022/08/20 5:00:00","18713","188","51","400","3","7","1871","0","0","0","0"
"18812","18811","2816","2022/08/21 5:00:00","18813","189","150","400","3","7","1881","0","9101303","0","101301"
"18912","18911","2816","2022/08/22 5:00:00","18913","190","-4","400","3","7","1891","0","0","0","0"
"19012","19011","2816","2022/08/23 5:00:00","19013","191","-59","400","3","7","1901","0","0","0","0"
"19112","19111","2816","2022/08/24 5:00:00","19113","192","-114","400","3","7","1911","0","0","0","0"
"19212","19211","2816","2022/08/25 5:00:00","19213","193","5","400","3","7","1921","0","9101103","0","101101"
"19312","19311","2816","2022/08/26 5:00:00","19313","194","-169","400","3","7","1931","0","0","0","0"
"19412","19411","2816","2022/08/27 5:00:00","19413","195","-130","400","3","7","1941","0","9100103","0","100101"
"19512","19511","2816","2022/08/28 5:00:00","19513","196","-224","400","3","7","1951","0","0","0","0"
"19612","19611","2816","2022/08/29 5:00:00","19613","197","-279","400","3","7","1961","0","0","0","0"
"19712","19711","2816","2022/08/30 5:00:00","19713","198","-369","400","3","7","1971","0","0","0","0"
"19812","19811","2816","2022/08/31 5:00:00","19813","199","-250","400","3","7","1981","0","9103003","1","103001"
"19912","19911","2816","2022/09/01 5:00:00","19913","200","571","500","0","8","1991","0","0","0","0"
"20012","20011","2816","2022/09/02 5:00:00","20013","201","480","500","0","8","2001","0","9106003","0","106001"
"20112","20111","2816","2022/09/03 5:00:00","20113","202","516","500","0","8","2011","0","0","0","0"
"20212","20211","2816","2022/09/04 5:00:00","20213","203","461","500","0","8","2021","0","0","0","0"
"20312","20311","2816","2022/09/05 5:00:00","20313","204","390","500","0","8","2031","0","9101503","0","101501"
"20412","20411","2816","2022/09/06 5:00:00","20413","205","406","500","0","8","2041","0","0","0","0"
"20512","20511","2816","2022/09/07 5:00:00","20513","206","340","500","0","8","2051","0","9105403","0","105401"
"20612","20611","2816","2022/09/08 5:00:00","20613","207","351","500","0","8","2061","0","0","0","0"
"20712","20711","2816","2022/09/09 5:00:00","20713","208","296","500","0","8","2071","0","0","0","0"
"20812","20811","2816","2022/09/10 5:00:00","20813","209","241","500","0","8","2081","0","0","0","0"
"20912","20911","2816","2022/09/11 5:00:00","20913","210","186","500","0","8","2091","0","0","0","0"
"21012","21011","2816","2022/09/12 5:00:00","21013","211","170","500","0","8","2101","0","9118503","0","118501"
"21112","21111","2816","2022/09/13 5:00:00","21113","212","131","500","0","8","2111","0","0","0","0"
"21212","21211","2816","2022/09/14 5:00:00","21213","213","76","500","0","8","2121","0","0","0","0"
"21312","21311","2816","2022/09/15 5:00:00","21313","214","50","500","0","8","2131","0","9110903","0","110901"
"21412","21411","2816","2022/09/16 5:00:00","21413","215","21","500","0","8","2141","0","0","0","0"
"21512","21511","2816","2022/09/17 5:00:00","21513","216","-34","500","0","8","2151","0","0","0","0"
"21612","21611","2816","2022/09/18 5:00:00","21613","217","-89","500","0","8","2161","0","0","0","0"
"21712","21711","2816","2022/09/19 5:00:00","21713","218","-120","500","0","8","2171","0","9118003","0","118001"
"21812","21811","2816","2022/09/20 5:00:00","21813","219","-144","500","0","8","2181","0","0","0","0"
"21912","21911","2816","2022/09/21 5:00:00","21913","220","-199","500","0","8","2191","0","0","0","0"
"22012","22011","2816","2022/09/22 5:00:00","22013","221","-270","500","0","8","2201","0","9101003","0","101001"
"22112","22111","2816","2022/09/23 5:00:00","22113","222","-254","500","0","8","2211","0","0","0","0"
"22212","22211","2816","2022/09/24 5:00:00","22213","223","-309","500","0","8","2221","0","0","0","0"
"22312","22311","2816","2022/09/25 5:00:00","22313","224","-364","500","0","8","2231","0","0","0","0"
"22412","22411","2816","2022/09/26 5:00:00","22413","225","-419","500","0","8","2241","0","0","0","0"
"22512","22511","2816","2022/09/27 5:00:00","22513","226","-474","500","0","8","2251","0","0","0","0"
"22612","22611","2816","2022/09/28 5:00:00","22613","227","-529","500","0","8","2261","0","0","0","0"
"22712","22711","2816","2022/09/29 5:00:00","22713","228","-370","500","0","8","2271","0","9106603","0","106601"
"22812","22811","2816","2022/09/30 5:00:00","22813","229","-579","500","0","8","2281","0","0","1","0"
"22912","22911","2816","2022/10/01 5:00:00","22913","230","383","500","0","9","2291","0","0","0","0"
"23012","23011","2816","2022/10/02 5:00:00","23013","231","339","500","0","9","2301","0","0","0","0"
"23112","23111","2816","2022/10/03 5:00:00","23113","232","296","500","0","9","2311","0","0","0","0"
"23212","23211","2816","2022/10/04 5:00:00","23213","233","290","500","0","9","2321","0","9102803","0","102801"
"23312","23311","2816","2022/10/05 5:00:00","23313","234","253","500","0","9","2331","0","0","0","0"
"23412","23411","2816","2022/10/06 5:00:00","23413","235","210","500","0","9","2341","0","0","0","0"
"23512","23511","2816","2022/10/07 5:00:00","23513","236","167","500","0","9","2351","0","0","0","0"
"23612","23611","2816","2022/10/08 5:00:00","23613","237","200","500","0","9","2361","0","0","0","0"
"23712","23711","2816","2022/10/09 5:00:00","23713","238","180","500","0","9","2371","0","0","0","0"
"23812","23811","2816","2022/10/10 5:00:00","23813","239","130","500","0","9","2381","0","9100803","0","100801"
"23912","23911","2816","2022/10/11 5:00:00","23913","240","125","500","0","9","2391","0","0","0","0"
"24012","24011","2816","2022/10/12 5:00:00","24013","241","83","500","0","9","2401","0","0","0","0"
"24112","24111","2816","2022/10/13 5:00:00","24113","242","100","500","0","9","2411","0","0","0","0"
"24212","24211","2816","2022/10/14 5:00:00","24213","243","80","500","0","9","2421","0","0","0","0"
"24312","24311","2816","2022/10/15 5:00:00","24313","244","41","500","0","9","2431","0","0","0","0"
"24412","24411","2816","2022/10/16 5:00:00","24413","245","-1","500","0","9","2441","0","0","0","0"
"24512","24511","2816","2022/10/17 5:00:00","24513","246","-43","500","0","9","2451","0","0","0","0"
"24612","24611","2816","2022/10/18 5:00:00","24613","247","10","500","0","9","2461","0","0","0","0"
"24712","24711","2816","2022/10/19 5:00:00","24713","248","-10","500","0","9","2471","0","0","0","0"
"24812","24811","2816","2022/10/20 5:00:00","24813","249","-10","500","0","9","2481","0","0","0","0"
"24912","24911","2816","2022/10/21 5:00:00","24913","250","-40","500","0","9","2491","0","0","0","0"
"25012","25011","2816","2022/10/22 5:00:00","25013","251","-85","500","0","9","2501","0","0","0","0"
"25112","25111","2816","2022/10/23 5:00:00","25113","252","-127","500","0","9","2511","0","0","0","0"
"25212","25211","2816","2022/10/24 5:00:00","25213","253","-130","500","0","9","2521","0","9104903","0","104901"
"25312","25311","2816","2022/10/25 5:00:00","25313","254","-270","500","0","9","2531","0","9104703","0","104701"
"25412","25411","2816","2022/10/26 5:00:00","25413","255","-169","500","0","9","2541","0","0","0","0"
"25512","25511","2816","2022/10/27 5:00:00","25513","256","-211","500","0","9","2551","0","0","0","0"
"25612","25611","2816","2022/10/28 5:00:00","25613","257","-253","500","0","9","2561","0","0","0","0"
"25712","25711","2816","2022/10/29 5:00:00","25713","258","-295","500","0","9","2571","0","0","0","0"
"25812","25811","2816","2022/10/30 5:00:00","25813","259","-337","500","0","9","2581","0","0","0","0"
"25912","25911","2816","2022/10/31 5:00:00","25913","260","-379","500","0","9","2591","0","0","1","0"
"26012","26011","2816","2022/11/01 5:00:00","26013","261","600","500","0","10","2601","0","0","0","0"
"26112","26111","2816","2022/11/02 5:00:00","26113","262","560","500","0","10","2611","0","0","0","0"
