3bbb0ef125bbe23b84040b66cdcd6b5307a615f4f2ec2c60202e5bda98bcbf45,69bf2bbbf0d5733f4f120ea36cfa7f98790c83787b922450f5fc6d7e4c02bace,37c05769ff3e3d9eac2cd3ff893dd9050d4a2a6dcdab708e51e4a5e80192b0a2,c38b3126be781f04f146ff3a1db27e197518a4c00638c79723e195f2f429bab7,21b5efbb59ea58f706e2cb747da94f1c743edf1f530d41d58d1c4c1376da1f89,d3f1dd94463a10e68c117031e327354f26ec642e53f441b82cceaa8c6c4c132a,65e0130c0717d94447a4a0c4938ba9fc91bcd481693ef427c5c98bb43f622dfd,edc03e9d2ccb44dddd20030a27abe561dbba57e4a1b2adb63daca6303bf25f91,f320c72636bac51f483ebf4fde2db9339134697228e25dfed9cf868748c9f676,1a8fc92f7b1170a13a5b96f5450ffbde43e3e534cc7db76e38ef502500a8a5ff,e07ad4bb9fe1db91e0f8fd6266cdb1726d63b768743e7d107a4b45f6550f5a63,491b976798437e6adfacb81093f9270e1afa06785e6fcba6996d449a4db83eec,f64ef529c8305831143a7d3ed5c6425e1a4006eb8adb47723016b8ff54675b15,d550f82d01d7fec13d4caeb620508da9be6b3eb88939c6be184995a29adc4d6c,400308a260c98012e4fcef0680d907066805521f749e3f80cbb5dba98edb3ab0,0b8604842e0b3eb1a503d507ce6c0bc9265db734949694c94010cfb28c47139e,0b6d6a309ccad89d0a8aa3505301ef5a3700354301e1c7d3699336de3d0f83f5,d2b3741cd5c2a7f66e3e4e7c2a31c0d4da9d4959dc2bf703fb9981bb8c1aea58,fdf61a47e0c094ff4f30d1e008ecb6a3cf56a59f299f63562bff3eefbebbd1e1,278c67e3932b14d5043bf37602adcac7c114237fed2a375401f680f43c145722,26e1257804cd97e536403a8bba1121903276874ee5ffdc69e75758d6a8e4f906
"-1","0","1","0","0","80","0","0","3","100301306","1","6.4","1","0","1","0","1","","1","80",""
"0","100301308","28","0","0","0","0","0","7","100301307","1","0","1","0","1","100301309","677","","2","0",""
"-1","0","100","0","0","0","0","0","7","100301308","1","12","1","0","1","0","1","","2","1","自分の受ける行動不能を１回まで無効化する"
"-1","0","100","0","0","0","0","0","7","100301309","1","24","1","0","1","0","1","","2","2",""
"-1","0","22","0","0","0","0","0","7","100301310","1","0","1","0","1","10030102","1","","2","-1",""
"0","0","90","0","0","15","0","0","0","100350101","1","15","0","1","0","0","2","物理攻撃力アップ+{0}","0","1","自分の物理攻撃力を{0}アップ"
"0","0","90","0","0","15","0","0","0","100351101","1","15","0","1","0","0","2","物理攻撃力アップ+{0}","0","1","自分の物理攻撃力を{0}アップ"
"0","0","90","0","0","1125","0","0","0","100351102","1","0","0","1","0","0","1","","0","1","自分の最大ＨＰを{0}アップさせる"
"2160","0","7","1","0","0","0","0","3","100400101","1","0","2","0","1","0","1","","1","0",""
"300","0","1","0","0","20.4","0","0","1","100400102","1","1.62","2","0","99","0","1","物理ダメージ+{0}","1","20.4","範囲内の敵に{0}の物理ダメージ"
"2160","0","1","1","0","8","0","0","3","100400201","1","0.6","3","0","1","0","1","物理ダメージ+{0}","1","8","敵単体に{0}の物理ダメージ"
"2160","0","12","1","0","0","0","0","3","100400202","1","100","3","0","1","0","70","暗闇の確定成功Ｌｖ+{0}","1","8","敵単体を暗闇状態にする"
"2160","0","1","0","0","10","0","0","14","100400301","1","0.8","2","0","1","0","1","物理ダメージ+{0}","1","10","敵単体に{0}の物理ダメージ"
"2160","0","10","0","1","20","0","0","1","100400302","1","20","2","180","1","1","11","物理攻撃力ダウン+{0}","1","1","敵単体の物理攻撃力を{0}ダウン"
"2160","0","10","0","1","25","0","0","1","100400303","1","0","2","180","1","1","111","","1","1","敵単体の物理クリダメを{0}％ダウン"
"0","0","10","0","1","20","0","0","7","100400304","1","20","1","180","1","1","10","物理攻撃力アップ+{0}","2","1","自分の物理攻撃力を{0}アップ"
"2160","0","28","0","0","0","0","0","3","100400305","1","0","1","0","1","100400306","1800","","1","1","目の前の敵がマルチターゲットの場合、以下の効果が発動する"
"2160","0","10","0","1","20","0","0","1","100400306","1","20","2","180","1","1","31","魔法攻撃力ダウン+{0}","1","1","敵単体の魔法攻撃力を{0}ダウン"
"2160","0","10","0","1","25","0","0","1","100400307","1","0","2","180","1","1","121","","1","1","敵単体の魔法クリダメを{0}％ダウン"
"2160","0","1","0","0","30","0","0","3","100401101","1","2.4","3","0","99","0","1","物理ダメージ+{0}","1","30","敵全体に{0}の物理ダメージ"
"2160","0","10","0","0","30","0","0","3","100401102","1","30","3","18","99","1","11","物理攻撃力ダウン+{0}","1","1","敵全体の物理攻撃力を{0}ダウン"
"2160","0","10","0","0","600","0","0","3","100401103","1","0","3","18","99","0","61","物理クリティカルダウン+{0}","1","1","敵全体の物理クリティカルを{0}ダウン"
"2160","0","10","0","0","25","0","0","3","100401104","1","0","3","18","99","0","111","","1","2","敵全体の物理クリダメを{0}％ダウン"
"2160","0","28","0","0","0","0","0","3","100401105","1","0","1","0","1","100401106","1800","","1","1","目の前の敵がマルチターゲットの場合、以下の効果が発動する"
"2160","0","1","0","0","30","0","0","3","100401106","1","2.4","3","0","99","0","1","物理ダメージ+{0}","1","30","敵全体に{0}の物理ダメージ"
"2160","0","10","0","0","0.7","0","0","3","100401107","1","0.7","3","18","99","1","21","物理防御力ダウン+{0}","1","1","敵全体の物理防御力を{0}ダウン"
"2160","0","1","1","0","20","0","0","3","100401201","1","1.6","3","0","1","0","1","物理ダメージ+{0}","1","20","敵単体に{0}の物理ダメージ"
"2160","0","12","1","0","0","0","0","3","100401202","1","100","3","0","1","0","80","暗闇の確定成功Ｌｖ+{0}","1","10","敵単体を暗闇状態にする"
"2160","0","7","1","0","0","0","0","3","100401203","1","0","3","0","1","0","1","","1","0",""
"200","0","10","0","0","20","0","0","1","100401204","1","20","2","12","99","1","11","物理攻撃力ダウン+{0}","1","1","範囲内の敵の物理攻撃力を{0}ダウン"
"2160","0","7","1","0","0","0","0","3","100402201","1","0","2","0","1","0","1","","1","0",""
"300","0","1","0","0","20","0","0","3","100402202","1","1.6","2","0","99","0","1","物理ダメージ+{0}","1","20","範囲内の敵に{0}の物理ダメージ"
"300","0","12","0","0","0","0","0","3","100402203","1","100","2","0","99","0","80","暗闇の確定成功Ｌｖ+{0}","1","10","範囲内の敵を暗闇状態にする"
"300","0","10","0","0","20","0","0","3","100402204","1","20","2","12","99","1","11","物理攻撃力ダウン+{0}","1","1","範囲内の敵の物理攻撃力を{0}ダウン"
"300","0","16","0","0","0","0","0","3","100402205","1","1","2","0","99","0","2","","1","75","範囲内の敵のＴＰを{0}失わせる"
"2160","0","28","0","0","0","0","0","3","100402206","1","0","1","0","1","100402207","1800","","1","1","目の前の敵がマルチターゲットの場合、以下の効果が発動する"
"300","0","1","0","0","20","0","0","3","100402207","1","1.6","2","0","99","0","1","物理ダメージ+{0}","1","20","範囲内の敵に{0}の物理ダメージ"
"300","0","10","0","0","0.3","0","0","3","100402208","1","0.3","2","12","99","1","21","物理防御力ダウン+{0}","1","1","範囲内の敵の物理防御力を{0}ダウン"
"0","0","90","0","0","2","0","0","0","100450101","1","2","0","1","0","0","3","物理防御力アップ+{0}","0","1","自分の物理防御力を{0}アップ"
"0","0","90","0","0","2","0","0","0","100451101","1","2","0","1","0","0","3","物理防御力アップ+{0}","0","1","自分の物理防御力を{0}アップ"
"0","0","90","0","0","225","0","0","0","100451102","1","0","0","1","0","0","2","","0","1","自分の物理攻撃力を{0}アップ"
"2160","0","2","2","0","0","0","0","3","100500101","1","0","1","0","1","0","3","","1","100",""
"2160","0","7","2","0","0","0","0","3","100500102","1","0","1","0","1","0","1","","1","100",""
"300","0","1","0","0","30","0","0","3","100500103","1","2.4","2","0","99","0","1","物理ダメージ+{0}","1","30","範囲内の敵に{0}の物理ダメージ"
"300","0","1","0","0","3.4","0","0","3","100500201","1","0.27","2","0","99","0","1","物理ダメージ+{0}","1","3.4","範囲内の敵に{0}の物理ダメージ"
"300","0","8","0","0","0","0","0","3","100500202","1","2","2","0","99","0","7","スタンの確定成功Ｌｖ+{0}","1","0","範囲内の敵を一定時間行動不能にする"
"300","0","1","0","0","10","0","0","3","100500301","1","0.8","2","0","99","0","1","物理ダメージ+{0}","1","10","範囲内の敵に{0}の物理ダメージ"
"2160","0","2","2","0","0","0","0","3","100501101","1","0","1","0","1","0","3","","1","100",""
"2160","0","7","2","0","0","0","0","3","100501102","1","0","1","0","1","0","1","","1","100",""
"450","0","1","0","0","30","0","0","3","100501103","1","2.4","2","0","99","0","1","物理ダメージ+{0}","1","30","範囲内の敵に{0}の物理ダメージ"
"0","0","26","0","0","0.00005","0","0","7","100501104","1","0","1","0","1","3","100501103","","2","1",""
"0","0","26","0","0","1","0","0","7","100501105","1","0","1","0","1","1","100501106","","2","1",""
"0","0","6","0","0","45","0","0","7","100501106","1","18","1","0","1","0","5","無効ダメージ量+{0}","2","45","{0}ダメージ分の物理魔法無効バリアを展開する"
"300","0","1","0","0","3.4","0","0","3","100501201","1","0.54","2","0","99","0","1","物理ダメージ+{0}","1","3.4","範囲内の敵に{0}の物理ダメージ"
"300","0","8","0","0","0","0","0","3","100501202","1","2","2","0","99","0","7","スタンの確定成功Ｌｖ+{0}","1","0","範囲内の敵を一定時間行動不能にする"
"0","0","10","0","0","2.24","0","0","7","100501203","1","2.24","1","12","1","1","20","物理防御力アップ+{0}","2","1","自分の物理防御力を{0}アップ"
"0","0","10","0","0","2.24","0","0","7","100501204","1","2.24","1","12","1","1","40","魔法防御力アップ+{0}","2","1","自分の魔法防御力を{0}アップ"
"0","0","90","0","0","15","0","0","0","100550101","1","15","0","1","0","0","2","物理攻撃力アップ+{0}","0","1","自分の物理攻撃力を{0}アップ"
"0","0","90","0","0","15","0","0","0","100551101","1","15","0","1","0","0","2","物理攻撃力アップ+{0}","0","1","自分の物理攻撃力を{0}アップ"
"0","0","90","0","0","30","0","0","0","100551102","1","0","0","1","0","0","3","","0","1","自分の物理防御力を{0}アップ"
"2160","0","10","0","0","8.5","0","0","3","100600101","1","8.5","3","18","99","1","30","魔法攻撃力アップ+{0}","2","1","味方全体の魔法攻撃力を{0}アップ"
"2160","0","10","0","0","1","0","0","3","100600102","1","0","3","18","99","1","90","","2","1","味方全体のＨＰ吸収を{0}アップ"
"2160","0","26","0","0","9.5","8.5","0","34","100600103","1","9.5","3","8.5","1","2","100600101","","2","13",""
"2160","0","26","0","0","1.12","0","0","34","100600104","1","0","3","1","1","2","100600102","","2","13",""
"0","0","28","0","0","1","0","0","7","100600105","1","0","1","0","1","100600103","1211","","2","0",""
"-1","0","1","0","0","20","0","0","3","100600201","1","1.6","1","0","1","0","2","魔法ダメージ+{0}","1","20","敵単体に{0}の魔法ダメージ"
"2160","0","7","0","0","0","0","0","3","100600301","1","0","3","0","1","0","1","","1","0",""
"300","0","10","0","1","1","0","0","3","100600302","1","1","2","18","99","1","41","魔法防御力ダウン+{0}","1","1","範囲内の敵の魔法防御力を{0}ダウン"
"300","0","10","0","1","8","0","0","3","100600303","1","0","2","18","99","1","141","","1","1","範囲内の敵の被クリダメを{0}％アップ"
"2160","0","10","0","0","45","0","0","3","100601101","1","45","3","18","99","1","30","魔法攻撃力アップ+{0}","2","1","味方全体の魔法攻撃力を{0}アップ"
"2160","0","10","0","0","150","0","0","3","100601102","1","0","3","18","99","1","70","","2","1","味方全体の魔法クリティカルを{0}アップ"
"2160","0","10","0","0","2","0","0","3","100601103","1","0","3","18","99","1","90","","2","1","味方全体のＨＰ吸収を{0}アップ"
"2160","0","6","0","0","24","0","0","3","100601104","1","18","3","0","99","0","3","吸収ダメージ量+{0}","2","24","{0}ダメージ分の物理吸収バリアを展開する"
"2160","0","6","0","0","24","0","0","3","100601105","1","18","3","0","99","0","4","吸収ダメージ量+{0}","2","24","{0}ダメージ分の魔法吸収バリアを展開する"
"2160","0","10","0","0","0.55","0","0","3","100601106","1","0.55","3","18","99","1","41","魔法防御力ダウン+{0}","1","1","敵全体の魔法防御力を{0}ダウン"
"2160","0","26","0","0","50","45","0","34","100601107","1","50","3","45","1","2","100601101","","2","13",""
"2160","0","26","0","0","167","0","0","34","100601108","1","0","3","150","1","2","100601102","","2","13",""
"2160","0","26","0","0","2.5","0","0","34","100601109","1","0","3","2","1","2","100601103","","2","13",""
"2160","0","26","0","0","27","24","0","34","100601110","1","27","3","24","1","1","100601104","","2","13",""
"2160","0","26","0","0","27","24","0","34","100601111","1","27","3","24","1","1","100601105","","2","13",""
"2160","0","26","0","0","0.62","0.55","0","34","100601112","1","0.62","3","0.55","1","2","100601106","","2","13",""
"0","0","28","0","0","1","0","0","7","100601113","1","0","1","0","1","100601107","1211","","2","0",""
"-1","0","1","0","0","25","0","0","3","100601201","1","2","1","0","1","0","2","魔法ダメージ+{0}","1","25","敵単体に{0}の魔法ダメージ"
"-1","0","10","0","1","0.2","0","0","3","100601202","1","0.2","1","12","1","1","41","魔法防御力ダウン+{0}","1","1","敵単体の魔法防御力を{0}ダウン"
"2160","0","7","0","0","0","0","0","3","100602201","1","0","3","0","1","0","1","","1","0",""
"300","0","1","0","0","25","0","0","3","100602202","1","2","2","0","99","0","2","魔法ダメージ+{0}","1","25","範囲内の敵に{0}の魔法ダメージ"
"-1","0","10","0","1","0.2","0","0","3","100602203","1","0.2","1","12","1","1","41","魔法防御力ダウン+{0}","1","1","範囲内の敵の魔法防御力を{0}ダウン"
"0","0","45","0","0","0","0","0","7","100602204","1","0","1","0","1","0","1","","2","1",""
"300","0","9","0","0","8","0","0","3","100602205","1","180","2","0","99","0","3","呪いの1秒当たりのダメージ量+{0}","1","8","{0}ダメージを与える呪い状態にする"
"-1","0","1","0","0","25","0","0","3","100610101","1","2","1","0","1","0","2","魔法ダメージ+{0}","1","25","敵単体に{0}の魔法ダメージ"
"550","0","1","0","0","15","0","0","3","100610201","1","1.25","1","0","99","0","2","魔法ダメージ+{0}","1","15","敵単体に{0}の魔法ダメージ"
"0","0","90","0","0","15","0","0","0","100650101","1","15","0","1","0","0","4","魔法攻撃力アップ+{0}","0","1","自分の魔法攻撃力を{0}アップ"
"0","0","90","0","0","240","0","0","0","100651101","1","15","0","1","0","0","4","魔法攻撃力アップ+{0}","0","1","自分の魔法攻撃力を{0}アップ"
"-1","0","1","0","0","45","0","0","3","100700101","1","3.6","1","0","1","0","1","物理ダメージ+{0}","1","45","敵単体に{0}の物理ダメージ"
"0","0","4","0","0","12","0","0","7","100700102","1","12","3","1","1","0","1","ＨＰ回復量+{0}","2","1","自分のＨＰを{0}回復"
"0","0","21","0","0","0","0","0","7","100700201","1","0","1","0","1","0","1","","2","6","一定時間無敵状態になる"
"0","0","10","0","1","0.2","0","0","7","100700202","1","0.2","2","12","1","1","20","物理防御力アップ+{0}","2","1","自分の物理防御力を{0}アップ"
"0","0","4","0","0","7.5","0","0","7","100700301","1","7.5","1","1","1","0","1","ＨＰ回復量+{0}","2","1","自分のＨＰを{0}回復"
"-1","0","1","0","0","65","0","0","3","100701101","1","5.2","1","0","1","0","1","物理ダメージ+{0}","1","65","敵単体に{0}の物理ダメージ"
"-1","0","10","0","1","1","0","0","3","100701102","1","1","1","18","1","1","21","物理防御力ダウン+{0}","1","1","敵単体の物理防御力を{0}ダウン"
"0","0","4","0","0","12","0","0","7","100701103","1","12","3","1","1","0","1","ＨＰ回復量+{0}","2","1","自分のＨＰを{0}回復"
"0","0","10","0","1","30.1","0","0","7","100701104","1","0","2","180","1","1","50","","2","1","自分の回避を{0}アップ"
"0","0","21","0","0","0","0","0","7","100701201","1","0","1","0","1","0","1","","2","6","一定時間無敵状態になる"
"0","0","10","0","1","30.1","0","0","7","100701202","1","0","2","12","1","1","50","","2","1","自分の回避を{0}アップ"
"0","0","10","0","1","1.4","0","0","7","100701203","1","1.4","2","12","1","1","20","物理防御力アップ+{0}","2","1","自分の物理防御力を{0}アップ"
"0","0","21","0","0","0","0","0","7","100702201","1","0","1","0","1","0","1","","2","6","一定時間無敵状態になる"
"0","0","10","0","1","30.1","0","0","7","100702202","1","0","2","12","1","1","50","","2","1","自分の回避を{0}アップ"
"0","0","10","0","1","1.4","0","0","7","100702203","1","1.4","2","12","1","1","20","物理防御力アップ+{0}","2","1","自分の物理防御力を{0}アップ"
"-1","100702205","28","0","0","2","0","0","3","100702204","1","0","1","0","1","100702206","501","","1","1",""
"2160","0","9","0","0","8","0","0","3","100702205","1","180","3","0","1","0","3","呪いの1秒当たりのダメージ量+{0}","1","8","敵が呪い状態でない場合、{0}ダメージを与える呪い状態にする"
"-1","100702207","28","0","0","2","0","0","3","100702206","1","0","1","0","1","0","504","","1","1",""
"2160","0","9","0","0","3.36","150","0","3","100702207","1","180","3","0","1","0","5","呪詛の初期ダメージ量+{0}","1","3.36","敵が呪い状態であり呪詛状態でない場合、毎秒ダメージが初期値{0}の150％ずつアップするダメージを与える呪詛状態にする"
"0","0","90","0","0","2","0","0","0","100750101","1","2","0","1","0","0","3","物理防御力アップ+{0}","0","1","自分の物理防御力を{0}アップ"
"0","0","90","0","0","32","0","0","0","100751101","1","2","0","1","0","0","3","物理防御力アップ+{0}","0","1","自分の物理防御力を{0}アップ"
"2160","0","1","0","0","4.5","0","0","3","100800101","1","0.405","3","0","99","0","2","魔法ダメージ+{0}","1","4.5","敵全体に{0}の魔法ダメージ"
"2160","0","10","0","1","0.345","0","0","3","100800102","1","0.345","3","18","99","1","21","物理防御力ダウン+{0}","1","1","敵全体の物理防御力を{0}ダウン"
"2160","0","1","1","0","15","0","0","3","100800201","1","1.2","3","0","1","0","2","魔法ダメージ+{0}","1","15","敵単体に{0}の魔法ダメージ"
"2160","0","12","0","0","0","0","0","1","100800202","1","100","3","0","1","0","40","暗闇の確定成功Ｌｖ+{0}","1","8","敵単体を暗闇状態にする"
"2160","0","16","0","0","2.5","0","0","12","100800301","1","0","3","0","1","0","1","ＴＰ回復量+{0}","2","75","味方単体のＴＰを{0}回復"
"2160","0","1","0","0","20.25","0","0","3","100801101","1","1.62","3","0","99","1","2","魔法ダメージ+{0}","1","20.25","敵全体に{0}の低い側の防御力で防御する魔法ダメージ"
"2160","0","10","0","1","0.7","0","0","3","100801102","1","0.7","3","18","99","1","21","物理防御力ダウン+{0}","1","1","敵全体の物理防御力を{0}ダウン"
"2160","0","11","0","0","0","0","0","3","100801103","1","100","3","0","99","0","0","誘惑の確定成功Ｌｖ+{0}","1","4","敵全体を誘惑する"
"2160","0","1","1","0","15","0","0","3","100801201","1","1.2","3","0","1","0","2","魔法ダメージ+{0}","1","15","敵単体に{0}の魔法ダメージ"
"2160","0","12","1","0","0","0","0","3","100801202","1","100","3","0","1","0","40","暗闇の確定成功Ｌｖ+{0}","1","8","敵単体を暗闇状態にする"
"2160","0","11","1","0","0","0","0","3","100801203","1","100","3","0","1","0","0","誘惑の確定成功Ｌｖ+{0}","1","8","敵単体を誘惑する"
