eb01dde5985aad20c260a73987d5a9a6f35d35858e6ec9cc870c2c656ed40c23,1b2296c06cf1d16925296bed96a0787ccbfb951c90bbbd7180eb822aeec92c89,7ad9d1d2458d689ed88b2597d2773db32d58fddfe945fc4ba687d0c1794e8220,bdedb08f18bd59c7eea611e1993539ab0c172e166e5a828d6b23aa2e793d481c,22a1552cfead387478d0a4a78c26726ba9318b8148537130856a16ba2f12dcd4,e85308d978f82a3dd773833afa89454b65c1c7eed44529f02a3b33486fe0ae65,0b0dbe8803849c092e5db57d99758beca7be4a0a2dc9ca01b02fe10c9b803213,292dbdd825f41a5a4d5491660145c1c46aaa2bc8d69c73db98ffa88601f71dea,9d4d6b063790bd89384fb691fcb10d59c977e35a1fa27175ebc3c7f77d935020,442d0827427c05a568d38a8e0a31ad8e0d9da27a17307c486300c0554aec5114,92dc9b9967b91672228d95ab00f1022a0133bbfb188192fb9886bea5c26641c8,8ae0d13b144e4b77b7675b182f59ef67f7f5cc60d92c6791c1eea16655a05590,8d2ea3709fd979bc4a9c40e7df85707517a351b76d031c5b8e0676428dbf3af2,7bba6456a135905a6b9766cc3ffd2d1e93bcfc9f96e675ac55d1314ff2fe6e34,6112879195acbad54aafd8f35e780e088712f7f234a0a4f4dfad3248117d508b,317b7e8d84e60c3d51352e2e798f6bb8ccea88b14ffb15a6bd449a14bc7e3897,3234074a0b917285fdc838e66d1b4607a9d27b5bc035a9c84a319091696431c1,3ae245878ec76dc1426f401eb2ca98d647aa8c5df4200b50b4c483d9a6e248ea,6b1e81b9e1efc70319d731af15fc8f9f9aedceebc39b3daf2c4b4c247d11450f,b8bc2c0399a108ef871f37f9fef10296aae75a6d2adf748fe13ff9d57b7e7a5f,80f15f97065cf9030b2fee467d8045ad715cb5c102a561e9787de1941fdb1328,cc06f31a7f21bd828a4918f95145ea3429620413f1c0689f4e2b0a7ffebd62fd
"250","101041","10","1","0.7","-30","1","-30","1","0","-125","-470","1","bgm_M64","0","101161","0.8","1","10150101","0.6","1015","210"
"120","101041","10","1","1","-30","1","0","1","0","-95","-210","2","bgm_M64","0","101161","1.2","2","10150102","0.75","1015","200"
"100","101041","0","1","1","-30","1","-10","1","-30","-120","50","3","bgm_M64","-15","101161","1.4","3","10150103","0.9","1015","200"
"150","101041","0","1","1","-30","1","0","1","43","35","195","4","bgm_M64","0","101162","1","4","10150104","0.7","1015","200"
"150","101042","0","1","1.35","-30","1","0","1","-50","-55","450","5","bgm_M55","0","101161","1.8","5","10150105","1.1","1015","210"
"250","101161","10","1","0.85","-30","1","0","1","0","-120","-480","1","bgm_M64","0","101451","0.8","1","10160101","0.6","1016","210"
"0","101161","10","1","1.1","-30","1","0","1","0","-100","-260","2","bgm_M64","0","101451","1.2","2","10160102","0.75","1016","200"
"100","101161","0","1","1","-30","1","-10","1","0","65","-10","3","bgm_M64","-15","101451","1.1","3","10160103","0.8","1016","200"
"0","101161","0","1","0.85","-30","1","0","1","0","-110","190","4","bgm_M64","0","101451","1","4","10160104","0.8","1016","200"
"270","101162","-10","1","1","-30","1","-45","1","-50","-70","485","5","bgm_M55","0","101452","1.15","5","10160105","0.9","1016","280"
"250","101171","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101171","0.8","1","10170101","0.6","1017","210"
"0","101171","10","1","0.7","-30","1","0","1","0","-120","-260","2","bgm_M64","0","101171","1","2","10170102","0.6","1017","240"
"0","101171","0","1","1","-30","1","-10","1","-30","65","-10","3","bgm_M64","-15","101171","1.4","3","10170103","0.9","1017","200"
"100","101171","0","1","1","-30","1","0","1","-30","-110","190","4","bgm_M64","0","101171","1.3","4","10170104","0.9","1017","200"
"270","101172","10","1","1","-30","1","0","1","-50","-30","475","5","bgm_M55","-20","101172","1.45","5","10170105","1","1017","250"
"100","101191","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101171","0.8","1","10180101","0.6","1018","210"
"100","101191","10","1","1","-30","1","0","1","0","-100","-260","2","bgm_M64","0","101171","1.2","2","10180102","0.75","1018","200"
"100","101191","5","1","0.8","-30","1","-10","1","0","65","-10","3","bgm_M64","-5","101171","0.9","3","10180103","0.6","1018","200"
"100","101191","0","1","1","-30","1","0","1","0","-110","190","4","bgm_M64","-30","101171","1.2","4","10180104","0.9","1018","200"
"100","101192","-10","1","1","-30","1","-45","1","-50","-70","485","5","bgm_M55","0","101172","1.3","5","10180105","1.1","1018","280"
"100","101201","10","1","0.85","-30","1","0","1","0","-120","-480","1","bgm_M64","0","101161","0.8","1","10190101","0.6","1019","210"
"100","101201","10","1","1.1","-30","1","0","1","0","-120","-260","2","bgm_M64","0","101161","1.2","2","10190102","0.75","1019","240"
"100","101201","0","1","1","-30","1","-10","1","0","65","-10","3","bgm_M64","-15","101161","1.1","3","10190103","0.8","1019","200"
"100","101201","0","1","1","-30","1","0","1","43","-110","190","4","bgm_M64","0","101161","1","4","10190104","0.7","1019","200"
"100","101202","10","1","1","-30","1","-45","1","-50","-30","475","5","bgm_M55","-20","101162","1.45","5","10190105","1","1019","250"
"100","101291","10","1","0.85","-30","1","0","1","0","-120","-480","1","bgm_M64","0","101161","0.8","1","10200101","0.6","1020","210"
"100","101291","10","1","1.1","-30","1","0","1","0","-120","-260","2","bgm_M64","0","101161","1.2","2","10200102","0.75","1020","240"
"100","101291","0","1","1","-30","1","-10","1","0","65","-40","3","bgm_M64","-15","101161","1.1","3","10200103","0.8","1020","200"
"100","101291","0","1","1","-30","1","0","1","-30","-110","150","4","bgm_M64","0","101161","1.5","4","10200104","0.8","1020","200"
"100","101292","30","1","1","-30","1","30","1","15","-15","490","5","bgm_M55","-20","101162","1.45","5","10200105","1.1","1020","230"
"100","101301","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101161","0.8","1","10210101","0.58","1021","210"
"100","101301","10","1","1","-30","1","0","1","0","-120","-260","2","bgm_M64","0","101161","1.2","2","10210102","0.9","1021","200"
"100","101301","-10","1","1","-30","1","-10","1","-30","100","-50","3","bgm_M64","0","101161","1.4","3","10210103","0.93","1021","200"
"100","101301","0","1","1.3","-30","1","0","1","15","-100","180","4","bgm_M64","0","101161","1.3","4","10210104","0.9","1021","200"
"100","101302","10","1","1.1","-30","1","-30","1","-15","-55","470","5","bgm_M55","-20","101162","1.2","5","10210105","1","1021","270"
"100","101441","10","1","0.85","-30","1","0","1","0","-130","-450","1","bgm_M64","0","101161","0.8","1","10220101","0.575","1022","210"
"100","101441","10","1","1.1","-30","1","0","1","0","-120","-250","2","bgm_M64","0","101161","1.2","2","10220102","0.75","1022","200"
"100","101441","0","1","1.1","-30","1","-10","1","0","50","-10","3","bgm_M64","-15","101161","1.2","3","10220103","0.8","1022","200"
"100","101441","0","1","1.3","-30","1","0","1","15","-100","180","4","bgm_M64","0","101161","1.3","4","10220104","0.9","1022","200"
"100","101442","10","1","1.1","-30","1","-30","1","-35","-70","470","5","bgm_M55","-20","101162","1.2","5","10220105","0.95","1022","230"
"100","101451","10","1","0.7","-30","1","-30","1","0","-130","-450","1","bgm_M64","0","101451","0.8","1","10230101","0.58","1023","210"
"100","101451","10","1","1","-30","1","0","1","0","-120","-250","2","bgm_M64","0","101451","1.2","2","10230102","0.9","1023","200"
"100","101451","0","1","1","-30","1","-10","1","-30","50","-20","3","bgm_M64","-15","101451","1.4","3","10230103","0.9","1023","200"
"100","101451","0","1","0.85","-30","1","0","1","0","-100","200","4","bgm_M64","0","101451","1","4","10230104","0.8","1023","200"
"100","101452","0","1","1.4","-30","1","-50","1","-35","-70","510","5","bgm_M55","0","101452","1.55","5","10230105","1.25","1023","290"
"100","101561","10","1","0.7","-30","1","-30","1","0","-130","-450","1","bgm_M64","0","101451","0.8","1","10240101","0.58","1024","210"
"100","101561","0","1","1.1","-30","1","0","1","0","-120","-240","2","bgm_M64","0","101451","1.2","2","10240102","0.75","1024","240"
"100","101561","5","1","1","-30","1","-10","1","0","60","-30","3","bgm_M64","-5","101451","1.1","3","10240103","0.65","1024","200"
"100","101561","0","1","1","-30","1","0","1","0","-100","180","4","bgm_M64","0","101451","1.2","4","10240104","0.7","1024","200"
"400","101562","0","1","1.35","-30","1","-50","1","-60","-70","460","5","bgm_M55","0","101452","1.55","5","10240105","1.25","1024","290"
"100","101001","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101451","0.8","1","10250101","0.58","1025","210"
"100","101001","10","1","1.1","-30","1","0","1","0","-120","-260","2","bgm_M64","0","101451","1.2","2","10250102","0.75","1025","200"
"100","101001","0","1","0.8","-30","1","-10","1","0","0","-40","3","bgm_M64","-13","101451","0.9","3","10250103","0.6","1025","200"
"100","101001","0","1","1","-30","1","0","1","-30","-50","240","4","bgm_M64","0","101451","1.5","4","10250104","0.8","1025","200"
"100","101011","0","1","1","-30","1","0","1","0","-40","480","5","bgm_M55","0","101452","1.3","5","10250105","1.2","1025","250"
"170","101021","10","1","0.9","-30","1","-30","1","-25","-130","-450","1","bgm_M64","0","101021","1","1","10260101","0.575","1026","210"
"120","101021","10","1","1","-30","1","0","1","0","-120","-250","2","bgm_M64","0","101021","1.2","2","10260102","0.75","1026","200"
"100","101021","0","1","2.2","-30","1","-10","1","0","100","-50","3","bgm_M64","-15","101021","2.3","3","10260103","1.55","1026","200"
"150","101021","0","1","1","-30","1","0","1","43","-70","190","4","bgm_M64","0","101021","1","4","10260104","0.7","1026","200"
"200","101031","0","1","1.6","-30","1","0","1","0","0","440","5","bgm_M55","0","101031","1.8","5","10260105","1.4","1026","220"
"250","101041","10","1","0.7","-30","1","-30","1","0","-125","-470","1","bgm_M64","0","101161","0.8","1","10270101","0.6","1027","210"
"120","101041","10","1","1","-30","1","0","1","0","-95","-210","2","bgm_M64","0","101161","1.2","2","10270102","0.75","1027","200"
"100","101041","10","1","1","-30","1","-10","1","-10","-120","50","3","bgm_M64","-15","101161","1.2","3","10270103","0.75","1027","200"
"100","101041","0","1","1","-30","1","0","1","20","35","195","4","bgm_M64","0","101162","1.1","4","10270104","0.7","1027","200"
"150","101042","0","1","1.35","-30","1","0","1.3","-50","-55","450","5","bgm_M55","0","101161","1.8","5","10270105","1.1","1027","210"
"250","101161","10","1","0.85","-30","1","0","1","0","-120","-480","1","bgm_M64","0","101161","0.8","1","10280101","0.6","1028","210"
"0","101161","10","1","1.1","-30","1","0","1","0","-100","-260","2","bgm_M64","0","101161","1.2","2","10280102","0.75","1028","200"
"100","101161","5","1","1","-30","1","-10","1","0","65","-10","3","bgm_M64","-5","101161","1.1","3","10280103","0.65","1028","200"
"100","101161","0","1","1.3","-30","1","0","1","0","-110","190","4","bgm_M64","0","101161","1.35","4","10280104","0.9","1028","200"
"270","101162","-10","1","1","-30","1","-45","1.3","-50","-70","485","5","bgm_M55","-40","101162","1.15","5","10280105","0.9","1028","280"
"250","101171","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101171","0.8","1","10290101","0.6","1029","210"
"0","101171","10","1","0.7","-30","1","0","1","0","-120","-260","2","bgm_M64","0","101171","1","2","10290102","0.6","1029","240"
"0","101171","0","1","1","-30","1","-10","1","-30","65","-10","3","bgm_M64","-15","101171","1.4","3","10290103","0.9","1029","200"
"100","101171","0","1","1","-30","1","0","1","-30","-110","190","4","bgm_M64","0","101171","1.3","4","10290104","0.9","1029","200"
"270","101172","10","1","1","-30","1","0","1","-50","-30","475","5","bgm_M55","-20","101172","1.45","5","10290105","1","1029","250"
"100","101191","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101171","0.8","1","10300101","0.6","1030","210"
"100","101191","10","1","1","-30","1","0","1","0","-100","-260","2","bgm_M64","0","101171","1.2","2","10300102","0.8","1030","200"
"100","101191","5","1","0.8","-30","1","-10","1","0","65","-10","3","bgm_M64","-5","101171","0.9","3","10300103","0.6","1030","200"
"100","101191","0","1","1","-30","1","0","1","0","-110","190","4","bgm_M64","0","101171","1.2","4","10300104","0.9","1030","200"
"200","101192","-10","1.2","1","-30","1","-45","1","-50","-70","485","5","bgm_M55","0","101172","1.3","5","10300105","1.1","1030","280"
"100","101201","10","1","0.85","-30","1","0","1","0","-120","-480","1","bgm_M64","0","101161","0.8","1","10310101","0.6","1031","210"
"100","101201","10","1","1.1","-30","1","0","1","0","-120","-260","2","bgm_M64","0","101161","1.2","2","10310102","0.75","1031","240"
"100","101201","0","1","1","-30","1","-10","1","0","65","-10","3","bgm_M64","-15","101161","1.1","3","10310103","0.8","1031","200"
"100","101201","0","1","1","-30","1","0","1","43","-110","190","4","bgm_M64","0","101161","1","4","10310104","0.7","1031","200"
"100","101202","10","1","1","-30","1","-45","1","-50","-30","475","5","bgm_M55","-20","101162","1.45","5","10310105","1","1031","250"
"100","101291","10","1","0.85","-30","1","0","1","0","-120","-480","1","bgm_M64","0","101291","0.8","1","10320101","0.6","1032","210"
"100","101291","10","1","1.1","-30","1","0","1","0","-120","-260","2","bgm_M64","0","101291","1.2","2","10320102","0.75","1032","240"
"100","101291","0","1","1","-30","1","-10","1","0","65","-40","3","bgm_M64","-15","101291","1.3","3","10320103","0.9","1032","200"
"100","101291","0","1","1","-30","1","0","1","-30","-110","150","4","bgm_M64","0","101291","1.3","4","10320104","0.8","1032","200"
"100","101292","30","1","1","-30","1","30","1","15","-15","490","5","bgm_M55","-20","101292","1.45","5","10320105","1.1","1032","230"
"100","101301","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101301","0.8","1","10330101","0.58","1033","210"
"100","101301","10","1","1","-30","1","0","1","0","-120","-260","2","bgm_M64","0","101301","1.2","2","10330102","0.9","1033","200"
"200","101301","-10","1","1","-30","1","-10","1","-30","100","-50","3","bgm_M64","0","101301","1.4","3","10330103","0.93","1033","200"
"100","101301","0","1","1","-30","1","0","1","15","-100","100","4","bgm_M64","0","101301","1.3","4","10330104","0.9","1033","200"
"100","101302","10","1","1.1","-30","1","-30","1","-15","-55","470","5","bgm_M55","-20","101302","1.2","5","10330105","1","1033","270"
"100","101441","10","1","0.85","-30","1","0","1","0","-130","-450","1","bgm_M64","0","101161","0.8","1","10340101","0.575","1034","210"
"200","101441","10","1","0.7","-30","1","0","1","0","-120","-250","2","bgm_M64","0","101161","1","2","10340102","0.75","1034","200"
"100","101441","0","1","1.1","-30","1","-10","1","0","50","-10","3","bgm_M64","-15","101161","1.2","3","10340103","0.8","1034","200"
"150","101441","0","1","1","-30","1","0","1","43","-100","180","4","bgm_M64","0","101161","1","4","10340104","0.9","1034","200"
"100","101442","10","1","1.1","-30","1","-30","1","-35","-70","470","5","bgm_M55","-20","101162","1.2","5","10340105","0.95","1034","230"
"100","101451","10","1","0.7","-30","1","-30","1","0","-130","-450","1","bgm_M64","0","101451","0.8","1","10350101","0.58","1035","210"
"100","101451","10","1","1","-30","1","0","1","0","-120","-250","2","bgm_M64","0","101451","1.2","2","10350102","0.9","1035","200"
"100","101451","0","1","1","-30","1","-10","1","-30","50","-20","3","bgm_M64","-15","101451","1.4","3","10350103","0.9","1035","200"
"100","101451","0","1","0.85","-30","1","0","1","0","-100","200","4","bgm_M64","0","101451","1","4","10350104","0.8","1035","200"
"100","101452","0","1.2","1.4","-30","1","-50","1","-35","-70","510","5","bgm_M55","0","101452","1.55","5","10350105","1.25","1035","290"
"100","101561","10","1","0.7","-30","1","-30","1","0","-130","-450","1","bgm_M64","0","101451","0.8","1","10360101","0.58","1036","210"
"100","101561","0","1","1.1","-30","1","0","1","0","-120","-240","2","bgm_M64","0","101451","1.2","2","10360102","0.75","1036","240"
"100","101561","5","1","1","-30","1","-10","1","0","60","-30","3","bgm_M64","-5","101451","1.1","3","10360103","0.65","1036","200"
"100","101561","0","1","1","-30","1","0","1","0","-100","180","4","bgm_M64","0","101451","1.2","4","10360104","1.1","1036","200"
"400","101562","0","1.4","1.35","-30","1","-50","1","-60","-70","460","5","bgm_M55","0","101452","1.55","5","10360105","1.25","1036","290"
"100","101001","10","1","0.7","-30","1","-30","1","0","-120","-480","1","bgm_M64","0","101451","0.8","1","10370101","0.58","1037","210"
"100","101001","10","1","1.1","-30","1","0","1","0","-120","-260","2","bgm_M64","0","101451","1.2","2","10370102","0.75","1037","200"
"150","101001","0","1.4","0.55","-30","1","-60","1","-50","0","-40","3","bgm_M64","-13","101451","0.9","3","10370103","0.6","1037","200"
"100","101001","0","1","1","-30","1","0","1","-30","-50","240","4","bgm_M64","0","101451","1.3","4","10370104","0.8","1037","200"
"100","101011","0","1.2","1","-30","1","0","1","0","-40","480","5","bgm_M55","0","101452","1.3","5","10370105","1.2","1037","250"
"170","101021","10","1","0.9","-30","1","-30","1","-25","-110","-450","1","bgm_M64","0","101021","1","1","10380101","0.575","1038","210"
"120","101021","10","1","1","-30","1","0","1","0","-120","-250","2","bgm_M64","0","101021","1.2","2","10380102","0.75","1038","200"
"100","101021","0","1","1.1","-30","1","-10","1","0","100","-50","3","bgm_M64","-15","101021","1.2","3","10380103","0.8","1038","200"
