d8d39175b9582cfcd88c1b30af47b625f26e014da0db60ddf6c5c07d7a63948e,d717ffddb674b8af5b56f7e79e739887629ecac9213e9c086a99a0076db8c9b8,70713df45e5afd18ad71a66a986adfa44df5b70791d697067ca2e3ff56e282b1,0e599e1524083df65daca91aaa126ef4822670213b3714fbc5cf771ba8c535e7
"5","0","2701","5"
"3","0","2702","4"
"1","0","2703","2"
"1","0","2704","2"
"4","0","2705","4"
"4","0","2706","6"
"1","0","2801","1"
"1","0","2802","1"
"4","0","2803","4"
"4","0","2804","6"
"2","0","2805","2"
"3","0","2806","3"
"1","0","2807","1"
"2","0","2808","3"
"1","0","2809","1"
"1","0","2810","1"
"4","0","2811","4"
"1","0","2812","1"
"1","0","2813","1"
"1","0","2814","2"
"2","0","2815","2"
"2","0","2816","3"
"1","0","2817","1"
"4","0","2818","6"
"2","0","2819","2"
"2","0","2820","2"
"2","0","2821","2"
"3","0","2826","3"
"1","0","2827","1"
"4","0","2828","6"
"1","0","2829","2"
"1","0","2830","1"
"1","0","2831","1"
"1","0","2832","1"
"2","0","2833","2"
"2","0","2834","3"
"1","0","2835","1"
"3","0","2836","4"
"4","0","2838","3"
"2","0","2839","2"
"2","0","2840","2"
"1","0","2841","1"
"1","0","2842","1"
"2","0","2843","2"
"1","0","2844","1"
"1","0","2845","1"
"1","0","2846","1"
"2","0","2847","3"
"2","0","2848","2"
