d8d261bd7ef6caf545084f888172a2aacd563f327e73d6f3dc8023f8a49880f5,b997b60e353487e965b79e871fa2dced282e88263bca7fe39af3cc88b759245d,6d25e45151bab227c43dff0627ac5cfdf0d1de0ed97869db05cd68244433ff5c,2c411f522d1ebb2e9589529e693827fd6bbf052944182ad1a57a8e9ab268ba21,e2fecad82fa4bbe14ba61befe8a52e4d530c2d32bf63a28b7344840dfd35e253,0d9d96dae81914a43d72feddca6e8feb77ae9f72f358a4693557cda2432136f5,51889032933f9e993ee1a43bf6862a93ac68e7fb226723d80c215021f01bf1c6,ddba239e7af5378b2b30175bf92bb00851dad2bae74d8effdb24a00212e642fb,60b08602c535e6a6ab6e0b0a88cc53032964942dec1cbdcbffb45ea68f7f6db1,e4fe48f9a01631f0a7c34dc9433bc138cdcd8aeff287967d65d562fe077fc581,cd8ce25ad2a6499c4f9f4f73cc239df4d9445ed75c16b80a9fb2f38b8244913d,0f186ababdea32e156a82f85455b00f3a8fb33919cdb575fddeb0623ecea233f,2fb2865fc74c6dc9ff32e0515893af3667f02dda12cba78fbf216a5fa2190efb,73a4a23452ae9b6cb76173184cf17b120cc326bf0137f7737c4cde6a2c520a40
"1","3","6","120","1","1","91","1","1","-1","1","16","1504","-1"
"1","3","6","150","1","1","121","1","1","-1","1","19","1505","-1"
"1","3","6","180","1","1","151","1","1","-1","1","22","1506","-1"
"1","3","6","210","1","1","181","1","1","-1","1","22","1507","-1"
"1","3","6","240","1","1","211","1","1","-1","1","22","1508","-1"
"1","3","6","270","1","1","241","1","1","-1","1","22","1509","-1"
"1","3","6","-1","1","1","271","1","1","-1","1","22","1510","-1"
"1","6","7","30","1","1","4","1","1","5","1","7","1601","30"
"1","6","7","60","1","1","31","1","1","5","1","11","1602","60"
"1","6","7","90","1","1","61","1","1","5","1","15","1603","90"
"1","6","7","120","1","1","91","1","1","5","1","19","1604","120"
"1","6","7","150","1","1","121","1","1","5","1","23","1605","150"
"1","6","7","180","1","1","151","1","1","5","1","27","1606","180"
"1","6","7","210","1","1","181","1","1","5","1","29","1607","210"
"1","6","7","240","1","1","211","1","1","5","1","31","1608","240"
"1","6","7","270","1","1","241","1","1","5","1","31","1609","270"
"1","6","7","300","1","1","271","1","1","5","1","31","1610","300"
"1","6","7","-1","1","1","301","1","1","5","1","31","1611","310"
"1","5","8","30","1","1","4","1","1","5","1","7","1701","30"
"1","5","8","60","1","1","31","1","1","5","1","11","1702","60"
"1","5","8","90","1","1","61","1","1","5","1","15","1703","90"
"1","5","8","120","1","1","91","1","1","5","1","19","1704","120"
"1","5","8","150","1","1","121","1","1","5","1","23","1705","150"
"1","5","8","180","1","1","151","1","1","5","1","27","1706","180"
"1","5","8","210","1","1","181","1","1","5","1","29","1707","210"
"1","5","8","240","1","1","211","1","1","5","1","31","1708","240"
"1","5","8","270","1","1","241","1","1","5","1","31","1709","270"
"1","5","8","300","1","1","271","1","1","5","1","31","1710","300"
"1","5","8","-1","1","1","301","1","1","5","1","31","1711","310"
