47406ff4148f7cd11e824a9562a307c3b32901a9eb994f69a1e494e6fd46ca61,27a04e4dc6562757790554c38ead4cfaa9c219ab137e86484b3b67f75b8f6299,bced4201410e8583a7ab55b015516f84c208853881b0c3f11f801b397ca37e3f,b12156eb8904bc3361f80d5892facf330cbb5732753f9c4467906d5b03cb00b1,be5ca928ed77615e07b01e2bd070d5df69c53331f5be796befce6eafd834f43c,e0ba9fdc06b5a1ff9ccb9268437866cd648eb1820c4a3063de53b35a33a48915,089eb00cf6e4ae115099e140f936d06c5d65dcc059d3687877bb34e2e9b6e809,a4a8bbfa307819a60676e0d0a0928ee885b61931f1d3d32d8e496f1828d7497f,b9bb3bbe009ceb9897586937aa87d687151541b5311f4abcbc2b6139b8570722,7d2eb419ed01c2d585c79345b9e123f5b1c4ad2d9aea0518228702f0af8c134b
"モツ","ハツ","レバー","0","2120004","0","0","0","ラバー","1"
"ストレス","バシャウマ","トラウマ","0","2120005","0","0","0","タケウマ","1"
"雷雨","分雨","時雨","0","2120006","0","0","0","秒雨","1"
"金","銅","鉄","0","2120009","0","0","0","銀","1"
"大白柱","大青柱","大黒柱","0","2120011","0","0","0","大赤柱","1"
"電灯","電源","電報","0","2120012","0","0","0","電車","1"
"みそ","お酢","みりん","0","2120013","0","0","0","しょうゆ","1"
"こいめ","しぶみ","でがらし","0","2120014","0","0","0","ですぎ","1"
"じょうず","じょうしゅ","かみて","0","2120016","0","0","0","うわて","1"
"よるせき","よせき","よせ","0","2120017","0","0","0","よりせき","1"
"レールウェイ","フライアウェイ","フリーウェイ","0","2120018","0","0","0","ロングウェイ","1"
"念仏","腕押し","かすがい","0","2120021","0","0","0","釘","1"
"尻","鼻","爪","0","2120022","0","0","0","眉","1"
"かすがい","念仏","論語","0","2120023","0","0","0","小判","1"
"巾着","花瓶","ひょうたん","0","2120025","0","0","0","とっくり","1"
"虎","牛","雀","0","2120026","0","0","0","馬","1"
"一兆一億","一長一短","一朝一夕","0","2120027","0","0","0","一鳥一石","1"
"8つ","6つ","4つ","0","2120028","0","0","0","2つ","1"
"harro","herro","hello","0","2120029","0","0","0","hallo","1"
"日進月歩","一進一退","優柔不断","0","2120031","0","0","0","不言実行","1"
"月曜日","日曜日","金曜日","0","2120033","0","0","0","木曜日","1"
"火曜日","木曜日","水曜日","0","2120034","0","0","0","金曜日","1"
"ダイビングメッセージ","ダンシングメッセージ","ダイイングメッセージ","0","2120035","0","0","0","ダビングメッセージ","1"
"獅子","犬","馬","0","2120036","0","0","0","牛","1"
"キッチン","クローゼット","トイレ","0","2120037","0","0","0","川","1"
"こころみる","かいまみる","かんがみる","0","2120038","0","0","0","かんがえる","1"
"二百万","五百万","八百万","0","2120039","0","0","0","三百万","1"
"猪","猿","蛇","0","2120042","0","0","0","熊","1"
"すべて正しい","状態","一死","0","2120045","0","0","0","瀕死","1"
"すべて正しい","追跡","不信","0","2120046","0","0","0","人物","1"
"すべて正しい","両替","硬化","0","2120047","0","0","0","紙幣","1"
"さんしゃさんよう","しぶんごれつ","きゅうしいっしょう","0","2120048","0","0","0","はちめんろっぴ","1"
"いちもうだじん","しめんそか","せんざいいちぐう","0","2120049","0","0","0","ひゃっぱちひゃくちゅう","1"
"測る","計る","図る","0","2120050","0","0","0","謀る","1"
"付く","突く","就く","0","2120051","0","0","0","着く","1"
"白","黒","青","0","2120053","0","0","0","赤","1"
"二分","七分","五分","0","2120054","0","0","0","三分","1"
"師弟","カップル","敵同士","0","2120055","0","0","0","家族","1"
"アスパラ","シイタケ","タケノコ","0","2120056","0","0","0","マツタケ","1"
"命","仕事","金","0","2120057","0","0","0","女","1"
"糸","髪の毛","真綿","0","2120058","0","0","0","麻","1"
"うなじ","あご","眉","0","2120059","0","0","0","耳","1"
"猫","犬","亀","0","2120060","0","0","0","鶴","1"
"兎","猫","狐","0","2120061","0","0","0","狸","1"
"バイトばっかり団","ぼくらの防衛団","バイバイぼっち団","0","2121001","0","0","0","ばたんきゅー冒険団","1"
"ジ・オーダー・オブ・ハデス・イモータル","ザ・バタリオン・オブ・ゲヘナ・イモータルズ","ジ・オーダー・オブ・ゲヘナ・イモータルズ","0","2121002","0","0","0","ザ・バタリオン・オブ・ハデス・イモータル","1"
"獰猛女君","聖夜女君","絶対妻君","0","2121003","0","0","0","誓約女君","1"
"しっぷうのダークプリンセス","しっぷうのめいひ","しっぷうのヘカーテ","0","2121004","0","0","0","しっぷうのめいひめ","1"
"100000000","1000","1000000","0","2121005","0","0","0","10000000","1"
"中指","小指","薬指","0","2130004","0","0","0","親指","1"
"人差し指","親指","中指","0","2130005","0","0","0","薬指","1"
"親指","薬指","人差し指","0","2130006","0","0","0","中指","1"
"米","野菜","酒","0","2130007","0","0","0","肉","1"
"料理人","頑固者","世間知らず","0","2130008","0","0","0","貧乏人","1"
"尾","原","床","0","2130009","0","0","0","病","1"
"北","西","南","0","2130011","0","0","0","東","1"
"納戸","居間","台所","0","2130014","0","0","0","トイレ","1"
"八","六","九","0","2130015","0","0","0","七","1"
"ピアノ","ギター","三味線","0","2130016","0","0","0","琴","1"
"馬耳東風","千変万化","天衣無法","0","2130018","0","0","0","再三再四","1"
"穀物","貴重","格下","0","2130019","0","0","0","貢献","1"
"木刀","金券","掛軸","0","2130020","0","0","0","貝殻","1"
"汚名返上","無芸大食","羊頭苦肉","0","2130021","0","0","0","器用貧乏","1"
"冬","夏","秋","0","2130022","0","0","0","春","1"
"タン","チュウ","ハン","0","2130023","0","0","0","ホン","1"
"コン","サン","タン","0","2130024","0","0","0","イツ","1"
"テン","キン","シン","0","2130025","0","0","0","イン","1"
"乃伊木","木伊乃","木乃伊","0","2130026","0","0","0","伊乃木","1"
"ねっとう","ちょうおんとう","ぬるまゆ","0","2130027","0","0","0","さらゆ","1"
"鉄琴","口風琴","自鳴琴","0","2130028","0","0","0","手風琴","1"
"寸描","線描","素描","0","2130029","0","0","0","点描","1"
"平凡","不注意","用心しすぎ","0","2130030","0","0","0","大胆","1"
"双六","麻雀","囲碁","0","2130031","0","0","0","将棋","1"
"女性","食事","釣り","0","2130033","0","0","0","賭け事","1"
"鰹","鯵","鰯","0","2130034","0","0","0","鮪","1"
"災難続き","突然のチャンス","良いときの邪魔者","0","2130035","0","0","0","悪いときの助け船","1"
"百合","薔薇","蓮","0","2130036","0","0","0","菊","1"
"松","梅","菊","0","2130037","0","0","0","桜","1"
"いっぺん","いっき","いちる","0","2130039","0","0","0","いちまつ","1"
"指圧","生け花","サイコロ博打","0","2130041","0","0","0","タコ漁","1"
"ヤモリ","カエル","クモ","0","2130044","0","0","0","カマキリ","1"
"スズムシ","ネコ","カラス","0","2130045","0","0","0","カエル","1"
"武士","居候","江戸っ子","0","2130046","0","0","0","盗人","1"
"サギ","カモ","キジ","0","2130047","0","0","0","カラス","1"
"芽","草","苔","0","2130048","0","0","0","カビ","1"
"すいさつ","ずいし","すいこう","0","2130049","0","0","0","ついかく","1"
"獅子","車","翼","0","2130050","0","0","0","刀","1"
"辛子をつける","酢をつける","味噌をつける","0","2130052","0","0","0","塩をつける","1"
"筆あわ","筆いね","筆まめ","0","2130053","0","0","0","筆むぎ","1"
"ことごとく","あまねく","ようやく","0","2130054","0","0","0","しばらく","1"
"詩を書く","詩","詩人","0","2130055","0","0","0","詩集","1"
"ざくろ","あけび","いちじく","0","2130058","0","0","0","びわ","1"
"つくし","ぜんまい","うど","0","2130059","0","0","0","わらび","1"
"さるすべり","おみなえし","かきつばた","0","2130061","0","0","0","しょうぶ","1"
"エターナルアビス＝エアスラッシャー","ディープエターナル＝ディヴァイダー","エターナルアビス＝ディヴァイダー","0","2131001","0","0","0","ディープエターナル＝エアスラッシャー","1"
"ギアスグリモワール・ナンバーオブサタン","アビステクノロジー・ヘルコード","ギアスアポクリフォ・タイラントコード","0","2131002","0","0","0","アポカリプスコード・スリーシックス","1"
"百人一首","百点満点","百面相","0","2131003","0","0","0","百貨店","1"
"愛言葉","お仕事","推し事","0","2131004","0","0","0","胸の内","1"
"マラソン","ファイト","キャンプ","0","2131005","0","0","0","クルーズ","1"
"ゲンゴロウ","ヤゴ","オタマジャクシ","0","2210001","0","0","0","アオダイショウ","1"
"耳","しっぽ","角","0","2210003","0","0","0","翼","1"
"ロンゴ","サンゴ","イナゴ","0","2210004","0","0","0","ダンゴ","1"
"オウム","コウノトリ","カラス","0","2210005","0","0","0","ペリカン","1"
"ターメリック","オニオン","ジンジャー","0","2210006","0","0","0","ガーリック","1"
"ランブータン","ドリアン","アボカド","0","2210007","0","0","0","マンゴー","1"
"パーシー","パール","パクチー","0","2210008","0","0","0","パンジー","1"
"キュウリ","ハクサイ","ニンジン","0","2210009","0","0","0","ピーマン","1"
"は虫類","鳥類","魚類","0","2210011","0","0","0","哺乳類","1"
"自己防衛","慣れ","免疫","0","2210012","0","0","0","罷免","1"
"目","口","耳","0","2210013","0","0","0","鼻","1"
"ネコ科","イヌ科","イタチ科","0","2210015","0","0","0","リス科","1"
"おばあさん","おじいさん","お母さん","0","2210016","0","0","0","お父さん","1"
"目","耳","鼻","0","2210018","0","0","0","口","1"
"コイ","アユ","サケ","0","2210019","0","0","0","サバ","1"
"ゴリラ","ヒツジ","ラクダ","0","2210020","0","0","0","パンダ","1"
"トラ","ライオン","チーター","0","2210021","0","0","0","ダチョウ","1"
"フクロウ","キツツキ","オウム","0","2210022","0","0","0","カッコウ","1"
"八重歯","物知らず","親知らず","0","2210024","0","0","0","情知らず","1"
"ライチョウ","コウノトリ","クジャク","0","2210025","0","0","0","フラミンゴ","1"
"モクズガニ","タカアシガニ","タラバガニ","0","2210026","0","0","0","ズワイガニ","1"
"イチゴ糖","レモン糖","ブドウ糖","0","2210027","0","0","0","ミカン糖","1"
"マイタケ","シイタケ","ソデタケ","0","2210029","0","0","0","マツタケ","1"
"ナツメグ","キャビア","トリュフ","0","2210030","0","0","0","フォアグラ","1"
"変体動物","解体動物","軟体動物","0","2210032","0","0","0","剛体動物","1"
"キャベツ","レタス","ピーマン","0","2210034","0","0","0","モヤシ","1"
"くろまめ","なたまめ","そらまめ","0","2210035","0","0","0","えんどうまめ","1"
"上腕五頭筋","ヒラメ筋","上腕二頭筋","0","2210037","0","0","0","上腕一頭筋","1"
"緑","黄","赤","0","2210040","0","0","0","青","1"
"10匹","5匹","1匹","0","2210041","0","0","0","20匹","1"
"尻尾","前脚","耳","0","2210042","0","0","0","鼻","1"
"池","湖","海","0","2210045","0","0","0","川","1"
"木をつついて穴をあける","首が360度回る","くちばしが膨らむ","0","2210046","0","0","0","地上を高速で走る","1"
"小石","ペンション","貝","0","2210047","0","0","0","サンゴ","1"
"キク","サザンカ","サクラ","0","2210048","0","0","0","アサガオ","1"
"あくび","くしゃみ","いびき","0","2210049","0","0","0","しゃっくり","1"
"頭こう骨","頭あい骨","頭がい骨","0","2210050","0","0","0","頭とう骨","1"
"56℃前後","46℃前後","36℃前後","0","2210051","0","0","0","26℃前後","1"
"ハンミョウ","カマドウマ","カメレオン","0","2210052","0","0","0","キリギリス","1"
"シチミトウガラシウオ","タバスコウオ","サンショウウオ","0","2210054","0","0","0","コショウウオ","1"
"ヒグマ","ツキノワグマ","クマゲラ","0","2210056","0","0","0","ホッキョクグマ","1"
"あまい","すっぱい","あつい","0","2210057","0","0","0","にがい","1"
"ハチ","トンボ","ホタル","0","2210058","0","0","0","セミ","1"
"アメリカンドッグ","ホットドッグ","ブルドッグ","0","2210059","0","0","0","ソルティドッグ","1"
"ハゼノキ","ツツジ","イチョウ","0","2210060","0","0","0","モミジ","1"
"ミミ","キョウカ","ユニ","0","2211001","0","0","0","ミソギ","1"
"～だぴょん♪","～であーる","～ッス","0","2211002","0","0","0","～ガオッ","1"
"シェフィ","コッコロ","キャル","0","2211003","0","0","0","ぺコリーヌ","1"
"イオ殿","イオせんせー","ちゃんイオ","0","2211004","0","0","0","イオっち","1"
"プレシア","クリア","ミソラ","0","2211005","0","0","0","リリ","1"
"ゆのみ","このみ","くまのみ","0","2220001","0","0","0","やしのみ","1"
"アサガオ","アジサイ","サザンカ","0","2220002","0","0","0","タンポポ","1"
"12本","6本","8本","0","2220005","0","0","0","10本","1"
"ウリ科","ミカン科","ナス科","0","2220006","0","0","0","バラ科","1"
"ババガメ","トノガメ","オサガメ","0","2220007","0","0","0","ジジガメ","1"
"マンゴー","パイナップル","キーウィ","0","2220008","0","0","0","パパイヤ","1"
"カカト","カミ","アシ","0","2220009","0","0","0","ミミ","1"
"解毒の機能がある","血液を作る","役に立っていない","0","2220010","0","0","0","食べ物を消化する","1"
"オランウータン","チンパンジー","ニホンザル","0","2220012","0","0","0","ゴリラ","1"
"クワガタムシ","クツワムシ","スズムシ","0","2220015","0","0","0","マツムシ","1"
"ペルセウスオオカブト","アマゾネスオオカブト","ヘラクレスオオカブト","0","2220016","0","0","0","アキレスオオカブト","1"
"分かれていない","3つ","4つ","0","2220017","0","0","0","2つ","1"
"アメリカクロクマ","ヒグマ","ホッキョクグマ","0","2220018","0","0","0","ツキノワグマ","1"
"セミ","テントウムシ","カマキリ","0","2220019","0","0","0","クワガタ","1"
"頬冠","貯頬","頬袋","0","2220020","0","0","0","肌頬","1"
"ボタンキンバイ","カノコユリ","コチョウラン","0","2220021","0","0","0","ベニバナクサギ","1"
"棍棒","心房","細胞","0","2220022","0","0","0","脂肪","1"
"アリ","バッタ","コオロギ","0","2220023","0","0","0","キリギリス","1"
"シャチ","サメ","フグ","0","2220024","0","0","0","アンコウ","1"
"て","め","く","0","2220025","0","0","0","い","1"
"タコ","イカ","クラゲ","0","2220026","0","0","0","ウニ","1"
"タコ","イカ","ウニ","0","2220027","0","0","0","クラゲ","1"
"ラクダ","羊","牛","0","2220028","0","0","0","犬","1"
"さかき","うさぎ","さなぎ","0","2220030","0","0","0","なぎさ","1"
"カバ","カメレオン","ワニ","0","2220031","0","0","0","ヘビ","1"
"オランウータン","チンパンジー","マントヒヒ","0","2220033","0","0","0","ゴリラ","1"
"カマキリ","カナブン","クワガタ","0","2220034","0","0","0","カブトムシ","1"
"7日後","7週間後","7年後","0","2220038","0","0","0","7ヵ月後","1"
"コスモス","アジサイ","ウメ","0","2220040","0","0","0","ヒマワリ","1"
"腰","頭","足","0","2220042","0","0","0","手","1"
"実名","和名","学名","0","2220043","0","0","0","本名","1"
"イモ・アジエンス","モモ・サピエンス","ホモ・サピエンス","0","2220044","0","0","0","ホモ・アジエンス","1"
"スズムシ","カブトムシ","トンボ","0","2220046","0","0","0","セミ","1"
"芥子植物","束子植物","種子植物","0","2220047","0","0","0","硝子植物","1"
"毛深血管","毛頭血管","毛細血管","0","2220048","0","0","0","毛様血管","1"
"魚類","両生類","貝類","0","2220049","0","0","0","鳥類","1"
"フジツボ","カニ","クラゲ","0","2220050","0","0","0","エビ","1"
"オオアリクイ","ヤマアラシ","アルマジロ","0","2220051","0","0","0","ハリネズミ","1"
"炭水化物","脂質","水","0","2220052","0","0","0","たんぱく質","1"
"カワセミ","スズメ","ライチョウ","0","2220054","0","0","0","カッコウ","1"
"脂肪","骨","皮膚","0","2220056","0","0","0","毛","1"
"消化器","泌尿器","呼吸器","0","2220057","0","0","0","循環器","1"
"エビ","イカ","ウニ","0","2220058","0","0","0","タコ","1"
"奉仕","法子","胞子","0","2220059","0","0","0","法師","1"
"ナメコ","マツタケ","シメジ","0","2220060","0","0","0","マイタケ","1"
"イノリ","リリ","ミミ","0","2221001","0","0","0","キョウカ","1"
"トラライオン","トライロッカー","トラタイガー","0","2221002","0","0","0","タラトイガー","1"
"ぷんぽこりん","ぺんぺこりん","ぺんぽこりん","0","2221003","0","0","0","ぽんこりん","1"
"クルミ","ミサキ","ミヤコ","0","2221004","0","0","0","トモ","1"
"タテマツリワニ","ワニドロロ","ドロゲーター","0","2221005","0","0","0","ワニゴン","1"
"アルキン","アルガン","アルベド","0","2230001","0","0","0","アルヘナ","1"
"シャーリング","トラベリング","シバリング","0","2230003","0","0","0","アイドリング","1"
"心臓","腎臓","膵臓","0","2230005","0","0","0","肝臓","1"
"ピーチ","ピーナッツ","ピーヘン","0","2230007","0","0","0","ピーラー","1"
"ギャザリング","マウンティング","クラッタリング","0","2230008","0","0","0","グルーミング","1"
"イタチザメ科","イヌザメ科","ネズミザメ科","0","2230010","0","0","0","ネコザメ科","1"
"サンフラワーマリー","ポピーマリー","ローズマリー","0","2230012","0","0","0","デイジーマリー","1"
"ラチェット","スリット","フランジ","0","2230013","0","0","0","レバー","1"
"シダレザクラ","フジ","アジサイ","0","2230014","0","0","0","スミレ","1"
"茎","根","実","0","2230015","0","0","0","葉","1"
"パッションフルーツ","ミラクルフルーツ","ドラゴンフルーツ","0","2230016","0","0","0","ジャックフルーツ","1"
"チンゲンサイ","ホウレンソウ","ブロッコリー","0","2230017","0","0","0","キャベツ","1"
"けいご","こんご","ぜいご","0","2230018","0","0","0","でいご","1"
"個体によって違う","人間のほうが多い","同じ","0","2230019","0","0","0","キリンのほうが多い","1"
"ジャコウウマ科","ジャコウクマ科","ジャコウネコ科","0","2230021","0","0","0","ジャコウイヌ科","1"
"イネ科","セリ科","シソ科","0","2230022","0","0","0","キク科","1"
"赤","縞模様","白","0","2230023","0","0","0","黒","1"
"チンチラ","ヌートリア","カピバラ","0","2230024","0","0","0","ビーバー","1"
"マグロ","ドジョウ","ナマズ","0","2230026","0","0","0","ウナギ","1"
"タンポポトンボ","ヒマワリトンボ","ムギワラトンボ","0","2230027","0","0","0","バナナトンボ","1"
"クワガタ","カブトムシ","カイコ","0","2230028","0","0","0","トンボ","1"
"鮪","鰆","鰻","0","2230029","0","0","0","山女魚","1"
"5つ","1つ","3つ","0","2230030","0","0","0","2つ","1"
"ミミックオクトパス","ホホジロザメ","シーラカンス","0","2230031","0","0","0","マンタ","1"
"王帽筋","侍帽筋","僧帽筋","0","2230032","0","0","0","兵帽筋","1"
"口","尾ひれ","うろこ","0","2230033","0","0","0","目","1"
"XZ","YY","XY","0","2230034","0","0","0","XX","1"
"23本","7本","0本","0","2230036","0","0","0","15本","1"
"タカハシ","スズキ","イトウ","0","2230037","0","0","0","サトウ","1"
"ネコ科","イヌ科","イタチ科","0","2230038","0","0","0","リス科","1"
"ジャコウネコ科","ブタ科","イヌ科","0","2230040","0","0","0","ネコ科","1"
"アリジゴク","ヤゴ","ボウフラ","0","2230043","0","0","0","イモムシ","1"
"クワガタ","カブトムシ","カマキリ","0","2230044","0","0","0","クモ","1"
"生き返り","ふり返り","こむら返り","0","2230045","0","0","0","おうむ返し","1"
"ユリ科","スミレ科","イネ科","0","2230046","0","0","0","ツツジ科","1"
"常緑樹","広葉樹","落葉樹","0","2230048","0","0","0","針葉樹","1"
"キロロフィル","カロロフィル","クロロフィル","0","2230049","0","0","0","ケロロフィル","1"
"ハト","ニワトリ","フクロウ","0","2230050","0","0","0","カッコウ","1"
"星夜草","星見草","月見草","0","2230051","0","0","0","月夜草","1"
"スズメ貝","ウグイス貝","オウム貝","0","2230052","0","0","0","カラス貝","1"
"ハイハイ","カイカイ","アイアイ","0","2230053","0","0","0","マイマイ","1"
"マグロ筋","カツオ筋","ヒラメ筋","0","2230055","0","0","0","アナゴ筋","1"
"夢","石油","脂肪","0","2230058","0","0","0","水","1"
"キツネ","タヌキ","ネコ","0","2230059","0","0","0","イヌ","1"
"アッパー","ラッパー","ケッパー","0","2230061","0","0","0","ペッパー","1"
"白銀マスク","ノエルの淑女","聖女仮面","0","2231001","0","0","0","マスク・ド・ジュン","1"
"イリヤ","コッコロ","アオイ","0","2231002","0","0","0","アヤネ","1"
"マラカス","カスタネット","タンバリン","0","2231003","0","0","0","太鼓","1"
"アオイ","クロエ","ユニ","0","2231004","0","0","0","チエル","1"
"キャル","ニノン","スズナ","0","2231005","0","0","0","エリコ","1"
"0.5","2","1","0","2310002","0","0","0","0","1"
"水星","火星","月","0","2310003","0","0","0","太陽","1"
"金星","火星","土星","0","2310005","0","0","0","水星","1"
"真珠","トルコ石","ルビー","0","2310006","0","0","0","エメラルド","1"
"乾燥帯低気圧","寒帯低気圧","熱帯低気圧","0","2310009","0","0","0","温帯低気圧","1"
"キログラム","ミリバール","デシベル","0","2310010","0","0","0","ヘクトパスカル","1"
"リットル","キログラム","カロリー","0","2310011","0","0","0","メートル","1"
"9","24","6","0","2310012","0","0","0","12","1"
"48時間","36時間","24時間","0","2310014","0","0","0","12時間","1"
"1kgの綿","1kgの砂","すべて同じ","0","2310015","0","0","0","1kgの鉄","1"
"1600分","1520分","1440分","0","2310016","0","0","0","1360分","1"
"W","E","M","0","2310017","0","0","0","N","1"
"赤夜","黄夜","白夜","0","2310018","0","0","0","黒夜","1"
"ピンク","白","黒","0","2310019","0","0","0","赤","1"
"90度","60度","45度","0","2310020","0","0","0","30度","1"
"ホワイトホール","ブルーホール","ブラックホール","0","2310021","0","0","0","レッドホール","1"
"540度","360度","720度","0","2310023","0","0","0","180度","1"
"23","22","21","0","2310024","0","0","0","20","1"
"紀の川","泥の川","天の川","0","2310025","0","0","0","湯の川","1"
"炭素","水素","質素","0","2310026","0","0","0","窒素","1"
"100メートル","10メートル","0.01メートル","0","2310027","0","0","0","0.1メートル","1"
"ワッツ","スパッツ","ヘルツ","0","2310028","0","0","0","ワルツ","1"
"イコール","ショール","スコール","0","2310030","0","0","0","クロール","1"
"地面からの爆発","人工衛星との衝突","隕石との衝突","0","2310031","0","0","0","ロケットとの衝突","1"
"465.24日","165.24日","365.24日","0","2310032","0","0","0","265.24日","1"
"約59.5日","約49.5日","約29.5日","0","2310034","0","0","0","約39.5日","1"
"高層","割層","断層","0","2310035","0","0","0","切層","1"
"液化","酸化","沸騰","0","2310036","0","0","0","爆発","1"
"冷点","寒点","氷点","0","2310037","0","0","0","固点","1"
"8キロ","6キロ","2キロ","0","2310038","0","0","0","4キロ","1"
"-500","5050","0","0","2310039","0","0","0","50","1"
"全体日食","金環日食","皆既日食","0","2310041","0","0","0","部分日食","1"
"対立","反発","抵抗","0","2310042","0","0","0","反抗","1"
"ネイル","マイル","コイル","0","2310043","0","0","0","ホイル","1"
"キロリットル","デシリットル","ミリメートル","0","2310044","0","0","0","ミリリットル","1"
"155","150","200","0","2310045","0","0","0","160","1"
"2＋3","3－2","3×2","0","2310047","0","0","0","3＋2","1"
"新月","三日月","満月","0","2310049","0","0","0","半月","1"
"鉄","銅","銭","0","2310051","0","0","0","銀","1"
"中縁体","未絶体","半導体","0","2310052","0","0","0","不導体","1"
"S波","R波","P波","0","2310053","0","0","0","Q波","1"
"1万円札で100万円","米1合","水1リットル","0","2310054","0","0","0","1円玉100枚","1"
"満潮","黒潮","干潮","0","2310056","0","0","0","赤潮","1"
"2","高さ","円周率","0","2310059","0","0","0","底辺","1"
"雹","霰","霜","0","2310060","0","0","0","雷","1"
"1000","1100","1200","0","2311001","0","0","0","1480","1"
"540","700","630","0","2311002","0","0","0","460","1"
"7980","5400","6400","0","2311003","0","0","0","1600","1"
"セントールス","トーゴク","ランドソル","0","2311004","0","0","0","オーマ","1"
"950ルピ","1150ルピ","1100ルピ","0","2311005","0","0","0","1000ルピ","1"
"360度","180度","90度","0","2320001","0","0","0","0度","1"
"9本","7本","5本","0","2320004","0","0","0","2本","1"
"オイラレス","キミレス","アンタレス","0","2320005","0","0","0","ボクレス","1"
"ファール","ゼミナール","ルミノール","0","2320006","0","0","0","ノネナール","1"
"60000℃","600℃","6000℃","0","2320008","0","0","0","60℃","1"
