7cdb1a187ff94af5d2127f6687243c57233979afba80242512dcf339eee22461,f9ae35e3d9616daa8eda67879292a3b671978f139db984bfc8a4214206bea10a,cf768cdd270b9472d38308e9b878c75c2e18864db4293da146c3e759dda5b453,6bb3803c7a0949c911d989dfc9533e120b6f2ba6361ac762655c8bf92fb0f83e,12f6552194ca5841c933851de894ea335295f395b2571d9b536a89f42c7ea07d,2c94ddbc0b11c6f2a800f72c94bd54482ec0897af5d05b6f470351c576f9bd9b,c74bb6db10cac366257f5a0b189010916dbda3ba92b2687d1563a092ce011a10
"1","1","1002801","0","305205","0","81002805"
"1","1","1002802","0","305205","0","81002806"
"1","1","1002901","0","309300","0","81002901"
"1","1","1002902","0","309300","0","81002902"
"1","1","1003001","0","305500","0","81003005"
"1","1","1003002","0","305500","0","81003006"
"1","1","1003101","0","310000","0","81003101"
"1","1","1003102","0","310000","0","81003102"
"1","1","1003201","0","306000","0","81003205"
"1","1","1003202","0","306000","0","81003206"
"1","1","1003301","0","310300","0","81000605"
"1","1","1003302","0","310300","0","81003301"
"1","1","1003401","0","306700","0","81001105"
"1","1","1003402","0","306700","0","81001106"
"2.5","2.5","1003501","0","310500","0","100021"
"2.5","2.5","1003502","0","310500","0","100531"
"0.4","0.4","1003601","0","310600","0","81003601"
"0.4","0.4","1003602","0","310600","0","81003602"
"1","1","1003701","0","306800","0","81001205"
"1","1","1003702","0","306800","0","81001206"
"1.2","1.2","1003801","0","310700","0","81003801"
"1.2","1.2","1003802","0","310700","0","81003802"
"1","1","1003901","0","307000","0","81001305"
"1","1","1003902","0","307000","0","81001306"
"1","1","1004001","0","310800","0","81004001"
"1","1","1004002","0","310800","0","81004002"
"1","1","1004101","0","307300","0","81001505"
"1","1","1004102","0","307300","0","81001506"
"1","1","1004201","0","311100","0","81004201"
"1","1","1004202","0","311100","0","81004202"
"1","1","1004301","0","307800","0","81001905"
"1","1","1004302","0","307800","0","81001906"
"1","1","1004401","0","311300","0","81004401"
"1","1","1004402","0","311300","0","81004402"
"1","1","1004501","0","308000","0","81002101"
"1","1","1004502","0","308000","0","81002102"
"1","1","1004601","0","311400","0","81004601"
"1","1","1004602","0","311400","0","81004602"
"1","1","1004701","0","308200","0","81002301"
"1","1","1004702","0","308200","0","81002302"
"1","1","1004801","0","311500","0","81002405"
"1","1","1004802","0","311500","0","81002406"
"1","1","1004901","0","308400","0","81002501"
"1","1","1004902","0","308400","0","81002502"
"1.4","1.4","1005001","0","311600","-28","81005001"
"1.4","1.4","1005002","0","311600","-28","81005002"
"1","1","1005101","0","308600","0","81002701"
"1","1","1005102","0","308600","0","81002702"
"1","1","1005201","0","312100","0","81000605"
"1","1","1005202","0","312100","0","81003301"
"1","1","1005301","0","307400","0","81001705"
"1","1","1005302","0","307400","0","81001706"
"1","1","1005401","0","312200","0","81003005"
"1","1","1005402","0","312200","0","81003006"
"1","1","1005501","0","309300","0","81002901"
"1","1","1005502","0","309300","0","81002902"
"1","1","1005601","0","312300","0","81005601"
"1","1","1005602","0","312302","0","81005602"
"1","1","1005701","0","310000","0","81003101"
"1","1","1005702","0","310000","0","81003102"
"1.75","1.75","1005801","0","312600","0","100021"
"1.75","1.75","1005802","0","312600","0","100531"
"1","1","1005901","0","312700","0","101821"
"1","1","1005902","0","312700","0","101841"
"1","1","1006001","0","310300","0","81000605"
"1","1","1006002","0","310300","0","81003301"
"0.65","0.65","1006101","0","312800","-27","81006101"
"0.65","0.65","1006102","0","312800","-27","81006102"
"2.5","2.5","1006201","0","310500","0","100021"
"2.5","2.5","1006202","0","310500","0","100531"
"0.4","0.4","1006301","0","310600","0","81003601"
"0.4","0.4","1006302","0","310600","0","81003602"
"1","1","1006401","0","313200","-30","81006401"
"1","1","1006402","0","313200","-30","81006402"
"1.2","1.2","1006501","0","310700","0","81003801"
"1.2","1.2","1006502","0","310700","0","81003802"
"0.7","0.7","1006601","0","313100","-25","81006601"
"0.7","0.7","1006602","0","313100","-25","81006602"
"1","1","1006701","0","310800","0","81004001"
"1","1","1006702","0","310800","0","81004002"
"1.25","1.25","1006801","0","313300","-26","81006801"
"1.25","1.25","1006802","0","313300","-26","81006802"
"1","1","1006901","0","311100","0","81004201"
"1","1","1006902","0","311100","0","81004202"
"1.25","1.25","1007001","0","314001","-30","81007001"
"1.25","1.25","1007002","0","314002","-30","81007002"
"1","1","1007101","0","311300","0","81004401"
"1","1","1007102","0","311300","0","81004402"
"0.77","0.77","1007201","0","314100","-27","81007201"
"0.77","0.77","1007202","0","314100","-27","81007202"
"1","1","1007301","0","311400","0","81004601"
"1","1","1007302","0","311400","0","81004602"
"1.33","1.33","1007401","0","314200","-33","81007401"
"1.33","1.33","1007402","0","314200","-33","81007402"
"1","1","1007501","0","311500","0","81002405"
"1","1","1007502","0","311500","0","81002406"
"1.7","1.7","1007601","0","314300","-20","81007601"
"1.7","1.7","1007602","0","314300","-20","81007602"
"1.4","1.4","1007701","0","311600","-28","81005001"
"1.4","1.4","1007702","0","311600","-28","81005002"
"1.25","1.25","1007801","0","314400","-33","81007801"
"1.25","1.25","1007802","0","314400","-33","81007802"
"1","1","1007901","0","312100","0","81000605"
"1","1","1007902","0","312100","0","81003301"
"1","1","1008001","0","314500","-20","81003006"
"1","1","1008002","0","314500","-20","81008002"
"1","1","1008101","0","312200","0","81003005"
"1","1","1008102","0","312200","0","81003006"
"1.6","1.6","1008201","0","314600","-25","81003205"
"1.6","1.6","1008202","0","314600","-25","81003206"
"1","1","1008301","0","312300","0","81005601"
"1","1","1008302","0","312302","0","81005602"
"1","1","1008401","0","314700","0","100111"
"1","1","1008402","0","314700","0","100431"
"0.9","0.9","1008501","0","314800","0","81008501"
"0.9","0.9","1008502","0","314800","0","81008504"
"1.75","1.75","1008601","0","312600","0","100021"
"1.75","1.75","1008602","0","312600","0","100531"
"1","1","1008701","0","312700","0","101821"
"1","1","1008702","0","312700","0","101841"
"0.8","0.8","1008801","0","315100","-20","81008801"
"0.8","0.8","1008802","0","315100","-20","81008802"
"0.65","0.65","1008901","0","312800","-27","81006101"
"0.65","0.65","1008902","0","312800","-27","81006102"
"0.85","0.85","1009001","0","315400","-25","102994"
"0.85","0.85","1009002","0","315400","-25","102997"
"1","1","1009101","0","313200","-30","81006401"
"1","1","1009102","0","313200","-30","81006402"
"0.95","0.95","1009201","0","316000","-20","103021"
"0.95","0.95","1009202","0","316000","-20","103011"
"0.7","0.7","1009301","0","313100","-25","81006601"
"0.7","0.7","1009302","0","313100","-25","81006602"
"1.5","1.5","1009401","0","316200","-20","102091"
"1.5","1.5","1009402","0","316200","-20","102111"
"1.25","1.25","1009501","0","313300","-26","81006801"
"1.25","1.25","1009502","0","313300","-26","81006802"
"0.77","0.77","1009601","0","316300","-27","102591"
"0.77","0.77","1009602","0","316300","-27","102601"
"1.25","1.25","1009701","0","314001","-30","81007001"
"1.25","1.25","1009702","0","314002","-30","81007002"
"0.8","0.8","1009801","0","316400","-27","81000405"
"0.8","0.8","1009802","0","316400","-27","81000406"
"0.77","0.77","1009901","0","314100","-27","81007201"
"0.77","0.77","1009902","0","314100","-27","81007202"
"0.95","0.95","1010001","0","316500","-20","81010001"
"0.95","0.95","1010002","0","316500","-20","81010002"
"1.33","1.33","1010101","0","314200","-33","81007401"
"1.33","1.33","1010102","0","314200","-33","81007402"
"0.8","0.8","1010201","0","316700","-27","81010201"
"0.8","0.8","1010202","0","316700","-27","81010202"
"1.7","1.7","1010301","0","314300","-20","81007601"
"1.7","1.7","1010302","0","314300","-20","81007602"
"1","1","1010401","0","318000","-20","100091"
"1","1","1010402","0","318000","-20","100381"
"1.25","1.25","1010501","0","314400","-33","81007801"
"1.25","1.25","1010502","0","314400","-33","81007802"
"1","1","1010601","0","318200","-27","101361"
"1","1","1010602","0","318200","-27","102961"
"1","1","1010701","0","314500","-20","81003006"
"1","1","1010702","0","314500","-20","81008002"
"1.1","1.1","1010801","0","318100","-17","81001505"
"1.1","1.1","1010802","0","318100","-17","81010802"
"1.6","1.6","1010901","0","314600","-25","81003205"
"1.6","1.6","1010902","0","314600","-25","81003206"
"0.7","0.7","1011001","0","318500","-25","101581"
"0.7","0.7","1011002","0","318500","-25","103141"
"0.92","0.92","1011101","0","318600","-28","103151"
"0.92","0.92","1011102","0","318600","-28","103161"
"1","1","1011201","0","314700","0","100111"
"1","1","1011202","0","314700","0","100431"
"0.9","0.9","1011301","0","314800","0","81008501"
"0.9","0.9","1011302","0","314800","0","81008504"
"1.1","1.1","1011401","0","318300","-27","81011401"
"1.1","1.1","1011402","0","318300","-27","81011402"
"0.8","0.8","1011501","0","315100","-20","81008801"
"0.8","0.8","1011502","0","315100","-20","81008802"
"1.18","1.18","1011601","0","318800","0","102091"
"1.18","1.18","1011602","0","318800","0","102111"
"0.85","0.85","1011701","0","315400","-25","102994"
"0.85","0.85","1011702","0","315400","-25","102997"
"1.1","1.1","1011801","0","319100","-25","81011801"
"1.1","1.1","1011802","0","319100","-25","81011802"
"0.95","0.95","1011901","0","316000","-20","103021"
"0.95","0.95","1011902","0","316000","-20","103011"
"1.1","1.1","1012001","0","318900","-17","81012001"
"1.1","1.1","1012002","0","318900","-17","81012002"
"1.5","1.5","1012101","0","316200","-20","102091"
"1.5","1.5","1012102","0","316200","-20","102111"
"1.4","1.4","1012201","0","319000","0","81012207"
"1.4","1.4","1012202","0","319000","0","81012208"
"0.77","0.77","1012301","0","316300","-27","102591"
"0.77","0.77","1012302","0","316300","-27","102601"
"0.77","0.77","1012401","0","319300","-55","103051"
"0.77","0.77","1012402","0","319300","-55","102601"
"0.8","0.8","1012501","0","316400","-27","81000405"
"0.8","0.8","1012502","0","316400","-27","81000406"
"1.18","1.18","1012601","0","319500","-30","81012601"
"1.18","1.18","1012602","0","319500","-30","81012602"
"0.95","0.95","1012701","0","316500","-20","81010001"
"0.95","0.95","1012702","0","316500","-20","81010002"
"1.5","1.5","1012801","0","320000","0","101111"
"1.5","1.5","1012802","0","320000","0","101131"
"0.8","0.8","1012901","0","316700","-27","81010201"
"0.8","0.8","1012902","0","316700","-27","81010202"
"1","1","1013001","0","313702","0","81011401"
"1","1","1013002","0","313702","0","81013002"
"1","1","1013101","0","318000","-20","100091"
"1","1","1013102","0","318000","-20","100381"
"0.7","0.7","1013201","0","320200","-50","100941"
"0.7","0.7","1013202","0","320200","-50","100961"
"0.7","0.7","1013203","0","320200","-50","100961"
"1","1","1013301","0","318200","-27","101361"
"1","1","1013302","0","318200","-27","102961"
"1","1","1013303","0","318200","-27","102961"
"1","1","1013401","-20","320300","-50","81013401"
"1","1","1013402","-20","320300","-50","81013402"
"1","1","1013403","-20","320300","-50","81013402"
"1.1","1.1","1013501","0","318100","-17","81001505"
"1.1","1.1","1013502","0","318100","-17","81010802"
"1.1","1.1","1013503","0","318100","-17","81010802"
"1","1","1013601","0","320400","0","81013601"
"1","1","1013602","0","320400","0","81013602"
"1","1","1013603","0","320400","0","81013602"
"0.65","0.65","1013701","0","320500","10","81013701"
"0.65","0.65","1013702","0","320500","10","81013702"
"0.65","0.65","1013703","0","320500","10","81013702"
"0.7","0.7","1013801","0","318500","-25","101581"
"0.7","0.7","1013802","0","318500","-25","103141"
"0.7","0.7","1013803","0","318500","-25","103141"
"0.9","0.9","1013901","0","318600","0","103151"
"0.9","0.9","1013902","0","318600","0","103161"
"0.9","0.9","1013903","0","318600","0","103161"
"1.2","1.2","1014001","0","320700","-20","101951"
"1.2","1.2","1014002","0","320700","-20","101951"
"1.2","1.2","1014003","0","320700","-20","101951"
"1.1","1.1","1014101","0","318300","-27","81011401"
"1.1","1.1","1014102","0","318300","-27","81011402"
"1.1","1.1","1014103","0","318300","-27","81011402"
"1","1","1014201","0","320900","-10","100371"
"1","1","1014202","0","320900","-10","100381"
"1","1","1014203","0","320900","-10","100381"
"1.18","1.18","1014301","0","318800","0","102091"
"1.18","1.18","1014302","0","318800","0","102111"
"1.18","1.18","1014303","0","318800","0","102111"
"0.75","0.75","1014401","0","321100","-10","100021"
"0.75","0.75","1014402","0","321100","-10","100691"
"0.75","0.75","1014403","0","321100","-10","100691"
"1.1","1.1","1014501","0","319100","-25","81011801"
"1.1","1.1","1014502","0","319100","-25","81011802"
"1.1","1.1","1014503","0","319100","-25","81011802"
"0.85","0.85","1014601","0","321200","-25","81014601"
"0.85","0.85","1014602","0","321200","-25","81014602"
"0.85","0.85","1014603","0","321200","-25","81014602"
"1.1","1.1","1014701","0","318900","-17","81012001"
"1.1","1.1","1014702","0","318900","-17","81012002"
"1.1","1.1","1014703","0","318900","-17","81012002"
"1.1","1.1","1014801","0","321300","-30","81014801"
"1.1","1.1","1014802","0","321300","-30","81014802"
"1.1","1.1","1014803","0","321300","-30","81014802"
"1.4","1.4","1014901","0","319000","0","81012207"
"1.4","1.4","1014902","0","319000","0","81012208"
"1.4","1.4","1014903","0","319000","0","81012208"
"0.91","0.91","1015001","0","321400","-10","81015001"
"0.91","0.91","1015002","0","321400","-10","81015001"
"0.91","0.91","1015003","0","321400","-10","81015001"
"0.77","0.77","1015101","0","319300","-55","103051"
"0.77","0.77","1015102","0","319300","-55","102601"
"0.77","0.77","1015103","0","319300","-55","102601"
"0.61","0.61","1015201","-20","321700","0","81015201"
"0.61","0.61","1015202","-20","321700","0","81015202"
"0.61","0.61","1015203","-20","321700","0","81015202"
