0e38b691b4ee48aa937f93b6faf5ac9bbd902ffd9c60d159c749d17ea5d9693c,621227b3e80a1053093a6177a2a838baf82d93fb5b2f9a18346778d76d035235,d64ae0622414d0f9ad41c3aec04cfe534eba713dbfa2a43422aeec302ed4978d,09f35eeee0a183219ea77ed1fa967c80947d81fc8d8d29f13d47cb1e7b867d81,6c417c014bfc901dc4d279fe22861af468ddef738899be6e561e5330970f98a1
"22002","1","72003009","2","20003018"
"91002","30","72003010","8","20003019"
"22002","1","72003010","2","20003020"
"91002","30","72003011","8","20003021"
"22002","1","72003011","2","20003022"
"91002","30","72003012","8","20003023"
"22002","1","72003012","2","20003024"
"91002","30","72003013","8","20003025"
"22002","1","72003013","2","20003026"
"91002","30","72003014","8","20003027"
"22002","1","72003014","2","20003028"
"91002","200","72003015","8","20003029"
"22002","1","72003015","2","20003030"
"91002","60","72003016","8","20003031"
"22002","2","72003016","2","20003032"
"91002","60","72003017","8","20003033"
"22002","2","72003017","2","20003034"
"91002","60","72003018","8","20003035"
"22002","2","72003018","2","20003036"
"91002","60","72003019","8","20003037"
"22002","2","72003019","2","20003038"
"91002","300","72003020","8","20003039"
"22002","2","72003020","2","20003040"
"31010","5","72003021","2","20003041"
"31017","5","72003021","2","20003042"
"31010","5","72003022","2","20003043"
"31017","5","72003022","2","20003044"
"31010","10","72003023","2","20003045"
"31017","10","72003023","2","20003046"
"91002","30","72004001","8","20004001"
"22002","1","72004001","2","20004002"
"91002","30","72004002","8","20004003"
"22002","1","72004002","2","20004004"
"91002","30","72004003","8","20004005"
"22002","1","72004003","2","20004006"
"91002","30","72004004","8","20004007"
"22002","1","72004004","2","20004008"
"91002","30","72004005","8","20004009"
"22002","1","72004005","2","20004010"
"91002","30","72004006","8","20004011"
"22002","1","72004006","2","20004012"
"91002","30","72004007","8","20004013"
"22002","1","72004007","2","20004014"
"91002","30","72004008","8","20004015"
"22002","1","72004008","2","20004016"
"91002","30","72004009","8","20004017"
"22002","1","72004009","2","20004018"
"91002","30","72004010","8","20004019"
"22002","1","72004010","2","20004020"
"91002","30","72004011","8","20004021"
"22002","1","72004011","2","20004022"
"91002","30","72004012","8","20004023"
"22002","1","72004012","2","20004024"
"91002","30","72004013","8","20004025"
"22002","1","72004013","2","20004026"
"91002","30","72004014","8","20004027"
"22002","1","72004014","2","20004028"
"91002","200","72004015","8","20004029"
"22002","1","72004015","2","20004030"
"91002","60","72004016","8","20004031"
"22002","2","72004016","2","20004032"
"91002","60","72004017","8","20004033"
"22002","2","72004017","2","20004034"
"91002","60","72004018","8","20004035"
"22002","2","72004018","2","20004036"
"91002","60","72004019","8","20004037"
"22002","2","72004019","2","20004038"
"91002","300","72004020","8","20004039"
"22002","2","72004020","2","20004040"
"107601","1","72004021","1","20004041"
"31076","10","72004022","2","20004042"
"31028","10","72004022","2","20004043"
"31076","10","72004023","2","20004044"
"31028","10","72004023","2","20004045"
"91002","30","72005001","8","20005001"
"22002","1","72005001","2","20005002"
"91002","30","72005002","8","20005003"
"22002","1","72005002","2","20005004"
"91002","30","72005003","8","20005005"
"22002","1","72005003","2","20005006"
"91002","30","72005004","8","20005007"
"22002","1","72005004","2","20005008"
"91002","30","72005005","8","20005009"
"22002","1","72005005","2","20005010"
"91002","30","72005006","8","20005011"
"22002","1","72005006","2","20005012"
"91002","30","72005007","8","20005013"
"22002","1","72005007","2","20005014"
"91002","30","72005008","8","20005015"
"22002","1","72005008","2","20005016"
"91002","30","72005009","8","20005017"
"22002","1","72005009","2","20005018"
"91002","30","72005010","8","20005019"
"22002","1","72005010","2","20005020"
"91002","30","72005011","8","20005021"
"22002","1","72005011","2","20005022"
"91002","30","72005012","8","20005023"
"22002","1","72005012","2","20005024"
"91002","30","72005013","8","20005025"
"22002","1","72005013","2","20005026"
"91002","30","72005014","8","20005027"
"22002","1","72005014","2","20005028"
"91002","200","72005015","8","20005029"
"22002","1","72005015","2","20005030"
"91002","60","72005016","8","20005031"
"22002","2","72005016","2","20005032"
"91002","60","72005017","8","20005033"
"22002","2","72005017","2","20005034"
"91002","60","72005018","8","20005035"
"22002","2","72005018","2","20005036"
"91002","60","72005019","8","20005037"
"22002","2","72005019","2","20005038"
"91002","300","72005020","8","20005039"
"22002","2","72005020","2","20005040"
"108001","1","72005021","1","20005041"
"31080","10","72005022","2","20005042"
"31032","10","72005022","2","20005043"
"31080","10","72005023","2","20005044"
"31032","10","72005023","2","20005045"
"91002","30","72006001","8","20006001"
"22002","1","72006001","2","20006002"
"91002","30","72006002","8","20006003"
"22002","1","72006002","2","20006004"
"91002","30","72006003","8","20006005"
"22002","1","72006003","2","20006006"
"91002","30","72006004","8","20006007"
"22002","1","72006004","2","20006008"
"91002","30","72006005","8","20006009"
"22002","1","72006005","2","20006010"
"91002","30","72006006","8","20006011"
"22002","1","72006006","2","20006012"
"91002","30","72006007","8","20006013"
"22002","1","72006007","2","20006014"
"91002","30","72006008","8","20006015"
"22002","1","72006008","2","20006016"
"91002","30","72006009","8","20006017"
"22002","1","72006009","2","20006018"
"91002","30","72006010","8","20006019"
"22002","1","72006010","2","20006020"
"91002","30","72006011","8","20006021"
"22002","1","72006011","2","20006022"
"91002","30","72006012","8","20006023"
"22002","1","72006012","2","20006024"
"91002","30","72006013","8","20006025"
"22002","1","72006013","2","20006026"
"91002","30","72006014","8","20006027"
"22002","1","72006014","2","20006028"
"91002","200","72006015","8","20006029"
"22002","1","72006015","2","20006030"
"91002","60","72006016","8","20006031"
"22002","2","72006016","2","20006032"
"91002","60","72006017","8","20006033"
"22002","2","72006017","2","20006034"
"91002","60","72006018","8","20006035"
"22002","2","72006018","2","20006036"
"91002","60","72006019","8","20006037"
"22002","2","72006019","2","20006038"
"91002","300","72006020","8","20006039"
"22002","2","72006020","2","20006040"
"31047","5","72006021","2","20006041"
"31034","5","72006021","2","20006042"
"31047","5","72006022","2","20006043"
"31034","5","72006022","2","20006044"
"31047","10","72006023","2","20006045"
"31034","10","72006023","2","20006046"
"91002","30","72007001","8","20007001"
"22002","1","72007001","2","20007002"
"91002","30","72007002","8","20007003"
"22002","1","72007002","2","20007004"
"91002","30","72007003","8","20007005"
"22002","1","72007003","2","20007006"
"91002","30","72007004","8","20007007"
"22002","1","72007004","2","20007008"
"91002","30","72007005","8","20007009"
"22002","1","72007005","2","20007010"
"91002","30","72007006","8","20007011"
"22002","1","72007006","2","20007012"
"91002","30","72007007","8","20007013"
"22002","1","72007007","2","20007014"
"91002","30","72007008","8","20007015"
"22002","1","72007008","2","20007016"
"91002","30","72007009","8","20007017"
"22002","1","72007009","2","20007018"
"91002","30","72007010","8","20007019"
"22002","1","72007010","2","20007020"
"91002","30","72007011","8","20007021"
"22002","1","72007011","2","20007022"
"91002","30","72007012","8","20007023"
"22002","1","72007012","2","20007024"
"91002","30","72007013","8","20007025"
"22002","1","72007013","2","20007026"
"91002","30","72007014","8","20007027"
"22002","1","72007014","2","20007028"
"91002","200","72007015","8","20007029"
"22002","1","72007015","2","20007030"
"91002","60","72007016","8","20007031"
"22002","2","72007016","2","20007032"
"91002","60","72007017","8","20007033"
"22002","2","72007017","2","20007034"
"91002","60","72007018","8","20007035"
"22002","2","72007018","2","20007036"
"91002","60","72007019","8","20007037"
"22002","2","72007019","2","20007038"
"91002","300","72007020","8","20007039"
"22002","2","72007020","2","20007040"
"108201","1","72007021","1","20007041"
"31082","10","72007022","2","20007042"
"31022","10","72007022","2","20007043"
"31082","10","72007023","2","20007044"
"31022","10","72007023","2","20007045"
"91002","30","72008001","8","20008001"
"22002","1","72008001","2","20008002"
"91002","30","72008002","8","20008003"
"22002","1","72008002","2","20008004"
"91002","30","72008003","8","20008005"
"22002","1","72008003","2","20008006"
"91002","30","72008004","8","20008007"
"22002","1","72008004","2","20008008"
"91002","30","72008005","8","20008009"
"22002","1","72008005","2","20008010"
"91002","30","72008006","8","20008011"
"22002","1","72008006","2","20008012"
"91002","30","72008007","8","20008013"
"22002","1","72008007","2","20008014"
"91002","30","72008008","8","20008015"
"22002","1","72008008","2","20008016"
"91002","30","72008009","8","20008017"
"22002","1","72008009","2","20008018"
"91002","30","72008010","8","20008019"
"22002","1","72008010","2","20008020"
"91002","30","72008011","8","20008021"
"22002","1","72008011","2","20008022"
"91002","30","72008012","8","20008023"
"22002","1","72008012","2","20008024"
"91002","30","72008013","8","20008025"
"22002","1","72008013","2","20008026"
"91002","30","72008014","8","20008027"
"22002","1","72008014","2","20008028"
"91002","200","72008015","8","20008029"
"22002","1","72008015","2","20008030"
"91002","60","72008016","8","20008031"
"22002","2","72008016","2","20008032"
"91002","60","72008017","8","20008033"
"22002","2","72008017","2","20008034"
"91002","60","72008018","8","20008035"
"22002","2","72008018","2","20008036"
"91002","60","72008019","8","20008037"
"22002","2","72008019","2","20008038"
"91002","300","72008020","8","20008039"
"22002","2","72008020","2","20008040"
"31009","5","72008021","2","20008041"
"31051","5","72008021","2","20008042"
"31009","5","72008022","2","20008043"
"31051","5","72008022","2","20008044"
"31009","10","72008023","2","20008045"
"31051","10","72008023","2","20008046"
"91002","30","72009001","8","20009001"
"22002","1","72009001","2","20009002"
"91002","30","72009002","8","20009003"
"22002","1","72009002","2","20009004"
"91002","30","72009003","8","20009005"
"22002","1","72009003","2","20009006"
"91002","30","72009004","8","20009007"
"22002","1","72009004","2","20009008"
"91002","30","72009005","8","20009009"
"22002","1","72009005","2","20009010"
"91002","30","72009006","8","20009011"
"22002","1","72009006","2","20009012"
"91002","30","72009007","8","20009013"
"22002","1","72009007","2","20009014"
"91002","30","72009008","8","20009015"
"22002","1","72009008","2","20009016"
"91002","30","72009009","8","20009017"
"22002","1","72009009","2","20009018"
"91002","30","72009010","8","20009019"
"22002","1","72009010","2","20009020"
"91002","30","72009011","8","20009021"
"22002","1","72009011","2","20009022"
"91002","30","72009012","8","20009023"
"22002","1","72009012","2","20009024"
"91002","30","72009013","8","20009025"
"22002","1","72009013","2","20009026"
"91002","30","72009014","8","20009027"
"22002","1","72009014","2","20009028"
"91002","200","72009015","8","20009029"
"22002","1","72009015","2","20009030"
"91002","60","72009016","8","20009031"
"22002","2","72009016","2","20009032"
"91002","60","72009017","8","20009033"
"22002","2","72009017","2","20009034"
"91002","60","72009018","8","20009035"
"22002","2","72009018","2","20009036"
"91002","60","72009019","8","20009037"
"22002","2","72009019","2","20009038"
"91002","300","72009020","8","20009039"
"22002","2","72009020","2","20009040"
"108501","1","72009021","1","20009041"
"31085","10","72009022","2","20009042"
"31029","10","72009022","2","20009043"
"31085","10","72009023","2","20009044"
"31029","10","72009023","2","20009045"
"91002","30","72010001","8","20010001"
"22002","1","72010001","2","20010002"
"91002","30","72010002","8","20010003"
"22002","1","72010002","2","20010004"
"91002","30","72010003","8","20010005"
"22002","1","72010003","2","20010006"
"91002","30","72010004","8","20010007"
"22002","1","72010004","2","20010008"
"91002","30","72010005","8","20010009"
"22002","1","72010005","2","20010010"
"91002","30","72010006","8","20010011"
"22002","1","72010006","2","20010012"
"91002","30","72010007","8","20010013"
"22002","1","72010007","2","20010014"
"91002","30","72010008","8","20010015"
"22002","1","72010008","2","20010016"
"91002","30","72010009","8","20010017"
"22002","1","72010009","2","20010018"
"91002","30","72010010","8","20010019"
"22002","1","72010010","2","20010020"
"91002","30","72010011","8","20010021"
"22002","1","72010011","2","20010022"
"91002","30","72010012","8","20010023"
"22002","1","72010012","2","20010024"
"91002","30","72010013","8","20010025"
"22002","1","72010013","2","20010026"
"91002","30","72010014","8","20010027"
"22002","1","72010014","2","20010028"
"91002","200","72010015","8","20010029"
"22002","1","72010015","2","20010030"
"91002","60","72010016","8","20010031"
"22002","2","72010016","2","20010032"
"91002","60","72010017","8","20010033"
"22002","2","72010017","2","20010034"
"91002","60","72010018","8","20010035"
"22002","2","72010018","2","20010036"
"91002","60","72010019","8","20010037"
"22002","2","72010019","2","20010038"
"91002","300","72010020","8","20010039"
"22002","2","72010020","2","20010040"
"108901","1","72010021","1","20010041"
"31089","10","72010022","2","20010042"
"31002","10","72010022","2","20010043"
"31089","10","72010023","2","20010044"
"31002","10","72010023","2","20010045"
"91002","30","72011001","8","20011001"
"22002","1","72011001","2","20011002"
"91002","30","72011002","8","20011003"
"22002","1","72011002","2","20011004"
"91002","30","72011003","8","20011005"
"22002","1","72011003","2","20011006"
"91002","30","72011004","8","20011007"
"22002","1","72011004","2","20011008"
"91002","30","72011005","8","20011009"
"22002","1","72011005","2","20011010"
"91002","30","72011006","8","20011011"
"22002","1","72011006","2","20011012"
"91002","30","72011007","8","20011013"
"22002","1","72011007","2","20011014"
"91002","30","72011008","8","20011015"
"22002","1","72011008","2","20011016"
"91002","30","72011009","8","20011017"
"22002","1","72011009","2","20011018"
"91002","30","72011010","8","20011019"
"22002","1","72011010","2","20011020"
"91002","30","72011011","8","20011021"
"22002","1","72011011","2","20011022"
"91002","30","72011012","8","20011023"
"22002","1","72011012","2","20011024"
"91002","30","72011013","8","20011025"
"22002","1","72011013","2","20011026"
"91002","30","72011014","8","20011027"
"22002","1","72011014","2","20011028"
"91002","200","72011015","8","20011029"
"22002","1","72011015","2","20011030"
"91002","60","72011016","8","20011031"
"22002","2","72011016","2","20011032"
"91002","60","72011017","8","20011033"
"22002","2","72011017","2","20011034"
"91002","60","72011018","8","20011035"
"22002","2","72011018","2","20011036"
"91002","60","72011019","8","20011037"
"22002","2","72011019","2","20011038"
"91002","300","72011020","8","20011039"
"22002","2","72011020","2","20011040"
"109001","1","72011021","1","20011041"
"31090","10","72011022","2","20011042"
"31011","10","72011022","2","20011043"
"31090","10","72011023","2","20011044"
"31011","10","72011023","2","20011045"
"91002","30","72012001","8","20012001"
"22002","1","72012001","2","20012002"
"91002","30","72012002","8","20012003"
"22002","1","72012002","2","20012004"
"91002","30","72012003","8","20012005"
"22002","1","72012003","2","20012006"
"91002","30","72012004","8","20012007"
"22002","1","72012004","2","20012008"
"91002","30","72012005","8","20012009"
"22002","1","72012005","2","20012010"
"91002","30","72012006","8","20012011"
"22002","1","72012006","2","20012012"
"91002","30","72012007","8","20012013"
"22002","1","72012007","2","20012014"
"91002","30","72012008","8","20012015"
"22002","1","72012008","2","20012016"
"91002","30","72012009","8","20012017"
"22002","1","72012009","2","20012018"
"91002","30","72012010","8","20012019"
"22002","1","72012010","2","20012020"
"91002","30","72012011","8","20012021"
"22002","1","72012011","2","20012022"
"91002","30","72012012","8","20012023"
"22002","1","72012012","2","20012024"
"91002","30","72012013","8","20012025"
"22002","1","72012013","2","20012026"
"91002","30","72012014","8","20012027"
"22002","1","72012014","2","20012028"
"91002","200","72012015","8","20012029"
"22002","1","72012015","2","20012030"
"91002","60","72012016","8","20012031"
"22002","2","72012016","2","20012032"
"91002","60","72012017","8","20012033"
"22002","2","72012017","2","20012034"
"91002","60","72012018","8","20012035"
"22002","2","72012018","2","20012036"
"91002","60","72012019","8","20012037"
"22002","2","72012019","2","20012038"
"91002","300","72012020","8","20012039"
"22002","2","72012020","2","20012040"
"31043","5","72012021","2","20012041"
"31008","5","72012021","2","20012042"
"31043","5","72012022","2","20012043"
"31008","5","72012022","2","20012044"
"31043","10","72012023","2","20012045"
"31008","10","72012023","2","20012046"
"91002","30","72013001","8","20013001"
"22002","1","72013001","2","20013002"
"91002","30","72013002","8","20013003"
"22002","1","72013002","2","20013004"
"91002","30","72013003","8","20013005"
"22002","1","72013003","2","20013006"
"91002","30","72013004","8","20013007"
"22002","1","72013004","2","20013008"
"91002","30","72013005","8","20013009"
"22002","1","72013005","2","20013010"
"91002","30","72013006","8","20013011"
"22002","1","72013006","2","20013012"
"91002","30","72013007","8","20013013"
"22002","1","72013007","2","20013014"
"91002","30","72013008","8","20013015"
"22002","1","72013008","2","20013016"
"91002","30","72013009","8","20013017"
"22002","1","72013009","2","20013018"
"91002","30","72013010","8","20013019"
"22002","1","72013010","2","20013020"
"91002","30","72013011","8","20013021"
"22002","1","72013011","2","20013022"
"91002","30","72013012","8","20013023"
"22002","1","72013012","2","20013024"
"91002","30","72013013","8","20013025"
"22002","1","72013013","2","20013026"
"91002","30","72013014","8","20013027"
"22002","1","72013014","2","20013028"
"91002","200","72013015","8","20013029"
"22002","1","72013015","2","20013030"
"91002","60","72013016","8","20013031"
"22002","2","72013016","2","20013032"
"91002","60","72013017","8","20013033"
"22002","2","72013017","2","20013034"
"91002","60","72013018","8","20013035"
"22002","2","72013018","2","20013036"
"91002","60","72013019","8","20013037"
"22002","2","72013019","2","20013038"
"91002","300","72013020","8","20013039"
"22002","2","72013020","2","20013040"
"109301","1","72013021","1","20013041"
"31093","10","72013022","2","20013042"
"31018","10","72013022","2","20013043"
"31093","10","72013023","2","20013044"
"31018","10","72013023","2","20013045"
"91002","30","72014001","8","20014001"
"22002","1","72014001","2","20014002"
"91002","30","72014002","8","20014003"
"22002","1","72014002","2","20014004"
"91002","30","72014003","8","20014005"
"22002","1","72014003","2","20014006"
"91002","30","72014004","8","20014007"
"22002","1","72014004","2","20014008"
"91002","30","72014005","8","20014009"
"22002","1","72014005","2","20014010"
"91002","30","72014006","8","20014011"
"22002","1","72014006","2","20014012"
"91002","30","72014007","8","20014013"
"22002","1","72014007","2","20014014"
"91002","30","72014008","8","20014015"
"22002","1","72014008","2","20014016"
"91002","30","72014009","8","20014017"
"22002","1","72014009","2","20014018"
"91002","30","72014010","8","20014019"
"22002","1","72014010","2","20014020"
"91002","30","72014011","8","20014021"
"22002","1","72014011","2","20014022"
"91002","30","72014012","8","20014023"
"22002","1","72014012","2","20014024"
"91002","30","72014013","8","20014025"
"22002","1","72014013","2","20014026"
"91002","30","72014014","8","20014027"
"22002","1","72014014","2","20014028"
"91002","200","72014015","8","20014029"
"22002","1","72014015","2","20014030"
"91002","60","72014016","8","20014031"
"22002","2","72014016","2","20014032"
"91002","60","72014017","8","20014033"
"22002","2","72014017","2","20014034"
"91002","60","72014018","8","20014035"
"22002","2","72014018","2","20014036"
"91002","60","72014019","8","20014037"
"22002","2","72014019","2","20014038"
"91002","300","72014020","8","20014039"
"22002","2","72014020","2","20014040"
"31053","5","72014021","2","20014041"
"31045","5","72014021","2","20014042"
"31053","5","72014022","2","20014043"
"31045","5","72014022","2","20014044"
"31053","10","72014023","2","20014045"
"31045","10","72014023","2","20014046"
"91002","30","72015001","8","20015001"
"22002","1","72015001","2","20015002"
"91002","30","72015002","8","20015003"
"22002","1","72015002","2","20015004"
"91002","30","72015003","8","20015005"
"22002","1","72015003","2","20015006"
"91002","30","72015004","8","20015007"
"22002","1","72015004","2","20015008"
"91002","30","72015005","8","20015009"
"22002","1","72015005","2","20015010"
"91002","30","72015006","8","20015011"
"22002","1","72015006","2","20015012"
"91002","30","72015007","8","20015013"
"22002","1","72015007","2","20015014"
"91002","30","72015008","8","20015015"
"22002","1","72015008","2","20015016"
"91002","30","72015009","8","20015017"
"22002","1","72015009","2","20015018"
"91002","30","72015010","8","20015019"
"22002","1","72015010","2","20015020"
"91002","30","72015011","8","20015021"
"22002","1","72015011","2","20015022"
"91002","30","72015012","8","20015023"
"22002","1","72015012","2","20015024"
"91002","30","72015013","8","20015025"
"22002","1","72015013","2","20015026"
"91002","30","72015014","8","20015027"
"22002","1","72015014","2","20015028"
"91002","200","72015015","8","20015029"
"22002","1","72015015","2","20015030"
"91002","60","72015016","8","20015031"
"22002","2","72015016","2","20015032"
"91002","60","72015017","8","20015033"
"22002","2","72015017","2","20015034"
"91002","60","72015018","8","20015035"
"22002","2","72015018","2","20015036"
"91002","60","72015019","8","20015037"
"22002","2","72015019","2","20015038"
"91002","300","72015020","8","20015039"
"22002","2","72015020","2","20015040"
"110101","1","72015021","1","20015041"
"31101","10","72015022","2","20015042"
"31050","10","72015022","2","20015043"
"31101","10","72015023","2","20015044"
"31050","10","72015023","2","20015045"
"91002","30","72016001","8","20016001"
"22002","1","72016001","2","20016002"
"91002","30","72016002","8","20016003"
"22002","1","72016002","2","20016004"
"91002","30","72016003","8","20016005"
"22002","1","72016003","2","20016006"
"91002","30","72016004","8","20016007"
"22002","1","72016004","2","20016008"
"91002","30","72016005","8","20016009"
"22002","1","72016005","2","20016010"
"91002","30","72016006","8","20016011"
"22002","1","72016006","2","20016012"
"91002","30","72016007","8","20016013"
"22002","1","72016007","2","20016014"
"91002","30","72016008","8","20016015"
"22002","1","72016008","2","20016016"
"91002","30","72016009","8","20016017"
"22002","1","72016009","2","20016018"
"91002","30","72016010","8","20016019"
"22002","1","72016010","2","20016020"
"91002","30","72016011","8","20016021"
"22002","1","72016011","2","20016022"
"91002","30","72016012","8","20016023"
"22002","1","72016012","2","20016024"
"91002","30","72016013","8","20016025"
"22002","1","72016013","2","20016026"
"91002","30","72016014","8","20016027"
"22002","1","72016014","2","20016028"
"91002","200","72016015","8","20016029"
"22002","1","72016015","2","20016030"
"91002","60","72016016","8","20016031"
"22002","2","72016016","2","20016032"
"91002","60","72016017","8","20016033"
"22002","2","72016017","2","20016034"
"91002","60","72016018","8","20016035"
"22002","2","72016018","2","20016036"
"91002","60","72016019","8","20016037"
"22002","2","72016019","2","20016038"
"91002","300","72016020","8","20016039"
"22002","2","72016020","2","20016040"
"110501","1","72016021","1","20016041"
"31105","10","72016022","2","20016042"
"31014","10","72016022","2","20016043"
"31105","10","72016023","2","20016044"
"31014","10","72016023","2","20016045"
"1704","1","72016024","7","20016046"
"1705","1","72016025","7","20016047"
"1706","1","72016026","7","20016048"
"1707","1","72016027","7","20016049"
"91002","30","72017001","8","20017001"
"22002","1","72017001","2","20017002"
"91002","30","72017002","8","20017003"
"22002","1","72017002","2","20017004"
"91002","30","72017003","8","20017005"
"22002","1","72017003","2","20017006"
"91002","30","72017004","8","20017007"
"22002","1","72017004","2","20017008"
"91002","30","72017005","8","20017009"
"22002","1","72017005","2","20017010"
"91002","30","72017006","8","20017011"
"22002","1","72017006","2","20017012"
"91002","30","72017007","8","20017013"
"22002","1","72017007","2","20017014"
"91002","30","72017008","8","20017015"
"22002","1","72017008","2","20017016"
"91002","30","72017009","8","20017017"
"22002","1","72017009","2","20017018"
"91002","30","72017010","8","20017019"
"22002","1","72017010","2","20017020"
"91002","30","72017011","8","20017021"
"22002","1","72017011","2","20017022"
"91002","30","72017012","8","20017023"
"22002","1","72017012","2","20017024"
"91002","30","72017013","8","20017025"
"22002","1","72017013","2","20017026"
"91002","30","72017014","8","20017027"
"22002","1","72017014","2","20017028"
"91002","200","72017015","8","20017029"
"22002","1","72017015","2","20017030"
"91002","60","72017016","8","20017031"
"22002","2","72017016","2","20017032"
"91002","60","72017017","8","20017033"
"22002","2","72017017","2","20017034"
"91002","60","72017018","8","20017035"
"22002","2","72017018","2","20017036"
"91002","60","72017019","8","20017037"
"22002","2","72017019","2","20017038"
"91002","300","72017020","8","20017039"
"22002","2","72017020","2","20017040"
"31056","5","72017021","2","20017041"
"31040","5","72017021","2","20017042"
"31056","5","72017022","2","20017043"
"31040","5","72017022","2","20017044"
"31056","10","72017023","2","20017045"
"31040","10","72017023","2","20017046"
"91002","30","72018001","8","20018001"
"22002","1","72018001","2","20018002"
"91002","30","72018002","8","20018003"
"22002","1","72018002","2","20018004"
"91002","30","72018003","8","20018005"
"22002","1","72018003","2","20018006"
"91002","30","72018004","8","20018007"
"22002","1","72018004","2","20018008"
"91002","30","72018005","8","20018009"
"22002","1","72018005","2","20018010"
"91002","30","72018006","8","20018011"
"22002","1","72018006","2","20018012"
"91002","30","72018007","8","20018013"
"22002","1","72018007","2","20018014"
"91002","30","72018008","8","20018015"
"22002","1","72018008","2","20018016"
"91002","30","72018009","8","20018017"
"22002","1","72018009","2","20018018"
"91002","30","72018010","8","20018019"
"22002","1","72018010","2","20018020"
"91002","30","72018011","8","20018021"
