82b5612105d0c6616f01f103f9c7fb935025fa0350979fa56659ea9fcab28b9e,d955bdb2183503d956536c4214853016662919e66e5b9c65ddf1ad1e125f58ce,383aa60d3959c3fbe52ae9a90778c56d5ffe8ab606e6a135de4709f467f85edd,c14d7e7c2467997e4a6ae682ffd54bb221f7ff0b8ba75d64257401c2e07f7abd,3a8657c5db0ef5ff40083692211564d1b16805c6f3bfcd8ce6d89e914bb6b9aa,8ab6c0f5c6c55f7fbee21d62918eb69d0268e603334831c4db898334a8c0bb7c,69167f64c19935870b0ea0dc75a8ccfd3468f93db5f1aff158f000a6618eefba,b142d7faea93fb0063f3c684af5d69a48a0fd28a4219f7b35c471fc3cbd35ca4,4258c5906bbb6907784c374023eb0a79a96c88f35cbf167cf03e6195185abb16,14cb9bbe5604425eb943aee183355787a3d1e4ffb2e990a866172249435f7a52,824faa35450cad16494fd519972c2e6325c20ebecb643e4791a1b5e2de5a61ad,78440c7acbffb271e2ebccffe4d089280dcf657f5701584d1bb22dc64a3d8b0c,d33bdeba96669a6aa178ebe6544aeded1cfd203a1dd60ab7bc76e351ffc7752b,f3923429ff5c2fd5117a427ed9a323f346b9127237319795218c50155a2c32ab,145274c5cbf83b8a058653fe6c9f51de8d3a6cb881272679718304cbadf0341a,6ae671c4b7243f6b5bb6c06f4c75f0728607ed7a8d2e47ce08b799c85181f02f,46de4925528e086579c46230ead517a30a95185bf05e85954cbf4043fadb9cd4,fc3cc6d5498792b9314a08aa8039ae5ec4cdb1ed028e00d558b5983d3a5f4de6,c2b1e60f6ef0be98aadd183d56fbfbe35a6869893759989c563d6489ed371459,eb482410987c4bf6d918d34d30f9325f54f883128f72a18edb5e1449e1490a95
"0.8","-100","0","103123","0.8","770113001","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770113101","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770113201","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","1"
"0.8","-100","0","103123","1","770113301","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770113401","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","1"
"0.8","-100","0","103123","1.2","770113501","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","1","-225","0.8"
"0.8","-100","0","103123","1","770113601","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770113701","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770113801","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770113901","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770114001","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770114101","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770114201","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770114301","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770114401","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770114501","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770114601","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770114701","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770114801","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","-10","101201","0.8","770120101","0","0","0","0","101201","0","1.2","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","-20","81003801","0.8","770120201","0","0","0","0","81003801","0","1.6","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","0","81000506","0.8","770120301","0","0","0","0","81000506","0","1.4","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","-20","81003301","0.8","770120401","0","0","0","5","81003301","0","1.1","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","140","81005602","0.8","770120501","0","0","0","-140","81005602","0","1.8","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","10","100198","0.8","770120601","0","0","0","5","100198","0","1.2","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770120701","0","0","400","-400","103121","200","1","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","0.8","770120801","0","0","400","-400","103121","200","0.8","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","0.8","770120901","0","0","400","-400","103121","200","0.8","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","0.8","770121001","0","0","400","-400","103121","200","0.8","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","1","770121101","0","0","400","-400","103121","200","1","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","0.8","770121201","0","0","400","-400","103121","200","1","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","0.8","770210101","0","0","0","-300","103121","0","1","300","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"1","-100","0","103123","0.8","770210201","0","0","0","-300","103121","0","0.8","300","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","1","770210301","0","0","0","-300","103121","0","1","300","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770210401","0","0","0","-450","103121","450","1","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"1","-100","0","103123","0.8","770210501","0","0","0","-450","103121","450","0.8","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"1","-100","0","103123","1.2","770210601","0","0","0","-450","103121","450","0.8","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"1","-100","0","103123","0.8","770210701","0","0","0","-450","103121","450","1","150","0","バトルマス（NORMAL）","0","0.8","-150","1"
"0.8","-100","0","103123","0.8","770210801","0","0","0","-450","103121","450","1","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"0.8","-100","0","103123","0.8","770210901","0","0","0","-450","103121","450","1","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"0.8","-100","0","103123","1","770211001","0","0","0","-450","103121","450","1.2","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"0.8","-100","0","103123","1","770211101","0","0","0","-450","103121","450","1","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"0.8","-100","0","103123","0.8","770211201","0","0","0","-450","103121","450","0.8","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"1.2","-100","0","103123","1","770211301","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770211401","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770211501","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","1","770211601","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"1.2","-100","0","103123","0.8","770211701","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"1","-100","0","103123","1","770211801","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","1.2","770211901","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","1","770212001","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770212101","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770212201","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770212301","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770212401","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770212501","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","1.2","770212601","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770212701","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","1.2","770212801","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770212901","0","0","450","-450","103121","225","1.2","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770213001","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770213101","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770213201","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","1"
"0.8","-100","0","103123","1","770213301","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770213401","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","1"
"0.8","-100","0","103123","1.2","770213501","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","1","-225","0.8"
"0.8","-100","0","103123","1","770213601","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770213701","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770213801","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770213901","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770214001","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770214101","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770214201","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770214301","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770214401","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770214501","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770214601","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770214701","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770214801","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","-10","101201","0.8","770220101","0","0","0","0","101201","0","1.2","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","-20","81003801","0.8","770220201","0","0","0","0","81003801","0","1.6","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","0","81000506","0.8","770220301","0","0","0","0","81000506","0","1.4","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","-20","81003301","0.8","770220401","0","0","0","5","81003301","0","1.1","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","140","81005602","0.8","770220501","0","0","0","-140","81005602","0","1.8","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","10","100198","0.8","770220601","0","0","0","5","100198","0","1.2","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770220701","0","0","400","-400","103121","200","1","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","0.8","770220801","0","0","400","-400","103121","200","0.8","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","0.8","770220901","0","0","400","-400","103121","200","0.8","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","0.8","770221001","0","0","400","-400","103121","200","0.8","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","1","770221101","0","0","400","-400","103121","200","1","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","0.8","770221201","0","0","400","-400","103121","200","1","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","0.8","770310101","0","0","0","-300","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"1","-100","0","103123","0.8","770310201","0","0","0","-300","103121","0","0.8","300","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","1","770310301","0","0","0","-300","103121","0","1","300","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770310401","0","0","0","-450","103121","450","1","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"1","-100","0","103123","0.8","770310501","0","0","0","-450","103121","450","0.8","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"1","-100","0","103123","1.2","770310601","0","0","0","-450","103121","450","0.8","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"1","-100","0","103123","0.8","770310701","0","0","0","-450","103121","450","1","150","0","バトルマス（NORMAL）","0","0.8","-150","1"
"0.8","-100","0","103123","0.8","770310801","0","0","0","-450","103121","450","1","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"0.8","-100","0","103123","0.8","770310901","0","0","0","-450","103121","450","1","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"0.8","-100","0","103123","1","770311001","0","0","0","-450","103121","450","1.2","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"0.8","-100","0","103123","1","770311101","0","0","0","-450","103121","450","1","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"0.8","-100","0","103123","0.8","770311201","0","0","0","-450","103121","450","0.8","150","0","バトルマス（NORMAL）","0","0.8","-150","0.8"
"1.2","-100","0","103123","1","770311301","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770311401","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770311501","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","1","770311601","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"1.2","-100","0","103123","0.8","770311701","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"1","-100","0","103123","1","770311801","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","1.2","770311901","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","1","770312001","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770312101","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770312201","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770312301","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770312401","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770312501","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","1.2","770312601","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770312701","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","1.2","770312801","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770312901","0","0","450","-450","103121","225","1.2","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770313001","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770313101","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770313201","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","1"
"0.8","-100","0","103123","1","770313301","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770313401","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","0.8","-225","1"
"0.8","-100","0","103123","1.2","770313501","0","0","450","-450","103121","225","0.8","0","0","バトルマス（NORMAL）","0","1","-225","0.8"
"0.8","-100","0","103123","1","770313601","0","0","450","-450","103121","225","1","0","0","バトルマス（NORMAL）","0","0.8","-225","0.8"
"0.8","-100","0","103123","0.8","770313701","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770313801","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770313901","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770314001","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770314101","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770314201","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770314301","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770314401","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770314501","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770314601","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770314701","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770314801","0","0","0","0","103121","0","0.8","-1","0","バトルマス（NORMAL）","0","0.8","0","0.8"
"0.8","-100","-10","101201","0.8","770320101","0","0","0","0","101201","0","1.2","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","-20","81003801","0.8","770320201","0","0","0","0","81003801","0","1.6","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","0","81000506","0.8","770320301","0","0","0","0","81000506","0","1.4","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","-20","81003301","0.8","770320401","0","0","0","5","81003301","0","1.1","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","140","81005602","0.8","770320501","0","0","0","-140","81005602","0","1.8","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","10","100198","0.8","770320601","0","0","0","5","100198","0","1.2","-1","0","バトルマス（EXTREME）","0","0.8","0","0.8"
"0.8","-100","0","103123","0.8","770320701","0","0","400","-400","103121","200","1","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","0.8","770320801","0","0","400","-400","103121","200","0.8","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","0.8","770320901","0","0","400","-400","103121","200","0.8","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","0.8","770321001","0","0","400","-400","103121","200","0.8","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
"0.8","-100","0","103123","1","770321101","0","0","400","-400","103121","200","1","0","0","バトルマス（EXTREME）","0","0.8","-200","0.8"
