618d0dc0cec8d205cb195bd6e5aacb7b7a3642f1d9fe8b54931daadd5be5951a,b37f35d23e0949266b5eeedd362ef977d323d7742dbe45a33a94aede4ccebfc4,c0ad0670e5388b4ff5395e5ae01fc451939baa671f49382f3d400a861b42c9ea,a13f12e21a8800201a19981b152e364121d14a0e3a40b17adc389304a10ec5ac,e26e170ba5506666478c36d0f3f6d2ac23bcf91174dae2ab95a72014cf09929d,0ead26e3740cd3b318c1c3b8edff01e82c22d962551a411eae009b8caaf363c3,a28fcf92003a3017e2f97ddb407e6ef541a43b923ba83e1df0ec22cdfbcbbf9d,6df7dfc48853e144e5221a8f6c47af9b762f9374e48df2c3062028c19b04efaa
"5","440","0","0","0","0","4","3751"
"2","44","0","0","0","0","1","3811"
"2","88","0","0","0","0","1","3821"
"2","132","0","0","0","0","1","3831"
"2","176","0","0","0","0","1","3841"
"2","220","0","0","0","0","1","3851"
"3","86","0","0","0","0","4","3911"
"3","172","0","0","0","0","4","3921"
"3","258","0","0","0","0","4","3931"
"3","344","0","0","0","0","4","3941"
"3","430","0","0","0","0","4","3951"
"5","36","0","0","0","0","3","4011"
"5","72","0","0","0","0","3","4021"
"5","108","0","0","0","0","3","4031"
"5","144","0","0","0","0","3","4041"
"5","180","0","0","0","0","3","4051"
"2","10","0","0","0","0","7","4111"
"2","20","0","0","0","0","7","4121"
"2","30","0","0","0","0","7","4131"
"2","40","0","0","0","0","7","4141"
"2","50","0","0","0","0","7","4151"
"1","88","0","0","0","0","2","4211"
"1","176","0","0","0","0","2","4221"
"1","264","0","0","0","0","2","4231"
"1","352","0","0","0","0","2","4241"
"1","440","0","0","0","0","2","4251"
"4","38","0","0","0","0","3","4311"
"4","76","0","0","0","0","3","4321"
"4","114","0","0","0","0","3","4331"
"4","152","0","0","0","0","3","4341"
"4","190","0","0","0","0","3","4351"
"5","58","0","0","0","0","1","4411"
"5","116","0","0","0","0","1","4421"
"5","174","0","0","0","0","1","4431"
"5","232","0","0","0","0","1","4441"
"5","290","0","0","0","0","1","4451"
"2","88","0","0","0","0","2","4511"
"2","176","0","0","0","0","2","4521"
"2","264","0","0","0","0","2","4531"
"2","352","0","0","0","0","2","4541"
"2","440","0","0","0","0","2","4551"
"3","86","0","0","0","0","2","4611"
"3","172","0","0","0","0","2","4621"
"3","258","0","0","0","0","2","4631"
"3","344","0","0","0","0","2","4641"
"3","430","0","0","0","0","2","4651"
"4","10","0","0","0","0","7","4711"
"4","20","0","0","0","0","7","4721"
"4","30","0","0","0","0","7","4731"
"4","40","0","0","0","0","7","4741"
"4","50","0","0","0","0","7","4751"
"1","38","0","0","0","0","3","4811"
"1","76","0","0","0","0","3","4821"
"1","114","0","0","0","0","3","4831"
"1","152","0","0","0","0","3","4841"
"1","190","0","0","0","0","3","4851"
"2","38","0","0","0","0","5","4911"
"2","76","0","0","0","0","5","4921"
"2","114","0","0","0","0","5","4931"
"2","152","0","0","0","0","5","4941"
"2","190","0","0","0","0","5","4951"
"5","86","0","0","0","0","2","5011"
"5","172","0","0","0","0","2","5021"
"5","258","0","0","0","0","2","5031"
"5","344","0","0","0","0","2","5041"
"5","430","0","0","0","0","2","5051"
"1","88","0","0","0","0","4","5111"
"1","176","0","0","0","0","4","5121"
"1","264","0","0","0","0","4","5131"
"1","352","0","0","0","0","4","5141"
"1","440","0","0","0","0","4","5151"
"3","36","0","0","0","0","3","5211"
"3","72","0","0","0","0","3","5221"
"3","108","0","0","0","0","3","5231"
"3","144","0","0","0","0","3","5241"
"3","180","0","0","0","0","3","5251"
"4","15","0","0","0","0","7","5311"
"4","30","0","0","0","0","7","5321"
"4","45","0","0","0","0","7","5331"
"4","60","0","0","0","0","7","5341"
"4","75","0","0","0","0","7","5351"
"1","1","2","5","4","3","101","5411"
"1","2","2","5","4","3","101","5421"
"1","3","2","5","4","3","101","5431"
"1","90","0","0","0","0","4","5511"
"1","180","0","0","0","0","4","5521"
"1","270","0","0","0","0","4","5531"
"1","360","0","0","0","0","4","5541"
"1","450","0","0","0","0","4","5551"
"2","1","0","0","0","0","100","5611"
"2","2","0","0","0","0","100","5621"
"5","10","0","0","0","0","6","5711"
"5","20","0","0","0","0","6","5721"
"5","30","0","0","0","0","6","5731"
"5","40","0","0","0","0","6","5741"
"5","50","0","0","0","0","6","5751"
"2","90","0","0","0","0","2","5811"
"2","180","0","0","0","0","2","5821"
"2","270","0","0","0","0","2","5831"
"2","360","0","0","0","0","2","5841"
"2","450","0","0","0","0","2","5851"
"3","48","0","0","0","0","1","5911"
"3","96","0","0","0","0","1","5921"
"3","144","0","0","0","0","1","5931"
"3","192","0","0","0","0","1","5941"
"3","240","0","0","0","0","1","5951"
"5","1","0","0","0","0","101","6011"
"5","2","0","0","0","0","101","6021"
"1","90","0","0","0","0","2","6111"
"1","180","0","0","0","0","2","6121"
"1","270","0","0","0","0","2","6131"
"1","360","0","0","0","0","2","6141"
"1","450","0","0","0","0","2","6151"
"2","38","0","0","0","0","3","6211"
"2","76","0","0","0","0","3","6221"
"2","114","0","0","0","0","3","6231"
"2","152","0","0","0","0","3","6241"
"2","190","0","0","0","0","3","6251"
"3","88","0","0","0","0","2","6311"
"3","176","0","0","0","0","2","6321"
"3","264","0","0","0","0","2","6331"
"3","352","0","0","0","0","2","6341"
"3","440","0","0","0","0","2","6351"
"4","88","0","0","0","0","2","6411"
"4","176","0","0","0","0","2","6421"
"4","264","0","0","0","0","2","6431"
"4","352","0","0","0","0","2","6441"
"4","440","0","0","0","0","2","6451"
"1","10","0","0","0","0","7","6511"
"1","20","0","0","0","0","7","6521"
"1","30","0","0","0","0","7","6531"
"1","40","0","0","0","0","7","6541"
"1","50","0","0","0","0","7","6551"
"4","1","0","0","0","0","100","6611"
"5","36","0","0","0","0","5","6711"
"5","72","0","0","0","0","5","6721"
"5","108","0","0","0","0","5","6731"
"5","144","0","0","0","0","5","6741"
"5","180","0","0","0","0","5","6751"
"1","36","0","0","0","0","5","6811"
"1","72","0","0","0","0","5","6821"
"1","108","0","0","0","0","5","6831"
"1","144","0","0","0","0","5","6841"
"1","180","0","0","0","0","5","6851"
"2","86","0","0","0","0","4","6911"
"2","172","0","0","0","0","4","6921"
"2","258","0","0","0","0","4","6931"
"2","344","0","0","0","0","4","6941"
"2","430","0","0","0","0","4","6951"
"4","10","0","0","0","0","6","7011"
"4","20","0","0","0","0","6","7021"
"4","30","0","0","0","0","6","7031"
"4","40","0","0","0","0","6","7041"
"4","50","0","0","0","0","6","7051"
"1","10","0","0","0","0","6","7111"
"1","20","0","0","0","0","6","7121"
"1","30","0","0","0","0","6","7131"
"1","40","0","0","0","0","6","7141"
"1","50","0","0","0","0","6","7151"
"3","1","0","0","0","0","101","7211"
"3","38","0","0","0","0","3","7311"
"3","76","0","0","0","0","3","7321"
"3","114","0","0","0","0","3","7331"
"3","152","0","0","0","0","3","7341"
"3","190","0","0","0","0","3","7351"
"4","56","0","0","0","0","1","7411"
"4","112","0","0","0","0","1","7421"
"4","168","0","0","0","0","1","7431"
"4","224","0","0","0","0","1","7441"
"4","280","0","0","0","0","1","7451"
"2","40","0","0","0","0","5","7511"
"2","80","0","0","0","0","5","7521"
"2","120","0","0","0","0","5","7531"
"2","160","0","0","0","0","5","7541"
"2","200","0","0","0","0","5","7551"
"4","90","0","0","0","0","4","7611"
"4","180","0","0","0","0","4","7621"
"4","270","0","0","0","0","4","7631"
"4","360","0","0","0","0","4","7641"
"4","450","0","0","0","0","4","7651"
"5","1","0","0","0","0","100","7711"
"1","1","0","0","0","0","101","7811"
"1","2","0","0","0","0","101","7821"
"4","40","0","0","0","0","3","7911"
"4","80","0","0","0","0","3","7921"
"4","120","0","0","0","0","3","7931"
"4","160","0","0","0","0","3","7941"
"4","200","0","0","0","0","3","7951"
"3","10","0","0","0","0","7","8011"
"3","20","0","0","0","0","7","8021"
"3","30","0","0","0","0","7","8031"
"3","40","0","0","0","0","7","8041"
"3","50","0","0","0","0","7","8051"
"5","38","0","0","0","0","3","8111"
"5","76","0","0","0","0","3","8121"
"5","114","0","0","0","0","3","8131"
"5","152","0","0","0","0","3","8141"
"5","190","0","0","0","0","3","8151"
"1","15","2","5","4","3","6","8211"
"1","30","2","5","4","3","6","8221"
"1","45","2","5","4","3","6","8231"
"1","60","2","5","4","3","6","8241"
"1","75","2","5","4","3","6","8251"
"2","10","0","0","0","0","6","8311"
"2","20","0","0","0","0","6","8321"
"2","30","0","0","0","0","6","8331"
"2","40","0","0","0","0","6","8341"
"2","50","0","0","0","0","6","8351"
"4","58","0","0","0","0","1","8411"
"4","116","0","0","0","0","1","8421"
"4","174","0","0","0","0","1","8431"
"4","232","0","0","0","0","1","8441"
"4","290","0","0","0","0","1","8451"
"1","92","0","0","0","0","2","8511"
"1","184","0","0","0","0","2","8521"
"1","276","0","0","0","0","2","8531"
"1","368","0","0","0","0","2","8541"
"1","460","0","0","0","0","2","8551"
"3","40","0","0","0","0","5","8611"
"3","80","0","0","0","0","5","8621"
"3","120","0","0","0","0","5","8631"
"3","160","0","0","0","0","5","8641"
"3","200","0","0","0","0","5","8651"
"1","46","0","0","0","0","1","8711"
"1","92","0","0","0","0","1","8721"
"1","138","0","0","0","0","1","8731"
"1","184","0","0","0","0","1","8741"
"1","230","0","0","0","0","1","8751"
"2","15","0","0","0","0","7","8811"
"2","30","0","0","0","0","7","8821"
"2","45","0","0","0","0","7","8831"
"2","60","0","0","0","0","7","8841"
"2","75","0","0","0","0","7","8851"
"5","90","0","0","0","0","4","8911"
"5","180","0","0","0","0","4","8921"
"5","270","0","0","0","0","4","8931"
"5","360","0","0","0","0","4","8941"
"5","450","0","0","0","0","4","8951"
"2","88","0","0","0","0","4","9011"
"2","176","0","0","0","0","4","9021"
"2","264","0","0","0","0","4","9031"
"2","352","0","0","0","0","4","9041"
"2","440","0","0","0","0","4","9051"
"3","42","0","0","0","0","5","9111"
"3","84","0","0","0","0","5","9121"
"3","126","0","0","0","0","5","9131"
"3","168","0","0","0","0","5","9141"
"3","210","0","0","0","0","5","9151"
"4","15","0","0","0","0","6","9211"
"4","30","0","0","0","0","6","9221"
"4","45","0","0","0","0","6","9231"
"4","60","0","0","0","0","6","9241"
"4","75","0","0","0","0","6","9251"
"5","40","0","0","0","0","3","9311"
"5","80","0","0","0","0","3","9321"
"5","120","0","0","0","0","3","9331"
"5","160","0","0","0","0","3","9341"
"5","200","0","0","0","0","3","9351"
"1","38","0","0","0","0","5","9411"
"1","76","0","0","0","0","5","9421"
"1","114","0","0","0","0","5","9431"
"1","152","0","0","0","0","5","9441"
"1","190","0","0","0","0","5","9451"
"3","40","0","0","0","0","3","9511"
"3","80","0","0","0","0","3","9521"
"3","120","0","0","0","0","3","9531"
"3","160","0","0","0","0","3","9541"
"3","200","0","0","0","0","3","9551"
"4","92","0","0","0","0","4","9611"
"4","184","0","0","0","0","4","9621"
"4","276","0","0","0","0","4","9631"
"4","368","0","0","0","0","4","9641"
"4","460","0","0","0","0","4","9651"
"5","15","0","0","0","0","7","9711"
"5","30","0","0","0","0","7","9721"
"5","45","0","0","0","0","7","9731"
"5","60","0","0","0","0","7","9741"
"5","75","0","0","0","0","7","9751"
"2","40","0","0","0","0","3","9811"
"2","80","0","0","0","0","3","9821"
"2","120","0","0","0","0","3","9831"
"2","160","0","0","0","0","3","9841"
"2","200","0","0","0","0","3","9851"
"3","90","0","0","0","0","2","9911"
"3","180","0","0","0","0","2","9921"
"3","270","0","0","0","0","2","9931"
"3","360","0","0","0","0","2","9941"
"3","450","0","0","0","0","2","9951"
"4","90","0","0","0","0","2","10011"
"4","180","0","0","0","0","2","10021"
"4","270","0","0","0","0","2","10031"
"4","360","0","0","0","0","2","10041"
"4","450","0","0","0","0","2","10051"
"1","40","0","0","0","0","5","10111"
"1","80","0","0","0","0","5","10121"
"1","120","0","0","0","0","5","10131"
"1","160","0","0","0","0","5","10141"
"1","200","0","0","0","0","5","10151"
"2","46","0","0","0","0","1","10211"
"2","92","0","0","0","0","1","10221"
"2","138","0","0","0","0","1","10231"
"2","184","0","0","0","0","1","10241"
"2","230","0","0","0","0","1","10251"
"5","42","0","0","0","0","3","10311"
"5","84","0","0","0","0","3","10321"
"5","126","0","0","0","0","3","10331"
"5","168","0","0","0","0","3","10341"
"5","210","0","0","0","0","3","10351"
"3","10","0","0","0","0","6","10411"
"3","20","0","0","0","0","6","10421"
"3","30","0","0","0","0","6","10431"
"3","40","0","0","0","0","6","10441"
"3","50","0","0","0","0","6","10451"
"5","38","0","0","0","0","5","10511"
"5","76","0","0","0","0","5","10521"
"5","114","0","0","0","0","5","10531"
"5","152","0","0","0","0","5","10541"
"5","190","0","0","0","0","5","10551"
"1","15","0","0","0","0","7","10611"
"1","30","0","0","0","0","7","10621"
"1","45","0","0","0","0","7","10631"
"1","60","0","0","0","0","7","10641"
"1","75","0","0","0","0","7","10651"
"2","42","0","0","0","0","5","10711"
"2","84","0","0","0","0","5","10721"
"2","126","0","0","0","0","5","10731"
"2","168","0","0","0","0","5","10741"
"2","210","0","0","0","0","5","10751"
"3","88","0","0","0","0","4","10811"
"3","176","0","0","0","0","4","10821"
"3","264","0","0","0","0","4","10831"
"3","352","0","0","0","0","4","10841"
"3","440","0","0","0","0","4","10851"
"5","88","0","0","0","0","2","10911"
"5","176","0","0","0","0","2","10921"
"5","264","0","0","0","0","2","10931"
"5","352","0","0","0","0","2","10941"
"5","440","0","0","0","0","2","10951"
"1","15","2","5","4","3","7","11011"
"1","30","2","5","4","3","7","11021"
"1","45","2","5","4","3","7","11031"
"1","60","2","5","4","3","7","11041"
"1","75","2","5","4","3","7","11051"
"2","15","0","0","0","0","6","11111"
"2","30","0","0","0","0","6","11121"
"2","45","0","0","0","0","6","11131"
"2","60","0","0","0","0","6","11141"
"2","75","0","0","0","0","6","11151"
"4","92","0","0","0","0","2","11211"
"4","184","0","0","0","0","2","11221"
"4","276","0","0","0","0","2","11231"
"4","368","0","0","0","0","2","11241"
"4","460","0","0","0","0","2","11251"
"5","92","0","0","0","0","4","11311"
"5","184","0","0","0","0","4","11321"
"5","276","0","0","0","0","4","11331"
"5","368","0","0","0","0","4","11341"
"5","460","0","0","0","0","4","11351"
"2","92","0","0","0","0","2","11411"
"2","184","0","0","0","0","2","11421"
"2","276","0","0","0","0","2","11431"
"2","368","0","0","0","0","2","11441"
"2","460","0","0","0","0","2","11451"
"3","90","0","0","0","0","4","11511"
"3","180","0","0","0","0","4","11521"
"3","270","0","0","0","0","4","11531"
"3","360","0","0","0","0","4","11541"
"3","450","0","0","0","0","4","11551"
"4","20","0","0","0","0","7","11611"
"4","40","0","0","0","0","7","11621"
"4","60","0","0","0","0","7","11631"
"4","80","0","0","0","0","7","11641"
"4","100","0","0","0","0","7","11651"
"2","48","0","0","0","0","1","11711"
"2","96","0","0","0","0","1","11721"
"2","144","0","0","0","0","1","11731"
"2","192","0","0","0","0","1","11741"
"2","240","0","0","0","0","1","11751"
"3","15","0","0","0","0","6","11811"
"3","30","0","0","0","0","6","11821"
"3","45","0","0","0","0","6","11831"
"3","60","0","0","0","0","6","11841"
"3","75","0","0","0","0","6","11851"
"5","44","0","0","0","0","3","11911"
"5","88","0","0","0","0","3","11921"
"5","132","0","0","0","0","3","11931"
"5","176","0","0","0","0","3","11941"
"5","220","0","0","0","0","3","11951"
"1","42","0","0","0","0","5","12011"
"1","84","0","0","0","0","5","12021"
"1","126","0","0","0","0","5","12031"
"1","168","0","0","0","0","5","12041"
"1","210","0","0","0","0","5","12051"
"3","92","0","0","0","0","2","12111"
"3","184","0","0","0","0","2","12121"
"3","276","0","0","0","0","2","12131"
"3","368","0","0","0","0","2","12141"
"3","460","0","0","0","0","2","12151"
"4","1","0","0","0","0","100","12211"
"4","2","0","0","0","0","100","12221"
"1","15","0","0","0","0","6","12311"
"1","30","0","0","0","0","6","12321"
"1","45","0","0","0","0","6","12331"
"1","60","0","0","0","0","6","12341"
"1","75","0","0","0","0","6","12351"
"2","90","0","0","0","0","4","12411"
"2","180","0","0","0","0","4","12421"
"2","270","0","0","0","0","4","12431"
"2","360","0","0","0","0","4","12441"
"2","450","0","0","0","0","4","12451"
"3","15","0","0","0","0","7","12511"
"3","30","0","0","0","0","7","12521"
"3","45","0","0","0","0","7","12531"
"3","60","0","0","0","0","7","12541"
"3","75","0","0","0","0","7","12551"
"5","1","0","0","0","0","101","12611"
"5","2","0","0","0","0","101","12621"
"5","3","0","0","0","0","101","12631"
"3","42","0","0","0","0","3","12711"
"3","84","0","0","0","0","3","12721"
"3","126","0","0","0","0","3","12731"
"3","168","0","0","0","0","3","12741"
"3","210","0","0","0","0","3","12751"
"4","38","0","0","0","0","5","12811"
"4","76","0","0","0","0","5","12821"
"4","114","0","0","0","0","5","12831"
"4","152","0","0","0","0","5","12841"
"4","190","0","0","0","0","5","12851"
"1","48","0","0","0","0","1","12911"
"1","96","0","0","0","0","1","12921"
"1","144","0","0","0","0","1","12931"
"1","192","0","0","0","0","1","12941"
"1","240","0","0","0","0","1","12951"
"2","44","0","0","0","0","5","13011"
"2","88","0","0","0","0","5","13021"
"2","132","0","0","0","0","5","13031"
"2","176","0","0","0","0","5","13041"
"2","220","0","0","0","0","5","13051"
"4","20","0","0","0","0","6","13111"
"4","40","0","0","0","0","6","13121"
"4","60","0","0","0","0","6","13131"
"4","80","0","0","0","0","6","13141"
"4","100","0","0","0","0","6","13151"
"5","90","0","0","0","0","2","13211"
"5","180","0","0","0","0","2","13221"
"5","270","0","0","0","0","2","13231"
"5","360","0","0","0","0","2","13241"
"5","450","0","0","0","0","2","13251"
"1","1","0","0","0","0","101","13311"
"1","2","0","0","0","0","101","13321"
"1","3","0","0","0","0","101","13331"
"4","1","0","0","0","0","101","13411"
"5","62","0","0","0","0","1","13511"
"5","124","0","0","0","0","1","13521"
"5","186","0","0","0","0","1","13531"
"5","248","0","0","0","0","1","13541"
"5","310","0","0","0","0","1","13551"
"1","92","0","0","0","0","4","13611"
"1","184","0","0","0","0","4","13621"
"1","276","0","0","0","0","4","13631"
"1","368","0","0","0","0","4","13641"
"1","460","0","0","0","0","4","13651"
"5","40","0","0","0","0","5","13711"
"5","80","0","0","0","0","5","13721"
"5","120","0","0","0","0","5","13731"
"5","160","0","0","0","0","5","13741"
"5","200","0","0","0","0","5","13751"
"1","42","2","5","4","3","5","13811"
"1","84","2","5","4","3","5","13821"
"1","126","2","5","4","3","5","13831"
"1","168","2","5","4","3","5","13841"
"1","210","2","5","4","3","5","13851"
"3","20","0","0","0","0","6","13911"
"3","40","0","0","0","0","6","13921"
"3","60","0","0","0","0","6","13931"
"3","80","0","0","0","0","6","13941"
"3","100","0","0","0","0","6","13951"
"4","40","0","0","0","0","5","14011"
"4","80","0","0","0","0","5","14021"
"4","120","0","0","0","0","5","14031"
"4","160","0","0","0","0","5","14041"
"4","200","0","0","0","0","5","14051"
"1","40","0","0","0","0","3","14111"
"1","80","0","0","0","0","3","14121"
"1","120","0","0","0","0","3","14131"
"1","160","0","0","0","0","3","14141"
"1","200","0","0","0","0","3","14151"
"2","94","0","0","0","0","2","14211"
"2","188","0","0","0","0","2","14221"
"2","282","0","0","0","0","2","14231"
"2","376","0","0","0","0","2","14241"
"2","470","0","0","0","0","2","14251"
"4","62","0","0","0","0","1","14311"
"4","124","0","0","0","0","1","14321"
"4","186","0","0","0","0","1","14331"
"4","248","0","0","0","0","1","14341"
"4","310","0","0","0","0","1","14351"
"5","92","0","0","0","0","2","14411"
"5","184","0","0","0","0","2","14421"
"5","276","0","0","0","0","2","14431"
"5","368","0","0","0","0","2","14441"
"5","460","0","0","0","0","2","14451"
"1","20","0","0","0","0","7","14511"
"1","40","0","0","0","0","7","14521"
"1","60","0","0","0","0","7","14531"
"1","80","0","0","0","0","7","14541"
"1","100","0","0","0","0","7","14551"
"2","46","0","0","0","0","5","14611"
"2","92","0","0","0","0","5","14621"
"2","138","0","0","0","0","5","14631"
"2","184","0","0","0","0","5","14641"
"2","230","0","0","0","0","5","14651"
"3","1","0","0","0","0","101","14711"
"3","2","0","0","0","0","101","14721"
"4","1","0","0","0","0","101","14811"
"4","2","0","0","0","0","101","14821"
"3","50","0","0","0","0","1","14911"
"3","100","0","0","0","0","1","14921"
"3","150","0","0","0","0","1","14931"
"3","200","0","0","0","0","1","14941"
"3","250","0","0","0","0","1","14951"
"5","42","0","0","0","0","5","15011"
"5","84","0","0","0","0","5","15021"
"5","126","0","0","0","0","5","15031"
"5","168","0","0","0","0","5","15041"
"5","210","0","0","0","0","5","15051"
"1","44","0","0","0","0","5","15111"
"1","88","0","0","0","0","5","15121"
"1","132","0","0","0","0","5","15131"
"1","176","0","0","0","0","5","15141"
"1","220","0","0","0","0","5","15151"
"1","1","0","0","0","0","100","15211"
"2","1","0","0","0","0","101","15311"
"2","2","0","0","0","0","101","15321"
"3","94","0","0","0","0","2","15411"
"3","188","0","0","0","0","2","15421"
"3","282","0","0","0","0","2","15431"
"3","376","0","0","0","0","2","15441"
"3","470","0","0","0","0","2","15451"
"4","42","0","0","0","0","5","15511"
