3188e27f69f3d1873d5610ce587e5833edfb2678b8a6b94614f24d417c3e9e20,360fb4c51eeca526c1e800cc0fe0e41190375cfe391e7e078f8cac2d80892670,62515dc5f4e9147f342fdb2b0d44f72de41f8ef78ed3102a94ca386d7d9822fa,631fede82046672a7176b96b580933ee0ca4df8b998a3958e6d729ede2cbcc8e,753d840ccc603ad582f118606c0c996793f5122b10bfddb35401cb464260dbc2,9061f56e324a6e2898629d12872958b19cae70579cf5f58aa16ca1f9ad161398,7a685cf2f73a52990c6a3e355faca04f2a18e82ccba4eab3f90b7a807a1f8582,9b4627e62a9682be977100f5004ab8559b0773a6373d82a9a9d2de9b8aad4ad4,cbe23281ce460a6b0fb4d1f06f7f12a7b086548083f4a56ed291da093b3a79cc
"2112001","0","3000","25","0","2","1","0","1"
"2113001","0","3000","10","0","2","1","0","2"
"2113002","0","0","2113003","0","21","0","0","3000"
"2113003","0","30000","25","0","2","1","0","1"
"2114001","0","3000","-10","0","2","1","0","2"
"2114002","0","0","2114003","0","21","1","0","3000"
"2114003","0","30000","-25","0","2","2","0","1"
"2116001","0","30000","-10","0","2","2","0","1"
"2116002","0","30000","-10","0","2","2","0","2"
"2117001","0","1500","-50","0","2","2","0","3"
"3301001","0","0","3301002","0","21","0","0","300"
"3301002","0","30","1","20","20","0","0","2"
"3301101","0","1","0","100","1","2","0","1"
"3302001","0","1","0","40","1","2","0","1"
"3302002","0","1","0","60","1","2","0","1"
"3303001","0","1","0","12","1","2","0","1"
"3303002","0","1","0","28","1","2","0","1"
"3304001","0","1","0","40","1","2","0","1"
"3304002","0","1","0","100","1","2","0","1"
"3305001","0","0","3305011","0","21","0","0","200"
"3305002","0","0","3305012","0","21","0","0","200"
"3305003","0","0","3305013","0","21","0","0","200"
"3305004","0","0","3305014","0","21","0","0","200"
"3305005","0","0","3305015","0","21","0","0","200"
"3305006","0","0","3305016","0","21","0","0","200"
"3305011","0","26","1","15","20","0","30","2"
"3305012","0","29","1","8","20","0","15","2"
"3305013","0","30","1","0","20","0","0","2"
"3305014","0","29","1","-8","20","0","-15","2"
"3305015","0","26","1","-15","20","0","-30","2"
"3305016","0","180","30000","0","10","1","0","1"
"3305101","0","1","0","20","1","2","0","1"
"3402001","0","274","1","29","20","0","0","2"
"3402101","0","0","500000","0","11","3","0","2000"
"3403001","0","0","3403002","0","21","0","0","200"
"3403002","0","0","200000","0","10","1","0","1"
"4001001","0","0","0","0","4","3","0","0"
"4001002","0","0","99999","0","1","3","0","0"
"4002001","9","9","99999","9","1","3","9","9"
