fbc83c3aa195bc84eb8fda267d523e3cacc6634eceb0b4c5a26fd2556e95a5dc,adbab921a24a6d277d927c62daf168fde0e49fff2aad1adbfa7377361fd6d2bb,24131b9643988ec0c5be93eff8a34d397d0247756431a6305dd33d64e72e932c,6d831d052028063aa670c9327476ddfecd462830c5ff628126d48b073bbba42a,6f3187530c0b05ec98de4fae7341446a792a5a4e8235d9b10bd842ac0377a102,0eadd7c6d5e10666cc2f6a7e6c2899b39746a41de7b18b0e42ebac7647186483,2b29e58532bfde3f01fae17d8443273b85b935bc2dbedddc3b5fbf360cb7fc49,1bc4e82ad5717d7c5695b4cf42b3c33aa785c8733c1170f04e5b882c547dfd9b,90a2c203dab3daa8349c51ec135fe7a9bc34b4935d785aa8e6f76afc11e01e5c,a67b164d246aea5038103f3aabee88a052502d16ab10ee6682fee25acad849a7,295a4ae1aeb2f26b193ac8eb0f47b13349b44deb4e55a904573a7592ae71941b,e31755e3d051cb14e036e2591ca20dbbd1c751f5cce26b55614d88af7c1f1507,7f41f9b8e4f451cae286e8eff81b9a0458614356e806949bf6e01c6860676818,43b4bfdac57c333e6f369745d4104057286ef581e10620fc8cb5c7fb05d2c567,bdaa974b79b5b86ed9adec8ffba212761431d0626cc2bd6573df066b89fe9058,5e7d6a9256256cf54aab3971833013c3fccfed9a806f537fe1262b9fb31c26ef,12472dd9c9c47038319e3897a34badedd0257963aed21e3d1de6bf74273b4e01,ec77bffcb0e3f376336ca11de5a67c0a33de73be4f230d6e08c156ded66c59d4,12133bb8fc5daac5734b714af8e3dac91084549d0782871a4cbac01f7786dc89,a8e28eaa6f5120058bc677cfdd07779c45a3b43c4d9dad7d6beeee78a453e9d6,cfc1885a5aad64b762c9aaee99280d505a069d26f4c2ddabc5390527da15ba02
"6","0","45","91002","0","8","1","0","0","3000","16","2","6","3000","31025","0","0","0","90006","2","1005"
"7","0","46","91002","0","8","1","0","0","3500","18","2","7","3500","31025","0","0","0","90006","2","1005"
"8","0","47","91002","0","8","1","0","0","4000","20","2","8","4000","31025","0","0","0","90006","2","1005"
"9","0","48","91002","0","8","1","0","0","4500","25","2","9","4500","31025","0","0","0","90006","2","1005"
"-1","0","49","91002","0","8","1","0","0","5000","30","2","10","5000","31025","0","0","0","90006","2","1005"
"1","0","50","91002","0","8","1","0","0","500","5","2","1","500","31043","0","0","0","90006","2","1006"
"2","0","51","91002","0","8","1","0","0","1000","8","2","2","1000","31043","0","0","0","90006","2","1006"
"3","0","52","91002","0","8","1","0","0","1500","10","2","3","1500","31043","0","0","0","90006","2","1006"
"4","0","53","91002","0","8","1","0","0","2000","12","2","4","2000","31043","0","0","0","90006","2","1006"
"5","0","54","91002","0","8","1","0","0","2500","14","2","5","2500","31043","0","0","0","90006","2","1006"
"6","0","55","91002","0","8","1","0","0","3000","16","2","6","3000","31043","0","0","0","90006","2","1006"
"7","0","56","91002","0","8","1","0","0","3500","18","2","7","3500","31043","0","0","0","90006","2","1006"
"8","0","57","91002","0","8","1","0","0","4000","20","2","8","4000","31043","0","0","0","90006","2","1006"
"9","0","58","91002","0","8","1","0","0","4500","25","2","9","4500","31043","0","0","0","90006","2","1006"
"-1","0","59","91002","0","8","1","0","0","5000","30","2","10","5000","31043","0","0","0","90006","2","1006"
"1","0","60","91002","0","8","1","0","0","500","5","2","1","500","31022","0","0","0","90006","2","1007"
"2","0","61","91002","0","8","1","0","0","1000","8","2","2","1000","31022","0","0","0","90006","2","1007"
"3","0","62","91002","0","8","1","0","0","1500","10","2","3","1500","31022","0","0","0","90006","2","1007"
"4","0","63","91002","0","8","1","0","0","2000","12","2","4","2000","31022","0","0","0","90006","2","1007"
"5","0","64","91002","0","8","1","0","0","2500","14","2","5","2500","31022","0","0","0","90006","2","1007"
"6","0","65","91002","0","8","1","0","0","3000","16","2","6","3000","31022","0","0","0","90006","2","1007"
"7","0","66","91002","0","8","1","0","0","3500","18","2","7","3500","31022","0","0","0","90006","2","1007"
"8","0","67","91002","0","8","1","0","0","4000","20","2","8","4000","31022","0","0","0","90006","2","1007"
"9","0","68","91002","0","8","1","0","0","4500","25","2","9","4500","31022","0","0","0","90006","2","1007"
"-1","0","69","91002","0","8","1","0","0","5000","30","2","10","5000","31022","0","0","0","90006","2","1007"
"1","0","70","91002","0","8","1","0","0","500","5","2","1","500","31042","0","0","0","90006","2","1008"
"2","0","71","91002","0","8","1","0","0","1000","8","2","2","1000","31042","0","0","0","90006","2","1008"
"3","0","72","91002","0","8","1","0","0","1500","10","2","3","1500","31042","0","0","0","90006","2","1008"
"4","0","73","91002","0","8","1","0","0","2000","12","2","4","2000","31042","0","0","0","90006","2","1008"
"5","0","74","91002","0","8","1","0","0","2500","14","2","5","2500","31042","0","0","0","90006","2","1008"
"6","0","75","91002","0","8","1","0","0","3000","16","2","6","3000","31042","0","0","0","90006","2","1008"
"7","0","76","91002","0","8","1","0","0","3500","18","2","7","3500","31042","0","0","0","90006","2","1008"
"8","0","77","91002","0","8","1","0","0","4000","20","2","8","4000","31042","0","0","0","90006","2","1008"
"9","0","78","91002","0","8","1","0","0","4500","25","2","9","4500","31042","0","0","0","90006","2","1008"
"-1","0","79","91002","0","8","1","0","0","5000","30","2","10","5000","31042","0","0","0","90006","2","1008"
"1","0","80","91002","0","8","1","0","0","500","5","2","1","500","31018","0","0","0","90006","2","1009"
"2","0","81","91002","0","8","1","0","0","1000","8","2","2","1000","31018","0","0","0","90006","2","1009"
"3","0","82","91002","0","8","1","0","0","1500","10","2","3","1500","31018","0","0","0","90006","2","1009"
"4","0","83","91002","0","8","1","0","0","2000","12","2","4","2000","31018","0","0","0","90006","2","1009"
"5","0","84","91002","0","8","1","0","0","2500","14","2","5","2500","31018","0","0","0","90006","2","1009"
"6","0","85","91002","0","8","1","0","0","3000","16","2","6","3000","31018","0","0","0","90006","2","1009"
"7","0","86","91002","0","8","1","0","0","3500","18","2","7","3500","31018","0","0","0","90006","2","1009"
"8","0","87","91002","0","8","1","0","0","4000","20","2","8","4000","31018","0","0","0","90006","2","1009"
"9","0","88","91002","0","8","1","0","0","4500","25","2","9","4500","31018","0","0","0","90006","2","1009"
"-1","0","89","91002","0","8","1","0","0","5000","30","2","10","5000","31018","0","0","0","90006","2","1009"
"1","0","90","91002","0","8","1","0","0","500","5","2","1","500","31025","0","0","0","90006","2","1010"
"2","0","91","91002","0","8","1","0","0","1000","8","2","2","1000","31025","0","0","0","90006","2","1010"
"3","0","92","91002","0","8","1","0","0","1500","10","2","3","1500","31025","0","0","0","90006","2","1010"
"4","0","93","91002","0","8","1","0","0","2000","12","2","4","2000","31025","0","0","0","90006","2","1010"
"5","0","94","91002","0","8","1","0","0","2500","14","2","5","2500","31025","0","0","0","90006","2","1010"
"6","0","95","91002","0","8","1","0","0","3000","16","2","6","3000","31025","0","0","0","90006","2","1010"
"7","0","96","91002","0","8","1","0","0","3500","18","2","7","3500","31025","0","0","0","90006","2","1010"
"8","0","97","91002","0","8","1","0","0","4000","20","2","8","4000","31025","0","0","0","90006","2","1010"
"9","0","98","91002","0","8","1","0","0","4500","25","2","9","4500","31025","0","0","0","90006","2","1010"
"-1","0","99","91002","0","8","1","0","0","5000","30","2","10","5000","31025","0","0","0","90006","2","1010"
"1","0","100","91002","0","8","1","0","0","500","5","2","1","500","31043","0","0","0","90006","2","1011"
"2","0","101","91002","0","8","1","0","0","1000","8","2","2","1000","31043","0","0","0","90006","2","1011"
"3","0","102","91002","0","8","1","0","0","1500","10","2","3","1500","31043","0","0","0","90006","2","1011"
"4","0","103","91002","0","8","1","0","0","2000","12","2","4","2000","31043","0","0","0","90006","2","1011"
"5","0","104","91002","0","8","1","0","0","2500","14","2","5","2500","31043","0","0","0","90006","2","1011"
"6","0","105","91002","0","8","1","0","0","3000","16","2","6","3000","31043","0","0","0","90006","2","1011"
"7","0","106","91002","0","8","1","0","0","3500","18","2","7","3500","31043","0","0","0","90006","2","1011"
"8","0","107","91002","0","8","1","0","0","4000","20","2","8","4000","31043","0","0","0","90006","2","1011"
"9","0","108","91002","0","8","1","0","0","4500","25","2","9","4500","31043","0","0","0","90006","2","1011"
"-1","0","109","91002","0","8","1","0","0","5000","30","2","10","5000","31043","0","0","0","90006","2","1011"
"1","0","110","91002","0","8","1","0","0","500","5","2","1","500","31022","0","0","0","90006","2","1012"
"2","0","111","91002","0","8","1","0","0","1000","8","2","2","1000","31022","0","0","0","90006","2","1012"
"3","0","112","91002","0","8","1","0","0","1500","10","2","3","1500","31022","0","0","0","90006","2","1012"
"4","0","113","91002","0","8","1","0","0","2000","12","2","4","2000","31022","0","0","0","90006","2","1012"
"5","0","114","91002","0","8","1","0","0","2500","14","2","5","2500","31022","0","0","0","90006","2","1012"
"6","0","115","91002","0","8","1","0","0","3000","16","2","6","3000","31022","0","0","0","90006","2","1012"
"7","0","116","91002","0","8","1","0","0","3500","18","2","7","3500","31022","0","0","0","90006","2","1012"
"8","0","117","91002","0","8","1","0","0","4000","20","2","8","4000","31022","0","0","0","90006","2","1012"
"9","0","118","91002","0","8","1","0","0","4500","25","2","9","4500","31022","0","0","0","90006","2","1012"
"-1","0","119","91002","0","8","1","0","0","5000","30","2","10","5000","31022","0","0","0","90006","2","1012"
"1","0","120","91002","0","8","1","0","0","500","5","2","1","500","31042","0","0","0","90006","2","1013"
"2","0","121","91002","0","8","1","0","0","1000","8","2","2","1000","31042","0","0","0","90006","2","1013"
"3","0","122","91002","0","8","1","0","0","1500","10","2","3","1500","31042","0","0","0","90006","2","1013"
"4","0","123","91002","0","8","1","0","0","2000","12","2","4","2000","31042","0","0","0","90006","2","1013"
"5","0","124","91002","0","8","1","0","0","2500","14","2","5","2500","31042","0","0","0","90006","2","1013"
"6","0","125","91002","0","8","1","0","0","3000","16","2","6","3000","31042","0","0","0","90006","2","1013"
"7","0","126","91002","0","8","1","0","0","3500","18","2","7","3500","31042","0","0","0","90006","2","1013"
"8","0","127","91002","0","8","1","0","0","4000","20","2","8","4000","31042","0","0","0","90006","2","1013"
"9","0","128","91002","0","8","1","0","0","4500","25","2","9","4500","31042","0","0","0","90006","2","1013"
"-1","0","129","91002","0","8","1","0","0","5000","30","2","10","5000","31042","0","0","0","90006","2","1013"
"1","0","130","91002","0","8","1","0","0","500","5","2","1","500","31018","0","0","0","90006","2","1014"
"2","0","131","91002","0","8","1","0","0","1000","8","2","2","1000","31018","0","0","0","90006","2","1014"
"3","0","132","91002","0","8","1","0","0","1500","10","2","3","1500","31018","0","0","0","90006","2","1014"
"4","0","133","91002","0","8","1","0","0","2000","12","2","4","2000","31018","0","0","0","90006","2","1014"
"5","0","134","91002","0","8","1","0","0","2500","14","2","5","2500","31018","0","0","0","90006","2","1014"
"6","0","135","91002","0","8","1","0","0","3000","16","2","6","3000","31018","0","0","0","90006","2","1014"
"7","0","136","91002","0","8","1","0","0","3500","18","2","7","3500","31018","0","0","0","90006","2","1014"
"8","0","137","91002","0","8","1","0","0","4000","20","2","8","4000","31018","0","0","0","90006","2","1014"
"9","0","138","91002","0","8","1","0","0","4500","25","2","9","4500","31018","0","0","0","90006","2","1014"
"-1","0","139","91002","0","8","1","0","0","5000","30","2","10","5000","31018","0","0","0","90006","2","1014"
"1","0","140","91002","0","8","1","0","0","500","5","2","1","500","31042","0","0","0","90006","2","1015"
"2","0","141","91002","0","8","1","0","0","1000","8","2","2","1000","31042","0","0","0","90006","2","1015"
"3","0","142","91002","0","8","1","0","0","1500","10","2","3","1500","31042","0","0","0","90006","2","1015"
"4","0","143","91002","0","8","1","0","0","2000","12","2","4","2000","31042","0","0","0","90006","2","1015"
"5","0","144","91002","0","8","1","0","0","2500","14","2","5","2500","31042","0","0","0","90006","2","1015"
"6","0","145","91002","0","8","1","0","0","3000","16","2","6","3000","31042","0","0","0","90006","2","1015"
"7","0","146","91002","0","8","1","0","0","3500","18","2","7","3500","31042","0","0","0","90006","2","1015"
"8","0","147","91002","0","8","1","0","0","4000","20","2","8","4000","31042","0","0","0","90006","2","1015"
"9","0","148","91002","0","8","1","0","0","4500","25","2","9","4500","31042","0","0","0","90006","2","1015"
"-1","0","149","91002","0","8","1","0","0","5000","30","2","10","5000","31042","0","0","0","90006","2","1015"
"1","0","150","91002","0","8","1","0","0","300","3","2","1","300","31043","0","0","0","90006","2","1016"
"2","0","151","91002","0","8","1","0","0","400","4","2","2","400","31043","0","0","0","90006","2","1016"
"3","0","152","91002","0","8","1","0","0","500","5","2","3","500","31043","0","0","0","90006","2","1016"
"4","0","153","91002","0","8","1","0","0","750","7","2","4","750","31043","0","0","0","90006","2","1016"
"5","0","154","91002","0","8","1","0","0","1000","8","2","5","1000","31043","0","0","0","90006","2","1016"
"6","0","155","91002","0","8","1","0","0","1500","10","2","6","1500","31043","0","0","0","90006","2","1016"
"-1","0","156","91002","0","8","1","0","0","2000","12","2","7","2000","31043","0","0","0","90006","2","1016"
"1","0","157","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1019"
"2","0","158","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1019"
"3","0","159","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1019"
"4","0","160","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1019"
"-1","0","161","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1019"
"1","0","162","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1020"
"2","0","163","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1020"
"3","0","164","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1020"
"4","0","165","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1020"
"-1","0","166","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1020"
"1","0","167","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1021"
"2","0","168","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1021"
"3","0","169","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1021"
"4","0","170","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1021"
"-1","0","171","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1021"
"1","0","172","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1022"
"2","0","173","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1022"
"3","0","174","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1022"
"4","0","175","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1022"
"-1","0","176","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1022"
"1","0","177","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1023"
"2","0","178","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1023"
"3","0","179","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1023"
"4","0","180","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1023"
"-1","0","181","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1023"
"1","0","182","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1024"
"2","0","183","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1024"
"3","0","184","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1024"
"4","0","185","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1024"
"-1","0","186","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1024"
"1","0","187","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1025"
"2","0","188","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1025"
"3","0","189","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1025"
"4","0","190","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1025"
"-1","0","191","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1025"
"1","0","192","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1026"
"2","0","193","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1026"
"3","0","194","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1026"
"4","0","195","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1026"
"-1","0","196","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1026"
"1","0","197","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1027"
"2","0","198","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1027"
"3","0","199","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1027"
"4","0","200","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1027"
"-1","0","201","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1027"
"1","0","202","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1028"
"2","0","203","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1028"
"3","0","204","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1028"
"4","0","205","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1028"
"-1","0","206","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1028"
"1","0","207","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1029"
"2","0","208","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1029"
"3","0","209","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1029"
"4","0","210","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1029"
"-1","0","211","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1029"
"1","0","212","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1030"
"2","0","213","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1030"
"3","0","214","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1030"
"4","0","215","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1030"
"-1","0","216","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1030"
"1","0","217","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1031"
"2","0","218","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1031"
"3","0","219","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1031"
"4","0","220","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1031"
"-1","0","221","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1031"
"1","0","222","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1032"
"2","0","223","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1032"
"3","0","224","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1032"
"4","0","225","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1032"
"-1","0","226","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1032"
"1","0","227","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1033"
"2","0","228","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1033"
"3","0","229","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1033"
"4","0","230","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1033"
"-1","0","231","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1033"
"1","0","232","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1034"
"2","0","233","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1034"
"3","0","234","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1034"
"4","0","235","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1034"
"-1","0","236","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1034"
"1","0","237","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1035"
"2","0","238","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1035"
"3","0","239","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1035"
"4","0","240","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1035"
"-1","0","241","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1035"
"1","0","242","94002","0","12","1","0","0","0","0","0","1","10000","0","0","0","0","0","0","1036"
"2","0","243","94002","0","12","1","0","0","20","4","2","2","250000","22003","0","0","0","22002","2","1036"
"3","0","244","94002","0","12","1","0","0","40","8","2","3","500000","22003","0","0","0","22002","2","1036"
"4","0","245","94002","0","12","1","0","0","60","12","2","4","750000","22003","0","0","0","22002","2","1036"
"-1","0","246","94002","0","12","1","0","0","80","16","2","5","1000000","22003","0","0","0","22002","2","1036"
