043cb9fbd3beceae37fde249150f250b18fe6e8e171ab33c51c136cd8ee5b1c7,e601ed78ca67a6914a689fbe777f50ae27121c8dc14c33e8c360b876395623b6,b7349063a0d5fbb1bfed9fe190e4cb82437b5d610b78377d0e02f70c817a12a3,04efaa75af368943f3b001e54519f319e9f4a85bb1b109e78ffb4c89add8cc22,8e1b21e5b905a2a0440c9945e82c61cadd1abb9b6a7ede9b206abd877311be06,77f0c82ee069d15f53151df9ceba2332e3d6a33edcad0159967adf2615b09785,129a80b803b343c4b6e7874ab4915f5eb88fef5b017d46d35cc8c763caf28c24,507742eb55fd8517d107b1f4ae419cfa9002be12e755fda5c70eff77a7eeead2,8f50ec09f8477785b01fbf949be5b7b3e2056ea2b20b84c67435894792f5b777,bafaddf4735e34d29b55baecb1731c0cb594216fb04a2ecf80acd370dbb3610b,0e9021162b591183637cf13b179eaf5c0893966dcc68da7747e0d6109e5fcb7b,d12abd7ed442ad84646e0b44fca3ecea25ff5bd727ff6f7527042f341d841521,30b74efe56f1c8543ecdb8209b910b38bf5c0f8e33b5f2773ae85bf10a74181c,1aed13d1596a3a28c2c944ca4593519e24997fe19cfd698ab082b1e7859ca84d,f31709f879badfd382ce43e80c0f650c3928c0da79cefa503183f77e743bdc18,73ba292086485434474a9cf6bcdf0e368e6d68f7aa906d6d8e5ec9522adf6ff2,d9e91921b0e16630536921150d99337056b550ceff55e5d31719290c92a5514b,9f25d7ee024ce1090ff97e8c96d729b8bfebb97fb24be2a38c6c4f02be58593c,040b13c52e36d780ea2dd1a037dd0053e595ecff92ec1f8f9c3ab517029f5c05,de05736c2c3c7d0f19b4209d9441e1f83ce62a3d78a64c57f2cb70f33dcfefa0,b4f0329aa3e24171823f65aeb6ad8a83a5ddb676ac90a05221821db9e7625ccf
"SpeedTerritoryA_NoColl","Balloon","0","0","NONE","0","BeachJumpBoard","0","SpeedTerritoryA_NoColl","0","NONE","NONE","NONE","300","EnemyB","2200","3750","NONE","2850","1200","1012"
"BeachTrap","SpeedTerritoryA","0","0","NONE","0","SummerEnemyD","0","AccelBoardA","0","NONE","NONE","NONE","900","BeachTrap","2100","3300","NONE","2600","1400","1013"
"BeachTrap","WaterMelon","3000","0","NONE","3500","SummerJumpOverEnemyB","0","SpeedTerritoryA","0","NONE","SummerJumpOverEnemyB","AccelBoardA","400","BeachJumpOverTrap","1800","2600","NONE","2200","1400","1014"
"SpeedTerritoryA_NoColl","Balloon","0","0","NONE","0","BeachTrap_NoCall","0","SummerEnemyA_NoColl","0","NONE","NONE","NONE","600","SummerEnemyB","1900","3700","NONE","2500","1100","1015"
"AccelBoardA","AccelBoardA","0","0","NONE","0","BeachTrap","0","EnemyB","0","NONE","NONE","NONE","600","NONE","2300","0","NONE","3300","1400","1016"
"WaterMelon","AccelBoardA","0","0","NONE","0","AccelBoardA","0","EnemyB","0","NONE","NONE","NONE","400","BeachTrap","1600","3300","NONE","2500","1200","1017"
"Balloon","BeachTrap","2900","0","NONE","0","EnemyB_NoColl","0","BeachTrap","0","NONE","NONE","EnemyB_NoColl","600","SummerEnemyA_NoColl","1100","2400","NONE","1900","900","1018"
"BeachTrap","BeachTrap","3800","0","NONE","0","SummerEnemyA","0","BeachTrap","0","NONE","NONE","BeachTrap","500","AccelBoardA","2000","3000","NONE","2500","1200","1019"
"BeachTrap","AccelBoardA","3100","0","NONE","3700","BeachTrap","0","BeachJumpBoard","0","NONE","SummerEnemyD","SummerEnemyD","400","BeachTrap","1900","2700","NONE","2300","900","1020"
"SummerEnemyA_NoColl","EnemyB","0","0","NONE","0","BeachTrap_NoCall","0","Balloon","0","NONE","NONE","NONE","400","AccelBoardA","1550","3400","NONE","2400","700","1021"
"BeachTrap","SummerEnemyB","0","0","NONE","0","AccelBoardA","0","BeachTrap","0","NONE","NONE","NONE","800","SpeedTerritoryA","1800","3400","NONE","2500","1200","1022"
"SummerJumpOverEnemyC","SummerEnemyC","3500","0","NONE","0","WaterMelon","0","BeachTrap","0","NONE","NONE","BeachTrap","500","BeachTrap","1500","3000","NONE","2000","1000","1023"
"SummerEnemyA_NoColl","SummerEnemyB","3200","0","NONE","3700","SpeedTerritoryA_NoColl","0","Balloon","0","NONE","SummerJumpOverEnemyC","BeachTrap","400","EnemyB_NoColl","1300","2300","NONE","1800","600","1024"
"AccelBoardA","EnemyB","0","0","NONE","0","AccelBoardA","0","AccelBoardA","0","NONE","NONE","NONE","900","AccelBoardA","2000","3400","NONE","2700","1300","1025"
"WaterMelon","EnemyB","0","0","NONE","0","BeachJumpBoard","0","AccelBoardA","0","NONE","NONE","NONE","400","NONE","1500","0","NONE","2500","800","1026"
"Balloon","SpeedTerritoryA","3100","0","NONE","0","EnemyB_NoColl","0","BeachTrap","0","NONE","NONE","BeachJumpBoard","400","SummerEnemyA_NoColl","700","2600","NONE","1700","630","1027"
"SummerEnemyD","SpeedTerritoryA","0","0","NONE","0","BeachTrap","0","AccelBoardA","0","NONE","NONE","NONE","600","AccelBoardA","2300","3200","NONE","2700","1400","1028"
"SpeedTerritoryA","SummerEnemyC","0","0","NONE","0","WarpGateA","0","BeachTrap","0","NONE","NONE","NONE","500","NONE","1700","0","NONE","2500","1000","1029"
"AccelBoardA","WaterMelon","3500","0","NONE","0","BeachTrap","0","AccelBoardA","0","NONE","NONE","SpeedTerritoryA","500","BeachTrap","2000","2800","NONE","2500","1500","1030"
"SpeedTerritoryA_NoColl","Balloon","3500","0","NONE","0","BeachTrap","0","SpeedTerritoryA_NoColl","0","NONE","NONE","AccelBoardA","350","SummerEnemyD","2200","3200","NONE","2900","1200","1031"
"SummerEnemyA","AccelBoardA","0","0","NONE","0","NONE","0","SummerEnemyA","0","NONE","NONE","NONE","700","NONE","3000","0","NONE","0","1500","1032"
"SummerEnemyA","BeachTrap","0","0","NONE","0","SpeedTerritoryA","0","AccelBoardA","0","NONE","NONE","NONE","700","NONE","2200","0","NONE","3100","1400","1033"
"SummerJumpOverEnemyC","BeachTrap","3500","0","NONE","0","SummerJumpOverEnemyD","0","BeachJumpOverTrap","0","NONE","NONE","SpeedTerritoryB","500","SummerJumpOverEnemyA","2000","3000","NONE","2500","1000","1034"
"BeachTrap","BeachJumpOverTrap","2700","0","NONE","3100","Balloon","0","SummerEnemyC","0","NONE","EnemyB_NoColl","BeachTrap_NoCall","400","EnemyB_NoColl","1200","2300","NONE","1500","800","1035"
"BeachTrap","AccelBoardA","0","0","NONE","0","NONE","0","SpeedTerritoryA","0","NONE","NONE","NONE","500","NONE","2700","0","NONE","0","1200","1036"
"BeachTrap","SummerEnemyD","0","0","NONE","0","AccelBoardA","0","AccelBoardA","0","NONE","NONE","NONE","500","NONE","2000","0","NONE","3000","1000","1037"
"AccelBoardA","SpeedTerritoryB","3500","0","NONE","0","EnemyB","0","WaterMelon","0","NONE","NONE","AccelBoardA","500","AccelBoardA","2200","3000","NONE","2700","1000","1038"
"WarpGateA","SpeedTerritoryA","0","0","NONE","0","NONE","0","BeachTrap","0","NONE","NONE","NONE","800","NONE","2500","3100","NONE","2400","1700","1039"
"SummerJumpOverEnemyA","EnemyB","0","0","NONE","0","SummerJumpOverEnemyA","0","SummerEnemyC","0","NONE","NONE","NONE","500","WarpGateA","1400","2500","NONE","1800","1000","1040"
"AccelBoardA","BeachTrap","0","0","NONE","0","SummerEnemyC","0","BeachTrap","0","NONE","NONE","NONE","1000","AccelBoardA","2000","3300","NONE","2800","1500","1041"
"AccelBoardA","BeachTrap","3300","0","NONE","0","WaterMelon","0","BeachTrap","0","NONE","NONE","AccelBoardA","500","SummerJumpOverEnemyA","1300","2700","NONE","1800","900","1042"
"AccelBoardA","AccelBoardA","0","0","NONE","0","SummerEnemyC","0","SummerEnemyB","0","NONE","NONE","NONE","500","BeachTrap","1500","2700","NONE","2200","1100","1043"
"BeachJumpBoard","AccelBoardA","0","0","NONE","0","SpeedTerritoryB","0","SummerEnemyB","0","NONE","NONE","NONE","500","NONE","2300","0","NONE","3300","1400","1044"
"AccelBoardA","EnemyB","0","0","NONE","0","AccelBoardA","0","AccelBoardA","0","NONE","NONE","NONE","1280","NONE","2300","0","NONE","2700","1900","1045"
"AccelBoardA","AccelBoardA","0","0","NONE","0","EnemyB","0","AccelBoardA","0","NONE","NONE","NONE","400","BeachJumpBoard","1300","2500","NONE","2000","900","1046"
"WarpGateA","SpeedTerritoryB","0","0","NONE","0","NONE","0","AccelBoardA","0","NONE","NONE","NONE","700","NONE","2400","0","NONE","0","1500","1047"
"BeachTrap","SummerEnemyD","0","0","NONE","0","BeachTrap","0","AccelBoardA","0","NONE","NONE","NONE","550","NONE","2500","0","NONE","3100","1600","1048"
"AccelBoardA","SpeedTerritoryB","3500","0","NONE","0","BeachJumpOverTrap","0","WaterMelon","0","NONE","NONE","BeachTrap","500","BeachTrap","2000","3000","NONE","2500","1000","1049"
"BeachJumpOverTrap","BeachJumpOverTrap","3600","0","NONE","0","BeachJumpOverTrap","0","BeachJumpOverTrap","0","NONE","NONE","BeachJumpOverTrap","600","BeachJumpOverTrap","1800","3000","NONE","2400","1200","1050"
"BeachJumpBoard","BeachJumpBoard","0","0","NONE","0","BeachJumpBoard","0","BeachJumpBoard","0","NONE","NONE","NONE","500","NONE","2200","0","NONE","3000","1300","1051"
"BeachJumpBoard","BeachJumpBoard","0","0","NONE","0","SpeedTerritoryA","0","BeachJumpBoard","0","NONE","NONE","NONE","300","NONE","2100","0","NONE","3500","1200","1052"
"BeachJumpOverTrap","BeachJumpOverTrap","3600","0","NONE","0","BeachTrap","0","BeachJumpOverTrap","0","NONE","NONE","BeachTrap","600","BeachTrap","1800","3000","NONE","2400","1200","1053"
"NONE","BeachJumpBoard","0","0","NONE","0","NONE","0","NONE","0","NONE","NONE","NONE","500","NONE","0","0","NONE","0","0","1054"
"BeachJumpBoard","BeachJumpBoard","0","0","NONE","0","EnemyB","0","BeachJumpBoard","0","NONE","NONE","NONE","300","NONE","2100","0","NONE","3500","1200","1055"
"BeachJumpOverTrap","BeachJumpOverTrap","3600","0","NONE","0","BeachJumpOverTrap","0","BeachJumpOverTrap","0","NONE","NONE","BeachTrap","600","BeachJumpOverTrap","1800","3000","NONE","2400","1200","1056"
"BeachJumpBoard","BeachJumpBoard","0","0","NONE","0","NONE","0","BeachJumpBoard","0","NONE","NONE","NONE","500","NONE","2500","0","NONE","0","1500","1057"
"BeachJumpBoard","BeachJumpBoard","0","0","NONE","0","SummerEnemyC","0","BeachJumpBoard","0","NONE","NONE","NONE","300","NONE","2100","0","NONE","3500","1200","1058"
"BeachJumpOverTrap","BeachJumpOverTrap","3600","0","NONE","0","BeachJumpOverTrap","0","BeachJumpOverTrap","0","NONE","NONE","BeachTrap","600","BeachTrap","1800","3000","NONE","2400","1200","1059"
"NONE","BeachJumpBoard","0","0","NONE","0","NONE","0","BeachJumpBoard","0","NONE","NONE","NONE","1300","NONE","0","0","NONE","0","2500","1060"
"BeachJumpBoard","BeachJumpBoard","0","0","NONE","0","SummerJumpOverEnemyB","0","BeachJumpBoard","0","NONE","NONE","NONE","300","NONE","2100","0","NONE","3500","1200","1061"
"AccelBoardA","SummerEnemyD","0","0","NONE","0","BeachJumpOverTrap","0","BeachTrap","0","NONE","NONE","NONE","500","BeachJumpOverTrap","1800","3300","NONE","2600","1200","1062"
"AccelBoardA","BeachJumpBoard","0","0","NONE","0","NONE","0","SpeedTerritoryB","0","NONE","NONE","NONE","700","NONE","3300","0","NONE","0","2300","1063"
"ShellFlyingItem","SpeedTerritoryB","2800","0","NONE","3200","EnemyB","0","ShaveIce","0","NONE","ShellFlyingItem","SummerEnemyG","600","ShellFlyingItem","1600","2400","NONE","2000","1200","1064"
"ShaveIce","SummerEnemyD","2400","0","SummerEnemyG","2800","EnemyB","3600","BeachTrap","3200","NONE","ShellFlyingItem","SummerEnemyA","400","ShellFlyingItem","1200","2000","SummerEnemyG","1600","800","1065"
"SummerEnemyG","BeachJumpBoard","2800","0","NONE","3200","ShaveIce","0","SummerEnemyA_NoColl","3600","NONE","SummerEnemyG","SummerEnemyC","400","EnemyB","1600","2400","SummerEnemyG","2000","800","1066"
"AccelBoardA","AccelBoardA","3200","0","NONE","3600","SpeedTerritoryA","0","AccelBoardA","0","NONE","SummerEnemyA","EnemyB","400","ShaveIce","1800","2800","NONE","2400","1100","1067"
"WaterMelon","WaterMelon","0","0","NONE","0","ShaveIce","0","WaterMelon","0","NONE","NONE","NONE","300","NONE","2000","0","NONE","2700","1300","1068"
"WaterMelon","WaterMelon","0","0","NONE","0","WaterMelon","0","WaterMelon","0","NONE","NONE","NONE","300","NONE","2200","0","NONE","3200","1200","1069"
"WaterMelon","WaterMelon","0","0","NONE","0","ShaveIce","0","WaterMelon","0","NONE","NONE","NONE","300","NONE","1850","0","NONE","2550","1150","1070"
"WaterMelon","WaterMelon","0","0","NONE","0","ShaveIce","0","WaterMelon","0","NONE","NONE","NONE","300","NONE","1700","0","NONE","2400","1000","1071"
"SummerEnemyA","BeachTrap","0","0","NONE","0","WaterMelon","0","SpeedTerritoryB","0","NONE","NONE","NONE","400","NONE","1200","0","NONE","1600","800","1072"
"SummerEnemyB","BeachTrap","0","0","NONE","0","Balloon","0","SpeedTerritoryB","0","NONE","NONE","NONE","400","NONE","1200","0","NONE","1600","800","1073"
"SummerEnemyC","BeachTrap","0","0","NONE","0","BeachJumpBoard","0","SpeedTerritoryB","0","NONE","NONE","NONE","400","NONE","1200","0","NONE","1600","800","1074"
"SummerEnemyD","BeachTrap","0","0","NONE","0","ShaveIce","0","SpeedTerritoryB","0","NONE","NONE","NONE","400","NONE","1200","0","NONE","1600","800","1075"
"EnemyB","SummerEnemyD","3000","0","NONE","3600","ShaveIce","0","SummerJumpOverEnemyC","0","NONE","SummerEnemyG","ShellFlyingItem","400","EnemyB","1200","2400","NONE","1800","800","1076"
"SpeedTerritoryA","SpeedTerritoryA","3200","0","NONE","3600","ShaveIce","0","WaterMelon","0","NONE","SummerEnemyG","EnemyB","400","SummerEnemyC","1600","2600","NONE","2000","800","1077"
"SummerEnemyB","Surf","3600","0","NONE","3600","SummerEnemyG","0","ShellFlyingItem","0","NONE","NONE","SummerEnemyG","400","BeachJumpOverTrap","1600","2800","NONE","2000","800","1078"
"BeachTrap","BeachTrap","2400","0","NONE","2800","Surf","0","BeachJumpOverTrap","0","NONE","SummerEnemyB","ShellFlyingItem","400","ShellFlyingItem","1200","2000","NONE","1600","800","1079"
"BeachTrap_NoCall","BeachJumpBoard","2000","0","SummerEnemyB","2400","SummerEnemyB","3200","SummerEnemyA_NoColl","2800","NONE","SummerEnemyB","Surf","400","SummerEnemyC","1000","1600","ShellFlyingItem","1300","700","1080"
"ShellFlyingItem","SummerEnemyA","2800","0","NONE","3600","SummerEnemyB","0","Surf","0","NONE","BeachJumpOverTrap","BeachTrap","400","SummerEnemyB","1200","2000","NONE","1600","800","1081"
"BeachTrap","SurfB","3200","0","NONE","3600","SurfB","0","ShellFlyingItem","0","NONE","BeachJumpOverTrap","SummerEnemyB","400","SummerEnemyB","1600","2400","NONE","2000","800","1082"
"ShellFlyingItem","SpeedTerritoryA","2600","0","NONE","3000","SummerEnemyB","0","SurfB","3400","NONE","ShellFlyingItem","SummerEnemyC","400","Surf","1100","2000","SummerEnemyG","1800","800","1083"
"ShellFlyingItem","Surf","2800","0","NONE","3600","SummerEnemyC","0","EnemyB","0","NONE","SummerEnemyC","SummerEnemyG","300","SurfB","1500","2500","NONE","1800","800","1084"
"BeachJumpOverTrap","SurfB","2800","0","NONE","3600","SummerEnemyC","0","EnemyB","0","NONE","SummerEnemyC","SummerEnemyG","300","SurfB","1500","2500","NONE","1800","800","1085"
"ShellFlyingItem","Surf","2800","0","NONE","3600","SummerEnemyC","0","EnemyB","0","NONE","BeachJumpOverTrap","SummerEnemyG","300","SurfB","1500","2500","NONE","1800","800","1086"
"ShellFlyingItem","Surf","2800","0","NONE","3600","SummerEnemyC","0","EnemyB","0","NONE","BeachTrap","SummerEnemyG","300","SurfB","1500","2500","NONE","1800","800","1087"
"NONE","Carpet500","0","0","NONE","0","NONE","0","NONE","0","NONE","NONE","NONE","400","NONE","0","0","NONE","0","0","1088"
"BeachTrap","SummerEnemyA","3000","0","NONE","3500","BeachJumpOverTrap","0","SummerEnemyB","0","NONE","SummerJumpOverEnemyA","BeachJumpOverTrap","500","AccelBoardA","1500","2600","NONE","2100","1000","1089"
"SummerJumpOverEnemyA","BeachTrap","2800","0","NONE","3300","AccelBoardA","0","SpeedTerritoryA","0","NONE","BeachTrap","SummerEnemyC","400","SummerEnemyB","1500","2300","NONE","1900","900","1090"
"SummerEnemyA","WaterMelon","0","0","NONE","0","SummerEnemyB","0","BeachTrap","0","NONE","NONE","NONE","500","SummerEnemyA","2200","3200","NONE","2700","1500","1091"
"BeachTrap","BeachJumpOverTrap","3300","0","NONE","0","SummerJumpOverEnemyA","0","SummerEnemyA","0","NONE","NONE","BeachTrap","600","SpeedTerritoryA","1700","2600","NONE","2200","1100","1092"
"ShellFlyingItem","Surf","3400","0","NONE","0","ShaveIce","0","EnemyB","0","NONE","NONE","SummerEnemyC","500","SummerEnemyG","1500","3000","NONE","2600","900","1093"
"ShaveIce","SummerEnemyC","3400","0","NONE","0","EnemyB","0","BeachJumpOverTrap","0","NONE","NONE","SummerEnemyC","400","SummerEnemyG","1300","2700","NONE","2000","800","1094"
"SpeedTerritoryA","BeachTrap","3300","0","NONE","0","ShaveIce","0","WaterMelon","0","NONE","NONE","ShellFlyingItem","500","SummerEnemyC","1900","2800","NONE","2300","1000","1095"
"SummerEnemyB","SummerJumpOverEnemyA","3500","0","NONE","0","ShaveIce","0","BeachJumpBoard","0","NONE","NONE","SummerEnemyC","400","ShellFlyingItem","1800","3000","NONE","2500","900","1096"
"AccelBoardA","SummerEnemyA","3000","0","NONE","3400","SummerEnemyC","0","SpeedTerritoryA","0","NONE","SummerEnemyA","SummerEnemyB","400","AccelBoardA","1400","2200","NONE","1900","800","1097"
"SummerEnemyB","BeachTrap","3000","0","NONE","3300","BeachTrap","0","AccelBoardA","0","NONE","BeachTrap","SummerEnemyB","500","SummerEnemyC","1500","2400","NONE","1900","900","1098"
"SummerEnemyC","SummerEnemyB","3000","0","NONE","0","AccelBoardA","0","BeachTrap","0","NONE","NONE","SummerEnemyB","400","SummerEnemyA","1400","2500","NONE","1900","800","1099"
"AccelBoardA","SummerEnemyA","3000","0","NONE","3400","SpeedTerritoryA","0","BeachTrap","0","NONE","SummerEnemyB","BeachTrap","500","SummerEnemyD","1300","2300","NONE","1900","900","1100"
"SpeedTerritoryA","SummerEnemyA","3300","0","NONE","0","SummerEnemyB","0","BeachTrap","0","NONE","NONE","BeachTrap","600","SummerEnemyB","1600","2700","NONE","2100","1000","1101"
"AccelBoardA","BeachTrap","2700","0","NONE","3000","SummerEnemyB","0","SummerEnemyA","3400","NONE","SummerEnemyA","BeachTrap","500","SummerEnemyC","1500","2300","SummerEnemyB","1900","900","1102"
"BeachTrap","SummerEnemyB","3300","0","NONE","3600","SpeedTerritoryA","0","SummerEnemyC","0","NONE","SummerEnemyC","SpeedTerritoryA","600","SummerEnemyB","1500","2800","NONE","1900","1100","1103"
"BeachTrap","BeachTrap","2600","0","NONE","2900","SummerEnemyA","0","SummerEnemyD","3300","NONE","SpeedTerritoryA","SummerEnemyA","600","AccelBoardA","1400","2200","SummerEnemyC","1800","1000","1104"
"SummerEnemyC","SummerJumpOverEnemyA","2800","0","NONE","3100","SummerEnemyA","0","SummerJumpOverEnemyD","3500","NONE","SummerEnemyD","SummerJumpOverEnemyC","500","SummerEnemyD","1500","2400","SummerEnemyA","1900","1000","1105"
"SummerJumpOverEnemyB","SummerJumpOverEnemyC","3100","0","NONE","3500","SummerEnemyD","0","SummerEnemyA","0","NONE","SummerEnemyC","SummerEnemyD","500","SummerJumpOverEnemyB","1500","2500","NONE","2000","900","1106"
"SummerJumpOverEnemyC","SummerEnemyA","3400","0","NONE","0","SummerJumpOverEnemyA","0","SummerJumpOverEnemyC","0","NONE","NONE","SummerJumpOverEnemyB","600","SummerEnemyA","1800","2800","NONE","2300","1200","1107"
"SummerJumpOverEnemyA","SummerJumpOverEnemyB","3500","0","NONE","0","SummerJumpOverEnemyC","0","SummerEnemyD","0","NONE","NONE","SummerEnemyB","500","SummerEnemyA","1700","2900","NONE","2400","1000","1108"
"SummerEnemyB","SurfC","0","0","NONE","0","SummerEnemyG","0","ShellFlyingItem","0","NONE","NONE","NONE","700","SummerEnemyG","1300","3000","NONE","2000","1000","8001"
"EnemyB","SurfC","0","0","NONE","0","SummerEnemyA","0","SummerEnemyA","0","NONE","NONE","NONE","700","SummerEnemyG","1300","3000","NONE","2000","1000","8002"
"SummerJumpOverEnemyA","SurfB","2500","0","NONE","2800","BeachTrap","0","SummerEnemyA","3100","NONE","SpeedTerritoryB","SpeedTerritoryA","300","BeachJumpOverTrap","1600","2200","AccelBoardA","1900","1300","8003"
"SummerEnemyA_NoColl","SurfB","3200","0","NONE","0","SpeedTerritoryA_NoColl","0","BeachJumpBoard","0","NONE","NONE","WaterMelon","300","WarpGateA","1600","2200","NONE","1800","1300","8004"
"SummerEnemyA_NoColl","SurfB","0","0","NONE","0","SpeedTerritoryA_NoColl","0","Balloon","0","NONE","NONE","NONE","300","NONE","2000","0","NONE","2400","1300","8005"
"SummerJumpOverEnemyA","NONE","1500","0","SurfB","1800","BeachTrap","3000","SummerEnemyA","2100","NONE","SpeedTerritoryB","SpeedTerritoryA","0","BeachJumpOverTrap","600","1200","AccelBoardA","900","300","8006"
"SummerEnemyA_NoColl","NONE","2200","0","NONE","3000","SpeedTerritoryA_NoColl","0","BeachJumpBoard","0","NONE","SurfB","WaterMelon","0","WarpGateA","600","1200","NONE","800","300","8007"
"SummerEnemyA_NoColl","NONE","0","0","NONE","0","SpeedTerritoryA_NoColl","0","Balloon","0","NONE","NONE","NONE","0","SurfB","1000","3000","NONE","1300","300","8008"
"NONE","NONE","0","0","NONE","0","NONE","0","NONE","0","NONE","NONE","NONE","0","NONE","1000","3000","NONE","1300","300","8009"
"WarpGateA","AccelBoardA","0","0","NONE","0","BeachJumpBoard","0","AccelBoardA","0","NONE","NONE","NONE","500","NONE","2000","0","NONE","3100","1000","9990"
"BeachTrap","AccelBoardA","3000","0","NONE","0","SummerJumpOverEnemyB","0","BeachTrap","0","NONE","NONE","NONE","500","EnemyB","1300","2500","NONE","2000","800","9991"
"SummerJumpOverEnemyB","AccelBoardA","3300","0","NONE","0","EnemyB","0","SummerEnemyC","0","NONE","NONE","BeachTrap","500","AccelBoardA","1400","2800","NONE","2100","1100","9992"
"SummerEnemyA","AccelBoardA","3300","0","NONE","3600","AccelBoardA","0","SummerJumpOverEnemyA","0","NONE","SummerEnemyA","SummerEnemyA","500","SummerEnemyB","2000","3000","NONE","2500","1200","9993"
"AccelBoardA","WaterMelon","3000","0","NONE","0","AccelBoardA","0","AccelBoardA","0","NONE","NONE","AccelBoardA","300","AccelBoardA","1500","2500","NONE","2000","1000","9994"
"BeachJumpOverTrap","SummerJumpOverEnemyA","3000","0","NONE","0","SpeedTerritoryA","0","EnemyB","0","NONE","NONE","SummerJumpOverEnemyA","500","BeachJumpOverTrap","1400","2600","NONE","1700","900","9995"
"AccelBoardA","SummerJumpOverEnemyB","0","0","NONE","0","AccelBoardA","0","WarpGateA","0","NONE","NONE","NONE","400","NONE","1900","0","NONE","2700","700","9996"
