ad5ed13a530b559a704cda21529521feec76c48baf44199916659fb7986be6c3,c35d3fb474da3cfc613e4b5dabd57894b50dd27f7861a573b092b36f741623a2,ce784eeda9f192e8a367224370c8b64d5d43174a25b05971f8a55d57b2d32630,a9e235ddc40f2c44168f54ea719f3a0e2beb813d03579af3085fb41747ae9c3b,6c3af18fc3453a5be37aa58d331b8674c59dda02525e66460e7b4bfdb2ae4686,845d91b7e31925c1ca141af704270dce5974b28e47abee5dae76325db0d5d74f,1e8a303aa346944bf0ef5cad149ee6df800a9aa053311d17437babd1416540e6,e7d842e406884980095f041fbf439129b04d066eaad9c188132ac5e1dc864441,4c3fcc5f88398b7ce841eba5011a2cb1f52234f1fc5b388fd0909c4afe8d98bf,e0646b9cdece4eb727a1f6233d7cc1c45420a78027d30e6fc57718d37af0cafc,5081fcbd241e6bf015b7783393eb0aed5e55e61373cd57327fa3f257256f19c2,65a9b9ce4f95df11e131cc8892b3ce40ec7c3b0d2f1ba01bcca04e1c0c1fabb4,9eea0c3b4baa924c814442174b6ba487eeb5e3879860bdabb50076c7a19dd90a,3795e1470a093d9a8a5ceed3bd684a51e0c6c1bdb4c54b30d37623bc9a2828f6,7322ac5c63ea05fd42d705fa493110415c5c999f31fdec226732dfa2b3c61db5,c7499562e90d71844086284c4365b11d80a84f22629010cb682cdf9633d40fb3
"8405","0","8402","1","5","0","8403","1","0","31","84","10014","82","8404","0","8401"
"8505","0","8502","2","8","0","8503","1","0","31","85","10021","82","8504","0","8501"
"8605","0","8602","5","2","0","8603","1","0","32","86","10053","83","8604","0","8601"
"8705","0","8702","1","5","0","8703","1","0","32","87","10011","84","8704","0","8701"
"8805","0","8802","7","8","0","8803","1","0","32","88","10072","85","8804","0","8801"
"8905","0","8902","4","2","0","8903","1","0","33","89","10045","86","8904","0","8901"
"9005","0","9002","4","5","0","9003","1","0","33","90","10042","87","9004","0","9001"
"9105","0","9102","5","8","0","9103","1","0","33","91","10053","88","9104","0","9101"
"9205","0","9202","6","2","0","9203","1","0","34","92","10064","89","9204","0","9201"
"9305","0","9302","3","5","0","9303","1","0","34","93","10035","90","9304","0","9301"
"9405","0","9402","5","8","0","9403","1","0","34","94","10051","91","9404","0","9401"
"9505","0","9502","3","2","0","9503","1","0","35","95","10033","92","9504","0","9501"
"9605","0","9602","4","5","0","9603","1","0","35","96","10044","93","9604","0","9601"
"9705","0","9702","7","8","0","9703","1","0","35","97","10075","94","9704","0","9701"
"9805","0","9802","3","2","0","9803","1","0","36","98","10032","95","9804","0","9801"
"9905","0","9902","2","5","0","9903","1","0","36","99","10023","96","9904","0","9901"
"10005","0","10002","2","8","0","10003","1","0","36","100","10024","97","10004","0","10001"
"10105","0","10102","5","2","0","10103","1","0","37","101","10051","98","10104","0","10101"
"10205","0","10202","1","5","0","10203","1","0","37","102","10012","99","10204","0","10201"
"10305","0","10302","3","8","0","10303","1","0","37","103","10035","100","10304","0","10301"
"10405","0","10402","6","2","0","10403","1","0","38","104","10063","101","10404","0","10401"
"10505","0","10502","5","5","0","10503","1","0","38","105","10055","102","10504","0","10501"
"10605","0","10602","7","8","0","10603","1","0","38","106","10071","103","10604","0","10601"
"10705","0","10702","5","2","0","10703","1","0","39","107","10052","104","10704","0","10701"
"10805","0","10802","4","5","0","10803","1","0","39","108","10043","105","10804","0","10801"
"10905","0","10902","2","8","0","10903","1","0","39","109","10025","106","10904","0","10901"
"11005","0","11002","7","5","108","11003","1","109","40","110","10076","107","11004","0","11001"
"11105","0","11102","6","2","0","11103","2","0","1","111","10062","0","11104","0","11101"
"11205","0","11202","2","5","0","11203","2","0","1","112","10024","0","11204","0","11201"
"11305","0","11302","4","8","0","11303","2","0","1","113","10045","0","11304","0","11301"
"11405","0","11402","2","2","0","11403","2","0","2","114","10022","111","11404","0","11401"
"11505","0","11502","4","5","0","11503","2","0","2","115","10043","112","11504","0","11501"
"11605","0","11602","7","8","0","11603","2","0","2","116","10074","113","11604","0","11601"
"11705","0","11702","1","2","0","11703","2","0","3","117","10012","114","11704","0","11701"
"11805","0","11802","6","5","0","11803","2","0","3","118","10063","115","11804","0","11801"
"11905","0","11902","3","8","0","11903","2","0","3","119","10035","116","11904","0","11901"
"12005","0","12002","5","2","0","12003","2","0","4","120","10051","117","12004","0","12001"
"12105","0","12102","2","5","0","12103","2","0","4","121","10023","118","12104","0","12101"
"0","0","12202","100","8","0","0","2","0","4","122","11004","119","0","0","12201"
"12305","0","12302","6","2","0","12303","2","0","5","123","10061","120","12304","0","12301"
"12405","0","12402","4","5","0","12403","2","0","5","124","10042","121","12404","0","12401"
"12505","0","12502","7","8","0","12503","2","0","5","125","10073","122","12504","0","12501"
"0","0","12602","101","2","0","12603","2","0","6","126","11015","123","0","0","12601"
"12705","0","12702","3","5","0","12703","2","0","6","127","10033","124","12704","0","12701"
"12805","0","12802","5","8","0","12803","2","0","6","128","10054","125","12804","0","12801"
"12905","0","12902","1","2","0","12903","2","0","7","129","10011","126","12904","0","12901"
"13005","0","13002","5","5","0","13003","2","0","7","130","10052","127","13004","0","13001"
"13105","0","13102","6","8","0","13103","2","0","7","131","10064","128","13104","0","13101"
"13205","0","13202","2","2","0","13203","2","0","8","132","10025","129","13204","0","13201"
"0","0","13302","101","5","0","13303","2","0","8","133","11011","130","0","0","13301"
"0","0","0","101","8","0","0","2","0","8","134","11014","131","0","0","13401"
"13505","0","13502","1","2","0","13503","2","0","9","135","10015","132","13504","0","13501"
"13605","0","13602","4","5","0","13603","2","0","9","136","10041","133","13604","0","13601"
"13705","0","13702","5","8","0","13703","2","0","9","137","10055","134","13704","0","13701"
"13805","0","13802","5","5","136","13803","2","137","10","138","10056","135","13804","0","13801"
"13905","0","13902","6","2","0","13903","2","0","11","139","10063","138","13904","0","13901"
"14005","0","14002","5","5","0","14003","2","0","11","140","10054","138","14004","0","14001"
"14105","0","14102","3","8","0","14103","2","0","11","141","10031","138","14104","0","14101"
"14205","0","14202","2","2","0","14203","2","0","12","142","10022","139","14204","0","14201"
"14305","0","14302","1","5","0","14303","2","0","12","143","10014","140","14304","0","14301"
"14405","0","14402","2","8","0","14403","2","0","12","144","10025","141","14404","0","14401"
"14505","0","14502","7","2","0","14503","2","0","13","145","10071","142","14504","0","14501"
"14605","0","14602","5","5","0","14603","2","0","13","146","10052","143","14604","0","14601"
"0","0","14702","101","8","0","0","2","0","13","147","11013","144","0","0","14701"
"0","0","14802","101","2","0","0","2","0","14","148","11014","145","0","0","14801"
"14905","0","14902","1","5","0","14903","2","0","14","149","10013","146","14904","0","14901"
"15005","0","15002","5","8","0","15003","2","0","14","150","10055","147","15004","0","15001"
"15105","0","15102","5","2","0","15103","2","0","15","151","10051","148","15104","0","15101"
"0","0","0","100","5","0","0","2","0","15","152","11001","149","0","0","15201"
"0","0","15302","101","8","0","0","2","0","15","153","11012","150","0","0","15301"
"15405","0","15402","2","2","0","15403","2","0","16","154","10023","151","15404","0","15401"
"15505","0","15502","5","5","0","15503","2","0","16","155","10054","152","15504","0","15501"
"15605","0","15602","2","8","0","15603","2","0","16","156","10021","153","15604","0","15601"
"15705","0","15702","3","2","0","15703","2","0","17","157","10034","154","15704","0","15701"
"15805","0","15802","6","5","0","15803","2","0","17","158","10065","155","15804","0","15801"
"15905","0","15902","7","8","0","15903","2","0","17","159","10072","156","15904","0","15901"
"16005","0","16002","3","2","0","16003","2","0","18","160","10033","157","16004","0","16001"
"0","0","16102","100","5","0","16103","2","0","18","161","11004","158","0","0","16101"
"16205","0","16202","1","8","0","16203","2","0","18","162","10015","159","16204","0","16201"
"16305","0","16302","3","2","0","16303","2","0","19","163","10032","160","16304","0","16301"
"16405","0","16402","5","5","0","16403","2","0","19","164","10053","161","16404","0","16401"
"16505","0","16502","5","8","0","16503","2","0","19","165","10055","162","16504","0","16501"
"16605","0","16602","3","5","164","16603","2","165","20","166","10036","163","16604","0","16601"
"16705","0","16702","6","2","0","16703","2","0","21","167","10061","166","16704","0","16701"
"16805","0","16802","5","5","0","16803","2","0","21","168","10053","166","16804","0","16801"
"16905","0","16902","4","8","0","16903","2","0","21","169","10044","166","16904","0","16901"
"17005","0","17002","6","2","0","17003","2","0","22","170","10065","167","17004","0","17001"
"17105","0","17102","5","5","0","17103","2","0","22","171","10051","168","17104","0","17101"
"17205","0","17202","4","8","0","17203","2","0","22","172","10041","169","17204","0","17201"
"17305","0","17302","1","2","0","17303","2","0","23","173","10012","170","17304","0","17301"
"17405","0","17402","7","5","0","17403","2","0","23","174","10075","171","17404","0","17401"
"17505","0","17502","3","8","0","17503","2","0","23","175","10031","172","17504","0","17501"
"0","0","17602","100","2","0","0","2","0","24","176","11003","173","0","0","17601"
"0","0","17702","101","5","0","17703","2","0","24","177","11014","174","0","0","17701"
"17805","0","17802","1","8","0","17803","2","0","24","178","10011","175","17804","0","17801"
"17905","0","17902","1","2","0","17903","2","0","25","179","10013","176","17904","0","17901"
"18005","0","18002","3","5","0","18003","2","0","25","180","10034","177","18004","0","18001"
"0","0","18102","100","8","0","0","2","0","25","181","11005","178","0","0","18101"
"18205","0","18202","6","2","0","18203","2","0","26","182","10062","179","18204","0","18201"
"18305","0","18302","4","5","0","18303","2","0","26","183","10043","180","18304","0","18301"
"18405","0","18402","5","8","0","18403","2","0","26","184","10054","181","18404","0","18401"
"18505","0","18502","1","2","0","18503","2","0","27","185","10011","182","18504","0","18501"
"18605","0","18602","1","5","0","18603","2","0","27","186","10014","183","18604","0","18601"
"18705","0","18702","4","8","0","18703","2","0","27","187","10045","184","18704","0","18701"
"18805","0","18802","1","2","0","18803","2","0","28","188","10012","185","18804","0","18801"
"0","0","18902","101","5","0","18903","2","0","28","189","11013","186","0","0","18901"
"0","0","19002","100","8","0","0","2","0","28","190","11001","187","0","0","19001"
"19105","0","19102","4","2","0","19103","2","0","29","191","10042","188","19104","0","19101"
"19205","0","19202","7","5","0","19203","2","0","29","192","10073","189","19204","0","19201"
"19305","0","19302","3","8","0","19303","2","0","29","193","10035","190","19304","0","19301"
"19405","0","19402","2","5","192","19403","2","193","30","194","10026","191","19404","0","19401"
"0","0","19502","100","2","0","19503","2","0","31","195","11001","194","0","0","19501"
"19605","0","19602","3","5","0","19603","2","0","31","196","10033","194","19604","0","19601"
"19705","0","19702","2","8","0","19703","2","0","31","197","10024","194","19704","0","19701"
"19805","0","19802","5","2","0","19803","2","0","32","198","10055","195","19804","0","19801"
"0","0","19902","101","5","0","19903","2","0","32","199","11012","196","0","0","19901"
"20005","0","20002","4","8","0","20003","2","0","32","200","10043","197","20004","0","20001"
"20105","0","20102","4","2","0","20103","2","0","33","201","10045","198","20104","0","20101"
"20205","0","20202","2","5","0","20203","2","0","33","202","10021","199","20204","0","20201"
"20305","0","20302","4","8","0","20303","2","0","33","203","10042","200","20304","0","20301"
"0","0","20402","100","2","0","20403","2","0","34","204","11005","201","0","0","20401"
"20505","0","20502","4","5","0","20503","2","0","34","205","10042","202","20504","0","20501"
"20605","0","20602","2","8","0","20603","2","0","34","206","10024","203","20604","0","20601"
"20705","0","20702","3","2","0","20703","2","0","35","207","10031","204","20704","0","20701"
"20805","0","20802","3","5","0","20803","2","0","35","208","10032","205","20804","0","20801"
"0","0","20902","100","8","0","20903","2","0","35","209","11003","206","0","0","20901"
"21005","0","21002","4","2","0","21003","2","0","36","210","10044","207","21004","0","21001"
"21105","0","21102","4","5","0","21103","2","0","36","211","10041","208","21104","0","21101"
"21205","0","21202","4","8","0","21203","2","0","36","212","10043","209","21204","0","21201"
"21305","0","21302","2","2","0","21303","2","0","37","213","10025","210","21304","0","21301"
"21405","0","21402","3","5","0","21403","2","0","37","214","10032","211","21404","0","21401"
"21505","0","21502","5","8","0","21503","2","0","37","215","10054","212","21504","0","21501"
"21605","0","21602","2","2","0","21603","2","0","38","216","10025","213","21604","0","21601"
"0","0","21702","100","5","0","21703","2","0","38","217","11002","214","0","0","21701"
"21805","0","21802","2","8","0","21803","2","0","38","218","10023","215","21804","0","21801"
"21905","0","21902","3","2","0","21903","2","0","39","219","10034","216","21904","0","21901"
"22005","0","22002","3","5","0","22003","2","0","39","220","10031","217","22004","0","22001"
"22105","0","22102","2","8","0","22103","2","0","39","221","10022","218","22104","0","22101"
"22205","0","22202","4","5","220","22203","2","221","40","222","10046","219","22204","0","22201"
"0","0","0","101","2","0","0","3","0","1","223","11012","0","0","0","22301"
"22405","0","22402","2","5","0","22403","3","0","1","224","10021","0","22404","0","22401"
"22505","0","22502","6","8","0","22503","3","0","1","225","10063","0","22504","0","22501"
"22605","0","22602","2","2","0","22603","3","0","2","226","10025","223","22604","0","22601"
"22705","0","22702","2","5","0","22703","3","0","2","227","10024","224","22704","0","22701"
"22805","0","22802","4","8","0","22803","3","0","2","228","10045","225","22804","0","22801"
"0","0","0","101","2","0","0","3","0","3","229","11013","226","0","0","22901"
"23005","0","23002","4","5","0","23003","3","0","3","230","10044","227","23004","0","23001"
"23105","0","23102","7","8","0","23103","3","0","3","231","10072","228","23104","0","23101"
"0","0","0","101","2","0","0","3","0","4","232","11015","229","0","0","23201"
"0","0","0","100","5","0","0","3","0","4","233","11003","230","0","0","23301"
"23405","0","23402","4","8","0","23403","3","0","4","234","10041","231","23404","0","23401"
"23505","0","23502","1","5","233","23503","3","234","5","235","10016","232","23504","0","23501"
"23605","0","23602","6","2","0","23603","3","0","6","236","10064","235","23604","0","23601"
"23705","0","23702","7","5","0","23703","3","0","6","237","10071","235","23704","0","23701"
"23805","0","23802","2","8","0","23803","3","0","6","238","10023","235","23804","0","23801"
"23905","0","23902","6","2","0","23903","3","0","7","239","10065","236","23904","0","23901"
"0","0","0","101","5","0","0","3","0","7","240","11013","237","0","0","24001"
"0","0","0","101","8","0","0","3","0","7","241","11011","238","0","0","24101"
"24205","0","24202","7","2","0","24203","3","0","8","242","10074","239","24204","0","24201"
"0","0","0","100","5","0","0","3","0","8","243","11002","240","0","0","24301"
"24405","0","24402","2","8","0","24403","3","0","8","244","10024","241","24404","0","24401"
"24505","0","24502","6","2","0","24503","3","0","9","245","10062","242","24504","0","24501"
"0","0","0","100","5","0","0","3","0","9","246","11005","243","0","0","24601"
"24705","0","24702","6","8","0","24703","3","0","9","247","10061","244","24704","0","24701"
"24805","0","24802","5","5","246","24803","3","247","10","248","10056","245","24804","0","24801"
"24905","0","24902","2","2","0","24903","3","0","11","249","10022","248","24904","0","24901"
"25005","0","25002","7","5","0","25003","3","0","11","250","10075","248","25004","0","25001"
"25105","0","25102","4","8","0","25103","3","0","11","251","10044","248","25104","0","25101"
"0","0","0","100","2","0","0","3","0","12","252","11003","249","0","0","25201"
"25305","0","25302","2","5","0","25303","3","0","12","253","10025","250","25304","0","25301"
"25405","0","25402","7","8","0","25403","3","0","12","254","10073","251","25404","0","25401"
"0","0","0","101","2","0","0","3","0","13","255","11014","252","0","0","25501"
"25605","0","25602","6","5","0","25603","3","0","13","256","10064","253","25604","0","25601"
"25705","0","25702","4","8","0","25703","3","0","13","257","10042","254","25704","0","25701"
"0","0","0","100","2","0","0","3","0","14","258","11002","255","0","0","25801"
"25905","0","25902","7","5","0","25903","3","0","14","259","10071","256","25904","0","25901"
"0","0","0","100","8","0","0","3","0","14","260","11004","257","0","0","26001"
"26105","0","26102","3","5","259","26103","3","260","15","261","10036","258","26104","0","26101"
"26205","0","26202","4","2","0","26203","3","0","16","262","10041","261","26204","0","26201"
"26305","0","26302","6","5","0","26303","3","0","16","263","10065","261","26304","0","26301"
"0","0","0","101","8","0","0","3","0","16","264","11012","261","0","0","26401"
"26505","0","26502","2","2","0","26503","3","0","17","265","10025","262","26504","0","26501"
"0","0","0","100","5","0","0","3","0","17","266","11001","263","0","0","26601"
"26705","0","26702","7","8","0","26703","3","0","17","267","10075","264","26704","0","26701"
"26805","0","26802","2","2","0","26803","3","0","18","268","10023","265","26804","0","26801"
"0","0","0","101","5","0","0","3","0","18","269","11014","266","0","0","26901"
"27005","0","27002","2","8","0","27003","3","0","18","270","10021","267","27004","0","27001"
"0","0","0","101","2","0","0","3","0","19","271","11011","268","0","0","27101"
"27205","0","27202","7","5","0","27203","3","0","19","272","10073","269","27204","0","27201"
"27305","0","27302","4","8","0","27303","3","0","19","273","10042","270","27304","0","27301"
"27405","0","27402","5","5","272","27403","3","273","20","274","10056","271","27404","0","27401"
"0","0","0","100","2","0","0","3","0","21","275","11005","274","0","0","27501"
"27605","0","27602","7","5","0","27603","3","0","21","276","10074","274","27604","0","27601"
"27705","0","27702","4","8","0","27703","3","0","21","277","10043","274","27704","0","27701"
"0","0","0","100","2","0","0","3","0","22","278","11001","275","0","0","27801"
"27905","0","27902","6","5","0","27903","3","0","22","279","10063","276","27904","0","27901"
"28005","0","28002","4","8","0","28003","3","0","22","280","10045","277","28004","0","28001"
"28105","0","28102","2","2","0","28103","3","0","23","281","10022","278","28104","0","28101"
"0","0","0","100","5","0","0","3","0","23","282","11004","279","0","0","28201"
"0","0","0","101","8","0","0","3","0","23","283","11015","280","0","0","28301"
"28405","0","28402","6","2","0","28403","3","0","24","284","10061","281","28404","0","28401"
"0","0","0","100","5","0","0","3","0","24","285","11005","282","0","0","28501"
"28605","0","28602","7","8","0","28603","3","0","24","286","10071","283","28604","0","28601"
"28705","0","28702","3","5","285","28703","3","286","25","287","10036","284","28704","0","28701"
"28805","0","28802","6","2","0","28803","3","0","26","288","10065","287","28804","0","28801"
"0","0","0","101","5","0","0","3","0","26","289","11011","287","0","0","28901"
"29005","0","29002","2","8","0","29003","3","0","26","290","10023","287","29004","0","29001"
"29105","0","29102","7","2","0","29103","3","0","27","291","10072","288","29104","0","29101"
"0","0","0","100","5","0","0","3","0","27","292","11003","289","0","0","29201"
"29305","0","29302","4","8","0","29303","3","0","27","293","10044","290","29304","0","29301"
"29405","0","29402","6","2","0","29403","3","0","28","294","10062","291","29404","0","29401"
"29505","0","29502","4","5","0","29503","3","0","28","295","10043","292","29504","0","29501"
"29605","0","29602","6","8","0","29603","3","0","28","296","10063","293","29604","0","29601"
"29705","0","29702","2","2","0","29703","3","0","29","297","10021","294","29704","0","29701"
"29805","0","29802","6","5","0","29803","3","0","29","298","10062","295","29804","0","29801"
"0","0","0","100","8","0","0","3","0","29","299","11004","296","0","0","29901"
"30005","0","30002","1","5","298","30003","3","299","30","300","10016","297","30004","0","30001"
"30105","0","30102","4","2","0","30103","3","0","31","301","10042","300","30104","0","30101"
"0","0","0","101","5","0","0","3","0","31","302","11013","300","0","0","30201"
"30305","0","30302","4","8","0","30303","3","0","31","303","10045","300","30304","0","30301"
"30405","0","30402","2","2","0","30403","3","0","32","304","10023","301","30404","0","30401"
"30505","0","30502","4","5","0","30503","3","0","32","305","10041","302","30504","0","30501"
"30605","0","30602","7","8","0","30603","3","0","32","306","10075","303","30604","0","30601"
"0","0","0","101","2","0","0","3","0","33","307","11012","304","0","0","30701"
"30805","0","30802","2","5","0","30803","3","0","33","308","10024","305","30804","0","30801"
"30905","0","30902","2","8","0","30903","3","0","33","309","10021","306","30904","0","30901"
"31005","0","31002","4","2","0","31003","3","0","34","310","10043","307","31004","0","31001"
"31105","0","31102","6","5","0","31103","3","0","34","311","10061","308","31104","0","31101"
"0","0","0","100","8","0","0","3","0","34","312","11002","309","0","0","31201"
"31305","0","31302","3","5","311","31303","3","312","35","313","10036","310","31304","0","31301"
"31405","0","31402","7","2","0","31403","3","0","36","314","10073","313","31404","0","31401"
"31505","0","31502","4","5","0","31503","3","0","36","315","10041","313","31504","0","31501"
"0","0","0","101","8","0","0","3","0","36","316","11014","313","0","0","31601"
"31705","0","31702","2","2","0","31703","3","0","37","317","10025","314","31704","0","31701"
"31805","0","31802","4","5","0","31803","3","0","37","318","10043","315","31804","0","31801"
"0","0","0","100","8","0","0","3","0","37","319","11001","316","0","0","31901"
"32005","0","32002","2","2","0","32003","3","0","38","320","10022","317","32004","0","32001"
"32105","0","32102","6","5","0","32103","3","0","38","321","10064","318","32104","0","32101"
"32205","0","32202","7","8","0","32203","3","0","38","322","10074","319","32204","0","32201"
