e501ffdefad3bfa9978c1d7227612e4e1e0d2755a838fcc87d0b29becce6873a,c3b2414a5ca20ed537eae7aad441738c1e0fd4460693ca0ef9a291d122791138,d5d8f93e4e55ee3a55ab0843904cdb6f70036d1253ca3252218708fcc5c96f97,a1a9e7226fde6cd875623e2e77edc2a077ef3f46c45c894ab1e3aab3a5b9c20d,3b279c7003d8104db3f8ab8c5d2c518a6c8fb387f9e0219e4fcaa3f2f913d80c,53e05020339eb2767949eeedde69408ee6dee632ca7dafa95fca09d257b01394,fee88f992a1a601a88d4e2fddbb6a9b47094d2dc85e5de3e788118fe200668c3,2e47900bccaee10bdae2f9ca563443f1e3f99475259f6d09c7f5fc24e3fb8ee5,2f2b065b52759f5e8d4d8c49dd2fcc4ea69f60386c0950d53965d4a278d592b5,6488a498882964e688c0cca9fc87bf4eb73bddb82217d9e3ff689fa440a23388,1750f0b9ef8a4c7f6ce06f29af995b80c28204f992d378f4464f48b57623b07e
"8","2","25021","2","157","10","91002","25013","56","33","283001056"
"8","2","25021","2","160","10","91002","25013","57","34","283001057"
"8","2","25021","2","163","10","91002","25013","58","34","283001058"
"8","2","25021","2","166","10","91002","25013","59","34","283001059"
"8","2","25021","2","169","30","91002","25013","60","35","283001060"
"8","2","25021","2","171","10","91002","25013","61","35","283001061"
"8","2","25021","2","174","10","91002","25013","62","35","283001062"
"8","2","25021","2","177","10","91002","25013","63","36","283001063"
"8","2","25021","2","180","10","91002","25013","64","36","283001064"
"8","2","25021","2","182","10","91002","25013","65","36","283001065"
"8","2","25021","2","185","10","91002","25013","66","37","283001066"
"8","2","25021","2","187","10","91002","25013","67","37","283001067"
"8","2","25021","2","190","10","91002","25013","68","37","283001068"
"8","2","25021","2","193","10","91002","25013","69","38","283001069"
"8","2","25021","2","196","30","91002","25013","70","38","283001070"
"8","2","25021","2","200","10","91002","25013","71","39","283001071"
"8","2","25021","2","204","10","91002","25013","72","39","283001072"
"8","2","25021","2","208","10","91002","25013","73","40","283001073"
"8","2","25021","2","212","10","91002","25013","74","40","283001074"
"8","2","25021","2","216","10","91002","25013","75","41","283001075"
"8","2","25021","2","220","10","91002","25013","76","41","283001076"
"8","2","25021","2","224","10","91002","25013","77","42","283001077"
"8","2","25021","2","228","10","91002","25013","78","42","283001078"
"8","2","25021","2","232","10","91002","25013","79","43","283001079"
"8","2","25021","2","236","30","91002","25013","80","43","283001080"
"8","2","25021","2","240","10","91002","25013","81","44","283001081"
"8","2","25021","2","244","10","91002","25013","82","44","283001082"
"8","2","25021","2","248","10","91002","25013","83","45","283001083"
"8","2","25021","2","252","10","91002","25013","84","45","283001084"
"8","2","25021","2","256","10","91002","25013","85","46","283001085"
"8","2","25021","2","260","10","91002","25013","86","46","283001086"
"8","2","25021","2","264","10","91002","25013","87","47","283001087"
"8","2","25021","2","268","10","91002","25013","88","47","283001088"
"8","2","25021","2","272","10","91002","25013","89","48","283001089"
"8","2","25021","2","276","30","91002","25013","90","48","283001090"
"8","2","25021","2","280","10","91002","25013","91","49","283001091"
"8","2","25021","2","284","10","91002","25013","92","49","283001092"
"8","2","25021","2","288","10","91002","25013","93","50","283001093"
"8","2","25021","2","292","10","91002","25013","94","50","283001094"
"8","2","25021","2","296","10","91002","25013","95","51","283001095"
"8","2","25021","2","300","10","91002","25013","96","51","283001096"
"8","2","25021","2","304","10","91002","25013","97","52","283001097"
"8","2","25021","2","308","10","91002","25013","98","52","283001098"
"8","2","25021","2","312","10","91002","25013","99","53","283001099"
"8","2","25021","2","316","30","91002","25013","100","53","283001100"
