414426f3d8ccab2919d14e2b81abe391a18aded333ee88c162513d02f08a7b90,573a1d83bff3fd3b65c2c3b056f0e621bc816b65833d7ff1f8f58b65c63a676a,6b6876653eaeee07595bd7a7fefaf14a82e0879573f81ec5354d95698c3334ce,53b57269e139c6649233b9d2b7902bc0e0f7b41c75997135a435d28d034903c4,01ec8e07b2414c80610f2976b6197763c1360bd5137a9116d743b8e973019e7c,39645def0c26fd118fd912c1e55f13b43cf0d61a0ed4b41dc1097431a7f8e640,1fd8e337fd23c156e1c04c7daade4e3ebbb1d5b63505f216ecf10da480a28919,c5c7004ed5f3ee9aa4c377b827187c888bfbdb2e5a17bab020fba4b6bf1dd2e2,a4c45d8a4e5047f0ffd32920850274fe702162dafd0c3a257e040c37a98008a4,580ba63097dce32fd670bc9fc40d0128c6cee2f935835a54598b92a1e13e94d1,364e4fe0b1450d59535e44fc2e1c877be8aed21bf3232c2d9f737cc8fc9fc407,c69d39cef54186d9a5ccdbf211264cbef0742387610f9e977d4e4d7af8b28c8b,69b1a529c754d7167f931f0ecca54ffd6ab0e238168b003a93ca349235c42f67,c99e3c4a66ccda858d1bed3a73ce3010057352c21d3a02153723bc0cdd63d60b,d039327170cac9c8cc974bda6dbd78ceca90d948dd05a2649040221861a2d32d,975290e38b4896f5fded84b0bfab772c35c4fc371e8f0f119a7e70e1db9b5750
"1002108","90006","1","0","0","2","2","0","0","0","40","0","22002","0","0","0"
"1002109","90006","1","0","0","2","2","0","0","0","40","0","22002","0","0","0"
"1002110","90006","1","0","0","2","2","0","0","0","40","0","22003","0","0","0"
"1003101","91002","40","2","0","2","8","22002","0","0","40","0","90006","0","0","1"
"1003102","91002","50","2","0","2","8","22002","0","0","60","0","90006","0","0","2"
"1003103","91002","60","2","0","2","8","22002","0","0","80","0","90006","0","0","3"
"1003104","91002","80","2","0","2","8","22002","0","0","100","0","90006","0","0","4"
"1003105","91002","150","2","0","2","8","22003","0","0","200","0","90006","0","0","2"
"1003106","90006","1","0","0","2","2","0","0","0","40","0","22002","0","0","0"
"1003107","90006","1","0","0","2","2","0","0","0","40","0","22002","0","0","0"
"1003108","90006","1","0","0","2","2","0","0","0","40","0","22002","0","0","0"
"1003109","90006","1","0","0","2","2","0","0","0","40","0","22002","0","0","0"
"1003110","90006","1","0","0","2","2","0","0","0","40","0","22003","0","0","0"
"1004101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1004102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1004103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1004104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1004105","91002","100","2","0","2","8","31018","0","0","150","0","90006","0","0","2"
"1004106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1004107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1004108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1004109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1004110","91002","100","2","0","2","8","31018","0","0","80","0","90006","0","0","1"
"1004111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1004112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1004113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1004114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1004115","91002","100","2","0","2","8","31018","0","0","80","0","90006","0","0","1"
"1004116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1005101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1005102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1005103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1005104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1005105","91002","100","2","0","2","8","31042","0","0","150","0","90006","0","0","2"
"1005106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1005107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1005108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1005109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1005110","91002","100","2","0","2","8","31042","0","0","80","0","90006","0","0","1"
"1005111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1005112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1005113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1005114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1005115","91002","100","2","0","2","8","31042","0","0","80","0","90006","0","0","1"
"1005116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1006101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1006102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1006103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1006104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1006105","91002","100","2","0","2","8","31025","0","0","150","0","90006","0","0","2"
"1006106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1006107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1006108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1006109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1006110","91002","100","2","0","2","8","31025","0","0","80","0","90006","0","0","1"
"1006111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1006112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1006113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1006114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1006115","91002","100","2","0","2","8","31025","0","0","80","0","90006","0","0","1"
"1006116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1007101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1007102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1007103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1007104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1007105","91002","100","2","0","2","8","31018","0","0","150","0","90006","0","0","2"
"1007106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1007107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1007108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1007109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1007110","91002","100","2","0","2","8","31018","0","0","80","0","90006","0","0","1"
"1007111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1007112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1007113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1007114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1007115","91002","100","2","0","2","8","31018","0","0","80","0","90006","0","0","1"
"1007116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1008101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1008102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1008103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1008104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1008105","91002","100","2","0","2","8","31042","0","0","150","0","90006","0","0","2"
"1008106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1008107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1008108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1008109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1008110","91002","100","2","0","2","8","31042","0","0","80","0","90006","0","0","1"
"1008111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1008112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1008113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1008114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1008115","91002","100","2","0","2","8","31042","0","0","80","0","90006","0","0","1"
"1008116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1009101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1009102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1009103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1009104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1009105","91002","100","2","0","2","8","31043","0","0","150","0","90006","0","0","2"
"1009106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1009107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1009108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1009109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1009110","91002","100","2","0","2","8","31043","0","0","80","0","90006","0","0","1"
"1009111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1009112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1009113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1009114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1009115","91002","100","2","0","2","8","31043","0","0","80","0","90006","0","0","1"
"1009116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1010101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1010102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1010103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1010104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1010105","91002","100","2","0","2","8","31022","0","0","150","0","90006","0","0","2"
"1010106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1010107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1010108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1010109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1010110","91002","100","2","0","2","8","31022","0","0","80","0","90006","0","0","1"
"1010111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1010112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1010113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1010114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1010115","91002","100","2","0","2","8","31022","0","0","80","0","90006","0","0","1"
"1010116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1011101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1011102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1011103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1011104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1011105","91002","100","2","0","2","8","31025","0","0","150","0","90006","0","0","2"
"1011106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1011107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1011108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1011109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1011110","91002","100","2","0","2","8","31025","0","0","80","0","90006","0","0","1"
"1011111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1011112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1011113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1011114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1011115","91002","100","2","0","2","8","31025","0","0","80","0","90006","0","0","1"
"1011116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1012101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1012102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1012103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1012104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1012105","91002","100","2","0","2","8","31018","0","0","150","0","90006","0","0","2"
"1012106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1012107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1012108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1012109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1012110","91002","100","2","0","2","8","31018","0","0","80","0","90006","0","0","1"
"1012111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1012112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1012113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1012114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1012115","91002","100","2","0","2","8","31018","0","0","80","0","90006","0","0","1"
"1012116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1013101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1013102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1013103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1013104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1013105","91002","100","2","0","2","8","31042","0","0","150","0","90006","0","0","2"
"1013106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1013107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1013108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1013109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1013110","91002","100","2","0","2","8","31042","0","0","80","0","90006","0","0","1"
"1013111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1013112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1013113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1013114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1013115","91002","100","2","0","2","8","31042","0","0","80","0","90006","0","0","1"
"1013116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1014101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1014102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1014103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1014104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1014105","91002","100","2","0","2","8","31043","0","0","150","0","90006","0","0","2"
"1014106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1014107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1014108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1014109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1014110","91002","100","2","0","2","8","31043","0","0","80","0","90006","0","0","1"
"1014111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1014112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1014113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1014114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1014115","91002","100","2","0","2","8","31043","0","0","80","0","90006","0","0","1"
"1014116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1015101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1015102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1015103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1015104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1015105","91002","100","2","0","2","8","31025","0","0","150","0","90006","0","0","2"
"1015106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1015107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1015108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1015109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1015110","91002","100","2","0","2","8","31025","0","0","80","0","90006","0","0","1"
"1015111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1015112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1015113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1015114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1015115","91002","100","2","0","2","8","31025","0","0","80","0","90006","0","0","1"
"1015116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1016101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1016102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1016103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1016104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1016105","91002","100","2","0","2","8","31022","0","0","150","0","90006","0","0","2"
"1016106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1016107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1016108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1016109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1016110","91002","100","2","0","2","8","31022","0","0","80","0","90006","0","0","1"
"1016111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1016112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1016113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1016114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1016115","91002","100","2","0","2","8","31022","0","0","80","0","90006","0","0","1"
"1016116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1017101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1017102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1017103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1017104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1017105","91002","100","2","0","2","8","31018","0","0","150","0","90006","0","0","2"
"1017106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1017107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1017108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1017109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1017110","91002","100","2","0","2","8","31018","0","0","80","0","90006","0","0","1"
"1017111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1017112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1017113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1017114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1017115","91002","100","2","0","2","8","31018","0","0","80","0","90006","0","0","1"
"1017116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1018101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1018102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1018103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1018104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1018105","91002","100","2","0","2","8","31042","0","0","150","0","90006","0","0","2"
"1018106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1018107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1018108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1018109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1018110","91002","100","2","0","2","8","31042","0","0","80","0","90006","0","0","1"
"1018111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1018112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1018113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1018114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1018115","91002","100","2","0","2","8","31042","0","0","80","0","90006","0","0","1"
"1018116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1019101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1019102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1019103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1019104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1019105","91002","100","2","0","2","8","31043","0","0","150","0","90006","0","0","2"
"1019106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1019107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1019108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1019109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1019110","91002","100","2","0","2","8","31043","0","0","80","0","90006","0","0","1"
"1019111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1019112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1019113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1019114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1019115","91002","100","2","0","2","8","31043","0","0","80","0","90006","0","0","1"
"1019116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1020101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1020102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1020103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1020104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1020105","91002","100","2","0","2","8","31025","0","0","150","0","90006","0","0","2"
"1020106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1020107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1020108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1020109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1020110","91002","100","2","0","2","8","31025","0","0","80","0","90006","0","0","1"
"1020111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1020112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1020113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1020114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1020115","91002","100","2","0","2","8","31025","0","0","80","0","90006","0","0","1"
"1020116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1021101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1021102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1021103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1021104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1021105","91002","100","2","0","2","8","31022","0","0","150","0","90006","0","0","2"
"1021106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1021107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1021108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1021109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1021110","91002","100","2","0","2","8","31022","0","0","80","0","90006","0","0","1"
"1021111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1021112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1021113","91002","50","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1021114","91002","60","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1021115","91002","100","2","0","2","8","31022","0","0","80","0","90006","0","0","1"
"1021116","94002","0","0","0","0","12","0","0","0","25000","0","0","0","0","0"
"1022101","91002","20","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1022102","91002","30","2","0","2","8","0","0","0","50","0","90006","0","0","0"
"1022103","91002","40","2","0","2","8","0","0","0","75","0","90006","0","0","0"
"1022104","91002","50","2","0","2","8","0","0","0","100","0","90006","0","0","0"
"1022105","91002","100","2","0","2","8","31018","0","0","150","0","90006","0","0","2"
"1022106","91002","20","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1022107","91002","30","2","0","2","8","0","0","0","25","0","90006","0","0","0"
"1022108","91002","40","2","0","2","8","0","0","0","30","0","90006","0","0","0"
"1022109","91002","50","2","0","2","8","0","0","0","40","0","90006","0","0","0"
"1022110","91002","100","2","0","2","8","31018","0","0","80","0","90006","0","0","1"
"1022111","91002","30","2","0","2","8","0","0","0","20","0","90006","0","0","0"
"1022112","91002","40","2","0","2","8","0","0","0","25","0","90006","0","0","0"
