18db5b63d540589bc4de5628c0452e236fab9eab921f128c0d00c0239f5b65c3,c36d51669551a004f5ed7a06f013cfeebfa5b87152d8c5f9ab5d3cdae84cb105,00cfd856f445bbf8cac73ba729ee860f3d9dfb5209f6b33db06ac3f745c3f336,ebe3debd956398f3643fadb9fd69ec6904c1c18dad670dcece97b5382b345069,ee6d52cc3aa758c73d6b0351059e22092003e903f5da5b48d19d5adacbfca3cb,9d7d1cb0c86524c3865df96cc074e3abb4860f3692cfbc5540eb1dd1ea75095d,4a57c61b93b9ac24cbdbfd6c3b5ee2a0bdc06f6ef2aea5df86247461391aa563,d8b6f0f49c935f5b80e696fc795337655c7670f603e053bd5c972d7aff93e4bf,045edfde31ad7df0e8725929c30c082d60327df9265129ace67a00af91d7c398,aab904eba385a87a33f8704a3a8036b1591a2bf55e8c9576ab6e951dd8abcefd,3e3767c527e235500070503ebaba5e5790f0e9f2e31c437156b192e8eda9aa9e,7950e75b92c85104b674ada03f3a2d2510d64493dd14ba5c4b8ee5d9b513399b,36566d04fc1ac6d71e646fcd927f1394d2b10af3d1329c6d222fd9eac324a6eb
"201400","0","0","1","攻撃速度と攻撃力をアップ","バトル開始から３秒間、攻撃速度を20％アッ\nプさせ、その後、攻撃力を25％アップさせる。","リンド","0","2","0","2224001","0","127711"
"201410","0","0","1","自分の攻撃速度と敵の攻撃力をダウン","バトル開始から３秒間、自分の攻撃速度を10\n％ダウンさせ、その後、敵の攻撃力を25％ダ\nウンさせる。","ヴルム","0","2","0","2224101","0","127811"
"201420","0","0","1","コスト上限とHPをアップ","コスト上限を50％アップさせ、HPを50％\nアップさせる。","クルル","20142002","3","0","0","20142001","130911"
"201430","0","0","1","相手の攻撃力と攻撃速度をダウン","敵の攻撃力と攻撃速度を20％ダウンさせる。","アネモネ","0","2","0","2224301","0","129611"
"201440","0","0","1","相手の移動速度をダウン","バトル開始から1.5秒間、敵の移動速度を\n75％ダウンさせる。","ネフィ＝ネラ","0","3","0","2224401","0","129711"
"201450","0","0","1","最大HPをアップ","最大HPを100％アップさせる。","ペコリーヌ","0","2","0","0","20145001","105811"
"201460","0","0","1","コスト上限をアップ","コスト上限を100％アップさせる。","コッコロ","0","2","0","0","20146001","105911"
"201470","0","0","1","攻撃力と移動速度をアップ","攻撃力を75％アップさせ、移動速度を30％\nアップさせる。","リリ","0","2","0","2224701","20147001","131311"
"201480","0","0","1","攻撃力をアップ","バトル開始から３秒間、攻撃力を75％アップ\nさせる。","ライラエル","0","3","0","2224801","0","126511"
"201490","0","0","1","相手の移動速度をダウン","バトル開始から1.5秒間、敵の移動速度を\n90％ダウンさせる。","ネフィ＝ネラ","0","3","0","2224901","0","129711"
"201500","0","0","1","最大HPをアップ","最大HPを200％アップさせる。","ペコリーヌ","0","2","0","0","20150001","105811"
