e63cc751413a59c47b78fb45ffb160319d570b3a9526fd5d12b9f6226432b29b,729aa8ef4c2a102f73e8621d5955adcf71205f2fe51ba6436ecfed5335044908,d76cec68ad9dafd9428476ea52704098910d0a27ffad6067e39b2e3962987a65
"41704","131","2620"
"42350","132","2640"
"43002","133","2660"
"43658","134","2680"
"44319","135","2700"
"44986","136","2720"
"45657","137","2740"
"46333","138","2760"
"47014","139","2780"
"47701","140","2800"
"48392","141","2820"
"49088","142","2840"
"49789","143","2860"
"50495","144","2880"
"51206","145","2900"
"51922","146","2920"
"52643","147","2940"
"53369","148","2960"
"54100","149","2980"
"54836","150","3000"
"55577","151","3020"
"56323","152","3040"
"57074","153","3060"
"57830","154","3080"
"58590","155","3100"
"59356","156","3120"
"60127","157","3140"
"60903","158","3160"
"61683","159","3180"
"62469","160","3200"
"63260","161","3220"
"64055","162","3240"
"64856","163","3260"
"65661","164","3280"
"66472","165","3300"
"67287","166","3320"
"68108","167","3340"
"68933","168","3360"
"69764","169","3380"
"70599","170","3400"
"71439","171","3420"
"72285","172","3440"
"73135","173","3460"
"73990","174","3480"
"74851","175","3500"
"75716","176","3520"
"76586","177","3540"
"77461","178","3560"
"78341","179","3580"
"79226","180","3600"
"80116","181","3620"
"81011","182","3640"
"81911","183","3660"
"82816","184","3680"
"83726","185","3700"
"84641","186","3720"
"85561","187","3740"
"86486","188","3760"
"87416","189","3780"
"88351","190","3800"
"89291","191","3820"
"90235","192","3840"
"91185","193","3860"
"92140","194","3880"
"93100","195","3900"
"94064","196","3920"
"95034","197","3940"
"96009","198","3960"
"96988","199","3980"
"97973","200","4000"
"98962","201","4020"
"99957","202","4040"
"100956","203","4060"
"101961","204","4080"
"102970","205","4100"
"103984","206","4120"
"105004","207","4140"
"106028","208","4160"
"107057","209","4180"
"108092","210","4200"
"109131","211","4220"
"110175","212","4240"
"111224","213","4260"
"112279","214","4280"
"113338","215","4300"
"114402","216","4320"
"115471","217","4340"
"116545","218","4360"
"117624","219","4380"
"118708","220","4400"
"119797","221","4420"
"120891","222","4440"
"121990","223","4460"
"123094","224","4480"
"124203","225","4500"
"125316","226","4520"
"126435","227","4540"
"127559","228","4560"
"128688","229","4580"
"129822","230","4600"
"130960","231","4620"
"132104","232","4640"
"133253","233","4660"
"134406","234","4680"
"135565","235","4700"
"136728","236","4720"
"137897","237","4740"
"139070","238","4760"
"140249","239","4780"
"141432","240","4800"
"142621","241","4820"
"143814","242","4840"
"145013","243","4860"
"146216","244","4880"
"147424","245","4900"
"148637","246","4920"
"149856","247","4940"
"151079","248","4960"
"152307","249","4980"
"153540","250","5000"
"154779","251","5020"
"156022","252","5040"
"157270","253","5060"
"158523","254","5080"
"159781","255","5100"
"161044","256","5120"
"162312","257","5140"
"163585","258","5160"
"164863","259","5180"
"166146","260","5200"
"167434","261","5220"
"168726","262","5240"
"170024","263","5260"
"171327","264","5280"
"172635","265","5300"
"173947","266","5320"
"175265","267","5340"
"176588","268","5360"
"177916","269","5380"
"179248","270","5400"
"180586","271","5420"
"181928","272","5440"
"183276","273","5460"
"184628","274","5480"
"185986","275","5500"
"187348","276","5520"
"188716","277","5540"
"190088","278","5560"
"191466","279","5580"
"192848","280","5600"
"194235","281","5620"
"195628","282","5640"
"197025","283","5660"
"198427","284","5680"
"199834","285","5700"
"201247","286","5720"
"202664","287","5740"
"204086","288","5760"
"205513","289","5780"
"206945","290","5800"
"208382","291","5820"
"209824","292","5840"
"211271","293","5860"
"212723","294","5880"
"214180","295","5900"
"215642","296","5920"
"217109","297","5940"
"218581","298","5960"
"220057","299","5980"
"221539","300","6000"
"223026","301","6020"
"224518","302","6040"
"226015","303","6060"
"227516","304","6080"
"229023","305","6100"
"230535","306","6120"
"232051","307","6140"
"233573","308","6160"
"235099","309","6180"
"236631","310","6200"
"238167","311","6220"
"239709","312","6240"
"241255","313","6260"
"242807","314","6280"
"244363","315","6300"
"245924","316","6320"
"247491","317","6340"
"249062","318","6360"
"250638","319","6380"
"252220","320","6400"
"253806","321","6420"
"255397","322","6440"
"256993","323","6460"
"258594","324","6480"
"260200","325","6500"
"261812","326","6520"
"263428","327","6540"
"265049","328","6560"
"266675","329","6580"
"268306","330","6600"
"269942","331","6620"
"271583","332","6640"
"273228","333","6660"
"274879","334","6680"
"276535","335","6700"
"278196","336","6720"
"279862","337","6740"
"281533","338","6760"
"283208","339","6780"
"284889","340","6800"
"286575","341","6820"
"288265","342","6840"
"289961","343","6860"
"291661","344","6880"
"293367","345","6900"
"295078","346","6920"
"296793","347","6940"
"298514","348","6960"
"300239","349","6980"
"301969","350","7000"
"303705","351","7020"
"305445","352","7040"
"307191","353","7060"
"308941","354","7080"
"310696","355","7100"
"312456","356","7120"
"314222","357","7140"
"315992","358","7160"
"317767","359","7180"
"319547","360","7200"
"321332","361","7220"
"323122","362","7240"
"324918","363","7260"
"326718","364","7280"
"328523","365","7300"
"330333","366","7320"
"332148","367","7340"
"333968","368","7360"
"335792","369","7380"
"337622","370","7400"
"339457","371","7420"
"341297","372","7440"
"343142","373","7460"
"344992","374","7480"
"346846","375","7500"
"348706","376","7520"
"350571","377","7540"
"352440","378","7560"
"354315","379","7580"
"356195","380","7600"
"358079","381","7620"
"359969","382","7640"
"361863","383","7660"
"363763","384","7680"
"365667","385","7700"
"367577","386","7720"
"369491","387","7740"
"371410","388","7760"
"373335","389","7780"
"375264","390","7800"
"377198","391","7820"
"379138","392","7840"
"381082","393","7860"
"383031","394","7880"
"384985","395","7900"
"386945","396","7920"
"388909","397","7940"
"390878","398","7960"
"392852","399","7980"
"394831","400","8000"
"396815","401","8020"
"398804","402","8040"
"400798","403","8060"
"402797","404","8080"
"404801","405","8100"
"406810","406","8120"
"408824","407","8140"
"410842","408","8160"
"412866","409","8180"
"414895","410","8200"
"416929","411","8220"
"418967","412","8240"
"421011","413","8260"
"423060","414","8280"
"425113","415","8300"
"427172","416","8320"
"429236","417","8340"
"431304","418","8360"
"433378","419","8380"
"435456","420","8400"
"437540","421","8420"
"439628","422","8440"
"441722","423","8460"
"443820","424","8480"
"445923","425","8500"
"448032","426","8520"
"450145","427","8540"
"452263","428","8560"
"454387","429","8580"
"456515","430","8600"
"458648","431","8620"
"460786","432","8640"
"462929","433","8660"
"465077","434","8680"
"467231","435","8700"
"469389","436","8720"
"471552","437","8740"
"473720","438","8760"
"475893","439","8780"
"478071","440","8800"
"480253","441","8820"
"482441","442","8840"
"484634","443","8860"
"486832","444","8880"
"489035","445","8900"
"491243","446","8920"
"493455","447","8940"
"495673","448","8960"
"497896","449","8980"
"500124","450","9000"
"502356","451","9020"
"504594","452","9040"
"506836","453","9060"
"509084","454","9080"
"511337","455","9100"
"513594","456","9120"
"515857","457","9140"
"518124","458","9160"
"520396","459","9180"
"522674","460","9200"
"524956","461","9220"
"527244","462","9240"
"529536","463","9260"
"531833","464","9280"
"534136","465","9300"
"536443","466","9320"
"538755","467","9340"
"541072","468","9360"
"543394","469","9380"
"545721","470","9400"
"548054","471","9420"
"550391","472","9440"
"552733","473","9460"
"555080","474","9480"
"557432","475","9500"
"559789","476","9520"
"562151","477","9540"
"564517","478","9560"
"566889","479","9580"
"569266","480","9600"
"571648","481","9620"
"574035","482","9640"
"576427","483","9660"
"578823","484","9680"
"581225","485","9700"
"583632","486","9720"
"586043","487","9740"
"588460","488","9760"
"590882","489","9780"
"593308","490","9800"
"595740","491","9820"
"598176","492","9840"
"600618","493","9860"
"603064","494","9880"
"605516","495","9900"
"607972","496","9920"
"610434","497","9940"
"612900","498","9960"
"615371","499","9980"
"617848","500","10000"
