69425296f34c7a414d9a8cf6f2e59d4af25d91eee669c59764a3df091c18fcfb,94ba12d94c4eb591f7ec88a40ab22493d01b5cfa8ccad82aaaa060bac2adbfb9,82b6b24bf298acacb537f2855fff620330467f7dddc4e28e97421d7a33297495,d27cb7539bf2483f62eb0c5e76c308535c19f4f0fa81cc52dfa0ccce29b5098f,5031cf82c9f54e24948726f87d9988cf1f60e9017e9f7d9ea4df9f27f117b039,67c086e421e414b7e366d9ddca480a10ea14135f7a9ff95f57067f371ea63b1c,3c33bf27b9a088f093cdcd6cbe4e4f7d1415e6aac2eec4d791e143aa7ce060c4,927b600f1dd67cbf306548f251f935f3aaf4b14b73f0b5fa896896eefa158390,1d3e4679561e462bf67777568670adab9fdb4b82fe8cfbbd48f3c3be42ecb0a1,643180a51ceb0d2827c0b68f018df0ef965b0f17e814af455784d859125a79cd,e2ba33ebc3cf311ad5ff9ffe7207d6853342c70d3b429f10e06ee5e646ee6712,3b51ff99b860578897904a7701e625a02eeda1250fff61b85585a985b2e0b277,257e6f8c8c940cb6b914fccd9becd942dba9dd6c9c2b52b85d184b929f682315,b340ff8ab1b3b35e3717ace97034db42a8a980a135015cd8d1a3aa50bdb509be,52baca56f46ee3a663810f8abb6cc051b23f05bfaa13e0cfa955220bec61bfac,63672c1366b512339709e550ed829f251944cc6a4b98713dcf113c06e317dba4,82c0e7bd4686f76f22679c4f669d0690ba430a54c26028534770d3e692a88422,54f32ea71dadba034a2bd7673bd92186f16fc55683ef888daa799e6e524a0a0a,7dd827acbfcbf07e8c83f239d7c981eda1f347405354d6b2ad34e2e2237ee473
"240713","2","25021","0","0","20000000000","25015","2","abyss_reward_icon_astralshard","0","1000","2","3000","25014","2","92407","25013","3000","3000"
"240714","2","25021","0","0","25000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92407","25011","3000","3000"
"240715","0","90005","0","0","30000000000","0","2","abyss_reward_icon_hiseki","0","10","0","0","0","0","92407","0","0","0"
"240716","0","90005","0","0","35000000000","0","2","abyss_reward_icon_hiseki","0","20","0","0","0","0","92407","0","0","0"
"240717","0","90005","0","0","40000000000","0","2","abyss_reward_icon_hiseki","0","30","0","0","0","0","92407","0","0","0"
"240718","0","90005","0","0","50000000000","0","2","abyss_reward_icon_hiseki","0","50","0","0","0","0","92407","0","0","0"
"240801","2","25102","0","0","1000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92408","25021","1000","200"
"240802","2","25021","0","0","2000000000","25013","2","abyss_reward_icon_astralshard","0","300","2","1000","25012","2","92408","25011","1000","1000"
"240803","2","25102","0","0","3000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92408","25021","1000","500"
"240804","2","25021","0","0","4000000000","25013","2","abyss_reward_icon_astralshard","0","500","2","1000","25012","2","92408","25011","1000","1000"
"240805","2","25102","0","0","5000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92408","25021","1000","1000"
"240806","2","25021","0","0","6000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","1000","25012","2","92408","25011","1000","1000"
"240807","2","25102","0","0","7000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92408","25021","3000","1000"
"240808","2","25021","0","0","8000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92408","25011","3000","3000"
"240809","2","25102","0","0","9000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92408","25021","3000","1000"
"240810","2","25102","0","0","10000000000","25012","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25011","2","92408","25021","3000","1000"
"240811","2","25102","0","0","12000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25013","2","92408","25021","3000","1000"
"240812","2","25021","0","0","16000000000","25014","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92408","25011","3000","3000"
"240813","2","25021","0","0","20000000000","25015","2","abyss_reward_icon_astralshard","0","1000","2","3000","25014","2","92408","25013","3000","3000"
"240814","2","25021","0","0","25000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92408","25011","3000","3000"
"240815","0","90005","0","0","30000000000","0","2","abyss_reward_icon_hiseki","0","10","0","0","0","0","92408","0","0","0"
"240816","0","90005","0","0","35000000000","0","2","abyss_reward_icon_hiseki","0","20","0","0","0","0","92408","0","0","0"
"240817","0","90005","0","0","40000000000","0","2","abyss_reward_icon_hiseki","0","30","0","0","0","0","92408","0","0","0"
"240818","0","90005","0","0","50000000000","0","2","abyss_reward_icon_hiseki","0","50","0","0","0","0","92408","0","0","0"
"240901","2","25102","0","0","1000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92409","25021","1000","200"
"240902","2","25021","0","0","2000000000","25013","2","abyss_reward_icon_astralshard","0","300","2","1000","25012","2","92409","25011","1000","1000"
"240903","2","25102","0","0","3000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92409","25021","1000","500"
"240904","2","25021","0","0","4000000000","25013","2","abyss_reward_icon_astralshard","0","500","2","1000","25012","2","92409","25011","1000","1000"
"240905","2","25102","0","0","5000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92409","25021","1000","1000"
"240906","2","25021","0","0","6000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","1000","25012","2","92409","25011","1000","1000"
"240907","2","25102","0","0","7000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92409","25021","3000","1000"
"240908","2","25021","0","0","8000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92409","25011","3000","3000"
"240909","2","25102","0","0","9000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92409","25021","3000","1000"
"240910","2","25102","0","0","10000000000","25012","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25011","2","92409","25021","3000","1000"
"240911","2","25102","0","0","12000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25013","2","92409","25021","3000","1000"
"240912","2","25021","0","0","16000000000","25014","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92409","25011","3000","3000"
"240913","2","25021","0","0","20000000000","25015","2","abyss_reward_icon_astralshard","0","1000","2","3000","25014","2","92409","25013","3000","3000"
"240914","2","25021","0","0","25000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92409","25011","3000","3000"
"240915","0","90005","0","0","30000000000","0","2","abyss_reward_icon_hiseki","0","10","0","0","0","0","92409","0","0","0"
"240916","0","90005","0","0","35000000000","0","2","abyss_reward_icon_hiseki","0","20","0","0","0","0","92409","0","0","0"
"240917","0","90005","0","0","40000000000","0","2","abyss_reward_icon_hiseki","0","30","0","0","0","0","92409","0","0","0"
"240918","0","90005","0","0","50000000000","0","2","abyss_reward_icon_hiseki","0","50","0","0","0","0","92409","0","0","0"
"241001","2","25102","0","0","1000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92410","25021","1000","200"
"241002","2","25021","0","0","2000000000","25013","2","abyss_reward_icon_astralshard","0","300","2","1000","25012","2","92410","25011","1000","1000"
"241003","2","25102","0","0","3000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92410","25021","1000","500"
"241004","2","25021","0","0","4000000000","25013","2","abyss_reward_icon_astralshard","0","500","2","1000","25012","2","92410","25011","1000","1000"
"241005","2","25102","0","0","5000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92410","25021","1000","1000"
"241006","2","25021","0","0","6000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","1000","25012","2","92410","25011","1000","1000"
"241007","2","25102","0","0","7000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92410","25021","3000","1000"
"241008","2","25021","0","0","8000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92410","25011","3000","3000"
"241009","2","25102","0","0","9000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92410","25021","3000","1000"
"241010","2","25102","0","0","10000000000","25012","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25011","2","92410","25021","3000","1000"
"241011","2","25102","0","0","12000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25013","2","92410","25021","3000","1000"
"241012","2","25021","0","0","16000000000","25014","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92410","25011","3000","3000"
"241013","2","25021","0","0","20000000000","25015","2","abyss_reward_icon_astralshard","0","1000","2","3000","25014","2","92410","25013","3000","3000"
"241014","2","25021","0","0","25000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92410","25011","3000","3000"
"241015","0","90005","0","0","30000000000","0","2","abyss_reward_icon_hiseki","0","10","0","0","0","0","92410","0","0","0"
"241016","0","90005","0","0","35000000000","0","2","abyss_reward_icon_hiseki","0","20","0","0","0","0","92410","0","0","0"
"241017","0","90005","0","0","40000000000","0","2","abyss_reward_icon_hiseki","0","30","0","0","0","0","92410","0","0","0"
"241018","0","90005","0","0","50000000000","0","2","abyss_reward_icon_hiseki","0","50","0","0","0","0","92410","0","0","0"
"241019","0","140001","0","0","60000000000","0","4","abyss_reward_icon_piece_p_heart","0","50","0","0","0","0","92410","0","0","0"
"241020","0","140001","0","0","70000000000","0","4","abyss_reward_icon_piece_p_heart","0","50","0","0","0","0","92410","0","0","0"
"241101","2","25102","0","0","1000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92411","25021","1000","200"
"241102","2","25021","0","0","2000000000","25013","2","abyss_reward_icon_astralshard","0","300","2","1000","25012","2","92411","25011","1000","1000"
"241103","2","25102","0","0","3000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92411","25021","1000","500"
"241104","2","25021","0","0","4000000000","25013","2","abyss_reward_icon_astralshard","0","500","2","1000","25012","2","92411","25011","1000","1000"
"241105","2","25102","0","0","5000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92411","25021","1000","1000"
"241106","2","25021","0","0","6000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","1000","25012","2","92411","25011","1000","1000"
"241107","2","25102","0","0","7000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92411","25021","3000","1000"
"241108","2","25021","0","0","8000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92411","25011","3000","3000"
"241109","2","25102","0","0","9000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92411","25021","3000","1000"
"241110","2","25102","0","0","10000000000","25012","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25011","2","92411","25021","3000","1000"
"241111","2","25102","0","0","12000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25013","2","92411","25021","3000","1000"
"241112","2","25021","0","0","16000000000","25014","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92411","25011","3000","3000"
"241113","2","25021","0","0","20000000000","25015","2","abyss_reward_icon_astralshard","0","1000","2","3000","25014","2","92411","25013","3000","3000"
"241114","2","25021","0","0","25000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92411","25011","3000","3000"
"241115","0","90005","0","0","30000000000","0","2","abyss_reward_icon_hiseki","0","10","0","0","0","0","92411","0","0","0"
"241116","0","90005","0","0","35000000000","0","2","abyss_reward_icon_hiseki","0","20","0","0","0","0","92411","0","0","0"
"241117","0","90005","0","0","40000000000","0","2","abyss_reward_icon_hiseki","0","30","0","0","0","0","92411","0","0","0"
"241118","0","90005","0","0","50000000000","0","2","abyss_reward_icon_hiseki","0","50","0","0","0","0","92411","0","0","0"
"241119","0","140001","0","0","60000000000","0","4","abyss_reward_icon_piece_p_heart","0","50","0","0","0","0","92411","0","0","0"
"241120","0","140001","0","0","70000000000","0","4","abyss_reward_icon_piece_p_heart","0","50","0","0","0","0","92411","0","0","0"
"241201","2","25102","0","0","1000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92412","25021","1000","200"
"241202","2","25021","0","0","2000000000","25013","2","abyss_reward_icon_astralshard","0","300","2","1000","25012","2","92412","25011","1000","1000"
"241203","2","25102","0","0","3000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92412","25021","1000","500"
"241204","2","25021","0","0","4000000000","25013","2","abyss_reward_icon_astralshard","0","500","2","1000","25012","2","92412","25011","1000","1000"
"241205","2","25102","0","0","5000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92412","25021","1000","1000"
"241206","2","25021","0","0","6000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","1000","25012","2","92412","25011","1000","1000"
"241207","2","25102","0","0","7000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92412","25021","3000","1000"
"241208","2","25021","0","0","8000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92412","25011","3000","3000"
"241209","2","25102","0","0","9000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92412","25021","3000","1000"
"241210","2","25102","0","0","10000000000","25012","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25011","2","92412","25021","3000","1000"
"241211","2","25102","0","0","12000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25013","2","92412","25021","3000","1000"
"241212","2","25021","0","0","16000000000","25014","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92412","25011","3000","3000"
"241213","2","25021","0","0","20000000000","25015","2","abyss_reward_icon_astralshard","0","1000","2","3000","25014","2","92412","25013","3000","3000"
"241214","2","25021","0","0","25000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92412","25011","3000","3000"
"241215","0","90005","0","0","30000000000","0","2","abyss_reward_icon_hiseki","0","10","0","0","0","0","92412","0","0","0"
"241216","0","90005","0","0","35000000000","0","2","abyss_reward_icon_hiseki","0","20","0","0","0","0","92412","0","0","0"
"241217","0","90005","0","0","40000000000","0","2","abyss_reward_icon_hiseki","0","30","0","0","0","0","92412","0","0","0"
"241218","0","90005","0","0","50000000000","0","2","abyss_reward_icon_hiseki","0","50","0","0","0","0","92412","0","0","0"
"241219","0","140001","0","0","60000000000","0","4","abyss_reward_icon_piece_p_heart","0","50","0","0","0","0","92412","0","0","0"
"241220","0","140001","0","0","70000000000","0","4","abyss_reward_icon_piece_p_heart","0","50","0","0","0","0","92412","0","0","0"
"241401","2","25102","0","0","1000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92414","25021","1000","200"
"241402","2","25021","0","0","2000000000","25013","2","abyss_reward_icon_astralshard","0","300","2","1000","25012","2","92414","25011","1000","1000"
"241403","2","25102","0","0","3000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92414","25021","1000","500"
"241404","2","25021","0","0","4000000000","25013","2","abyss_reward_icon_astralshard","0","500","2","1000","25012","2","92414","25011","1000","1000"
"241405","2","25102","0","0","5000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1000","25014","2","92414","25021","1000","1000"
"241406","2","25021","0","0","6000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","1000","25012","2","92414","25011","1000","1000"
"241407","2","25102","0","0","7000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92414","25021","3000","1000"
"241408","2","25021","0","0","8000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92414","25011","3000","3000"
"241409","2","25102","0","0","9000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92414","25021","3000","1000"
"241410","2","25102","0","0","10000000000","25012","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25011","2","92414","25021","3000","1000"
"241411","2","25102","0","0","12000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25013","2","92414","25021","3000","1000"
"241412","2","25021","0","0","16000000000","25014","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92414","25011","3000","3000"
"241413","2","25021","0","0","20000000000","25015","2","abyss_reward_icon_astralshard","0","1000","2","3000","25014","2","92414","25013","3000","3000"
"241414","2","25021","0","0","25000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92414","25011","3000","3000"
"241415","0","90005","0","0","30000000000","0","2","abyss_reward_icon_hiseki","0","10","0","0","0","0","92414","0","0","0"
"241416","0","90005","0","0","35000000000","0","2","abyss_reward_icon_hiseki","0","20","0","0","0","0","92414","0","0","0"
"241417","0","90005","0","0","40000000000","0","2","abyss_reward_icon_hiseki","0","30","0","0","0","0","92414","0","0","0"
"241418","0","90005","0","0","50000000000","0","2","abyss_reward_icon_hiseki","0","50","0","0","0","0","92414","0","0","0"
"241419","0","140001","0","0","60000000000","0","4","abyss_reward_icon_piece_p_heart","0","50","0","0","0","0","92414","0","0","0"
"241420","0","140001","0","0","70000000000","0","4","abyss_reward_icon_piece_p_heart","0","50","0","0","0","0","92414","0","0","0"
"241501","2","25102","0","0","1000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1250","25014","2","92415","25021","1250","500"
"241502","2","25021","0","0","2000000000","25013","2","abyss_reward_icon_astralshard","0","500","2","1250","25012","2","92415","25011","1250","1250"
"241503","2","25102","0","0","3000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1250","25014","2","92415","25021","1250","500"
"241504","2","25021","0","0","4000000000","25013","2","abyss_reward_icon_astralshard","0","500","2","1250","25012","2","92415","25011","1250","1250"
"241505","2","25102","0","0","5000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1250","25014","2","92415","25021","1250","1000"
"241506","2","25021","0","0","6000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","1250","25012","2","92415","25011","1250","1250"
"241507","2","25102","0","0","7000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92415","25021","3000","1000"
"241508","2","25021","0","0","8000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92415","25011","3000","3000"
"241509","2","25102","0","0","9000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92415","25021","3000","1000"
"241510","2","25102","0","0","10000000000","25012","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25011","2","92415","25021","3000","1000"
"241511","2","25102","0","0","12000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25013","2","92415","25021","3000","1000"
"241512","2","25021","0","0","16000000000","25014","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92415","25011","3000","3000"
"241513","2","25021","0","0","20000000000","25015","2","abyss_reward_icon_astralshard","0","1000","2","3000","25014","2","92415","25013","3000","3000"
"241514","2","25021","0","0","25000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92415","25011","3000","3000"
"241515","0","90005","0","0","30000000000","0","2","abyss_reward_icon_hiseki","0","10","0","0","0","0","92415","0","0","0"
"241516","0","90005","0","0","35000000000","0","2","abyss_reward_icon_hiseki","0","20","0","0","0","0","92415","0","0","0"
"241517","0","90005","0","0","40000000000","0","2","abyss_reward_icon_hiseki","0","30","0","0","0","0","92415","0","0","0"
"241518","0","90005","0","0","50000000000","0","2","abyss_reward_icon_hiseki","0","50","0","0","0","0","92415","0","0","0"
"241519","0","140001","0","0","60000000000","0","4","abyss_reward_icon_piece_p_heart","0","50","0","0","0","0","92415","0","0","0"
"241520","0","140001","0","0","70000000000","0","4","abyss_reward_icon_piece_p_heart","0","50","0","0","0","0","92415","0","0","0"
"241601","2","25102","0","0","1000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1250","25014","2","92416","25021","1250","500"
"241602","2","25021","0","0","2000000000","25013","2","abyss_reward_icon_astralshard","0","500","2","1250","25012","2","92416","25011","1250","1250"
"241603","2","25102","0","0","3000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1250","25014","2","92416","25021","1250","500"
"241604","2","25021","0","0","4000000000","25013","2","abyss_reward_icon_astralshard","0","500","2","1250","25012","2","92416","25011","1250","1250"
"241605","2","25102","0","0","5000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1250","25014","2","92416","25021","1250","1000"
"241606","2","25021","0","0","6000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","1250","25012","2","92416","25011","1250","1250"
"241607","2","25102","0","0","7000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92416","25021","3000","1000"
"241608","2","25021","0","0","8000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92416","25011","3000","3000"
"241609","2","25102","0","0","9000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92416","25021","3000","1000"
"241610","2","25102","0","0","10000000000","25012","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25011","2","92416","25021","3000","1000"
"241611","2","25102","0","0","12000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25013","2","92416","25021","3000","1000"
"241612","2","25021","0","0","16000000000","25014","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92416","25011","3000","3000"
"241613","2","25021","0","0","20000000000","25015","2","abyss_reward_icon_astralshard","0","1000","2","3000","25014","2","92416","25013","3000","3000"
"241614","2","25021","0","0","25000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92416","25011","3000","3000"
"241615","0","90005","0","0","30000000000","0","2","abyss_reward_icon_hiseki","0","10","0","0","0","0","92416","0","0","0"
"241616","0","90005","0","0","35000000000","0","2","abyss_reward_icon_hiseki","0","20","0","0","0","0","92416","0","0","0"
"241617","0","90005","0","0","40000000000","0","2","abyss_reward_icon_hiseki","0","30","0","0","0","0","92416","0","0","0"
"241618","0","90005","0","0","50000000000","0","2","abyss_reward_icon_hiseki","0","50","0","0","0","0","92416","0","0","0"
"241619","0","140001","0","0","60000000000","0","4","abyss_reward_icon_piece_p_heart","0","50","0","0","0","0","92416","0","0","0"
"241620","0","140001","0","0","70000000000","0","4","abyss_reward_icon_piece_p_heart","0","50","0","0","0","0","92416","0","0","0"
"241701","2","25102","0","0","1000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1250","25014","2","92417","25021","1250","500"
"241702","2","25021","0","0","2000000000","25013","2","abyss_reward_icon_astralshard","0","500","2","1250","25012","2","92417","25011","1250","1250"
"241703","2","25102","0","0","3000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1250","25014","2","92417","25021","1250","500"
"241704","2","25021","0","0","4000000000","25013","2","abyss_reward_icon_astralshard","0","500","2","1250","25012","2","92417","25011","1250","1250"
"241705","2","25102","0","0","5000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","1250","25014","2","92417","25021","1250","1000"
"241706","2","25021","0","0","6000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","1250","25012","2","92417","25011","1250","1250"
"241707","2","25102","0","0","7000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92417","25021","3000","1000"
"241708","2","25021","0","0","8000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92417","25011","3000","3000"
"241709","2","25102","0","0","9000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25014","2","92417","25021","3000","1000"
"241710","2","25102","0","0","10000000000","25012","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25011","2","92417","25021","3000","1000"
"241711","2","25102","0","0","12000000000","25015","2","abyss_reward_icon_masterpieces_piece","0","10","2","3000","25013","2","92417","25021","3000","1000"
"241712","2","25021","0","0","16000000000","25014","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92417","25011","3000","3000"
"241713","2","25021","0","0","20000000000","25015","2","abyss_reward_icon_astralshard","0","1000","2","3000","25014","2","92417","25013","3000","3000"
"241714","2","25021","0","0","25000000000","25013","2","abyss_reward_icon_astralshard","0","1000","2","3000","25012","2","92417","25011","3000","3000"
"241715","0","90005","0","0","30000000000","0","2","abyss_reward_icon_hiseki","0","10","0","0","0","0","92417","0","0","0"
