e481cfd87426479cd75d9a59211c37dd7aea0b6b2a46f7aeaa3848e36ef29ca1,5b0a45d667cbaa487e8997a8e6924780677ae2f63f8e55cb5a99050b7fe4b47d,77b88a4ec6823f30ff5c39a8e0cc29dbe99d63efd1bcb5af1962842e2f53f19c,09b0433d2970ec290c8672393bed662960d442f7ee09623ef7fc7a1d344e043f,2956842b61c2e007c7aa41c35e66c9822cd8fe281d1c9ed93142b8feeabf8ad7,9938a7261e059cd12a4d824f64a393a2d4dcb6bce6a000d693ef5c2568f0a66c,19c484ce500a1240214df946652fa3c2f651df7a92ead555a4964604c0df0128,486b37b9aa9a77ac33e41e24affddeb316a5de3583e5758872c2217f4d22fb2f,8e113cf074c1ab2169cdab05c5e04bc8db1fdccd6f242d98ea4476df70d55e8e,b69129c8732e56cc0bb8d8d9315f29a7e23f348fd7003400da43e4493774449f,ea479ff9a77d17db412c2bb15c2afc48bd93d6e7ece859f32e468cb9d270917e,fc50b376250d38f42d47ebd27a95ef03ed6cb600474755b65fda7cc364ab2ae7
"24","100501","10","10006","0","2018/08/31 12:00:00","0","0","1001","0","2018/09/18 14:59:59","5006403"
"25","103701","20","10006","0","2018/08/31 12:00:00","0","0","1001","0","2018/09/18 14:59:59","5006404"
"26","104701","30","10006","0","2018/08/31 12:00:00","0","0","1001","0","2018/09/18 14:59:59","5006405"
"27","100501","2","10006","0","2018/08/31 12:00:00","0","0","1003","0","2018/09/18 14:59:59","5006406"
"28","103701","5","10006","0","2018/08/31 12:00:00","0","0","1003","0","2018/09/18 14:59:59","5006407"
"29","104701","8","10006","0","2018/08/31 12:00:00","0","0","1003","0","2018/09/18 14:59:59","5006408"
"30","107101","12","10006","0","2018/08/31 12:00:00","0","0","1003","0","2018/09/18 14:59:59","5006409"
"31","100501","16","10006","0","2018/08/31 12:00:00","0","0","1003","0","2018/09/18 14:59:59","5006410"
"32","104701","19","10006","0","2018/08/31 12:00:00","0","0","1003","0","2018/09/18 14:59:59","5006411"
"33","108201","108201","10007","0","2018/09/30 12:00:00","0","0","1004","0","2018/10/18 14:59:59","5007401"
"34","108101","1000703","10007","0","2018/09/30 12:00:00","1","0","1002","0","2018/10/18 14:59:59","5007402"
"35","108101","10","10007","0","2018/09/30 12:00:00","0","0","1001","0","2018/10/18 14:59:59","5007403"
"36","108201","20","10007","0","2018/09/30 12:00:00","0","0","1001","0","2018/10/18 14:59:59","5007404"
"37","108101","30","10007","0","2018/09/30 12:00:00","0","0","1001","0","2018/10/18 14:59:59","5007405"
"38","108201","2","10007","0","2018/09/30 12:00:00","0","0","1003","0","2018/10/18 14:59:59","5007406"
"39","108101","5","10007","0","2018/09/30 12:00:00","0","0","1003","0","2018/10/18 14:59:59","5007407"
"40","108201","8","10007","0","2018/09/30 12:00:00","0","0","1003","0","2018/10/18 14:59:59","5007408"
"41","108101","12","10007","0","2018/09/30 12:00:00","0","0","1003","0","2018/10/18 14:59:59","5007409"
"42","108201","16","10007","0","2018/09/30 12:00:00","0","0","1003","0","2018/10/18 14:59:59","5007410"
"43","108101","19","10007","0","2018/09/30 12:00:00","0","0","1003","0","2018/10/18 14:59:59","5007411"
"44","105601","1000803","10008","0","2018/10/31 12:00:00","1","0","1002","0","2018/11/14 14:59:59","5008402"
"45","101301","10","10008","0","2018/10/31 12:00:00","0","0","1001","0","2018/11/14 14:59:59","5008403"
"46","100901","20","10008","0","2018/10/31 12:00:00","0","0","1001","0","2018/11/14 14:59:59","5008404"
"47","105601","30","10008","0","2018/10/31 12:00:00","0","0","1001","0","2018/11/14 14:59:59","5008405"
"48","105601","2","10008","0","2018/10/31 12:00:00","0","0","1003","0","2018/11/14 14:59:59","5008406"
"49","100901","4","10008","0","2018/10/31 12:00:00","0","0","1003","0","2018/11/14 14:59:59","5008407"
"50","101301","7","10008","0","2018/10/31 12:00:00","0","0","1003","0","2018/11/14 14:59:59","5008408"
"51","105101","10","10008","0","2018/10/31 12:00:00","0","0","1003","0","2018/11/14 14:59:59","5008409"
"52","102701","13","10008","0","2018/10/31 12:00:00","0","0","1003","0","2018/11/14 14:59:59","5008410"
"53","105601","15","10008","0","2018/10/31 12:00:00","0","0","1003","0","2018/11/14 14:59:59","5008411"
"54","108501","108501","10009","0","2018/11/30 12:00:00","0","0","1004","0","2018/12/14 14:59:59","5009401"
"55","108401","1000903","10009","0","2018/11/30 12:00:00","1","0","1002","0","2018/12/14 14:59:59","5009402"
"56","108601","10","10009","0","2018/11/30 12:00:00","0","0","1001","0","2018/12/14 14:59:59","5009403"
"57","108501","20","10009","0","2018/11/30 12:00:00","0","0","1001","0","2018/12/14 14:59:59","5009404"
"58","108401","30","10009","0","2018/11/30 12:00:00","0","0","1001","0","2018/12/14 14:59:59","5009405"
"59","108601","2","10009","0","2018/11/30 12:00:00","0","0","1003","0","2018/12/14 14:59:59","5009406"
"60","108601","4","10009","0","2018/11/30 12:00:00","0","0","1003","0","2018/12/14 14:59:59","5009407"
"61","108501","7","10009","0","2018/11/30 12:00:00","0","0","1003","0","2018/12/14 14:59:59","5009408"
"62","108501","10","10009","0","2018/11/30 12:00:00","0","0","1003","0","2018/12/14 14:59:59","5009409"
"63","108401","13","10009","0","2018/11/30 12:00:00","0","0","1003","0","2018/12/14 14:59:59","5009410"
"64","108401","15","10009","0","2018/11/30 12:00:00","0","0","1003","0","2018/12/14 14:59:59","5009411"
"65","108901","108901","10010","0","2018/12/31 12:00:00","0","0","1004","0","2019/01/14 14:59:59","5010401"
"66","108801","1001003","10010","0","2018/12/31 12:00:00","1","0","1002","0","2019/01/14 14:59:59","5010402"
"67","108901","10","10010","0","2018/12/31 12:00:00","0","0","1001","0","2019/01/14 14:59:59","5010403"
"68","108701","20","10010","0","2018/12/31 12:00:00","0","0","1001","0","2019/01/14 14:59:59","5010404"
"69","108801","30","10010","0","2018/12/31 12:00:00","0","0","1001","0","2019/01/14 14:59:59","5010405"
"70","108801","2","10010","0","2018/12/31 12:00:00","0","0","1003","0","2019/01/14 14:59:59","5010406"
"71","108901","4","10010","0","2018/12/31 12:00:00","0","0","1003","0","2019/01/14 14:59:59","5010407"
"72","108701","7","10010","0","2018/12/31 12:00:00","0","0","1003","0","2019/01/14 14:59:59","5010408"
"73","108901","10","10010","0","2018/12/31 12:00:00","0","0","1003","0","2019/01/14 14:59:59","5010409"
"74","108801","13","10010","0","2018/12/31 12:00:00","0","0","1003","0","2019/01/14 14:59:59","5010410"
"75","108701","15","10010","0","2018/12/31 12:00:00","0","0","1003","0","2019/01/14 14:59:59","5010411"
"76","109001","109001","10011","0","2019/01/31 12:00:00","0","0","1004","0","2019/02/14 14:59:59","5011401"
"77","101101","1001103","10011","0","2019/01/31 12:00:00","1","0","1002","0","2019/02/14 14:59:59","5011402"
"78","101101","10","10011","0","2019/01/31 12:00:00","0","0","1001","0","2019/02/14 14:59:59","5011403"
"79","109101","20","10011","0","2019/01/31 12:00:00","0","0","1001","0","2019/02/14 14:59:59","5011404"
"80","109001","30","10011","0","2019/01/31 12:00:00","0","0","1001","0","2019/02/14 14:59:59","5011405"
"81","109101","2","10011","0","2019/01/31 12:00:00","0","0","1003","0","2019/02/14 14:59:59","5011406"
"82","109001","4","10011","0","2019/01/31 12:00:00","0","0","1003","0","2019/02/14 14:59:59","5011407"
"83","109101","7","10011","0","2019/01/31 12:00:00","0","0","1003","0","2019/02/14 14:59:59","5011408"
"84","109001","10","10011","0","2019/01/31 12:00:00","0","0","1003","0","2019/02/14 14:59:59","5011409"
"85","101101","13","10011","0","2019/01/31 12:00:00","0","0","1003","0","2019/02/14 14:59:59","5011410"
"86","109101","15","10011","0","2019/01/31 12:00:00","0","0","1003","0","2019/02/14 14:59:59","5011411"
"87","101401","1001203","10012","0","2019/02/28 12:00:00","1","0","1002","0","2019/03/14 14:59:59","5012402"
"88","105501","10","10012","0","2019/02/28 12:00:00","0","0","1001","0","2019/03/14 14:59:59","5012403"
"89","101401","20","10012","0","2019/02/28 12:00:00","0","0","1001","0","2019/03/14 14:59:59","5012404"
"90","101401","30","10012","0","2019/02/28 12:00:00","0","0","1001","0","2019/03/14 14:59:59","5012405"
"91","101401","2","10012","0","2019/02/28 12:00:00","0","0","1003","0","2019/03/14 14:59:59","5012406"
"92","101401","4","10012","0","2019/02/28 12:00:00","0","0","1003","0","2019/03/14 14:59:59","5012407"
"93","101401","7","10012","0","2019/02/28 12:00:00","0","0","1003","0","2019/03/14 14:59:59","5012408"
"94","105501","10","10012","0","2019/02/28 12:00:00","0","0","1003","0","2019/03/14 14:59:59","5012409"
"95","105501","13","10012","0","2019/02/28 12:00:00","0","0","1003","0","2019/03/14 14:59:59","5012410"
"96","101401","15","10012","0","2019/02/28 12:00:00","0","0","1003","0","2019/03/14 14:59:59","5012411"
"97","109301","109301","10013","0","2019/03/31 12:00:00","0","0","1004","0","2019/04/12 20:59:59","5013401"
"98","109201","1001303","10013","0","2019/03/31 12:00:00","1","0","1002","0","2019/04/12 20:59:59","5013402"
"99","109301","10","10013","0","2019/03/31 12:00:00","0","0","1001","0","2019/04/12 20:59:59","5013403"
"100","109401","20","10013","0","2019/03/31 12:00:00","0","0","1001","0","2019/04/12 20:59:59","5013404"
"101","109201","30","10013","0","2019/03/31 12:00:00","0","0","1001","0","2019/04/12 20:59:59","5013405"
"102","109201","2","10013","0","2019/03/31 12:00:00","0","0","1003","0","2019/04/12 20:59:59","5013406"
"103","109401","4","10013","0","2019/03/31 12:00:00","0","0","1003","0","2019/04/12 20:59:59","5013407"
"104","109301","6","10013","0","2019/03/31 12:00:00","0","0","1003","0","2019/04/12 20:59:59","5013408"
"105","109201","8","10013","0","2019/03/31 12:00:00","0","0","1003","0","2019/04/12 20:59:59","5013409"
"106","109401","10","10013","0","2019/03/31 12:00:00","0","0","1003","0","2019/04/12 20:59:59","5013410"
"107","109201","13","10013","0","2019/03/31 12:00:00","0","0","1003","0","2019/04/12 20:59:59","5013411"
"108","105301","1001503","10015","0","2019/04/30 12:00:00","1","0","1002","0","2019/05/12 20:59:59","5015402"
"109","105301","10","10015","0","2019/04/30 12:00:00","0","0","1001","0","2019/05/12 20:59:59","5015403"
"110","109501","20","10015","0","2019/04/30 12:00:00","0","0","1001","0","2019/05/12 20:59:59","5015404"
"111","109601","30","10015","0","2019/04/30 12:00:00","0","0","1001","0","2019/05/12 20:59:59","5015405"
"112","109501","2","10015","0","2019/04/30 12:00:00","0","0","1003","0","2019/05/12 20:59:59","5015406"
"113","109501","4","10015","0","2019/04/30 12:00:00","0","0","1003","0","2019/05/12 20:59:59","5015407"
"114","105301","6","10015","0","2019/04/30 12:00:00","0","0","1003","0","2019/05/12 20:59:59","5015408"
"115","109601","8","10015","0","2019/04/30 12:00:00","0","0","1003","0","2019/05/12 20:59:59","5015409"
"116","109601","10","10015","0","2019/04/30 12:00:00","0","0","1003","0","2019/05/12 20:59:59","5015410"
"117","105301","13","10015","0","2019/04/30 12:00:00","0","0","1003","0","2019/05/12 20:59:59","5015411"
"118","109801","109801","10017","0","2019/05/31 12:00:00","0","0","1004","0","2019/06/14 20:59:59","5017401"
"119","109901","1001703","10017","0","2019/05/31 12:00:00","1","0","1002","0","2019/06/14 20:59:59","5017402"
"120","109801","10","10017","0","2019/05/31 12:00:00","0","0","1001","0","2019/06/14 20:59:59","5017403"
"121","109701","20","10017","0","2019/05/31 12:00:00","0","0","1001","0","2019/06/14 20:59:59","5017404"
"122","109901","30","10017","0","2019/05/31 12:00:00","0","0","1001","0","2019/06/14 20:59:59","5017405"
"123","109701","2","10017","0","2019/05/31 12:00:00","0","0","1003","0","2019/06/14 20:59:59","5017406"
"124","109701","4","10017","0","2019/05/31 12:00:00","0","0","1003","0","2019/06/14 20:59:59","5017407"
"125","109801","7","10017","0","2019/05/31 12:00:00","0","0","1003","0","2019/06/14 20:59:59","5017408"
"126","109901","10","10017","0","2019/05/31 12:00:00","0","0","1003","0","2019/06/14 20:59:59","5017409"
"127","109901","13","10017","0","2019/05/31 12:00:00","0","0","1003","0","2019/06/14 20:59:59","5017410"
"128","109901","15","10017","0","2019/05/31 12:00:00","0","0","1003","0","2019/06/14 20:59:59","5017411"
"129","110101","110101","10019","0","2019/06/30 12:00:00","0","0","1004","0","2019/07/14 20:59:59","5019401"
"130","110201","1001903","10019","0","2019/06/30 12:00:00","1","0","1002","0","2019/07/14 20:59:59","5019402"
"131","110001","10","10019","0","2019/06/30 12:00:00","0","0","1001","0","2019/07/14 20:59:59","5019403"
"132","110201","20","10019","0","2019/06/30 12:00:00","0","0","1001","0","2019/07/14 20:59:59","5019404"
"133","110101","30","10019","0","2019/06/30 12:00:00","0","0","1001","0","2019/07/14 20:59:59","5019405"
"134","110001","2","10019","0","2019/06/30 12:00:00","0","0","1003","0","2019/07/14 20:59:59","5019406"
"135","110001","4","10019","0","2019/06/30 12:00:00","0","0","1003","0","2019/07/14 20:59:59","5019407"
"136","110201","7","10019","0","2019/06/30 12:00:00","0","0","1003","0","2019/07/14 20:59:59","5019408"
"137","110101","10","10019","0","2019/06/30 12:00:00","0","0","1003","0","2019/07/14 20:59:59","5019409"
"138","110101","13","10019","0","2019/06/30 12:00:00","0","0","1003","0","2019/07/14 20:59:59","5019410"
"139","110201","15","10019","0","2019/06/30 12:00:00","0","0","1003","0","2019/07/14 20:59:59","5019411"
"140","107601","107601","10020","0","2019/07/15 12:00:00","0","0","1004","0","2019/07/22 20:59:59","5004401"
"141","107601","1002003","10020","0","2019/07/15 12:00:00","1","0","1002","0","2019/07/22 20:59:59","5004402"
"142","107701","10","10020","0","2019/07/15 12:00:00","0","0","1001","0","2019/07/22 20:59:59","5004403"
"143","107501","20","10020","0","2019/07/15 12:00:00","0","0","1001","0","2019/07/22 20:59:59","5004404"
"144","107601","30","10020","0","2019/07/15 12:00:00","0","0","1001","0","2019/07/22 20:59:59","5004405"
"145","107501","2","10020","0","2019/07/15 12:00:00","0","0","1003","0","2019/07/22 20:59:59","5004406"
"146","107601","3","10020","0","2019/07/15 12:00:00","0","0","1003","0","2019/07/22 20:59:59","5004407"
"147","107801","4","10020","0","2019/07/15 12:00:00","0","0","1003","0","2019/07/22 20:59:59","5004408"
"148","107701","5","10020","0","2019/07/15 12:00:00","0","0","1003","0","2019/07/22 20:59:59","5004409"
"149","107501","6","10020","0","2019/07/15 12:00:00","0","0","1003","0","2019/07/22 20:59:59","5004410"
"150","107601","8","10020","0","2019/07/15 12:00:00","0","0","1003","0","2019/07/22 20:59:59","5004411"
"151","110501","110501","10021","0","2019/07/31 12:00:00","0","0","1004","0","2019/08/14 20:59:59","5021401"
"152","110401","1002103","10021","0","2019/07/31 12:00:00","1","0","1002","0","2019/08/14 20:59:59","5021402"
"153","110501","10","10021","0","2019/07/31 12:00:00","0","0","1001","0","2019/08/14 20:59:59","5021403"
"154","110401","20","10021","0","2019/07/31 12:00:00","0","0","1001","0","2019/08/14 20:59:59","5021404"
"155","110601","30","10021","0","2019/07/31 12:00:00","0","0","1001","0","2019/08/14 20:59:59","5021405"
"156","110601","2","10021","0","2019/07/31 12:00:00","0","0","1003","0","2019/08/13 20:59:59","5021406"
"157","110401","4","10021","0","2019/07/31 12:00:00","0","0","1003","0","2019/08/13 20:59:59","5021407"
"158","110501","6","10021","0","2019/07/31 12:00:00","0","0","1003","0","2019/08/13 20:59:59","5021408"
"159","110401","8","10021","0","2019/07/31 12:00:00","0","0","1003","0","2019/08/13 20:59:59","5021409"
"160","110601","11","10021","0","2019/07/31 12:00:00","0","0","1003","0","2019/08/13 20:59:59","5021410"
"161","110501","14","10021","0","2019/07/31 12:00:00","0","0","1003","0","2019/08/13 20:59:59","5021411"
"162","108001","108001","10022","0","2019/08/15 12:00:00","0","0","1004","0","2019/08/22 20:59:59","5005401"
"163","107901","1002203","10022","0","2019/08/15 12:00:00","1","0","1002","0","2019/08/22 20:59:59","5005402"
"164","108001","10","10022","0","2019/08/15 12:00:00","0","0","1001","0","2019/08/22 20:59:59","5005403"
"165","107901","20","10022","0","2019/08/15 12:00:00","0","0","1001","0","2019/08/22 20:59:59","5005404"
"166","108001","30","10022","0","2019/08/15 12:00:00","0","0","1001","0","2019/08/22 20:59:59","5005405"
"167","107901","2","10022","0","2019/08/15 12:00:00","0","0","1003","0","2019/08/22 20:59:59","5005406"
"168","108001","3","10022","0","2019/08/15 12:00:00","0","0","1003","0","2019/08/22 20:59:59","5005407"
"169","107901","4","10022","0","2019/08/15 12:00:00","0","0","1003","0","2019/08/22 20:59:59","5005408"
"170","108001","5","10022","0","2019/08/15 12:00:00","0","0","1003","0","2019/08/22 20:59:59","5005409"
"171","107901","6","10022","0","2019/08/15 12:00:00","0","0","1003","0","2019/08/22 20:59:59","5005410"
"172","108001","8","10022","0","2019/08/15 12:00:00","0","0","1003","0","2019/08/22 20:59:59","5005411"
"173","110701","1002303","10023","0","2019/08/31 12:00:00","1","0","1002","0","2019/09/14 20:59:59","5023402"
"174","110801","10","10023","0","2019/08/31 12:00:00","0","0","1001","0","2019/09/14 20:59:59","5023403"
"175","110901","20","10023","0","2019/08/31 12:00:00","0","0","1001","0","2019/09/14 20:59:59","5023404"
"176","111001","30","10023","0","2019/08/31 12:00:00","0","0","1001","0","2019/09/14 20:59:59","5023405"
"177","110701","2","10023","0","2019/08/31 12:00:00","0","0","1003","0","2019/09/14 20:59:59","5023406"
"178","110701","4","10023","0","2019/08/31 12:00:00","0","0","1003","0","2019/09/14 20:59:59","5023407"
"179","111001","7","10023","0","2019/08/31 12:00:00","0","0","1003","0","2019/09/14 20:59:59","5023408"
"180","110801","10","10023","0","2019/08/31 12:00:00","0","0","1003","0","2019/09/14 20:59:59","5023409"
"181","110901","13","10023","0","2019/08/31 12:00:00","0","0","1003","0","2019/09/14 20:59:59","5023410"
"182","110701","15","10023","0","2019/08/31 12:00:00","0","0","1003","0","2019/09/14 20:59:59","5023411"
"183","111201","111201","10025","0","2019/09/30 12:00:00","0","0","1004","0","2019/10/18 14:59:59","5025401"
"184","111301","1002503","10025","0","2019/09/30 12:00:00","1","0","1002","0","2019/10/18 14:59:59","5025402"
"185","111201","10","10025","0","2019/09/30 12:00:00","0","0","1001","0","2019/10/18 14:59:59","5025403"
"186","111101","20","10025","0","2019/09/30 12:00:00","0","0","1001","0","2019/10/18 14:59:59","5025404"
"187","111301","30","10025","0","2019/09/30 12:00:00","0","0","1001","0","2019/10/18 14:59:59","5025405"
"188","111101","2","10025","0","2019/09/30 12:00:00","0","0","1003","0","2019/10/18 14:59:59","5025406"
"189","111101","4","10025","0","2019/09/30 12:00:00","0","0","1003","0","2019/10/18 14:59:59","5025407"
"190","111201","7","10025","0","2019/09/30 12:00:00","0","0","1003","0","2019/10/18 14:59:59","5025408"
"191","111301","10","10025","0","2019/09/30 12:00:00","0","0","1003","0","2019/10/18 14:59:59","5025409"
"192","111301","13","10025","0","2019/09/30 12:00:00","0","0","1003","0","2019/10/18 14:59:59","5025410"
"193","111301","15","10025","0","2019/09/30 12:00:00","0","0","1003","0","2019/10/18 14:59:59","5025411"
"194","103701","1002403","10024","0","2019/09/16 12:00:00","1","0","1002","0","2019/09/23 20:59:59","5006402"
"195","100501","10","10024","0","2019/09/16 12:00:00","0","0","1001","0","2019/09/23 20:59:59","5006403"
"196","103701","20","10024","0","2019/09/16 12:00:00","0","0","1001","0","2019/09/23 20:59:59","5006404"
"197","104701","30","10024","0","2019/09/16 12:00:00","0","0","1001","0","2019/09/23 20:59:59","5006405"
"198","100501","2","10024","0","2019/09/16 12:00:00","0","0","1003","0","2019/09/23 20:59:59","5006406"
"199","103701","3","10024","0","2019/09/16 12:00:00","0","0","1003","0","2019/09/23 20:59:59","5006407"
"200","104701","4","10024","0","2019/09/16 12:00:00","0","0","1003","0","2019/09/23 20:59:59","5006408"
"201","107101","5","10024","0","2019/09/16 12:00:00","0","0","1003","0","2019/09/23 20:59:59","5006409"
"202","100501","6","10024","0","2019/09/16 12:00:00","0","0","1003","0","2019/09/23 20:59:59","5006410"
"203","104701","8","10024","0","2019/09/16 12:00:00","0","0","1003","0","2019/09/23 20:59:59","5006411"
"214","108201","108201","10026","0","2019/10/16 12:00:00","0","0","1004","0","2019/10/23 20:59:59","5007401"
"215","108101","1002603","10026","0","2019/10/16 12:00:00","1","0","1002","0","2019/10/23 20:59:59","5007402"
"216","108101","10","10026","0","2019/10/16 12:00:00","0","0","1001","0","2019/10/23 20:59:59","5007403"
"217","108201","20","10026","0","2019/10/16 12:00:00","0","0","1001","0","2019/10/23 20:59:59","5007404"
"218","108101","30","10026","0","2019/10/16 12:00:00","0","0","1001","0","2019/10/23 20:59:59","5007405"
"219","108201","2","10026","0","2019/10/16 12:00:00","0","0","1003","0","2019/10/23 20:59:59","5007406"
"220","108101","3","10026","0","2019/10/16 12:00:00","0","0","1003","0","2019/10/23 20:59:59","5007407"
"221","108201","4","10026","0","2019/10/16 12:00:00","0","0","1003","0","2019/10/23 20:59:59","5007408"
"222","108101","5","10026","0","2019/10/16 12:00:00","0","0","1003","0","2019/10/23 20:59:59","5007409"
"223","108201","6","10026","0","2019/10/16 12:00:00","0","0","1003","0","2019/10/23 20:59:59","5007410"
"224","108101","8","10026","0","2019/10/16 12:00:00","0","0","1003","0","2019/10/23 20:59:59","5007411"
"225","106601","1002703","10027","0","2019/10/31 12:00:00","1","0","1002","0","2019/11/14 20:59:59","5027402"
"226","100501","10","10027","0","2019/10/31 12:00:00","0","0","1001","0","2019/11/14 20:59:59","5027403"
"227","103701","20","10027","0","2019/10/31 12:00:00","0","0","1001","0","2019/11/14 20:59:59","5027404"
"228","106501","30","10027","0","2019/10/31 12:00:00","0","0","1001","0","2019/11/14 20:59:59","5027405"
"229","100501","2","10027","0","2019/10/31 12:00:00","0","0","1003","0","2019/11/14 20:59:59","5027406"
"230","103701","4","10027","0","2019/10/31 12:00:00","0","0","1003","0","2019/11/14 20:59:59","5027407"
"231","106501","7","10027","0","2019/10/31 12:00:00","0","0","1003","0","2019/11/14 20:59:59","5027408"
"232","100501","10","10027","0","2019/10/31 12:00:00","0","0","1003","0","2019/11/14 20:59:59","5027409"
"233","103701","13","10027","0","2019/10/31 12:00:00","0","0","1003","0","2019/11/14 20:59:59","5027410"
"234","100501","15","10027","0","2019/10/31 12:00:00","0","0","1003","0","2019/11/14 20:59:59","5027411"
"235","105601","1002803","10028","0","2019/11/15 12:00:00","1","0","1002","0","2019/11/22 20:59:59","5008402"
"236","101301","10","10028","0","2019/11/15 12:00:00","0","0","1001","0","2019/11/22 20:59:59","5008403"
"237","100901","20","10028","0","2019/11/15 12:00:00","0","0","1001","0","2019/11/22 20:59:59","5008404"
"238","105601","30","10028","0","2019/11/15 12:00:00","0","0","1001","0","2019/11/22 20:59:59","5008405"
"239","105601","2","10028","0","2019/11/15 12:00:00","0","0","1003","0","2019/11/22 20:59:59","5008406"
"240","100901","3","10028","0","2019/11/15 12:00:00","0","0","1003","0","2019/11/22 20:59:59","5008407"
"241","101301","4","10028","0","2019/11/15 12:00:00","0","0","1003","0","2019/11/22 20:59:59","5008408"
"242","105101","5","10028","0","2019/11/15 12:00:00","0","0","1003","0","2019/11/22 20:59:59","5008409"
"243","102701","6","10028","0","2019/11/15 12:00:00","0","0","1003","0","2019/11/22 20:59:59","5008410"
"244","105601","8","10028","0","2019/11/15 12:00:00","0","0","1003","0","2019/11/22 20:59:59","5008411"
"245","111601","111601","10029","0","2019/11/30 12:00:00","0","0","1004","0","2019/12/14 20:59:59","5029401"
"246","111501","1002903","10029","0","2019/11/30 12:00:00","1","0","1002","0","2019/12/14 20:59:59","5029402"
"247","111601","10","10029","0","2019/11/30 12:00:00","0","0","1001","0","2019/12/14 20:59:59","5029403"
"248","111701","20","10029","0","2019/11/30 12:00:00","0","0","1001","0","2019/12/14 20:59:59","5029404"
"249","111501","30","10029","0","2019/11/30 12:00:00","0","0","1001","0","2019/12/14 20:59:59","5029405"
"250","111501","2","10029","0","2019/11/30 12:00:00","0","0","1003","0","2019/12/14 20:59:59","5029406"
"251","111701","4","10029","0","2019/11/30 12:00:00","0","0","1003","0","2019/12/14 20:59:59","5029407"
"252","111601","7","10029","0","2019/11/30 12:00:00","0","0","1003","0","2019/12/14 20:59:59","5029408"
"253","111701","10","10029","0","2019/11/30 12:00:00","0","0","1003","0","2019/12/14 20:59:59","5029409"
