9cd256b0b99395643d55f4f19705b2ded701ca411ec6cbb1598b06cfed6da569,fb7653fef9f04ed1a35f5f3f75af29e1a99adab6dac5dc78315f3b60da02fe38,5f3f4e7bf7212ef5e3e727834ff9842bbd46c79736741b806cc1360c70b40ad2,37d310c16d7bc28eda72f2d1a9e21c904b6cd016e84bb14f53a448ac68eaedd7,67dab64f76479c7bd273291b32426c067f057a034c808b3cb665a15e2d3dce6e,e6df12bdb4b73fb05f0a3c536b3e1753029225b8db2bef9e0f4d4c226e081e14,30553e21e900d9d7000b218f406f0c0dd856e04e6379d87c1be11ef2b1f4c277,fe97e51b22d167491fc5433867ebcf791bdc4f3c57279567678698f2426469d9,5c1bd09663c8029a2790589f36bedbd7451f5f6f71f3dca55627fe06545b032c,04c08c555115964b1ad8f26da7ee9c3bf6ab50ba18d4048a56f5ea0794301639,054853adb2bac518c4164b6c74cc68e7cd8e61c4a5faea2d6498ad4278cd5e18,28617257a486dd1f7726c8f1083672acb8e1a38ef31b42b919a077a5a7e042f8,ac8ece9244be14e3db3113d467e8dab6c39e7ec48882f3aeab7d01412e4180c4,67391ebcc850a56a54f1e636887fcc0ce9e9c0f097810cbe3cb53676ed48a694,8e1d6fde569976a64731d6db9492aeb03134628cf364ec9d1d6f4530c7a5b311,c0bce68fc2975ec65d968026aee92f6d3e7358afb02e4a8367c6e192d77685a3,35390e6664fd238c3e562856b82e6aac8da759a4e280dfee745060227d48f739,a46a77946d9b44a2755388d367c2baec303e9792b0b217ab3280a62cb7e5628c,e2137a3841fafa754567da134cb0dd55e4dd613dd2ec971c153a9a03c6e74a6c,cd136d5ca1d14defbabc7de9dbbba01a405beadc45403947f54f40fd40ec41e1,871c920c94d024bfe764c5cfc6eb92bdfa8fcdccf7586fce8621d4195996d2cd,f953993c3ad1029c63f04bf070a1bc2c063e3c43f8f87fab35ad215b296d8c9b,5c51b64ab0cf24753548641d6ab6744cb1c8ad0e25a49175ea599a50fd2c82aa,fa9cc4fc4b13e64b9e6eb2d87559d7091661c2ab284b44e6b23a364f00631e4e,cfdf7c87ff7005c5b5361e078bbc8ab6058b2a909bd78f0e4b2ff84da055f983,3da15a16945985b1b6b2553092e420fe1600c7f186dcd70b4a9386f00639d0d9,d7100b1b59cf9a7bb97f7e9dc471e8570bf7c7f63da135d0432dbfd09f3784bb,2afb85aee18babd1be0ac044fe143e40e4b061cf6e71c774b6d4191bc52aad60,eeaf20916141b519ccde34e68abf580a1c3485b947d9973ac8230fef6393299d,1a2a461208d28ef49abcc78c6bcca173b7f70f9ed28f471a18a508f79284b11e,0423e7dd037cf2732f0dae2241da07ae4fc2ad63020d1297b6dcba95d8f37677,00868dd6bfd6a5f5efb772f3967fe0049a0b966eceafcd20af669af23427855f,eaeb3078537c84464c76ecef568d585296cb017e63765eaa954155441ccfb240,9be685af93cdab9eafc9bfb5ff701d3026387ce84cf9393f2e3869720eabf147,ff7bd47262985525878be72a51947eb6dea7c4cdd612ed229eeb2fa96347ba7f,fcd134b462269cbee36af32202a0ff8340f58e1d4fc657511bedb9d1df15d143,b091a995abf42c8d6e9826b256b6e1d558a8d360375d7d3ffbf434ce30059c7d,023941a1145dac974a7de30d021d061d687c9d4d6598afa5cd8c4352e1271e22,cd8d520999fa235df114e73b5376fd3df22dc530126c94bf8995c3aa68f37ea2,d8d2a588fcbe9debba6ff93732aa9c2b96f5dea9a04a30cc80aeaba5e8e6cefb
"0","0","46","46","10","0","1217","46","46","46","46","200100","46","46","10","0","620010046","0","1","43","30","53","0","1","46","46","46","0","1","10517","46","0","0","200000006","46","0","46","46","46","46"
"0","0","47","47","10","0","1286","47","47","47","47","200100","47","47","10","0","620010047","0","1","45","30","57","0","1","47","47","47","0","1","10771","47","0","0","200000006","47","0","47","47","47","47"
"0","0","48","48","10","0","1355","48","48","48","48","200100","48","48","10","0","620010048","0","1","48","30","61","0","1","48","48","48","0","1","11026","48","0","0","200000006","48","0","48","48","48","48"
"0","0","49","49","10","0","1424","49","49","49","49","200100","49","49","10","0","620010049","0","1","50","30","65","0","1","49","49","49","0","1","11280","49","0","0","200000006","49","0","49","49","49","49"
"0","0","50","50","10","0","1493","50","50","50","50","200100","50","50","10","0","620010050","0","1","52","30","69","0","1","50","50","50","0","1","11534","50","0","0","200000006","50","0","50","50","50","50"
"0","0","51","51","10","0","1562","51","51","51","51","200100","51","51","10","0","620010051","0","1","55","30","73","0","1","51","51","51","0","1","11789","51","0","0","200000006","51","0","51","51","51","51"
"0","0","52","52","10","0","1632","52","52","52","52","200100","52","52","10","0","620010052","0","1","57","30","77","0","1","52","52","52","0","1","12043","52","0","0","200000006","52","0","52","52","52","52"
"0","0","53","53","10","0","1701","53","53","53","53","200100","53","53","10","0","620010053","0","1","59","30","81","0","1","53","53","53","0","1","12297","53","0","0","200000006","53","0","53","53","53","53"
"0","0","54","54","10","0","1770","54","54","54","54","200100","54","54","10","0","620010054","0","1","62","30","85","0","1","54","54","54","0","1","12552","54","0","0","200000006","54","0","54","54","54","54"
"0","0","55","55","10","0","1839","55","55","55","55","200100","55","55","10","0","620010055","0","1","64","30","89","0","1","55","55","55","0","1","12806","55","0","0","200000006","55","0","55","55","55","55"
"0","0","56","56","10","0","1908","56","56","56","56","200100","56","56","10","0","620010056","0","1","66","30","93","0","1","56","56","56","0","1","13060","56","0","0","200000006","56","0","56","56","56","56"
"0","0","57","57","10","0","1977","57","57","57","57","200100","57","57","10","0","620010057","0","1","69","30","97","0","1","57","57","57","0","1","13315","57","0","0","200000006","57","0","57","57","57","57"
"0","0","58","58","10","0","2046","58","58","58","58","200100","58","58","10","0","620010058","0","1","71","30","101","0","1","58","58","58","0","1","13569","58","0","0","200000006","58","0","58","58","58","58"
"0","0","59","59","10","0","2115","59","59","59","59","200100","59","59","10","0","620010059","0","1","73","30","105","0","1","59","59","59","0","1","13823","59","0","0","200000006","59","0","59","59","59","59"
"0","0","60","60","10","0","2184","60","60","60","60","200100","60","60","10","0","620010060","0","1","76","30","109","0","1","60","60","60","0","1","14078","60","0","0","200000006","60","0","60","60","60","60"
"0","0","61","61","10","0","2253","61","61","61","61","200100","61","61","10","0","620010061","0","1","78","30","113","0","1","61","61","61","0","1","14332","61","0","0","200000006","61","0","61","61","61","61"
"0","0","62","62","10","0","2280","62","62","62","62","200100","62","62","10","0","620010062","0","1","79","30","113","0","1","62","62","62","0","1","15514","62","0","0","200000006","62","0","62","62","62","62"
"0","0","63","63","10","0","2306","63","63","63","63","200100","63","63","10","0","620010063","0","1","79","30","114","0","1","63","63","63","0","1","16696","63","0","0","200000006","63","0","63","63","63","63"
"0","0","64","64","10","0","2333","64","64","64","64","200100","64","64","10","0","620010064","0","1","80","30","114","0","1","64","64","64","0","1","17878","64","0","0","200000006","64","0","64","64","64","64"
"0","0","65","65","10","0","2359","65","65","65","65","200100","65","65","10","0","620010065","0","1","81","30","114","0","1","65","65","65","0","1","19060","65","0","0","200000006","65","0","65","65","65","65"
"0","0","66","66","10","0","2386","66","66","66","66","200100","66","66","10","0","620010066","0","1","82","30","115","0","1","66","66","66","0","1","20242","66","0","0","200000006","66","0","66","66","66","66"
"0","0","67","67","10","0","2412","67","67","67","67","200100","67","67","10","0","620010067","0","1","82","30","115","0","1","67","67","67","0","1","21425","67","0","0","200000006","67","0","67","67","67","67"
"0","0","68","68","10","0","2439","68","68","68","68","200100","68","68","10","0","620010068","0","1","83","30","115","0","1","68","68","68","0","1","22607","68","0","0","200000006","68","0","68","68","68","68"
"0","0","69","69","10","0","2466","69","69","69","69","200100","69","69","10","0","620010069","0","1","84","30","116","0","1","69","69","69","0","1","23789","69","0","0","200000006","69","0","69","69","69","69"
"0","0","70","70","10","0","2492","70","70","70","70","200100","70","70","10","0","620010070","0","1","85","30","116","0","1","70","70","70","0","1","24971","70","0","0","200000006","70","0","70","70","70","70"
"0","0","71","71","10","0","2519","71","71","71","71","200100","71","71","10","0","620010071","0","1","85","30","116","0","1","71","71","71","0","1","26153","71","0","0","200000006","71","0","71","71","71","71"
"0","0","1","1","10","0","108","1","1","1","1","200200","1","1","10","0","620020001","0","1","10","30","8","0","1","1","1","1","0","1","924","1","0","0","200000001","1","0","1","1","1","1"
"0","0","2","2","10","0","111","2","2","2","2","200200","2","2","10","0","620020002","0","1","10","30","8","0","1","2","2","2","0","1","927","2","0","0","200000001","2","0","2","2","2","2"
"0","0","3","3","10","0","114","3","3","3","3","200200","3","3","10","0","620020003","0","1","10","30","8","0","1","3","3","3","0","1","930","3","0","0","200000001","3","0","3","3","3","3"
"0","0","4","4","10","0","117","4","4","4","4","200200","4","4","10","0","620020004","0","1","11","30","9","0","1","4","4","4","0","1","933","4","0","0","200000001","4","0","4","4","4","4"
"0","0","5","5","10","0","120","5","5","5","5","200200","5","5","10","0","620020005","0","1","11","30","9","0","1","5","5","5","0","1","936","5","0","0","200000001","5","0","5","5","5","5"
"0","0","6","6","10","0","123","6","6","6","6","200200","6","6","10","0","620020006","0","1","11","30","9","0","1","6","6","6","0","1","939","6","0","0","200000001","6","0","6","6","6","6"
"0","0","7","7","10","0","126","7","7","7","7","200200","7","7","10","0","620020007","0","1","12","30","10","0","1","7","7","7","0","1","942","7","0","0","200000001","7","0","7","7","7","7"
"0","0","8","8","10","0","129","8","8","8","8","200200","8","8","10","0","620020008","0","1","12","30","10","0","1","8","8","8","0","1","945","8","0","0","200000001","8","0","8","8","8","8"
"0","0","9","9","10","0","132","9","9","9","9","200200","9","9","10","0","620020009","0","1","12","30","10","0","1","9","9","9","0","1","948","9","0","0","200000001","9","0","9","9","9","9"
"0","0","10","10","10","0","135","10","10","10","10","200200","10","10","10","0","620020010","0","1","13","30","11","0","1","10","10","10","0","1","951","10","0","0","200000001","10","0","10","10","10","10"
"0","0","11","11","10","0","138","11","11","11","11","200200","11","11","10","0","620020011","0","1","13","30","11","0","1","11","11","11","0","1","954","11","0","0","200000001","11","0","11","11","11","11"
"0","0","12","12","10","0","141","12","12","12","12","200200","12","12","10","0","620020012","0","1","13","30","11","0","1","12","12","12","0","1","957","12","0","0","200000001","12","0","12","12","12","12"
"0","0","13","13","10","0","144","13","13","13","13","200200","13","13","10","0","620020013","0","1","14","30","12","0","1","13","13","13","0","1","960","13","0","0","200000001","13","0","13","13","13","13"
"0","0","14","14","10","0","147","14","14","14","14","200200","14","14","10","0","620020014","0","1","14","30","12","0","1","14","14","14","0","1","963","14","0","0","200000001","14","0","14","14","14","14"
"0","0","15","15","10","0","151","15","15","15","15","200200","15","15","10","0","620020015","0","1","15","30","13","0","1","15","15","15","0","1","966","15","0","0","200000001","15","0","15","15","15","15"
"0","0","16","16","10","0","175","16","16","16","16","200200","16","16","10","0","620020016","0","1","15","30","13","0","1","16","16","16","0","1","1322","16","0","0","200000001","16","0","16","16","16","16"
"0","0","17","17","10","0","199","17","17","17","17","200200","17","17","10","0","620020017","0","1","15","30","13","0","1","17","17","17","0","1","1678","17","0","0","200000001","17","0","17","17","17","17"
"0","0","18","18","10","0","207","18","18","18","18","200200","18","18","10","0","620020018","0","1","15","30","13","0","1","18","18","18","0","1","1884","18","0","0","200000001","18","0","18","18","18","18"
"0","0","19","19","10","0","215","19","19","19","19","200200","19","19","10","0","620020019","0","1","16","30","14","0","1","19","19","19","0","1","2090","19","0","0","200000001","19","0","19","19","19","19"
"0","0","20","20","10","0","223","20","20","20","20","200200","20","20","10","0","620020020","0","1","16","30","14","0","1","20","20","20","0","1","2296","20","0","0","200000001","20","0","20","20","20","20"
"0","0","21","21","10","0","237","21","21","21","21","200200","21","21","10","0","620020021","0","1","17","30","14","0","1","21","21","21","0","1","2377","21","0","0","200000001","21","0","21","21","21","21"
"0","0","22","22","10","0","251","22","22","22","22","200200","22","22","10","0","620020022","0","1","17","30","14","0","1","22","22","22","0","1","2458","22","0","0","200000001","22","0","22","22","22","22"
"0","0","23","23","10","0","251","23","23","23","23","200200","23","23","10","0","620020023","0","1","17","30","14","0","1","23","23","23","0","1","2658","23","0","0","200000001","23","0","23","23","23","23"
"0","0","24","24","10","0","268","24","24","24","24","200200","24","24","10","0","620020024","0","1","19","30","16","0","1","24","24","24","0","1","2829","24","0","0","200000001","24","0","24","24","24","24"
"0","0","25","25","10","0","285","25","25","25","25","200200","25","25","10","0","620020025","0","1","21","30","18","0","1","25","25","25","0","1","2999","25","0","0","200000001","25","0","25","25","25","25"
"0","0","26","26","10","0","302","26","26","26","26","200200","26","26","10","0","620020026","0","1","24","30","19","0","1","26","26","26","0","1","3170","26","0","0","200000001","26","0","26","26","26","26"
"0","0","27","27","10","0","319","27","27","27","27","200200","27","27","10","0","620020027","0","1","26","30","21","0","1","27","27","27","0","1","3340","27","0","0","200000001","27","0","27","27","27","27"
"0","0","28","28","10","0","336","28","28","28","28","200200","28","28","10","0","620020028","0","1","28","30","23","0","1","28","28","28","0","1","3511","28","0","0","200000001","28","0","28","28","28","28"
"0","0","29","29","10","0","380","29","29","29","29","200200","29","29","10","0","620020029","0","1","29","30","23","0","1","29","29","29","0","1","4632","29","0","0","200000001","29","0","29","29","29","29"
"0","0","30","30","10","0","412","30","30","30","30","200200","30","30","10","0","620020030","0","1","29","30","23","0","1","30","30","30","0","1","4717","30","0","0","200000001","30","0","30","30","30","30"
"0","0","31","31","10","0","443","31","31","31","31","200200","31","31","10","0","620020031","0","1","28","30","23","0","1","31","31","31","0","1","4802","31","0","0","200000001","31","0","31","31","31","31"
"0","0","32","32","10","0","432","32","32","32","32","200200","32","32","10","0","620020032","0","1","28","30","23","0","1","32","32","32","0","1","4887","32","0","0","200000001","32","0","32","32","32","32"
"0","0","33","33","10","0","420","33","33","33","33","200200","33","33","10","0","620020033","0","1","28","30","23","0","1","33","33","33","0","1","4972","33","0","0","200000001","33","0","33","33","33","33"
"0","0","34","34","10","0","499","34","34","34","34","200200","34","34","10","0","620020034","0","1","28","30","24","0","1","34","34","34","0","1","5985","34","0","0","200000001","34","0","34","34","34","34"
"0","0","35","35","10","0","525","35","35","35","35","200200","35","35","10","0","620020035","0","1","32","30","27","0","1","35","35","35","0","1","6241","35","0","0","200000001","35","0","35","35","35","35"
"0","0","36","36","10","0","550","36","36","36","36","200200","36","36","10","0","620020036","0","1","36","30","30","0","1","36","36","36","0","1","6497","36","0","0","200000001","36","0","36","36","36","36"
"0","0","37","37","10","0","576","37","37","37","37","200200","37","37","10","0","620020037","0","1","39","30","32","0","1","37","37","37","0","1","6752","37","0","0","200000001","37","0","37","37","37","37"
"0","0","38","38","10","0","601","38","38","38","38","200200","38","38","10","0","620020038","0","1","43","30","35","0","1","38","38","38","0","1","7008","38","0","0","200000001","38","0","38","38","38","38"
"0","0","39","39","10","0","671","39","39","39","39","200200","39","39","10","0","620020039","0","1","42","30","33","0","1","39","39","39","0","1","7387","39","0","0","200000001","39","0","39","39","39","39"
"0","0","40","40","10","0","679","40","40","40","40","200200","40","40","10","0","620020040","0","1","44","30","35","0","1","40","40","40","0","1","8119","40","0","0","200000001","40","0","40","40","40","40"
"0","0","41","41","10","0","729","41","41","41","41","200200","41","41","10","0","620020041","0","1","46","30","37","0","1","41","41","41","0","1","9635","41","0","0","200000001","41","0","41","41","41","41"
"0","0","42","42","10","0","778","42","42","42","42","200200","42","42","10","0","620020042","0","1","47","30","38","0","1","42","42","42","0","1","11151","42","0","0","200000001","42","0","42","42","42","42"
"0","0","43","43","10","0","790","43","43","43","43","200200","43","43","10","0","620020043","0","1","47","30","38","0","1","43","43","43","0","1","11476","43","0","0","200000001","43","0","43","43","43","43"
"0","0","44","44","10","0","802","44","44","44","44","200200","44","44","10","0","620020044","0","1","47","30","39","0","1","44","44","44","0","1","11802","44","0","0","200000001","44","0","44","44","44","44"
"0","0","45","45","10","0","814","45","45","45","45","200200","45","45","10","0","620020045","0","1","47","30","39","0","1","45","45","45","0","1","12127","45","0","0","200000001","45","0","45","45","45","45"
"0","0","46","46","10","0","971","46","46","46","46","200200","46","46","10","0","620020046","0","1","48","30","40","0","1","46","46","46","0","1","13833","46","0","0","200000001","46","0","46","46","46","46"
"0","0","47","47","10","0","1128","47","47","47","47","200200","47","47","10","0","620020047","0","1","49","30","40","0","1","47","47","47","0","1","15539","47","0","0","200000001","47","0","47","47","47","47"
"0","0","48","48","10","0","1284","48","48","48","48","200200","48","48","10","0","620020048","0","1","50","30","41","0","1","48","48","48","0","1","17245","48","0","0","200000001","48","0","48","48","48","48"
