3787f4e8b2a31c7c190fd348ac34cd788d18aaef7e143ac17c4fb10b97b1f870,929b6b1f7d3697c5135d580728b76bc7ee17a1428f54169e18b54e4dc2e1ed69,64be9d4c08e245afdc5c8b9ba2743f37b26b8b9cd910ac0e55a499d43a51ee7f
"134","105","102101"
"135","106","102301"
"136","107","105401"
"137","108","102901"
"138","109","104201"
"139","109","105401"
"140","109","102901"
"141","110","101201"
"142","111","101501"
"143","112","104001"
"144","112","101201"
"145","112","101501"
"146","113","102501"
"147","114","102301"
"148","115","102101"
"149","115","102301"
"150","115","102501"
"151","115","102801"
"152","116","102801"
"153","117","105801"
"154","118","105901"
"155","119","106001"
"156","120","106401"
"157","121","106601"
"158","122","106701"
"159","123","106301"
"160","123","118501"
"161","124","102901"
"162","125","104201"
"163","126","105401"
"164","127","102801"
"165","128","102501"
"166","129","102301"
"167","130","102101"
"168","131","106501"
"169","131","106601"
"170","131","106701"
"171","132","106601"
"172","133","106701"
"173","134","101501"
"174","135","101201"
"175","136","104001"
"176","137","105601"
"177","138","105101"
"178","139","102701"
"179","140","101301"
"180","141","100901"
"181","141","105601"
"182","141","105101"
"183","141","102701"
"184","141","101301"
"185","142","101001"
"186","143","101701"
"187","143","101001"
"188","143","104301"
"189","143","101401"
"190","144","104301"
"191","145","101401"
"192","146","100901"
"193","147","105601"
"194","147","100901"
"195","147","105101"
"196","147","102701"
"197","147","101301"
"198","148","101301"
"199","149","102701"
"200","150","104901"
"201","151","103001"
"202","152","106801"
"203","153","104501"
"204","154","105301"
"205","155","101001"
"206","156","104301"
"207","157","101701"
"208","158","101401"
"209","159","104901"
"210","160","101101"
"211","161","106801"
"212","161","104901"
"213","161","101101"
"214","162","103001"
"215","163","100801"
"216","164","105301"
"217","164","103001"
"218","164","100801"
"219","164","104501"
"220","164","105501"
"221","165","104501"
"222","166","102701"
"223","166","105601"
"224","166","100901"
"225","166","105101"
"226","166","101301"
"227","167","105501"
"228","168","104701"
"229","169","107101"
"230","170","100501"
"231","171","101001"
"232","172","101701"
"233","173","111001"
"234","174","110801"
"235","174","110901"
"236","174","111001"
"237","175","110901"
"238","176","104301"
"239","176","101001"
"240","176","101401"
"241","176","101701"
"242","177","100401"
"243","177","103601"
"244","177","102001"
"245","178","103701"
"246","178","104701"
"247","178","100501"
"248","178","107101"
"249","179","106101"
"250","179","107101"
"251","180","102001"
"252","181","103601"
"253","182","101801"
"254","182","105001"
"255","182","101601"
"256","183","105001"
"257","184","101601"
"258","185","105601"
"259","186","105101"
"260","187","102701"
"261","188","100901"
"262","189","101301"
"263","189","105601"
"264","189","105101"
"265","189","100901"
"266","189","102701"
"267","190","105501"
"268","191","106801"
"269","192","104901"
"270","193","101101"
"271","193","104901"
"272","193","106801"
"273","194","100301"
"274","195","100101"
"275","195","100201"
"276","195","100301"
"277","196","100201"
"278","197","100801"
"279","198","105301"
"280","199","103001"
"281","199","105301"
"282","199","104501"
"283","199","105501"
"284","199","100801"
"285","200","105801"
"286","201","106001"
"287","201","105801"
"288","201","105901"
"289","201","106401"
"290","202","106401"
"291","203","105901"
"292","204","101501"
"293","204","104001"
"294","204","101201"
"295","205","102901"
"296","206","105401"
"297","206","104201"
"298","206","102901"
"299","207","104201"
"300","208","106601"
"301","209","106501"
"302","210","106701"
"303","211","118501"
"304","211","105801"
"305","212","111001"
"306","213","110801"
"307","214","110901"
"308","214","111001"
"309","214","110801"
"310","215","104001"
"311","216","101201"
"312","217","101501"
"313","218","118001"
"314","218","105801"
"315","219","104301"
"316","220","101701"
"317","221","101001"
"318","221","104301"
"319","221","101701"
"320","221","101401"
"321","222","101401"
"322","223","102901"
"323","224","104201"
"324","225","105401"
"325","226","104001"
"326","227","106501"
"327","228","106601"
"328","228","106701"
"329","228","106501"
"330","229","106701"
"331","230","102501"
"332","231","102301"
"333","232","102101"
"334","233","102801"
"335","233","102101"
"336","233","102301"
"337","233","102501"
"338","234","101101"
"339","235","106801"
"340","236","105301"
"341","237","104501"
"342","238","103001"
"343","239","100801"
"344","239","104501"
"345","239","105301"
"346","239","105501"
"347","239","103001"
"348","240","105501"
"349","241","100501"
"350","242","103701"
"351","243","107101"
"352","244","106801"
"353","245","102801"
"354","246","102501"
"355","247","102301"
"356","248","102101"
"357","249","105301"
"358","250","104501"
"359","251","103001"
"360","252","101101"
"361","253","104901"
"362","253","101101"
"363","253","106801"
"364","254","104701"
"365","254","107101"
"366","254","100501"
"367","254","103701"
"368","255","107101"
"369","256","100501"
"370","257","103701"
"371","258","100801"
"372","259","105501"
"373","260","106801"
"374","261","109201"
"375","262","109301"
"376","263","103801"
"377","263","103301"
"378","263","105201"
"379","263","102601"
"380","264","101401"
"381","264","101701"
"382","264","101001"
"383","264","104301"
"384","265","109401"
"385","265","109201"
"386","265","109301"
"387","266","102601"
"388","267","105201"
"389","268","103301"
"390","269","101701"
"391","270","104301"
"392","271","101001"
"393","272","104601"
"394","273","104801"
"395","273","103201"
"396","273","104601"
"397","273","103401"
"398","274","103201"
"399","275","103401"
"400","276","104401"
"401","277","100701"
"402","278","103101"
"403","279","100801"
"404","280","105301"
"405","281","104501"
"406","281","105301"
"407","281","105501"
"408","281","103001"
"409","281","100801"
"410","282","103001"
"411","283","105501"
"412","284","100601"
"413","284","102201"
"414","284","104401"
"415","284","100701"
"416","284","103101"
"417","285","103701"
"418","286","104701"
"419","287","100501"
"420","287","103701"
"421","287","104701"
"422","287","107101"
"423","288","107101"
"424","289","103801"
"425","290","101401"
"426","291","102201"
"427","292","100601"
"428","293","109201"
"429","293","109301"
"430","293","109401"
"431","294","109301"
"432","295","109401"
"433","296","100601"
"434","297","102201"
"435","298","104401"
"436","299","100701"
"437","300","103101"
"438","301","102301"
"439","302","102101"
"440","303","102801"
"441","304","102501"
"442","304","102801"
"443","304","102301"
"444","304","102101"
"445","305","105801"
"446","306","106401"
"447","306","105801"
"448","306","106001"
"449","306","105901"
"450","307","106001"
"451","308","105901"
"452","309","104001"
"453","310","101501"
"454","311","102201"
"455","312","100601"
"456","313","104401"
"457","314","103101"
"458","314","100701"
"459","314","100601"
"460","314","102201"
"461","314","104401"
"462","315","100701"
"463","316","101201"
"464","316","101501"
"465","316","104001"
"466","317","104001"
"467","318","101501"
"468","319","106401"
"469","320","118101"
"470","320","105901"
"471","320","123301"
"472","321","106001"
"473","322","105901"
"474","323","105801"
"475","324","102601"
"476","324","105201"
"477","324","103801"
"478","324","103301"
"479","325","106001"
"480","326","105001"
"481","326","101601"
"482","326","101801"
"483","327","106401"
"484","328","105901"
"485","329","105801"
"486","330","103301"
"487","331","105201"
"488","332","103801"
"489","333","101801"
"490","334","101601"
"491","335","100301"
"492","335","100201"
"493","335","100101"
"494","336","100101"
"495","337","100201"
"496","338","104401"
"497","339","103101"
"498","340","100601"
"499","341","102201"
"500","342","105001"
"501","343","102601"
"502","344","103301"
"503","345","105201"
"504","346","100701"
"505","346","100601"
"506","346","102201"
"507","346","103101"
"508","346","104401"
"509","347","102901"
"510","347","104201"
"511","347","105401"
"512","348","104201"
"513","349","105401"
"514","350","101801"
"515","351","101601"
"516","352","100201"
"517","353","100301"
"518","354","100101"
"519","355","102001"
"520","356","103601"
"521","356","100401"
"522","356","102001"
"523","357","100401"
"524","358","109301"
"525","358","109201"
"526","358","109401"
"527","359","109401"
"528","360","109201"
"529","361","107101"
"530","361","103701"
"531","361","100501"
"532","361","104701"
"533","362","104701"
"534","363","103701"
"535","364","100501"
"536","365","103601"
"537","366","100201"
"538","367","106001"
"539","368","105901"
"540","369","105801"
"541","370","107101"
"542","371","100401"
"543","372","123001"
"544","372","100201"
"545","372","100101"
"546","372","100301"
"547","373","102001"
"548","374","105901"
"549","375","100301"
"550","376","103701"
"551","377","100501"
"552","378","104701"
"553","379","111401"
"554","380","110901"
"555","381","110801"
"556","382","111001"
"557","382","110801"
"558","382","110901"
"559","383","104601"
"560","383","104801"
"561","383","103401"
"562","383","103201"
"563","384","104801"
"564","385","103301"
"565","385","103801"
"566","385","102601"
"567","385","105201"
"568","386","103801"
"569","387","102601"
"570","388","100901"
"571","389","105101"
"572","389","105601"
"573","389","100901"
"574","389","101301"
"575","389","102701"
"576","390","105601"
"577","391","102701"
"578","392","105701"
"579","392","118501"
"580","393","101301"
"581","394","103201"
"582","394","104601"
"583","394","104801"
"584","394","103401"
"585","395","104801"
"586","396","105201"
"587","396","103301"
"588","396","102601"
"589","396","103801"
"590","397","104601"
"591","398","103401"
"592","398","103201"
"593","398","104801"
"594","398","104601"
"595","399","103201"
"596","400","103801"
"597","401","102601"
"598","402","100901"
"599","403","101301"
"600","404","102701"
"601","405","105201"
"602","406","107001"
"603","406","105201"
"604","407","105101"
"605","408","105601"
"606","409","118201"
"607","410","106001"
"608","411","105901"
"609","412","105801"
