29a5d732cc035abe2e09ce781690f020fb10e679ed599f4b9f6e1efb1658388d,5c96ec7fe8e1c8220e17058897bc0c2fa5cd0d91f23109b38d5b01a19b30aa1a,c6731fa300ead48e2aaabef576edb3f09bfd6818a88e0a5865bb1503e0a35ed9,9bd4f1730fdaa08980990ab97cf1d01407aa1a12dfe76bc8b049674b4215d2c7,f8800210b1bbf68950c344485881c9cc5a1b81488900ecea24260ff37bd1c11d,80251b073b8c2e0927283a9a3a1b29782667aeade3c0f83c4159fb9c312c0336,0369ea0e9dab59823d211601a0b2001999e35744c14b54895d62be6f5f9e8124,5c659bd773993cf3d819a17e7ebc832b492fab511386b1de51e59b16c0103eae,30ab9c4db48aa48c62455de6b6382306885979bfa2218e91e197537999621105,7f123b6ad968ce9bc50d7488952afdb880f292eb6560795026587ba768823fc9,7ab75dedb27811f988eef62371dd56288901e36d2b88b300f499aae240126fb4
"1","1","2","1.7","psy_smoke_start","5","101","-200","0","2004","-300"
"185","106011","2","","","2","-220","0","","2005","2"
"","2","2","","","93","","","","2006",""
"psy_kyaru_talk_arm_crossed","106011","2","0.2","","3","0","1","0","2007","psy_kyaru_talk_arm_crossed_loop"
"vo_minigame_1008_drama_0305","vo_minigame_1008","2","","","21","0","","","2008","0"
"ねぇ、あんた。\nペコリーヌに差し入れるのにちょうど\nいいお菓子を適当に見つくろって……","106011","2","0","0.5","11","8","0","0","2009","1"
"","0","2","","","91","","","","2010",""
"vo_minigame_1008_drama_0306","vo_minigame_1008","2","","","21","0","","","2011","0"
"psy_talk_sad","106011","2","0.2","","3","1","","","2012",""
"って、居ないじゃない。\nあいつが働いてるって聞いたから\n来たのに……というか、誰もいないし。\n不用心な店ね。","106011","2","0","0.5","11","8","0","0","2013","1"
"1","4","2","","","93","","","","2014",""
"psy_talk_sad","106011","2","0.2","","3","1","","","2015",""
"","2013","2","","","91","","","","2016",""
"psy_idle_sad","106011","2","0.2","","3","1","","","2017",""
"psy_miyako_appear","119931","2","0.2","","3","0","1","0.2","2018","psy_miyako_thinking4"
"psy_smoke_appear","1","2","0","","3","0","0","0","2019","psy_smoke_start"
"vo_minigame_1008_drama_0301","vo_minigame_1008","2","","","21","0","","","2020","0"
"プリン……プリン……\n究極のプリン作りは難しいの……\n何かひらめくキッカケが欲しいの……","119931","2","0","1","11","4","0","0","2021","1"
"1","1","2","","","93","","","","2022",""
"psy_surprise","106011","2","0.2","","3","0","1","0.2","2023","psy_idle_surprise2"
"","2021","2","","","91","","","","2024",""
"0","0","2","","","22","","","","2025",""
"psy_miyako_idle_thinking","119931","2","0.2","","3","1","","","2026",""
"psy_talk_surprise2","106011","2","0.2","","3","1","","","2027",""
"vo_minigame_1008_drama_0307","vo_minigame_1008","2","","","21","0","","","2028","0"
"キャッ！？\nいきなり出てきてなんなのよあんた！","106011","2","0","0.5","11","8","0","0","2029","1"
"","0","2","","","91","","","","2030",""
"psy_idle_surprise2","106011","2","0.2","","3","1","","","2031",""
"psy_miyako_anger1","119931","2","0.2","","3","1","","","2032",""
"vo_minigame_1008_drama_0302","vo_minigame_1008","2","","","21","0","","","2033","0"
"オマエが勝手に入ってきたの。\nミヤコは悪くないの。\nミヤコの邪魔をするななの……ん？\nオマエ……","119931","2","0","1","11","5","0","0","2034","1"
"1","8","2","","","93","","","","2035",""
"psy_miyako_thinking2","119931","2","0.2","","3","1","","","2036",""
"","2034","2","","","91","","","","2037",""
"0","0","2","","","22","","","","2038",""
"psy_talk_sad","106011","2","0.2","","3","1","","","2039",""
"vo_minigame_1008_drama_0308","vo_minigame_1008","2","","","21","0","","","2040","0"
"な、何よ……","106011","2","0","0.5","11","8","0","0","2041","1"
"","0","2","","","91","","","","2042",""
"psy_idle_sad","106011","2","0.2","","3","1","","","2043",""
"psy_miyako_run","119931","2","0.2","","3","1","","","2044",""
"0","119931","2","","","2","-200","0","","2045","2"
"","2","2","","","93","","","","2046",""
"psy_miyako_thinking2","119931","2","0.2","","3","1","","","2047",""
"vo_minigame_1008_drama_0303","vo_minigame_1008","2","","","21","0","","","2048","0"
"むむむむむ……\nオマエ、なんかおいしそうなの……","119931","2","0","1","11","6","0","0","2049","1"
"","0","2","","","91","","","","2050",""
"0","0","2","","","22","","","","2051",""
"","0.5","2","","","93","","","","2052",""
"psy_talk_sad","106011","2","0.2","","3","1","","","2053",""
"vo_minigame_1008_drama_0309","vo_minigame_1008","2","","","21","0","","","2054","0"
"はぁ～？","106011","2","0","0.5","11","8","0","0","2055","1"
"","0","2","","","91","","","","2056",""
"psy_idle_sad","106011","2","0.2","","3","1","","","2057",""
"vo_minigame_1008_drama_0304","vo_minigame_1008","2","","","21","0","","","2058","0"
"オマエをプリンにしてやるの～～！！","119931","2","0","0.5","11","6","0","0","2059","1"
"1","0.5","2","","","93","","","","2060",""
"psy_miyako_attack_in","119931","2","0.2","","3","0","1","0","2061","psy_miyako_attack_loop"
"1","0.2","2","","","93","","","","2062",""
"psy_surprise","106011","2","0.2","","3","0","1","0.2","2063","psy_idle_surprise2"
"","2059","2","","","91","","","","2064",""
"0","0","2","","","22","","","","2065",""
"psy_talk_surprise2","106011","2","0.2","","3","1","","","2066",""
"vo_minigame_1008_drama_0310","vo_minigame_1008","2","","","21","0","","","2067","0"
"な、なんなのよこの店～～！！","106011","2","0","0.5","11","8","0","0","2068","1"
"","0","2","","","91","","","","2069",""
"0","106011","2","","","4","","","","2070",""
"psy_run_shy","106011","2","0.2","","3","1","","","2071",""
"psy_miyako_attack_loop_move","119931","2","0.2","","3","1","","","2072",""
"1000","106011","2","","","2","-220","0","","2073","3"
"1000","119931","2","","","2","-220","0","","2074","5"
"","3.5","2","","","93","","","","2075",""
"0","0","2","","","22","","","","2076",""
"","0","2","","","91","","","","2077",""
"119931","1","3","1.65","psy_miyako_gasagoso_B","1","100","-150","1","3001","-250"
"105511","1","3","1.7","psy_walk","1","100","-180","1","3002","340"
"11","1","3","1","","31","0","1","","3003","0"
"1","1","3","1.7","psy_smoke_start","5","101","-220","0","3004","-300"
"225","105511","3","","","2","-180","0","","3005","2"
"","2","3","","","93","","","","3006",""
"psy_talk_wish","105511","3","0.2","","3","1","","","3007",""
"vo_minigame_1008_drama_0203","vo_minigame_1008","3","","","21","0","","","3008","0"
"こ、ここで先輩が働いてるんですよね？","105511","3","0","0.5","11","8","0","0","3009","1"
"","0","3","","","91","","","","3010",""
"psy_ayumi_kyoro_in","105511","3","0.2","","3","0","1","0","3011","psy_ayumi_kyoro_loop"
"","1.8","3","","","93","","","","3012",""
"psy_talk_joy1","105511","3","0.2","","3","1","","","3013",""
"vo_minigame_1008_drama_0204","vo_minigame_1008","3","","","21","0","","","3014","0"
"わぁ、おいしそうなお菓子がたくさん\n並んでますね……先輩が作ったお菓子も\nあったりするのかな？","105511","3","0","0.5","11","8","0","0","3015","1"
"","0","3","","","91","","","","3016",""
"psy_talk_call","105511","3","0.2","","3","1","","","3017",""
"vo_minigame_1008_drama_0205","vo_minigame_1008","3","","","21","0","","","3018","0"
"あの……このお菓子一つください。\nあの～すみませ～ん。\n聞こえてないのかな？","105511","3","0","0.5","11","8","0","0","3019","1"
"1","3","3","","","93","","","","3020",""
"5","119931","3","0","0","12","0.8","0","0","3021","1"
"0","119931","3","","","4","","","","3022",""
"psy_miyako_idle_thinking","119931","3","0","","3","1","","","3023",""
"1","1.5","3","","","93","","","","3024",""
"1","119931","3","","","4","","","","3025",""
"psy_miyako_gasagoso_B","119931","3","0","","3","1","","","3026",""
"1","0.5","3","","","93","","","","3027",""
"psy_talk_sad","105511","3","0.2","","3","1","","","3028",""
"","3019","3","","","91","","","","3029",""
"psy_talk_wish","105511","3","0.2","","3","1","","","3030",""
"vo_minigame_1008_drama_0206","vo_minigame_1008","3","","","21","0","","","3031","0"
"と、とりあえずお金はおいておきますね\n失礼します！","105511","3","0","0.5","11","8","0","0","3032","1"
"1","2","3","","","93","","","","3033",""
"psy_gasagoso_B2","105511","3","0.2","","3","1","","","3034",""
"1","1","3","","","93","","","","3035",""
"psy_pekori","105511","3","0.2","","3","0","1","0.2","3036","psy_idle_normal"
"","3032","3","","","91","","","","3037",""
"0","105511","3","","","4","","","","3038",""
"psy_run","105511","3","0.2","","3","1","","","3039",""
"1000","105511","3","","","2","-180","0","","3040","3"
"","3","3","","","93","","","","3041",""
"","0.5","3","","","93","","","","3042",""
"psy_miyako_idle_thinking","119931","3","0","","3","1","","","3043",""
"","2","3","","","93","","","","3044",""
"0","119931","3","","","4","","","","3045",""
"psy_miyako_run","119931","3","0.2","","3","1","","","3046",""
"0","119931","3","","","2","-165","0","","3047","2"
"","2","3","","","93","","","","3048",""
"psy_miyako_thinking4","119931","3","0.2","","3","1","","","3049",""
"vo_minigame_1008_drama_0201","vo_minigame_1008","3","","","21","0","","","3050","0"
"……？\nいつの間にかお金があるの！\nさっきまでなかったはずなの！\n怖いの！　お化けでも出たの？","119931","3","0","0.5","11","5","0","0","3051","1"
"1","4","3","","","93","","","","3052",""
"psy_miyako_panic1","119931","3","0.2","","3","1","","","3053",""
"","3051","3","","","91","","","","3054",""
"0","0","3","","","22","","","","3055",""
"psy_miyako_surprise2_in","119931","3","0.2","","3","0","1","0","3056","psy_miyako_surprise2_loop"
"vo_minigame_1008_drama_0202","vo_minigame_1008","3","","","21","0","","","3057","0"
"……！\n急にプリンのアイデアが下りて来たの！\nでも、思い浮かんだ顔は記憶にないの。\nコイツは…………誰なの？","119931","3","0","1","11","5","0","0","3058","1"
"1","4","3","","","93","","","","3059",""
"psy_miyako_thinking4","119931","3","0.2","","3","1","","","3060",""
"","3058","3","","","91","","","","3061",""
"0","0","3","","","22","","","","3062",""
"","1","3","","","93","","","","3063",""
"","0","3","","","91","","","","3064",""
"119931","1","4","1.7","psy_miyako_start","1","100","-200","0","4001","-300"
"107131","1","4","1.7","psy_walk","1","100","-220","1","4002","300"
"11","1","4","1","","31","0","1","","4003","0"
"1","1","4","1.7","psy_smoke_start","5","101","-200","0","4004","-300"
"185","107131","4","","","2","-220","0","","4005","2"
"","2","4","","","93","","","","4006",""
"psy_talk_doya","107131","4","0.2","","3","0","1","0.2","4007","psy_talk_doya_loop"
"vo_minigame_1008_drama_0405","vo_minigame_1008","4","","","21","0","","","4008","0"
"この店が話題になっていると聞いて、\nクリスティーナさんが来てやったぞ☆","107131","4","0","0.5","11","8","0","0","4009","1"
"","0","4","","","91","","","","4010",""
"psy_idle_doya","107131","4","0.2","","3","1","","","4011",""
"psy_talk_sad","107131","4","0.2","","3","1","","","4012",""
"vo_minigame_1008_drama_0406","vo_minigame_1008","4","","","21","0","","","4013","0"
"……む？　誰もいないではないか。\nせっかくカルミナへの差し入れを\n買いに来たというのに。\nおい、誰かいないのか。","107131","4","0","0.5","11","8","0","0","4014","1"
"1","6","4","","","93","","","","4015",""
"psy_talk_call","107131","4","0.2","","3","1","","","4016",""
"","4014","4","","","91","","","","4017",""
"psy_idle_arm_crossed","107131","4","0.2","","3","1","","","4018",""
"psy_miyako_appear","119931","4","0","","3","0","1","0.2","4019","psy_miyako_talk_joy1"
"psy_smoke_appear","1","4","0","","3","0","0","0","4020","psy_smoke_start"
"vo_minigame_1008_drama_0401","vo_minigame_1008","4","","","21","0","","","4021","0"
"あ！　オマエ！\n大きいプリンくれたヤツなの！\nまたミヤコにプリンを持ってきたの？","119931","4","0","0.5","11","6","0","0","4022","1"
"","0","4","","","91","","","","4023",""
"0","0","4","","","22","","","","4024",""
"psy_miyako_idle","119931","4","0.2","","3","1","","","4025",""
"psy_talk_normal","107131","4","0.2","","3","1","","","4026",""
"vo_minigame_1008_drama_0407","vo_minigame_1008","4","","","21","0","","","4027","0"
"おまえは……ああ、いつぞやの\nクリスマスで会ったことがあったな。\n今日はサンタとしてではなく\n客として来たのだ。","107131","4","0","0.5","11","8","0","0","4028","1"
"","0","4","","","91","","","","4029",""
"psy_idle_normal","107131","4","0.2","","3","1","","","4030",""
"psy_miyako_sad1","119931","4","0.2","","3","1","","","4031",""
"vo_minigame_1008_drama_0402","vo_minigame_1008","4","","","21","0","","","4032","0"
"プリンをくれないオマエに用はないの。\nおばあちゃんも留守だし、\nおとといきやがれなの。","119931","4","0","0.5","11","6","0","0","4033","1"
"1","5","4","","","93","","","","4034",""
"psy_miyako_talk4","119931","4","0.2","","3","1","","","4035",""
"","4033","4","","","91","","","","4036",""
"0","0","4","","","22","","","","4037",""
"psy_miyako_idle2","119931","4","0.2","","3","1","","","4038",""
"psy_ahaha_in","107131","4","0.2","","3","0","1","0.2","4039","psy_ahaha_loop"
"vo_minigame_1008_drama_0408","vo_minigame_1008","4","","","21","0","","","4040","0"
"はっはっは！\nこのクリスティーナさんに向かって\nずいぶんな物言いだな。おもしろい☆","107131","4","0","0.5","11","8","0","0","4041","1"
"1","1.7","4","","","93","","","","4042",""
"psy_talk_joy1","107131","4","0.2","","3","1","","","4043",""
"","4041","4","","","91","","","","4044",""
"psy_talk_doya","107131","4","0.2","","3","0","1","0.2","4045","psy_talk_doya_loop"
"vo_minigame_1008_drama_0409","vo_minigame_1008","4","","","21","0","","","4046","0"
"なんとしてもおまえからお菓子を\n買わせてもらおう。","107131","4","0","0.5","11","8","0","0","4047","1"
"","0","4","","","91","","","","4048",""
"psy_idle_wish","107131","4","0.2","","3","1","","","4049",""
"psy_miyako_panic1","119931","4","0.2","","3","1","","","4050",""
"vo_minigame_1008_drama_0403","vo_minigame_1008","4","","","21","0","","","4051","0"
"なんでそうなるの！？\nいいから帰れなの！","119931","4","0","0.5","11","6","0","0","4052","1"
"","0","4","","","91","","","","4053",""
"0","0","4","","","22","","","","4054",""
"psy_miyako_idle_panic","119931","4","0.2","","3","1","","","4055",""
"psy_cris_approach_in","107131","4","0.2","","3","0","1","0","4056","psy_cris_approach_loop"
"vo_minigame_1008_drama_0410","vo_minigame_1008","4","","","21","0","","","4057","0"
"ほぅ、作りかけのプリンが\nあるではないか。\nうーむ……手作りの差し入れというのも\n喜ばれそうだな。","107131","4","0","0.5","11","8","0","0","4058","1"
"1","4","4","","","93","","","","4059",""
"psy_talk_arm_crossed","107131","4","0.2","","3","0","1","0","4060","psy_talk_arm_crossed_loop"
"","4058","4","","","91","","","","4061",""
"psy_talk_joy1","107131","4","0.2","","3","1","","","4062",""
"vo_minigame_1008_drama_0411","vo_minigame_1008","4","","","21","0","","","4063","0"
"よし！　ワタシがプリンを作ろう！\nおまえも手伝え。\nクリスマスの貸しを返してもらおう。","107131","4","0","0.5","11","8","0","0","4064","1"
"","0","4","","","91","","","","4065",""
"psy_idle_joy1","107131","4","0.2","","3","1","","","4066",""
"psy_miyako_anger2","119931","4","0.2","","3","1","","","4067",""
"vo_minigame_1008_drama_0404","vo_minigame_1008","4","","","21","0","","","4068","0"
"な、なんでそうなるのーー！？","119931","4","0","0.5","11","6","0","0","4069","1"
"","4","4","","","93","","","","4070",""
"","0","4","","","91","","","","4071",""
"119931","1","5","1.7","psy_miyako_start","1","100","-200","0","5001","-300"
"104931","1","5","1.7","psy_walk","1","100","-220","1","5002","300"
"11","1","5","1","","31","0","1","","5003","0"
"1","1","5","1.7","psy_smoke_start","5","101","-200","0","5004","-300"
"185","104931","5","","","2","-220","0","","5005","2"
"","2","5","","","93","","","","5006",""
"psy_talk_wish","104931","5","0.2","","3","1","","","5007",""
"vo_minigame_1008_drama_0504","vo_minigame_1008","5","","","21","0","","","5008","0"
"ここが弟くんとリノちゃんが\n手伝ってるっていうお菓子屋さんだね！\n弟くん！　お姉ちゃんが来たよ！！","104931","5","0","0.5","11","8","0","0","5009","1"
"1","4.3","5","","","93","","","","5010",""
"psy_talk_joy1","104931","5","0.2","","3","1","","","5011",""
"","5009","5","","","91","","","","5012",""
"psy_idle_joy1","104931","5","0.2","","3","1","","","5013",""
"psy_miyako_appear","119931","5","0","","3","0","1","0.2","5014","psy_miyako_talk3"
"psy_smoke_appear","1","5","0","","3","0","0","0","5015","psy_smoke_start"
"vo_minigame_1008_drama_0501","vo_minigame_1008","5","","","21","0","","","5016","0"
"うるさいの。\nいきなりなんなの？","119931","5","0","0.5","11","6","0","0","5017","1"
"","0","5","","","91","","","","5018",""
"0","0","5","","","22","","","","5019",""
"psy_miyako_idle","119931","5","0.2","","3","1","","","5020",""
"psy_talk_joy1","104931","5","0.2","","3","1","","","5021",""
"vo_minigame_1008_drama_0505","vo_minigame_1008","5","","","21","0","","","5022","0"
"あっ！　ミヤコちゃんだよね？\nリノちゃんから聞いてるよ！\n初めまして弟くんのお姉ちゃんだよ！","104931","5","0","0.5","11","8","0","0","5023","1"
"","4","5","","","93","","","","5024",""
"psy_talk_wish","104931","5","0.2","","3","1","","","5025",""
"","5023","5","","","91","","","","5026",""
"","0","5","","","91","","","","5027",""
"psy_idle_wish","104931","5","0.2","","3","1","","","5028",""
"psy_miyako_anger3","119931","5","0.2","","3","1","","","5029",""
"vo_minigame_1008_drama_0502","vo_minigame_1008","5","","","21","0","","","5030","0"
"オマエがアイツのお姉ちゃんか\nどうかなんてどうでもいいの。\nミヤコはプリン作りに忙しいの。","119931","5","0","0.5","11","6","0","0","5031","1"
"1","5","5","","","93","","","","5032",""
"psy_miyako_arm_crossed_in","119931","5","0.2","","3","0","1]","0","5033","psy_miyako_arm_crossed_loop"
"","5031","5","","","91","","","","5034",""
"0","0","5","","","22","","","","5035",""
"psy_miyako_arm_crossed_idle","119931","5","0.2","","3","1","","","5036",""
"psy_talk_wish","104931","5","0.2","","3","1","","","5037",""
"vo_minigame_1008_drama_0506","vo_minigame_1008","5","","","21","0","","","5038","0"
"どうでもいいって反応は初めてで\nお姉ちゃんそれはそれで\n傷ついちゃうな！\n愛の反対は無関心っていうし！","104931","5","0","0.5","11","8","0","0","5039","1"
"","0","5","","","91","","","","5040",""
"psy_talk_joy2","104931","5","0.2","","3","1","","","5041",""
"vo_minigame_1008_drama_0507","vo_minigame_1008","5","","","21","0","","","5042","0"
"よーし！\n今からミヤコちゃんに\n弟くんとお姉ちゃんの愛と運命の物語を\nお届けしちゃうよ！","104931","5","0","0.5","11","8","0","0","5043","1"
"","0","5","","","91","","","","5044",""
"psy_talk_memory","104931","5","0.2","","3","1","","","5045",""
"vo_minigame_1008_drama_0508","vo_minigame_1008","5","","","21","0","","","5046","0"
"まずはそう、運命の出会いから……","104931","5","0","0.5","11","8","0","0","5047","1"
"","0","5","","","91","","","","5048",""
"psy_idle_memory","104931","5","0.2","","3","1","","","5049",""
"psy_miyako_sad1","119931","5","0.2","","3","1","","","5050",""
"vo_minigame_1008_drama_0503","vo_minigame_1008","5","","","21","0","","","5051","0"
"（なんか始まったの……\nめんどくさいからミヤコは消えるの……）","119931","5","0","0.5","11","6","0","0","5052","1"
"","0","5","","","91","","","","5053",""
"0","0","5","","","22","","","","5054",""
"psy_miyako_hide","119931","5","0.2","","3","0","","","5055",""
"psy_smoke_hide","1","5","0","","3","0","0","0","5056","psy_smoke_start"
"","2","5","","","93","","","","5057",""
"","0","5","","","91","","","","5058",""
"119931","1","6","1.7","psy_miyako_idle_thinking","1","100","-200","1","6001","-300"
"103131","1","6","1.7","psy_walk","1","100","-220","1","6002","300"
"11","1","6","1","","31","0","1","","6003","0"
"17","119931","6","0","0","12","2","0","0","6004","0"
"185","103131","6","","","2","-220","0","","6005","2"
"","2","6","","","93","","","","6006",""
"psy_talk_wish","103131","6","0.2","","3","1","","","6007",""
"vo_minigame_1008_drama_0605","vo_minigame_1008","6","","","21","0","","","6008","0"
"こんにちは。\nミヤコさんがお菓子屋のお手伝いを\nしていると聞いたので、\n様子を見に来ました。","103131","6","0","0.5","11","8","0","0","6009","1"
"","0","6","","","91","","","","6010",""
"psy_idle_wish","103131","6","0.2","","3","1","","","6011",""
"0","119931","6","","","4","","","","6012",""
"psy_miyako_surprise2_in","119931","6","0.2","","3","0","1","0.2","6013","psy_miyako_talk_joy2"
"","1","6","","","93","","","","6014",""
"vo_minigame_1008_drama_0601","vo_minigame_1008","6","","","21","0","","","6015","0"
"シノブ！　いいところに来たの！\nミヤコちょっと困ってるの！","119931","6","0","0.5","11","6","0","0","6016","1"
"1","3","6","","","93","","","","6017",""
"psy_miyako_talk2","119931","6","0.2","","3","1","","","6018",""
"","6016","6","","","91","","","","6019",""
"0","0","6","","","22","","","","6020",""
"psy_miyako_idle_sad","119931","6","0.2","","3","1","","","6021",""
"psy_talk_sad","103131","6","0.2","","3","1","","","6022",""
"vo_minigame_1008_drama_0606","vo_minigame_1008","6","","","21","0","","","6023","0"
"どうしたんですか？\nあ、まさか売り物のプリンを\n食べてしまったんですか？\nそれなら一緒に謝りましょう。","103131","6","0","0.5","11","8","0","0","6024","1"
"","0","6","","","91","","","","6025",""
"psy_idle_sad","103131","6","0.2","","3","1","","","6026",""
"psy_miyako_panic3","119931","6","0.2","","3","1","","","6027",""
"vo_minigame_1008_drama_0602","vo_minigame_1008","6","","","21","0","","","6028","0"
"違うの！　ミヤコは今究極のプリンを\n作ろうとしてるの！\nでも、いいアイデアが\n浮かばなくなっちゃったの……","119931","6","0","0.5","11","5","0","0","6029","1"
"1","5.5","6","","","93","","","","6030",""
"psy_miyako_sad2","119931","6","0.2","","3","1","","","6031",""
"","6029","6","","","91","","","","6032",""
"0","0","6","","","22","","","","6033",""
"psy_miyako_idle_sad","119931","6","0.2","","3","1","","","6034",""
"psy_surprise","103131","6","0.2","","3","0","1","0.2","6035","psy_talk_surprise1"
"vo_minigame_1008_drama_0607","vo_minigame_1008","6","","","21","0","","","6036","0"
"ミヤコさんが……自分で……\nプリンを……","103131","6","0","0.5","11","8","0","0","6037","1"
"","0","6","","","91","","","","6038",""
"psy_idle_surprise1","103131","6","0.2","","3","1","","","6039",""
"psy_miyako_talk2","119931","6","0.2","","3","1","","","6040",""
"vo_minigame_1008_drama_0603","vo_minigame_1008","6","","","21","0","","","6041","0"
"どうしたの？","119931","6","0","0.5","11","6","0","0","6042","1"
"","0","6","","","91","","","","6043",""
"0","0","6","","","22","","","","6044",""
"psy_miyako_idle","119931","6","0.2","","3","1","","","6045",""
"psy_talk_joy1","103131","6","0.2","","3","1","","","6046",""
"vo_minigame_1008_drama_0608","vo_minigame_1008","6","","","21","0","","","6047","0"
"ふふっ、いえ。なんでもありませんよ。\n私で力になれるかはわかりませんが、\n精一杯手伝わせていただきます。","103131","6","0","0.5","11","8","0","0","6048","1"
"1","4","6","","","93","","","","6049",""
"psy_talk_wish","103131","6","0.2","","3","1","","","6050",""
"","6048","6","","","91","","","","6051",""
"psy_idle_wish","103131","6","0.2","","3","1","","","6052",""
"psy_miyako_joy1","119931","6","0.2","","3","1","","","6053",""
"vo_minigame_1008_drama_0604","vo_minigame_1008","6","","","21","0","","","6054","0"
"ありがとうなの！\nシノブとミヤコが揃えば最強なの！\n絶対においしいプリンが\nできるはずなの！","119931","6","0","0.5","11","6","0","0","6055","1"
"1","5","6","","","93","","","","6056",""
"psy_miyako_guts1_in","119931","6","0.2","","3","0","1","0","6057","psy_miyako_guts1_loop"
"","6055","6","","","91","","","","6058",""
"0","0","6","","","22","","","","6059",""
"","1.5","6","","","93","","","","6060",""
"","0","6","","","91","","","","6061",""
"119931","1","7","1.7","psy_miyako_idle","1","100","-200","0","7001","-200"
"1","1","7","1.7","psy_fairy_idle","5","100","-220","0","7002","125"
"11","1","7","1","","31","0","1","","7003","0"
"","2","7","","","93","","","","7004",""
