0ccef80dd38d9c9b70e1f12925259f93eec9bda35161223eff942766c5311a6f,d5be661fd33badcbcb2e3737d13ff5aebd5c8e8e992784c9a897db43ab9d23fc,62d81b9c6b579a8f3b05a7e35be9e9689bfa9b80bd7537bdd1ff397816b937fb,a4a08d6ba8874499c99946964b11a7a1dfbac769e36325442016908d683bc3d4,1a1a076e65c262a234876e4d19c24be578e9d7368548db05032adfc45dc7fd09,5d07111240dd6e3b362603b06e93d1ce0b05978814a29f38e5e7af484639a064,594168b35da698245136582522713828331aa1f901af14b75283be10767e180b,485a3bb4799ce31dc4d2774fad20d8b0e5a8d344749f9c8a8c65dae65780acaf,6e2da09074bcc25048a9e2b40aadc432fc13d009bff8cb2e471689380a6e051e,0c1c0464d4dfe1ab2c722de2f4c85d1ce23724b19af20838cf77bf45c1d315c0,00849b9df2cd58d9a54773bdab7236b92f53a5c3dfcae429b1ae83cb04dd0a8a
"32","1","","","1","","10201","1102010018","","",""
"2","100","-263","11","344","","10201","1102010019","","2",""
"33","1","-263","11","344","","10201","1102010020","","2",""
"32","2","","","1","","10201","1102010021","","",""
"93","1.7","","","0","","10201","1102010022","","",""
"3","1","1","","getDice_curious","0","10201","1102010023","","","0.2"
"21","vo_caravan","0","","vo_caravan_event_002_000","","10201","1102010024","","0",""
"93","1.5","","","0","","10201","1102010025","","",""
"23","se_caravan","0","","se_caravan_dice_get_outro_1","","10201","1102010026","","",""
"21","vo_caravan","0","","vo_caravan_event_002_001","","10201","1102010027","","0.1",""
"3","100","0","","spit_in","","10201","1102010028","","","0.1"
"3","2","0","","getDice_1","","10201","1102010029","","","0"
"3","1","0","","getDice_panic_1","","10201","1102010030","","","0.1"
"93","0.5","","","0","","10201","1102010031","","",""
"3","100","0","1","spit_out","0","10201","1102010032","","idle_single","0"
"93","1.4","","","0","","10201","1102010033","","",""
"3","100","0","1","joy_single","0","10201","1102010034","","idle_single","0.2"
"93","0.1","","","0","","10201","1102010035","","",""
"32","3","","","1","","10201","1102010036","","",""
"93","0.5","","","0","","10201","1102010037","","",""
"21","vo_caravan","0","","vo_caravan_event_002_002","","10201","1102010038","","0",""
"93","1.3","","","0","","10201","1102010039","","",""
"101","1102010041","","","0","","10201","1102010040","","",""
"35","4","","","1","","10201","1102010041","","",""
"32","4","","","1","","10201","1102010042","","",""
"32","20","","","1","","10201","1102010043","","",""
"32","1","","","0","","10201","1102010044","","",""
"93","0.4","","","0","","10201","1102010045","","",""
"92","","","","","","10201","1102010046","","",""
"35","30","","","1","","10201","1102010047","","",""
"32","30","","","1","","10201","1102010048","","",""
"93","0.2","","","0","","10201","1102010049","","",""
"6","1","1","0","1","0","10201","1102010050","","1","0"
"6","2","1","0","1","0","10201","1102010051","","1","0"
"6","100","1","0","1","0","10201","1102010052","","1","0"
"32","0","","","0","","10201","1102010053","","",""
"32","2","","","0","","10201","1102010054","","",""
"32","3","","","0","","10201","1102010055","","",""
"32","4","","","0","","10201","1102010056","","",""
"32","10","","","0","","10201","1102010057","","",""
"93","0.3","","","0","","10201","1102010058","","",""
"5","2","50","-325","1","0","10202","1102020001","empty","-205","0.9"
"5","102000","58","-325","2","0","10202","1102020002","empty","-205","0.9"
"5","100","54","-263","100","0","10202","1102020003","idle_single","1500","0.6"
"31","102000","0","1","0","","10202","1102020004","","0","0"
"31","102001","1500","1","1","","10202","1102020005","","-263","0"
"31","102002","0","1","2","","10202","1102020006","","0","0"
"31","102003","-132","1","3","","10202","1102020007","","-136","0"
"31","102005","0","1","4","","10202","1102020008","","0","0"
"31","1","0","1","10","","10202","1102020009","","0","0"
"31","2","0","1","20","","10202","1102020010","","0","0"
"31","3","0","1","30","","10202","1102020011","","0","0"
"91","0","","","0","","10202","1102020012","","",""
"32","0","","","1","","10202","1102020013","","",""
"32","10","","","1","","10202","1102020014","","",""
"23","se_caravan","0","","se_caravan_dice_get_intro","","10202","1102020015","","",""
"3","1","1","","getDice_idle","","10202","1102020016","","","0"
"3","100","0","1","run_getDice","0","10202","1102020017","","eat_loop","0"
"32","1","","","1","","10202","1102020018","","",""
"2","100","-263","11","344","","10202","1102020019","","2",""
"33","1","-263","11","344","","10202","1102020020","","2",""
"32","2","","","1","","10202","1102020021","","",""
"93","1.7","","","0","","10202","1102020022","","",""
"3","1","1","","getDice_curious","0","10202","1102020023","","","0.2"
"21","vo_caravan","0","","vo_caravan_event_003_000","","10202","1102020024","","0",""
"93","1.5","","","0","","10202","1102020025","","",""
"23","se_caravan","0","","se_caravan_dice_get_outro_2","","10202","1102020026","","",""
"21","vo_caravan","0","","vo_caravan_event_003_001","","10202","1102020027","","0",""
"3","100","0","1","spit_in","0","10202","1102020028","","idle_single","0.1"
"3","2","0","","getDice_2","","10202","1102020029","","","0"
"3","1","0","","getDice_panic_2","","10202","1102020030","","","0.1"
"93","2.5","","","0","","10202","1102020031","","",""
"3","100","0","1","joy_single","0","10202","1102020032","","idle_single","0.2"
"93","0.5","","","0","","10202","1102020033","","",""
"21","vo_caravan","0","","vo_caravan_event_003_002","","10202","1102020034","","0.1",""
"93","0.1","","","0","","10202","1102020035","","",""
"32","3","","","1","","10202","1102020036","","",""
"93","1.6","","","0","","10202","1102020037","","",""
"101","1102020039","","","0","","10202","1102020038","","",""
"35","4","","","1","","10202","1102020039","","",""
"32","4","","","1","","10202","1102020040","","",""
"32","20","","","1","","10202","1102020041","","",""
"32","1","","","0","","10202","1102020042","","",""
"93","0.4","","","0","","10202","1102020043","","",""
"92","","","","","","10202","1102020044","","",""
"35","30","","","1","","10202","1102020045","","",""
"32","30","","","1","","10202","1102020046","","",""
"93","0.2","","","0","","10202","1102020047","","",""
"6","1","1","0","1","0","10202","1102020048","","1","0"
"6","2","1","0","1","0","10202","1102020049","","1","0"
"6","100","1","0","1","0","10202","1102020050","","1","0"
"32","0","","","0","","10202","1102020051","","",""
"32","2","","","0","","10202","1102020052","","",""
"32","3","","","0","","10202","1102020053","","",""
"32","4","","","0","","10202","1102020054","","",""
"32","10","","","0","","10202","1102020055","","",""
"32","20","","","0","","10202","1102020056","","",""
"93","0.3","","","0","","10202","1102020057","","",""
"5","1","20","0","1","0","10301","1103010001","magicitem_1","0","1"
"5","2","19","0","2","0","10301","1103010002","magicitem_2","0","1"
"5","3","18","0","3","0","10301","1103010003","magicitem_3","0","1"
"5","103000","21","0","4","0","10301","1103010004","magicitem_kyaru","0","1"
"31","103000","0","1","10","","10301","1103010005","","0","0"
"31","103001","0","1","11","","10301","1103010006","","0","0"
"31","103002","0","1","12","","10301","1103010007","","0","0"
"31","103003","0","1","13","","10301","1103010008","","0","0"
"31","103007","0","1","14","","10301","1103010009","","0","0"
"31","103011","0","1","19","","10301","1103010010","","0","0"
"31","1","0","1","15","","10301","1103010011","","0","1"
"31","2","0","1","16","","10301","1103010012","","0","0"
"31","3","0","1","17","","10301","1103010013","","0","0"
"31","4","0","1","18","","10301","1103010014","","0","0"
"35","18","0","1","0","","10301","1103010015","","0","1"
"32","18","","","1","","10301","1103010016","","",""
"91","0","","","0","","10301","1103010017","","",""
"32","10","","","1","","10301","1103010018","","",""
"32","11","","","1","","10301","1103010019","","",""
"32","12","","","1","","10301","1103010020","","",""
"32","13","","","1","","10301","1103010021","","",""
"32","19","","","1","","10301","1103010022","","",""
"3","1","0","","magicitem_1","","10301","1103010023","","","0"
"3","2","0","","magicitem_2","","10301","1103010024","","","0"
"3","3","0","","magicitem_3","","10301","1103010025","","","0"
"3","4","0","","magicitem_kyaru","","10301","1103010026","","","0"
"21","vo_caravan","0","","vo_caravan_event_004_000","","10301","1103010027","","2.17",""
"21","vo_caravan","1","","vo_caravan_event_004_001","","10301","1103010028","","3.2",""
"21","vo_caravan","2","","vo_caravan_event_004_002","","10301","1103010029","","4.9",""
"93","7","","","0","","10301","1103010030","","",""
"32","18","","","0","","10301","1103010031","","",""
"93","0.67","","","0","","10301","1103010032","","",""
"101","1103010034","","","1","","10301","1103010033","","",""
"35","14","","","1","","10301","1103010034","","",""
"32","14","","","1","","10301","1103010035","","",""
"32","16","","","1","","10301","1103010036","","",""
"32","19","","","0","","10301","1103010037","","",""
"35","18","","","1","","10301","1103010038","","",""
"93","0.4","","","0","","10301","1103010039","","",""
"92","","","","","","10301","1103010040","","",""
"35","17","","","1","","10301","1103010041","","",""
"32","17","","","1","","10301","1103010042","","",""
"93","0.2","","","0","","10301","1103010043","","",""
"6","1","0","0","0","0","10301","1103010044","","0","0.01"
"6","2","0","0","0","0","10301","1103010045","","0","0.01"
"6","3","0","0","0","0","10301","1103010046","","0","0.01"
"6","4","0","0","0","0","10301","1103010047","","0","0.01"
"32","10","","","0","","10301","1103010048","","",""
"32","11","","","0","","10301","1103010049","","",""
"32","12","","","0","","10301","1103010050","","",""
"32","13","","","0","","10301","1103010051","","",""
"32","14","","","0","","10301","1103010052","","",""
"32","15","","","0","","10301","1103010053","","",""
"32","16","","","0","","10301","1103010054","","",""
"32","18","","","0","","10301","1103010055","","",""
"93","0.3","","","0","","10301","1103010056","","",""
"5","4","20","0","1","0","10302","1103020001","magicitem_1","0","1"
"5","3","19","0","2","0","10302","1103020002","magicitem_2","0","1"
"5","1","18","0","3","0","10302","1103020003","magicitem_3","0","1"
"5","103000","21","0","4","0","10302","1103020004","magicitem_pekorine","0","1"
"31","103000","0","1","10","","10302","1103020005","","0","0"
"31","103001","0","1","11","","10302","1103020006","","0","0"
"31","103002","0","1","12","","10302","1103020007","","0","0"
"31","103004","-25","1","13","","10302","1103020008","","9","0"
"31","103008","0","1","14","","10302","1103020009","","0","0"
"31","103011","0","1","19","","10302","1103020010","","0","0"
"31","1","0","1","15","","10302","1103020011","","0","1"
"31","2","0","1","16","","10302","1103020012","","0","0"
"31","3","0","1","17","","10302","1103020013","","0","0"
"31","4","0","1","18","","10302","1103020014","","0","0"
"35","18","0","1","0","","10302","1103020015","","0","1"
"32","18","","","1","","10302","1103020016","","",""
"91","0","","","0","","10302","1103020017","","",""
"32","10","","","1","","10302","1103020018","","",""
"32","11","","","1","","10302","1103020019","","",""
"32","12","","","1","","10302","1103020020","","",""
"32","13","","","1","","10302","1103020021","","",""
"32","19","","","1","","10302","1103020022","","",""
"3","1","0","","magicitem_1","","10302","1103020023","","","0"
"3","2","0","","magicitem_2","","10302","1103020024","","","0"
"3","3","0","","magicitem_3","","10302","1103020025","","","0"
"3","4","0","","magicitem_pekorine","","10302","1103020026","","","0"
"21","vo_caravan","0","","vo_caravan_event_006_000","","10302","1103020027","","2.17",""
"21","vo_caravan","1","","vo_caravan_event_006_001","","10302","1103020028","","3.2",""
"21","vo_caravan","2","","vo_caravan_event_006_002","","10302","1103020029","","4.9",""
"93","7","","","0","","10302","1103020030","","",""
"32","18","","","0","","10302","1103020031","","",""
"93","0.67","","","0","","10302","1103020032","","",""
"101","1103020034","","","1","","10302","1103020033","","",""
"35","14","","","1","","10302","1103020034","","",""
"32","14","","","1","","10302","1103020035","","",""
"32","16","","","1","","10302","1103020036","","",""
"32","19","","","0","","10302","1103020037","","",""
"35","18","","","1","","10302","1103020038","","",""
"93","0.4","","","0","","10302","1103020039","","",""
"92","","","","","","10302","1103020040","","",""
"35","17","","","1","","10302","1103020041","","",""
"32","17","","","1","","10302","1103020042","","",""
"93","0.2","","","0","","10302","1103020043","","",""
"6","1","0","0","0","0","10302","1103020044","","0","0.01"
"6","2","0","0","0","0","10302","1103020045","","0","0.01"
"6","3","0","0","0","0","10302","1103020046","","0","0.01"
"6","4","0","0","0","0","10302","1103020047","","0","0.01"
"32","10","","","0","","10302","1103020048","","",""
"32","11","","","0","","10302","1103020049","","",""
"32","12","","","0","","10302","1103020050","","",""
"32","13","","","0","","10302","1103020051","","",""
"32","14","","","0","","10302","1103020052","","",""
"32","15","","","0","","10302","1103020053","","",""
"32","16","","","0","","10302","1103020054","","",""
"32","18","","","0","","10302","1103020055","","",""
"93","0.3","","","0","","10302","1103020056","","",""
"5","3","20","0","1","0","10303","1103030001","magicitem_1","0","1"
"5","1","19","0","2","0","10303","1103030002","magicitem_2","0","1"
"5","2","18","0","3","0","10303","1103030003","magicitem_3","0","1"
"5","103000","21","0","4","0","10303","1103030004","magicitem_kokkoro","0","1"
"31","103000","0","1","10","","10303","1103030005","","0","0"
"31","103001","0","1","11","","10303","1103030006","","0","0"
"31","103002","0","1","12","","10303","1103030007","","0","0"
"31","103005","8","1","13","","10303","1103030008","","-35","0"
"31","103009","0","1","14","","10303","1103030009","","0","0"
"31","103012","0","1","19","","10303","1103030010","","0","0"
"31","1","0","1","15","","10303","1103030011","","0","1"
"31","2","0","1","16","","10303","1103030012","","0","0"
"31","3","0","1","17","","10303","1103030013","","0","0"
"31","4","0","1","18","","10303","1103030014","","0","0"
"35","18","0","1","0","","10303","1103030015","","0","1"
"32","18","","","1","","10303","1103030016","","",""
"91","0","","","0","","10303","1103030017","","",""
"32","10","","","1","","10303","1103030018","","",""
"32","11","","","1","","10303","1103030019","","",""
"32","12","","","1","","10303","1103030020","","",""
"32","13","","","1","","10303","1103030021","","",""
"32","19","","","1","","10303","1103030022","","",""
"3","1","0","","magicitem_1","","10303","1103030023","","","0"
"3","2","0","","magicitem_2","","10303","1103030024","","","0"
"3","3","0","","magicitem_3","","10303","1103030025","","","0"
"3","4","0","","magicitem_kokkoro","","10303","1103030026","","","0"
"21","vo_caravan","0","","vo_caravan_event_005_000","","10303","1103030027","","2.17",""
"21","vo_caravan","1","","vo_caravan_event_005_001","","10303","1103030028","","3.2",""
"21","vo_caravan","2","","vo_caravan_event_005_002","","10303","1103030029","","4.9",""
"93","7","","","0","","10303","1103030030","","",""
"32","18","","","0","","10303","1103030031","","",""
"93","0.67","","","0","","10303","1103030032","","",""
"101","1103030034","","","1","","10303","1103030033","","",""
"35","14","","","1","","10303","1103030034","","",""
"32","14","","","1","","10303","1103030035","","",""
"32","16","","","1","","10303","1103030036","","",""
"32","19","","","0","","10303","1103030037","","",""
"35","18","","","1","","10303","1103030038","","",""
"93","0.4","","","0","","10303","1103030039","","",""
"92","","","","","","10303","1103030040","","",""
"35","17","","","1","","10303","1103030041","","",""
"32","17","","","1","","10303","1103030042","","",""
"93","0.2","","","0","","10303","1103030043","","",""
"6","1","0","0","0","0","10303","1103030044","","0","0.01"
"6","2","0","0","0","0","10303","1103030045","","0","0.01"
"6","3","0","0","0","0","10303","1103030046","","0","0.01"
"6","4","0","0","0","0","10303","1103030047","","0","0.01"
"32","10","","","0","","10303","1103030048","","",""
"32","11","","","0","","10303","1103030049","","",""
"32","12","","","0","","10303","1103030050","","",""
"32","13","","","0","","10303","1103030051","","",""
"32","14","","","0","","10303","1103030052","","",""
"32","15","","","0","","10303","1103030053","","",""
"32","16","","","0","","10303","1103030054","","",""
"32","18","","","0","","10303","1103030055","","",""
"93","0.3","","","0","","10303","1103030056","","",""
"5","1","20","0","1","0","10304","1103040001","magicitem_1","0","1"
"5","2","19","0","2","0","10304","1103040002","magicitem_2","0","1"
"5","4","18","0","3","0","10304","1103040003","magicitem_3","0","1"
"5","103000","21","0","4","0","10304","1103040004","magicitem_kyaru","0","1"
"31","103000","0","1","10","","10304","1103040005","","0","0"
"31","103001","0","1","11","","10304","1103040006","","0","0"
"31","103002","0","1","12","","10304","1103040007","","0","0"
"31","103006","0","1","13","","10304","1103040008","","0","0"
"31","103010","0","1","14","","10304","1103040009","","0","0"
"31","103011","0","1","19","","10304","1103040010","","0","0"
"31","1","0","1","15","","10304","1103040011","","0","1"
"31","2","0","1","16","","10304","1103040012","","0","0"
"31","3","0","1","17","","10304","1103040013","","0","0"
"31","4","0","1","18","","10304","1103040014","","0","0"
"35","18","0","1","0","","10304","1103040015","","0","1"
"32","18","","","1","","10304","1103040016","","",""
"91","0","","","0","","10304","1103040017","","",""
"32","10","","","1","","10304","1103040018","","",""
"32","11","","","1","","10304","1103040019","","",""
"32","12","","","1","","10304","1103040020","","",""
"32","13","","","1","","10304","1103040021","","",""
"32","19","","","1","","10304","1103040022","","",""
"3","1","0","","magicitem_1","","10304","1103040023","","","0"
"3","2","0","","magicitem_2","","10304","1103040024","","","0"
"3","3","0","","magicitem_3","","10304","1103040025","","","0"
"3","4","0","","magicitem_kyaru2","","10304","1103040026","","","0"
"21","vo_caravan","0","","vo_caravan_event_007_000","","10304","1103040027","","2.17",""
"21","vo_caravan","1","","vo_caravan_event_007_001","","10304","1103040028","","3.2",""
"21","vo_caravan","2","","vo_caravan_event_007_002","","10304","1103040029","","4.9",""
"93","7","","","0","","10304","1103040030","","",""
"32","18","","","0","","10304","1103040031","","",""
"93","0.67","","","0","","10304","1103040032","","",""
"101","1103040034","","","1","","10304","1103040033","","",""
"35","14","","","1","","10304","1103040034","","",""
"32","14","","","1","","10304","1103040035","","",""
"32","16","","","1","","10304","1103040036","","",""
"32","19","","","0","","10304","1103040037","","",""
"35","18","","","1","","10304","1103040038","","",""
"93","0.4","","","0","","10304","1103040039","","",""
"92","","","","","","10304","1103040040","","",""
"35","17","","","1","","10304","1103040041","","",""
"32","17","","","1","","10304","1103040042","","",""
"93","0.2","","","0","","10304","1103040043","","",""
"6","1","0","0","0","0","10304","1103040044","","0","0.01"
"6","2","0","0","0","0","10304","1103040045","","0","0.01"
"6","3","0","0","0","0","10304","1103040046","","0","0.01"
"6","4","0","0","0","0","10304","1103040047","","0","0.01"
"32","10","","","0","","10304","1103040048","","",""
"32","11","","","0","","10304","1103040049","","",""
"32","12","","","0","","10304","1103040050","","",""
"32","13","","","0","","10304","1103040051","","",""
"32","14","","","0","","10304","1103040052","","",""
"32","15","","","0","","10304","1103040053","","",""
"32","16","","","0","","10304","1103040054","","",""
"32","18","","","0","","10304","1103040055","","",""
"93","0.3","","","0","","10304","1103040056","","",""
"5","3","55","-270","1","0","10401","1104010001","empty","-250","0.95"
"5","104000","57","-270","2","0","10401","1104010002","empty","-250","0.95"
"5","5","50","-260","3","0","10401","1104010003","empty","150","0.95"
"5","5","52","-260","4","0","10401","1104010004","empty","150","0.95"
"31","104000","220","1","0","","10401","1104010005","","0","0"
"31","104001","0","1","1","","10401","1104010006","","0","0"
"31","104002","-225","1","2","","10401","1104010007","","-235","0"
"31","104003","0","1","3","","10401","1104010008","","0","0"
"31","104004","0","1","4","","10401","1104010009","","0","0"
"31","104006","400","1","6","","10401","1104010010","","0","0"
"31","1","0","1","10","","10401","1104010011","","0","0"
"31","2","0","1","20","","10401","1104010012","","0","0"
"31","3","0","1","30","","10401","1104010013","","0","0"
"31","5","0","1","50","","10401","1104010014","","0","0"
"91","0","","","0","","10401","1104010015","","",""
"32","50","","","1","","10401","1104010016","","",""
"32","0","","","1","","10401","1104010017","","",""
"32","10","","","1","","10401","1104010018","","",""
"93","0.5","","","0","","10401","1104010019","","",""
"23","se_caravan","0","","se_caravan_event_kyaru_A","","10401","1104010020","","",""
"21","vo_caravan","0","","vo_caravan_event_98011_000","","10401","1104010021","","0.2",""
"32","6","","","1","","10401","1104010022","","",""
"3","3","0","","turnSkip_1_karin","0","10401","1104010023","","","0"
"3","4","0","","turnSkip_1_pen","0","10401","1104010024","","","0"
"3","1","0","","turnSkip_1","0","10401","1104010025","","","0"
"3","2","0","","turnSkip_1","0","10401","1104010026","","","0"
"33","0","0","8","0","","10401","1104010027","","0.7",""
"2","3","-260","8","-250","","10401","1104010028","","0.7",""
"2","4","-260","8","-250","","10401","1104010029","","0.7",""
"33","6","0","8","0","","10401","1104010030","","0.7",""
"93","4.3","","","0","","10401","1104010031","","",""
"23","se_caravan","0","","se_caravan_event_kyaru_1turn_B","","10401","1104010032","","",""
"21","vo_caravan","0","","vo_caravan_event_98011_001","","10401","1104010033","","0.533",""
"93","0.833","","","0","","10401","1104010034","","",""
"32","3","","","1","","10401","1104010035","","",""
"93","0.3003","","","0","","10401","1104010036","","",""
"32","1","","","1","","10401","1104010037","","",""
"93","1.0337","","","0","","10401","1104010038","","",""
"21","vo_caravan","0","","vo_caravan_event_98011_002","","10401","1104010039","","",""
"32","2","","","1","","10401","1104010040","","",""
"93","0.833","","","0","","10401","1104010041","","",""
"101","1104010043","","","0","","10401","1104010042","","",""
"35","4","","","1","","10401","1104010043","","",""
"32","4","","","1","","10401","1104010044","","",""
"32","20","","","1","","10401","1104010045","","",""
"93","0.4","","","0","","10401","1104010046","","",""
"92","","","","","","10401","1104010047","","",""
"35","30","","","1","","10401","1104010048","","",""
"32","30","","","1","","10401","1104010049","","",""
"93","0.2","","","0","","10401","1104010050","","",""
"6","1","1","0","1","0","10401","1104010051","","1","0"
"6","2","1","0","1","0","10401","1104010052","","1","0"
"6","3","1","0","1","0","10401","1104010053","","1","0"
"6","4","1","0","1","0","10401","1104010054","","1","0"
"32","0","","","0","","10401","1104010055","","",""
"32","1","","","0","","10401","1104010056","","",""
"32","2","","","0","","10401","1104010057","","",""
"32","3","","","0","","10401","1104010058","","",""
"32","4","","","0","","10401","1104010059","","",""
"32","6","","","0","","10401","1104010060","","",""
"32","10","","","0","","10401","1104010061","","",""
"32","20","","","0","","10401","1104010062","","",""
"32","50","","","0","","10401","1104010063","","",""
"93","0.3","","","0","","10401","1104010064","","",""
"5","3","55","-270","1","0","10402","1104020001","empty","-250","0.95"
"5","104000","57","-270","2","0","10402","1104020002","empty","-250","0.95"
"5","5","50","-260","3","0","10402","1104020003","empty","100","0.95"
"5","5","52","-260","4","0","10402","1104020004","empty","100","0.95"
"31","104000","220","1","0","","10402","1104020005","","0","0"
"31","104001","0","1","1","","10402","1104020006","","0","0"
"31","104002","-205","1","2","","10402","1104020007","","-245","0"
"31","104003","0","1","3","","10402","1104020008","","0","0"
"31","104005","0","1","5","","10402","1104020009","","0","0"
"31","104006","265","1","6","","10402","1104020010","","0","0"
"31","1","0","1","10","","10402","1104020011","","0","0"
"31","2","0","1","20","","10402","1104020012","","0","0"
"31","3","0","1","30","","10402","1104020013","","0","0"
"31","5","0","1","50","","10402","1104020014","","0","0"
"91","0","","","0","","10402","1104020015","","",""
"32","50","","","1","","10402","1104020016","","",""
"32","0","","","1","","10402","1104020017","","",""
"32","10","","","1","","10402","1104020018","","",""
"93","0.5","","","0","","10402","1104020019","","",""
"23","se_caravan","0","","se_caravan_event_kyaru_A","","10402","1104020020","","",""
"21","vo_caravan","0","","vo_caravan_event_98012_000","","10402","1104020021","","0.2",""
"32","6","","","1","","10402","1104020022","","",""
"3","3","0","","turnSkip_2_karin","0","10402","1104020023","","","0"
"3","4","0","","turnSkip_2_pen","0","10402","1104020024","","","0"
"3","1","0","","turnSkip_2","0","10402","1104020025","","","0"
"3","2","0","","turnSkip_2","0","10402","1104020026","","","0"
"33","0","0","8","0","","10402","1104020027","","0.7",""
"2","3","-260","8","-250","","10402","1104020028","","0.7",""
"2","4","-260","8","-250","","10402","1104020029","","0.7",""
"33","6","0","8","0","","10402","1104020030","","0.7",""
"93","4.3","","","0","","10402","1104020031","","",""
"23","se_caravan","0","","se_caravan_event_kyaru_2turn_B","","10402","1104020032","","",""
"21","vo_caravan","0","","vo_caravan_event_98012_001","","10402","1104020033","","0.63",""
"21","vo_caravan","0","","vo_caravan_event_98012_002","","10402","1104020034","","2.2",""
"93","2.5","","","0","","10402","1104020035","","",""
"32","3","","","1","","10402","1104020036","","",""
"93","0.3","","","0","","10402","1104020037","","",""
"32","1","","","1","","10402","1104020038","","",""
"93","1.067","","","0","","10402","1104020039","","",""
"21","vo_caravan","0","","vo_caravan_event_98012_003","","10402","1104020040","","",""
"32","2","","","1","","10402","1104020041","","",""
"93","0.933","","","0","","10402","1104020042","","",""
"101","1104020044","","","0","","10402","1104020043","","",""
"35","5","","","1","","10402","1104020044","","",""
"32","5","","","1","","10402","1104020045","","",""
"32","20","","","1","","10402","1104020046","","",""
"93","0.4","","","0","","10402","1104020047","","",""
"92","","","","","","10402","1104020048","","",""
"35","30","","","1","","10402","1104020049","","",""
