9a44d6020b19a4c4f94de2b0169adbb250aa206246da78fdcd70877ef89e1b93,511788243220121081916976655bd9a68e0956e8af7e4cc18c14561ce64a485e,bdbdb679d26ba045be4b23a869c84b045f1db7b4249ee23a8a78e016137a8d20,75f1b6a0ff5faa76d84c3cc89126db56133825b27bf43f5e281474fce3945550,d356da6b3c01e8a0349270f3b30ffa6628b40fd4a8629b794910262d5953eb02,bfa9123a4320c2c66b114b682de713755e789649dd61c4986d33e021bb4537b2,1a65d1c853daa5c8de25a7fd278bcd40422bbcf95c2963f2723382d1d59b4b75,a9e5d5e559198e37ff1b1319f3f461f40f15b6c11795749f22cd2d333c01ebf6,b7e2b63b8a733e69ce57e8e719c3789c54f25434b97f3cc37bfba55d61fafe07,4745755bc8398fa6e2bfc5574254870b4dc2da2c7428831292b42522840fa1a8,a1b39b4246cfc6a53be1d46ac0904f4e3b26925db127dcc825a1366137d45129,9077a9a02e071111e9afc07b4189df2c434c8dfdde9b7292b4f5dd53d30ea872,54d2f1818930580c5c7de1d5db47a853380ed16ec66b6eb3f29ddbb8bb111113,da894361cbb399559d925d911e9a7272da18e88ca8d2985103648e72fd7d4cda,e2ff50c0299caa67271ea2d49cebca5b5544d2d3ff467908459c6eb445123109,3601d11176e33b8c29d0b7c50010c724a3c98e627c2110ca1e9104ef2a06d5a7,1702681c2eb5dea78450d29d6312505c7d4d892b215be29bc113d0bc483b8b6f,921b9abdc928cf0c8d3c51c39cebb71f024261480b9a962cffa4f507661cd759,e8bc994eddd9becd505263ae742c1ffcdf08dcd02e2e26a880882337998f7eb1
"10021","","0","610021004","5","60","5021321","0","5021322","1.5","90","1","1","0","0","0","1","0","1"
"10021","","30","610021005","5","0","0","0","5021323","1.5","90","1","2","0","0","0","1","0","3"
"10021","","0","610021006","5","0","0","0","0","1.5","90","1","3","0","0","0","1","0","1"
"10023","","0","610023004","5","75","5023321","0","5023322","1.5","135","1.25","1","0","-50","0","1","0","1"
"10023","","0","610023005","5","25","0","0","5023323","1.5","135","1.25","2","0","-50","0","1","0","1"
"10023","","0","610023006","5","0","0","0","0","1.5","135","1.25","3","0","-50","0","1","0","1"
"10025","","0","610025004","5","0","5025321","600","5025322","5.5","140","1.25","1","3","-50","0","1","610025401","2"
"10025","","0","610025005","5","50","0","0","5025323","1.5","140","1.25","2","0","-50","0","1","0","1"
"10025","","0","610025006","5","0","0","0","0","1.5","140","1.25","3","0","-50","0","1","0","1"
"10027","","0","610027004","5","60","5027321","600","5027322","5.5","145","1.25","1","3","-50","0","1","0","1"
"10027","","0","610027005","5","0","0","600","5027323","1.5","145","1.25","2","0","-50","0","1","610027501","2"
"10027","","0","610027006","5","0","0","0","0","1.5","145","1.25","3","0","-50","0","1","0","1"
"10029","","0","610029004","5","0","5029321","600","5029322","5.5","145","1.5","1","3","0","0","1","610029401","2"
"10029","","0","610029005","5","60","0","0","5029323","1.5","145","1.5","2","0","0","0","1","0","1"
"10029","","0","610029006","5","0","0","0","0","1.5","145","1.5","3","0","0","0","1","0","1"
"10031","","0","610031004","5","0","5031321","600","5031322","5.5","150","1.25","1","3","-50","0","1","610031401","2"
"10031","","0","610031005","5","50","0","0","5031323","1.5","150","1.25","2","0","-50","0","1","0","1"
"10031","","0","610031006","5","0","0","0","0","1.5","150","1.25","3","0","-50","0","1","0","1"
"10033","","0","610033004","5","50","5033321","600","5033322","5.5","150","1.25","1","3","-50","0","1","0","1"
"10033","","0","610033005","5","0","0","600","5033323","1.5","150","1.25","2","0","-50","0","1","610033402","2"
"10033","","0","610033006","5","0","0","0","0","1.5","150","1.25","3","0","-50","0","1","0","1"
"10034","","0","610034004","5","70","5011321","0","5011322","1.5","90","1.4","1","0","0","0","1","0","1"
"10034","","0","610034005","5","40","0","0","5011323","1.5","90","1.4","2","0","0","0","1","0","1"
"10034","","0","610034006","5","0","0","0","0","1.5","90","1.4","3","0","0","0","1","0","1"
"10035","","0","610035004","5","0","5035321","600","5035322","5.5","155","2.5","1","3","5","0","1","610035401","2"
"10035","","0","610035005","5","0","0","600","5035323","1.5","155","2.5","2","0","5","0","1","610035402","2"
"10035","","0","610035006","5","0","0","0","0","1.5","155","2.5","3","0","5","0","1","0","1"
"10036","","0","610036004","5","75","5036321","600","5036322","5.5","155","0.4","1","3","-50","0","1","0","1"
"10036","","0","610036005","5","20","0","600","5036323","1.5","155","0.4","2","0","-50","0","1","0","1"
"10036","","0","610036006","5","0","0","0","0","1.5","155","0.4","3","0","-50","0","1","0","1"
"10037","","0","610037004","5","0","0","600","5012321","1.5","90","1.5","1","3","-50","0","1","610037401","2"
"10037","","0","610037005","5","53","0","0","5012322","1.5","90","1.5","2","0","-50","0","1","0","1"
"10037","","0","610037006","5","0","0","0","0","1.5","90","1.5","3","0","-50","0","1","0","1"
"10038","","0","610038004","5","0","5038321","600","5038322","5.5","155","1.8","1","3","-20","0","1","610038401","2"
"10038","310700_detail_idle","0","610038005","5","55","0","0","5038323","1.5","155","2","2","0","-20","0","1","0","1"
"10038","","0","610038006","5","0","0","0","0","1.5","155","1.8","3","0","-20","0","1","0","1"
"10039","","0","610039004","5","0","0","600","5013321","1.5","90","0.9","1","3","50","0","1","610039401","2"
"10039","","0","610039005","5","50","0","0","5013322","1.5","90","1","2","0","84","0","1","0","1"
"10039","","0","610039006","5","0","0","0","0","1.5","90","1","3","0","84","0","1","0","1"
"10040","","0","610040004","5","0","5040321","600","5040322","5.5","160","1.5","1","3","-20","0","1","610040401","2"
"10040","","0","610040005","5","60","0","0","5040323","1.5","160","1.7","2","0","-35","0","1","0","1"
"10040","","0","610040006","5","0","0","0","0","1.5","160","1.7","3","0","-35","0","1","0","1"
"10041","","0","610041004","5","0","0","600","5015321","1.5","90","0.9","1","3","1","0","1","610041401","2"
"10041","","0","610041005","5","42","0","0","5015322","1.5","90","1.3","2","0","-50","0","1","0","1"
"10041","","0","610041006","5","0","0","0","0","1.5","90","1.3","3","0","-50","0","1","0","1"
"10042","","6500000","610042004","5","60","5042321","0","5042322","5.5","160","1.7","1","0","-20","0","1","0","5"
"10042","311100_detail_idle","0","610042005","5","0","0","600","5042323","1.5","160","1.61","2","3","-20","0","1","610042402","2"
"10042","","0","610042006","5","0","0","0","0","1.5","160","1.7","3","0","-20","0","1","0","1"
"10043","","200","610043004","5","0","5019321","0","5019322","1.5","90","1.25","1","0","-50","0","1","610043401","4"
"10043","","0","610043005","5","67","0","0","5019323","1.5","90","1.25","2","0","-50","0","1","0","1"
"10043","","0","610043006","5","0","0","0","0","1.5","90","1.25","3","0","-50","0","1","0","1"
"10044","","0","610044004","5","70","5044321","600","5044322","1.5","166","1.8","1","3","-54","0","1","0","1"
"10044","","0","610044005","5","30","0","0","5044323","1.5","166","1.8","2","0","-54","0","1","0","1"
"10044","","0","610044006","5","0","0","0","0","1.5","166","1.8","3","0","-54","0","1","0","1"
"10045","","0","610045004","5","65","5021321","0","5021322","1.5","90","1","1","0","0","0","1","0","1"
"10045","","30","610045005","5","0","0","0","5021323","1.5","90","1","2","0","0","0","1","0","3"
"10045","","0","610045006","5","0","0","0","0","1.5","90","1","3","0","0","0","1","0","1"
"10046","","0","610046004","5","30","5046321","0","5046322","5.5","169","1.7","1","0","-35","0","1","0","1"
"10046","","0","610046005","5","0","0","600","5046323","1.5","169","1.7","2","3","-15","0","1","610046402","2"
"10046","","0","610046006","5","0","0","0","0","1.5","169","1.7","3","0","-35","0","1","0","1"
"10047","","0","610047004","5","75","5023321","0","5023322","1.5","90","1.25","1","0","-50","0","1","0","1"
"10047","","0","610047005","5","40","0","0","5023323","1.5","90","1.25","2","0","-50","0","1","0","1"
"10047","","0","610047006","5","0","0","0","0","1.5","90","1.25","3","0","-50","0","1","0","1"
"10048","","0","610048004","5","35","5048321","0","5048322","5.5","172","1.25","1","0","-35","0","1","0","1"
"10048","","0","610048005","5","0","0","600","5048323","1.5","172","1.25","2","3","-35","0","1","610048402","2"
"10048","","0","610048006","5","0","0","0","0","1.5","172","1.25","3","0","-35","0","1","0","1"
"10049","","0","610049004","5","0","5025321","600","5025322","5.5","90","1.25","1","3","-50","0","1","610049401","2"
"10049","","0","610049005","5","63","0","0","5025323","1.5","90","1.25","2","0","-50","0","1","0","1"
"10049","","0","610049006","5","0","0","0","0","1.5","90","1.25","3","0","-50","0","1","0","1"
"10050","","35","610050004","5","0","5050321","0","5050322","5.5","175","1.25","1","0","-35","0","1","610050401","3"
"10050","","0","610050005","5","75","0","0","5050323","1.5","175","1.25","2","0","-35","0","1","0","1"
"10050","","0","610050006","5","0","0","0","0","1.5","175","1.25","3","0","-35","0","1","0","1"
"10051","","0","610051004","5","80","5027321","600","5027322","5.5","130","1.25","1","3","-50","0","1","0","1"
"10051","","0","610051005","5","0","0","600","5027323","1.5","130","1.25","2","0","-50","0","1","610051501","2"
"10051","","0","610051006","5","0","0","0","0","1.5","130","1.25","3","0","-50","0","1","0","1"
"10052","","0","610052004","5","79","5052321","0","5052322","5.5","178","1.7","1","0","-75","0","1","0","1"
"10052","","0","610052005","5","36","0","0","5052323","1.5","178","1.7","2","0","-75","0","1","0","1"
"10052","","0","610052006","5","0","0","0","0","1.5","178","1.7","3","0","-75","0","1","0","1"
"10053","","0","610053004","5","0","0","600","5017321","1.5","133","0.9","1","3","50","0","1","610053401","2"
"10053","","0","610053005","5","69","0","0","5017322","1.5","133","1","2","0","84","0","1","0","1"
"10053","","0","610053006","5","0","0","0","0","1.5","133","1","3","0","84","0","1","0","1"
"10054","","0","610054004","5","28","5054321","0","5054322","5.5","181","1.7","1","0","-75","0","1","0","1"
"10054","","0","610054005","5","0","0","600","5054323","1.5","181","1.3","2","0","-40","0","1","610054402","2"
"10054","","0","610054006","5","0","0","0","0","1.5","181","1.7","3","0","-75","0","1","0","1"
"10055","","0","610055004","5","0","5029321","600","5029322","5.5","136","1.5","1","3","0","0","1","610055401","2"
"10055","","0","610055005","5","73","0","0","5029323","1.5","136","1.5","2","0","0","0","1","0","1"
"10055","","0","610055006","5","0","0","0","0","1.5","136","1.5","3","0","0","0","1","0","1"
"10056","","0","610056004","5","80","5056321","600","5056322","5.5","175","2","1","3","-20","0","1","0","1"
"10056","","0","610056005","5","55","0","0","5056323","1.5","175","2","2","0","-20","0","1","0","1"
"10056","","0","610056006","5","0","0","0","0","1.5","175","2","3","0","-20","0","1","0","1"
"10057","","0","610057004","5","0","5031321","600","5031322","5.5","139","1.25","1","3","-50","0","1","610057401","2"
"10057","","0","610057005","5","60","0","0","5031323","1.5","139","1.25","2","0","-50","0","1","0","1"
"10057","","0","610057006","5","0","0","0","0","1.5","139","1.25","3","0","-50","0","1","0","1"
"10058","","35","610058004","5","0","5058321","600","5058322","5.5","178","1.75","1","3","5","0","1","610058401","3"
"10058","","0","610058005","5","68","0","600","5058323","1.5","178","1.75","2","0","5","0","1","0","1"
"10058","","0","610058006","5","0","0","0","0","1.5","178","1.75","3","0","5","0","1","0","1"
"10059","","0","610059004","5","75","5059321","600","5059322","5.5","178","1.55","1","3","-20","0","1","0","1"
"10059","","0","610059005","5","0","0","600","5059323","1.5","178","1.15","2","0","0","0","1","610059402","2"
"10059","","0","610059006","5","0","0","0","0","1.5","178","1.55","3","0","-20","0","1","0","1"
"10060","","0","610060004","5","56","5033321","600","5033322","5.5","142","1.25","1","3","-50","0","1","0","1"
"10060","","0","610060005","5","0","0","600","5033323","1.5","142","1.25","2","0","-50","0","1","610060402","2"
"10060","","0","610060006","5","0","0","0","0","1.5","142","1.25","3","0","-50","0","1","0","1"
"10061","","0","610061004","5","0","5061321","600","5061322","5.5","181","0.83","1","3","-47","0","1","610061401","2"
"10061","","0","610061005","5","80","0","600","5061323","1.5","181","0.83","2","0","-47","0","1","0","1"
"10061","","0","610061006","5","0","0","0","0","1.5","181","0.83","3","0","-47","0","1","0","1"
"10062","","0","610062004","5","0","5035321","600","5035322","5.5","145","2.5","1","3","5","0","1","610062401","2"
"10062","","0","610062005","5","0","0","600","5035323","1.5","145","2.5","2","0","5","0","1","610062402","2"
"10062","","0","610062006","5","0","0","0","0","1.5","145","2.5","3","0","5","0","1","0","1"
"10063","","0","610063004","5","73","5036321","600","5036322","5.5","145","0.4","1","3","-50","0","1","0","1"
"10063","","0","610063005","5","37","0","600","5036323","1.5","145","0.4","2","0","-50","0","1","0","1"
"10063","","0","610063006","5","0","0","0","0","1.5","145","0.4","3","0","-50","0","1","0","1"
"10064","","0","610064004","5","67","5064321","600","5064322","5.5","184","1.25","1","3","-50","0","1","0","1"
"10064","","0","610064005","5","40","0","600","5064323","1.5","184","1.25","2","0","-50","0","1","0","1"
"10064","","0","610064006","5","0","0","0","0","1.5","184","1.25","3","0","-50","0","1","0","1"
"10065","","0","610065004","5","0","5038321","600","5038322","5.5","148","1.5","1","3","-20","0","1","610065401","2"
"10065","310700_detail_idle","0","610065005","5","67","0","0","5038323","1.5","148","2","2","0","-20","0","1","0","1"
"10065","","0","610065006","5","0","0","0","0","1.5","148","1.8","3","0","-20","0","1","0","1"
"10066","","9000000","610066004","5","94","5066321","600","5066322","5.5","186","1","1","3","-50","0","1","610066401","5"
"10066","","0","610066005","5","0","0","600","5066323","1.5","186","1","2","0","-50","0","1","610066402","2"
"10066","","0","610066006","5","0","0","0","0","1.5","186","1","3","0","-50","0","1","0","1"
"10067","","0","610067004","5","0","5040321","600","5040322","5.5","151","1.5","1","3","-20","0","1","610067401","2"
"10067","","0","610067005","5","68","0","0","5040323","1.5","151","1.7","2","0","-35","0","1","0","1"
"10067","","0","610067006","5","0","0","0","0","1.5","151","1.7","3","0","-35","0","1","0","1"
"10068","","0","610068004","5","56","5068321","600","5068322","5.5","189","1.7","1","3","-47","0","1","0","1"
"10068","","0","610068005","5","0","0","600","5068323","1.5","189","1.5","2","0","-47","0","1","610068402","2"
"10068","","0","610068006","5","0","0","0","0","1.5","189","1.7","3","0","-47","0","1","0","1"
"10069","","2400000","610069004","5","72","5042321","0","5042322","5.5","154","1.7","1","0","-20","0","1","0","5"
"10069","311100_detail_idle","0","610069005","5","0","0","600","5042323","1.5","154","1.7","2","3","-20","0","1","610069402","2"
"10069","","0","610069006","5","0","0","0","0","1.5","154","1.7","3","0","-20","0","1","0","1"
"10070","","0","610070004","5","0","5070321","600","5070322","5.5","192","2","1","3","-50","1","1","610070401","2"
"10070","","0","610070005","5","0","0","600","5070323","1.5","192","2","2","0","-50","1","1","610070402","2"
"10070","","0","610070006","0","0","0","0","0","1.5","192","2","3","0","-50","0","1","0","1"
"10071","","0","610071004","5","72","5044321","600","5044322","1.5","157","1.8","1","3","-54","0","1","0","1"
"10071","","0","610071005","5","44","0","0","5044323","1.5","157","1.8","2","0","-54","0","1","0","1"
"10071","","0","610071006","5","0","0","0","0","1.5","157","1.8","3","0","-54","0","1","0","1"
"10072","","30","610072004","5","0","5072321","600","5072322","5.5","195","1.3","1","3","-120","0","1","610072401","3"
"10072","","0","610072005","5","0","0","600","5072323","1.5","195","1","2","0","-80","0","1","610072402","2"
"10072","","0","610072006","5","0","0","0","0","1.5","195","1.3","3","0","-120","0","1","0","1"
"10073","","0","610073004","5","60","5046321","0","5046322","5.5","160","1.7","1","0","-35","0","1","0","1"
"10073","","0","610073005","5","0","0","600","5046323","1.5","160","1.7","2","3","-15","0","1","610073402","2"
"10073","","0","610073006","5","0","0","0","0","1.5","160","1.7","3","0","-35","0","1","0","1"
"10074","","0","610074004","5","0","5074321","600","5074322","5.5","198","1.18","1","3","-30","0","1","610074401","2"
"10074","","40","610074005","5","0","0","600","5074323","1.5","198","1.55","2","0","-30","0","1","610074402","3"
"10074","","0","610074006","5","0","0","0","0","1.5","198","1.55","3","0","-45","0","1","0","1"
"10075","","0","610075004","5","71","5048321","0","5048322","5.5","163","1.25","1","0","-35","0","1","0","1"
"10075","","0","610075005","5","0","0","600","5048323","1.5","163","1.25","2","3","-35","0","1","610075402","2"
"10075","","0","610075006","5","0","0","0","0","1.5","163","1.25","3","0","-35","0","1","0","1"
"10076","","0","610076004","5","0","5076321","600","5076322","5.5","200","2.2","1","3","-40","0","1","610076401","2"
"10076","","0","610076005","5","97","0","0","5076323","1.5","200","2.4","2","0","-40","0","1","610076402","1"
"10076","","0","610076006","5","0","0","0","0","1.5","200","2.4","3","0","-55","0","1","0","1"
"10077","","35","610077004","5","0","5050321","0","5050322","5.5","166","1.25","1","0","-35","0","1","610077401","3"
"10077","","0","610077005","5","49","0","0","5050323","1.5","166","1.25","2","0","-35","0","1","0","1"
"10077","","0","610077006","5","0","0","0","0","1.5","166","1.25","3","0","-35","0","1","0","1"
"10078","","0","610078004","5","79","5078321","0","5078322","1.5","203","1.55","1","0","-45","0","1","0","1"
"10078","","490","610078005","5","0","0","0","5078323","1.5","203","1.55","2","0","-45","0","1","0","4"
"10078","","0","610078006","5","0","0","0","0","1.5","203","1.55","3","0","-45","0","1","0","1"
"10079","","0","610079004","5","77","5052321","0","5052322","5.5","169","1.7","1","0","-75","0","1","0","1"
"10079","","0","610079005","5","47","0","0","5052323","1.5","169","1.7","2","0","-75","0","1","0","1"
"10079","","0","610079006","5","0","0","0","0","1.5","169","1.7","3","0","-75","0","1","0","1"
"10080","","0","610080004","5","0","5080321","600","5080322","5.5","206","1.4","1","3","-70","0","1","610080401","2"
"10080","","0","610080005","5","67","0","0","5080323","1.5","206","1.5","2","0","-70","0","1","610080402","1"
"10080","","0","610080006","5","0","0","0","0","1.5","206","1.5","3","0","-70","0","1","0","1"
"10081","","0","610081004","5","48","5054321","0","5054322","5.5","172","1.7","1","0","-75","0","1","0","1"
"10081","","0","610081005","5","0","0","600","5054323","1.5","172","1.3","2","0","-40","0","1","610081402","2"
"10081","","0","610081006","5","0","0","0","0","1.5","172","1.7","3","0","-75","0","1","0","1"
"10082","","20","610082004","5","0","5082321","600","5082322","5.5","209","2","1","3","-20","0","1","610082401","3"
"10082","","0","610082005","5","49","0","0","5082323","1.5","209","2","2","0","-20","0","1","0","1"
"10082","","0","610082006","5","0","0","0","0","1.5","209","2","3","0","-20","0","1","0","1"
"10083","","0","610083004","5","77","5056321","600","5056322","5.5","172","2","1","3","-20","0","1","0","1"
"10083","","0","610083005","5","45","0","0","5056323","1.5","172","2","2","0","-20","0","1","0","1"
"10083","","0","610083006","5","0","0","0","0","1.5","172","2","3","0","-20","0","1","0","1"
"10084","","0","610084004","5","0","5084321","600","5084322","5.5","212","1.35","1","3","5","0","1","610084401","2"
"10084","","10","610084005","5","0","0","600","5084323","1.5","212","1.35","2","0","5","0","1","0","3"
"10084","","0","610084006","5","0","0","0","0","1.5","212","1.35","3","0","5","0","1","0","1"
"10085","","0","610085004","5","0","5085321","600","5085322","5.5","212","0.95","1","3","-20","0","1","610085401","2"
"10085","","0","610085005","5","75","0","600","5085323","1.5","212","1.2","2","0","-20","0","1","0","1"
"10085","","0","610085006","5","0","0","0","0","1.5","212","1.2","3","0","-20","0","1","0","1"
"10086","","20","610086004","5","0","5058321","600","5058322","5.5","172","1.75","1","3","5","0","1","610086401","3"
"10086","","0","610086005","5","70","0","600","5058323","1.5","172","1.75","2","0","5","0","1","0","1"
"10086","","0","610086006","5","0","0","0","0","1.5","172","1.75","3","0","5","0","1","0","1"
"10087","","0","610087004","5","71","5059321","600","5059322","5.5","172","1.55","1","3","-20","0","1","0","1"
"10087","","0","610087005","5","0","0","600","5059323","1.5","172","1.15","2","0","0","0","1","610087402","2"
"10087","","0","610087006","5","0","0","0","0","1.5","172","1.55","3","0","-20","0","1","0","1"
"10088","","15","610088004","5","0","5088321","600","5088322","5.5","215","1.4","1","3","-70","0","1","610088401","3"
"10088","","0","610088005","5","75","0","0","5088323","1.5","215","1.5","2","0","-70","0","1","610088402","1"
"10088","","0","610088006","5","0","0","0","0","1.5","215","1.5","3","0","-70","0","1","0","1"
"10089","","0","610089004","5","0","5061321","600","5061322","5.5","172","0.83","1","3","-47","0","1","610089401","2"
"10089","","0","610089005","5","60","0","600","5061323","1.5","172","0.83","2","0","-47","0","1","0","1"
"10089","","0","610089006","5","0","0","0","0","1.5","172","0.83","3","0","-47","0","1","0","1"
"10090","","0","610090004","5","78","5090321","600","5090322","5.5","218","1.18","1","3","-45","0","1","0","1"
"10090","","550","610090005","5","0","0","0","5090323","1.5","218","1.18","2","0","-45","0","1","0","4"
"10090","","0","610090006","5","0","0","0","0","1.5","218","1.18","3","0","-45","0","1","0","1"
"10091","","0","610091004","5","76","5064321","600","5064322","5.5","172","1.25","1","3","-50","0","1","0","1"
"10091","","0","610091005","5","50","0","600","5064323","1.5","172","1.25","2","0","-50","0","1","0","1"
"10091","","0","610091006","5","0","0","0","0","1.5","172","1.25","3","0","-50","0","1","0","1"
"10092","","0","610092004","5","60","5092321","600","5092322","5.5","220","1.4","1","3","-50","0","1","0","1"
"10092","","0","610092005","5","0","0","600","5092323","1.5","220","1.15","2","0","-20","0","1","610092402","2"
"10092","","0","610092006","5","0","0","0","0","1.5","220","1.4","3","0","-50","0","1","0","1"
"10093","","2500000","610093004","5","75","5066321","600","5066322","5.5","172","1","1","3","-50","0","1","610093401","5"
"10093","","0","610093005","5","0","0","600","5066323","1.5","172","1","2","0","-50","0","1","610093402","2"
"10093","","0","610093006","5","0","0","0","0","1.5","172","1","3","0","-50","0","1","0","1"
"10094","","10","610094004","5","0","5094321","600","5094322","5.5","223","2.2","1","3","-50","0","1","610094401","3"
"10094","","0","610094005","5","84","0","0","5094323","1.5","223","2.2","2","0","-50","0","1","0","1"
"10094","","0","610094006","5","0","0","0","0","1.5","223","2.2","3","0","-50","0","1","0","1"
"10095","","0","610095004","5","66","5068321","600","5068322","5.5","172","1.7","1","3","-47","0","1","0","1"
"10095","","0","610095005","5","0","0","600","5068323","1.5","172","1.5","2","0","-47","0","1","610095402","2"
"10095","","0","610095006","5","0","0","0","0","1.5","172","1.7","3","0","-47","0","1","0","1"
"10096","","0","610096004","5","76","5096321","600","5096322","5.5","226","1.3","1","3","-120","0","1","0","1"
"10096","","0","610096005","5","0","0","600","5096323","1.5","226","1","2","0","-80","0","1","610096402","2"
"10096","","0","610096006","5","0","0","0","0","1.5","226","1.3","3","0","-120","0","1","0","1"
"10097","","0","610097004","5","0","5070321","600","5070322","5.5","172","2","1","3","-50","1","1","610097401","2"
"10097","","0","610097005","5","0","0","600","5070323","1.5","172","2","2","0","-50","1","1","610097402","2"
"10097","","0","610097006","0","0","0","0","0","1.5","172","2","3","0","-50","0","1","0","1"
"10098","","0","610098004","5","0","5098321","600","5098322","5.5","229","1.3","1","3","-120","0","1","610098401","2"
"10098","","0","610098005","5","0","0","600","5098323","1.5","229","1.1","2","0","-80","0","1","610098402","2"
"10098","","0","610098006","5","0","0","0","0","1.5","229","1.3","3","0","-85","0","1","0","1"
"10099","","25","610099004","5","0","5072321","600","5072322","5.5","172","1.3","1","3","-100","0","1","610099401","3"
"10099","","0","610099005","5","0","0","600","5072323","1.5","172","1","2","0","-80","0","1","610099402","2"
"10099","","0","610099006","5","0","0","0","0","1.5","172","1.3","3","0","-120","0","1","0","1"
"10100","","0","610100004","5","0","5100321","600","5100322","5.5","232","1.1","1","3","-50","0","1","610100401","2"
"10100","","0","610100005","5","70","0","600","5100323","1.5","232","1.5","2","0","-70","0","1","0","1"
"10100","","0","610100006","5","0","0","0","0","1.5","232","1.5","3","0","-70","0","1","610100110","1"
"10101","","0","610101004","5","0","5074321","600","5074322","5.5","175","1.18","1","3","-30","0","1","610101401","2"
"10101","","25","610101005","5","0","0","600","5074323","1.5","175","1.55","2","0","-30","0","1","610101402","3"
"10101","","0","610101006","5","0","0","0","0","1.5","175","1.55","3","0","-45","0","1","0","1"
"10102","","0","610102004","5","32","5102321","600","5102322","5.5","235","1.25","1","3","-85","0","1","0","1"
"10102","","0","610102005","5","0","0","600","5102323","1.5","235","1.1","2","0","-80","0","1","610102402","2"
"10102","","0","610102006","5","0","0","0","0","1.5","235","1.25","3","0","-85","0","1","0","1"
"10103","","0","610103004","5","0","5076321","600","5076322","5.5","178","2.2","1","3","-40","0","1","610103401","2"
"10103","","0","610103005","5","97","0","0","5076323","1.5","178","2.4","2","0","-40","0","1","610103402","1"
"10103","","0","610103006","5","0","0","0","0","1.5","178","2.4","3","0","-55","0","1","0","1"
