04370ab02b585dbee8ec45ec305fe3ccdd543118b1c111197b2308af7472ee14,f4c9a2aa8629f860a1d1d291cbaf5b66743517ee18012955582e1635e062a386,e3e1cbd31d434b151b4271581b3c4c839aed6dba76fac57e0b200e9a2b148daa,9aec366a6185d13931157010ec80f8e9325b585e093eb345e15e094c8a1d24ac,6d92f81f990040aeb92581d0451ce839394e5f03e1f1ff7eaccb377feddc83aa,ca04c02da68710fe7f3ad68950d49072ca4a46aa80f10130064c3644ccb01a23,714b50524e86e3b0b8583bbd71e08fbbba36279e3a7567d290613035788d71dc,bf6ff8c86b100aea249c9ddcf3fedc7ff9f62f34ce3c33583d28bedf0175fbf7
"100616","物理攻撃アップ90秒","1","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","100616","21150000000000"
"100617","毎秒ＨＰ回復90秒","1","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","1006","100617","19800000000000"
"100618","物理攻撃アップ90秒","1","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","100618","18450000000000"
"100619","物理攻撃アップ90秒","1","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","100619","16650000000000"
"100620","魔法防御ダウン90秒","1","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1006","100620","15300000000000"
"100621","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1006","100621","13950000000000"
"100622","魔法攻撃アップ90秒","1","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","100622","12150000000000"
"100623","物理攻撃アップ90秒","1","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","100623","10800000000000"
"100624","毎秒ＨＰ回復90秒","1","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","1006","100624","9450000000000"
"100625","魔法防御ダウン90秒","1","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1006","100625","8100000000000"
"100626","ＴＰ150アップ","1","36000","バトル開始時、味方のＴＰが150アップ","1006","100626","6300000000000"
"100627","無敵10秒","1","36000","バトル開始から10秒間、味方が無敵状態になる","1006","100627","4950000000000"
"100628","魔法攻撃アップ90秒","1","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","100628","3600000000000"
"100629","物理攻撃アップ90秒","1","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","100629","1800000000000"
"100630","魔法防御ダウン90秒","1","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1006","100630","450000000000"
"100701","毎秒ＴＰアップ90秒","1","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","1007","100701","27160000000000"
"100702","ＴＰ50アップ","1","36000","バトル開始時、味方のＴＰが50アップ","1007","100702","26040000000000"
"100703","火傷ダメージ10秒","1","36000","バトル開始から10秒間、敵が火傷状態になる","1007","100703","25200000000000"
"100704","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1007","100704","24360000000000"
"100705","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1007","100705","23520000000000"
"100706","物理攻撃アップ90秒","1","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","100706","22400000000000"
"100707","魔法攻撃アップ90秒","1","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","1007","100707","21560000000000"
"100708","火傷ダメージ10秒","1","36000","バトル開始から10秒間、敵が火傷状態になる","1007","100708","20720000000000"
"100709","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1007","100709","19600000000000"
"100710","物理攻撃アップ90秒","1","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","100710","18760000000000"
"100711","毎秒ＴＰアップ90秒","1","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","1007","100711","17920000000000"
"100712","火傷ダメージ10秒","1","36000","バトル開始から10秒間、敵が火傷状態になる","1007","100712","16800000000000"
"100713","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1007","100713","15960000000000"
"100714","魔法防御ダウン90秒","1","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1007","100714","15120000000000"
"100715","魔法攻撃アップ90秒","1","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","1007","100715","14280000000000"
"100716","物理攻撃アップ90秒","1","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","100716","13160000000000"
"100717","ＴＰ100アップ","1","36000","バトル開始時、味方のＴＰが100アップ","1007","100717","12320000000000"
"100718","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1007","100718","11480000000000"
"100719","魔法防御ダウン90秒","1","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1007","100719","10360000000000"
"100720","物理攻撃アップ90秒","1","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","100720","9520000000000"
"100721","毎秒ＴＰアップ90秒","1","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","1007","100721","8680000000000"
"100722","ＴＰ150アップ","1","36000","バトル開始時、味方のＴＰが150アップ","1007","100722","7560000000000"
"100723","火傷ダメージ10秒","1","36000","バトル開始から10秒間、敵が火傷状態になる","1007","100723","6720000000000"
"100724","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1007","100724","5880000000000"
"100725","魔法防御ダウン90秒","1","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1007","100725","5040000000000"
"100726","ＴＰ150アップ","1","36000","バトル開始時、味方のＴＰが150アップ","1007","100726","3920000000000"
"100727","無敵10秒","1","36000","バトル開始から10秒間、味方が無敵状態になる","1007","100727","3080000000000"
"100728","火傷ダメージ10秒","1","36000","バトル開始から10秒間、敵が火傷状態になる","1007","100728","2240000000000"
"100729","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1007","100729","1120000000000"
"100730","魔法防御ダウン90秒","1","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1007","100730","280000000000"
"100801","毒ダメージ10秒","1","36000","バトル開始から10秒間、敵が毒状態になる","1008","100801","43650000000000"
"100802","物理攻撃ダウン90秒","1","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","100802","41850000000000"
"100803","物理攻撃ダウン90秒","1","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","100803","40500000000000"
"100804","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1008","100804","39150000000000"
"100805","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1008","100805","37800000000000"
"100806","物理攻撃ダウン90秒","1","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","100806","36000000000000"
"100807","物理攻撃ダウン90秒","1","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","100807","34650000000000"
"100808","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1008","100808","33300000000000"
"100809","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1008","100809","31500000000000"
"100810","魔法攻撃ダウン90秒","1","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","1008","100810","30150000000000"
"100811","毒ダメージ10秒","1","36000","バトル開始から10秒間、敵が毒状態になる","1008","100811","28800000000000"
"100812","物理攻撃ダウン90秒","1","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","100812","27000000000000"
"100813","物理攻撃ダウン90秒","1","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","100813","25650000000000"
"100814","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1008","100814","24300000000000"
"100815","魔法防御ダウン90秒","1","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1008","100815","22950000000000"
"100816","物理攻撃ダウン90秒","1","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","100816","21150000000000"
"100817","物理攻撃ダウン90秒","1","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","100817","19800000000000"
"100818","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1008","100818","18450000000000"
"100819","魔法防御ダウン90秒","1","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1008","100819","16650000000000"
"100820","物理攻撃ダウン90秒","1","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","100820","15300000000000"
"100821","毒ダメージ10秒","1","36000","バトル開始から10秒間、敵が毒状態になる","1008","100821","13950000000000"
"100822","物理攻撃ダウン90秒","1","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","100822","12150000000000"
"100823","物理攻撃ダウン90秒","1","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","100823","10800000000000"
"100824","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1008","100824","9450000000000"
"100825","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1008","100825","8100000000000"
"100826","ＴＰ150アップ","1","36000","バトル開始時、味方のＴＰが150アップ","1008","100826","6300000000000"
"100827","無敵10秒","1","36000","バトル開始から10秒間、味方が無敵状態になる","1008","100827","4950000000000"
"100828","物理防御ダウン90秒","1","36000","バトル開始から90秒間、敵の物理防御力がダウン","1008","100828","3600000000000"
"100829","魔法防御ダウン90秒","1","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1008","100829","1800000000000"
"100830","毒ダメージ10秒","1","36000","バトル開始から10秒間、敵が毒状態になる","1008","100830","450000000000"
