16d2fe997b3f7fa690a9981baed028ecd68088ff863651b0336d5dda56abb303,fdd5148562b4c26cf648a29531c0be7539c4cca5b7b4c8dfd99cd05a61c19195,9325535e07c6479968c63282beaab190fb81d57fd6020bc580b2f1416c5d41f9,2e686e57ee69174480c7bcbfb5b8251b88cf036f31f7e929157131c6fe53d075,7a19d266f488a1626e611287acc8202577da926240616197035d629d4b5ae53c,c9294342edb52637dcb7d853a04b7d83d0e2812d45c1bb3770ffe3c9ef018925
"3","10011003","4","1","60000093","123461"
"3","10011003","4","1","60000094","123491"
"3","10011003","4","1","60000095","123582"
"3","10011003","4","1","60000096","123583"
"3","10011003","4","1","60000097","123612"
"2","10011004","4","1","60000098","114011"
"2","10011004","4","1","60000099","114012"
"2","10011004","4","1","60000100","114041"
"2","10011004","4","1","60000101","114072"
"2","10011004","4","1","60000102","114102"
"2","10011004","4","1","60000103","114132"
"2","10011004","4","1","60000104","114162"
"2","10011004","4","1","60000105","114191"
"2","10011004","4","1","60000106","114221"
"2","10011004","4","1","60000107","114222"
"2","10011004","4","1","60000108","114252"
"3","10011004","4","1","60000109","114281"
"3","10011004","4","1","60000110","114282"
"3","10011004","4","1","60000111","114312"
"3","10011004","4","1","60000112","114341"
"3","10011004","4","1","60000113","114371"
"3","10011004","4","1","60000114","114372"
"3","10011004","4","1","60000115","114432"
"3","10011004","4","1","60000116","114461"
"3","10011004","4","1","60000117","114522"
"3","10011004","4","1","60000118","114551"
"3","10011004","4","1","60000119","114581"
"2","10011004","4","1","60000120","114611"
"2","10011004","4","1","60000121","124042"
"2","10011004","4","1","60000122","124071"
"2","10011004","4","1","60000123","124101"
"2","10011004","4","1","60000124","124131"
"2","10011004","4","1","60000125","124161"
"2","10011004","4","1","60000126","124192"
"2","10011004","4","1","60000127","124251"
"3","10011004","4","1","60000128","124311"
"3","10011004","4","1","60000129","124342"
"3","10011004","4","1","60000130","124401"
"3","10011004","4","1","60000131","124431"
"3","10011004","4","1","60000132","124491"
"3","10011004","4","1","60000133","124521"
"100","10012098","2","1","60000134","31012"
"100","10012099","2","1","60000135","31038"
"100","62001045","2","1","62001045","60001"
"100","62001046","2","3","62001046","60002"
