a21b38053e6a8bb2d99345d0dcbecb0f54b509ca50f97be63be320dee4cd6491,bad0658423ff44e3755f96f99f9bb4377421a02e03d3caf2ba7482eaddfc4227,0deb54ecd8c24dfb34c0d155bd55b65174a5d147e7808f6cb897ad63136848f0,c254c9bc1da8545d88a396c7b5a8f2b02c7805f04dbffb94e1a071826b0765f5,7395292c9cff3b825c669a6ecea2ab33654ebf5d9fcdeb6fd77a34494d800263,4cceb631818aad67a8dfe733a6de8c59ddeaf3deb9e26e3cf286e30c2ff7a077,2c7874143f9bf418c55e7befdbfbb9196462277f39073db1f8d6d6e962a4259d,b399a4761c7e8fdb1fd782a56ba7e4d986df20d8bb7a6f0240be798c828d5436,377bdc89c2672199b3950fe9741c3dce2ebde06dcb4b394d742724c9ab91fdf4,246eb78c6850fb7ffadcd62371431adb47e20045414a52e64aee5afec3541cf5,caeef790b32f8f9651867272aae1f5fbce7f5ff804bb8bceb6b9b2cd03464737,314616c122bcd6b9e447db233f5213ec6da5ae59b75b32b5cfa83cdd36a8a277
"231612","0","622","0","0","0","0","500","0","1","0","0"
"231621","0","0","0","0","0","0","0","0","8","0","0"
"331411","0","514","0","0","0","0","331411","0","3","0","0"
"331412","0","513","0","0","0","0","500","0","1","0","0"
"331511","0","931","0","0","0","0","331511","0","4","0","0"
"331512","0","932","0","0","0","0","500","0","1","0","0"
"331521","0","0","0","0","0","0","331521","0","4","0","0"
"331611","0","631","0","0","0","0","8000","0","1","0","0"
"331612","0","632","0","0","0","0","500","0","1","0","0"
"331621","0","0","0","0","0","0","0","0","8","0","0"
