0f742b3caa7ebaf9de499c7fe827335ce92e3c5c41c6016b3e4af10ecaa207a7,eb2b64813ad00d4bbf1b6f481022842bcb453d1e149f958a624b01ed2d3bfe96,0b9014ca4528e40cd018e4b4ee4dad7e23b4c8258916c42784329510925ee77c,dc2cdf8ca804535bc4f58b7b2426a36802a13358d37a17c132b48e565144d97f,886ea40edd7b042e68ce63afd0e56989f25136ef2041c1e0d7d86c4edc2fc51d,0ecf2d0f2e32cf4962b78339bd1d63109f58e1ea14fd69a5711c8443cb4efd01,fdaf7a820f42516a32a94da906fe2114ea0662b7b8fa6938ac4df43647c68f9f,cdd97d1a56806bf90e15c5ffe620b874987ed177146eb33a1b926471fce0eaa6,35f1d1388de10f1ab0c5ae422f21cf41438c7fbba9a2c7ee19102dfe1e39f880,1d294550a18e91038cc8efca14c6386739af4e99d33cf983bd5d2176aad39027,be40a8ece0e0adb53657821dd2b1a57a0d9cbfceb4daa50f19884328c5f85639,772a9914ddf64c092e4a6518e771368bed0e5ffc9b04a4ac38a8f52462c9c521,93b4a44a83d493e09b32efd5a8eff9b2921515f08efa8cb410e938be3dfc03ab,617e2686e7e001c0c166b18b8f127fa03fd72e3f8349927593489c779d85a841,a64512c1b0339fe0b5ece9163f4acc1598ae28861ffb0026349b5cb77cb1aaa4,5443e5bce7bec5780bcac9e7bff44716cba968e830620246eac2f234ba8b254a,9eaaba4a355dc30f54baacf01cf93ecc0c45d262f134415d5ebdf5ce3e7ddab1,04dd9a588e336c6bc6feb1adb0c7243a8b72b7c98879b16f63583f1dd673ed37,94df67a65c6e02c099b8e5eaa0461e1750fc43219d3a0fa6add7962cb0c679ab,b5b88e3cd4268b684962cf4b7be15e451c59b3a5ede6903d35914e9d54bae302,d0020b2eb4dabea362d30598843c5143f3cd263eacffd568265513d4682d7e68
"19","0","90006","0","0","91002","30","0","-1","31022","0","1","5000","8","5000","10","2","0","1002","0","2"
"20","0","90006","0","0","91002","5","0","1","31042","0","1","500","8","500","1","2","0","1003","0","2"
"21","0","90006","0","0","91002","8","0","2","31042","0","1","1000","8","1000","2","2","0","1003","0","2"
"22","0","90006","0","0","91002","10","0","3","31042","0","1","1500","8","1500","3","2","0","1003","0","2"
"23","0","90006","0","0","91002","12","0","4","31042","0","1","2000","8","2000","4","2","0","1003","0","2"
"24","0","90006","0","0","91002","14","0","5","31042","0","1","2500","8","2500","5","2","0","1003","0","2"
"25","0","90006","0","0","91002","16","0","6","31042","0","1","3000","8","3000","6","2","0","1003","0","2"
"26","0","90006","0","0","91002","18","0","7","31042","0","1","3500","8","3500","7","2","0","1003","0","2"
"27","0","90006","0","0","91002","20","0","8","31042","0","1","4000","8","4000","8","2","0","1003","0","2"
"28","0","90006","0","0","91002","25","0","9","31042","0","1","4500","8","4500","9","2","0","1003","0","2"
"29","0","90006","0","0","91002","30","0","-1","31042","0","1","5000","8","5000","10","2","0","1003","0","2"
"30","0","90006","0","0","91002","5","0","1","31018","0","1","500","8","500","1","2","0","1004","0","2"
"31","0","90006","0","0","91002","8","0","2","31018","0","1","1000","8","1000","2","2","0","1004","0","2"
"32","0","90006","0","0","91002","10","0","3","31018","0","1","1500","8","1500","3","2","0","1004","0","2"
"33","0","90006","0","0","91002","12","0","4","31018","0","1","2000","8","2000","4","2","0","1004","0","2"
"34","0","90006","0","0","91002","14","0","5","31018","0","1","2500","8","2500","5","2","0","1004","0","2"
"35","0","90006","0","0","91002","16","0","6","31018","0","1","3000","8","3000","6","2","0","1004","0","2"
"36","0","90006","0","0","91002","18","0","7","31018","0","1","3500","8","3500","7","2","0","1004","0","2"
"37","0","90006","0","0","91002","20","0","8","31018","0","1","4000","8","4000","8","2","0","1004","0","2"
"38","0","90006","0","0","91002","25","0","9","31018","0","1","4500","8","4500","9","2","0","1004","0","2"
"39","0","90006","0","0","91002","30","0","-1","31018","0","1","5000","8","5000","10","2","0","1004","0","2"
"40","0","90006","0","0","91002","5","0","1","31025","0","1","500","8","500","1","2","0","1005","0","2"
"41","0","90006","0","0","91002","8","0","2","31025","0","1","1000","8","1000","2","2","0","1005","0","2"
"42","0","90006","0","0","91002","10","0","3","31025","0","1","1500","8","1500","3","2","0","1005","0","2"
"43","0","90006","0","0","91002","12","0","4","31025","0","1","2000","8","2000","4","2","0","1005","0","2"
"44","0","90006","0","0","91002","14","0","5","31025","0","1","2500","8","2500","5","2","0","1005","0","2"
"45","0","90006","0","0","91002","16","0","6","31025","0","1","3000","8","3000","6","2","0","1005","0","2"
"46","0","90006","0","0","91002","18","0","7","31025","0","1","3500","8","3500","7","2","0","1005","0","2"
"47","0","90006","0","0","91002","20","0","8","31025","0","1","4000","8","4000","8","2","0","1005","0","2"
"48","0","90006","0","0","91002","25","0","9","31025","0","1","4500","8","4500","9","2","0","1005","0","2"
"49","0","90006","0","0","91002","30","0","-1","31025","0","1","5000","8","5000","10","2","0","1005","0","2"
"50","0","90006","0","0","91002","5","0","1","31043","0","1","500","8","500","1","2","0","1006","0","2"
"51","0","90006","0","0","91002","8","0","2","31043","0","1","1000","8","1000","2","2","0","1006","0","2"
"52","0","90006","0","0","91002","10","0","3","31043","0","1","1500","8","1500","3","2","0","1006","0","2"
"53","0","90006","0","0","91002","12","0","4","31043","0","1","2000","8","2000","4","2","0","1006","0","2"
"54","0","90006","0","0","91002","14","0","5","31043","0","1","2500","8","2500","5","2","0","1006","0","2"
"55","0","90006","0","0","91002","16","0","6","31043","0","1","3000","8","3000","6","2","0","1006","0","2"
"56","0","90006","0","0","91002","18","0","7","31043","0","1","3500","8","3500","7","2","0","1006","0","2"
"57","0","90006","0","0","91002","20","0","8","31043","0","1","4000","8","4000","8","2","0","1006","0","2"
"58","0","90006","0","0","91002","25","0","9","31043","0","1","4500","8","4500","9","2","0","1006","0","2"
"59","0","90006","0","0","91002","30","0","-1","31043","0","1","5000","8","5000","10","2","0","1006","0","2"
"60","0","90006","0","0","91002","5","0","1","31022","0","1","500","8","500","1","2","0","1007","0","2"
"61","0","90006","0","0","91002","8","0","2","31022","0","1","1000","8","1000","2","2","0","1007","0","2"
"62","0","90006","0","0","91002","10","0","3","31022","0","1","1500","8","1500","3","2","0","1007","0","2"
"63","0","90006","0","0","91002","12","0","4","31022","0","1","2000","8","2000","4","2","0","1007","0","2"
"64","0","90006","0","0","91002","14","0","5","31022","0","1","2500","8","2500","5","2","0","1007","0","2"
"65","0","90006","0","0","91002","16","0","6","31022","0","1","3000","8","3000","6","2","0","1007","0","2"
"66","0","90006","0","0","91002","18","0","7","31022","0","1","3500","8","3500","7","2","0","1007","0","2"
"67","0","90006","0","0","91002","20","0","8","31022","0","1","4000","8","4000","8","2","0","1007","0","2"
"68","0","90006","0","0","91002","25","0","9","31022","0","1","4500","8","4500","9","2","0","1007","0","2"
"69","0","90006","0","0","91002","30","0","-1","31022","0","1","5000","8","5000","10","2","0","1007","0","2"
"70","0","90006","0","0","91002","5","0","1","31042","0","1","500","8","500","1","2","0","1008","0","2"
"71","0","90006","0","0","91002","8","0","2","31042","0","1","1000","8","1000","2","2","0","1008","0","2"
"72","0","90006","0","0","91002","10","0","3","31042","0","1","1500","8","1500","3","2","0","1008","0","2"
"73","0","90006","0","0","91002","12","0","4","31042","0","1","2000","8","2000","4","2","0","1008","0","2"
"74","0","90006","0","0","91002","14","0","5","31042","0","1","2500","8","2500","5","2","0","1008","0","2"
"75","0","90006","0","0","91002","16","0","6","31042","0","1","3000","8","3000","6","2","0","1008","0","2"
"76","0","90006","0","0","91002","18","0","7","31042","0","1","3500","8","3500","7","2","0","1008","0","2"
"77","0","90006","0","0","91002","20","0","8","31042","0","1","4000","8","4000","8","2","0","1008","0","2"
"78","0","90006","0","0","91002","25","0","9","31042","0","1","4500","8","4500","9","2","0","1008","0","2"
"79","0","90006","0","0","91002","30","0","-1","31042","0","1","5000","8","5000","10","2","0","1008","0","2"
"80","0","90006","0","0","91002","5","0","1","31018","0","1","500","8","500","1","2","0","1009","0","2"
"81","0","90006","0","0","91002","8","0","2","31018","0","1","1000","8","1000","2","2","0","1009","0","2"
"82","0","90006","0","0","91002","10","0","3","31018","0","1","1500","8","1500","3","2","0","1009","0","2"
"83","0","90006","0","0","91002","12","0","4","31018","0","1","2000","8","2000","4","2","0","1009","0","2"
"84","0","90006","0","0","91002","14","0","5","31018","0","1","2500","8","2500","5","2","0","1009","0","2"
"85","0","90006","0","0","91002","16","0","6","31018","0","1","3000","8","3000","6","2","0","1009","0","2"
"86","0","90006","0","0","91002","18","0","7","31018","0","1","3500","8","3500","7","2","0","1009","0","2"
"87","0","90006","0","0","91002","20","0","8","31018","0","1","4000","8","4000","8","2","0","1009","0","2"
"88","0","90006","0","0","91002","25","0","9","31018","0","1","4500","8","4500","9","2","0","1009","0","2"
"89","0","90006","0","0","91002","30","0","-1","31018","0","1","5000","8","5000","10","2","0","1009","0","2"
"90","0","90006","0","0","91002","5","0","1","31025","0","1","500","8","500","1","2","0","1010","0","2"
"91","0","90006","0","0","91002","8","0","2","31025","0","1","1000","8","1000","2","2","0","1010","0","2"
"92","0","90006","0","0","91002","10","0","3","31025","0","1","1500","8","1500","3","2","0","1010","0","2"
"93","0","90006","0","0","91002","12","0","4","31025","0","1","2000","8","2000","4","2","0","1010","0","2"
"94","0","90006","0","0","91002","14","0","5","31025","0","1","2500","8","2500","5","2","0","1010","0","2"
"95","0","90006","0","0","91002","16","0","6","31025","0","1","3000","8","3000","6","2","0","1010","0","2"
"96","0","90006","0","0","91002","18","0","7","31025","0","1","3500","8","3500","7","2","0","1010","0","2"
"97","0","90006","0","0","91002","20","0","8","31025","0","1","4000","8","4000","8","2","0","1010","0","2"
"98","0","90006","0","0","91002","25","0","9","31025","0","1","4500","8","4500","9","2","0","1010","0","2"
"99","0","90006","0","0","91002","30","0","-1","31025","0","1","5000","8","5000","10","2","0","1010","0","2"
"100","0","90006","0","0","91002","5","0","1","31043","0","1","500","8","500","1","2","0","1011","0","2"
"101","0","90006","0","0","91002","8","0","2","31043","0","1","1000","8","1000","2","2","0","1011","0","2"
"102","0","90006","0","0","91002","10","0","3","31043","0","1","1500","8","1500","3","2","0","1011","0","2"
"103","0","90006","0","0","91002","12","0","4","31043","0","1","2000","8","2000","4","2","0","1011","0","2"
"104","0","90006","0","0","91002","14","0","5","31043","0","1","2500","8","2500","5","2","0","1011","0","2"
"105","0","90006","0","0","91002","16","0","6","31043","0","1","3000","8","3000","6","2","0","1011","0","2"
"106","0","90006","0","0","91002","18","0","7","31043","0","1","3500","8","3500","7","2","0","1011","0","2"
"107","0","90006","0","0","91002","20","0","8","31043","0","1","4000","8","4000","8","2","0","1011","0","2"
"108","0","90006","0","0","91002","25","0","9","31043","0","1","4500","8","4500","9","2","0","1011","0","2"
"109","0","90006","0","0","91002","30","0","-1","31043","0","1","5000","8","5000","10","2","0","1011","0","2"
"110","0","90006","0","0","91002","5","0","1","31022","0","1","500","8","500","1","2","0","1012","0","2"
"111","0","90006","0","0","91002","8","0","2","31022","0","1","1000","8","1000","2","2","0","1012","0","2"
"112","0","90006","0","0","91002","10","0","3","31022","0","1","1500","8","1500","3","2","0","1012","0","2"
"113","0","90006","0","0","91002","12","0","4","31022","0","1","2000","8","2000","4","2","0","1012","0","2"
"114","0","90006","0","0","91002","14","0","5","31022","0","1","2500","8","2500","5","2","0","1012","0","2"
"115","0","90006","0","0","91002","16","0","6","31022","0","1","3000","8","3000","6","2","0","1012","0","2"
"116","0","90006","0","0","91002","18","0","7","31022","0","1","3500","8","3500","7","2","0","1012","0","2"
"117","0","90006","0","0","91002","20","0","8","31022","0","1","4000","8","4000","8","2","0","1012","0","2"
"118","0","90006","0","0","91002","25","0","9","31022","0","1","4500","8","4500","9","2","0","1012","0","2"
"119","0","90006","0","0","91002","30","0","-1","31022","0","1","5000","8","5000","10","2","0","1012","0","2"
"120","0","90006","0","0","91002","5","0","1","31042","0","1","500","8","500","1","2","0","1013","0","2"
"121","0","90006","0","0","91002","8","0","2","31042","0","1","1000","8","1000","2","2","0","1013","0","2"
"122","0","90006","0","0","91002","10","0","3","31042","0","1","1500","8","1500","3","2","0","1013","0","2"
"123","0","90006","0","0","91002","12","0","4","31042","0","1","2000","8","2000","4","2","0","1013","0","2"
"124","0","90006","0","0","91002","14","0","5","31042","0","1","2500","8","2500","5","2","0","1013","0","2"
"125","0","90006","0","0","91002","16","0","6","31042","0","1","3000","8","3000","6","2","0","1013","0","2"
"126","0","90006","0","0","91002","18","0","7","31042","0","1","3500","8","3500","7","2","0","1013","0","2"
"127","0","90006","0","0","91002","20","0","8","31042","0","1","4000","8","4000","8","2","0","1013","0","2"
"128","0","90006","0","0","91002","25","0","9","31042","0","1","4500","8","4500","9","2","0","1013","0","2"
"129","0","90006","0","0","91002","30","0","-1","31042","0","1","5000","8","5000","10","2","0","1013","0","2"
"130","0","90006","0","0","91002","5","0","1","31018","0","1","500","8","500","1","2","0","1014","0","2"
"131","0","90006","0","0","91002","8","0","2","31018","0","1","1000","8","1000","2","2","0","1014","0","2"
"132","0","90006","0","0","91002","10","0","3","31018","0","1","1500","8","1500","3","2","0","1014","0","2"
"133","0","90006","0","0","91002","12","0","4","31018","0","1","2000","8","2000","4","2","0","1014","0","2"
"134","0","90006","0","0","91002","14","0","5","31018","0","1","2500","8","2500","5","2","0","1014","0","2"
"135","0","90006","0","0","91002","16","0","6","31018","0","1","3000","8","3000","6","2","0","1014","0","2"
"136","0","90006","0","0","91002","18","0","7","31018","0","1","3500","8","3500","7","2","0","1014","0","2"
"137","0","90006","0","0","91002","20","0","8","31018","0","1","4000","8","4000","8","2","0","1014","0","2"
"138","0","90006","0","0","91002","25","0","9","31018","0","1","4500","8","4500","9","2","0","1014","0","2"
"139","0","90006","0","0","91002","30","0","-1","31018","0","1","5000","8","5000","10","2","0","1014","0","2"
"140","0","90006","0","0","91002","5","0","1","31042","0","1","500","8","500","1","2","0","1015","0","2"
"141","0","90006","0","0","91002","8","0","2","31042","0","1","1000","8","1000","2","2","0","1015","0","2"
"142","0","90006","0","0","91002","10","0","3","31042","0","1","1500","8","1500","3","2","0","1015","0","2"
"143","0","90006","0","0","91002","12","0","4","31042","0","1","2000","8","2000","4","2","0","1015","0","2"
"144","0","90006","0","0","91002","14","0","5","31042","0","1","2500","8","2500","5","2","0","1015","0","2"
"145","0","90006","0","0","91002","16","0","6","31042","0","1","3000","8","3000","6","2","0","1015","0","2"
"146","0","90006","0","0","91002","18","0","7","31042","0","1","3500","8","3500","7","2","0","1015","0","2"
"147","0","90006","0","0","91002","20","0","8","31042","0","1","4000","8","4000","8","2","0","1015","0","2"
"148","0","90006","0","0","91002","25","0","9","31042","0","1","4500","8","4500","9","2","0","1015","0","2"
"149","0","90006","0","0","91002","30","0","-1","31042","0","1","5000","8","5000","10","2","0","1015","0","2"
"150","0","90006","0","0","91002","3","0","1","31043","0","1","300","8","300","1","2","0","1016","0","2"
"151","0","90006","0","0","91002","4","0","2","31043","0","1","400","8","400","2","2","0","1016","0","2"
"152","0","90006","0","0","91002","5","0","3","31043","0","1","500","8","500","3","2","0","1016","0","2"
"153","0","90006","0","0","91002","7","0","4","31043","0","1","750","8","750","4","2","0","1016","0","2"
"154","0","90006","0","0","91002","8","0","5","31043","0","1","1000","8","1000","5","2","0","1016","0","2"
"155","0","90006","0","0","91002","10","0","6","31043","0","1","1500","8","1500","6","2","0","1016","0","2"
"156","0","90006","0","0","91002","12","0","-1","31043","0","1","2000","8","2000","7","2","0","1016","0","2"
"157","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1019","0","0"
"158","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1019","0","2"
"159","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1019","0","2"
"160","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1019","0","2"
"161","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1019","0","2"
"162","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1020","0","0"
"163","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1020","0","2"
"164","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1020","0","2"
"165","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1020","0","2"
"166","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1020","0","2"
"167","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1021","0","0"
"168","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1021","0","2"
"169","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1021","0","2"
"170","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1021","0","2"
"171","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1021","0","2"
"172","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1022","0","0"
"173","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1022","0","2"
"174","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1022","0","2"
"175","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1022","0","2"
"176","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1022","0","2"
"177","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1023","0","0"
"178","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1023","0","2"
"179","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1023","0","2"
"180","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1023","0","2"
"181","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1023","0","2"
"182","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1024","0","0"
"183","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1024","0","2"
"184","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1024","0","2"
"185","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1024","0","2"
"186","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1024","0","2"
"187","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1025","0","0"
"188","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1025","0","2"
"189","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1025","0","2"
"190","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1025","0","2"
"191","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1025","0","2"
"192","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1026","0","0"
"193","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1026","0","2"
"194","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1026","0","2"
"195","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1026","0","2"
"196","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1026","0","2"
"197","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1027","0","0"
"198","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1027","0","2"
"199","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1027","0","2"
"200","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1027","0","2"
"201","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1027","0","2"
"202","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1028","0","0"
"203","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1028","0","2"
"204","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1028","0","2"
"205","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1028","0","2"
"206","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1028","0","2"
"207","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1029","0","0"
"208","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1029","0","2"
"209","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1029","0","2"
"210","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1029","0","2"
"211","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1029","0","2"
"212","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1030","0","0"
"213","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1030","0","2"
"214","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1030","0","2"
"215","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1030","0","2"
"216","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1030","0","2"
"217","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1031","0","0"
"218","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1031","0","2"
"219","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1031","0","2"
"220","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1031","0","2"
"221","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1031","0","2"
"222","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1032","0","0"
"223","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1032","0","2"
"224","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1032","0","2"
"225","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1032","0","2"
"226","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1032","0","2"
"227","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1033","0","0"
"228","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1033","0","2"
"229","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1033","0","2"
"230","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1033","0","2"
"231","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1033","0","2"
"232","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1034","0","0"
"233","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1034","0","2"
"234","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1034","0","2"
"235","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1034","0","2"
"236","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1034","0","2"
"237","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1035","0","0"
"238","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1035","0","2"
"239","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1035","0","2"
"240","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1035","0","2"
"241","0","22002","0","0","94002","16","0","-1","22003","0","1","80","12","1000000","5","2","0","1035","0","2"
"242","0","0","0","0","94002","0","0","1","0","0","1","0","12","10000","1","0","0","1036","0","0"
"243","0","22002","0","0","94002","4","0","2","22003","0","1","20","12","250000","2","2","0","1036","0","2"
"244","0","22002","0","0","94002","8","0","3","22003","0","1","40","12","500000","3","2","0","1036","0","2"
"245","0","22002","0","0","94002","12","0","4","22003","0","1","60","12","750000","4","2","0","1036","0","2"
