6966de05db1d4c8170736a4725f8a62673e632619e3830c28aa6dbfb5cb5fd0d,72fdc980d45555fea5e1cba372140869ba2b619a5e2115c46b3d47e94609c10e,cb600c839ab7bca21d09483364df22a2c32621d3c533735bb73c8c6de72c17a9,5af18816255ab97b1ea8e38641e12607ac45336dd482cfdc74730792e7ca28c5,19414bfd51dec023079d2868b90cf0ddc87ffd70513a022a8fdfb499c45913f1,1bc91ffcbc124262d9a7df27ad292e68aa10a5bbc8ddfb88ee3092ff567cda4e
"10023","1002300","1","牛がだす乳汁。そのまま飲むのはもちろん、チーズやバターなどに加工できる優れもの。","1","ぎゅうにゅう"
"10023","1002301","1","「ぎゅうにゅう」の英語読み。","1","ミルク"
"10023","1002302","2","「ぎゅうにゅう」のまた別の呼び方。口に出すのはちょっと恥ずかしい。","1","おちち"
"10023","1002303","3","エリザベスパークにいる牛の名前にしてマヒルのパートナー。","1","エリザベス"
"10024","1002400","1","カカオを加工したお菓子。２月14日に大量消費される。","1","チョコレート"
"10024","1002401","1","通常の食事以外で食す嗜好品。","1","おかし"
"10024","1002402","2","甘い味のするもの。疲れた時にほしくなる。","1","あまいもの"
"10024","1002403","2","チョコレートの原料。含有量が多いほどビターな味わいにな\nる。","1","カカオ"
"10024","1002404","3","味をしめたらしい。","1","ドラちゃんのこうぶつ"
"10025","1002500","1","硬い木の実。人が食すにはあまり適さないが、子どもの収集欲を刺激する魅惑の木の実。","1","どんぐり"
"10025","1002501","1","木になる実。","1","きのみ"
"10025","1002502","2","硬い殻に包まれた食用の実。お菓子に入れたり酒のつまみにと色々重宝する。","1","ナッツ"
"10025","1002503","3","アンパンほどではないが、好きらしい。バトルのときは敵にぶつけてスタンさせる。","1","リンのおやつ"
"10026","1002600","1","小さく甘酸っぱい果物。種と思われる粒々は実は果実。","1","いちご"
"10026","1002601","1","「いちご」の英語読み。","1","ストロベリー"
"10026","1002602","2","果物を加工した食品。パンやクラッカーに塗ったり、紅茶に入れたりする。","1","ジャム"
"10027","1002700","1","大型のネコ科の猛獣。肉食。酔っぱらいを指す言葉としても使われる。","1","とら"
"10027","1002701","1","「とら」の英語読み。","1","タイガー"
"10027","1002702","2","ネコ科の哺乳類。人間となじみの深い動物で、そのかわいさの前に人間はただただ無力。","1","ねこ"
"10027","1002703","2","全身を毛におおわれ、四足で歩く哺乳類。","1","けもの"
"10027","1002704","3","トラタイガー！","1","マツリのあこがれ"
"10027","1002705","3","マツリが憧れる正義のヒーロー。名前にツッコんではいけな\nい。","1","むてきヒーロートラタイガー"
"10028","1002800","1","布を縫合し綿などを詰めて人や動物を似せて形作ったもの。","1","ぬいぐるみ"
"10028","1002801","1","長い耳と短い尻尾がかわいい哺乳類。ペットとしても人気が高い。","1","うさぎ"
"10028","1002802","1","人や生き物を模ったもの。材質も様々で、玩具や観賞用、祭礼と用途は様々。","1","にんぎょう"
"10028","1002803","2","「うさぎ」の英語読み。","1","ラビット"
"10028","1002804","3","マホのぬいぐるみの一体。名称はアーサー王と円卓の騎士がモチーフ。","1","アーサー"
"10029","1002900","1","爆発による熱と衝撃で対象を破壊、殺傷する兵器。超危ない。","1","ばくだん"
"10029","1002901","1","「ばくだん」の英語読み。","1","ボム"
"10029","1002902","2","生物や環境に危険を及ぼす可能性のある物質。取り扱いには資格が必要になることもある。","1","きけんぶつ"
"10029","1002903","2","遠くから飛ばして攻撃するタイプの武器のこと。反則的な発想やアイデアという意味で使われることもある。","1","とびどうぐ"
"10029","1002904","3","一度ちゃんと怒られた方がいい。","1","ミソギのいたずらグッズ"
"10030","1003000","1","ウリ科の大きな果実。緑のしま模様の皮、赤い果肉と黒い種が印象的。","1","すいか"
"10030","1003001","2","小ぶりのスイカ。小玉といえどまあまあデカい。","1","こだますいか"
"10030","1003002","2","夏の感じを表す物事。スイカの他に海や花火など。","1","なつのふうぶつし"
"10031","1003100","1","ウマ科の大型の哺乳類。力が強く速く走れるため、家畜や競走馬としてなじみ深い。","1","うま"
"10031","1003101","1","ウマ科の哺乳類。馬に比べて小型だが力が強く労働力として重宝される。","1","ろば"
"10031","1003102","2","「うま」の英語読み。","1","ホース"
"10031","1003103","2","馬が歩く時のひづめの音。","1","ぱかぱか"
"10031","1003104","2","馬の種類で競走用に品種改良されたもの。","1","サラブレッド"
"10031","1003105","3","クランバトルに登場する馬型の魔物。","1","ムーバ"
"10032","1003200","1","腰かけるための家具。役職、地位を示す意味もある。","1","いす"
"10032","1003201","2","室内に配置して日常的に使用する道具の総称。","1","かぐ"
"10032","1003202","2","「いす」の英語読み。","1","チェア"
"10032","1003203","3","ギルドハウスに置く家具や装飾品。豪華なデザインからユニークなものまで、そのバリエーションは非常に豊か。","1","ギルドハウスアイテム"
"10033","1003300","1","陸地以外の凹所にひとつづきに水がたたえている場所。","1","うみ"
"10033","1003301","1","陸地が海と接する部分。","1","かいがん"
"10033","1003302","1","海辺。海水浴場として用いられることもある。ここでものを食べるとなんだかとても美味い。","1","ビーチ"
"10033","1003303","2","寄せてくる波が立てる音。貝殻に耳を当ててもそれっぽい音が聞こえる。","1","しおさい"
"10033","1003304","2","砂ばかりの浜辺。城を建てたり埋まってみたりと楽しみ方は無限大。","1","すなはま"
"10033","1003305","3","ランドソルから徒歩で行ける人気のビーチだが、よく魔物が現れるので意外と物騒。","1","マルジェンかいがん"
"10034","1003400","1","貝殻を背負って生活する甲殻類。","1","やどかり"
"10034","1003401","2","貝類の外側を覆う殻。砂浜に落ちているとつい集めたくなる。","1","かいがら"
"10034","1003402","2","硬い外骨格を持つ節足動物。エビ、カニはもちろんミジンコもこれにあたる。","1","こうかくるい"
"10034","1003403","3","ランドソルのいたる所に現れる魔物。鎧のような見た目の通り硬くて厄介な敵。","1","ハーミットナイト"
"10035","1003500","1","一般的に木管楽器を指す言葉。縦笛と横笛に分けられる。","1","ふえ"
"10035","1003501","1","木管楽器の一種。チャンバラごっこに使ってはいけない。","1","リコーダー"
"10035","1003502","2","楽器の分類のうちのひとつ。息を吹き込み管内の空気を振動させ音を出す。","1","かんがっき"
"10035","1003503","2","縦に構えて吹く笛。リコーダーやクラリネットなど。","1","たてぶえ"
"10036","1003600","1","紙の束に文字や図画を印刷し製本したもの。","1","ほん"
"10036","1003601","1","文字や絵を書き記すための文房具。","1","ノート"
"10036","1003602","2","創作の物語。恋愛、歴史、ミステリーなどジャンルは多岐にわたる。","1","しょうせつ"
"10036","1003603","2","「ほん」の英語読み。","1","ブック"
"10036","1003604","3","本なの？　それとも杖なの？","1","キャルのまどうしょ"
"10037","1003700","1","魚類の一般的な呼び方。食べると頭がよくなるという噂。","1","さかな"
"10037","1003701","1","魚類の一般的な呼び方。年をとると肉より食べたくなるといわれている。","1","おさかな"
"10037","1003702","2","魚の一種。刺身が美味い。かつおぶしなどの加工品でもおなじみ。","1","かつお"
"10037","1003703","2","魚の一種。でかくて美味い高級魚。寿司といえばこれ。","1","まぐろ"
"10037","1003704","2","「さかな」の英語読み。","1","フィッシュ"
"10037","1003705","2","「さかな」のまた別の呼び方。","1","うお"
"10038","1003800","1","樹木のこと。","1","ツリー"
"10038","1003801","1","いつから、どうしてなのかは不明だがサンタクロースがプレゼントをくれる日。","1","クリスマス"
"10038","1003802","2","クリスマスツリーに用いられる針葉樹。大きいものは40ｍにもなる。","1","もみのき"
"10038","1003803","2","クリスマスに歌われる祝歌。","1","キャロル"
"10038","1003804","3","チカとサレンディア救護院に起きた、聖なる夜の奇跡の物語。","1","ぼうきゃくのキャロル"
"10039","1003900","1","砂糖などを煮詰め固めた菓子。","1","あめ"
"10039","1003901","1","「あめ」の英語読み。","1","キャンディ"
"10039","1003902","2","棒つきの飴。","1","ロリポップ"
"10039","1003903","3","持ってるだけで絵になる。","1","クロエのおやつ"
"10040","1004000","1","頭が金属でできた鈍器。叩かれるととても痛い。","1","ハンマー"
"10040","1004001","1","頭がやわらかいじゃばらでできたおもちゃ。叩かれるとコミカルな音が鳴る。","1","ピコピコハンマー"
"10040","1004002","2","頭が金属でできた鈍器。叩かれるととても痛い。","1","かなづち"
"10040","1004003","2","小さな槌。振ることによりいろんなものがでてくるとかこないとか。","1","こづち"
"10040","1004004","3","イノリの得物。かわいらしい動作から繰り広げられる攻撃は凶悪。","1","イノリのえもの"
"10041","1004100","1","夜空に光る天体。","1","ほし"
"10041","1004101","1","５つの頂点と辺を持つ多角形。","1","ごかくけい"
"10041","1004102","1","「ほし」の英語読み。","1","スター"
"10041","1004103","2","面や点、線、立体、またはそれらの集まり。","1","ずけい"
"10041","1004104","2","星形の海洋生物。食用には適さない。","1","ひとで"
"10041","1004105","2","光る様子の表現の一つ。","1","きらきら"
"10041","1004106","3","空から見ないと分からない。","1","ランドソルのかたち"
"10042","1004200","1","頭にかぶる装身具。","1","ぼうし"
"10042","1004201","1","「ぼうし」の英語読み。","1","ハット"
"10042","1004202","2","「ぼうし」の種類の一部。","1","やまたかぼう"
"10042","1004203","2","「ぼうし」の種類の一部。","1","シルクハット"
"10043","1004300","1","飲み物などを入れる容器。","1","カップ"
"10043","1004301","1","苦い飲み物。大人の味。","1","コーヒー"
"10043","1004302","2","「コップ」の種類の一部。","1","マグ"
"10044","1004400","1","ワンワン吠える動物。","1","いぬ"
"10044","1004401","1","「いぬ」の英語読み。","1","ドッグ"
"10044","1004402","2","「いぬ」の仲間。野生の力だ。","1","おおかみ"
"10044","1004403","2","「いぬ」の仲間。ワイルドの力だ。","1","ウルフ"
"10044","1004404","2","「いぬ」のまた別の呼び方。","1","わんこ"
"10045","1004500","1","ひらひらした布。","1","はた"
"10045","1004501","1","「はた」の英語読み。","1","フラッグ"
"10046","1004600","1","素敵なおかし。甘くて美味しい。","1","ケーキ"
"10046","1004601","1","素敵な食べ物。","1","おかし"
"10046","1004602","2","贈り物に最適。","1","ぎふと"
"10046","1004603","3","絆の深さは共に過ごす時間だけではない。カロリーもまた絆の証…","1","きずなポイント"
"10046","1004604","3","みんな大好き。何がとは言わないが30Pt加算される。","1","ミックスベリーケーキ"
"10047","1004700","1","音を信号に変換する装置。","1","マイク"
"10047","1004701","1","マイクは歌の必需品！","1","うた"
"10047","1004702","1","ステージでの生演奏。","1","ライブ"
"10047","1004703","2","これがなくちゃはじまらない。","1","アイドルのひっすアイテム"
"10047","1004704","3","「ノゾミ」の専用装備。カルミナマーク入り！","1","ブリリアントマイク"
"10048","1004800","1","口元を引き立たせる化粧品。","1","くちべに"
"10048","1004801","1","「くちべに」の英語読み。","1","リップ"
"10048","1004802","2","「くちべに」のまた別の呼び方。本来は赤の意味。","1","ルージュ"
"10049","1004900","1","穀物を蒸してついた。縁起物でもある。","1","もち"
"10049","1004901","1","「もち」のまた別の呼び方。","1","おもち"
"10049","1004902","2","正月に神仏に供える、大小ふたつ重ねの餅。","1","かがみもち"
"10049","1004903","2","もちの主な栄養素。とりすぎに注意。","1","たんすいかぶつ"
"10049","1004904","2","「もち」の英語読み。","1","ライスケーキ"
"10050","1005000","1","小さくて羽の生えた種族。","1","ようせい"
"10050","1005001","2","「ようせい」の英語読み。","1","フェアリー"
"10050","1005002","3","ギルドハウスに住んでいるいたずら妖精。","1","ネビア"
"10051","1005100","1","雨や日差しを避ける道具。","1","かさ"
"10051","1005101","1","主に雨を避けるためのかさ。","1","アンブレラ"
"10051","1005102","2","主に日差しを避けるためのかさ。","1","パラソル"
"10051","1005103","2","主に日差しを避けるためのかさ。","1","ひがさ"
"10051","1005104","3","真夏のビーチプリンセスの必需品！","1","ペコリーヌサマー"
"10052","1005200","1","乱数を発生させるための道具。","1","さいころ"
"10052","1005201","1","「さいころ」の英語読み。","1","ダイス"
"10052","1005202","2","賭け事。さいころの目で一喜一憂。","1","ギャンブル"
"10052","1005203","2","一般的なさいころの形。","1","りっぽうたい"
"10052","1005204","2","サイコロを使ったボードゲーム。","1","すごろく"
"10053","1005300","1","言葉では伝えられない思いを文字にして。","1","てがみ"
"10053","1005301","2","「てがみ」の英語読み。","1","レター"
"10053","1005302","2","「てがみ」の英語読み。","1","メール"
"10053","1005303","2","「てがみ」のまた別の呼び方。","1","おたより"
"10053","1005304","2","愛を伝えるための手紙。","1","ラブレター"
"10054","1005400","1","房になる。となりのものは酸っぱいらしい。","1","ブドウ"
"10054","1005401","1","「ぶどう」の英語読み。","1","グレープ"
"10054","1005402","2","「ぶどう」の種類の一部。","1","きょほう"
"10054","1005403","2","「ぶどう」の種類の一部。たねがない。","1","デラウェア"
"10055","1005500","1","もこもこの毛の動物。","1","ひつじ"
"10055","1005501","2","「ひつじ」の英語読み。","1","シープ"
"10055","1005502","2","かわいいな～♪","1","メリーさんのひつじ"
"10056","1005600","1","豆からつくられるトーゴク料理。","1","とうふ"
"10056","1005601","2","「とうふ」の種類の一部。ワイルドなくちあたり。","1","もめんどうふ"
"10056","1005602","2","「とうふ」の種類の一部。繊細なくちあたり。","1","きぬごしどうふ"
"10056","1005603","2","代表的なとうふ料理。","1","ひややっこ"
"10057","1005700","1","飛べない鳥。がーがーなく。","1","あひる"
"10057","1005701","1","飛べない鳥。ぐわぐわなく。","1","がちょう"
"10057","1005702","2","「がちょう」の英語読み。","1","グース"
"10057","1005703","2","「あひる」の英語読み。","1","ダック"
"10057","1005704","2","飛べる鳥もいる。飛べない鳥もいる。","1","とり"
"10058","1005800","1","空を飛ぶ昆虫。","1","とんぼ"
"10058","1005801","2","「とんぼ」の種類の一部。","1","やんま"
"10058","1005802","2","「とんぼ」の種類の一部。大きい。","1","オニヤンマ"
"10058","1005803","2","「とんぼ」の英語読み。強そう。","1","ドラゴンフライ"
"10059","1005900","1","葉。","1","はっぱ"
"10059","1005901","1","木のはっぱ。","1","このは"
"10059","1005902","2","「葉っぱ」の英語読み。","1","リーフ"
"10059","1005903","2","樹木にならない植物。雑草。","1","くさ"
"10059","1005904","3","アオイが気兼ねなく話せる数少ないともだち。ともだちです。","1","アオイのともだち"
"10060","1006000","1","指につける装身具。","1","ゆびわ"
"10060","1006001","1","「ゆびわ」の英語読み。輪。","1","リング"
"10060","1006002","1","まーるい輪。","1","わっか"
"10061","1006100","1","麻などで編まれた頑丈なひも。いろいろなものを縛ったりす\nる。","1","なわ"
"10061","1006101","1","「なわ」の英語読み。","1","ロープ"
"10061","1006102","1","細いなわ。","1","ひも"
"10061","1006103","1","「ロープ」のまた別の呼び方。","1","つな"
"10061","1006104","3","ぐふふふふ。","1","クウカのまるひアイテム"
"10061","1006105","3","クウカは、クウカはぁ～！","1","エクスタシー"
"10062","1006200","1","攻撃を防ぐための板状の防具。","1","たて"
"10062","1006201","1","「たて」の英語読み。","1","シールド"
"10062","1006202","2","何かを防ぐものの総称。","1","ガード"
"10062","1006203","2","身を守る装具。","1","ぼうぐ"
"10062","1006204","2","攻撃を受けるのではなく逸らすための盾。","1","バックラー"
"10062","1006205","3","ジュンのユニオンバースト。あらゆる攻撃を受け止める！","1","インフェルノシールド"
"10063","1006300","1","貨幣。食べ物ではない。","1","おかね"
"10063","1006301","1","「おかね」のまた別の呼び方。食べ物ではない。","1","かね"
"10063","1006302","2","「おかね」の英語読み。食べ物ではない。","1","マネー"
"10063","1006303","2","少額の貨幣。食べ物ではない。","1","こぜに"
"10063","1006304","2","金でできた貨幣。食べ物ではない。","1","きんか"
"10063","1006305","3","ランドソルで使われる通貨単位。食べ物ではない。","1","ルピ"
"10063","1006306","3","ルピの主な使い道。食べ物も、ある。","1","ギルドハウスかぐこうにゅう"
"10064","1006400","1","全てのおやつを総べるおやつのなかのおやつなの。","1","プリンアラモード"
"10064","1006401","1","食後に食べるの。プリンが最適なの。","1","デザート"
"10064","1006402","2","甘い物なの。つまりプリンなの。","1","スイーツ"
"10064","1006403","3","全てのプリンはミヤコのものなの。","1","ミヤコのおやつ"
"10065","1006500","1","首元を彩るアクセサリー。","1","ネックレス"
"10065","1006501","1","首から下げるアクセサリー。","1","ペンダント"
"10065","1006502","2","装身具。オシャレするならマストアイテム。","1","アクセサリー"
"10065","1006503","2","「ネックレス」のまた別の呼び方。","1","くびかざり"
"10066","1006600","1","稲の穂。お米がとれる。","1","いなほ"
"10066","1006601","2","稲作用の耕作地。水を張るなど管理が大変。","1","たんぼ"
"10066","1006602","2","稲を精製した穀物。ごはん！","1","こめ"
"10066","1006603","2","「こめ」のまた別の呼び方。","1","おこめ"
"10066","1006604","2","パンのもとになる穀物。","1","むぎ"
"10067","1006700","1","豆からつくるトーゴク独自のソース。","1","しょうゆ"
"10067","1006701","2","「しょうゆ」の英語読み。お豆のソース。","1","ソイソース"
"10067","1006702","2","味付けに使う。","1","ちょうみりょう"
"10068","1006800","1","流れ作業を行うための機械。","1","ベルトコンベア"
"10068","1006801","2","製品の大量生産を行う施設。","1","こうじょう"
"10068","1006802","2","「こうじょう」の英語読み。","1","ファクトリー"
"10068","1006803","3","【メルクリウス財団】の威信をかけた一大事業。あの時爆発さえしなければ…","1","たいやきこうじょう"
"10069","1006900","1","きらびやかで豪華な照明器具。","1","シャンデリア"
"10069","1006901","2","暗闇を照らす光。","1","あかり"
"10070","1007000","1","しょっぱい。","1","しお"
"10070","1007001","2","「しお」の英語読み。","1","ソルト"
"10070","1007002","2","味付けに使う。","1","ちょうみりょう"
"10071","1007100","1","激しく渦を巻く潮の流れ。","1","うずしお"
"10071","1007101","2","目で追うとフラフラしてくる。","1","ぐるぐる"
"10072","1007200","1","魚をとるための道具。うまく扱うにはコツが必要。","1","つりざお"
"10072","1007201","2","「つりざお」の英語読み。","1","ロッド"
"10072","1007202","3","腕前はプロ級らしい。","1","ルカのしゅみごと"
"10073","1007300","1","食べ物などを煮るための調理器具。","1","なべ"
"10073","1007301","1","「なべ」のまた別の呼び方。","1","おなべ"
"10073","1007302","2","「なべ」の一種。大きい。","1","ずんどう"
"10073","1007303","2","みんな大好き。においを嗅いだ瞬間にもう食べたくなるスパイスの魔術。","1","カレー"
"10073","1007304","2","肉や野菜を入れた煮込み料理。これをおかずにご飯が食べられるかで議論が起こる。","1","シチュー"
"10074","1007400","1","両端に乗ってギッタンバッコン。","1","シーソー"
"10074","1007401","2","公園においてある遊び道具。","1","ゆうぐ"
"10074","1007402","2","シーソーの音。","1","ぎったんばっこん"
"10074","1007403","2","公園に集合ね！","1","こうえんあそび"
"10075","1007500","1","絵や字を書くどうぐ。","1","ふで"
"10075","1007501","2","トーゴクの文化デース！","1","しょどう"
"10075","1007502","2","「ふで」のまた別の呼び方。","1","もうひつ"
"10075","1007503","2","習い事の定番。","1","おしゅうじ"
"10075","1007504","2","墨をする道具。","1","すずり"
"10075","1007505","3","ランドソルから遙か東の方にあるという国の文化。ニンジャ、サムライ、フジヤマ、ゲイシャなどがある。ニノンの憧れ。","1","とーごくぶんか"
"10076","1007600","1","主にパワーをアップさせるためのトレーニング。","1","きんトレ"
"10076","1007601","1","トレーニング器具。","1","ダンベル"
"10076","1007602","2","筋肉！","1","マッスル"
"10076","1007603","2","重い物をもちあげるトレーニング。","1","ウェイトトレーニング"
"10077","1007700","1","おばけなの。プリンをよこすの。","1","おばけ"
"10077","1007701","1","ゆうれいなの。プリンをよこすの。","1","ゆうれい"
