d53eeb47bc747b501afa273238d8b99ac7481b0dbb0b06bab18ddfa8b45285e9,936c318fb19c8061aa372dd8ef9cfb45ec62db4d4fd13a10d8088757dcbcb357,8f96cf6509301e30f1525f4b285b65224015ae534710b6c2b02d5cbae25c8ad7,0942c8974b44eaf5e2f4acdea225b769bbeb4f3e3567529eaf756268baeb60c8,7dd06d0b57b52c5936bea0f1a3911dd98f54cc59e1824f57da862be8a88450d7,a2212c75b9b4c7937705fea301aee863e19f662679a5e7a09abd3e17fb3e2541,1c01a282f3480771ea896f23b45413ec67aa5a9e6395478c2d13aa606d0d15ee,7e82158b86cfae1e1be9a1f6fde5970ca39ff3d5c6f51446cfc2c027be3eff12,1ce905314c01132ca2750f3f081570d82819da2e0051cd16b9c2d5904a345c4d,0c3f571d484f5d30527d9e82dd601fdd79d5a888e813696d10836dd60c3f24c3,aa85ac65eb9ac9d74236ce4e7960ffdc742142ca883e984c07d7ffe8482280fb,c66396578443b873f96066603f228e00179dedaef8f90754d60511e99e26fefc,f3f7cbf4abbc1e70e6a0f78e9362028a0b3fb54022dd62563c0267b10dd6fd2a,116a681aa3d74f7cad72d09158b632cdbd78bc2a2e5c62e9035e5518b52b9633,872887c06e9c441f8ec39e3159769f645bd773bcc6d88d3ff85858bfff003501,473346ecbecfabe798832df3e20222d32716d52afdcb9065a13f1e425d2fc02b,001d60d28938617e25618fd2bea417f5e8837518cb0dc3be36df2a727578b913,3ec7ea743ad2bd0fc163c6313f6dc5c0bb9a08cd50683bac8fdf12def0c81fa6,86d4277234267ed391b3223b7edb1097446847369de79c2a2739fddf5a97b45c,522b67b4461b4cb214dacd9f5f960f4d758aadd901aff357cc574379bee514bc,9af4bd37f77c5f323b4ae9ff0df6891f0a65229d97e15bb6e03f7ca0a981e92b
"NONE","0","BeachJumpOverTrap","SpeedTerritoryA","NONE","1400","0","NONE","3000","1010","0","BeachJumpOverTrap","0","NONE","0","BeachJumpOverTrap","2200","3500","400","EnemyB","NONE"
"AccelBoardA","0","SummerEnemyA","SpeedTerritoryA","NONE","900","3300","NONE","2400","1011","0","BeachJumpBoard","0","NONE","0","SummerEnemyD","1500","2800","400","BeachJumpOverTrap","NONE"
"NONE","0","EnemyB","SpeedTerritoryA_NoColl","NONE","1200","0","NONE","2850","1012","0","SpeedTerritoryA_NoColl","0","NONE","0","Balloon","2200","3750","300","BeachJumpBoard","NONE"
"NONE","0","BeachTrap","AccelBoardA","NONE","1400","0","NONE","2600","1013","0","BeachTrap","0","NONE","0","SpeedTerritoryA","2100","3300","900","SummerEnemyD","NONE"
"AccelBoardA","0","BeachJumpOverTrap","SpeedTerritoryA","NONE","1400","3000","NONE","2200","1014","0","BeachTrap","0","NONE","3500","WaterMelon","1800","2600","400","SummerJumpOverEnemyB","SummerJumpOverEnemyB"
"NONE","0","SummerEnemyB","SummerEnemyA_NoColl","NONE","1100","0","NONE","2500","1015","0","SpeedTerritoryA_NoColl","0","NONE","0","Balloon","1900","3700","600","BeachTrap_NoCall","NONE"
"NONE","0","NONE","EnemyB","NONE","1400","0","NONE","3300","1016","0","AccelBoardA","0","NONE","0","AccelBoardA","2300","0","600","BeachTrap","NONE"
"NONE","0","BeachTrap","EnemyB","NONE","1200","0","NONE","2500","1017","0","WaterMelon","0","NONE","0","AccelBoardA","1600","3300","400","AccelBoardA","NONE"
"EnemyB_NoColl","0","SummerEnemyA_NoColl","BeachTrap","NONE","900","2900","NONE","1900","1018","0","Balloon","0","NONE","0","BeachTrap","1100","2400","600","EnemyB_NoColl","NONE"
"BeachTrap","0","AccelBoardA","BeachTrap","NONE","1200","3800","NONE","2500","1019","0","BeachTrap","0","NONE","0","BeachTrap","2000","3000","500","SummerEnemyA","NONE"
"SummerEnemyD","0","BeachTrap","BeachJumpBoard","NONE","900","3100","NONE","2300","1020","0","BeachTrap","0","NONE","3700","AccelBoardA","1900","2700","400","BeachTrap","SummerEnemyD"
"NONE","0","AccelBoardA","Balloon","NONE","700","0","NONE","2400","1021","0","SummerEnemyA_NoColl","0","NONE","0","EnemyB","1550","3400","400","BeachTrap_NoCall","NONE"
"NONE","0","SpeedTerritoryA","BeachTrap","NONE","1200","0","NONE","2500","1022","0","BeachTrap","0","NONE","0","SummerEnemyB","1800","3400","800","AccelBoardA","NONE"
"BeachTrap","0","BeachTrap","BeachTrap","NONE","1000","3500","NONE","2000","1023","0","SummerJumpOverEnemyC","0","NONE","0","SummerEnemyC","1500","3000","500","WaterMelon","NONE"
"BeachTrap","0","EnemyB_NoColl","Balloon","NONE","600","3200","NONE","1800","1024","0","SummerEnemyA_NoColl","0","NONE","3700","SummerEnemyB","1300","2300","400","SpeedTerritoryA_NoColl","SummerJumpOverEnemyC"
"NONE","0","AccelBoardA","AccelBoardA","NONE","1300","0","NONE","2700","1025","0","AccelBoardA","0","NONE","0","EnemyB","2000","3400","900","AccelBoardA","NONE"
"NONE","0","NONE","AccelBoardA","NONE","800","0","NONE","2500","1026","0","WaterMelon","0","NONE","0","EnemyB","1500","0","400","BeachJumpBoard","NONE"
"BeachJumpBoard","0","SummerEnemyA_NoColl","BeachTrap","NONE","630","3100","NONE","1700","1027","0","Balloon","0","NONE","0","SpeedTerritoryA","700","2600","400","EnemyB_NoColl","NONE"
"NONE","0","AccelBoardA","AccelBoardA","NONE","1400","0","NONE","2700","1028","0","SummerEnemyD","0","NONE","0","SpeedTerritoryA","2300","3200","600","BeachTrap","NONE"
"NONE","0","NONE","BeachTrap","NONE","1000","0","NONE","2500","1029","0","SpeedTerritoryA","0","NONE","0","SummerEnemyC","1700","0","500","WarpGateA","NONE"
"SpeedTerritoryA","0","BeachTrap","AccelBoardA","NONE","1500","3500","NONE","2500","1030","0","AccelBoardA","0","NONE","0","WaterMelon","2000","2800","500","BeachTrap","NONE"
"AccelBoardA","0","SummerEnemyD","SpeedTerritoryA_NoColl","NONE","1200","3500","NONE","2900","1031","0","SpeedTerritoryA_NoColl","0","NONE","0","Balloon","2200","3200","350","BeachTrap","NONE"
"NONE","0","NONE","SummerEnemyA","NONE","1500","0","NONE","0","1032","0","SummerEnemyA","0","NONE","0","AccelBoardA","3000","0","700","NONE","NONE"
"NONE","0","NONE","AccelBoardA","NONE","1400","0","NONE","3100","1033","0","SummerEnemyA","0","NONE","0","BeachTrap","2200","0","700","SpeedTerritoryA","NONE"
"SpeedTerritoryB","0","SummerJumpOverEnemyA","BeachJumpOverTrap","NONE","1000","3500","NONE","2500","1034","0","SummerJumpOverEnemyC","0","NONE","0","BeachTrap","2000","3000","500","SummerJumpOverEnemyD","NONE"
"BeachTrap_NoCall","0","EnemyB_NoColl","SummerEnemyC","NONE","800","2700","NONE","1500","1035","0","BeachTrap","0","NONE","3100","BeachJumpOverTrap","1200","2300","400","Balloon","EnemyB_NoColl"
"NONE","0","NONE","SpeedTerritoryA","NONE","1200","0","NONE","0","1036","0","BeachTrap","0","NONE","0","AccelBoardA","2700","0","500","NONE","NONE"
"NONE","0","NONE","AccelBoardA","NONE","1000","0","NONE","3000","1037","0","BeachTrap","0","NONE","0","SummerEnemyD","2000","0","500","AccelBoardA","NONE"
"AccelBoardA","0","AccelBoardA","WaterMelon","NONE","1000","3500","NONE","2700","1038","0","AccelBoardA","0","NONE","0","SpeedTerritoryB","2200","3000","500","EnemyB","NONE"
"NONE","0","NONE","BeachTrap","NONE","1700","0","NONE","2400","1039","0","WarpGateA","0","NONE","0","SpeedTerritoryA","2500","3100","800","NONE","NONE"
"NONE","0","WarpGateA","SummerEnemyC","NONE","1000","0","NONE","1800","1040","0","SummerJumpOverEnemyA","0","NONE","0","EnemyB","1400","2500","500","SummerJumpOverEnemyA","NONE"
"NONE","0","AccelBoardA","BeachTrap","NONE","1500","0","NONE","2800","1041","0","AccelBoardA","0","NONE","0","BeachTrap","2000","3300","1000","SummerEnemyC","NONE"
"AccelBoardA","0","SummerJumpOverEnemyA","BeachTrap","NONE","900","3300","NONE","1800","1042","0","AccelBoardA","0","NONE","0","BeachTrap","1300","2700","500","WaterMelon","NONE"
"NONE","0","BeachTrap","SummerEnemyB","NONE","1100","0","NONE","2200","1043","0","AccelBoardA","0","NONE","0","AccelBoardA","1500","2700","500","SummerEnemyC","NONE"
"NONE","0","NONE","SummerEnemyB","NONE","1400","0","NONE","3300","1044","0","BeachJumpBoard","0","NONE","0","AccelBoardA","2300","0","500","SpeedTerritoryB","NONE"
"NONE","0","NONE","AccelBoardA","NONE","1900","0","NONE","2700","1045","0","AccelBoardA","0","NONE","0","EnemyB","2300","0","1280","AccelBoardA","NONE"
"NONE","0","BeachJumpBoard","AccelBoardA","NONE","900","0","NONE","2000","1046","0","AccelBoardA","0","NONE","0","AccelBoardA","1300","2500","400","EnemyB","NONE"
"NONE","0","NONE","AccelBoardA","NONE","1500","0","NONE","0","1047","0","WarpGateA","0","NONE","0","SpeedTerritoryB","2400","0","700","NONE","NONE"
"NONE","0","NONE","AccelBoardA","NONE","1600","0","NONE","3100","1048","0","BeachTrap","0","NONE","0","SummerEnemyD","2500","0","550","BeachTrap","NONE"
"BeachTrap","0","BeachTrap","WaterMelon","NONE","1000","3500","NONE","2500","1049","0","AccelBoardA","0","NONE","0","SpeedTerritoryB","2000","3000","500","BeachJumpOverTrap","NONE"
"BeachJumpOverTrap","0","BeachJumpOverTrap","BeachJumpOverTrap","NONE","1200","3600","NONE","2400","1050","0","BeachJumpOverTrap","0","NONE","0","BeachJumpOverTrap","1800","3000","600","BeachJumpOverTrap","NONE"
"NONE","0","NONE","BeachJumpBoard","NONE","1300","0","NONE","3000","1051","0","BeachJumpBoard","0","NONE","0","BeachJumpBoard","2200","0","500","BeachJumpBoard","NONE"
"NONE","0","NONE","BeachJumpBoard","NONE","1200","0","NONE","3500","1052","0","BeachJumpBoard","0","NONE","0","BeachJumpBoard","2100","0","300","SpeedTerritoryA","NONE"
"BeachTrap","0","BeachTrap","BeachJumpOverTrap","NONE","1200","3600","NONE","2400","1053","0","BeachJumpOverTrap","0","NONE","0","BeachJumpOverTrap","1800","3000","600","BeachTrap","NONE"
"NONE","0","NONE","NONE","NONE","0","0","NONE","0","1054","0","NONE","0","NONE","0","BeachJumpBoard","0","0","500","NONE","NONE"
"NONE","0","NONE","BeachJumpBoard","NONE","1200","0","NONE","3500","1055","0","BeachJumpBoard","0","NONE","0","BeachJumpBoard","2100","0","300","EnemyB","NONE"
"BeachTrap","0","BeachJumpOverTrap","BeachJumpOverTrap","NONE","1200","3600","NONE","2400","1056","0","BeachJumpOverTrap","0","NONE","0","BeachJumpOverTrap","1800","3000","600","BeachJumpOverTrap","NONE"
"NONE","0","NONE","BeachJumpBoard","NONE","1500","0","NONE","0","1057","0","BeachJumpBoard","0","NONE","0","BeachJumpBoard","2500","0","500","NONE","NONE"
"NONE","0","NONE","BeachJumpBoard","NONE","1200","0","NONE","3500","1058","0","BeachJumpBoard","0","NONE","0","BeachJumpBoard","2100","0","300","SummerEnemyC","NONE"
"BeachTrap","0","BeachTrap","BeachJumpOverTrap","NONE","1200","3600","NONE","2400","1059","0","BeachJumpOverTrap","0","NONE","0","BeachJumpOverTrap","1800","3000","600","BeachJumpOverTrap","NONE"
"NONE","0","NONE","BeachJumpBoard","NONE","2500","0","NONE","0","1060","0","NONE","0","NONE","0","BeachJumpBoard","0","0","1300","NONE","NONE"
"NONE","0","NONE","BeachJumpBoard","NONE","1200","0","NONE","3500","1061","0","BeachJumpBoard","0","NONE","0","BeachJumpBoard","2100","0","300","SummerJumpOverEnemyB","NONE"
"NONE","0","BeachJumpOverTrap","BeachTrap","NONE","1200","0","NONE","2600","1062","0","AccelBoardA","0","NONE","0","SummerEnemyD","1800","3300","500","BeachJumpOverTrap","NONE"
"NONE","0","NONE","SpeedTerritoryB","NONE","2300","0","NONE","0","1063","0","AccelBoardA","0","NONE","0","BeachJumpBoard","3300","0","700","NONE","NONE"
"SummerEnemyG","0","ShellFlyingItem","ShaveIce","NONE","1200","2800","NONE","2000","1064","0","ShellFlyingItem","0","NONE","3200","SpeedTerritoryB","1600","2400","600","EnemyB","ShellFlyingItem"
"SummerEnemyA","0","ShellFlyingItem","BeachTrap","NONE","800","2400","SummerEnemyG","1600","1065","3200","ShaveIce","3600","SummerEnemyG","2800","SummerEnemyD","1200","2000","400","EnemyB","ShellFlyingItem"
"SummerEnemyC","0","EnemyB","SummerEnemyA_NoColl","NONE","800","2800","NONE","2000","1066","3600","SummerEnemyG","0","SummerEnemyG","3200","BeachJumpBoard","1600","2400","400","ShaveIce","SummerEnemyG"
"EnemyB","0","ShaveIce","AccelBoardA","NONE","1100","3200","NONE","2400","1067","0","AccelBoardA","0","NONE","3600","AccelBoardA","1800","2800","400","SpeedTerritoryA","SummerEnemyA"
"NONE","0","NONE","WaterMelon","NONE","1300","0","NONE","2700","1068","0","WaterMelon","0","NONE","0","WaterMelon","2000","0","300","ShaveIce","NONE"
"NONE","0","NONE","WaterMelon","NONE","1200","0","NONE","3200","1069","0","WaterMelon","0","NONE","0","WaterMelon","2200","0","300","WaterMelon","NONE"
"NONE","0","NONE","WaterMelon","NONE","1150","0","NONE","2550","1070","0","WaterMelon","0","NONE","0","WaterMelon","1850","0","300","ShaveIce","NONE"
"NONE","0","NONE","WaterMelon","NONE","1000","0","NONE","2400","1071","0","WaterMelon","0","NONE","0","WaterMelon","1700","0","300","ShaveIce","NONE"
"NONE","0","NONE","SpeedTerritoryB","NONE","800","0","NONE","1600","1072","0","SummerEnemyA","0","NONE","0","BeachTrap","1200","0","400","WaterMelon","NONE"
"NONE","0","NONE","SpeedTerritoryB","NONE","800","0","NONE","1600","1073","0","SummerEnemyB","0","NONE","0","BeachTrap","1200","0","400","Balloon","NONE"
"NONE","0","NONE","SpeedTerritoryB","NONE","800","0","NONE","1600","1074","0","SummerEnemyC","0","NONE","0","BeachTrap","1200","0","400","BeachJumpBoard","NONE"
"NONE","0","NONE","SpeedTerritoryB","NONE","800","0","NONE","1600","1075","0","SummerEnemyD","0","NONE","0","BeachTrap","1200","0","400","ShaveIce","NONE"
"ShellFlyingItem","0","EnemyB","SummerJumpOverEnemyC","NONE","800","3000","NONE","1800","1076","0","EnemyB","0","NONE","3600","SummerEnemyD","1200","2400","400","ShaveIce","SummerEnemyG"
"EnemyB","0","SummerEnemyC","WaterMelon","NONE","800","3200","NONE","2000","1077","0","SpeedTerritoryA","0","NONE","3600","SpeedTerritoryA","1600","2600","400","ShaveIce","SummerEnemyG"
"SummerEnemyG","0","BeachJumpOverTrap","ShellFlyingItem","NONE","800","3600","NONE","2000","1078","0","SummerEnemyB","0","NONE","3600","Surf","1600","2800","400","SummerEnemyG","NONE"
"ShellFlyingItem","0","ShellFlyingItem","BeachJumpOverTrap","NONE","800","2400","NONE","1600","1079","0","BeachTrap","0","NONE","2800","BeachTrap","1200","2000","400","Surf","SummerEnemyB"
"Surf","0","SummerEnemyC","SummerEnemyA_NoColl","NONE","700","2000","SummerEnemyB","1300","1080","2800","BeachTrap_NoCall","3200","ShellFlyingItem","2400","BeachJumpBoard","1000","1600","400","SummerEnemyB","SummerEnemyB"
"BeachTrap","0","SummerEnemyB","Surf","NONE","800","2800","NONE","1600","1081","0","ShellFlyingItem","0","NONE","3600","SummerEnemyA","1200","2000","400","SummerEnemyB","BeachJumpOverTrap"
"SummerEnemyB","0","SummerEnemyB","ShellFlyingItem","NONE","800","3200","NONE","2000","1082","0","BeachTrap","0","NONE","3600","SurfB","1600","2400","400","SurfB","BeachJumpOverTrap"
"SummerEnemyC","0","Surf","SurfB","NONE","800","2600","NONE","1800","1083","3400","ShellFlyingItem","0","SummerEnemyG","3000","SpeedTerritoryA","1100","2000","400","SummerEnemyB","ShellFlyingItem"
"SummerEnemyG","0","SurfB","EnemyB","NONE","800","2800","NONE","1800","1084","0","ShellFlyingItem","0","NONE","3600","Surf","1500","2500","300","SummerEnemyC","SummerEnemyC"
"SummerEnemyG","0","SurfB","EnemyB","NONE","800","2800","NONE","1800","1085","0","BeachJumpOverTrap","0","NONE","3600","SurfB","1500","2500","300","SummerEnemyC","SummerEnemyC"
"SummerEnemyG","0","SurfB","EnemyB","NONE","800","2800","NONE","1800","1086","0","ShellFlyingItem","0","NONE","3600","Surf","1500","2500","300","SummerEnemyC","BeachJumpOverTrap"
"SummerEnemyG","0","SurfB","EnemyB","NONE","800","2800","NONE","1800","1087","0","ShellFlyingItem","0","NONE","3600","Surf","1500","2500","300","SummerEnemyC","BeachTrap"
"NONE","0","NONE","NONE","NONE","0","0","NONE","0","1088","0","NONE","0","NONE","0","Carpet500","0","0","400","NONE","NONE"
"BeachJumpOverTrap","0","AccelBoardA","SummerEnemyB","NONE","1000","3000","NONE","2100","1089","0","BeachTrap","0","NONE","3500","SummerEnemyA","1500","2600","500","BeachJumpOverTrap","SummerJumpOverEnemyA"
"SummerEnemyC","0","SummerEnemyB","SpeedTerritoryA","NONE","900","2800","NONE","1900","1090","0","SummerJumpOverEnemyA","0","NONE","3300","BeachTrap","1500","2300","400","AccelBoardA","BeachTrap"
"NONE","0","SummerEnemyA","BeachTrap","NONE","1500","0","NONE","2700","1091","0","SummerEnemyA","0","NONE","0","WaterMelon","2200","3200","500","SummerEnemyB","NONE"
"BeachTrap","0","SpeedTerritoryA","SummerEnemyA","NONE","1100","3300","NONE","2200","1092","0","BeachTrap","0","NONE","0","BeachJumpOverTrap","1700","2600","600","SummerJumpOverEnemyA","NONE"
"SummerEnemyC","0","SummerEnemyG","EnemyB","NONE","900","3400","NONE","2600","1093","0","ShellFlyingItem","0","NONE","0","Surf","1500","3000","500","ShaveIce","NONE"
"SummerEnemyC","0","SummerEnemyG","BeachJumpOverTrap","NONE","800","3400","NONE","2000","1094","0","ShaveIce","0","NONE","0","SummerEnemyC","1300","2700","400","EnemyB","NONE"
"ShellFlyingItem","0","SummerEnemyC","WaterMelon","NONE","1000","3300","NONE","2300","1095","0","SpeedTerritoryA","0","NONE","0","BeachTrap","1900","2800","500","ShaveIce","NONE"
"SummerEnemyC","0","ShellFlyingItem","BeachJumpBoard","NONE","900","3500","NONE","2500","1096","0","SummerEnemyB","0","NONE","0","SummerJumpOverEnemyA","1800","3000","400","ShaveIce","NONE"
"SummerEnemyB","0","AccelBoardA","SpeedTerritoryA","NONE","800","3000","NONE","1900","1097","0","AccelBoardA","0","NONE","3400","SummerEnemyA","1400","2200","400","SummerEnemyC","SummerEnemyA"
"SummerEnemyB","0","SummerEnemyC","AccelBoardA","NONE","900","3000","NONE","1900","1098","0","SummerEnemyB","0","NONE","3300","BeachTrap","1500","2400","500","BeachTrap","BeachTrap"
"SummerEnemyB","0","SummerEnemyA","BeachTrap","NONE","800","3000","NONE","1900","1099","0","SummerEnemyC","0","NONE","0","SummerEnemyB","1400","2500","400","AccelBoardA","NONE"
"BeachTrap","0","SummerEnemyD","BeachTrap","NONE","900","3000","NONE","1900","1100","0","AccelBoardA","0","NONE","3400","SummerEnemyA","1300","2300","500","SpeedTerritoryA","SummerEnemyB"
"BeachTrap","0","SummerEnemyB","BeachTrap","NONE","1000","3300","NONE","2100","1101","0","SpeedTerritoryA","0","NONE","0","SummerEnemyA","1600","2700","600","SummerEnemyB","NONE"
"BeachTrap","0","SummerEnemyC","SummerEnemyA","NONE","900","2700","NONE","1900","1102","3400","AccelBoardA","0","SummerEnemyB","3000","BeachTrap","1500","2300","500","SummerEnemyB","SummerEnemyA"
"SpeedTerritoryA","0","SummerEnemyB","SummerEnemyC","NONE","1100","3300","NONE","1900","1103","0","BeachTrap","0","NONE","3600","SummerEnemyB","1500","2800","600","SpeedTerritoryA","SummerEnemyC"
"SummerEnemyA","0","AccelBoardA","SummerEnemyD","NONE","1000","2600","NONE","1800","1104","3300","BeachTrap","0","SummerEnemyC","2900","BeachTrap","1400","2200","600","SummerEnemyA","SpeedTerritoryA"
"SummerJumpOverEnemyC","0","SummerEnemyD","SummerJumpOverEnemyD","NONE","1000","2800","NONE","1900","1105","3500","SummerEnemyC","0","SummerEnemyA","3100","SummerJumpOverEnemyA","1500","2400","500","SummerEnemyA","SummerEnemyD"
"SummerEnemyD","0","SummerJumpOverEnemyB","SummerEnemyA","NONE","900","3100","NONE","2000","1106","0","SummerJumpOverEnemyB","0","NONE","3500","SummerJumpOverEnemyC","1500","2500","500","SummerEnemyD","SummerEnemyC"
"SummerJumpOverEnemyB","0","SummerEnemyA","SummerJumpOverEnemyC","NONE","1200","3400","NONE","2300","1107","0","SummerJumpOverEnemyC","0","NONE","0","SummerEnemyA","1800","2800","600","SummerJumpOverEnemyA","NONE"
"SummerEnemyB","0","SummerEnemyA","SummerEnemyD","NONE","1000","3500","NONE","2400","1108","0","SummerJumpOverEnemyA","0","NONE","0","SummerJumpOverEnemyB","1700","2900","500","SummerJumpOverEnemyC","NONE"
"NONE","0","SummerEnemyG","ShellFlyingItem","NONE","1000","0","NONE","2000","8001","0","SummerEnemyB","0","NONE","0","SurfC","1300","3000","700","SummerEnemyG","NONE"
"NONE","0","SummerEnemyG","SummerEnemyA","NONE","1000","0","NONE","2000","8002","0","EnemyB","0","NONE","0","SurfC","1300","3000","700","SummerEnemyA","NONE"
"SpeedTerritoryA","0","BeachJumpOverTrap","SummerEnemyA","NONE","1300","2500","NONE","1900","8003","3100","SummerJumpOverEnemyA","0","AccelBoardA","2800","SurfB","1600","2200","300","BeachTrap","SpeedTerritoryB"
"WaterMelon","0","WarpGateA","BeachJumpBoard","NONE","1300","3200","NONE","1800","8004","0","SummerEnemyA_NoColl","0","NONE","0","SurfB","1600","2200","300","SpeedTerritoryA_NoColl","NONE"
"NONE","0","NONE","Balloon","NONE","1300","0","NONE","2400","8005","0","SummerEnemyA_NoColl","0","NONE","0","SurfB","2000","0","300","SpeedTerritoryA_NoColl","NONE"
"SpeedTerritoryA","0","BeachJumpOverTrap","SummerEnemyA","NONE","300","1500","SurfB","900","8006","2100","SummerJumpOverEnemyA","3000","AccelBoardA","1800","NONE","600","1200","0","BeachTrap","SpeedTerritoryB"
"WaterMelon","0","WarpGateA","BeachJumpBoard","NONE","300","2200","NONE","800","8007","0","SummerEnemyA_NoColl","0","NONE","3000","NONE","600","1200","0","SpeedTerritoryA_NoColl","SurfB"
"NONE","0","SurfB","Balloon","NONE","300","0","NONE","1300","8008","0","SummerEnemyA_NoColl","0","NONE","0","NONE","1000","3000","0","SpeedTerritoryA_NoColl","NONE"
"NONE","0","NONE","NONE","NONE","300","0","NONE","1300","8009","0","NONE","0","NONE","0","NONE","1000","3000","0","NONE","NONE"
"NONE","0","NONE","AccelBoardA","NONE","1000","0","NONE","3100","9990","0","WarpGateA","0","NONE","0","AccelBoardA","2000","0","500","BeachJumpBoard","NONE"
"NONE","0","EnemyB","BeachTrap","NONE","800","3000","NONE","2000","9991","0","BeachTrap","0","NONE","0","AccelBoardA","1300","2500","500","SummerJumpOverEnemyB","NONE"
"BeachTrap","0","AccelBoardA","SummerEnemyC","NONE","1100","3300","NONE","2100","9992","0","SummerJumpOverEnemyB","0","NONE","0","AccelBoardA","1400","2800","500","EnemyB","NONE"
"SummerEnemyA","0","SummerEnemyB","SummerJumpOverEnemyA","NONE","1200","3300","NONE","2500","9993","0","SummerEnemyA","0","NONE","3600","AccelBoardA","2000","3000","500","AccelBoardA","SummerEnemyA"
"AccelBoardA","0","AccelBoardA","AccelBoardA","NONE","1000","3000","NONE","2000","9994","0","AccelBoardA","0","NONE","0","WaterMelon","1500","2500","300","AccelBoardA","NONE"
"SummerJumpOverEnemyA","0","BeachJumpOverTrap","EnemyB","NONE","900","3000","NONE","1700","9995","0","BeachJumpOverTrap","0","NONE","0","SummerJumpOverEnemyA","1400","2600","500","SpeedTerritoryA","NONE"
"NONE","0","NONE","WarpGateA","NONE","700","0","NONE","2700","9996","0","AccelBoardA","0","NONE","0","SummerJumpOverEnemyB","1900","0","400","AccelBoardA","NONE"
