211ebfc6b9cb5bcbcdb137ddd2b046adc7b46810d9df383f18644492f84e86b8,57cdfa0f7c8c02bec97b492720a930a115e00acf44e33207f9a1dd494b123f94,7c75977b105acab0ac4ee71057cc1480320a2a039b62b322704767b6fb860c50,0b4027f752ee16f7f8ad23e24c4759a179e18c5a5de0b84cd710800ab4b88b70,9350b8d95c4e35a2b61a25ec48d0d8475a796056aead6744e2f807d5769287f2,8619a5286550332423e9054801d9bbb8d721af194a6e10317383d84da1aa1aa8,03e6d18d6b06d73ac2fae07544d41fe867caa7dabbda2d5bdfcb4e5f281af9a5,92bc1e59c973ff84811bd817a2e187ec544ee01a002c69ba40e236a69a600218,c8acc9b36a83575aef3f1bf3003d87052b02cb30c1e224e39ed4b087ef7b7056,06883548315a1708135d379ebbb7759fcac41ef1519276262a95a5f1b9e0b1b1,983eacf908cace8b38d4527a0c45d3c82631a7e4fb0eb7de286cd10847c9b47c,6ab61ed3bb6aecbe7c95b443b64748c63bf497c249cb274e6d13b7c640710f36,49464bd98c07852a3fc4a975092cc2167cf4d78d8821bceb34c0bb96099ce030,bf26b83940a4660c973e9d647e5aceb0b88b13667ca8bc347d7c363f7e4a2532,fe8243c61062169e29e6679c0602fb19c4a4a9e3386f254237f796865608ea77,47e9933707196a4ce615e7c4b082919ebbf7019b3c682e27def3d0f0fa06f108,2b592012aeae3bd4e61c16cb936c591b5ada05170d6d86f29e582ae29548e7e9,f77c68db4ee2e7c71e5817eeaad04bd24c6ceb6f011bdc187f3aba19b4a7990f,362b7fcf57ec41e98584ddffb66961882c8e9e4dad6e43ab7d3a0219fd1ae3f6
"3","0","0","0","1","0","0","0","5","84","1","1.5","0","610017006","90","1","0","10017",""
"1","0","0","200","1","5019322","0","0","5","-50","4","1.5","5019321","610019004","90","1.25","610019401","10019",""
"2","0","50","0","1","5019323","0","0","5","-50","1","1.5","0","610019005","90","1.25","0","10019",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610019006","90","1.25","0","10019",""
"1","0","60","0","1","5021322","0","0","5","0","1","1.5","5021321","610021004","90","1","0","10021",""
"2","0","0","30","1","5021323","0","0","5","0","3","1.5","0","610021005","90","1","0","10021",""
"3","0","0","0","1","0","0","0","5","0","1","1.5","0","610021006","90","1","0","10021",""
"1","0","75","0","1","5023322","0","0","5","-50","1","1.5","5023321","610023004","135","1.25","0","10023",""
"2","0","25","0","1","5023323","0","0","5","-50","1","1.5","0","610023005","135","1.25","0","10023",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610023006","135","1.25","0","10023",""
"1","3","0","0","1","5025322","600","0","5","-50","2","5.5","5025321","610025004","140","1.25","610025401","10025",""
"2","0","50","0","1","5025323","0","0","5","-50","1","1.5","0","610025005","140","1.25","0","10025",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610025006","140","1.25","0","10025",""
"1","3","60","0","1","5027322","600","0","5","-50","1","5.5","5027321","610027004","145","1.25","0","10027",""
"2","0","0","0","1","5027323","600","0","5","-50","2","1.5","0","610027005","145","1.25","610027501","10027",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610027006","145","1.25","0","10027",""
"1","3","0","0","1","5029322","600","0","5","0","2","5.5","5029321","610029004","145","1.5","610029401","10029",""
"2","0","60","0","1","5029323","0","0","5","0","1","1.5","0","610029005","145","1.5","0","10029",""
"3","0","0","0","1","0","0","0","5","0","1","1.5","0","610029006","145","1.5","0","10029",""
"1","3","0","0","1","5031322","600","0","5","-50","2","5.5","5031321","610031004","150","1.25","610031401","10031",""
"2","0","50","0","1","5031323","0","0","5","-50","1","1.5","0","610031005","150","1.25","0","10031",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610031006","150","1.25","0","10031",""
"1","3","50","0","1","5033322","600","0","5","-50","1","5.5","5033321","610033004","150","1.25","0","10033",""
"2","0","0","0","1","5033323","600","0","5","-50","2","1.5","0","610033005","150","1.25","610033402","10033",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610033006","150","1.25","0","10033",""
"1","0","70","0","1","5011322","0","0","5","0","1","1.5","5011321","610034004","90","1.4","0","10034",""
"2","0","40","0","1","5011323","0","0","5","0","1","1.5","0","610034005","90","1.4","0","10034",""
"3","0","0","0","1","0","0","0","5","0","1","1.5","0","610034006","90","1.4","0","10034",""
"1","3","0","0","1","5035322","600","0","5","5","2","5.5","5035321","610035004","155","2.5","610035401","10035",""
"2","0","0","0","1","5035323","600","0","5","5","2","1.5","0","610035005","155","2.5","610035402","10035",""
"3","0","0","0","1","0","0","0","5","5","1","1.5","0","610035006","155","2.5","0","10035",""
"1","3","75","0","1","5036322","600","0","5","-50","1","5.5","5036321","610036004","155","0.4","0","10036",""
"2","0","20","0","1","5036323","600","0","5","-50","1","1.5","0","610036005","155","0.4","0","10036",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610036006","155","0.4","0","10036",""
"1","3","0","0","1","5012321","600","0","5","-50","2","1.5","0","610037004","90","1.5","610037401","10037",""
"2","0","53","0","1","5012322","0","0","5","-50","1","1.5","0","610037005","90","1.5","0","10037",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610037006","90","1.5","0","10037",""
"1","3","0","0","1","5038322","600","0","5","-20","2","5.5","5038321","610038004","155","1.8","610038401","10038",""
"2","0","55","0","1","5038323","0","0","5","-20","1","1.5","0","610038005","155","2","0","10038","310700_detail_idle"
"3","0","0","0","1","0","0","0","5","-20","1","1.5","0","610038006","155","1.8","0","10038",""
"1","3","0","0","1","5013321","600","0","5","50","2","1.5","0","610039004","90","0.9","610039401","10039",""
"2","0","50","0","1","5013322","0","0","5","84","1","1.5","0","610039005","90","1","0","10039",""
"3","0","0","0","1","0","0","0","5","84","1","1.5","0","610039006","90","1","0","10039",""
"1","3","0","0","1","5040322","600","0","5","-20","2","5.5","5040321","610040004","160","1.5","610040401","10040",""
"2","0","60","0","1","5040323","0","0","5","-35","1","1.5","0","610040005","160","1.7","0","10040",""
"3","0","0","0","1","0","0","0","5","-35","1","1.5","0","610040006","160","1.7","0","10040",""
"1","3","0","0","1","5015321","600","0","5","1","2","1.5","0","610041004","90","0.9","610041401","10041",""
"2","0","42","0","1","5015322","0","0","5","-50","1","1.5","0","610041005","90","1.3","0","10041",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610041006","90","1.3","0","10041",""
"1","0","60","6500000","1","5042322","0","0","5","-20","5","5.5","5042321","610042004","160","1.7","0","10042",""
"2","3","0","0","1","5042323","600","0","5","-20","2","1.5","0","610042005","160","1.61","610042402","10042","311100_detail_idle"
"3","0","0","0","1","0","0","0","5","-20","1","1.5","0","610042006","160","1.7","0","10042",""
"1","0","0","200","1","5019322","0","0","5","-50","4","1.5","5019321","610043004","90","1.25","610043401","10043",""
"2","0","67","0","1","5019323","0","0","5","-50","1","1.5","0","610043005","90","1.25","0","10043",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610043006","90","1.25","0","10043",""
"1","3","70","0","1","5044322","600","0","5","-54","1","1.5","5044321","610044004","166","1.8","0","10044",""
"2","0","30","0","1","5044323","0","0","5","-54","1","1.5","0","610044005","166","1.8","0","10044",""
"3","0","0","0","1","0","0","0","5","-54","1","1.5","0","610044006","166","1.8","0","10044",""
"1","0","65","0","1","5021322","0","0","5","0","1","1.5","5021321","610045004","90","1","0","10045",""
"2","0","0","30","1","5021323","0","0","5","0","3","1.5","0","610045005","90","1","0","10045",""
"3","0","0","0","1","0","0","0","5","0","1","1.5","0","610045006","90","1","0","10045",""
"1","0","30","0","1","5046322","0","0","5","-35","1","5.5","5046321","610046004","169","1.7","0","10046",""
"2","3","0","0","1","5046323","600","0","5","-15","2","1.5","0","610046005","169","1.7","610046402","10046",""
"3","0","0","0","1","0","0","0","5","-35","1","1.5","0","610046006","169","1.7","0","10046",""
"1","0","75","0","1","5023322","0","0","5","-50","1","1.5","5023321","610047004","90","1.25","0","10047",""
"2","0","40","0","1","5023323","0","0","5","-50","1","1.5","0","610047005","90","1.25","0","10047",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610047006","90","1.25","0","10047",""
"1","0","35","0","1","5048322","0","0","5","-35","1","5.5","5048321","610048004","172","1.25","0","10048",""
"2","3","0","0","1","5048323","600","0","5","-35","2","1.5","0","610048005","172","1.25","610048402","10048",""
"3","0","0","0","1","0","0","0","5","-35","1","1.5","0","610048006","172","1.25","0","10048",""
"1","3","0","0","1","5025322","600","0","5","-50","2","5.5","5025321","610049004","90","1.25","610049401","10049",""
"2","0","63","0","1","5025323","0","0","5","-50","1","1.5","0","610049005","90","1.25","0","10049",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610049006","90","1.25","0","10049",""
"1","0","0","35","1","5050322","0","0","5","-35","3","5.5","5050321","610050004","175","1.25","610050401","10050",""
"2","0","75","0","1","5050323","0","0","5","-35","1","1.5","0","610050005","175","1.25","0","10050",""
"3","0","0","0","1","0","0","0","5","-35","1","1.5","0","610050006","175","1.25","0","10050",""
"1","3","80","0","1","5027322","600","0","5","-50","1","5.5","5027321","610051004","130","1.25","0","10051",""
"2","0","0","0","1","5027323","600","0","5","-50","2","1.5","0","610051005","130","1.25","610051501","10051",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610051006","130","1.25","0","10051",""
"1","0","79","0","1","5052322","0","0","5","-75","1","5.5","5052321","610052004","178","1.7","0","10052",""
"2","0","36","0","1","5052323","0","0","5","-75","1","1.5","0","610052005","178","1.7","0","10052",""
"3","0","0","0","1","0","0","0","5","-75","1","1.5","0","610052006","178","1.7","0","10052",""
"1","3","0","0","1","5017321","600","0","5","50","2","1.5","0","610053004","133","0.9","610053401","10053",""
"2","0","69","0","1","5017322","0","0","5","84","1","1.5","0","610053005","133","1","0","10053",""
"3","0","0","0","1","0","0","0","5","84","1","1.5","0","610053006","133","1","0","10053",""
"1","0","28","0","1","5054322","0","0","5","-75","1","5.5","5054321","610054004","181","1.7","0","10054",""
"2","0","0","0","1","5054323","600","0","5","-40","2","1.5","0","610054005","181","1.3","610054402","10054",""
"3","0","0","0","1","0","0","0","5","-75","1","1.5","0","610054006","181","1.7","0","10054",""
"1","3","0","0","1","5029322","600","0","5","0","2","5.5","5029321","610055004","136","1.5","610055401","10055",""
"2","0","73","0","1","5029323","0","0","5","0","1","1.5","0","610055005","136","1.5","0","10055",""
"3","0","0","0","1","0","0","0","5","0","1","1.5","0","610055006","136","1.5","0","10055",""
"1","3","80","0","1","5056322","600","0","5","-20","1","5.5","5056321","610056004","175","2","0","10056",""
"2","0","55","0","1","5056323","0","0","5","-20","1","1.5","0","610056005","175","2","0","10056",""
"3","0","0","0","1","0","0","0","5","-20","1","1.5","0","610056006","175","2","0","10056",""
"1","3","0","0","1","5031322","600","0","5","-50","2","5.5","5031321","610057004","139","1.25","610057401","10057",""
"2","0","60","0","1","5031323","0","0","5","-50","1","1.5","0","610057005","139","1.25","0","10057",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610057006","139","1.25","0","10057",""
"1","3","0","35","1","5058322","600","0","5","5","3","5.5","5058321","610058004","178","1.75","610058401","10058",""
"2","0","68","0","1","5058323","600","0","5","5","1","1.5","0","610058005","178","1.75","0","10058",""
"3","0","0","0","1","0","0","0","5","5","1","1.5","0","610058006","178","1.75","0","10058",""
"1","3","75","0","1","5059322","600","0","5","-20","1","5.5","5059321","610059004","178","1.55","0","10059",""
"2","0","0","0","1","5059323","600","0","5","0","2","1.5","0","610059005","178","1.15","610059402","10059",""
"3","0","0","0","1","0","0","0","5","-20","1","1.5","0","610059006","178","1.55","0","10059",""
"1","3","56","0","1","5033322","600","0","5","-50","1","5.5","5033321","610060004","142","1.25","0","10060",""
"2","0","0","0","1","5033323","600","0","5","-50","2","1.5","0","610060005","142","1.25","610060402","10060",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610060006","142","1.25","0","10060",""
"1","3","0","0","1","5061322","600","0","5","-47","2","5.5","5061321","610061004","181","0.83","610061401","10061",""
"2","0","80","0","1","5061323","600","0","5","-47","1","1.5","0","610061005","181","0.83","0","10061",""
"3","0","0","0","1","0","0","0","5","-47","1","1.5","0","610061006","181","0.83","0","10061",""
"1","3","0","0","1","5035322","600","0","5","5","2","5.5","5035321","610062004","145","2.5","610062401","10062",""
"2","0","0","0","1","5035323","600","0","5","5","2","1.5","0","610062005","145","2.5","610062402","10062",""
"3","0","0","0","1","0","0","0","5","5","1","1.5","0","610062006","145","2.5","0","10062",""
"1","3","73","0","1","5036322","600","0","5","-50","1","5.5","5036321","610063004","145","0.4","0","10063",""
"2","0","37","0","1","5036323","600","0","5","-50","1","1.5","0","610063005","145","0.4","0","10063",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610063006","145","0.4","0","10063",""
"1","3","67","0","1","5064322","600","0","5","-50","1","5.5","5064321","610064004","184","1.25","0","10064",""
"2","0","40","0","1","5064323","600","0","5","-50","1","1.5","0","610064005","184","1.25","0","10064",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610064006","184","1.25","0","10064",""
"1","3","0","0","1","5038322","600","0","5","-20","2","5.5","5038321","610065004","148","1.5","610065401","10065",""
"2","0","67","0","1","5038323","0","0","5","-20","1","1.5","0","610065005","148","2","0","10065","310700_detail_idle"
"3","0","0","0","1","0","0","0","5","-20","1","1.5","0","610065006","148","1.8","0","10065",""
"1","3","94","9000000","1","5066322","600","0","5","-50","5","5.5","5066321","610066004","186","1","610066401","10066",""
"2","0","0","0","1","5066323","600","0","5","-50","2","1.5","0","610066005","186","1","610066402","10066",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610066006","186","1","0","10066",""
"1","3","0","0","1","5040322","600","0","5","-20","2","5.5","5040321","610067004","151","1.5","610067401","10067",""
"2","0","68","0","1","5040323","0","0","5","-35","1","1.5","0","610067005","151","1.7","0","10067",""
"3","0","0","0","1","0","0","0","5","-35","1","1.5","0","610067006","151","1.7","0","10067",""
"1","3","56","0","1","5068322","600","0","5","-47","1","5.5","5068321","610068004","189","1.7","0","10068",""
"2","0","0","0","1","5068323","600","0","5","-47","2","1.5","0","610068005","189","1.5","610068402","10068",""
"3","0","0","0","1","0","0","0","5","-47","1","1.5","0","610068006","189","1.7","0","10068",""
"1","0","72","2400000","1","5042322","0","0","5","-20","5","5.5","5042321","610069004","154","1.7","0","10069",""
"2","3","0","0","1","5042323","600","0","5","-20","2","1.5","0","610069005","154","1.7","610069402","10069","311100_detail_idle"
"3","0","0","0","1","0","0","0","5","-20","1","1.5","0","610069006","154","1.7","0","10069",""
"1","3","0","0","1","5070322","600","1","5","-50","2","5.5","5070321","610070004","192","2","610070401","10070",""
"2","0","0","0","1","5070323","600","1","5","-50","2","1.5","0","610070005","192","2","610070402","10070",""
"3","0","0","0","1","0","0","0","0","-50","1","1.5","0","610070006","192","2","0","10070",""
"1","3","72","0","1","5044322","600","0","5","-54","1","1.5","5044321","610071004","157","1.8","0","10071",""
"2","0","44","0","1","5044323","0","0","5","-54","1","1.5","0","610071005","157","1.8","0","10071",""
"3","0","0","0","1","0","0","0","5","-54","1","1.5","0","610071006","157","1.8","0","10071",""
"1","3","0","30","1","5072322","600","0","5","-120","3","5.5","5072321","610072004","195","1.3","610072401","10072",""
"2","0","0","0","1","5072323","600","0","5","-80","2","1.5","0","610072005","195","1","610072402","10072",""
"3","0","0","0","1","0","0","0","5","-120","1","1.5","0","610072006","195","1.3","0","10072",""
"1","0","60","0","1","5046322","0","0","5","-35","1","5.5","5046321","610073004","160","1.7","0","10073",""
"2","3","0","0","1","5046323","600","0","5","-15","2","1.5","0","610073005","160","1.7","610073402","10073",""
"3","0","0","0","1","0","0","0","5","-35","1","1.5","0","610073006","160","1.7","0","10073",""
"1","3","0","0","1","5074322","600","0","5","-30","2","5.5","5074321","610074004","198","1.18","610074401","10074",""
"2","0","0","40","1","5074323","600","0","5","-30","3","1.5","0","610074005","198","1.55","610074402","10074",""
"3","0","0","0","1","0","0","0","5","-45","1","1.5","0","610074006","198","1.55","0","10074",""
"1","0","71","0","1","5048322","0","0","5","-35","1","5.5","5048321","610075004","163","1.25","0","10075",""
"2","3","0","0","1","5048323","600","0","5","-35","2","1.5","0","610075005","163","1.25","610075402","10075",""
"3","0","0","0","1","0","0","0","5","-35","1","1.5","0","610075006","163","1.25","0","10075",""
"1","3","0","0","1","5076322","600","0","5","-40","2","5.5","5076321","610076004","200","2.2","610076401","10076",""
"2","0","97","0","1","5076323","0","0","5","-40","1","1.5","0","610076005","200","2.4","610076402","10076",""
"3","0","0","0","1","0","0","0","5","-55","1","1.5","0","610076006","200","2.4","0","10076",""
"1","0","0","35","1","5050322","0","0","5","-35","3","5.5","5050321","610077004","166","1.25","610077401","10077",""
"2","0","49","0","1","5050323","0","0","5","-35","1","1.5","0","610077005","166","1.25","0","10077",""
"3","0","0","0","1","0","0","0","5","-35","1","1.5","0","610077006","166","1.25","0","10077",""
"1","0","79","0","1","5078322","0","0","5","-45","1","1.5","5078321","610078004","203","1.55","0","10078",""
"2","0","0","490","1","5078323","0","0","5","-45","4","1.5","0","610078005","203","1.55","0","10078",""
"3","0","0","0","1","0","0","0","5","-45","1","1.5","0","610078006","203","1.55","0","10078",""
"1","0","77","0","1","5052322","0","0","5","-75","1","5.5","5052321","610079004","169","1.7","0","10079",""
"2","0","47","0","1","5052323","0","0","5","-75","1","1.5","0","610079005","169","1.7","0","10079",""
"3","0","0","0","1","0","0","0","5","-75","1","1.5","0","610079006","169","1.7","0","10079",""
"1","3","0","0","1","5080322","600","0","5","-70","2","5.5","5080321","610080004","206","1.4","610080401","10080",""
"2","0","67","0","1","5080323","0","0","5","-70","1","1.5","0","610080005","206","1.5","610080402","10080",""
"3","0","0","0","1","0","0","0","5","-70","1","1.5","0","610080006","206","1.5","0","10080",""
"1","0","48","0","1","5054322","0","0","5","-75","1","5.5","5054321","610081004","172","1.7","0","10081",""
"2","0","0","0","1","5054323","600","0","5","-40","2","1.5","0","610081005","172","1.3","610081402","10081",""
"3","0","0","0","1","0","0","0","5","-75","1","1.5","0","610081006","172","1.7","0","10081",""
"1","3","0","20","1","5082322","600","0","5","-20","3","5.5","5082321","610082004","209","2","610082401","10082",""
"2","0","49","0","1","5082323","0","0","5","-20","1","1.5","0","610082005","209","2","0","10082",""
"3","0","0","0","1","0","0","0","5","-20","1","1.5","0","610082006","209","2","0","10082",""
"1","3","77","0","1","5056322","600","0","5","-20","1","5.5","5056321","610083004","172","2","0","10083",""
"2","0","45","0","1","5056323","0","0","5","-20","1","1.5","0","610083005","172","2","0","10083",""
"3","0","0","0","1","0","0","0","5","-20","1","1.5","0","610083006","172","2","0","10083",""
"1","3","0","0","1","5084322","600","0","5","5","2","5.5","5084321","610084004","212","1.35","610084401","10084",""
"2","0","0","10","1","5084323","600","0","5","5","3","1.5","0","610084005","212","1.35","0","10084",""
"3","0","0","0","1","0","0","0","5","5","1","1.5","0","610084006","212","1.35","0","10084",""
"1","3","0","0","1","5085322","600","0","5","-20","2","5.5","5085321","610085004","212","0.95","610085401","10085",""
"2","0","75","0","1","5085323","600","0","5","-20","1","1.5","0","610085005","212","1.2","0","10085",""
"3","0","0","0","1","0","0","0","5","-20","1","1.5","0","610085006","212","1.2","0","10085",""
"1","3","0","20","1","5058322","600","0","5","5","3","5.5","5058321","610086004","172","1.75","610086401","10086",""
"2","0","70","0","1","5058323","600","0","5","5","1","1.5","0","610086005","172","1.75","0","10086",""
"3","0","0","0","1","0","0","0","5","5","1","1.5","0","610086006","172","1.75","0","10086",""
"1","3","71","0","1","5059322","600","0","5","-20","1","5.5","5059321","610087004","172","1.55","0","10087",""
"2","0","0","0","1","5059323","600","0","5","0","2","1.5","0","610087005","172","1.15","610087402","10087",""
"3","0","0","0","1","0","0","0","5","-20","1","1.5","0","610087006","172","1.55","0","10087",""
"1","3","0","15","1","5088322","600","0","5","-70","3","5.5","5088321","610088004","215","1.4","610088401","10088",""
"2","0","75","0","1","5088323","0","0","5","-70","1","1.5","0","610088005","215","1.5","610088402","10088",""
"3","0","0","0","1","0","0","0","5","-70","1","1.5","0","610088006","215","1.5","0","10088",""
"1","3","0","0","1","5061322","600","0","5","-47","2","5.5","5061321","610089004","172","0.83","610089401","10089",""
"2","0","60","0","1","5061323","600","0","5","-47","1","1.5","0","610089005","172","0.83","0","10089",""
"3","0","0","0","1","0","0","0","5","-47","1","1.5","0","610089006","172","0.83","0","10089",""
"1","3","78","0","1","5090322","600","0","5","-45","1","5.5","5090321","610090004","218","1.18","0","10090",""
"2","0","0","550","1","5090323","0","0","5","-45","4","1.5","0","610090005","218","1.18","0","10090",""
"3","0","0","0","1","0","0","0","5","-45","1","1.5","0","610090006","218","1.18","0","10090",""
"1","3","76","0","1","5064322","600","0","5","-50","1","5.5","5064321","610091004","172","1.25","0","10091",""
"2","0","50","0","1","5064323","600","0","5","-50","1","1.5","0","610091005","172","1.25","0","10091",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610091006","172","1.25","0","10091",""
"1","3","60","0","1","5092322","600","0","5","-50","1","5.5","5092321","610092004","220","1.4","0","10092",""
"2","0","0","0","1","5092323","600","0","5","-20","2","1.5","0","610092005","220","1.15","610092402","10092",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610092006","220","1.4","0","10092",""
"1","3","75","2500000","1","5066322","600","0","5","-50","5","5.5","5066321","610093004","172","1","610093401","10093",""
"2","0","0","0","1","5066323","600","0","5","-50","2","1.5","0","610093005","172","1","610093402","10093",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610093006","172","1","0","10093",""
"1","3","0","10","1","5094322","600","0","5","-50","3","5.5","5094321","610094004","223","2.2","610094401","10094",""
"2","0","84","0","1","5094323","0","0","5","-50","1","1.5","0","610094005","223","2.2","0","10094",""
"3","0","0","0","1","0","0","0","5","-50","1","1.5","0","610094006","223","2.2","0","10094",""
"1","3","66","0","1","5068322","600","0","5","-47","1","5.5","5068321","610095004","172","1.7","0","10095",""
"2","0","0","0","1","5068323","600","0","5","-47","2","1.5","0","610095005","172","1.5","610095402","10095",""
"3","0","0","0","1","0","0","0","5","-47","1","1.5","0","610095006","172","1.7","0","10095",""
"1","3","76","0","1","5096322","600","0","5","-120","1","5.5","5096321","610096004","226","1.3","0","10096",""
"2","0","0","0","1","5096323","600","0","5","-80","2","1.5","0","610096005","226","1","610096402","10096",""
"3","0","0","0","1","0","0","0","5","-120","1","1.5","0","610096006","226","1.3","0","10096",""
"1","3","0","0","1","5070322","600","1","5","-50","2","5.5","5070321","610097004","172","2","610097401","10097",""
"2","0","0","0","1","5070323","600","1","5","-50","2","1.5","0","610097005","172","2","610097402","10097",""
"3","0","0","0","1","0","0","0","0","-50","1","1.5","0","610097006","172","2","0","10097",""
"1","3","0","0","1","5098322","600","0","5","-120","2","5.5","5098321","610098004","229","1.3","610098401","10098",""
"2","0","0","0","1","5098323","600","0","5","-80","2","1.5","0","610098005","229","1.1","610098402","10098",""
"3","0","0","0","1","0","0","0","5","-85","1","1.5","0","610098006","229","1.3","0","10098",""
"1","3","0","25","1","5072322","600","0","5","-100","3","5.5","5072321","610099004","172","1.3","610099401","10099",""
"2","0","0","0","1","5072323","600","0","5","-80","2","1.5","0","610099005","172","1","610099402","10099",""
"3","0","0","0","1","0","0","0","5","-120","1","1.5","0","610099006","172","1.3","0","10099",""
"1","3","0","0","1","5100322","600","0","5","-50","2","5.5","5100321","610100004","232","1.1","610100401","10100",""
"2","0","70","0","1","5100323","600","0","5","-70","1","1.5","0","610100005","232","1.5","0","10100",""
"3","0","0","0","1","0","0","0","5","-70","1","1.5","0","610100006","232","1.5","610100110","10100",""
"1","3","0","0","1","5074322","600","0","5","-30","2","5.5","5074321","610101004","175","1.18","610101401","10101",""
"2","0","0","25","1","5074323","600","0","5","-30","3","1.5","0","610101005","175","1.55","610101402","10101",""
"3","0","0","0","1","0","0","0","5","-45","1","1.5","0","610101006","175","1.55","0","10101",""
"1","3","32","0","1","5102322","600","0","5","-85","1","5.5","5102321","610102004","235","1.25","0","10102",""
"2","0","0","0","1","5102323","600","0","5","-80","2","1.5","0","610102005","235","1.1","610102402","10102",""
"3","0","0","0","1","0","0","0","5","-85","1","1.5","0","610102006","235","1.25","0","10102",""
"1","3","0","0","1","5076322","600","0","5","-40","2","5.5","5076321","610103004","178","2.2","610103401","10103",""
"2","0","97","0","1","5076323","0","0","5","-40","1","1.5","0","610103005","178","2.4","610103402","10103",""
