bd675ccc0f23e0876c14a394f9e0b05d14d37e168326c9cc88da221179c783e7,b01d7ad4f1b04d05809d71969c42002626ef7e92cd99b9a2b93e5fea6bb4d15a,d2b2dcc104399371ec0a116890eb4e2cc648f2fb0fda675274e00a725fa2f854,1360076a8948bb9e56507b04f8703552976f9ef6de6f3fa9c4e93969bbb74c6e,e4eb255e7708d25f5285e2aa56a4dc2b3d9e08be216774d6ddeff2afb9703be3,066ea473ca313cfdb09148ce9981b8be58b0d403a831528ca148b8ba48fd761f,221f1603416e127c3ffddd8bf8d3b455533e0bac171b6e6cb51f424075f5f765,4892375c9764923903c00ed973a48128ab351a2b4f353471d83c38591947de63,697bd432c9f75c11ea1b7e3b6d2041f334b8e6a0fe334ede221e40ba09eb9c91,af6b6d8db96fea50bc993283886b28eae799cf38d144c805a87f8dc7408378f1,01d6ffb4dce317943c08ea2aa33c310952e719cf72a538a0d58410ab8f3b3d10,c178f3f73a3147ab71244e93591e2d7bd2f7d46e90333bbe3f8aa198566eb7d0,5bdb27be523921a58060fef2b3a5de25a22bc41b23c830eeac80a13f9419ec3b,e4c3ec17437238b24fc7328368c84b32b892466166b40c48c9d32fd0e6551fc6,9511c06771cf297286561c73954bbcea40c20be360c1247d9e90b4be92b4d6cc,3c7e05fd6a762e29c53e118adf5fe949206886f7ffd6e4f7b31bca1c05f67030,c81cb3b377ac58e1acdfc4a225e17cc9141cae5f878c0e87a845742626e6f41b,6946bc2ce5198dfb658ca4f4ff2a624355a5f37ea898613a2c353bc1cd72398b
"76020001","26202","0","-100","bgm_M506","90013","1.2","1.3","99011","0","0","102891","0","0","ゼーンの領域1層","bgm_M506","50","102891"
"76020002","26202","0","-100","bgm_M506","90013","1.2","1.3","99011","0","0","102891","0","0","ゼーンの領域2層","bgm_M506","50","102891"
"76020003","26202","0","-100","bgm_M506","90013","1.2","1.3","99011","0","0","102891","0","0","ゼーンの領域3層","bgm_M506","50","102891"
"76020004","26202","0","-100","bgm_M506","90013","1.2","1.3","99011","0","0","102891","0","0","ゼーンの領域4層","bgm_M506","50","102891"
"76020005","26202","0","-100","bgm_M506","90013","1.2","1.3","99011","0","0","102891","0","0","ゼーンの領域5層","bgm_M506","50","102891"
"76020006","26202","0","-100","bgm_M506","90013","1.2","1.3","99011","0","0","102891","0","0","ゼーンの領域6層","bgm_M506","50","102891"
"76020007","26202","0","-100","bgm_M506","90013","1.2","1.3","99011","0","0","102891","0","0","ゼーンの領域7層","bgm_M506","50","102891"
"76020008","26202","0","-100","bgm_M506","90013","1.2","1.3","99011","0","0","102891","0","0","ゼーンの領域8層","bgm_M506","50","102891"
"76020009","26202","0","-100","bgm_M506","90013","1.2","1.3","99011","0","0","102891","0","0","ゼーンの領域9層","bgm_M506","50","102891"
"76020010","26202","0","-100","bgm_M506","90013","1.2","1.3","99011","0","0","102891","0","0","ゼーンの領域10層","bgm_M506","50","102891"
"76030001","26202","0","-100","bgm_M646_Mode3","90013","0.9","1.1","99011","0","0","103111","0","0","ミロクの領域1層","bgm_M646","50","103111"
"76030002","26202","0","-100","bgm_M646_Mode3","90013","0.9","1.1","99011","0","0","103111","0","0","ミロクの領域2層","bgm_M646","50","103111"
"76030003","26202","0","-100","bgm_M646_Mode3","90013","0.9","1.1","99011","0","0","103111","0","0","ミロクの領域3層","bgm_M646","50","103111"
"76030004","26202","0","-100","bgm_M646_Mode3","90013","0.9","1.1","99011","0","0","103111","0","0","ミロクの領域4層","bgm_M646","50","103111"
"76030005","26202","0","-100","bgm_M646_Mode3","90013","0.9","1.1","99011","0","0","103111","0","0","ミロクの領域5層","bgm_M646","50","103111"
"76030006","26202","0","-100","bgm_M646_Mode3","90013","0.9","1.1","99011","0","0","103111","0","0","ミロクの領域6層","bgm_M646","50","103111"
"76030007","26202","0","-100","bgm_M646_Mode3","90013","0.9","1.1","99011","0","0","103111","0","0","ミロクの領域7層","bgm_M646","50","103111"
"76030008","26202","0","-100","bgm_M646_Mode3","90013","0.9","1.1","99011","0","0","103111","0","0","ミロクの領域8層","bgm_M646","50","103111"
"76030009","26202","0","-100","bgm_M646_Mode3","90013","0.9","1.1","99011","0","0","103111","0","0","ミロクの領域9層","bgm_M646","50","103111"
"76030010","26202","0","-100","bgm_M646_Mode3","90013","0.9","1.1","99011","0","0","103111","0","0","ミロクの領域10層","bgm_M646","50","103111"
"76040001","26202","0","-100","bgm_MC181B","90013","1.2","1.4","99011","0","0","103572","0","0","アラクネの領域1層","bgm_MC181B","50","103572"
"76040002","26202","0","-100","bgm_MC181B","90013","1.2","1.4","99011","0","0","103572","0","0","アラクネの領域2層","bgm_MC181B","50","103572"
"76040003","26202","0","-100","bgm_MC181B","90013","1.2","1.4","99011","0","0","103572","0","0","アラクネの領域3層","bgm_MC181B","50","103572"
"76040004","26202","0","-100","bgm_MC181B","90013","1.2","1.4","99011","0","0","103572","0","0","アラクネの領域4層","bgm_MC181B","50","103572"
"76040005","26202","0","-100","bgm_MC181B","90013","1.2","1.4","99011","0","0","103572","0","0","アラクネの領域5層","bgm_MC181B","50","103572"
