3bad7a71288ddcf423f57e986b46dfb1b5349e54fca8a63a1d2afbe15fb6fc47,3789f9be27ee327fee6934c36f23cc9c8fcb06020ec25b85fc047144aa42e0f5,c08f7481c45e7c58207039d84ce601036429e5a67c6a1c54abf67b494a2a742b,62547f3f37c3e3ce03808c2c90b162040155beb4a24e5aea27788d357716a5bc,e4d1dea4c8ac68ba664fc78a068e731948a81125e261d4c4a1ae14851f8799f4,e6c51a36913a1acbe7d8edd35bf40a2eaa86622b88bd477f8780ec26c320892f,f831fbbcbad6254c8fcdab0063942aa722cde04fa14311efee7ddc0e716b48fd,022408dd2c20202dcd2602346c9ecd43c3f57e690513cf696249180880ec28a5,7cd3ea84957ec7bfc686138a99aa7934916b4d22450e90dabe39c87a5fc5d0a8,01e3d23e45081f239f9c993dcf5ec6853669d2dccec943b5029602979d4b6415,db99e40f0b6359184466d4597effd18ea9ab8222f0a69ca132fffdb99e413540,4f64e57291bdd1e99d69711bb51bbc5b544ddf05c88e930985a93b441278ee38,1ff85e0092cd60360edda739fefd84bfcece0c77a7f973e4c952ba3ad85051b7,bf5611099dc0f2518ddb785430bcba93a3a872bf8531b6fbb1186babc5417c05,e974ead093b9b52d21dde8472e2596dfcfe03e2f564b7a27d843637b1137eb23
"14","コッコロ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105901","1","1","-363","育成に必要なアイテムが\n獲得できるクエストです\nわたくし、主さまのために、\n強くなりますよ","14001"
"14","シェフィ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","2","0","0","2104010","106401","1","1","-363","このクエストを攻略すると、\nアイテムが手に入るらしいわ。\nもっと強くなるために、\n一生懸命がんばるわね！","14002"
"14","ペコリーヌ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105801","1","1","-363","このクエストを攻略すれば、\nアイテムがもらえますよ\nたくさん集めて、どんどん\n強くなっちゃいましょう！","14003"
"14","キャル","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","106001","1","1","-363","クエストを攻略すると、\nアイテムが手に入るんだって\nもらえるものは、\nもらっておきましょ！","14004"
"15","コッコロ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105901","1","1","-470","主さま、旅の準備を整えて\nより充実した冒険をいたし\nましょう","15001"
"16","シェフィ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","2","0","0","2104010","106401","1","1","-363","ねぇ…クランに加入してみない？\n一人も楽しいけど、みんなと\n一緒も賑やかでいいと思うの","16001"
"16","ペコリーヌ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105801","1","1","-363","クランに加入してみませんか？\nみんなといっしょに冒険した方が、\n楽しいですよ！","16002"
"16","キャル","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","106001","1","1","-363","クランに入れるらしいわよ\nせっかくだから入ってみたら？\nけっこう楽しいみたいよ♪","16003"
"16","コッコロ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105901","1","1","-363","こちらでクランに加入できます\n素敵なクランがたくさんあって、\n目移りしてしまいますね","16004"
"17","コッコロ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105901","1","1","-363"," こちらではクランバトルに\n 参加された仲間のみなさんの\n 活躍を振り返ることができます","17002"
"25","キャル","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","106001","1","1","-363","模擬戦の戦績もアンタが\n気に入ったものがあれば\n記録しておけるのね","17004"
"25","コッコロ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105901","1","1","-363","主さま、今回のクランバトルでの\nご活躍が記録されています\nバトルの参考にいたしましょう","17005"
"25","シェフィ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","2","0","0","2104010","106401","1","1","-363","今回のクランバトルの調子は\nどうかしら？\n戦績を見れば、次のバトルに\n活かせるかもしれないわ","17006"
"25","ペコリーヌ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105801","1","1","-363","今回のクランバトルでの戦績を\nおさらいできますよ！\n私にも見せてください☆","17007"
"18","カリン","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","1","1","-363","ようこそ！\nこちらでは、\nギルドハウスで流れる音楽の\n変更や購入が出来ますよ","18001"
"18","カリン","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","2","1","-363","ＢＧＭの変更や購入は、こちらから\nできますよ\n素敵な音楽を、たくさんご用意\nいたしました！","18002"
"19","カリン","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","3","1","-470","ギルドハウスの\nＢＧＭを変更できますよ\nあなたの好きな曲、\n私にも聴かせてくださいね","19001"
"19","カリン","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","4","1","-470","こちらでは、ＢＧＭの変更が\nできますよ\nどんな曲に変更しますか？\nふふふ、私も楽しみです♪","19002"
"20","カリン","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","5","1","-470","こちらでは、ＢＧＭを購入\nすることができますよ\n試聴することもできるので、\nじっくり選んでくださいね","20001"
"20","カリン","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","6","1","-470","いらっしゃいませ！\nＢＧＭの購入はこちらです\n素敵な曲がたくさんあって、\n目移りしちゃいますね","20002"
"21","キャル","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","106001","1","1","-363","ここで手に入れたアイテムで\n専用装備を作成できるみたいね\nアイテムが集まったら\nさっそく作ってみましょ！","21001"
"21","コッコロ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105901","1","1","-363","攻略すると珍しいアイテムが\n手に入りますよ\nこのアイテムで専用装備を\n作成できるようです","21002"
"21","シェフィ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","2","0","0","2104010","106401","1","1","-363","専用装備が欲しいなら\nこのクエストに挑戦するといいわ\n集めた素材でもっともっと\n強くなりましょう","21003"
"21","ペコリーヌ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105801","1","1","-363","専用装備の作成に必要な\nアイテムを獲得できますよ\nたくさん集めてどんどん\n強くなりましょう！","21004"
"22","カリン","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","1","1","-430","投票はこちらです\nあなたが応援したい女の子に\n思いを込めた一票を\nお願いします！","22001"
"22","カリン","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","2","1","-430","ようこそ！\nあなたが思いを寄せるのは\nどの女の子ですか？\n応援してあげてくださいね！","22002"
"23","カリン","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","3","1","-430","たくさんの投票、\nありがとうございました\n結果発表を楽しみに\n待っていてくださいね！","23001"
"23","カリン","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","4","1","-430","ただ今、人気投票の\n集計中です\n結果が出るまでもう少しだけ\nお待ちくださいね","23002"
"24","エリコ（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","8","4.08","0","109001","1","2","-385","あなた様が手伝ってくださった\nチョコレートケーキ\n美味しくないはずがありませんわ","24001"
"24","エリコ（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","8","5","0","109001","2","2","-385","このような失敗、あなた様が\nするはずありません\nもう一度挑戦してみましょう","24002"
"24","エリコ（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","8","10.11","0","109001","3","2","-385","あなた様のために\n作っているケーキを\nあなた様に手伝っていただく……\nことになるなんて……クスクス","24003"
"24","エリコ（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","8","4","0","109001","4","2","-385","あまり気に病む必要はありませんわ\nこれからは私がたっぷりと\n時間をかけて教えて差し上げますから","24004"
"24","エリコ（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","8","6","0","109001","5","2","-385","今回は調子が悪かった……のですか？\nあなた様が手伝ってくれたものなら\nわたしはどんなものでも……クスクス","24005"
"24","エリコ（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","0","0","0","109002","6","1","0","あなた様が手がけた\nチョコレートケーキは\n私にとっての宝物……\n侮辱する者は生かしておきませんわ","24006"
"24","エリコ（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","0","0","0","109002","7","1","0","とても素晴らしい出来栄えですわ！\nあなた様にふさわしい\nチョコレートケーキができました","24007"
"24","エリコ（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","0","0","0","109002","8","1","0","私を手伝ってくれたあなた様は\nすでに私の虜……\n甘い世界に誘って差し上げますわ","24008"
"24","エリコ（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","0","0","0","109002","9","1","0","あなた様の愛情\nしかと受け止めました\nこれが……私たちの初めての\n共同作業ですわね……クスクス","24009"
"24","エリコ（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","0","0","0","109002","10","1","0","これは世界一の\nチョコレートケーキですわ\nだって、あなた様が腕によりをかけて\n作ってくださったんですもの","24010"
"24","シズル（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","8","2.12","0","109101","1","2","-385","上手にできなくて残念だった？\nでも、弟くんの気持ちが嬉しいな\nいつだってお姉ちゃんは\nそばにいるからね♪","24011"
"24","シズル（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","5","8","4.19","0","109101","2","2","-385","うーん、弟くんには珍しく\n緊張しちゃったのかな？\nもう一度チャレンジしてみる？","24012"
"24","シズル（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","2","8","2.3","0","109101","3","4","-385","お姉ちゃんのお手伝い、\nよくできました！\nあー、\nまだつまみ食いしちゃダメだぞ！","24013"
"24","シズル（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","0","0","0","109102","4","1","0","見てみて！\nスポンジに綺麗な焼き目がついてるよ\nさっすが弟くんだね！","24014"
"24","シズル（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","5","8","5.23","0","109101","5","2","-385","まぁまぁ、落ち込まないで\n見た目は……個性的だけど、\n味は絶対美味しいはずだから！","24015"
"24","シズル（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","0","0","0","109102","6","1","0","弟くんみたいな\n可愛いケーキができたよ！\n早く食べてみたいでしょ♪","24016"
"24","シズル（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","8","5.01","0","109101","7","2","-385","あれれ？　弟くん、指に\nチョコレートがくっついてるよ？\nお姉ちゃんが舐めてあげるね、\nはぁむ！","24017"
"24","シズル（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","0","0","0","109102","8","1","0","なかなか上手にできたんじゃない？\nでも弟くんはまだまだできる子！\nお姉ちゃん、信じてるからね","24018"
"24","シズル（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","0","0","0","109102","9","1","0","わぁ～、\nとっても美味しそうにできたね！\n弟くん手慣れてたから\nお姉ちゃん安心して任せられちゃった！","24019"
"24","シズル（バレンタイン）","2019/01/31 12:00:00","2030/12/17 14:59:59","10011","1","0","0","0","109102","10","1","0","や～ん、弟くんが手伝ってくれた\nチョコレートケーキ！\nすっごく美味しそうにできたね♪","24020"
"26","シェフィ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","2","0","0","2104010","106401","1","1","-363","ここから先は神聖な場所みたい\nどんなお宝が眠っているのか、\n今から探索するのが楽しみね♪","26001"
"26","ペコリーヌ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105801","1","1","-363","ここから先は神聖な場所\nみたいです！\nどんなお宝が手に入るか\n楽しみですね！","26002"
"26","キャル","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","106001","1","1","-363","この先は神聖な場所みたい。\n手に入るお宝も並じゃないけど\n気を付けていかないと\n痛い目にあうわよ","26003"
"26","コッコロ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105901","1","1","-363","ここから先は神聖な場所\nでございます。\n気を引き締めてお宝の\n調査探索に参りましょう","26004"
"27","シェフィ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","2","0","0","2104010","106401","1","1","-363","ここにさらなる力を得るための\nアイテムが眠っている…って\nみんな言ってるわ。ふふっ、\nそれじゃあ挑戦してみましょうか","27001"
"27","ペコリーヌ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105801","1","1","-363","ここにさらなる力を得るための\nアイテムが眠っているみたい\nです！　どこから挑戦するか\n迷っちゃいますね！","27002"
"27","キャル","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","106001","1","1","-363","ここにさらなる力を得るための\nアイテムが眠っているみたい！\nどんどん挑戦して\n強くなっちゃいましょ！","27003"
"27","コッコロ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105901","1","1","-363","こちらにさらなる力を得る\nためのアイテムが眠っている\nようです。主さま、どこから\n挑戦いたしましょう。","27004"
"28","カリン","2019/09/24 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","1","1","-363","ようこそ！\n皆さんの素敵な出会いを\nギルド管理協会が\nお手伝いします！","28001"
"28","カリン","2019/09/24 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","2","1","-363","ギルド管理協会です\nフレンドに関しては\nこちらでご確認ください","28002"
"29","カリン","2019/09/24 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","3","1","-409","こちらがフレンドの\n皆さんです\n素敵な関係を\n築いてくださいね！","29001"
"29","カリン","2019/09/24 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","4","1","-409","こちらの一覧で\nフレンドのプロフィールを\n確認できますよ","29002"
"30","カリン","2019/09/24 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","5","1","-409","フレンド管理は\nこちらになります\n新しいフレンドとの出会いを\n楽しんでくださいね！","30001"
"30","カリン","2019/09/24 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","6","1","-409","フレンドの申請や\n承認ができますよ\nどうぞ、良き交流を！","30002"
"31","カリン","2019/10/31 12:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","7","1","-409","バトルをして力比べを\nしてみましょう！\n実力が試されますね、\n頑張ってください！","31001"
"31","カリン","2019/10/31 12:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","8","1","-409","気になるパーティと\nバトルをしてみましょう！\nどちらが勝利するのか、\n私も楽しみにしていますね","31002"
"32","カリン","2019/12/20 5:00:00","2020/01/04 4:59:59","0","1","0","0","0","190801","1","1","-409","ルーキーの皆さんのために\n特別なミッションを\nご用意いたしました！\nぜひ、挑戦してください！","32001"
"32","カリン","2019/12/20 5:00:00","2020/01/04 4:59:59","0","1","0","0","0","190801","2","1","-409","期間限定のキャンペーンを\n開催中です！\nミッションにチャレンジ\nしましょう！","32002"
"33","カリン","2019/12/20 5:00:00","2020/01/04 4:59:59","0","1","0","0","0","190801","3","1","-409","フレンドになって\n初心者の方を応援しましょう！\n素敵な報酬が待っていますよ！","33001"
"33","カリン","2019/12/20 5:00:00","2020/01/04 4:59:59","0","1","0","0","0","190801","4","1","-409","期間限定のキャンペーンを\n開催中です！\nミッションにチャレンジ\nしましょう！","33002"
"34","カリン","2020/01/04 5:00:00","2020/01/10 11:59:59","0","1","0","0","0","190801","5","1","-409","お疲れ様でした！\nミッションの報酬の受け取りは\nこちらからできますよ！","34001"
"34","カリン","2020/01/04 5:00:00","2020/01/10 11:59:59","0","1","0","0","0","190801","6","1","-409","ミッション報酬の受け取りは\nこちら！\n受け取り漏れの無いように\n気を付けてくださいね！","34002"
"38","ペコリーヌ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","5.3","0","105801","1","2","-458","過去のストーリーイベントを\n楽しめちゃいますよ！\n遊んだことのないものがあれば\n一緒にやってみましょう♪","38001"
"38","ペコリーヌ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","6.5","0","105801","2","2","-458","これまでのイベントで登場した\n限定キャラを仲間にできたり\nメモリーピースが手に入る\nみたいですよ。やばいですね☆","38002"
"39","ペコリーヌ","2020/04/01","2020/04/08 23:59:59","0","3","9999","0","0","105801","0","3","9999","","39005"
"40","カリン","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","190801","2","1","-430","これまでに出題された\n問題を振り返ることが\nできますよ\n復習は大切です♪","40001"
"41","シェフィ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","2104010","106401","1","1","-363","ここでは腕試しが\nできるんですって。\n自分の実力を測るのに、\nちょうどよさそうね。","41001"
"41","ペコリーヌ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105801","1","1","-363","ここで腕試しを\nしていきましょう！\n全力全開、\nがんばっちゃいますよ～！","41002"
"41","キャル","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","106001","1","1","-363","ここで腕試しが\nできるみたいね。\n試してみるのも\nいいんじゃない？","41003"
"41","コッコロ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105901","1","1","-363","腕試しができるようです。\nここで練習を重ね、実戦に\n活かしてまいりましょう。","41004"
"42","コッコロ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105901","1","1","-416.5","訓練の成果に応じて、\n報酬がもらえるそうです。\n共に励んでいきましょう。","42001"
"42","シェフィ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","2104010","106401","1","1","-416.5","目標を達成すれば、\n報酬がもらえるみたい。\n頑張り甲斐があるわね。","42002"
"42","ペコリーヌ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105801","1","1","-416.5","腕試しをがんばれば、\n報酬がもらえますよ。\n挑戦していきましょう☆","42003"
"42","キャル","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","106001","1","1","-416.5","ミッションを達成すると、\n報酬が出るんですって。\n一緒にやってみましょ！","42004"
"43","ペコリーヌ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105801","1","1","-363","ここからアリーナに\n挑戦できますよ！\n編成を工夫してライバルに\n挑んじゃいましょう！","43001"
"43","コッコロ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","105901","1","1","-363","こちらからアリーナに\n挑戦することができます。\n主さまらしい編成で\nライバルに挑みましょう。","43002"
"43","キャル","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","106001","1","1","-363","ここからアリーナに\n挑戦できるわよ！\nしっかり編成を考えて\nライバルに挑みなさい！","43003"
"44","アメス","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","123001","1","1","-416.5","ミッションをクリアすると報酬が\n受け取れるわ。ジャンジャン\nクリアしてバリバリ強化して\nあげなさい♪","43004"
"44","アメス","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","123001","2","1","-416.5","ぼんやりしてる場合じゃないわ。\n早くミッションをクリアして\n報酬を受け取ってきなさい！","43005"
"45","アメス","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","5.79","0","123001","3","2","-416.5","ちょっとあんた、報酬が\n受け取れるじゃない！\n忘れずにチェックなさい。\nアメス様との約束よ？","43006"
"46","アメス","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","0","0","123001","1","1","-371.5","はい、お疲れさま。\nここではマスタリーチケットを\n使って、マスタリー強化素材を\n手に入れることができるわよ。","46001"
"47","シズル","2015/12/17 15:00:00","2030/12/17 14:59:59","0","2","0","0","0","104901","1","2","-416.5","呼ばれて飛び出てお姉ちゃんだよ♪\nたとえ火の中、水の中、迷宮の中っ\nこのダンジョンを踏破できるよう\n弟くんを応援してあげるからねっ♪","47001"
"47","リノ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","1","0","9.32","0","101101","1","2","-416.5","ほんとーに不思議な場所ですね～\nお兄ちゃんが冒険を頑張れるよう\nおまじないをかけてあげますねっ\nフレーフレー、お・兄・ちゃんっ♪","47002"
"48","シズル","2015/12/17 15:00:00","2030/12/17 14:59:59","0","2","0","0","0","104901","0","2","-470","","48001"
"48","リノ","2015/12/17 15:00:00","2030/12/17 14:59:59","0","2","0","0","0","101101","0","2","-470","","48002"
