4d39914288e0a1a2e63efa51b2a2835717f8bd45caff23e1632a2460a3b6a3c4,79a79405817cdbd31a2f04c13b8c9b8ed2a1072cf23342f62c405b83164acd5b,8215dc52e11f1c352c17f0aa136fc3a8c7ad5c1782fdcd688cf372de9342acdf,5f3fcd71532ae4fee012072ca95b7e124fbc2e74ca86b63d1a36c19ef5fe027d,80fbb56a28d0cb854076f0a1d148ad88a1ec0c6fd2f9dd80c70af7577a4de3d5,7db8b19c3e49f6a34138584a588b867579135ed14360bd9abcc1752a3a54b492,ead0f6999a64663d27eea81ec5b43cee6b177daad9795c2f2815d5a421a64bbe,f51465341dbf02b59b4f21553ea5bf9a0b451ec45eadc2538d16f66ca182fcf5,f5be549b4755ccdaedf33772bee660864762ca20b06ebed6c2165357bb18c5c2,69aec0c591b78dfacc136d5475fc06ce2cca2e7fcdd5c0402b6606be89e403ab,f9f2509ca184ea8a7fba0da140a9d1ac09151e5bb38ab4d53202d7fd44732a66,2a15a94924b769e629b2888d0f1106d05d4c18f2c1a82f97bba24633208843e9,efef0dbd150bc7e3203f81287e37a51555a2907d8602e0ecabb4d18160831ab4,fa0a2feec9fad3afbde371dd853fe9c7a7a3929a75c3b1b3891b6236902b03ab,95c13a72ec45884b36324f0199ec901b3217e99e49a4513967dcad978b818981,6023ab2ba89b8d4c47456401a52d9a14bc45c82831eaf5f815e887b412f2e027,d9f1fa505426349883d71ec4c3c9787aada6a54afec0b1a7c883b8a05742d993,8df1fd54929d1a47f03b859d5561e9e023463997942afb8abe82c04d2c89c8a2,58dc2fe0fe01c4becbb4a2492af1646c4b20961a640ebab8f6644289e8a57073
"143","0","1115","0","7","1508","17","0","0","20515","33","48","24","0","386","100301","31789","40","305"
"143","0","1115","0","7","1532","17","0","0","22000","34","48","24","0","401","100301","34482","40","320"
"143","0","1115","0","7","1556","17","0","0","23485","35","48","24","0","416","100301","37354","40","335"
"143","0","1115","0","7","1580","17","0","0","24970","36","48","24","0","432","100301","40325","40","351"
"143","0","1115","0","7","1604","17","0","0","26290","37","48","24","0","464","100301","43265","40","383"
"10","0","100","0","1","0","0","0","0","65","2","0","0","0","2","100401","10","0","0"
"25","0","200","0","2","0","0","0","0","185","3","0","0","0","5","100401","58","0","0"
"50","0","360","0","4","0","0","0","0","475","4","0","0","0","10","100401","135","0","4"
"80","0","520","0","7","0","0","0","0","985","5","0","0","0","17","100401","243","0","10"
"95","0","820","0","11","0","3","0","0","1515","6","0","0","0","25","100401","429","0","14"
"120","0","1425","0","15","0","6","0","0","1835","7","0","0","0","34","100401","674","0","20"
"145","0","1985","0","15","10","6","0","0","2735","8","0","9","0","48","100401","912","0","32"
"145","5","1985","0","22","30","6","0","10","3480","9","0","23","0","67","100401","1157","0","48"
"145","10","1985","0","27","60","6","0","20","4330","10","0","28","0","87","100401","1392","15","68"
"145","10","1985","0","32","86","6","0","20","5030","11","3","28","0","105","100401","1695","35","88"
"145","10","2085","0","39","108","6","0","20","5430","12","6","28","0","126","100401","2037","55","106"
"170","10","2285","0","41","151","6","0","20","5630","13","6","28","0","155","100401","2425","55","125"
"170","10","2285","0","41","215","6","0","20","5830","14","6","28","0","189","100401","2845","57","144"
"170","12","2285","0","43","289","6","0","20","5830","15","9","28","0","212","100401","3314","57","167"
"170","12","2385","0","45","378","6","0","20","5830","16","17","28","0","232","100401","3815","57","190"
"170","12","2535","0","45","465","6","0","20","5930","17","22","28","0","263","100401","4337","57","209"
"170","12","2685","0","50","573","6","0","20","5990","18","22","28","0","291","100401","4884","57","237"
"170","12","2685","0","52","655","6","0","20","6085","19","22","28","0","323","100401","5553","57","266"
"170","12","2780","0","52","696","6","0","20","6185","20","22","28","0","368","100401","6292","57","293"
"170","12","2780","0","52","740","6","0","20","6430","21","22","28","0","419","100401","7020","57","333"
"170","12","2780","0","52","788","6","0","20","6660","22","22","28","0","468","100401","7888","57","383"
"170","12","2780","0","52","817","6","0","20","7065","23","22","28","0","519","100401","8928","57","428"
"170","12","2780","0","52","835","6","0","20","7385","24","22","28","0","566","100401","10110","57","474"
"170","12","2780","0","52","867","6","0","20","7705","25","22","28","0","611","100401","11440","57","523"
"170","12","2780","0","52","902","6","0","20","8000","26","22","28","0","656","100401","12898","57","576"
"170","12","2780","0","52","929","6","0","20","8455","27","22","28","0","697","100401","14495","57","624"
"170","12","2780","0","52","963","6","0","20","9000","28","22","28","0","740","100401","16211","57","669"
"170","12","2780","0","52","986","6","0","20","10655","29","22","28","0","822","100401","17592","57","751"
"170","12","2780","0","52","1000","6","0","20","12805","30","22","28","0","913","100401","18978","57","842"
"170","12","2780","0","52","1014","6","0","20","15175","31","22","28","0","996","100401","20529","57","925"
"170","12","2780","0","52","1027","6","0","20","17965","32","22","28","0","1066","100401","22273","57","995"
"170","12","2780","0","52","1039","6","0","20","21205","33","22","28","0","1132","100401","24101","57","1061"
"170","12","2780","0","52","1051","6","0","20","24690","34","22","28","0","1214","100401","25905","57","1143"
"170","12","2780","0","52","1063","6","0","20","28585","35","22","28","0","1297","100401","27832","57","1226"
"170","12","2780","0","52","1075","6","0","20","32820","36","22","28","0","1381","100401","29820","57","1310"
"170","12","2780","0","52","1087","6","0","20","37135","37","22","28","0","1482","100401","31739","57","1411"
"0","0","125","0","0","0","0","0","0","80","2","0","0","0","4","100501","12","0","0"
"0","0","225","0","1","0","0","0","0","350","3","0","0","0","8","100501","49","0","0"
"15","0","275","0","1","0","0","0","0","880","4","0","0","0","17","100501","110","0","3"
"15","0","275","0","7","0","0","0","0","1660","5","0","0","0","28","100501","173","0","11"
"15","0","275","0","7","0","3","0","0","2925","6","0","0","0","48","100501","265","0","19"
"40","0","275","0","7","0","6","0","0","3595","7","0","0","0","66","100501","476","0","29"
"40","0","575","0","7","0","10","0","0","4800","8","0","0","0","87","100501","615","0","49"
"40","0","1025","0","12","0","14","0","10","5635","9","0","5","0","104","100501","788","15","72"
"65","0","1325","0","12","0","17","0","20","6415","10","5","10","0","125","100501","1027","15","94"
"65","0","1625","0","12","30","20","0","20","7295","11","10","10","0","148","100501","1305","25","112"
"65","0","1875","0","12","80","20","0","20","8135","12","10","12","0","178","100501","1564","35","136"
"65","0","2095","0","12","126","20","0","20","8655","13","10","17","0","214","100501","1861","37","160"
"71","2","2215","0","12","162","20","0","20","9045","14","10","17","0","249","100501","2191","39","189"
"77","4","2315","0","14","202","20","0","20","9235","15","10","17","0","280","100501","2575","39","219"
"89","4","2415","0","14","236","20","0","20","9365","16","10","17","0","319","100501","2930","39","260"
"89","4","2415","0","17","280","20","0","20","9655","17","14","17","0","357","100501","3244","39","312"
"89","4","2415","0","20","352","20","0","20","9935","18","18","17","0","394","100501","3595","39","371"
"89","4","2510","0","20","409","20","0","20","10305","19","18","17","0","443","100501","4029","39","428"
"89","4","2605","0","25","436","20","0","20","10590","20","18","17","0","498","100501","4501","39","489"
"89","4","2605","0","30","488","20","0","20","10800","21","18","17","0","554","100501","5022","39","559"
"89","4","2605","0","30","587","20","0","20","11290","22","18","17","0","612","100501","5725","39","622"
"89","4","2605","0","30","681","20","0","20","11605","23","18","17","0","681","100501","6562","39","685"
"89","4","2605","0","30","746","20","0","20","11925","24","18","17","0","754","100501","7465","39","756"
"89","4","2605","0","30","813","20","0","20","12540","25","18","17","0","825","100501","8484","39","831"
"89","4","2605","0","30","864","20","0","20","13290","26","18","17","0","896","100501","9621","39","910"
"89","4","2605","0","30","892","20","0","20","14290","27","18","17","0","964","100501","10886","39","985"
"89","4","2605","0","30","911","20","0","20","17330","28","18","17","0","1041","100501","11991","39","1064"
"89","4","2605","0","30","921","20","0","20","22690","29","18","17","0","1130","100501","12893","39","1153"
"89","4","2605","0","30","931","20","0","20","28565","30","18","17","0","1224","100501","13832","39","1247"
"89","4","2605","0","30","941","20","0","20","34730","31","18","17","0","1322","100501","14808","39","1345"
"89","4","2605","0","30","951","20","0","20","41265","32","18","17","0","1423","100501","15821","39","1446"
"89","4","2605","0","30","961","20","0","20","48415","33","18","17","0","1526","100501","16891","39","1549"
"89","4","2605","0","30","971","20","0","20","56345","34","18","17","0","1631","100501","18018","39","1654"
"89","4","2605","0","30","981","20","0","20","64985","35","18","17","0","1737","100501","19183","39","1760"
"89","4","2605","0","30","991","20","0","20","74185","36","18","17","0","1844","100501","20385","39","1867"
"89","4","2605","0","30","1001","20","0","20","83850","37","18","17","0","1953","100501","21624","39","1976"
"0","0","75","0","0","0","0","0","23","55","2","0","0","0","1","100601","0","0","2"
"0","0","150","0","0","0","0","0","78","150","3","0","0","0","2","100601","0","0","7"
"5","0","200","0","0","0","0","0","169","325","4","0","0","0","5","100601","0","10","16"
"15","0","200","0","0","0","0","0","322","625","5","0","0","0","7","100601","0","10","32"
"15","0","200","0","0","0","0","0","495","1155","6","0","0","0","15","100601","0","25","51"
"50","0","200","0","0","0","0","0","724","1515","7","0","0","0","22","100601","26","30","69"
"85","0","200","0","0","0","0","0","960","2115","8","0","4","0","29","100601","26","60","93"
"85","5","200","0","0","0","0","0","1224","2650","9","0","9","0","40","100601","26","95","120"
"85","10","420","0","0","0","0","13","1549","3240","10","0","14","0","50","100601","26","105","143"
"101","10","640","0","0","0","0","28","1880","3840","11","0","14","0","66","100601","26","119","167"
"111","17","760","0","0","0","0","43","2215","4200","12","0","17","0","79","100601","26","135","192"
"121","19","980","0","0","0","0","69","2582","4640","13","0","17","0","102","100601","26","135","217"
"133","19","1220","0","0","0","0","93","2954","4760","14","0","17","0","130","100601","26","137","250"
"133","21","1220","0","0","0","0","109","3356","4990","15","0","17","0","157","100601","26","146","282"
"133","21","1320","0","0","0","0","129","3805","5140","16","0","17","0","183","100601","26","152","316"
"158","21","1320","0","0","0","0","144","4258","5260","17","0","17","0","216","100601","26","153","353"
"173","21","1320","0","3","0","0","169","4708","5665","18","0","17","0","248","100601","26","153","397"
"173","21","1320","0","3","0","0","193","5206","6310","19","0","17","0","287","100601","26","153","447"
"173","21","1415","0","3","0","0","240","5797","6860","20","0","17","0","327","100601","26","153","493"
"173","21","1515","0","3","0","0","288","6452","7370","21","0","17","0","370","100601","26","153","543"
"173","21","1515","0","3","0","0","318","7171","8370","22","0","17","0","420","100601","26","153","603"
"173","21","1515","0","3","0","0","318","7937","10145","23","0","17","0","474","100601","26","153","672"
"173","21","1515","0","3","0","0","333","8818","11670","24","0","17","0","533","100601","26","153","738"
"173","21","1515","0","3","0","0","355","9964","12670","25","0","17","0","587","100601","26","153","798"
"173","21","1515","0","3","0","0","377","11385","13505","26","0","17","0","630","100601","26","153","847"
"173","21","1515","0","3","0","0","394","12944","14530","27","0","17","0","670","100601","26","153","890"
"173","21","1515","0","3","0","0","411","14609","15675","28","0","17","0","712","100601","26","153","933"
"173","21","1515","0","3","0","0","429","16394","16895","29","0","17","0","758","100601","26","153","979"
"173","21","1515","0","3","0","0","447","18267","18270","30","0","17","0","808","100601","26","153","1029"
"173","21","1515","0","3","0","0","465","20231","19725","31","0","17","0","859","100601","26","153","1080"
"173","21","1515","0","3","0","0","483","22285","21260","32","0","17","0","911","100601","26","153","1132"
"173","21","1515","0","3","0","0","500","24455","22870","33","0","17","0","965","100601","26","153","1186"
"173","21","1515","0","3","0","0","517","26760","24650","34","0","17","0","1020","100601","26","153","1241"
"173","21","1515","0","3","0","0","534","29157","26670","35","0","17","0","1076","100601","26","153","1297"
"173","21","1515","0","3","0","0","551","31636","28860","36","0","17","0","1133","100601","26","153","1354"
"173","21","1515","0","3","0","0","568","34195","31220","37","0","17","0","1191","100601","26","153","1412"
"0","0","100","0","2","0","0","0","0","80","2","0","0","0","3","100701","6","0","0"
"0","0","200","0","3","0","0","0","0","200","3","0","0","0","10","100701","46","0","0"
"0","0","360","0","7","0","0","0","0","550","4","0","0","0","20","100701","94","0","5"
"0","0","520","0","10","0","0","0","0","1060","5","0","0","0","35","100701","190","0","11"
"0","0","890","0","14","0","0","0","0","1740","6","0","0","0","53","100701","323","0","19"
"0","0","1260","0","18","0","0","0","0","2330","7","0","0","0","76","100701","480","0","34"
"0","0","1585","0","28","0","0","0","0","3510","8","0","0","0","97","100701","593","0","50"
"0","0","1585","0","35","5","0","0","10","4255","9","0","5","0","124","100701","790","0","70"
"0","0","1585","0","36","20","0","0","20","5065","10","0","13","0","152","100701","1035","0","90"
"0","0","1585","0","41","40","0","0","20","5765","11","0","16","0","177","100701","1296","20","110"
"0","0","1685","0","48","50","0","0","20","6265","12","10","16","0","205","100701","1558","40","132"
"0","0","1785","0","52","50","0","0","20","6785","13","20","16","0","245","100701","1786","42","165"
"0","2","1785","0","54","60","2","0","20","7005","14","20","16","0","285","100701","2066","44","204"
"0","4","1885","0","56","70","4","0","20","7005","15","20","16","0","317","100701","2455","44","239"
"0","4","1985","0","56","82","4","0","20","7205","16","25","16","0","357","100701","2857","44","269"
"0","4","2135","0","59","82","4","0","20","7715","17","30","16","0","401","100701","3253","44","296"
"0","4","2285","0","64","94","4","0","20","8025","18","30","16","0","439","100701","3721","44","334"
"0","4","2380","0","66","116","4","0","20","8025","19","30","16","0","484","100701","4301","44","375"
"0","4","2475","0","66","136","4","0","20","8060","20","30","16","0","536","100701","4938","44","419"
"0","4","2475","0","71","148","4","0","20","8205","21","30","16","0","590","100701","5511","44","486"
"0","4","2475","0","71","188","4","0","20","8695","22","30","16","0","656","100701","6189","44","552"
"0","4","2475","0","71","188","4","0","20","9010","23","30","16","0","742","100701","6953","44","622"
"0","4","2475","0","71","188","4","0","20","9330","24","30","16","0","830","100701","7793","44","697"
"0","4","2475","0","71","205","4","0","20","9945","25","30","16","0","912","100701","8782","44","772"
"0","4","2475","0","71","231","4","0","20","10695","26","30","16","0","990","100701","9897","44","851"
"0","4","2475","0","71","249","4","0","20","11695","27","30","16","0","1062","100701","11147","44","926"
"0","4","2475","0","71","258","4","0","20","14735","28","30","16","0","1143","100701","12226","44","1007"
"0","4","2475","0","71","267","4","0","20","18005","29","30","16","0","1230","100701","13384","44","1094"
"0","4","2475","0","71","276","4","0","20","21790","30","30","16","0","1322","100701","14579","44","1186"
"0","4","2475","0","71","276","4","0","20","27955","31","30","16","0","1424","100701","15520","44","1288"
"0","4","2475","0","71","276","4","0","20","34490","32","30","16","0","1529","100701","16499","44","1393"
"0","4","2475","0","71","276","4","0","20","41640","33","30","16","0","1636","100701","17534","44","1500"
"0","4","2475","0","71","276","4","0","20","49570","34","30","16","0","1745","100701","18625","44","1609"
"0","4","2475","0","71","276","4","0","20","58210","35","30","16","0","1855","100701","19754","44","1719"
"0","4","2475","0","71","276","4","0","20","67410","36","30","16","0","1966","100701","20920","44","1830"
"0","4","2475","0","71","276","4","0","20","77075","37","30","16","0","2079","100701","22123","44","1943"
"0","0","75","0","0","0","0","0","23","55","2","0","0","0","1","100801","0","0","2"
"0","0","150","0","0","0","0","0","78","150","3","0","0","0","2","100801","0","0","7"
"5","0","200","0","0","0","0","0","169","325","4","0","0","0","5","100801","0","10","16"
"15","0","200","0","0","0","0","0","322","625","5","0","0","0","7","100801","0","10","32"
"15","0","200","0","0","0","0","0","495","1155","6","0","0","0","15","100801","0","25","51"
"50","0","200","0","0","0","0","0","724","1515","7","0","0","0","22","100801","26","30","69"
"50","0","200","0","0","0","0","0","1003","1680","8","0","4","0","29","100801","52","75","91"
"50","5","200","0","0","0","0","0","1267","2215","9","0","9","0","40","100801","52","110","118"
"85","10","300","0","0","0","0","16","1566","2755","10","0","14","0","52","100801","52","115","140"
"101","10","840","0","0","0","0","34","1937","3175","11","0","14","0","57","100801","52","129","166"
"127","17","960","0","0","0","0","59","2352","3335","12","0","17","0","64","100801","52","135","185"
"137","22","1080","0","0","0","0","93","2797","3575","13","0","17","0","77","100801","52","135","204"
"149","22","1320","0","0","0","0","127","3253","3775","14","0","17","0","93","100801","52","135","229"
"149","22","1440","0","0","0","0","157","3747","4005","15","0","17","0","110","100801","52","144","251"
"149","22","1440","0","0","0","0","193","4294","4185","16","0","17","0","126","100801","52","150","273"
"174","22","1440","0","0","0","0","228","4848","4255","17","0","17","0","145","100801","52","151","301"
"199","22","1440","0","0","0","0","268","5401","4600","18","0","17","0","168","100801","52","151","334"
"199","22","1440","0","0","0","0","317","6004","5245","19","0","17","0","194","100801","52","151","371"
"199","22","1440","0","0","0","0","388","6727","5795","20","0","17","0","219","100801","52","151","402"
"199","22","1540","0","0","0","0","459","7443","6270","21","0","17","0","251","100801","52","151","447"
"199","22","1640","0","0","0","0","525","8302","7160","22","0","17","0","284","100801","52","151","490"
"199","22","1640","0","0","0","0","555","9263","8620","23","0","17","0","319","100801","52","151","540"
"199","22","1640","0","0","0","0","570","10345","10145","24","0","17","0","354","100801","52","151","590"
"199","22","1640","0","0","0","0","607","11732","11145","25","0","17","0","382","100801","52","151","625"
"199","22","1640","0","0","0","0","641","13434","11685","26","0","17","0","399","100801","52","151","648"
"199","22","1640","0","0","0","0","665","15298","12255","27","0","17","0","413","100801","52","151","665"
"199","22","1640","0","0","0","0","689","17287","12855","28","0","17","0","428","100801","52","151","681"
"199","22","1640","0","0","0","0","714","19415","13455","29","0","17","0","446","100801","52","151","699"
"199","22","1640","0","0","0","0","740","21668","14055","30","0","17","0","466","100801","52","151","719"
