b4505b759f386553a73da2b288490dd7c112de185290ad3b3bcd51a46815b661,1de746c5efd8a54cc58f36ce2db142736c672a919dd01827bd8ffbc636771437,40af4d90cc9632d0ce47b7577df0d310f9059ebabccab454bd9b99373560f2c6,4c120e7340a1db195857d09522c268f8732e882f97229662a0b77a42992a47b4,10e2f060b137208f4c42589dffb5ae1b1aabc0abefb4dbeffb296781246cb374,7bb47e66781b06260e661e6a14df6b3aa27259c2990a458f52cee6de1528732e,b66658cb9586259f871a19adc071918f97899dea4a24a49cb1f7989dd1d0a122,36086c19d23b2de08c03c30eb3759559c137091dec12599c770485d27f430c01,04fbd5e43a785777704e61ff832199dc03b767823ced8f59ceeaa851126f075c,0e1b8d6eb615e07596151d9f4e7d423922763966e42b0b36a531b87285058a34,1a557e6239dc97bc835efb36d6c4fb42b0c8cfb3ddaa66214f2337db4571dad3,2243164463984cbfa094df3dbe7c8b9d68b1c58bd0bc3994ca941e0b3950b86d,6d28514391d8042fcce67c9943710a5bfd6284c5157c718f2ae484a598bdfac8
"あるま","アルマ","1000","-1","2018-10-18 15:00:00","11","11","","","20","","",""
"りとるあどべんちゃー","リトルアドベンチャー","1500","-1","2018-10-18 15:00:00","12","12","","A2001336697/","18","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-05/1436280052?app=itunes","",""
"ぐらっとん","グラットン","1000","-1","2018-10-18 15:00:00","13","13","","","20","","",""
"とりっくおあぷりんやくそくのはろうぃんぱーてぃー","トリックオアプリン！約束のハロウィンパーティー","1000","-1","2018-10-18 15:00:00","14","14","","","20","","",""
"じゃっくおーぷりん","ジャック・オー・プリン","1000","-1","2018-10-18 15:00:00","15","15","","","17","","",""
"もっとふたりのぱーてぃーないと","もっと！ふたりのパ～ティ～ナイト","1500","-1","2018-10-18 15:00:00","16","16","","A2001411119/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-07/1450772144?app=itunes","",""
"かがようこおりのけっしょう","耀う氷の結晶","1000","-1","2018-10-18 15:00:00","17","17","","","20","","",""
"しゃいにんぐふゅーちゃー","Shining Future","1500","3010003","2018-11-19 15:00:00","18","18","","A2001253711/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-03/1386518679?app=itunes","",""
"かぜへのちかい","風への誓い","1500","3010003","2018-11-19 15:00:00","19","19","","A2001253711/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-03/1386518679?app=itunes","",""
"きみのえがおがみたいから","君の笑顔が見たいから","1500","3010003","2018-11-19 15:00:00","20","20","","A2001305115/","18","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-04/1411112401?app=itunes","",""
"あまのじゃくはーと","アマノジャクハート！","1500","1054007","2018-11-19 15:00:00","21","21","","A2001336697/","18","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-05/1436280052?app=itunes","",""
"ふおんなくうきとたちむかうとうし","不穏な空気と立ち向かう闘志","1000","-1","2018-11-19 15:00:00","22","22","","","20","","",""
"ついんぴっぐす","ツインピッグス","1000","-1","2018-11-19 15:00:00","23","23","","","20","","",""
"ヴぁんぱいあはんたーうぃずいりや","ヴァンパイアハンターwithイリヤ","1000","-1","2018-11-19 15:00:00","24","24","","","20","","",""
"がるぐ","ガルグ","1000","-1","2018-11-19 15:00:00","25","25","","","20","","",""
"ぴーすふるちゃんぷるー","Peaceful*ちゃんぷるー","1500","-1","2018-11-19 15:00:00","26","26","","A2001552686/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-09/1474199447?app=itunes","",""
"れさとぱると","レサトパルト","1000","-1","2018-11-19 15:00:00","27","27","","","20","","",""
"とわいらいとぶれいかーず","トワイライトブレイカーズ","1000","-1","2018-11-19 15:00:00","28","28","","","20","","",""
"おらむ","オラム","1000","-1","2018-11-19 15:00:00","29","29","","","20","","",""
"さいつよでしょでしょ","サイツヨでしょ、でしょ？","1500","-1","2018-11-19 15:00:00","30","30","","A2001502066/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-08/1465192235?app=itunes","",""
"ひょうかいのち","氷海の地","1000","-1","2018-11-19 15:00:00","31","31","","","20","","",""
"こおりとゆきのせかい","氷と雪の世界","1000","-1","2018-12-19 15:00:00","32","32","","","20","","",""
"さわやかなかぜ","爽やかな風","1000","-1","2018-12-19 15:00:00","33","33","","","20","","",""
"かるきのす","カルキノス","1000","-1","2018-12-19 15:00:00","34","34","","","20","","",""
"でんじゃらすばかんすなぎさのぐるめぷりんせす","デンジャラスバカンス！渚のグルメプリンセス","1000","-1","2018-12-19 15:00:00","35","35","","","20","","",""
"てんたぱす","テンタパス","1000","-1","2018-12-19 15:00:00","36","36","","","20","","",""
"えがおのまいほーむ","えがおのマイホーム","1500","-1","2018-12-19 15:00:00","37","37","","A2001197334/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-02/1361483195?app=itunes","",""
"さじたりうす","サジタリウス","1000","-1","2018-12-19 15:00:00","38","38","","","20","","",""
"ぼうきゃくのきゃろる","忘却のキャロル","1000","-1","2018-12-19 15:00:00","39","39","","","20","","",""
"ふぉぎー","フォギー","1000","-1","2018-12-19 15:00:00","40","40","","","20","","",""
"でぃんどんほーりーないと","Ding Dong Holy Night♪","1500","-1","2018-12-19 15:00:00","41","41","","A2001411119/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-07/1450772144?app=itunes","",""
"けわしきかんこうげん","険しき乾荒原","1000","-1","2019-01-18 15:00:00","42","42","","","20","","",""
"おるれおん","オルレオン","1000","-1","2019-01-18 15:00:00","43","43","","","20","","",""
"たまきとみふゆのむじんとうぜろるぴせいかつ","タマキとミフユの無人島0ルピ生活","1000","-1","2019-01-18 15:00:00","44","44","","","20","","",""
"しまくじら","島クジラ","1000","-1","2019-01-18 15:00:00","45","45","","","20","","",""
"きんきらはぴねす","キンキラ☆ハピネス！","1500","-1","2019-01-18 15:00:00","46","46","","A2001372582/","18","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-06/1444266694?app=itunes","",""
"あらたなふなで","新たな船出","1000","-1","2019-01-18 15:00:00","47","47","","","20","","",""
"あるげてぃ","アルゲティ","1000","-1","2019-01-18 15:00:00","48","48","","","20","","",""
"しんしゅんとぅいんくるくらいしす","新春トゥインクルクライシス！","1000","-1","2019-01-18 15:00:00","49","49","","","20","","",""
"じゃへいしんがみぃ","邪餅神ガミィ","1000","-1","2019-01-18 15:00:00","50","50","","","20","","",""
"とぅいんくるすたーず","TwinkleStars","1500","-1","2019-01-18 15:00:00","51","51","","A2001612987/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-10/1483895284?app=itunes","",""
"こくねつのさばく","酷熱の砂漠","1000","-1","2019-02-15 15:00:00","52","52","","","20","","",""
"めでゅーさ","メデューサ","1000","-1","2019-02-15 15:00:00","53","53","","","20","","",""
"くろがねのないとめあ","黒鉄の亡霊（ナイトメア）","1000","-1","2019-02-15 15:00:00","54","54","","","20","","",""
"りびんぐめいる","リビングメイル","1000","-1","2019-02-15 15:00:00","55","55","","","20","","",""
"あるーふねすこーど","Aloofness Code","1500","-1","2019-02-15 15:00:00","56","56","","A2001372582/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-06/1444266694?app=itunes","",""
"あぶそりゅーとしーくれっと","Absolute Secret","1500","2008015","2019-02-15 15:00:00","57","57","","A2001452543/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-lost-princess-%E3%82%88%E3%81%86%E3%81%93%E3%81%9D%E7%BE%8E%E9%A3%9F%E6%AE%BF%E3%81%B8/1458052782?app=itunes","",""
"あくありおす","アクアリオス","1000","-1","2019-02-15 15:00:00","58","58","","","20","","",""
"ばとるおぶばれんたいんおもいぶつかるすうぃーとばとる","バトルオブバレンタイン！想いぶつかるスウィートバトル","1000","-1","2019-02-15 15:00:00","59","59","","","20","","",""
"あぐりーらぶりー","アグリーラブリー","1000","-1","2019-02-15 15:00:00","60","60","","","20","","",""
"すーぱーちょこれーと","SUPER CHOCOLATE","1500","-1","2019-02-15 15:00:00","61","61","","A2001502066/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-08/1465192235?app=itunes","",""
"さかいのなかのおあしす","砂海の中のオアシス","1000","-1","2019-03-19 15:00:00","62","62","","","20","","",""
"ふしぎなもり","不思議な森","1000","-1","2019-03-19 15:00:00","63","63","","","20","","",""
"とるぺどん","トルペドン","1000","-1","2019-03-19 15:00:00","64","64","","","20","","",""
"おうとのめいたんていなげきのすとーかー","王都の名探偵　嘆きの追跡者（ストーカー）","1000","-1","2019-03-19 15:00:00","65","65","","","20","","",""
"なげきのめがみ","嘆きの女神","1000","-1","2019-03-19 15:00:00","66","66","","","20","","",""
"みかいけつなおもい","未解決な想い","1500","-1","2019-03-19 15:00:00","67","67","","A2001552686/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-09/1474199447?app=itunes","",""
"ろぼりまらいしゅうおうとめつぼうまでのかうんとだうん","ロボリマ来襲！王都滅亡までのカウントダウン","1000","-1","2019-04-19 15:00:00","68","68","","","20","","",""
"ろぼりま","ロボリマ","1000","-1","2019-04-19 15:00:00","69","69","","","20","","",""
"ろぼりましゅうえん","ロボリマ~終焉~","1000","-1","2019-04-19 15:00:00","70","70","","","20","","",""
"あすとるむにさくそうりんのはな","アストルムに咲く双輪の華","1000","-1","2019-04-19 15:00:00","71","71","","","20","","",""
"こあぎがーす","コア・ギガース","1000","-1","2019-04-19 15:00:00","72","72","","","20","","",""
"くろっしんぐでぃすてぃにー","Crossing Destiny","1500","-1","2019-04-19 15:00:00","73","73","","","20","","",""
"がんほうにひそむもの","岩峰に潜むもの","1000","-1","2019-05-17 15:00:00","74","74","","","20","","",""
"しょーぐんどうちゅうきはくよくのさむらい","ショーグン道中記　白翼のサムライ","1000","-1","2019-05-17 15:00:00","75","75","","","20","","",""
"あくだいかん","アクダイカン","1000","-1","2019-05-17 15:00:00","76","76","","","20","","",""
"はくよくのぐろーりえ","白翼のグローリエ","1500","-1","2019-05-17 15:00:00","77","77","","A2001612987/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-10/1483895284?app=itunes","",""
"かざんのふもと","火山の麓","1000","-1","2019-06-18 15:00:00","78","78","","","20","","",""
"げんれつなるあれち","厳烈なる荒地","1000","-1","2019-06-18 15:00:00","79","79","","","20","","",""
"たいだのきょうじん","怠惰の狂人","1000","-1","2019-06-18 15:00:00","80","80","","","20","","",""
"つづみのおとひびくもり","鼓の音響く森","1000","-1","2019-07-18 15:00:00","81","81","","","20","","",""
"すずなれいんぼーすてーじ","スズナレインボーステージ！","1000","-1","2019-07-18 15:00:00","82","82","","","20","","",""
"あまがみさま","雨神様","1000","-1","2019-07-18 15:00:00","83","83","","","20","","",""
"せのびふぁーすときす","背伸びFirst Kiss","1500","-1","2019-07-18 15:00:00","84","84","","A2001629618/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-11/1488880119?app=itunes","",""
"おにいちゃんそうだつしずるのおてつだい","お兄ちゃん争奪！　シズルのお手伝い","1000","-1","2019-08-15 15:00:00","85","85","","","20","","",""
"おにいちゃんそうだつえりこのおてつだい","お兄ちゃん争奪！　エリコのお手伝い","1000","-1","2019-08-15 15:00:00","86","86","","","20","","",""
"まなつのまほまほおうこくなみうちぎわのそうるさまー","真夏のマホマホ王国 波打ち際のソウルサマー！","1000","-1","2019-08-15 15:00:00","87","87","","","20","","",""
"まじむん","マジムン","1000","-1","2019-08-15 15:00:00","88","88","","","20","","",""
"うぃーあーごーるでん","We Are Golden","1500","-1","2019-08-15 15:00:00","89","89","","A2001629618/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-11/1488880119?app=itunes","",""
"くうかだいかいてん","クウカ大回転","1000","-1","2019-09-16 15:00:00","90","90","","","20","","",""
"もりのぼっちとせいなるがくしゃのりせえんぬ","森の臆病者と聖なる学舎の異端児","1000","-1","2019-09-16 15:00:00","91","91","","","20","","",""
"おおどくまんどらごら","オオドクマンドラゴラ","1000","-1","2019-09-16 15:00:00","92","92","","","20","","",""
"なかよしせんせーしょん","なかよしセンセーション","1500","-1","2019-09-16 15:00:00","93","93","","A2001640446/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-12/1491288056?app=itunes","",""
"ふおんのねをふみこえて","不穏の根を踏み越えて","1000","-1","2019-10-16 15:00:00","94","94","","","20","","",""
"かおりのまぶいしきからてどうじょう","カオリのマブイ式空手道場","1000","-1","2019-10-16 15:00:00","95","95","","","20","","",""
"りとるぶれいぶはろうぃんないと","リトル・ブレイブ・ハロウィンナイト！","1000","-1","2019-10-16 15:00:00","96","96","","","20","","",""
"ふぁんとむばろん","ファントムバロン","1000","-1","2019-10-16 15:00:00","97","97","","","20","","",""
"とりっくほりっく","トリックホリック","1500","-1","2019-10-16 15:00:00","98","98","","A2001640446/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-12/1491288056?app=itunes","",""
"ぬかるむもりのさきへ","泥濘む森の先へ","1000","-1","2019-11-15 15:00:00","94","99","","","20","","",""
"だいげきせんしりとりどらごんず","大激戦！しりとりドラゴンズ","1000","-1","2019-11-15 15:00:00","95","100","","","20","","",""
"どらごんえくすぷろーらーず","ドラゴンエクスプローラーズ","1000","-1","2019-11-15 15:00:00","96","101","","","20","","",""
"どらごんもどき","ドラゴンもどき","1000","-1","2019-11-15 15:00:00","97","102","","","20","","",""
"いんふれいむず","in flames","1500","-1","2019-11-15 15:00:00","98","103","","A2001716909/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-14/1509394849?app=itunes","",""
"あらたなるちからへのちょうせん","新たなる力への試練","1000","-1","2019-12-20 15:00:00","104","104","","","20","","",""
"ぷれぜんとぱにっくらんどそるのさんたたち","プレゼントパニック！　ランドソルのサンタたち","1000","-1","2019-12-20 15:00:00","105","105","","","20","","",""
"となかいヴぇんでった","トナカイ・ヴェンデッタ","1000","-1","2019-12-20 15:00:00","106","106","","","20","","",""
"こーるみーだーりん","Call Me Darling！","1500","-1","2019-12-20 15:00:00","107","107","","A2001716909/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-14/1509394849?app=itunes","",""
"おうとしゅうまつけっせん","王都終末決戦","1000","2015007","2020-01-16 15:00:00","108","108","","","20","","",""
"こうていにつかえししもべとのたたかい","皇帝に仕えし僕との戦い","1000","2015007","2020-01-16 15:00:00","109","109","","","20","","",""
"かみたるものとのけっせん","神たる者との決戦","1000","2015007","2020-01-16 15:00:00","110","110","","","20","","",""
"げきそうらんどそるぎるどれーす","激走！　ランドソルギルドレース","1000","-1","2020-01-16 15:00:00","111","111","","","20","","",""
"やまがみさま","山神様","1000","-1","2020-01-16 15:00:00","112","112","","","20","","",""
"さいこうすたーとだっしゅ","SAI＊KOUスタートダッシュ","1500","-1","2020-01-16 15:00:00","113","113","","A2001734667/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-15/1515061876?app=itunes","",""
"たいかいをのぞんで","大海を望んで","1000","-1","2020-01-16 15:00:00","114","114","","","20","","",""
"まほうしょうじょふたりはみすてぃあんどぴゅありー","魔法少女　二人はミスティ＆ピュアリー","1000","-1","2020-02-15 15:00:00","115","115","","","20","","",""
"あんちびーすと","アンチビースト","1000","-1","2020-02-15 15:00:00","116","116","","","20","","",""
"こもれびもんたーじゅ","木もれびモンタージュ","1500","-1","2020-02-15 15:00:00","117","117","","A2001734667/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-15/1515061876?app=itunes","",""
"あいどるをめざして","アイドルを目指して！","1000","-1","2020-03-13 15:00:00","118","118","","","20","","",""
"おもいでのあしあと","思い出の足跡","1000","-1","2020-03-13 15:00:00","119","119","","","20","","",""
"ぷりんせすないと","プリンセスナイト","1000","-1","2020-03-13 15:00:00","120","120","","","20","","",""
"さずけのえんじぇるとせいなるがくしゃのりせえんぬ","授けの財団と聖なる学舎の異端児","1000","-1","2020-04-15 15:00:00","121","121","","","20","","",""
"なかよしえっくす","なかよしＸ","1000","-1","2020-04-15 15:00:00","122","122","","","20","","",""
"せいしゅんすぴなー","青春スピナー","1500","-1","2020-04-15 15:00:00","123","123","","A2001772609/","20","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-16/1518961426?app=itunes","",""
"みつりんのかげにまつは","密林の影に待つは","1000","-1","2020-04-15 15:00:00","124","124","","","20","","",""
"みらーじゅげーむ","Mirage Game","1500","2101001","2020-04-15 15:00:00","125","125","","A2001693583/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-13-ep/1503292819?app=itunes","",""
"いえすぷれしゃすはーもにー","Yes！ Precious Harmony！","1500","2101014","2020-04-15 15:00:00","126","126","","A2001693583/","20","%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-13-ep/1503292819?app=itunes","",""
"ちゅうちゅうぱにっくちーずおまもりだいさくせん","チュウチュウパニック！　チーズお守り大作戦！","1000","-1","2020-05-15 15:00:00","127","127","","","20","","",""
"まきばのよんのうしびんぼうぼくじょうふんとうき","まきばの四農士　貧乏牧場奮闘記！","1000","-1","2020-05-15 15:00:00","128","128","","","20","","",""
"しのびのとうりょうはんぞう","忍びの頭領ハンゾウ","1000","-1","2020-05-15 15:00:00","129","129","","","20","","",""
"はーとふるぷれいす","Heartful Place","1500","-1","2020-05-15 15:00:00","130","130","","A2001772609/","20","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-16/1518961426?app=itunes","",""
"ふしぎのくにのにのちいさなありすときぼうのえほん","不思議の国のリノ　小さなアリスと希望の絵本","1000","-1","2020-06-17 15:00:00","131","131","","","20","","",""
"くろのおうじゃばうぉっく","黒の王ジャバウォック","1000","-1","2020-06-17 15:00:00","132","132","","","20","","",""
"ふぇありーているはゆめのなか","フェアリーテイルは夢の中","1500","-1","2020-06-17 15:00:00","133","133","","A2001823541/","20","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-17-ep/1528301186?app=itunes","",""
"ゆうゆうたるもり","幽幽たる森","1000","-1","2020-06-17 15:00:00","134","134","","","20","","",""
"たなばたけんきゃくりょじょうたんてんにながれるなつのこい","七夕剣客旅情譚　天に流れる夏の恋","1000","-1","2020-07-15 15:00:00","135","135","","","20","","",""
"かくせいうわきぼし","覚醒・浮気星","1000","-1","2020-07-15 15:00:00","136","136","","","20","","",""
"たそがれたいへいたびじうた","黄昏太平旅路唄","1500","-1","2020-07-15 15:00:00","137","137","","A2001823541/","20","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-17-ep/1528301186?app=itunes","",""
"みさとさまーえーるゆめおうまなつのないん","ミサトサマーエール！　夢追う真夏のナイン","1000","-1","2020-08-15 15:00:00","138","138","","","20","","",""
"なぎさのぼうくんさめきち","渚の暴君・鮫吉","1000","-1","2020-08-15 15:00:00","139","139","","","20","","",""
"もうくんだげきどうみさとのほーむらんどりる","猛訓打撃道！　ミサトのホームランドリル","1000","-1","2020-08-15 15:00:00","140","140","","","20","","",""
"めざせほーむらん","目指せホームラン！","1000","-1","2020-08-15 15:00:00","141","141","","","20","","",""
"ひとなつのおもいで","ひと夏の思い出","1000","-1","2020-08-15 15:00:00","142","142","","","20","","",""
"あのなつのめもりー","あの夏のメモリー","1500","-1","2020-08-15 15:00:00","143","143","","A2001871533/","20","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-18-ep/1536515990?app=itunes","",""
"きよらかなるかわおと","清らかなる川音","1000","-1","2020-08-15 15:00:00","144","144","","","20","","",""
"はっぴーちぇんじえんじぇるず","ハッピー・チェンジ・エンジェルズ","1000","-1","2020-09-19 15:00:00","145","145","","","20","","",""
"ぼうそうのいのせんとぼう","暴走のイノセントボウ","1000","-1","2020-09-19 15:00:00","146","146","","","20","","",""
"ねぇねぇぷりーず","ねぇねぇPlease！","1500","-1","2020-09-19 15:00:00","147","147","","A2001871533/","20","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-18-ep/1536515990?app=itunes","",""
"ひびけぜっきょうはろうぃんごーすとふぇすてぃばる","響け！絶叫！ハロウィンゴーストフェスティバル","1000","-1","2020-10-15 15:00:00","148","148","","","20","","",""
"きょうふのごーすとふぁーざー","叫怖のゴーストファーザー","1000","-1","2020-10-15 15:00:00","149","149","","","20","","",""
"ぱらどっくす","Paradox","1500","-1","2020-10-15 15:00:00","150","150","","A2001927869/","20","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-19/1545283347?app=itunes","",""
"まほうていとくらぶりーもにかれっつごーまじかるかるてっと","魔法提督ラブリー★モニカ　レッツゴー！マジカルカルテット！","1000","-1","2020-11-21 15:00:00","151","151","","","20","","",""
"あんちびーすとどえむ","アンチビースト de M","1000","-1","2020-11-21 15:00:00","152","152","","","20","","",""
"かがやけらぶりーどりーみー","輝け！ラブリー★ドリーミー","1500","-1","2020-11-21 15:00:00","153","153","","A2001927869/","20","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-19/1545283347?app=itunes","",""
"だんがいをこえさんろくをすすみ","断崖を超え　山麓を進み","1000","-1","2020-11-21 15:00:00","154","154","","","20","","",""
