62d2807b75aae47e4a76f5f1c689b94555702a9c1deaeead4f1560ec4e54057f,7ba1715132d4842ce184969bbe79636df0b43b12705c487e11148b60b1b08848,a3dfda054b94a4ed2c09ef8a9f52fe7b045124c1232544f5e1740e18b41778f9,c9a310c770130c56aea3171aed826ef0248265708ac26176a452f63dd0dc984a,ed7647306e2a84c176138a7c1141cfaa82e587067c4b451a0d60d7d66e7b8873,92db765c6b73df01aea9505016ad439a4ac80a7627ead393e914766323f3f3c5,925e61f37bd38d8e0bb8e8285cd0f65ffb4f8418e8be14817b2b0bb5363bdc9d,fb69166bf76474f1f58e2950128cc67cc86f528a525e20e6928ca31d60917841,5820fa0977652241c80ff3a7166a0ac44ea730d807a13460ab8da4294da743c6,6d538a668275f66e544fc1480401c5ae1287c15d1f0b88de2c9d7e9c79d6e3bd,d5ed2ee68f0c4500e3133b0ad715e12f01848e116305de9c921fe3a93813717f
"1","","91","","","","0","","","1010027",""
"1","","11","","","","106031","ま、興味はあるし\n付き合ってあげるわ","","1010028","10"
"1","","91","","","","0","","","1010029",""
"1","","11","","","","112431","はい♪みなさんで\n頂上を目指して\n頑張りましょう！","","1010030","10"
"1","","91","","","","0","","","1010031",""
"2","0","1","0","1.3","0","1","104431","02_uek_cmn_idol_def_N","1020001","100"
"2","","3","02_uek_02_ilya_loop","","0","104431","02_uek_02_ilya","","1020002","0"
"2","","11","0","","","104431","はーっはっはっは！\n世界征服への\n第一歩を始めるぞ！","","1020003","10"
"2","","91","","","0","0","","","1020004",""
"3","0","1","-140","1.3","-10","1","105831","01_uek_cmn_idol_def_N","1030001","100"
"3","1","1","120","1.3","10","1","105931","01_uek_cmn_idol_def_N","1030002","100"
"3","1","1","0","1.3","0","1","106031","01_uek_cmn_idol_def_N","1030003","100"
"3","","3","01_uek_03_peko_loop","","0","105831","01_uek_03_peko","","1030004","0"
"3","","3","01_uek_03_kyaru_loop","","0","106031","01_uek_03_kyaru","","1030005","0"
"3","","11","0","","","105831","キャルちゃん！\n見てください\nいい景色ですよ☆","","1030006","10"
"3","","91","","","","0","","","1030007",""
"3","","11","0","","","106031","ちょ、あんた！\n引っぱんないでよ！\n落ちるでしょうが！","","1030008","10"
"3","","91","","","","0","","","1030009",""
"3","","3","01_uek_cmn_idol_def_N","","1","105931","01_uek_03_kokkoro","","1030010","0"
"3","","11","0","","","105931","ふふ、この先も\nきっと素敵な景色が\n待っているはずです","","1030011","10"
"4","0","1","-120","1.3","-30","1","101131","02_uek_cmn_idol_def_N","1040001","100"
"4","1","1","20","1.3","-5","1","104931","02_uek_cmn_idol_def_N","1040002","100"
"4","","3","","","","101131","02_uek_talk_joy2","","1040003","1"
"4","","11","0","","","101131","マスターセンリも\n一発からです！\n頑張りますよ！","","1040004","10"
"4","","91","","","","0","","","1040005",""
"4","","3","","0.2","","101131","02_uek_cmn_idol_def_N","","1040006","1"
"4","","3","","0.2","","104931","02_uek_04_shizuru","","1040007","1"
"4","","11","0","","","104931","それを言うなら\n千里の道も一歩から\nだよ、リノちゃん","","1040008","10"
"4","","91","","","","0","","","1040009",""
"4","","3","","0.2","","104931","02_uek_cmn_idol_def_N","","1040010","1"
"5","0","1","-70","1.3","0","1","105031","02_uek_cmn_idol_def_N","1050001","100"
"5","1","1","70","1.3","1","1","101631","02_uek_cmn_idol_def_N","1050002","100"
"5","","3","02_uek_05_misaki_loop","","-15","105031","02_uek_05_misaki","","1050003","0"
"5","","3","02_uek_05_suzuna_loop","","0","101631","02_uek_05_suzuna","","1050004","0"
"5","","11","0","","","105031","大人の階段を\n登るわよー！","","1050005","10"
"5","","91","","","0","0","","","1050006",""
"5","","11","0","","","101631","うちもモデルの\nてっぺん目指すし！","","1050007","10"
"6","1","1","120","1.3","25","1","100531","02_uek_cmn_idol_def_N","1060001","100"
"6","0","1","-20","1.3","5","1","103731","02_uek_cmn_idol_def_N","1060002","100"
"6","","3","","","","100531","02_uek_cmn_pose04","","1060003","1"
"6","","11","0","","","100531","これくらいの高さで\nへこたれてたら\nヒーロー失格ッス！","","1060004","10"
"6","","91","","","","0","","","1060005",""
"6","","3","","0.2","","103731","02_uek_talk_normal","","1060006","1"
"6","","11","0","","","103731","うん、いい鍛錬に\nなりそうだね\n楽しくなってきたよ","","1060007","10"
"6","","91","","","","0","","","1060008",""
"6","","3","","0.2","","103731","02_uek_cmn_idol_def_N","","1060009","1"
"7","0","1","-60","1.3","-20","1","103831","02_uek_cmn_idol_def_N","1070001","100"
"7","","3","","0.2","","103831","02_uek_07_shiori","","1070002","1"
"7","","11","","","","103831","あれ…お姉ちゃん\nどこに行ったのかな\n…お姉ちゃーん？","","1070003","10"
"8","0","1","90","1.3","40","1","104531","02_uek_08_kuka_loop","1080001","100"
"8","","31","60","1","1","2","2","","1080002","90"
"8","","11","0","","0","104531","あ、足に絡みつく\nツタの感触が\nたまりません～～！","","1080003","10"
"8","","91","","","","0","","","1080004",""
"9","0","1","-195","0.9","-35","2","105831","05_idle","1090001","100"
"9","0","1","150","1.2","-30","2","302102","302102_idle","1090002","1000"
"9","","31","50","1","1","102","15","","1090003","150"
"9","","31","400","1","1","103","16","","1090004","150"
"10","0","1","-160","1.3","-25","1","112531","01_uek_cmn_idol_def_N","1100001","100"
"10","1","1","-40","1.3","-5","1","112431","01_uek_cmn_idol_def_N","1100002","100"
"10","1","1","125","1.3","20","1","112631","01_uek_cmn_idol_def_N","1100003","100"
"10","","3","","","0","112631","01_uek_talk_surprise2","","1100004","1"
"10","","11","0","","0","112631","うっひゃ～…！\n足場が雲になるって\nどういうこと！？","","1100005","10"
"10","","91","","","","0","","","1100006",""
"10","","3","","0.2","0","112631","01_uek_cmn_idol_def_N","","1100007","1"
"10","","3","","","","112431","01_uek_talk_joy1","","1100008","1"
"10","","11","0","","0","112431","なんだか不思議な\n感触してますね～\nふわふわですよ♪","","1100009","10"
"10","","91","","","","0","","","1100010",""
"10","","3","","0.2","","112431","01_uek_cmn_idol_def_N","","1100011","1"
"10","","3","","","","112531","01_uek_talk_normal","","1100012","1"
"10","","11","0","","0","112531","落ちたりはしなそう\nだけど…足元には\n気をつけて進もう","","1100013","10"
"10","","91","","","","0","","","1100014",""
"10","","3","","0.2","","112531","01_uek_cmn_idol_def_N","","1100015","1"
"10","","91","","","","0","","","1100016",""
"11","0","1","-135","1.3","-20","1","104731","03_uek_cmn_idol_def_N","1110001","100"
"11","1","1","100","1.3","5","1","107131","03_uek_cmn_idol_def_N","1110002","100"
"11","","3","03_uek_11_jun_loop","0","1","104731","03_uek_11_jun","","1110003","0"
"11","0.2","3","03_uek_cmn_idol_def_N","0","1","107131","03_uek_11_chris","","1110004","0"
"11","","11","","","0","104731","むむ、視界が白く…\nクリスちゃん、\n気を付けるんだ！","","1110005","10"
"11","","91","","","","0","","","1110006",""
"11","","11","0","","0","107131","ははは、鎧の重さで\n沈んでいるぞ団長☆\nそぉれ一本釣りだ！","","1110007","10"
"11","","93","","","","1.5","","","1110008",""
"11","","2","1.5","","1","104731","-135","","1110009","0"
"11","","91","","","","1110007","","","1110010",""
"12","0","1","-120","1.3","-20","1","101031","03_uek_cmn_idol_def_N","1120001","100"
"12","1","1","10","1.3","-5","1","101431","03_uek_cmn_idol_def_N","1120002","100"
"12","","3","","","0","101031","03_uek_talk_joy1","","1120003","1"
"12","","11","0","","0","101031","かわいい雲さんやね\n一緒に連れて\n帰りたいわぁ♪","","1120004","10"
"12","","91","","","","0","","","1120005",""
"12","","3","","0.2","0","101031","03_uek_cmn_idol_def_N","","1120006","1"
"12","","3","","","0","101431","03_uek_talk_normal","","1120007","1"
"12","","11","0","","0","101431","いくらなんでも\nそれは難しいんじゃ\nないかな…？","","1120008","10"
"12","","91","","","","0","","","1120009",""
"12","","3","","0.2","0","101431","03_uek_cmn_idol_def_N","","1120010","1"
"13","0","1","-165","1.3","-45","1","105831","01_uek_cmn_idol_def_N","1130001","100"
"13","0","1","-45","1.3","-20","1","105931","01_uek_cmn_idol_def_N","1130002","100"
"13","1","1","120","1.3","-5","1","106031","01_uek_cmn_idol_def_N","1130003","100"
"13","","3","","","1","105931","01_uek_talk_normal","","1130004","1"
"13","","11","0","","0","105931","かなり高くまで\n登ってまいりました\nですが…","","1130005","10"
"13","","91","","","","0","","","1130006",""
"13","","3","01_uek_cmn_idol_def_N","0.2","1","105931","01_uek_13_kokkoro","","1130007","0"
"13","","3","01_uek_13_kyaru_loop","","1","106031","01_uek_13_kyaru","","1130008","0"
"13","","11","0","","0","106031","全然頂上が\n見えないじゃない！\nどんだけ高いのよ！","","1130009","10"
"13","","91","","","","0","","","1130010",""
"13","","3","","","0","105831","01_uek_13_peco_loop","","1130011","1"
"13","","11","0","","0","105831","いいじゃないですか\n運動のあとの食事は\nまた格別ですよ☆","","1130012","10"
"13","","91","","","","0","","","1130013",""
"14","0","1","-86","1.3","-25","1","104031","03_uek_cmn_idol_def_N","1140001","100"
"14","","31","250","1","1","1","1","","1140002","0"
"14","","3","03_uek_14_aoi_loop","","1","104031","03_uek_14_aoi","","1140003","0"
"14","","11","0","","0","104031","うう、ぼっちへの\n風当たりが\n強すぎませんか！？","","1140004","10"
"15","0","1","-75","1.3","-20","1","100731","03_uek_cmn_idol_def_N","1150001","100"
"15","1","1","65","1.3","10","1","103131","03_uek_15_father","1150002","100"
"15","","3","","","0","100731","03_uek_15_miyako","","1150003","1"
"15","","11","0","","0","100731","空は気持ちいいの～\nこれが天にも昇る\n気持ちってやつなの","","1150004","10"
"15","","91","","","","0","","","1150005",""
"15","","3","","","0","103131","03_uek_15_father","","1150006","1"
"15","","11","0","","0","103131","ガキんちょもか？\nオレも身体が\n軽くなってきたぞ！","","1150007","10"
"15","","91","","","","0","","","1150008",""
"15","","3","","","0","103131","03_uek_talk_normal","","1150009","1"
"15","","11","0","","0","103131","ミヤコさんは\n本当に昇天しちゃ\nだめですよ…？","","1150010","10"
"15","","91","","","","0","","","1150011",""
"15","","3","","0.2","0","103131","03_uek_cmn_idol_def_N","","1150012","1"
"16","0","1","-110","1.3","-45","1","112431","01_uek_cmn_idol_def_N","1160001","100"
"16","1","1","40","1.3","-15","1","105831","01_uek_cmn_idol_def_N","1160002","100"
"16","1","1","140","1.3","10","1","105931","01_uek_cmn_idol_def_N","1160003","100"
"16","","3","01_uek_cmn_idol_def_N","","0","105931","01_uek_01_kokkoro","","1160004","0"
"16","","3","01_uek_cmn_idol_def_N","","1","112431","01_uek_01_uduki","","1160005","0"
"16","","3","01_uek_cmn_idol_def_N","","1","105831","01_uek_01_peko","","1160006","0"
"16","","91","","","","0","","","1160007",""
"16","","3","","","1","105931","01_uek_talk_normal","","1160008","1"
"16","","11","0","","0","105931","ウヅキさま。先は長\nそうですが、休まな\nくて大丈夫ですか？","","1160009","10"
"16","","91","","","","0","","","1160010",""
"16","","3","","","1","105931","01_uek_cmn_idol_def_N","","1160011","1"
"16","","3","","","","112431","01_uek_talk_joy1","","1160012","1"
"16","","11","0","","0","112431","はい、平気です！\nとっても楽しくって\nやばいです☆","","1160013","10"
"16","","93","","","","1.5","","","1160014",""
"16","","3","01_uek_16_uduki_loop","0.2","1","112431","01_uek_16_uduki","","1160015","0"
"16","","91","","","","1160013","","","1160016",""
"16","","3","","","","105831","01_uek_talk_joy1","","1160017","1"
"16","","11","0","","0","105831","元気いっぱいですね\nウヅキさん、一緒に\n頑張りましょう～☆","","1160018","10"
"16","","93","","","","2.2","","","1160019",""
"16","","3","01_uek_16_uduki_loop","0.2","1","105831","01_uek_16_peco","","1160020","0"
"16","","91","","","","1160018","","","1160021",""
"17","1","1","150","1.3","10","1","102331","03_uek_cmn_idol_def_N","1170001","300"
"17","0","1","-100","1.3","-15","1","102131","03_uek_cmn_idol_def_N","1170002","100"
"17","","31","10","0","1.3","3","3","","1170003","20"
"17","0.2","3","03_uek_17_ayane_loop","0.2","1","102331","03_uek_17_ayane","","1170004","0"
"17","","3","03_uek_cmn_idol_def_N","0.2","1","102131","03_uek_cmn_pose05","","1170005","0"
"17","","32","","","","3","1","","1170006",""
"17","","11","0","","0","102331","見て見て！\n雲でぷうきちを\n作ったよー！","","1170007","10"
"17","","91","","","","0","","","1170008",""
"17","","3","","0.2","","102131","03_uek_talk_joy1","","1170009","1"
"17","","11","0","","0","102131","わぁ、すご～い…！\n私も何か\n作りたいなぁ…♪","","1170010","10"
"17","","91","","","","0","","","1170011",""
"17","","3","","0.2","","102131","03_uek_cmn_idol_def_N","","1170012","1"
"18","0","1","229","1.3","45","1","112631","01_uek_cmn_idol_def_N","1180001","100"
"18","0","1","170","1.3","20","1","105831","01_uek_cmn_idol_def_N","1180002","110"
"18","0","1","-85","1.3","-10","1","105931","01_uek_cmn_idol_def_N","1180003","100"
"18","","3","01_uek_18_mio_loop","","1","112631","01_uek_18_mio","","1180004","0"
"18","","11","0","","0","112631","だいぶ登ったね～\nちょっと下のほう\n見てみようよ！","","1180005","10"
"18","","91","","","","0","","","1180006",""
"18","","3","01_uek_18_mio_loop","","1","105831","01_uek_18_mio","","1180007","0"
"18","","11","0","","0","105831","そうですね！\nえーと、どれどれ…\nって、わわわわ！","","1180008","10"
"18","","93","","","","3","","","1180009",""
"18","","2","2","","1","105831","170","","1180010","5"
"18","","91","","","","1180008","","","1180011",""
"18","","3","01_uek_cmn_idol_def_N","","1","105931","01_uek_18_kokkoro","","1180012","0"
"18","","11","0","","0","105931","ふふ、お二人とも\nはしゃがれて、楽し\nそうでございますね","","1180013","10"
"19","0","1","402","1.3","110","1","101231","02_uek_19_hatsune","1190001","100"
"19","0","1","166","1.3","30","1","103831","02_uek_talk_surprise2","1190002","100"
"19","","3","","0.2","0","103831","02_uek_talk_surprise2","","1190003","1"
"19","","11","0","","0","103831","あ！　お姉ちゃん！\nこんなところで\n寝ちゃ危ないよー！","","1190004","10"
"19","","91","","","","0","","","1190005",""
"19","","11","0","","0","101231","しおりんの声が\n聞こえたような…\nすやぁ…☆","","1190006","10"
"20","0","1","-195","0.9","-35","2","105831","05_idle","1200001","100"
"20","0","1","150","1.4","30","2","304602","304602_idle","1200002","1000"
"20","","31","50","1","1","102","17","","1200003","150"
"20","","31","400","1","1","103","18","","1200004","150"
"21","0","1","185","1.3","25","1","105931","01_uek_21_kokkoro_loop","1210001","110"
"21","0","1","65","1.3","-5","1","112531","01_uek_21_rin_loop","1210002","120"
"21","0","1","-140","1.3","-35","1","106031","01_uek_cmn_idol_def_N","1210003","100"
"21","","11","0","","0","105931","風が心地よいですね\n優しく、囁きかけて\nいるように感じます","","1210004","10"
"21","","91","","","","0","","","1210005",""
"21","","11","0","","0","112531","上に向かう私たちに\n蒼い風が語りかけて\nきてるのかもね…","","1210006","10"
"21","","91","","","","0","","","1210007",""
"21","","3","01_uek_cmn_idol_def_N","","1","106031","01_uek_21_kyaru","","1210008","0"
"21","","11","0","","0","106031","…あんたたち\nなんか妙なところで\nシンクロしてるわね","","1210009","10"
"21","","91","","","","0","","","1210010",""
"22","0","1","180","1.3","40","1","105831","01_uek_cmn_idol_def_N","1220001","100"
"22","","31","250","1","1.3","4","4","","1220002","420"
"22","","3","","0.2","","105831","01_uek_cmn_pose03","","1220003","1"
"22","","11","0","","0","105831","おにぎり型の雲って\nどんな味がするんで\nしょう…じゅるり☆","","1220004","10"
"22","","91","","","","0","","","1220005",""
"23","0","1","33","1.3","5","1","105231","03_uek_cmn_idol_def_N","1230001","100"
"23","0","1","200","1.3","40","1","102631","03_uek_23_rin","1230002","1010"
"23","0","1","-110","1.3","-25","1","103331","03_uek_cmn_idol_def_N","1230003","100"
"23","","31","32","1","1","5","5","","1230004","220"
"23","","3","","0.2","","102631","03_uek_23_rin","","1230005","1"
"23","","11","0","","0","102631","この雲、ふかふかで\n気持ちいい～\nぐっすり眠れそう～","","1230006","10"
"23","","91","","","","0","","","1230007",""
"23","","2","45","","0","102631","1100","","1230008","40"
"23","","33","45","","0","5","1120","","1230009","32"
"23","","3","","0.2","","105231","03_uek_cmn_pose04","","1230010","1"
"23","","3","","0.2","","103331","03_uek_talk_surprise2","","1230011","1"
"23","","11","0","","0","105231","リンちゃんの寝てる\n雲が流されてるわ！\nど、どうしよう！","","1230012","10"
"23","","91","","","","0","","","1230013",""
"23","","11","0","","0","103331","干し草のほうが\nふかふかだべー！\n戻ってくるべさー！","","1230014","10"
"23","","91","","","","0","","","1230015",""
"24","0","1","-240","1.3","-45","1","105531","03_uek_24_ayumi","1240001","10"
"24","","3","","","0","105531","03_uek_24_ayumi","","1240002","1"
"24","","11","0","","0","105531","あっ、あそこに\n先輩がいる\nじーーーー…","","1240003","10"
"25","1","1","175","1.3","15","1","103631","03_uek_cmn_idol_def_N","1250001","100"
"25","0","1","-36","1.3","-10","1","100431","03_uek_cmn_idol_def_N","1250002","100"
"25","0","1","-158","1.3","-45","1","102031","03_uek_cmn_idol_def_N","1250003","100"
"25","","3","","","0","102031","03_uek_cmn_pose06","","1250004","1"
"25","","11","0","","0","102031","お空で遊ぶのって\nすごく気持ちいいね\nるんたった～♪","","1250005","10"
"25","","91","","","","0","","","1250006",""
"25","","3","03_uek_25_misogi_loop","","1","100431","03_uek_25_misogi","","1250007","0"
"25","","11","0","","0","100431","うん！　キョウカも\nそう思うでしょー？\n…わぁっ！","","1250008","10"
"25","","3","03_uek_25_kyouka_loop","","0","103631","03_uek_25_kyouka","","1250009","1"
"25","","91","","","","0","","","1250010",""
"25","","11","0","","0","103631","ちょっとミソギ！\n落ちたら危ないから\nおどかさないでよ！","","1250011","10"
"25","","91","","","","0","","","1250012",""
"27","0","1","-179","1.3","-43","1","104831","01_uek_cmn_idol_def_N","1270001","100"
"27","0","1","0","1.3","-14","1","104631","01_uek_27_tamaki_loop","1270002","100"
"27","1","1","200","1.3","24","1","103231","01_uek_cmn_idol_def_N","1270003","100"
"27","","11","0","","0","104631","はぁはぁ…\nも、もう限界にゃ…\n帰りたいにゃ…","","1270004","10"
"27","","91","","","","0","","","1270005",""
"27","","3","01_uek_talk_normal","","1","104831","01_uek_cmn_pose02","","1270006","0"
"27","","11","0","","0","104831","効率的な体力配分で\n登れば、これくらい\n楽勝のはずよ","","1270007","10"
"27","","91","","","","0","","","1270008",""
"27","","3","","0.3","0","104831","01_uek_cmn_idol_def_N","","1270009","1"
"27","","3","","","0","103231","01_uek_27_akino_loop","","1270010","1"
"27","","11","0","","0","103231","おーっほっほっほ！\nいい眺めですわ！\n先が楽しみですわね","","1270011","10"
"28","0","1","0","1.3","-10","1","102931","04_uek_cmn_idol_def_N","1280001","110"
"28","0","1","-120","1.3","-30","1","104231","04_uek_cmn_idol_def_N","1280002","120"
"28","0","1","120","1.3","10","1","105431","04_uek_cmn_idol_def_N","1280003","100"
"28","","31","10","0","1.3","6","6","","1280004","35"
"28","","31","-10","0","1.3","6","9","","1280005","-85"
"28","","31","30","0","1.3","6","10","","1280006","155"
"28","","3","","0.2","","102931","04_uek_28_nozomi","","1280007","1"
"28","","3","","0.2","","104231","04_uek_28_chika","","1280008","1"
"28","","3","","0.2","","105431","04_uek_28_tsumugi","","1280009","1"
"28","","32","","","","6","1","","1280010",""
"28","","32","","","","9","1","","1280011",""
"28","","32","","","","10","1","","1280012",""
"28","","11","0","","0","102931","空の上でも\nカルミナ…\nオンステージ！","","1280013","10"
"28","","91","","","","0","","","1280014",""
"28","","11","0","","0","104231","風が気持ちいい…！\n精霊たちも\n楽しそうです！","","1280015","10"
"28","","91","","","","0","","","1280016",""
"28","","11","0","","0","105431","最っ高ですね！\nアンコールまで\n駆け抜けましょう！","","1280017","10"
"28","","91","","","","0","","","1280018",""
"29","0","1","-40","1.3","-10","1","101531","03_uek_cmn_idol_def_N","1290001","100"
"29","1","1","95","1.3","10","1","101831","03_uek_cmn_idol_def_N","1290002","100"
"29","","3","","","0","101831","03_uek_talk_joy1","","1290003","1"
"29","","11","0","","0","101831","気持ちいいところね\n遠足で生徒たちも\n連れてこようかしら","","1290004","10"
"29","","91","","","","0","","","1290005",""
"29","","3","","0.3","0","101831","03_uek_cmn_idol_def_N","","1290006","1"
"29","","3","","0.3","0","101531","03_uek_talk_joy1","","1290007","1"
"29","","11","0","","0","101531","あらあら～、じゃあ\n里の子どもたちも\nご一緒したいです～","","1290008","10"
"29","","91","","","","0","","","1290009",""
"29","","3","","0.3","0","101531","03_uek_cmn_idol_def_N","","1290010","1"
"30","0","1","-195","0.9","-35","2","105831","05_idle","1300001","100"
"30","0","1","150","1.5","-50","2","307505","307505_idle","1300002","1000"
"30","","31","50","1","1","102","19","","1300003","150"
"30","","31","400","1","1","103","20","","1300004","150"
"30","","3","307505_idle","0","1","307505","307505_awake","","1300005","0"
"31","0","1","140","1.3","10","1","105831","01_uek_cmn_idol_def_N","1310001","110"
"31","0","1","20","1.3","0","1","105931","01_uek_cmn_idol_def_N","1310002","110"
"31","0","1","-200","1.3","-55","1","106031","01_uek_26_kyaru_loop","1310003","110"
"31","","93","","","","1","","","1310004",""
"31","","4","","","","105831","1","","1310005",""
"31","","3","","0","","105831","01_uek_cmn_pose04","","1310006","1"
"31","","11","","","","105831","見てください！\nお星様の世界です！\nすごい景色ですね☆","","1310007","10"
"31","","93","","","","2.3","","","1310008",""
"31","","3","","0.2","0","105831","01_uek_cmn_idol_def_N","","1310009","0"
"31","","91","","","","1310007","","","1310010",""
"31","","3","","0.2","0","105831","01_uek_cmn_idol_def_N","","1310011","1"
"31","","3","","","","105931","01_uek_talk_normal","","1310012","1"
"31","","11","","","","105931","本当に素晴らしい\n場所でございます\n堪能いたしましょう","","1310013","10"
"31","","91","","","","0","","","1310014",""
"31","","3","","0.2","","105931","01_uek_cmn_idol_def_N","","1310015","1"
"31","","11","","","","106031","何落ち着いてるのよ\nおかしいでしょ\nなんか色々と…！","","1310016","10"
"32","1","1","255","1.3","91","1","104531","02_uek_32_kuka_loop","1320001","100"
"32","0","1","-97","1.3","-29","1","105331","02_uek_cmn_idol_def_N","1320002","100"
"32","0","1","50","1.3","0","1","103031","02_uek_cmn_idol_def_N","1320003","100"
"32","","3","","0.5","0","104531","02_uek_32_kuka","","1320004","0"
"32","","3","02_uek_talk_surprise2","0.5","1","105331","02_uek_cmn_shock_def_N","","1320005","0"
"32","","3","02_uek_talk_surprise2","0.5","1","103031","02_uek_cmn_shock_def_N","","1320006","0"
"32","","91","","","","0","","","1320007",""
"32","","3","","0.5","0","103031","02_uek_talk_surprise2","","1320008","1"
"32","","11","0","","0","103031","せっかく見つけた\nクウカがまた\n飛んでマス！","","1320009","10"
"32","","91","","","","0","","","1320010",""
"32","","3","","0.5","0","105331","02_uek_talk_surprise2","","1320011","1"
"32","","11","0","","0","105331","やっぱりよろこんで\nなかったか！？","","1320012","10"
"33","1","1","0","1.3","0","1","100831","02_uek_cmn_idol_def_N","1330001","100"
"33","","31","130","1","1.3","7","7","","1330002","-120"
"33","","3","02_uek_33_yuki_loop","0.2","1","100831","02_uek_33_yuki","","1330003","0"
"33","","11","0","","0","100831","星の輝きを浴びた\nボクはまた一段と\n美しいね…","","1330004","10"
"33","","91","","","","0","","","1330005",""
"34","1","1","10","1.3","0","1","100931","02_uek_cmn_idol_def_N","1340001","110"
"34","1","1","180","1.3","10","1","101331","02_uek_cmn_idol_def_N","1340002","110"
"34","","93","","","","1","","","1340003",""
"34","0.2","3","02_uek_cmn_idol_def_N","0.2","1","101331","02_uek_cmn_pose01","","1340004","1"
"34","","11","0","","0","101331","ウチュウキター！\nテンション爆上がり\nですしおすし！","","1340005","10"
"34","","91","","","","0","","","1340006",""
"34","0","3","02_uek_34_anna_loop","0.2","1","100931","02_uek_34_anna","","1340007","0"
"34","","11","0","","0","100931","くくく…星の力を\n強く感じるぞ！\n覚醒の時は近い…！","","1340008","10"
"35","1","1","-200","1.3","-60","1","100231","01_uek_cmn_idol_def_N","1350001","100"
"35","1","1","0","1.3","10","1","100331","01_uek_cmn_idol_def_N","1350002","100"
"35","1","1","200","1.3","20","1","100131","01_uek_cmn_idol_def_N","1350003","100"
"35","","31","270","1","1","8","8","","1350004","0"
"35","0.2","3","01_uek_35_yui_loop","0.2","1","100231","01_uek_35_yui","","1350005","0"
"35","0.2","3","01_uek_35_rei_loop","0.2","1","100331","01_uek_35_rei","","1350006","0"
"35","","3","","0.2","","100131","01_uek_cmn_pose03","","1350007","1"
"35","","11","0","","0","100231","見て、流れ星…！\nみんなで願い事を\nしようよ","","1350008","10"
"35","","91","","","","0","","","1350009",""
"35","","11","0","","0","100331","ああ、そうだね\n私たちにぴったりな\nシチュエーションだ","","1350010","10"
"35","","91","","","","0","","","1350011",""
"35","","11","0","","0","100131","さんせーい！\nじゃあ、あたしは…\nうーん、うーん…！","","1350012","10"
"35","","91","","","","0","","","1350013",""
