d6d89d09a1a646bd9f0f1775e4d11068a836c2dc5b106147785aea3a76ea51f9,89b2ab61eedd32adf98299e6a6a8fcd9def79d2985b51998c1776b6ca13b2799,8e6b508b55fa9e0baccd3b5630f0f23a6540c5a73192c85d2ff0228714fcb87c,07d8fe3759f6f507b22e8501ca728fa6556c58069e980db78ea21caacdb35ed9,87000a32137c3cd35b38cf302874ec6520378c0432ae37a435b3895f7d43464c,457c8c3201e64457d06cb96562161d2bd94672388131331d7be297357112f66a,789ddb83c2c0687a37034a6e6631577300383e181ec478d7b8da637b21d85b5f,40e8f0329b451563f274bfbe3fbd5bcf725bdc861e73b2dab1a9549b7f8b7022,23c81d05c43cf7928b8e44c14a6502539bd80bdaf08cae109fac4b0419a9b102,a7adb20b215eb13295c93b14610e4339e0abc935464fecd5b28912287a161972,f7700ef0d0ebd24d12972ff98aadb62d4073c8a4dd1cedb2de11b670a013ad87
"3","0.5","2","","dsb_talk_doya_sing","dsb_talk_doya_sing_loop","0","1010801","0.5","1010801031","1"
"21","","vo_dsb_1010801","","vo_dsb_1003","0","0","1010801","","1010801032",""
"11","0","2","0.2","けっ。\nな～にが若女将ですか……\n根性のねじ曲がったババ女将のくせに。","1","10","1010801","0","1010801033","1"
"91","","0","","","","","1010801","","1010801034",""
"3","0.5","2","","dsb_idle_doya_blink","","1","1010801","","1010801035",""
"3","0.5","1","","dsb_talk_sad2_talkjoy2","","1","1010801","","1010801036",""
"21","","vo_dsb_1010801","","vo_dsb_1004","0","0","1010801","","1010801037",""
"11","0","1","0.2","イノリちゃん……\n今なんか言った？","1","10","1010801","0","1010801038","1"
"91","","0","","","","","1010801","","1010801039",""
"3","0.5","1","","dsb_idle_normal","","1","1010801","","1010801040",""
"3","0.2","2","","dsb_surprise_inori","dsb_talk_surprise1_2","0","1010801","0.5","1010801041","1"
"21","","vo_dsb_1010801","","vo_dsb_1005","0","0","1010801","","1010801042",""
"11","0","2","0.2","いいい、いや何も言ってないですよ～？\nそんなことより温泉です！\nこの熱さはただごとじゃないです……\n絶対ヤバいものが入ってるですよ！","1","10","1010801","0","1010801043","1"
"91","","0","","","","","1010801","","1010801044",""
"3","0.5","2","","dsb_idle_surprise1_normal","","1","1010801","","1010801045",""
"3","0.5","1","","dsb_talk_bitter","","1","1010801","","1010801046",""
"21","","vo_dsb_1010801","","vo_dsb_1006","0","0","1010801","","1010801047",""
"11","0","1","0.2","人聞きが悪いな～\n危険なものなんて入ってないよ～\n……むしろイノリちゃんだって\nよく知ってるものだし？","1","10","1010801","0","1010801048","1"
"91","","0","","","","","1010801","","1010801049",""
"3","0.5","1","","dsb_idle_normal","","1","1010801","","1010801050",""
"3","0.5","2","","dsb_sniff","","1","1010801","","1010801051",""
"21","","vo_dsb_1010801","","vo_dsb_1007","0","0","1010801","","1010801052",""
"11","0","2","0.2","言われてみれば……クンクン。\nこのお湯の匂い\nどっかで嗅いだような気がするです。","1","10","1010801","0","1010801053","1"
"91","","0","","","","","1010801","","1010801054",""
"3","0.5","2","","dsb_idle_normal","","1","1010801","","1010801055",""
"3","0.5","1","","dsb_talk_joy3","","1","1010801","","1010801056",""
"21","","vo_dsb_1010801","","vo_dsb_1008","0","0","1010801","","1010801057",""
"11","0","1","0.2","そうでしょ～？\n正解は～……\nドラゴンもどきちゃんからもらった\n食べると火が吹ける木の実でした～☆","1","10","1010801","0","1010801058","1"
"91","","0","","","","","1010801","","1010801059",""
"3","0.5","1","","dsb_idle_normal","","1","1010801","","1010801060",""
"3","0.5","2","","dsb_talk_guts2","dsb_talk_guts2_loop","0","1010801","0.5","1010801061","1"
"21","","vo_dsb_1010801","","vo_dsb_1009","0","0","1010801","","1010801062",""
"11","0","2","0.2","ああっ！？\nあの火の実ですか！\nだったらこの熱さも納得ですよ！\nあいつ、元気だったですか？","1","10","1010801","0","1010801063","1"
"91","","0","","","","","1010801","","1010801064",""
"3","0.5","2","","dsb_idle_guts2","","1","1010801","","1010801065",""
"3","0.5","1","","dsb_talk_normal","","1","1010801","","1010801066",""
"21","","vo_dsb_1010801","","vo_dsb_1010","0","0","1010801","","1010801067",""
"11","0","1","0.2","うん☆\n私のこと覚えててくれたみたいでね？\nすぐに実を分けてくれたんだ～♪\nこころよ～く、ね？","1","10","1010801","0","1010801068","1"
"91","","0","","","","","1010801","","1010801069",""
"3","0.5","1","","dsb_hot","","1","1010801","","1010801070",""
"21","","vo_dsb_1010801","","vo_dsb_1011","0","0","1010801","","1010801071",""
"11","0","1","0.2","それにしても……\nふぅ。\n実の量を多くしすぎたかな～？\nちょっと火照ってきちゃった～","1","10","1010801","0","1010801072","1"
"91","","0","","","","","1010801","","1010801073",""
"3","0.5","1","","dsb_hot_loop","","1","1010801","","1010801074",""
"3","0.3","2","","dsb_talk_thinking_Ex9","","1","1010801","","1010801075",""
"21","","vo_dsb_1010801","","vo_dsb_1012","0","0","1010801","","1010801076",""
"11","0","2","0.2","（こ、これは……チャンスですよ！\nあたしよりも先にボスがのぼせたら\nその時点でボスはあたしよりへっぽこ！\nつまりあたしの勝ち！　ザ・下克上！）","1","10","1010801","0","1010801077","1"
"91","","0","","","","","1010801","","1010801078",""
"3","0.5","2","","dsb_talk_arm_crossed_Ex10","dsb_talk_arm_crossed_Ex10_loop","0","1010801","0.5","1010801079","1"
"21","","vo_dsb_1010801","","vo_dsb_1013","0","0","1010801","","1010801080",""
"11","0","2","0.2","くっくっく……\nこの勝負、もらったですよー！\nあーっはっはっはっは！","1","10","1010801","0","1010801081","1"
"93","","5.6","","1","","","1010801","","1010801082",""
"3","0.5","2","","dsb_ahaha_in","dsb_ahaha_loop","0","1010801","0","1010801083","1"
"91","","1010801081","","","","","1010801","","1010801084",""
"32","","40","","1","","","1010801","","1010801085",""
"93","","1.5","","0","","","1010801","","1010801086",""
"3","0","2","","dsb_inori_dizzy","","1","1010801","","1010801087",""
"3","0","1","","dsb_idle_normal","","1","1010801","","1010801088",""
"93","","0.5","","0","","","1010801","","1010801089",""
"22","","0","","0","","","1010801","","1010801090",""
"93","","1","","0","","","1010801","","1010801091",""
"3","0.5","1","","dsb_smile4","dsb_talk_joy3","0","1010801","0.2","1010801092","1"
"21","","vo_dsb_1010801","","vo_dsb_1014","0","0","1010801","","1010801093",""
"11","0","1","0.2","うーん♪\nようやくあったまってきた～\nね、イノリちゃん？","1","10","1010801","0","1010801094","1"
"91","","0","","","","","1010801","","1010801095",""
"3","0.5","1","","dsb_idle_normal","","1","1010801","","1010801096",""
"21","","vo_dsb_1010801","","vo_dsb_1015","0","0","1010801","","1010801097",""
"11","0","2","0.2","ぴ……\nぴぃいいい……\nゆでドラゴン族になっちまうです～っ！","1","10","1010801","0","1010801098","1"
"91","","0","","","","","1010801","","1010801099",""
"22","","0","","0","","","1010801","","1010801100",""
"23","","se_10044200","","se_10044200_get_out_water","","0","1010801","","1010801101",""
"3","0.2","2","","dsb_inori_stand_up_in","dsb_inori_stand_up_loop","0","1010801","0.2","1010801102","1"
"3","0.3","1","","dsb_smile2","dsb_idle_normal","0","1010801","0.2","1010801103","1"
"93","","0.3","","0","","","1010801","","1010801104",""
"23","","se_adv_emote_sweat_02","","se_adv_emote_sweat_02","","0","1010801","","1010801105",""
"12","0","2","0","2","0","1.4","1010801","0","1010801106","0"
"12","0","1","0","10","0","1.4","1010801","0","1010801107","0"
"93","","2.5","","0","","","1010801","","1010801108",""
"5","2","12","dsb_idle_normal","1","-165","70","1010802","0","1010802001","-345"
"5","2","6","dsb_idle_normal","2","165","70","1010802","1","1010802002","-345"
"31","1","1","","1","0","0","1010802","","1010802003","1"
"31","1","3","","3","0","0","1010802","","1010802004","1"
"31","1","4","","4","0","0","1010802","","1010802005","1"
"31","1","16","","10","0","0","1010802","","1010802006","1"
"31","1","26","","20","0","0","1010802","","1010802007","1"
"31","1","36","","30","-168","155","1010802","","1010802008","1"
"31","1","36","","31","-168","-155","1010802","","1010802009","1"
"13","","1","","170","","","1010802","","1010802010",""
"13","","2","","170","","","1010802","","1010802011",""
"91","","0","","","","","1010802","","1010802012",""
"23","","se_10044200","","se_10044200_cmn_amb","","1","1010802","","1010802013",""
"23","","se_10044200","","se_10044200_cmn_steam","","0","1010802","","1010802014",""
"93","","6","","0","","","1010802","","1010802015",""
"23","","se_10044200","","se_10044200_hotspring_06","","1","1010802","","1010802016",""
"93","","1.5","","0","","","1010802","","1010802017",""
"3","0.5","2","","dsb_smile3_joy","dsb_talk_joy1","0","1010802","0.5","1010802018","1"
"21","","vo_dsb_1010802","","vo_dsb_2001","0","0","1010802","","1010802019",""
"11","0","2","0.2","やっばー！　おフロ、ひっろ～い☆\n温泉きちゃった感まじパない！\nそれにミサトっちにも会えるとか\nちょーウケるし！　アガる～♪","1","10","1010802","0","1010802020","1"
"91","","0","","","","","1010802","","1010802021",""
"3","0.5","2","","dsb_idle_joy1","","1","1010802","","1010802022",""
"3","0.5","1","","dsb_talk_normal_joy","","1","1010802","","1010802023",""
"21","","vo_dsb_1010802","","vo_dsb_2002","0","0","1010802","","1010802024",""
"11","0","1","0.2","久しぶりね～、スズナちゃん♪\n今日の温泉はね\nお花のアロマ風呂にしてみたの。\n香りはいいし、お肌にもいいのよ～","1","10","1010802","0","1010802025","1"
"91","","0","","","","","1010802","","1010802026",""
"3","0.5","1","","dsb_idle_normal","","1","1010802","","1010802027",""
"3","0.5","2","","dsb_surprise2","dsb_talk_surprise1_2","0","1010802","0.5","1010802028","1"
"21","","vo_dsb_1010802","","vo_dsb_2003","0","0","1010802","","1010802029",""
"11","0","2","0.2","やばば、温泉天才じゃん！\nビヨーにもいいとかビビる！\nここ教えてくれた\nちゃんイオに感謝じゃん♪","1","10","1010802","0","1010802030","1"
"93","","6.5","","1","","","1010802","","1010802031",""
"3","0.5","2","","dsb_talk_joy3","","1","1010802","","1010802032",""
"91","","1010802030","","","","","1010802","","1010802033",""
"3","0.3","2","","dsb_talk_guts2_doya","dsb_talk_guts2_doya_loop","0","1010802","0.5","1010802034","1"
"21","","vo_dsb_1010802","","vo_dsb_2004","0","0","1010802","","1010802035",""
"11","0","2","0.2","よーし！\nじゃあいーっぱい入ってー\nお肌ツヤッツヤにしてー\nヒデサイびっくりさせちゃおーっと☆","1","10","1010802","0","1010802036","1"
"91","","0","","","","","1010802","","1010802037",""
"3","0.5","2","","dsb_talk_worry_normal2","","1","1010802","","1010802038",""
"21","","vo_dsb_1010802","","vo_dsb_2005","0","0","1010802","","1010802039",""
"11","0","2","0.2","あ、そーだ！\nびっくりっていったらさー？\nここももっとすごそー感\n出しちゃってもいんじゃない？","1","10","1010802","0","1010802040","1"
"91","","0","","","","","1010802","","1010802041",""
"3","0.5","2","","dsb_idle_normal","","1","1010802","","1010802042",""
"3","0.5","1","","dsb_talk_surprise1","","1","1010802","","1010802043",""
"21","","vo_dsb_1010802","","vo_dsb_2006","0","0","1010802","","1010802044",""
"11","0","1","0.2","すごそー感？","1","10","1010802","0","1010802045","1"
"91","","0","","","","","1010802","","1010802046",""
"3","0.2","1","","dsb_idle_wish_normal","","1","1010802","","1010802047",""
"3","0.5","2","","dsb_talk_surprise1_normal2","","1","1010802","","1010802048",""
"21","","vo_dsb_1010802","","vo_dsb_2007","0","0","1010802","","1010802049",""
"11","0","2","0.2","そそ！\nみんな一発でやばば！\nってわかるようにすんの！","1","10","1010802","0","1010802050","1"
"91","","0","","","","","1010802","","1010802051",""
"3","0.5","2","","dsb_talk_surprise1_talkjoy2","","1","1010802","","1010802052",""
"21","","vo_dsb_1010802","","vo_dsb_2008","0","0","1010802","","1010802053",""
"11","0","2","0.2","フンイキ変わるとバズるかもだし！\nめっちゃかわいいおフロだったら\nお客さんもジャンジャンだよ！","1","10","1010802","0","1010802054","1"
"91","","0","","","","","1010802","","1010802055",""
"3","0.5","2","","dsb_idle_joy1","","1","1010802","","1010802056",""
"3","0.5","1","","dsb_talk_joy3","","1","1010802","","1010802057",""
"21","","vo_dsb_1010802","","vo_dsb_2009","0","0","1010802","","1010802058",""
"11","0","1","0.2","かわいいお風呂……\n気になるわね～♪\nどんな感じになるのかしら？","1","10","1010802","0","1010802059","1"
"91","","0","","","","","1010802","","1010802060",""
"3","0.5","1","","dsb_idle_sad_talkjoy2","","1","1010802","","1010802061",""
"3","0.5","2","","dsb_talk_worry_normal2","","1","1010802","","1010802062",""
"21","","vo_dsb_1010802","","vo_dsb_2010","0","0","1010802","","1010802063",""
"11","0","2","0.2","んっとねー\nやっぱお花はもっと浮かせるっしょ！\nもちろんいろんなやつね！\nカラフルだったらビビビッとくるし♪","1","10","1010802","0","1010802064","1"
"91","","0","","","","","1010802","","1010802065",""
"3","0.5","2","","dsb_idle_normal","","1","1010802","","1010802066",""
"3","0.5","1","","dsb_talk_memory","","1","1010802","","1010802067",""
"21","","vo_dsb_1010802","","vo_dsb_2011","0","0","1010802","","1010802068",""
"11","0","1","0.2","まるで温泉のお花畑ね～♪\n色とりどりのお花に囲まれて\nお風呂に入れるなんて……うふふ♪\n想像するだけで気持ちが華やぐわ～","1","10","1010802","0","1010802069","1"
"91","","0","","","","","1010802","","1010802070",""
"3","0.5","1","","dsb_talk_normal","","1","1010802","","1010802071",""
"21","","vo_dsb_1010802","","vo_dsb_2012","0","0","1010802","","1010802072",""
"11","0","1","0.2","そうね、それだったら……\nお花の香りの相性もこだわりたいわね。\nあとは花言葉の意味も。","1","10","1010802","0","1010802073","1"
"91","","0","","","","","1010802","","1010802074",""
"3","0.5","1","","dsb_idle_normal","","1","1010802","","1010802075",""
"3","0.5","2","","dsb_surprise","dsb_talk_surprise1","0","1010802","0.5","1010802076","1"
"21","","vo_dsb_1010802","","vo_dsb_2013","0","0","1010802","","1010802077",""
"11","0","2","0.2","へ？\nハナコトバ？","1","10","1010802","0","1010802078","1"
"91","","0","","","","","1010802","","1010802079",""
"3","0.5","2","","dsb_idle_surprise1","","1","1010802","","1010802080",""
"3","0.5","1","","dsb_talk_worry_normal2","","1","1010802","","1010802081",""
"21","","vo_dsb_1010802","","vo_dsb_2014","0","0","1010802","","1010802082",""
"11","0","1","0.2","お花にはね、その一つ一つに\n意味があるの。\n誰かに贈るときには\n相手へのメッセージにもなるのよ～","1","10","1010802","0","1010802083","1"
"91","","0","","","","","1010802","","1010802084",""
"3","0.3","1","","dsb_talk_wish_dere","","1","1010802","","1010802085",""
"21","","vo_dsb_1010802","","vo_dsb_2015","0","0","1010802","","1010802086",""
"11","0","1","0.2","ちなみに今日のお花の意味は……\n『愛するあなたのために』\nうふふ、素敵でしょう♪","1","10","1010802","0","1010802087","1"
"91","","0","","","","","1010802","","1010802088",""
"3","0.5","1","","dsb_idle_wish_normal","","1","1010802","","1010802089",""
"3","0.5","2","","dsb_talk_anger_shy2","","1","1010802","","1010802090",""
"21","","vo_dsb_1010802","","vo_dsb_2016","0","0","1010802","","1010802091",""
"11","0","2","0.2","あ、愛する……！\nちょ、それまじ……？\nそんなの、ストレートで……\nなんか…………ズルじゃん。","1","10","1010802","0","1010802092","1"
"91","","0","","","","","1010802","","1010802093",""
"3","0.5","2","","dsb_talk_sad2_dead","","1","1010802","","1010802094",""
"21","","vo_dsb_1010802","","vo_dsb_2017","0","0","1010802","","1010802095",""
"11","0","2","0.2","えっと……\nバズり計画、ナシで。\n……あー、あつぅ。","1","10","1010802","0","1010802096","1"
"91","","0","","","","","1010802","","1010802097",""
"3","0.2","2","","dsb_hot_dead_loop","","1","1010802","","1010802098",""
"3","0.5","1","","dsb_smile2_dere2","dsb_talk_normal_dere2","0","1010802","0.5","1010802099","1"
"21","","vo_dsb_1010802","","vo_dsb_2018","0","0","1010802","","1010802100",""
"11","0","1","0.2","うふふ♪\nのぼせないように気をつけてね。","1","10","1010802","0","1010802101","1"
"91","","0","","","","","1010802","","1010802102",""
"93","","0.3","","0","","","1010802","","1010802103",""
"5","2","11","dsb_idle_normal","1","-165","70","1010803","0","1010803001","-345"
"5","2","2","dsb_idle_normal","2","165","70","1010803","1","1010803002","-345"
"31","1","1","","1","0","0","1010803","","1010803003","1"
"31","1","3","","3","0","0","1010803","","1010803004","1"
"31","1","4","","4","0","0","1010803","","1010803005","1"
"31","1","12","","10","0","0","1010803","","1010803006","1"
"31","1","22","","20","0","0","1010803","","1010803007","1"
"31","1","32","","30","-168","155","1010803","","1010803008","1"
"31","1","32","","31","-168","-155","1010803","","1010803009","1"
"13","","1","","170","","","1010803","","1010803010",""
"13","","2","","170","","","1010803","","1010803011",""
"91","","0","","","","","1010803","","1010803012",""
"23","","se_10044200","","se_10044200_cmn_amb","","1","1010803","","1010803013",""
"23","","se_10044200","","se_10044200_cmn_steam","","0","1010803","","1010803014",""
"93","","6.2","","0","","","1010803","","1010803015",""
"23","","se_10044200","","se_10044200_hotspring_02","","1","1010803","","1010803016",""
"93","","1.3","","0","","","1010803","","1010803017",""
"3","0.5","2","","dsb_smile3_kyouka","dsb_talk_anger_dere2","0","1010803","0.5","1010803018","1"
"21","","vo_dsb_1010803","","vo_dsb_3001","0","0","1010803","","1010803019",""
"11","0","2","0.2","わわっ……\nすごい、シュワシュワしてる……！\n本当にメロンソーダのお風呂に\n入っているみたい……♪","1","10","1010803","0","1010803020","1"
"91","","0","","","","","1010803","","1010803021",""
"3","0.5","2","","dsb_idle_joy1_Ex2","","1","1010803","","1010803022",""
"3","0.5","1","","dsb_talk_normal_dere","","1","1010803","","1010803023",""
"21","","vo_dsb_1010803","","vo_dsb_3002","0","0","1010803","","1010803024",""
"11","0","1","0.2","ふふふ、素敵でしょう？\n子どもたちが喜んでくれるような\n温泉にしたいと思って作ったの。","1","10","1010803","0","1010803025","1"
"91","","0","","","","","1010803","","1010803026",""
"3","0.5","1","","dsb_idle_normal","","1","1010803","","1010803027",""
"3","0.5","2","","dsb_talk_surprise1","","1","1010803","","1010803028",""
"21","","vo_dsb_1010803","","vo_dsb_3003","0","0","1010803","","1010803029",""
"11","0","2","0.2","そうだったんですか……","1","10","1010803","0","1010803030","1"
"91","","0","","","","","1010803","","1010803031",""
"3","0.5","2","","dsb_idle_surprise1_look","","1","1010803","","1010803032",""
"21","","vo_dsb_1010803","","vo_dsb_3004","0","0","1010803","","1010803033",""
"11","0","2","0.2","（なんだかあやしい人かと思ったけど\n本当はいい人なのかな……）","1","10","1010803","0","1010803034","1"
"91","","0","","","","","1010803","","1010803035",""
"3","0.3","2","","dsb_talk_thinking","","1","1010803","","1010803036",""
"21","","vo_dsb_1010803","","vo_dsb_3005","0","0","1010803","","1010803037",""
"11","0","2","0.2","たしかに子どもは喜びますね。\n……わ、私も思わず\n童心に帰ってしまいましたから。","1","10","1010803","0","1010803038","1"
"91","","0","","","","","1010803","","1010803039",""
"3","0.5","2","","dsb_idle_arm_crossed","","1","1010803","","1010803040",""
"3","0.5","1","","dsb_talk_thinking_normal2","","1","1010803","","1010803041",""
"21","","vo_dsb_1010803","","vo_dsb_3006","0","0","1010803","","1010803042",""
"11","0","1","0.2","童心……？\nああ、なるほど。\nそれはよかったわ♪","1","10","1010803","0","1010803043","1"
"91","","0","","","","","1010803","","1010803044",""
"3","0.5","1","","dsb_idle_arm_crossed","","1","1010803","","1010803045",""
"3","0.5","2","","dsb_talk_sad2_Ex5","","1","1010803","","1010803046",""
"22","","0","","0","","","1010803","","1010803047",""
"21","","vo_dsb_1010803","","vo_dsb_3007","0.9","0","1010803","","1010803048",""
"11","0","2","0.2","……何か引っかかることでも？","1","10","1010803","0","1010803049","1"
"91","","0","","","","","1010803","","1010803050",""
"3","0.5","2","","dsb_idle_sad_blink","","1","1010803","","1010803051",""
"3","0.5","1","","dsb_talk_sad_dere","","1","1010803","","1010803052",""
"21","","vo_dsb_1010803","","vo_dsb_3008","0","0","1010803","","1010803053",""
"11","0","1","0.2","いいえ、何も♪","1","10","1010803","0","1010803054","1"
"91","","0","","","","","1010803","","1010803055",""
"3","0.5","2","","dsb_idle_normal","","1","1010803","","1010803056",""
"3","0.5","1","","dsb_talk_normal_joy","","1","1010803","","1010803057",""
"21","","vo_dsb_1010803","","vo_dsb_3009","0","0","1010803","","1010803058",""
"11","0","1","0.2","ところで……\n童心に帰ると大きなお風呂で\n泳ぎたくなったりするわよね？\nキョウカちゃんはどう？","1","10","1010803","0","1010803059","1"
"91","","0","","","","","1010803","","1010803060",""
"3","0.5","1","","dsb_idle_normal","","1","1010803","","1010803061",""
"3","0.5","2","","dsb_talk_tsun_shy","","1","1010803","","1010803062",""
"21","","vo_dsb_1010803","","vo_dsb_3010","0","0","1010803","","1010803063",""
"11","0","2","0.2","泳ぐなんて……！\nしませんよ、そんなことっ！\nはしたないですし……","1","10","1010803","0","1010803064","1"
"91","","0","","","","","1010803","","1010803065",""
"3","0.5","2","","dsb_idle_anger","","1","1010803","","1010803066",""
"3","0.5","1","","dsb_talk_normal","","1","1010803","","1010803067",""
"21","","vo_dsb_1010803","","vo_dsb_3011","0","0","1010803","","1010803068",""
"11","0","1","0.2","はしたないなんて……\n今は私たち二人きりなのよ。\nメロンソーダの中で泳いだら\nきっと楽しいと思うけど……？","1","10","1010803","0","1010803069","1"
"91","","0","","","","","1010803","","1010803070",""
"3","0.5","1","","dsb_idle_normal","","1","1010803","","1010803071",""
"3","0.5","2","","dsb_talk_surprise1_shy","","1","1010803","","1010803072",""
"21","","vo_dsb_1010803","","vo_dsb_3012","0","0","1010803","","1010803073",""
"11","0","2","0.2","そ、それは……\n楽しそうですけど……\n私も少し泳げるようになりましたし……\nでも、マナー的に……う～ん……","1","10","1010803","0","1010803074","1"
"91","","0","","","","","1010803","","1010803075",""
"3","0.5","2","","dsb_idle_surprise1_normal","","1","1010803","","1010803076",""
"3","0.5","1","","dsb_talk_thinking_joy","","1","1010803","","1010803077",""
"22","","0","","0","","","1010803","","1010803078",""
"21","","vo_dsb_1010803","","vo_dsb_3013","0.9","0","1010803","","1010803079",""
"11","0","1","0.2","……ふふふ。\nじゃあ、私は泳いじゃおっかな～？","1","10","1010803","0","1010803080","1"
"91","","0","","","","","1010803","","1010803081",""
"3","0.5","1","","dsb_idle_joy1","","1","1010803","","1010803082",""
"3","0.5","2","","dsb_surprise2","dsb_talk_surprise1_2","0","1010803","0.5","1010803083","1"
"21","","vo_dsb_1010803","","vo_dsb_3014","0","0","1010803","","1010803084",""
"11","0","2","0.2","ええっ！？\nそんな、ズルいですっ。\nだったら……わ、私もっ！","1","10","1010803","0","1010803085","1"
"93","","3.5","","1","","","1010803","","1010803086",""
"3","0.5","2","","dsb_talk_anger_shy2","","1","1010803","","1010803087",""
"91","","1010803085","","","","","1010803","","1010803088",""
"22","","0","","0","","","1010803","","1010803089",""
"3","0.2","2","","dsb_surprise_kyouka","","1","1010803","","1010803090",""
"3","0.2","1","","dsb_surprise_mitsuki","","1","1010803","","1010803091",""
"93","","0.7","","0","","","1010803","","1010803092",""
"3","0.3","2","","dsb_smile2_kyouka","dsb_idle_normal_Ex1","0","1010803","0.2","1010803093","1"
"3","0.3","1","","dsb_smile2_mitsuki2","dsb_idle_normal","0","1010803","0.2","1010803094","1"
"93","","0.3","","0","","","1010803","","1010803095",""
"23","","se_adv_emote_common_01","","se_adv_emote_common_01","","0","1010803","","1010803096",""
"12","0","2","0","10","0","1.4","1010803","0","1010803097","0"
"12","0","1","0","10","0","1.4","1010803","0","1010803098","0"
"93","","2","","0","","","1010803","","1010803099",""
"1","2","1","dsb_idle_normal","124531","-475","70","1010804","0","1010804001","-219"
"5","2","7","dsb_idle_relax_Ex2","2","0","70","1010804","1","1010804002","-360"
"5","2","10","dsb_empty","99","-345","71","1010804","0","1010804003","-219"
"31","1","1","","1","0","0","1010804","","1010804004","1"
"31","1","3","","3","0","0","1010804","","1010804005","1"
"31","1","4","","4","0","0","1010804","","1010804006","1"
"31","1","17","","10","0","0","1010804","","1010804007","1"
"31","1","27","","20","0","0","1010804","","1010804008","1"
"31","1","37","","30","-183","-10","1010804","","1010804009","1"
"31","1","43","","43","0","0","1010804","","1010804010","1"
"31","0","44","","44","0","130","1010804","","1010804011","1"
"31","0","45","","45","-141","133","1010804","","1010804012","1"
"31","0","46","","46","0","130","1010804","","1010804013","1"
"31","0","47","","47","-212","142","1010804","","1010804014","1"
"31","0","48","","48","-212","142","1010804","","1010804015","1"
"13","","124531","","170","","","1010804","","1010804016",""
"13","","2","","170","","","1010804","","1010804017",""
"91","","0","","","","","1010804","","1010804018",""
"23","","se_10044200","","se_10044200_cmn_amb","","1","1010804","","1010804019",""
"23","","se_10044200","","se_10044200_cmn_steam","","0","1010804","","1010804020",""
"93","","6","","0","","","1010804","","1010804021",""
"23","","se_10044200","","se_10044200_hotspring_07","","1","1010804","","1010804022",""
"93","","1.5","","0","","","1010804","","1010804023",""
"3","0.5","2","","dsb_idle_relax_blink","","1","1010804","","1010804024",""
"21","","vo_dsb_1010804","","vo_dsb_4001","0","0","1010804","","1010804025",""
