e3e8ea5887f9d15186a188b3822a021e08b516f8bc36dd71264d3222d296cc2b,fda95f022cd37b1547df4952c17ed6fb63411b6d137dc48d30982a1247bc9820,a2e2708704211d96565a002db2084ad74838c62b4ad8e1474e963b674f764dc7,8906b09916f261a15ea0e0d2c942a610818722f2bb19b084e5b414c1febc06d9,03aa8695937f56351ce207114dd07c633867df1e304ee207a20c347805f140ff,eebcdd1ea2261d00794b46347ee5e28df05d78757a0df371bb2a80bed194ea21,c48fbda622e3df7a12ec3b682e27f02c783d53949a70a81a23287b5040ab4d51,3de58feb1513e66b30e2ccb471d624008a7238f44253b49e3b797198ec32d869,a6b1fd40176ab2de36e395aef23415f42219c01a0dbc1542041d3e36fe3a4af5,8f31f97f5b4cf3ee2841b4012f5e0773547e4476e6c4d771325991a5cf504e95,7f7a9674f0c6ac2a80b5066ba38006fd498ca9ed3b898fbaacd3c6a415f69b27
"103011","","","","cgg_talk_wish","1","0.2","100211","3","103",""
"103012","","","","0","","","2.4","93","103",""
"103013","","","","cgg_talk_joy3","1","0.2","100211","3","103",""
"103014","","","","","","","103009","91","103",""
"103015","","","","cgg_idle_def","1","0.2","100211","3","103",""
"103016","0","","","vo_minigame_1007_top_talk_3_006","0","","vo_minigame_1007","21","103",""
"103017","0","0","0","そうだねユイちゃん！\nよーっし、どんどん\n回しまくるよー！\nぐるぐるぐるー♪","5","0","100111","11","103","0"
"103018","","","","cgg_idle_reaction5","1","0.2","1","3","103",""
"103019","","","","cgg_talk_joy1","1","0.2","100111","3","103",""
"103020","","","","0","","","2.5","93","103",""
"103021","cgg_idle_guts","0","","cgg_talk_guts_NoBlink","0","0.2","100111","3","103","1"
"103022","","","","0","","","4","93","103",""
"103023","cgg_idle_reaction3","0.2","","cgg_joy","0","0.2","1","3","103","1"
"103024","","","","cgg_talk_joy2","1","0.2","100111","3","103",""
"103025","","","","","","","103017","91","103",""
"103026","","","","0","","","0.7","93","103",""
"103027","","","","cgg_idle_normal","1","0.2","1","3","103",""
"103028","","","","cgg_idle_def","1","0.2","100111","3","103",""
"103029","","","","cgg_idle_bitter3","1","0.2","100211","3","103",""
"103030","","","","1","1.4","0.2","100211","12","103",""
"103031","","","","0","","","3","93","103",""
"103032","","","","cgg_idle_def","1","0.2","100211","3","103",""
"103033","cgg_idle_reaction1","0.2","","cgg_talk_handsup","0","0.2","1","3","103","1"
"103034","","","","10","1.4","0.2","1","12","103",""
"103035","","","","0","","","3","93","103",""
"103036","","","","cgg_idle_normal","1","0.2","1","3","103",""
"103037","","","","cgg_idle_joy3","1","0.2","100111","3","103",""
"103038","","","","6","1.4","0.2","100111","12","103",""
"103039","","","","0","","","3","93","103",""
"103040","","","","0","","","103028","101","103",""
"103041","","","","0.5","","","0","22","103",""
"103042","1","0","","1","1","0.1","1","6","103","0"
"103043","1","0","","1","1","0.1","100211","6","103","0"
"103044","1","0","","1","1","0.1","100111","6","103","0"
"103045","","","","0","","","0.1","93","103",""
"103046","","","","cgg_idle_normal","1","0","1","3","103",""
"103047","","","","cgg_idle_def","1","0","100211","3","103",""
"103048","","","","cgg_idle_def","1","0","100111","3","103",""
"104001","-420","0","cgg_idle_normal","1","100","160","1","5","104","-230"
"104002","375","1","cgg_idle_def","100111","100","1.6","1","1","104","-230"
"104003","490","1","cgg_idle_def","100311","101","1.6","1","1","104","-230"
"104004","1","0","","1","1","0.1","1","6","104","1"
"104005","1","0","","1","1","0.1","100111","6","104","1"
"104006","1","0","","1","1","0.1","100311","6","104","1"
"104007","","","","0","","","0.2","93","104",""
"104008","0","","","vo_minigame_1007_top_talk_4_007","0","","vo_minigame_1007","21","104",""
"104009","0","0","0","ねーねーレイさん、\nもっかい引いていい？","5","0","100111","11","104","0"
"104010","","","","cgg_idle_reaction2","1","0.2","1","3","104",""
"104011","","","","cgg_talk_joy3_dere","1","0.2","100111","3","104",""
"104012","","","","0","","","2.7","93","104",""
"104013","cgg_idle_guts2","0","","cgg_talk_guts2","0","0.2","1","3","104","1"
"104014","","","","cgg_talk_normal_dere2","1","0.2","100111","3","104",""
"104015","","","","","","","104009","91","104",""
"104016","0","","","vo_minigame_1007_top_talk_4_008","0","","vo_minigame_1007","21","104",""
"104017","0","0","0","ダメだよヒヨリ。\n次は私の番なんだから\n…ふふ、意外に夢中に\nなってしまうね","5","0","100311","11","104","0"
"104018","","","","cgg_idle_reaction2","1","0.2","1","3","104",""
"104019","cgg_idle_def","0","","cgg_No","0","0.2","100311","3","104","1"
"104020","","","","0","","","0.8","93","104",""
"104021","","","","cgg_idle_surprise2","1","0.2","100111","3","104",""
"104022","","","","0","","","0.9","93","104",""
"104023","cgg_idle_surprise2","0","","cgg_surprise2","0","0.2","1","3","104","1"
"104024","cgg_idle_arm_crossed2","0","","cgg_talk_arm_crossed2","0","0.2","100311","3","104","1"
"104025","","","","0","","","2.5","93","104",""
"104026","","","","cgg_idle_bitter","1","0.2","100311","3","104",""
"104027","","","","0","","","2","93","104",""
"104028","cgg_idle_nod","0","","cgg_talk_nod","0","0.2","1","3","104","1"
"104029","","","","","","","104017","91","104",""
"104030","","","","0","","","0.5","93","104",""
"104031","","","","cgg_idle_def","1","0.2","100311","3","104",""
"104032","","","","cgg_idle_normal","1","0.2","1","3","104",""
"104033","","","","cgg_idle_anger","1","0.2","100111","3","104",""
"104034","","","","17","1.4","0.2","100111","12","104",""
"104035","","","","0","","","3","93","104",""
"104036","","","","cgg_idle_def","1","0.2","100111","3","104",""
"104037","","","","cgg_idle_bitter4","1","0.2","100311","3","104",""
"104038","","","","2","1.4","0.2","100311","12","104",""
"104039","","","","0","","","3","93","104",""
"104040","","","","cgg_idle_def","1","0.2","100311","3","104",""
"104041","","","","cgg_idle_surprise2","1","0.2","1","3","104",""
"104042","","","","1","1.4","0.2","1","12","104",""
"104043","","","","0","","","3","93","104",""
"104044","","","","0","","","104032","101","104",""
"104045","","","","0.5","","","0","22","104",""
"104046","1","0","","1","1","0.1","1","6","104","0"
"104047","1","0","","1","1","0.1","100111","6","104","0"
"104048","1","0","","1","1","0.1","100311","6","104","0"
"104049","","","","0","","","0.1","93","104",""
"104050","","","","cgg_idle_normal","1","0","1","3","104",""
"104051","","","","cgg_idle_def","1","0","100111","3","104",""
"104052","","","","cgg_idle_def","1","0","100311","3","104",""
"105001","-420","0","cgg_idle_normal","1","100","160","1","5","105","-230"
"105002","375","1","cgg_idle_def","100211","100","1.6","1","1","105","-230"
"105003","490","1","cgg_idle_def","105811","101","1.6","1","1","105","-230"
"105004","1","0","","1","1","0.1","1","6","105","1"
"105005","1","0","","1","1","0.1","100211","6","105","1"
"105006","1","0","","1","1","0.1","105811","6","105","1"
"105007","","","","0","","","0.2","93","105",""
"105008","0","","","vo_minigame_1007_top_talk_5_009","0","","vo_minigame_1007","21","105",""
"105009","0","0","0","グッズは種類が\nいっぱいあるから\n全種類揃えるまで\n頑張ろうね！","7","0","100211","11","105","0"
"105010","","","","cgg_idle_reaction1","1","0.2","1","3","105",""
"105011","","","","cgg_talk_normal","1","0.2","100211","3","105",""
"105012","","","","0","","","2.4","93","105",""
"105013","","","","cgg_talk_joy3","1","0.2","100211","3","105",""
"105014","","","","0","","","1.1","93","105",""
"105015","cgg_idle_reaction1","0.2","","cgg_talk_handsup","0","0.2","1","3","105","1"
"105016","","","","","","","105009","91","105",""
"105017","","","","cgg_idle_def","1","0.2","100211","3","105",""
"105018","0","","","vo_minigame_1007_top_talk_5_010","0","","vo_minigame_1007","21","105",""
"105019","0","0","0","集めたグッズは\n棚に飾って、あとで\nじっくり鑑賞です♪\nやばいですね☆","6","0","105811","11","105","0"
"105020","cgg_idle_arm_crossed","0","","cgg_talk_arm_crossed","0","0.2","1","3","105","0"
"105021","","","","cgg_talk_joy1","1","0.2","105811","3","105",""
"105022","","","","0","","","5","93","105",""
"105023","cgg_idle_guts2","0","","cgg_talk_guts2","0","0.2","1","3","105","1"
"105024","cgg_idle_def","0.2","","cgg_jump_def_N","0","0.2","105811","3","105","1"
"105025","","","","","","","105019","91","105",""
"105026","","","","0","","","0.5","93","105",""
"105027","","","","cgg_idle_normal","1","0.2","1","3","105",""
"105028","","","","cgg_talk_joy3","1","0.2","100211","3","105",""
"105029","","","","10","1.4","0.2","100211","12","105",""
"105030","","","","0","","","3","93","105",""
"105031","","","","cgg_idle_def","1","0.2","100211","3","105",""
"105032","cgg_idle_guts_anger","0","","cgg_talk_guts_anger","0","0.2","105811","3","105","1"
"105033","","","","4","1.4","0.2","105811","12","105",""
"105034","","","","0","","","3","93","105",""
"105035","","","","cgg_idle_def","1","0.2","105811","3","105",""
"105036","cgg_idle_guts2","0","","cgg_talk_guts2","0","0.2","1","3","105","1"
"105037","","","","7","1.4","0.2","1","12","105",""
"105038","","","","0","","","3","93","105",""
"105039","","","","0","","","105027","101","105",""
"105040","","","","0.5","","","0","22","105",""
"105041","1","0","","1","1","0.1","1","6","105","0"
"105042","1","0","","1","1","0.1","100211","6","105","0"
"105043","1","0","","1","1","0.1","105811","6","105","0"
"105044","","","","0","","","0.1","93","105",""
"105045","","","","cgg_idle_normal","1","0","1","3","105",""
"105046","","","","cgg_idle_def","1","0","100211","3","105",""
"105047","","","","cgg_idle_def","1","0","105811","3","105",""
"106001","-420","0","cgg_idle_normal","1","100","160","1","5","106","-230"
"106002","420","1","cgg_idle_def","110911","100","1.6","1","1","106","-230"
"106003","1","0","","1","1","0.1","1","6","106","1"
"106004","1","0","","1","1","0.1","110911","6","106","1"
"106005","","","","0","","","0.2","93","106",""
"106006","0","","","vo_minigame_1007_top_talk_6_011","0","","vo_minigame_1007","21","106",""
"106007","0","0","0","え…うそでしょ先輩…\nカルミナグッズまだ\nフルコンしてないとか\nありえないんですけど","6","0","110911","11","106","0"
"106008","","","","cgg_idle_reaction2","1","0.2","1","3","106",""
"106009","","","","cgg_shock","0","0.2","110911","3","106",""
"106010","","","","0","","","1","93","106",""
"106011","","","","cgg_idle_bitter2","1","0.2","110911","3","106",""
"106012","","","","0","","","4.2","93","106",""
"106013","cgg_idle_shock","0","","cgg_shock","0","0.2","1","3","106","1"
"106014","","","","","","","106007","91","106",""
"106015","0","","","vo_minigame_1007_top_talk_6_012","0","","vo_minigame_1007","21","106",""
"106016","0","0","0","いい加減にして下さい\n呑気に一般美少女と\n話してる暇があったら\nほら、早く回す！","6","0","110911","11","106","0"
"106017","","0","","cgg_talk_tsun_pain","1","0.2","110911","3","106","1"
"106018","","","","0","","","0.7","93","106",""
"106019","cgg_idle_surprise2","0","","cgg_surprise2","0","0.2","1","3","106","1"
"106020","","","","0","","","1.3","93","106",""
"106021","","0","","cgg_talk_joy1_sad","1","0.2","110911","3","106","1"
"106022","","","","0","","","3","93","106",""
"106023","cgg_idle_guts_anger","","","cgg_talk_guts_anger","0","0.2","110911","3","106","1"
"106024","","","","0","","","0.7","93","106",""
"106025","cgg_idle_guts2","0","","cgg_talk_guts2","0","0.2","1","3","106","1"
"106026","","","","","","","106016","91","106",""
"106027","","","","0","","","0.5","93","106",""
"106028","","","","cgg_idle_def","1","0.2","110911","3","106",""
"106029","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","1","3","106","1"
"106030","","","","6","1.4","0.2","1","12","106",""
"106031","","","","0","","","3","93","106",""
"106032","","","","cgg_idle_normal","1","0.2","1","3","106",""
"106033","cgg_idle_guts_anger","0","","cgg_talk_guts_anger","0","0.2","110911","3","106","1"
"106034","","","","11","1.4","0.2","110911","12","106",""
"106035","","","","0","","","3","93","106",""
"106036","","","","cgg_idle_def","1","0.2","110911","3","106",""
"106037","cgg_idle_surprise1","0","","cgg_surprise1","0","0.2","1","3","106","1"
"106038","","","","4","1.4","0.2","1","12","106",""
"106039","","","","0","","","3","93","106",""
"106040","","","","cgg_idle_normal","1","0.2","1","3","106",""
"106041","","","","cgg_talk_joy3_blink","1","0.2","110911","3","106",""
"106042","","","","10","1.4","0.2","110911","12","106",""
"106043","","","","0","","","3","93","106",""
"106044","","","","0","","","106028","101","106",""
"106045","","","","0.5","","","0","22","106",""
"106046","1","0","","1","1","0.1","1","6","106","0"
"106047","1","0","","1","1","0.1","110911","6","106","0"
"106048","","","","0","","","0.1","93","106",""
"106049","","","","cgg_idle_normal","1","0","1","3","106",""
"106050","","","","cgg_idle_def","1","0","110911","3","106",""
"201001","-420","0","cgg_idle_normal","1","100","160","1","5","201","-230"
"201002","420","1","cgg_idle_def","100411","100","1.6","1","1","201","-230"
"201003","1","0","","1","1","0.1","1","6","201","1"
"201004","1","0","","1","1","0.1","100411","6","201","1"
"201005","","","","0","","","0.2","93","201",""
"201006","0","","","vo_minigame_1007_top_talk_7_013","0","","vo_minigame_1007","21","201",""
"201007","0","0","0","ねぇねぇにいちゃん！\nグッズが半分くらい\n集まってるよ！\nあとちょっとだね！","7","0","100411","11","201","0"
"201008","","","","cgg_idle_reaction2","1","0.2","1","3","201",""
"201009","","","","cgg_talk_joy1_normal","1","0.2","100411","3","201",""
"201010","","","","0","","","1.3","93","201",""
"201011","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","1","3","201","1"
"201012","","","","cgg_talk_surprise_kira","1","0.2","100411","3","201",""
"201013","","","","0","","","2.7","93","201",""
"201014","cgg_idle_reaction1","0.2","","cgg_talk_handsup","0","0.2","1","3","201","1"
"201015","cgg_idle_guts","0","","cgg_talk_guts","0","0.2","100411","3","201","1"
"201016","","","","","","","201007","91","201",""
"201017","","","","0","","","0.5","93","201",""
"201018","","","","cgg_idle_def","1","0.2","100411","3","201",""
"201019","","","","cgg_idle_surprise3","1","0.2","1","3","201",""
"201020","","","","6","1.4","0.2","1","12","201",""
"201021","","","","0","","","3","93","201",""
"201022","","","","cgg_idle_normal","1","0.2","1","3","201",""
"201023","","","","cgg_talk_surprise_kira","1","0.2","100411","3","201",""
"201024","","","","7","1.4","0.2","100411","12","201",""
"201025","","","","0","","","3","93","201",""
"201026","","","","cgg_idle_def","1","0.2","100411","3","201",""
"201027","cgg_idle_reaction1","0","","cgg_talk_handsup","0","0.2","1","3","201","1"
"201028","","","","11","1.4","0.2","1","12","201",""
"201029","","","","0","","","3","93","201",""
"201030","","","","cgg_idle_normal","1","0.2","1","3","201",""
"201031","","","","cgg_talk_joy1","1","0.2","100411","3","201",""
"201032","","","","10","1.4","0.2","100411","12","201",""
"201033","","","","0","","","3","93","201",""
"201034","","","","0","","","201018","101","201",""
"201035","","","","0.5","","","0","22","201",""
"201036","1","0","","1","1","0.1","1","6","201","0"
"201037","1","0","","1","1","0.1","100411","6","201","0"
"201038","","","","0","","","0.1","93","201",""
"201039","","","","cgg_idle_normal","1","0","1","3","201",""
"201040","","","","cgg_idle_def","1","0","100411","3","201",""
"202001","-420","0","cgg_idle_normal","1","100","160","1","5","202","-230"
"202002","420","1","cgg_idle_def","102011","100","1.6","1","1","202","-230"
"202003","1","0","","1","1","0.1","1","6","202","1"
"202004","1","0","","1","1","0.1","102011","6","202","1"
"202005","","","","0","","","0.2","93","202",""
"202006","0","","","vo_minigame_1007_top_talk_8_014","0","","vo_minigame_1007","21","202",""
"202007","0","0","0","すごいね～♪\n全部そろったところが\n見てみたいな～♪","5","0","102011","11","202","0"
"202008","","","","cgg_idle_reaction1","1","0.2","1","3","202",""
"202009","","","","cgg_talk_joy3","1","0.2","102011","3","202",""
"202010","","","","0","","","2","93","202",""
"202011","","","","cgg_idle_nod","1","0.2","1","3","202",""
"202012","","","","cgg_talk_wish","1","0.2","102011","3","202",""
"202013","","","","","","","202007","91","202",""
"202014","","","","0","","","0.5","93","202",""
"202015","","","","cgg_idle_def","1","0.2","102011","3","202",""
"202016","","","","cgg_idle_reaction3","1","0.2","1","3","202",""
"202017","","","","6","1.4","0.2","1","12","202",""
"202018","","","","0","","","3","93","202",""
"202019","","","","cgg_idle_normal","1","0.2","1","3","202",""
"202020","","","","cgg_talk_joy1_normal","1","0.2","102011","3","202",""
"202021","","","","11","1.4","0.2","102011","12","202",""
"202022","","","","0","","","3","93","202",""
"202023","","","","cgg_idle_def","1","0.2","102011","3","202",""
"202024","cgg_idle_guts2","0","","cgg_talk_guts2","0","0.2","1","3","202","1"
"202025","","","","11","1.4","0.2","1","12","202",""
"202026","","","","0","","","3","93","202",""
"202027","","","","cgg_idle_normal","1","0.2","1","3","202",""
"202028","","","","cgg_talk_joy3","1","0.2","102011","3","202",""
"202029","","","","7","1.4","0.2","102011","12","202",""
"202030","","","","0","","","3","93","202",""
"202031","","","","0","","","202015","101","202",""
"202032","","","","0.5","","","0","22","202",""
"202033","1","0","","1","1","0.1","1","6","202","0"
"202034","1","0","","1","1","0.1","102011","6","202","0"
"202035","","","","0","","","0.1","93","202",""
"202036","","","","cgg_idle_normal","1","0","1","3","202",""
"202037","","","","cgg_idle_def","1","0","102011","3","202",""
"203001","-420","0","cgg_idle_normal","1","100","160","1","5","203","-230"
"203002","420","1","cgg_idle_def","103611","100","1.6","1","1","203","-230"
"203003","1","0","","1","1","0.1","1","6","203","1"
"203004","1","0","","1","1","0.1","103611","6","203","1"
"203005","","","","0","","","0.2","93","203",""
"203006","0","","","vo_minigame_1007_top_talk_9_015","0","","vo_minigame_1007","21","203",""
"203007","0","0","0","あと少しですね\n全部揃えられたら\n褒めてあげます\n…頑張ってください","6","0","103611","11","203","0"
"203008","cgg_idle_arm_crossed","0","","cgg_talk_arm_crossed","0","0.2","1","3","203","1"
"203009","","","","cgg_talk_normal","1","0.2","103611","3","203",""
"203010","","","","0","","","1.9","93","203",""
"203011","","","","cgg_idle_surprise1","1","0.2","1","3","203",""
"203012","","","","cgg_talk_joy3_blink","1","0.2","103611","3","203",""
"203013","","","","0","","","3.1","93","203",""
"203014","cgg_idle_guts2","0","","cgg_talk_guts2","0","0.2","1","3","203","1"
"203015","","","","cgg_talk_surprise_dere","1","0.2","103611","3","203",""
"203016","","","","","","","203007","91","203",""
"203017","","","","0","","","0.5","93","203",""
"203018","","","","cgg_idle_def","1","0.2","103611","3","203",""
"203019","cgg_idle_nod","0","","cgg_talk_nod","0","0.2","1","3","203","1"
"203020","","","","6","1.4","0.2","1","12","203",""
"203021","","","","0","","","3","93","203",""
"203022","","","","cgg_idle_normal","1","0.2","1","3","203",""
"203023","","","","cgg_talk_joy1","1","0.2","103611","3","203",""
"203024","","","","10","1.4","0.2","103611","12","203",""
"203025","","","","0","","","3","93","203",""
"203026","","","","cgg_idle_def","1","0.2","103611","3","203",""
"203027","cgg_idle_guts1","0","","cgg_talk_guts1","0","0.2","1","3","203","1"
"203028","","","","4","1.4","0.2","1","12","203",""
"203029","","","","0","","","3","93","203",""
"203030","","","","cgg_idle_normal","1","0.2","1","3","203",""
"203031","","","","cgg_talk_joy3_dere","1","0.2","103611","3","203",""
"203032","","","","7","1.4","0.2","103611","12","203",""
"203033","","","","0","","","3","93","203",""
"203034","","","","0","","","203018","101","203",""
"203035","","","","0.5","","","0","22","203",""
"203036","1","0","","1","1","0.1","1","6","203","0"
"203037","1","0","","1","1","0.1","103611","6","203","0"
"203038","","","","0","","","0.1","93","203",""
"203039","","","","cgg_idle_normal","1","0","1","3","203",""
"203040","","","","cgg_idle_def","1","0","103611","3","203",""
"204001","-420","0","cgg_idle_normal","1","100","160","1","5","204","-230"
"204002","420","1","cgg_idle_def","102811","100","1.6","1","1","204","-230"
"204003","1","0","","1","1","0.1","1","6","204","1"
"204004","1","0","","1","1","0.1","102811","6","204","1"
"204005","","","","0","","","0.2","93","204",""
"204006","0","","","vo_minigame_1007_top_talk_10_016","0","","vo_minigame_1007","21","204",""
"204007","0","0","0","こんなに\nグッズ集めたの？\nやるわね…あたしも\n集めようかしら","6","0","102811","11","204","0"
"204008","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","1","3","204","1"
"204009","cgg_talk_surprise1","0","","cgg_surprise","0","0.2","102811","3","204","1"
"204010","","","","0","","","2.5","93","204",""
"204011","","","","cgg_idle_reaction5","1","0.2","1","3","204",""
"204012","","","","cgg_talk_bitter","1","0.2","102811","3","204",""
"204013","","","","","","","204007","91","204",""
"204014","","","","0","","","0.5","93","204",""
"204015","","","","cgg_idle_def","1","0.2","102811","3","204",""
"204016","cgg_idle_doya","0","","cgg_talk_doya","0","0.2","1","3","204","1"
"204017","","","","6","1.4","0.2","1","12","204",""
"204018","","","","0","","","3","93","204",""
"204019","","","","cgg_idle_normal","1","0.2","1","3","204",""
