89b22f286bee91b117b37c67c8898e3de4f2c44f25581a480f6137d97e553521,97c61b639bb9c5b85abbc2aae0d9f85510dd22853af04d3446af3c147c0ac01b,a18cbd388dc07b5ae478112b53a825efc63bd0fbb25aba2fca7745815bb7d15e,b6388a6fbe5d52541584c3c94dd3b607586e68e147370b0f996dbfd6bb94316b,a4d4eaccdefaba5358a81a714b4b8581f6f2a04fbf240825b49cb338f236f38d,ed4db9502e14a0aa0f7c1d71268d216ee95fae75044a17421be2ff844f9f394c
"610079403","0","10079","1","3","300"
"610080601","0","10080","2","0","-220"
"610080602","0","10080","2","0","-110"
"610080603","0","10080","2","0","0"
"610081501","0","10081","2","0","-180"
"610081502","0","10081","2","0","20"
"610081503","0","10081","2","0","150"
"610082501","1","10082","1","0","20"
"610082502","1","10082","1","0","140"
"610082503","1","10082","1","0","300"
"610083501","0","10083","1","0","-120"
"610083502","0","10083","1","0","-10"
"610083503","0","10083","1","0","30"
"610084601","0","10084","1","0","-150"
"610084602","0","10084","1","0","250"
"610084603","0","10084","1","0","50"
"610084604","0","10084","1","0","450"
"610084701","1","10084","2","1","-15"
"610084702","1","10084","2","2","40"
"610084703","1","10084","2","3","-70"
"610084704","1","10084","2","4","40"
"610084705","1","10084","2","5","-15"
"610084706","1","10084","2","6","-70"
"610084707","1","10084","2","7","40"
"610084708","1","10084","2","8","-15"
"610084709","1","10084","2","9","-70"
"610084710","1","10084","2","10","-100"
"610085501","0","10085","1","0","-500"
"610085502","0","10085","1","0","-220"
"610085503","0","10085","1","0","-50"
"610085504","0","10085","1","0","-350"
"610086501","1","10086","1","1","20"
"610086502","1","10086","1","2","140"
"610086503","1","10086","1","3","300"
"610086601","0","10086","1","0","200"
"610086602","0","10086","1","0","-200"
"610087501","0","10087","2","0","40"
"610087502","0","10087","2","0","-15"
"610087503","0","10087","2","0","-90"
"610087504","0","10087","2","0","200"
"610088404","1","10088","1","1","20"
"610088405","1","10088","1","2","100"
"610088406","1","10088","1","3","150"
"610088407","1","10088","1","4","200"
"610088408","1","10088","1","5","250"
"610088409","1","10088","1","6","300"
"610089501","0","10089","1","0","-200"
"610089502","0","10089","1","0","-80"
"610089503","0","10089","1","0","100"
"610092404","1","10092","1","1","20"
"610092405","1","10092","1","2","140"
"610092406","1","10092","1","3","300"
"610092501","0","10092","2","0","-150"
"610092502","0","10092","2","0","250"
"610092503","0","10092","2","0","50"
"610092504","0","10092","2","0","450"
"610093501","0","10093","1","0","-170"
"610093502","0","10093","1","0","20"
"610093503","0","10093","1","0","49"
"610094501","1","10094","1","1","-150"
"610094502","1","10094","1","2","250"
"610094503","1","10094","1","3","50"
"610094504","1","10094","1","4","450"
"610095501","0","10095","2","0","-180"
"610095502","0","10095","2","0","20"
"610095503","0","10095","2","0","150"
"610096501","0","10096","2","0","-180"
"610096502","0","10096","2","0","80"
"610096503","0","10096","2","0","-145"
"610097506","0","10097","2","0","350"
"610097507","0","10097","2","0","250"
"610097640","0","10097","1","0","250"
"610097641","0","10097","1","0","350"
"610097642","0","10097","1","0","700"
"610097643","0","10097","1","0","800"
"610098501","0","10098","2","0","-180"
"610098502","0","10098","2","0","-25"
"610098503","0","10098","2","0","280"
"610098601","0","10098","2","0","-40"
"610098602","0","10098","2","0","80"
"610098603","0","10098","2","0","180"
"610098604","0","10098","2","0","280"
"610099501","1","10099","1","1","20"
"610099502","1","10099","1","2","140"
"610099503","1","10099","1","3","300"
"610099601","0","10099","2","0","-180"
"610099602","0","10099","2","0","-145"
"610099603","0","10099","2","0","80"
"610100501","0","10100","1","0","-150"
"610100502","0","10100","1","0","0"
"610100503","0","10100","1","0","300"
"610100504","0","10100","1","0","150"
"610101501","0","10101","1","0","250"
"610101502","0","10101","1","0","380"
"610101503","0","10101","1","0","-100"
"610101504","0","10101","1","0","480"
"610101601","1","10101","2","1","20"
"610101602","1","10101","2","2","140"
"610101603","1","10101","2","3","300"
"610102501","0","10102","2","0","-180"
"610102502","0","10102","2","0","50"
"610102503","0","10102","2","0","180"
"610103601","0","10103","2","0","-180"
"610103602","0","10103","2","0","-145"
"610103603","0","10103","2","0","150"
"610104501","0","10104","1","0","-110"
"610104502","0","10104","1","0","0"
"610104503","0","10104","1","0","-200"
"610106601","1","10106","2","0","150"
"610106602","1","10106","2","0","-50"
"610106603","1","10106","2","0","-300"
"610107601","0","10107","2","0","-220"
"610107602","0","10107","2","0","-110"
"610107603","0","10107","2","0","0"
"610109501","1","10109","1","0","20"
"610109502","1","10109","1","0","140"
"610109503","1","10109","1","0","300"
"610110501","0","10110","1","0","-200"
"610110502","0","10110","1","0","-100"
"610110503","0","10110","1","0","0"
"610110504","0","10110","1","0","100"
"610111501","0","10111","2","0","-120"
"610111502","0","10111","2","0","-40"
"610111503","0","10111","2","0","40"
"610112601","0","10112","1","0","-150"
"610112602","0","10112","1","0","250"
"610112603","0","10112","1","0","50"
"610112604","0","10112","1","0","450"
"610112701","1","10112","2","1","-15"
"610112702","1","10112","2","2","40"
"610112703","1","10112","2","3","-70"
"610112704","1","10112","2","4","40"
"610112705","1","10112","2","5","-15"
"610112706","1","10112","2","6","-70"
"610112707","1","10112","2","7","40"
"610112708","1","10112","2","8","-15"
"610112709","1","10112","2","9","-70"
"610112710","1","10112","2","10","-100"
"610113501","0","10113","1","0","-500"
"610113502","0","10113","1","0","-220"
"610113503","0","10113","1","0","-50"
"610113504","0","10113","1","0","-350"
"610114501","1","10114","1","0","-400"
"610114502","1","10114","1","0","-300"
"610114503","1","10114","1","0","-200"
"610114504","1","10114","1","0","-100"
"610115404","1","10115","1","1","20"
"610115405","1","10115","1","2","140"
"610115406","1","10115","1","3","300"
"610117501","1","10117","1","0","20"
"610117502","1","10117","1","0","140"
"610117503","1","10117","1","0","300"
"610119404","1","10119","1","1","20"
"610119405","1","10119","1","2","140"
"610119406","1","10119","1","3","300"
"610119501","0","10119","2","0","-150"
"610119502","0","10119","2","0","250"
"610119503","0","10119","2","0","50"
"610119504","0","10119","2","0","450"
"610120501","0","10120","2","0","-275"
"610120502","0","10120","2","0","-45"
"610120503","0","10120","2","0","115"
"610120504","0","10120","2","0","175"
"610121501","1","10121","1","1","-150"
"610121502","1","10121","1","2","250"
"610121503","1","10121","1","3","50"
"610121504","1","10121","1","4","450"
"610122403","0","10122","2","0","-220"
"610122404","0","10122","2","0","-110"
"610122405","0","10122","2","0","0"
"610123501","0","10123","2","0","-180"
"610123502","0","10123","2","0","80"
"610123503","0","10123","2","0","-145"
"610124407","0","10124","1","0","-220"
"610124408","0","10124","1","0","-110"
"610124409","0","10124","1","0","0"
"610125501","0","10125","2","0","-180"
"610125502","0","10125","2","0","-25"
"610125503","0","10125","2","0","280"
"610125601","0","10125","2","0","-40"
"610125602","0","10125","2","0","80"
"610125603","0","10125","2","0","180"
"610125604","0","10125","2","0","280"
"610126404","0","10155","2","0","-300"
"610126405","0","10155","2","0","-200"
"610126406","0","10155","2","0","20"
"610126407","0","10155","2","0","80"
"610127501","0","10127","1","0","-150"
"610127502","0","10127","1","0","250"
"610127503","0","10127","1","0","50"
"610127504","0","10127","1","0","450"
"610128402","1","10157","1","0","-220"
"610128403","1","10157","1","0","-110"
"610128404","1","10157","1","0","0"
"610129501","0","10129","2","0","-180"
"610129502","0","10129","2","0","-145"
"610129503","0","10129","2","0","80"
"610129601","0","10129","2","0","-180"
"610129602","0","10129","2","0","-145"
"610129603","0","10129","2","0","80"
"610130502","0","10159","2","0","-100"
"610130503","0","10159","2","0","100"
"610130504","0","10159","2","0","220"
"610131501","0","10131","1","0","-110"
"610131502","0","10131","1","0","0"
"610131503","0","10131","1","0","-200"
"610132601","1","10132","1","0","-220"
"610132602","1","10132","1","0","-140"
"610132603","1","10132","1","0","-60"
"610132604","1","10132","1","0","0"
"610132701","1","10132","1","0","-220"
"610132702","1","10132","1","0","-140"
"610132703","1","10132","1","0","-60"
"610132704","1","10132","1","0","0"
"610133501","0","10133","2","0","-180"
"610133502","0","10133","2","0","-145"
"610133503","0","10133","2","0","80"
"610133601","1","10133","2","0","150"
"610133602","1","10133","2","0","-50"
"610133603","1","10133","2","0","-300"
"610134602","1","10134","2","0","-220"
"610134603","1","10134","2","0","-140"
"610134604","1","10134","2","0","-60"
"610134605","1","10134","2","0","0"
"610134702","1","10134","2","0","-220"
"610134703","1","10134","2","0","-140"
"610134704","1","10134","2","0","-60"
"610134705","1","10134","2","0","0"
"610136601","0","10164","1","0","-180"
"610136602","0","10164","1","0","80"
"610136603","0","10164","1","0","-145"
"610136604","0","10164","2","0","0"
"610136701","0","10136","1","0","-180"
"610136702","0","10136","1","0","80"
"610136703","0","10136","1","0","-145"
"610136704","0","10136","2","0","0"
"610138501","0","10138","1","0","-200"
"610138502","0","10138","1","0","-100"
"610138503","0","10138","1","0","0"
"610138504","0","10138","1","0","100"
"610139501","0","10139","2","0","-120"
"610139502","0","10139","2","0","-40"
"610139503","0","10139","2","0","40"
"610141501","1","10141","1","0","-400"
"610141502","1","10141","1","0","-300"
"610141503","1","10141","1","0","-200"
"610141504","1","10141","1","0","-100"
"610142601","0","10142","2","0","-200"
"610142602","0","10142","2","0","-140"
"610142603","0","10142","2","0","-60"
"610142604","0","10142","2","0","0"
"610142701","0","10142","2","0","-200"
"610142702","0","10142","2","0","-140"
"610142703","0","10142","2","0","-60"
"610142704","0","10142","2","0","0"
"610144601","0","10144","2","0","-200"
"610144602","0","10144","2","0","-140"
"610144603","0","10144","2","0","-60"
"610144604","0","10144","2","0","0"
"610144701","0","10144","2","0","-200"
"610144702","0","10144","2","0","-140"
"610144703","0","10144","2","0","-60"
"610144704","0","10144","2","0","0"
"610146601","0","10146","1","0","-250"
"610146602","0","10146","1","0","-180"
"610146603","0","10146","1","0","100"
"610146604","0","10146","1","0","150"
"610146701","0","10146","1","0","-250"
"610146702","0","10146","1","0","-180"
"610146703","0","10146","1","0","100"
"610146704","0","10146","1","0","150"
"610147501","0","10147","2","0","-275"
"610147502","0","10147","2","0","-45"
"610147503","0","10147","2","0","115"
"610147504","0","10147","2","0","175"
"610148601","0","10148","1","0","-220"
"610148602","0","10148","1","0","-100"
"610148603","0","10148","1","0","0"
"610148701","0","10148","1","0","-220"
"610148702","0","10148","1","0","-100"
"610148703","0","10148","1","0","0"
"610149403","0","10149","2","0","-220"
"610149404","0","10149","2","0","-110"
"610149405","0","10149","2","0","0"
"610151407","0","10151","1","0","-220"
"610151408","0","10151","1","0","-110"
"610151409","0","10151","1","0","0"
"610152601","1","10152","1","0","-480"
"610152602","1","10152","1","0","-440"
"610152603","1","10152","1","0","-320"
"610152604","1","10152","1","0","-260"
"610152701","1","10152","1","0","-480"
"610152702","1","10152","1","0","-440"
"610152703","1","10152","1","0","-320"
"610152704","1","10152","1","0","-260"
"610153501","0","10153","1","0","-180"
"610153502","0","10153","1","0","-80"
"610154601","0","10154","2","0","-200"
"610154602","0","10154","2","0","-140"
"610154603","0","10154","2","0","-60"
"610154701","0","10154","2","0","-200"
"610154702","0","10154","2","0","-140"
"610154703","0","10154","2","0","-60"
"610156601","0","10156","2","0","-200"
"610156602","0","10156","2","0","-140"
"610156603","0","10156","2","0","-60"
"610156604","0","10156","2","0","0"
"610156701","0","10156","2","0","-200"
"610156702","0","10156","2","0","-140"
"610156703","0","10156","2","0","-60"
"610156704","0","10156","2","0","0"
"610158601","0","10158","2","0","-200"
"610158602","0","10158","2","0","-140"
"610158603","0","10158","2","0","-60"
"610158604","0","10158","2","0","0"
"610158701","0","10158","2","0","-200"
"610158702","0","10158","2","0","-140"
"610158703","0","10158","2","0","-60"
"610158704","0","10158","2","0","0"
"610160601","1","10160","1","0","-200"
"610160602","1","10160","1","0","-140"
"610160603","1","10160","1","0","-60"
"610160604","1","10160","1","0","0"
"610160701","1","10160","1","0","-200"
"610160702","1","10160","1","0","-140"
"610160703","1","10160","1","0","-60"
"610160704","1","10160","1","0","0"
