56c4139de7a97759a3477f5be2782cfc3a3a1e1e4bdbb8ea2de4f5fa21ae4642,88fbb16998c55268848c682963b21b1d18e152599ed347464835d2631f76b127,67586ee569db52e3b090003cc50977ad82c07d4b8d97a53822bd1070a02f3700,e3ccef517f773cbf4bc637f3f60caf25e43d4b25e4725c9be94837976ea5ef42,12324282fbd18d3a240d2f1b6de801156b3de707db12b49ac3860c3dce51e8a3,23ac6864bfb2fe8e0d698063543d235db43693ee969cc361d80ed57a6216be99,aad65f4be78821b9460a461e6dbd0d1b86c73a0bb1a85972e095db97de1f1205,bbef607e90692a46bad35371177c5926baf50e158199a037ebf30a995d6c0d25,0760e21eb72c68df1b7f8a5dc75078da942563e4189ec50d9a586db893ec0104,68be5281c6d22311a115dff1c298292bb71ab00e8426a24960142279ad7f0139,dc0296e69164910d4c2506d34b889f81075041aad227d9ea1bdf36661f305315
"","","","13022","0","","","93","13","","0.6"
"","0.2","","13023","sad_talk_look_shy_riri","1","","3","13","","1"
"","","","13024","vo_asb_1521","0","","21","13","0","vo_asb"
"0","0","0","13025","実はわたくしたち……\nこの、学びのスクラップブックを\n兄様にご覧いただくのが、\n少し、恥ずかしかったのです。","10","1","11","13","1","1"
"","","","13026","","0","","91","13","0","0"
"","0.2","","13027","sad_idle_normal_look_shy_riri","1","","3","13","","1"
"","0.2","","13028","clear_talk_look_shy","1","","3","13","","2"
"","","","13029","vo_asb_1522","0","","21","13","0","vo_asb"
"0","0","0","13030","だって、楽しい思い出と同じくらい、\nヘマしたり、力及ばずなこともあって。\nそれを改めてお兄さんに見てもらうのは\n勇気がいるっていうか……","10","1","11","13","1","2"
"","","","13031","","0","","91","13","0","0"
"","0.3","","13032","clear_idle_look_shy","1","","3","13","","2"
"","0.2","","13033","sad_talk_look_precia","1","","3","13","","3"
"","","","13034","vo_asb_1523","0","","21","13","0","vo_asb"
"0","0","0","13035","せきらら\nぼうけんき。","10","1","11","13","1","3"
"","","","13036","","0","","91","13","0","0"
"","0.2","","13037","idle_look_precia","1","","3","13","","3"
"","0.3","","13038","talk_look_shy_riri","1","","3","13","","1"
"","","","13039","vo_asb_1524","0","","21","13","0","vo_asb"
"0","0","0","13040","でも……これも学びです。\n兄様。ぜひご覧になった感想を、\nお聞かせ願えませんでしょうか？","10","1","11","13","1","1"
"","","","13041","","0","","91","13","0","0"
"","0.2","","13042","wish_talk_look_shy_riri","1","","3","13","","1"
"","","","13043","vo_asb_1525","0","","21","13","0","vo_asb"
"0","0","0","13044","どんなに厳しい叱咤もご指導も、\n謹んでお受けいたしますので──\nって、…………え？","10","1","11","13","1","1"
"","","","13045","","0","","91","13","0","0"
"","0.2","","13046","idle_look_shy","1","","3","13","","2"
"","0.3","","13047","joy_idle_look_shy_precia","1","","3","13","","3"
"","0.2","","13048","wish_talk_Ex4","1","","3","13","","1"
"","","","13049","vo_asb_1526","0","","21","13","0","vo_asb"
"0","0","0","13050","…………\nま、まさか……\nそのようにお褒めいただけるなんて……","10","1","11","13","1","1"
"","","","13051","","0","","91","13","0","0"
"","0.2","","13052","idle_look_shy_riri","1","","3","13","","1"
"","0.4","","13053","surprise_idle_lookR_precia","1","","3","13","","3"
"","","","13054","vo_asb_1527","0","","21","13","0","vo_asb"
"0","0","0","13055","お兄……","10","1","11","13","1","3"
"","","","13056","","0","","91","13","0","0"
"","0.4","","13057","joy_idle_look_shy_precia2","1","","3","13","","3"
"","0.2","","13058","clear_talk2_look","1","","3","13","","2"
"","","","13059","vo_asb_1528","0","","21","13","0","vo_asb"
"0","0","0","13060","お兄さんは、\n結果云々ではなく、\nわたしたちががんばったこと、\nそれ自体を褒めてくれるんですね……","10","1","11","13","1","2"
"","","","13061","","0","","91","13","0","0"
"","0.2","","13062","wish_talk_Ex3","1","","3","13","","1"
"","0.3","","13063","joy_idle_look_shy_precia","1","","3","13","","3"
"0","0.2","","13064","talk2ToWish_look","0","1","3","13","clear_wish_talk_joy_look","2"
"","","","13065","vo_asb_1529","0","","21","13","0","vo_asb"
"0","0","0","13066","……ありがとうございます！","10","1","11","13","1","1"
"","","","13067","","0","","91","13","0","0"
"","0.2","","13068","idle_look_shy_riri","1","","3","13","","1"
"","0.2","","13069","idle_look_shy","1","","3","13","","2"
"0","0.2","","13070","doya_in_precia","0","1","3","13","doya_talk_precia","3"
"","","","13071","vo_asb_1530","0","","21","13","0","vo_asb"
"0","0","0","13072","むねはり。\nぼうけんき。","10","1","11","13","1","3"
"","","","13073","","0","","91","13","0","0"
"","0.4","","13074","idle_look_normal_precia","1","","3","13","","3"
"","0.2","","13075","riri_talk_look_shy","1","","3","13","","1"
"","","","13076","vo_asb_1531","0","","21","13","0","vo_asb"
"0","0","0","13077","ご覧の通り何事も拙く、\n未熟なわたくしたちですが……","10","1","11","13","1","1"
"","","","13078","","0","","91","13","0","0"
"","0.2","","13079","riri_idle_look_normal_shy","1","","3","13","","1"
"","0.2","","13080","clear_talk3_look","1","","3","13","","2"
"","","","13081","vo_asb_1532","0","","21","13","0","vo_asb"
"0","0","0","13082","こうしてお兄さんが\n温かく見守ってくれるおかげで、\n立派な冒険者になるという夢を、\n追い続けることができています。","10","1","11","13","1","2"
"","","","13083","","0","","91","13","0","0"
"","0.2","","13084","clear_wish_talk_joy_look","1","","3","13","","2"
"","","","13085","vo_asb_1533","0","","21","13","0","vo_asb"
"0","0","0","13086","お兄さん。\nこれからも、【アルターメイデン】の\n側にいてくださいね。","10","1","11","13","1","2"
"","","","13087","","0","","91","13","0","0"
"","0.2","","13088","clear_wish_idle_look","1","","3","13","","2"
"0.2","0.1","","13089","agree","0","1","3","13","joy_idle_look_shy_precia2","3"
"","","","13090","vo_asb_1534","0","","21","13","0","vo_asb"
"0","0","0","13091","よろしく。","10","1","11","13","1","3"
"","","","13092","","0","","91","13","0","0"
"0.2","0.2","","13093","bow_riri","0","1","3","13","idle_look_shy_riri","1"
"","","","13094","vo_asb_1535","0","","21","13","0","vo_asb"
"0","0","0","13095","お願いいたします……！","10","1","11","13","1","1"
"","","","13096","","0","","91","13","0","0"
"","","","13097","","","","101","13","","13098"
"0","0.3","","13098","1","1","0","6","13","1","1"
"0","0.3","","13099","1","1","0","6","13","1","2"
"0","0.3","","13100","1","1","0","6","13","1","3"
"0","0.3","","13101","1","1","0","6","13","1","0"
"","","","13102","-130","-230","1","2","13","0.3","1"
"","","","13103","-290","-255","1","2","13","0.3","2"
"","","","13104","120","-245","1","2","13","0.3","3"
"","","","13105","-100","0","1","2","13","0.3","0"
"","","","13106","0","","","22","13","","0"
"","","","13107","1","","","35","13","","100"
"","","","13108","-100","0","1","33","13","0.3","100"
"","","","13109","0","","","93","13","","0.4"
"","","","13110","0","","","32","13","","100"
"0","2.2","surprise_idle_normal2_precia","22001","1","52","-250","5","22","30","3"
"0","0","","22002","1","1","0","6","22","1","1"
"0","1","black","22003","0","29","0","5","22","50","0"
"0","0","","22004","1","1","0","6","22","1","0"
"","","","22005","","","","91","22","","0"
"0","0.2","","22006","1","1","1","6","22","1","1"
"0","0.2","","22007","1","1","1","6","22","1","0"
"","","","22008","-20","-250","2","2","22","0.3","1"
"","","","22009","0","0","2","2","22","0.3","0"
"","","","22010","0","","","93","22","","0.6"
"","","","22011","vo_asb_0221","0","","21","22","0","vo_asb"
"0","0","0","22012","ざぶとん。\nくっきー。\nいっぱいたべた。","10","1","11","22","1","1"
"","","","22013","","0","","91","22","0","0"
"","0.3","","22014","talk_surprise_precia","1","","3","22","","1"
"","","","22015","vo_asb_0222","0","","21","22","0","vo_asb"
"0","0","0","22016","スズメ。\nいろいろつくってる。\nらしい。","10","1","11","22","1","1"
"","","","22017","","0","","91","22","0","0"
"","0.3","","22018","think_idle_precia","1","","3","22","","1"
"","","","22019","vo_asb_0223","0","","21","22","0","vo_asb"
"0","0","0","22020","ざぶとん、ほっとけーき。\nとか？","10","1","11","22","1","1"
"","","","22021","","0","","91","22","0","0"
"","0.3","","22022","think_idle_dere_precia","1","","3","22","","1"
"","","","22023","vo_asb_0224","0","","21","22","0","vo_asb"
"0","0","0","22024","ざぶとん、まふぃん。\nとか？","10","1","11","22","1","1"
"","","","22025","","0","","91","22","0","0"
"","0.3","","22026","think_idle_angerR","1","","3","22","","1"
"","","","22027","vo_asb_0225","0","","21","22","0","vo_asb"
"0","0","0","22028","ざぶとん、にくまん……\nとか……（ごくり）","10","1","11","22","1","1"
"","","","22029","","0","","91","22","0","0"
"0","0.1","","22030","thinkToSpeak_precia","0","1","3","22","speak1_light_precia","1"
"","","","22031","vo_asb_0226","0","","21","22","0","vo_asb"
"0","0","0","22032","スズメ。\nすかうとする。\n【あるたーめいでん】に。","10","1","11","22","1","1"
"","","","22033","","0","","91","22","0","0"
"","","","22034","","","","101","22","","22035"
"0","0.3","","22035","1","1","0","6","22","1","1"
"0","0.3","","22036","1","1","0","6","22","1","0"
"","","","22037","-120","-250","1","2","22","0.3","1"
"","","","22038","-100","0","1","2","22","0.3","0"
"","","","22039","0","","","22","22","","0"
"","","","22040","0","","","93","22","","0.4"
"0","2.2","riri_idle_look","32001","1","52","-230","5","32","20","1"
"0","2.2","clear_book_read","32002","2","58","-255","5","32","-140","2"
"1","2.2","joy_idle_precia","32003","3","55","-245","5","32","270","3"
"0","0","","32004","1","1","0","6","32","1","1"
"0","0","","32005","1","1","0","6","32","1","2"
"0","0","","32006","1","1","0","6","32","1","3"
"0","1","black","32007","0","29","0","5","32","50","0"
"0","0","","32008","1","1","0","6","32","1","0"
"","","","32009","","","","91","32","","0"
"0","0.2","","32010","1","1","1","6","32","1","1"
"0","0.2","","32011","1","1","1","6","32","1","2"
"0","0.2","","32012","1","1","1","6","32","1","3"
"0","0.2","","32013","1","1","1","6","32","1","0"
"","","","32014","-30","-230","2","2","32","0.3","1"
"","","","32015","-190","-255","2","2","32","0.3","2"
"","","","32016","220","-245","2","2","32","0.3","3"
"","","","32017","0","0","2","2","32","0.3","0"
"","","","32018","0","","","93","32","","0.6"
"","0.2","","32019","clear_book_talk","1","","3","32","","2"
"","","","32020","vo_asb_0321","0","","21","32","0","vo_asb"
"0","0","0","32021","この牛さんの絵、\n上手すぎませんか！？","10","1","11","32","1","2"
"","","","32022","","0","","91","32","0","0"
"","0.4","","32023","clear_book_idle","1","","3","32","","2"
"","0.2","","32024","riri_talk_look","1","","3","32","","1"
"","","","32025","vo_asb_0322","0","","21","32","0","vo_asb"
"0","0","0","32026","プレシアさん作です。\n彼女は天才タイプなので。","10","1","11","32","1","1"
"","","","32027","","0","","91","32","0","0"
"","0.2","","32028","riri_idle_look","1","","3","32","","1"
"0","0.1","","32029","clear_bookToTalk2","0","1","3","32","clear_talk2_noShy","2"
"","","","32030","vo_asb_0323","0","","21","32","0","vo_asb"
"0","0","0","32031","そういえば、わたしとリリちゃんが、\n『腰に手』が上手くできなくて、\nマヒルさんに教わりながら、\n悪戦苦闘してた時も……","10","1","11","32","1","2"
"","","","32032","","0","","91","32","0","0"
"0","0.1","","32033","talk2ToIdle_talkjoy2","0","1","3","32","idle_talkjoy2","2"
"","0.2","","32034","sad_talk_joy2R","1","","3","32","","1"
"","","","32035","vo_asb_0324","0","","21","32","0","vo_asb"
"0","0","0","32036","はい。プレシアさんだけが、\n一発合格でしたね。\n素人のわたくしたちの目から見ても、\n実に完璧な『腰に手』でございました。","10","1","11","32","1","1"
"","","","32037","","0","","91","32","0","0"
"","0.2","","32038","sad_idle_normal_riri","1","","3","32","","1"
"","0.2","","32039","idle","1","","3","32","","2"
"","0.3","","32040","talk_precia","1","","3","32","","3"
"","","","32041","vo_asb_0325","0","","21","32","0","vo_asb"
"0","0","0","32042","みたい？","10","1","11","32","1","3"
"","","","32043","","0","","91","32","0","0"
"","0.3","","32044","joy_idle_precia","1","","3","32","","3"
"","0.2","","32045","guts2_talk_riri","1","","3","32","","1"
"","0.2","","32046","clear_hope_talk","1","","3","32","","2"
"","","","32047","vo_asb_0326","0","","21","32","0","vo_asb"
"0","0","0","32048","ぜひっ。","10","1","11","32","1","1"
"","","","32049","","0","","91","32","0","0"
"","0.2","","32050","guts2_idle_riri","1","","3","32","","1"
"","0.2","","32051","clear_hope_idle","1","","3","32","","2"
"0","0.2","","32052","cool_in","0","1","3","32","cool_idle","3"
"","","","32053","vo_asb_0327","0","","21","32","0","vo_asb"
"0","0","0","32054","びしっ。","10","1","11","32","1","3"
"","","","32055","","0","","91","32","0","0"
"0.1","0.2","","32056","cool_idle_doya_in","0","1","3","32","cool_idle_doya","3"
"","0.2","","32057","guts2_idle_joy_riri","1","","3","32","","1"
"","0.2","","32058","clear_hope_joy","1","","3","32","","2"
"","","","32059","vo_asb_0328","0","","21","32","0","vo_asb"
"-22","-85","0","32060","わぁ～♪","10","1","11","32","1","1"
"","","","32061","","0","","91","32","0","0"
"","","","32062","","","","101","32","","32063"
"0","0.3","","32063","1","1","0","6","32","1","1"
"0","0.3","","32064","1","1","0","6","32","1","2"
"0","0.3","","32065","1","1","0","6","32","1","3"
"0","0.3","","32066","1","1","0","6","32","1","0"
"","","","32067","-130","-230","1","2","32","0.3","1"
"","","","32068","-290","-255","1","2","32","0.3","2"
"","","","32069","120","-245","1","2","32","0.3","3"
"","","","32070","-100","0","1","2","32","0.3","0"
"","","","32071","0","","","22","32","","0"
"","","","32072","0","","","93","32","","0.4"
"0","2.2","clear_wish_talk_joy_noShy","42001","1","52","-250","5","42","30","2"
"0","0","","42002","1","1","0","6","42","1","1"
"0","1","black","42003","0","29","0","5","42","50","0"
"0","0","","42004","1","1","0","6","42","1","0"
"","","","42005","","","","91","42","","0"
"0","0.2","","42006","1","1","1","6","42","1","1"
"0","0.2","","42007","1","1","1","6","42","1","0"
"","","","42008","-20","-250","2","2","42","0.3","1"
"","","","42009","0","0","2","2","42","0.3","0"
"","","","42010","0","","","93","42","","0.6"
"","","","42011","vo_asb_0421","0","","21","42","0","vo_asb"
"0","0","0","42012","リンさんによるマヒルさんのモノマネ、\nとっても上手でした。","10","1","11","42","1","1"
"","","","42013","","0","","91","42","0","0"
"","0.1","","42014","clear_talk_normal","1","","3","42","","1"
"","","","42015","vo_asb_0422","0","","21","42","0","vo_asb"
"0","0","0","42016","ギルドも長くなると、\n絆を深めたメンバー同士、\nああして互いのモノマネも、\n難なくできるようになるんですね……","10","1","11","42","1","1"
"","","","42017","","0","","91","42","0","0"
"0","0.2","","42018","clear_kohon_in","0","1","3","42","clear_kohon_loop","1"
"","","","42019","vo_asb_0423","0","","21","42","0","vo_asb"
"0","0","0","42020","…………\n……こほん。","10","1","11","42","1","1"
"","","","42021","","0","","91","42","0","0"
"0","0.2","","42022","clear_imitation_in","0","1","3","42","clear_speak2_talk","1"
"","","","42023","vo_asb_0424","0","","21","42","0","vo_asb"
"0","0","0","42024","に、兄様。兄様……？　\nお、おに、お兄……お兄。\n…………","10","1","11","42","1","1"
"","","","42025","","0","","91","42","0","0"
"0","0.3","","42026","clear_surprise_in_red","0","1","3","42","clear_surprise_talk_red","1"
"","","","42027","vo_asb_0425","0","","21","42","0","vo_asb"
"0","0","0","42028","……はっ！\nギルドメンバーのモノマネを\nしていただけなのに、\nわたしってば、どうして赤く……！","10","1","11","42","1","1"
"","","","42029","","0","","91","42","0","0"
"","0.2","","42030","clear_wish_talk_pain_red","1","","3","42","","1"
"","","","42031","vo_asb_0426","0","","21","42","0","vo_asb"
"0","0","0","42032","色んな意味で、まだまだです……っ！","10","1","11","42","1","1"
"","","","42033","","0","","91","42","0","0"
"","","","42034","","","","101","42","","42035"
"0","0.3","","42035","1","1","0","6","42","1","1"
"0","0.3","","42036","1","1","0","6","42","1","0"
"","","","42037","-120","-250","1","2","42","0.3","1"
"","","","42038","-100","0","1","2","42","0.3","0"
"","","","42039","0","","","22","42","","0"
"","","","42040","0","","","93","42","","0.4"
"0","2.2","dance_riri","52001","1","55","-243","5","52","70","1"
"1","2.2","dance_clear","52002","2","52","-245","5","52","320","2"
"0","2.2","dance_precia","52003","3","58","-255","5","52","-90","3"
"0","0","","52004","1","1","0","6","52","1","1"
"0","0","","52005","1","1","0","6","52","1","2"
"0","0","","52006","1","1","0","6","52","1","3"
"0","1","black","52007","0","29","0","5","52","50","0"
"0","0","","52008","1","1","0","6","52","1","0"
"","","","52009","","","","91","52","","0"
"","0.1","","52010","dance_riri","0","","3","52","","1"
"0","0.1","","52011","dance_clear","0","1","3","52","idle","2"
"0","0.1","","52012","dance_precia","0","1","3","52","idle_precia","3"
"0","0.2","","52013","1","1","1","6","52","1","1"
"0","0.2","","52014","1","1","1","6","52","1","2"
"0","0.2","","52015","1","1","1","6","52","1","3"
"0","0.2","","52016","1","1","1","6","52","1","0"
"","","","52017","-30","-243","2","2","52","0.3","1"
"","","","52018","220","-245","2","2","52","0.3","2"
"","","","52019","-190","-255","2","2","52","0.3","3"
"","","","52020","0","0","2","2","52","0.3","0"
"","","","52021","0","","","93","52","","0.6"
"","","","52022","vo_asb_0521","0","","21","52","0","vo_asb"
"0","0","0.15","52023","くいっく、くいっく、すろー。","26","0","11","52","0","3"
"","","","52024","","0","","91","52","0","0"
"","","","52025","vo_asb_0522","0","","21","52","0","vo_asb"
"0","0","0.75","52026","ターンエン、ターンエン、\nクイッククイックスロー！","10","0","11","52","0","1"
"","","","52027","","","","91","52","","52010"
"","0.1","","52028","idle","1","","3","52","","1"
"","","","52029","0","","","93","52","","0.2"
"0.2","0.1","","52030","smile_riri","0","1","3","52","talk_joy","1"
"","","","52031","vo_asb_0523","0","","21","52","0","vo_asb"
"0","0","0","52032","……ふふふ。この掛け声があると、\n不思議と３人の息が、\nぴったり合うのですよね。","10","1","11","52","1","1"
"","","","52033","","","","91","52","","0"
"","0.2","","52034","riri_idle","1","","3","52","","1"
"","0.2","","52035","clear_talk2_noShy","1","","3","52","","2"
"","","","52036","vo_asb_0524","0","","21","52","0","vo_asb"
"0","0","0","52037","はい。だからその後も、\nけっこう使ってますよね。\n重い物を持ち上げる時とか。\n３人で体操をする時とか。","10","1","11","52","1","2"
"","","","52038","","0","","91","52","0","0"
"0","0.2","","52039","talk2ToIdle","0","1","3","52","idle","2"
"","0.2","","52040","riri_talk","1","","3","52","","1"
"","","","52041","vo_asb_0525","0","","21","52","0","vo_asb"
"0","0","0","52042","他にも、戦闘訓練で息を合わせる際や、\nあとは夜道を歩く時の、魔物避けにも！","10","1","11","52","1","1"
"","","","52043","","0","","91","52","0","0"
"","0.2","","52044","riri_idle_look","1","","3","52","","1"
"","0.2","","52045","idle_talkjoy2","1","","3","52","","2"
"","0.3","","52046","talk_precia","1","","3","52","","3"
"","","","52047","vo_asb_0526","0","","21","52","0","vo_asb"
"0","0","0","52048","はんようせい。\nありすぎ。","10","1","11","52","1","3"
"","","","52049","","0","","91","52","0","0"
"","","","52050","","","","101","52","","52051"
"0","0.3","","52051","1","1","0","6","52","1","1"
"0","0.3","","52052","1","1","0","6","52","1","2"
"0","0.3","","52053","1","1","0","6","52","1","3"
"0","0.3","","52054","1","1","0","6","52","1","0"
"","","","52055","-130","-230","1","2","52","0.3","1"
"","","","52056","120","-245","1","2","52","0.3","2"
"","","","52057","-290","-255","1","2","52","0.3","3"
"","","","52058","-100","0","1","2","52","0.3","0"
"","","","52059","0","","","22","52","","0"
"","","","52060","0","","","93","52","","0.4"
"0","2.2","talk_joy","62001","1","52","-250","5","62","30","1"
"0","0","","62002","1","1","0","6","62","1","1"
"0","1","black","62003","0","29","0","5","62","50","0"
"0","0","","62004","1","1","0","6","62","1","0"
"","","","62005","","","","91","62","","0"
"0","0.2","","62006","1","1","1","6","62","1","1"
"0","0.2","","62007","1","1","1","6","62","1","0"
"","","","62008","-20","-250","2","2","62","0.3","1"
"","","","62009","0","0","2","2","62","0.3","0"
"","","","62010","0","","","93","62","","0.6"
"","","","62011","vo_asb_0621","0","","21","62","0","vo_asb"
"0","0","0","62012","ライブ後、【カルミナ】の皆様が\n来てくださったのです。","10","1","11","62","1","1"
"","","","62013","","0","","91","62","0","0"
"","0.2","","62014","wish_talk_joyR_riri","1","","3","62","","1"
"","","","62015","vo_asb_0622","0","","21","62","0","vo_asb"
"0","0","0","62016","「また絶対一緒に踊ろうね」って、\n手まで、重ねさせていただいて……","10","1","11","62","1","1"
"","","","62017","","0","","91","62","0","0"
"","0.3","","62018","memoly_talk_joy","1","","3","62","","1"
"","","","62019","vo_asb_0623","0","","21","62","0","vo_asb"
"0","0","0","62020","お三方のあまりの可憐さと華やかさに、\nわたくし、もう、\nクラクラしてしまって……","10","1","11","62","1","1"
"","","","62021","","0","","91","62","0","0"
"","0.2","","62022","sad_talk2_dere","1","","3","62","","1"
"","","","62023","vo_asb_0624","0","","21","62","0","vo_asb"
"0","0","0","62024","実は、重ねさせていただいたこの手、\nあれ以来まだ一度も洗っておりません。","10","1","11","62","1","1"
"","","","62025","","0","","91","62","0","0"
"","0.3","","62026","wish_talk_nervous_riri","1","","3","62","","1"
"","","","62027","vo_asb_0625","0","","21","62","0","vo_asb"
"0","0","0","62028","リアさんには、やや呆れた目で\n見られている気が、\nしないでもありませんが……\nせめて、あと半日は……！","10","1","11","62","1","1"
"","","","62029","","0","","91","62","0","0"
"","","","62030","","","","101","62","","62031"
"0","0.3","","62031","1","1","0","6","62","1","1"
"0","0.3","","62032","1","1","0","6","62","1","0"
"","","","62033","-120","-250","1","2","62","0.3","1"
"","","","62034","-100","0","1","2","62","0.3","0"
"","","","62035","0","","","22","62","","0"
"","","","62036","0","","","93","62","","0.4"
"0","2.2","idle","72001","1","52","-250","5","72","30","2"
"0","0","","72002","1","1","0","6","72","1","1"
"0","1","black","72003","0","29","0","5","72","50","0"
"0","0","","72004","1","1","0","6","72","1","0"
"","","","72005","","","","91","72","","0"
"0","0.2","","72006","1","1","1","6","72","1","1"
"0","0.2","","72007","1","1","1","6","72","1","0"
"","","","72008","-20","-250","2","2","72","0.3","1"
"","","","72009","0","0","2","2","72","0.3","0"
"","","","72010","0","","","93","72","","0.6"
"","0.2","","72011","clear_talk_normal","1","","3","72","","1"
"","","","72012","vo_asb_0721","0","","21","72","0","vo_asb"
"0","0","0","72013","アオイさんて、すごくシャイみたいで。\nだけど、言うじゃないですか。\n共通の話題がある相手とは、\n打ち解けやすい、って。","10","1","11","72","1","1"
"","","","72014","","0","","91","72","0","0"
"","0.2","","72015","clear_kohon_talk_surprise","1","","3","72","","1"
"","","","72016","vo_asb_0722","0","","21","72","0","vo_asb"
"0","0","0","72017","直感、あったんですよね。\nアオイさんほど詳しくはないですが、\nわたしも草花が好きなので。\nこの人とは仲良くなれそう、みたいな。","10","1","11","72","1","1"
"","","","72018","","0","","91","72","0","0"
"","0.2","","72019","clear_talk2_noShy","1","","3","72","","1"
"","","","72020","vo_asb_0723","0","","21","72","0","vo_asb"
"0","0","0","72021","だからわたし、\n勇気を出して言ってみたんです！\nお友だちになりませんか、って。","10","1","11","72","1","1"
"","","","72022","","0","","91","72","0","0"
"0","0.2","","72023","talk2ToWish","0","1","3","72","clear_wish_talk_joy","1"
"","","","72024","vo_asb_0724","0","","21","72","0","vo_asb"
"0","0","0","72025","そしたらアオイさん、\n顔を真っ赤にして、ブンブン！　って、\n首を縦に振ってくれて。\nやった！　って思ったんですよね。","10","1","11","72","1","1"
"","","","72026","","0","","91","72","0","0"
"","0.2","","72027","clear_talk2_nervous","1","","3","72","","1"
"","","","72028","vo_asb_0725","0","","21","72","0","vo_asb"
"0","0","0","72029","……でもその後、\n心の準備が欲しいって言われちゃって。\n心の準備、300年くらいかかるかも\nしれないんだそうです……","10","1","11","72","1","1"
"","","","72030","","0","","91","72","0","0"
"0","0.2","","72031","talk2ToKohon","0","1","3","72","clear_kohon_loop_shy","1"
