25fa3ad27cc11be1c602046c82453cc9c53f042ecabb0dfecf2fd3ef9cd6a82b,306ba878737541d8b488549b742e0a3d0845f7e16f29a7e2c58e892c6cf00581,c5c6f80965ac7284d1f6e20724ecaa015d5af977d8a5f135132b45eb7bd7ef2c,bafb4408c7750c813f7bcf22e6fb7a2a5c718a2028f9a4563862192d398c1c68,c02b3f5703020dedf36fe457eafa8d0f51dbbdbd5dd95c6b3ce4c23e9993b06a
"1","1058","0","101","270"
"2","1058","0","102","271"
"3","1058","0","103","272"
"4","1058","0","104","273"
"5","1058","0","105","274"
"1","1059","0","106","276"
"2","1059","0","107","277"
"3","1059","0","108","278"
"4","1059","0","109","279"
"5","1059","0","110","280"
"1","1060","0","111","282"
"2","1060","0","112","283"
"3","1060","0","113","284"
"4","1060","0","114","285"
"5","1060","0","115","286"
"1","1061","0","116","288"
"2","1061","0","117","289"
"3","1061","0","118","290"
"4","1061","0","119","291"
"5","1061","0","120","292"
"1","1063","0","121","294"
"2","1063","0","122","295"
"3","1063","0","123","296"
"4","1063","0","124","297"
"1","1064","0","125","299"
"2","1064","0","126","300"
"3","1064","0","127","301"
"4","1064","0","128","302"
"1","1065","0","129","304"
"2","1065","0","130","305"
"3","1065","0","131","306"
"4","1065","0","132","307"
"1","1066","0","133","308"
"2","1066","0","134","310"
"3","1066","0","135","311"
"4","1066","0","136","312"
"1","1067","0","137","313"
"2","1067","0","138","315"
"3","1067","0","139","316"
"4","1067","0","140","317"
"1","1068","0","141","318"
"2","1068","0","142","320"
"3","1068","0","143","321"
"4","1068","0","144","322"
"1","1069","0","145","323"
"2","1069","0","146","325"
"3","1069","0","147","326"
"4","1069","0","148","327"
"1","1070","0","149","328"
"2","1070","0","150","330"
"3","1070","0","151","331"
"4","1070","0","152","332"
"1","1071","0","153","333"
"2","1071","0","154","335"
"3","1071","0","155","336"
"4","1071","0","156","337"
"1","1072","0","157","338"
"2","1072","0","158","340"
"3","1072","0","159","341"
"4","1072","0","160","342"
"1","1073","0","161","343"
"2","1073","0","162","345"
"3","1073","0","163","346"
"4","1073","0","164","347"
"1","1074","0","165","348"
"2","1074","0","166","350"
"3","1074","0","167","351"
"4","1074","0","168","352"
"1","1075","0","169","353"
"2","1075","0","170","355"
"3","1075","0","171","356"
"4","1075","0","172","357"
"1","1076","0","173","358"
"2","1076","0","174","360"
"3","1076","0","175","361"
"4","1076","0","176","362"
"1","1077","0","177","363"
"2","1077","0","178","365"
"3","1077","0","179","366"
"4","1077","0","180","367"
"1","1078","0","181","368"
"2","1078","0","182","370"
"3","1078","0","183","371"
"4","1078","0","184","372"
"1","1079","0","185","373"
"2","1079","0","186","375"
"3","1079","0","187","376"
"4","1079","0","188","377"
"1","1080","0","189","378"
"2","1080","0","190","380"
"3","1080","0","191","381"
"4","1080","0","192","382"
"1","1081","0","193","383"
"2","1081","0","194","385"
"3","1081","0","195","386"
"4","1081","0","196","387"
"1","1082","0","197","388"
"2","1082","0","198","390"
"3","1082","0","199","391"
"4","1082","0","200","392"
"1","1083","0","201","393"
"2","1083","0","202","395"
"3","1083","0","203","396"
"4","1083","0","204","397"
"1","1084","0","205","398"
"2","1084","0","206","400"
"3","1084","0","207","401"
"4","1084","0","208","402"
"1","1085","0","209","403"
"2","1085","0","210","405"
"3","1085","0","211","406"
"4","1085","0","212","407"
"1","1086","0","213","408"
"2","1086","0","214","410"
"3","1086","0","215","411"
"4","1086","0","216","412"
"1","1087","0","217","413"
"2","1087","0","218","415"
"3","1087","0","219","416"
"4","1087","0","220","417"
"1","1088","0","221","418"
"2","1088","0","222","420"
"3","1088","0","223","421"
"4","1088","0","224","422"
"1","1089","0","225","423"
"2","1089","0","226","425"
"3","1089","0","227","426"
"4","1089","0","228","427"
"1","1090","0","229","428"
"2","1090","0","230","430"
"3","1090","0","231","431"
"4","1090","0","232","432"
"1","1091","0","233","433"
"2","1091","0","234","435"
"3","1091","0","235","436"
"4","1091","0","236","437"
"1","1092","0","237","438"
"2","1092","0","238","440"
"3","1092","0","239","441"
"4","1092","0","240","442"
"1","1093","0","241","443"
"2","1093","0","242","445"
"3","1093","0","243","446"
"4","1093","0","244","447"
"1","1094","0","245","448"
"2","1094","0","246","450"
"3","1094","0","247","451"
"4","1094","0","248","452"
"1","1095","0","249","453"
"2","1095","0","250","455"
"3","1095","0","251","456"
"4","1095","0","252","457"
