514a5e4393f5b5a4e3011e81e3cdc3d4468e808a465249b266376302b4ffd6ed,14529119c984f8ba75e3649af466fa7a610016e2edbc52f662143a212eae4e0b,c83bd18bbabb7d5f0a5954615134a9bf20c29412d0ae0d6759d1e44604f29c2b,99707dc8c82b5acd31c408fc8e31dd534a409e242850495d2a9c87d072b917ac,cac13c7533d67c6a7b0ece9c0c8b6161a19be0dc966c43e1cc4a776d12706023,8781896d74732dd7dfa533377fc6e8ec454805e27e0cf97e5c7eda2abf6a1d9d,37343f869c0ed8b6a28eb89cb39ce72120aaef762b1c6b0e88789982ba85574b,be3e65bbecd73fbc087e8b638c6365ae48ab877364ebda518c0b7a8ac50755ba,b12e0ea3dfd34ffff9f63cc32cf17ed6fc633ee1c20b5ba4a64e91b804762f10,4c191a4f8b34f568cf04eb6b33b0e5bf1dce04825d065105b368c57fd4494dae,00063297f5991f2e7e7758e2be2983a34b2d3c58df56a782c8774c6de3c11c17
"","113411","","0.2","1007001","3","svd_idle_joy1","","","1","1007001049"
"","113511","","0.2","1007001","3","svd_talk_thinking","","","1","1007001050"
"","vo_svd","","","1007001","21","vo_svd_0123","","0","0","1007001051"
"0","113511","0","0","1007001","11","はて…？　私は来年の夏も\n一緒に過ごすので思い出して\nいただく必要はないのですが…","1","0","6","1007001052"
"","0","","","1007001","91","","","","","1007001053"
"","113511","","0.2","1007001","3","svd_idle_thinking","","","1","1007001054"
"0.2","113411","1","0.2","1007001","3","svd_surprise","","svd_talk_anger","0","1007001055"
"","vo_svd","","","1007001","21","vo_svd_0124","","0","0","1007001056"
"0","113411","0","0","1007001","11","あ！　ズルいよエリコちゃん！\nお姉ちゃんだってずっとずっと\n永遠に一緒だよ！","1","0","8","1007001057"
"","3","","","1007001","93","","","","","1007001058"
"0.4","113411","1","0.2","1007001","3","svd_jump","","svd_talk_joy1","0","1007001059"
"","1007001057","","","1007001","91","","","","","1007001060"
"","113411","","0.2","1007001","3","svd_idle_joy1","","","1","1007001061"
"","","","","1007001","102","","","","","1007001062"
"","14","","","1007001","32","0","","","","1007001063"
"","15","","","1007001","32","0","","","","1007001064"
"","1","","","1007001","93","","","","","1007001065"
"0","113511","","0","1007001","12","7","","","1","1007001066"
"","113511","","0.2","1007001","3","svd_talk_normal","","","1","1007001067"
"","3","","","1007001","93","","","","","1007001068"
"","113511","","0.2","1007001","3","svd_idle_normal","","","1","1007001069"
"0","113411","","0","1007001","12","10","","","1","1007001070"
"","113411","1","0.2","1007001","3","svd_talk_normal","","","1","1007001071"
"","3","","","1007001","93","","","","","1007001072"
"","113411","1","0.2","1007001","3","svd_idle_normal","","","1","1007001073"
"0","113511","","0","1007001","12","7","","","1","1007001074"
"","113511","","0.2","1007001","3","svd_talk_memory","","","1","1007001075"
"","3","","","1007001","93","","","","","1007001076"
"","113511","","0.2","1007001","3","svd_idle_memory","","","1","1007001077"
"0","113411","","0","1007001","12","10","","","1","1007001078"
"","113411","1","0.2","1007001","3","svd_talk_memory","","","1","1007001079"
"","3","","","1007001","93","","","","","1007001080"
"","113411","1","0.2","1007001","3","svd_idle_memory","","","1","1007001081"
"","1007001066","","","1007001","101","","","","","1007001082"
"0","333","0","1","1007001","6","1","","1","1","1007001083"
"","113511","","","1007001","4","1","","","","1007001084"
"","113511","","0.2","1007001","3","svd_run","","","1","1007001085"
"","113511","0","","1007001","2","-750","","0.8","-300","1007001086"
"","113411","","","1007001","4","0","","","","1007001087"
"","113411","","0.2","1007001","3","svd_run","","","1","1007001088"
"","113411","0","","1007001","2","750","","0.8","-300","1007001089"
"","0.6","","","1007001","93","","","","","1007001090"
"0","113511","0","0.2","1007001","6","1","","1","1","1007001091"
"0","113411","0","0.2","1007001","6","1","","1","1","1007001092"
"","0","","","1007001","91","","","","","1007001093"
"0","2","-300","2.08","1007002","5","113511","svd_idle_normal","-650","100","1007002001"
"1","1","-300","2.08","1007002","5","113411","svd_idle_normal","650","100","1007002002"
"0","3","0","1","1007002","5","333","svd_white_loop","0","0","1007002003"
"0","333","0","0","1007002","6","1","","1","1","1007002004"
"0","113511","0","0","1007002","6","1","","1","1","1007002005"
"0","113411","0","0","1007002","6","1","","1","1","1007002006"
"","1","","","1007002","93","","","","","1007002007"
"0","333","0.4","0.8","1007002","6","1","","1","1","1007002008"
"","113511","","0.2","1007002","3","svd_run","","","1","1007002009"
"","113511","0","","1007002","2","-250","","1.2","-300","1007002010"
"0","113511","1","0.4","1007002","6","1","","1","1","1007002011"
"","1.2","","","1007002","93","","","","","1007002012"
"","0","","","1007002","91","","","","","1007002013"
"","113511","","0.1","1007002","3","svd_idle_normal","","","1","1007002014"
"","0.6","","","1007002","93","","","","","1007002015"
"","113511","","0.2","1007002","3","svd_talk_memory","","","1","1007002016"
"","vo_svd","","","1007002","21","vo_svd_0221","","0","0","1007002017"
"0","113511","0","0","1007002","11","あなた様の泳ぐ姿…この目に\nしかと焼き付けさせて\n頂きました。","1","0","6","1007002018"
"","0","","","1007002","91","","","","","1007002019"
"","113511","","0.2","1007002","3","svd_idle_memory","","","1","1007002020"
"","113411","","0.2","1007002","3","svd_run","","","1","1007002021"
"","113411","0","","1007002","2","250","","1.2","-300","1007002022"
"0","113411","1","0.4","1007002","6","1","","1","1","1007002023"
"","1.2","","","1007002","93","","","","","1007002024"
"","113411","","0.1","1007002","3","svd_idle_joy1","","","1","1007002025"
"","0.3","","","1007002","93","","","","","1007002026"
"","113411","","0.2","1007002","3","svd_talk_memory","","","1","1007002027"
"","vo_svd","","","1007002","21","vo_svd_0222","","0","0","1007002028"
"0","113411","0","0","1007002","11","弟くんが一生懸命動かす手足…\nかわいかったなぁ…","1","0","6","1007002029"
"","0","","","1007002","91","","","","","1007002030"
"","113411","","0.2","1007002","3","svd_idle_memory","","","1","1007002031"
"","113511","","0.2","1007002","3","svd_talk_memory","","","1","1007002032"
"","vo_svd","","","1007002","21","vo_svd_0223","","0","0","1007002033"
"0","113511","0","0","1007002","11","あなた様が上げる水しぶきは\nどんな秘薬よりも優れた霊薬\nになりそうですわ…","1","0","6","1007002034"
"","0","","","1007002","91","","","","","1007002035"
"","113511","","0.2","1007002","3","svd_idle_memory","","","1","1007002036"
"","113411","","0.2","1007002","3","svd_talk_worry","","","1","1007002037"
"","vo_svd","","","1007002","21","vo_svd_0224","","0","0","1007002038"
"0","113411","0","0","1007002","11","エリコちゃん…\nそれはさすがにちょっと…","1","0","6","1007002039"
"","0","","","1007002","91","","","","","1007002040"
"","113411","","0.2","1007002","3","svd_idle_worry","","","1","1007002041"
"","113511","","0.2","1007002","3","svd_talk_thinking","","","1","1007002042"
"","vo_svd","","","1007002","21","vo_svd_0225","","0","0","1007002043"
"0","113511","0","0","1007002","11","シズルさんには\n必要ないのですね。\nそれならば私がすべて…","1","0","6","1007002044"
"","0","","","1007002","91","","","","","1007002045"
"","113511","","0.2","1007002","3","svd_idle_thinking","","","1","1007002046"
"0","113411","","0","1007002","12","4","","","0","1007002047"
"","113411","","0.2","1007002","3","svd_surprise","","","0","1007002048"
"","1","","","1007002","93","","","","","1007002049"
"","113411","","0.2","1007002","3","svd_talk_joy2","","","1","1007002050"
"","vo_svd","","","1007002","21","vo_svd_0226","","0","0","1007002051"
"0","113411","0","0","1007002","11","ほしい！\n奇麗な小瓶に集めちゃう！","1","0","8","1007002052"
"","0","","","1007002","91","","","","","1007002053"
"","113411","","0.2","1007002","3","svd_idle_joy1","","","1","1007002054"
"","","","","1007002","102","","","","","1007002055"
"","1","","","1007002","93","","","","","1007002056"
"0","113511","","0","1007002","12","8","","","1","1007002057"
"","113511","","0.2","1007002","3","svd_talk_memory","","","1","1007002058"
"","3","","","1007002","93","","","","","1007002059"
"","113511","","0.2","1007002","3","svd_idle_memory","","","1","1007002060"
"0","113411","","0","1007002","12","1","","","1","1007002061"
"","113411","1","0.2","1007002","3","svd_talk_worry","","","1","1007002062"
"","3","","","1007002","93","","","","","1007002063"
"","113411","1","0.2","1007002","3","svd_idle_worry","","","1","1007002064"
"0","113511","","0","1007002","12","11","","","1","1007002065"
"0.2","113511","1","0.2","1007002","3","svd_talk_guts2","","svd_idle_guts2","0","1007002066"
"","3","","","1007002","93","","","","","1007002067"
"","113511","","0.2","1007002","3","svd_idle_guts2","","","1","1007002068"
"0","113411","","0","1007002","12","7","","","1","1007002069"
"","113411","1","0.2","1007002","3","svd_talk_joy1","","","1","1007002070"
"","3","","","1007002","93","","","","","1007002071"
"","113411","1","0.2","1007002","3","svd_idle_joy1","","","1","1007002072"
"","1007002057","","","1007002","101","","","","","1007002073"
"0","333","0","1","1007002","6","1","","1","1","1007002074"
"","113511","","","1007002","4","1","","","","1007002075"
"","113511","","0.2","1007002","3","svd_run","","","1","1007002076"
"","113511","0","","1007002","2","-750","","0.8","-300","1007002077"
"","113411","","","1007002","4","0","","","","1007002078"
"","113411","","0.2","1007002","3","svd_run","","","1","1007002079"
"","113411","0","","1007002","2","750","","0.8","-300","1007002080"
"","0.6","","","1007002","93","","","","","1007002081"
"0","113511","0","0.2","1007002","6","1","","1","1","1007002082"
"0","113411","0","0.2","1007002","6","1","","1","1","1007002083"
"","0","","","1007002","91","","","","","1007002084"
"0","1","-300","2.08","1007003","5","113511","svd_idle_normal","-750","100","1007003001"
"1","2","-300","2.08","1007003","5","113411","svd_idle_normal","650","100","1007003002"
"0","3","0","1","1007003","5","333","svd_white_loop","0","0","1007003003"
"0","333","0","0","1007003","6","1","","1","1","1007003004"
"","113511","","","1007003","7","2","","0","0","1007003005"
"","113511","0","","1007003","2","-750","","0.5","-300","1007003006"
"0","113411","0","0","1007003","6","1","","1","1","1007003007"
"","6","0.8","0","1007003","31","16","","-40","-140","1007003008"
"","16","","","1007003","34","2","","0","0","1007003009"
"","1","","","1007003","93","","","","","1007003010"
"0","333","0.4","0.8","1007003","6","1","","1","1","1007003011"
"0","113511","1","0.2","1007003","3","svd_idle_see_sad_pre","","svd_idle_see_sad","0","1007003012"
"","113511","0","","1007003","2","-600","","1.1","-300","1007003013"
"","1","","","1007003","93","","","","","1007003014"
"","16","","","1007003","32","1","","","","1007003015"
"","0","","","1007003","91","","","","","1007003016"
"","113511","80","","1007003","94","240","","0","260","1007003017"
"","16","","","1007003","32","0","","","","1007003018"
"0","113511","","0","1007003","12","17","","","1","1007003019"
"","113511","","0.2","1007003","3","svd_walk_sad","","","1","1007003020"
"","113511","","","1007003","7","0","","0","2","1007003021"
"","113511","0","","1007003","2","-250","","2.4","-300","1007003022"
"","2.4","","","1007003","93","","","","","1007003023"
"","113511","","0.2","1007003","3","svd_idle_sad","","","1","1007003024"
"","0.5","","","1007003","93","","","","","1007003025"
"","0","","","1007003","91","","","","","1007003026"
"","113511","","0.2","1007003","3","svd_talk_sad","","","1","1007003027"
"","vo_svd","","","1007003","21","vo_svd_0321","","0","0","1007003028"
"0","113511","0","0","1007003","11","弟くんに大きなカブトムシを\nプレゼントして\nあげたかったな…","1","0","7","1007003029"
"","0","","","1007003","91","","","","","1007003030"
"","113511","","0.2","1007003","3","svd_idle_sad","","","1","1007003031"
"","113411","","0.2","1007003","3","svd_walk","","","1","1007003032"
"","113411","0","","1007003","2","250","","2","-300","1007003033"
"0","113411","1","0.4","1007003","6","1","","1","1","1007003034"
"","2","","","1007003","93","","","","","1007003035"
"","113411","","0.2","1007003","3","svd_idle_normal","","","1","1007003036"
"","0.4","","","1007003","93","","","","","1007003037"
"","113411","","0.2","1007003","3","svd_talk_thinking","","","1","1007003038"
"","vo_svd","","","1007003","21","vo_svd_0322","","0","0","1007003039"
"0","113411","0","0","1007003","11","確かに心残りではありますが\nそれ以上によいものを\n見られましたわ。","1","0","6","1007003040"
"","0","","","1007003","91","","","","","1007003041"
"","113411","","0.2","1007003","3","svd_idle_thinking","","","1","1007003042"
"","113511","","0.2","1007003","3","svd_talk_joy1","","","1","1007003043"
"","vo_svd","","","1007003","21","vo_svd_0323","","0","0","1007003044"
"0","113511","0","0","1007003","11","優しい弟くんも素敵だったね！\nでもカブトムシ捕りは\nまた挑戦しよう！","1","0","6","1007003045"
"","0","","","1007003","91","","","","","1007003046"
"","113511","","0.2","1007003","3","svd_talk_sad","","","1","1007003047"
"","vo_svd","","","1007003","21","vo_svd_0324","","0","0","1007003048"
"0","113511","0","0","1007003","11","それでもまたダメだったら\nそのときは…","1","0","6","1007003049"
"","0","","","1007003","91","","","","","1007003050"
"","113511","","0.2","1007003","3","svd_idle_sad","","","1","1007003051"
"","113411","","0.2","1007003","3","svd_talk_sad","","","1","1007003052"
"","vo_svd","","","1007003","21","vo_svd_0325","","0","0","1007003053"
"0","113411","0","0","1007003","11","もし次があるのなら…私たちが\nカブトムシになりましょう。\nなりきってみせましょう。","1","0","6","1007003054"
"","5","","","1007003","93","","","","","1007003055"
"","113411","","0.2","1007003","3","svd_talk_wish2","","","1","1007003056"
"","1007003054","","","1007003","91","","","","","1007003057"
"","113411","","0.2","1007003","3","svd_idle_wish2","","","1","1007003058"
"","","","","1007003","102","","","","","1007003059"
"","1","","","1007003","93","","","","","1007003060"
"0","113511","","0","1007003","12","12","","","1","1007003061"
"0.2","113511","1","0.2","1007003","3","svd_cmn_think","","svd_idle_normal","0","1007003062"
"","3","","","1007003","93","","","","","1007003063"
"","113511","","0.2","1007003","3","svd_idle_normal","","","1","1007003064"
"0","113411","","0","1007003","12","10","","","1","1007003065"
"","113411","1","0.2","1007003","3","svd_talk_normal","","","1","1007003066"
"","3","","","1007003","93","","","","","1007003067"
"","113411","1","0.2","1007003","3","svd_idle_normal","","","1","1007003068"
"0","113511","","0","1007003","12","1","","","1","1007003069"
"","113511","","0.2","1007003","3","svd_talk_sad","","","1","1007003070"
"","3","","","1007003","93","","","","","1007003071"
"","113511","","0.2","1007003","3","svd_idle_sad","","","1","1007003072"
"0","113411","","0","1007003","12","7","","","1","1007003073"
"","113411","1","0.2","1007003","3","svd_talk_wish","","","1","1007003074"
"","3","","","1007003","93","","","","","1007003075"
"","113411","1","0.2","1007003","3","svd_idle_wish","","","1","1007003076"
"","1007003061","","","1007003","101","","","","","1007003077"
"0","333","0","1","1007003","6","1","","1","1","1007003078"
"","113511","","","1007003","4","1","","","","1007003079"
"","113511","","0.2","1007003","3","svd_run","","","1","1007003080"
"","113511","0","","1007003","2","-750","","0.8","-300","1007003081"
"","113411","","","1007003","4","0","","","","1007003082"
"","113411","","0.2","1007003","3","svd_run","","","1","1007003083"
"","113411","0","","1007003","2","750","","0.8","-300","1007003084"
"","0.6","","","1007003","93","","","","","1007003085"
"0","113511","0","0.2","1007003","6","1","","1","1","1007003086"
"0","113411","0","0.2","1007003","6","1","","1","1","1007003087"
"","0","","","1007003","91","","","","","1007003088"
"0","1","-560","2.08","1007004","5","113511","svd_idle_normal","-250","100","1007004001"
"1","2","-560","2.08","1007004","5","113411","svd_idle_normal","250","100","1007004002"
"0","3","0","1","1007004","5","333","svd_white_loop","0","0","1007004003"
"0","333","0","0","1007004","6","1","","1","1","1007004004"
"0","113511","0","0","1007004","6","1","","1","1","1007004005"
"0","113411","0","0","1007004","6","1","","1","1","1007004006"
"","1","","","1007004","93","","","","","1007004007"
"0","333","0.4","0.8","1007004","6","1","","1","1","1007004008"
"0.2","113511","1","0.2","1007004","3","svd_jump1","","svd_idle_normal","0","1007004009"
"0.2","113411","1","0.2","1007004","3","svd_jump1","","svd_idle_normal","0","1007004010"
"","0.3","","","1007004","93","","","","","1007004011"
"","113511","0","","1007004","2","-250","","0.75","-300","1007004012"
"","113411","0","","1007004","2","250","","0.75","-300","1007004013"
"0","113511","1","0.4","1007004","6","1","","1","1","1007004014"
"0","113411","1","0.4","1007004","6","1","","1","1","1007004015"
"","1.2","","","1007004","93","","","","","1007004016"
"","0","","","1007004","91","","","","","1007004017"
"","113411","","0.2","1007004","3","svd_idle_normal","","","1","1007004018"
"","113511","","0.2","1007004","3","svd_talk_joy1","","","1","1007004019"
"","vo_svd","","","1007004","21","vo_svd_0421","","0","0","1007004020"
"0","113511","0","0","1007004","11","ルーセント学院のみんな\nいい子だったね！\n学校生活も楽しそうだなー","1","0","6","1007004021"
"","0","","","1007004","91","","","","","1007004022"
"","113511","","0.2","1007004","3","svd_idle_joy1","","","1","1007004023"
"","113411","","0.2","1007004","3","svd_talk_thinking","","","1","1007004024"
"","vo_svd","","","1007004","21","vo_svd_0422","","0","0","1007004025"
"0","113411","0","0","1007004","11","イオちゃんという\nすばらしい先生にも恵まれて\n少しうらやましいですわ…","1","0","6","1007004026"
"","0","","","1007004","91","","","","","1007004027"
"","113411","","0.2","1007004","3","svd_idle_thinking","","","1","1007004028"
"","113511","","0.2","1007004","3","svd_talk_normal","","","1","1007004029"
"","vo_svd","","","1007004","21","vo_svd_0423","","0","0","1007004030"
"0","113511","0","0","1007004","11","ねぇねぇ、二人で入学する…\nっていうのはどうかな？","1","0","7","1007004031"
"","0","","","1007004","91","","","","","1007004032"
"","113511","","0.2","1007004","3","svd_idle_joy1","","","1","1007004033"
"0.2","113411","1","0.2","1007004","3","svd_surprise","","svd_talk_joy1","0","1007004034"
"","vo_svd","","","1007004","21","vo_svd_0424","","0","0","1007004035"
"0","113411","0","0","1007004","11","…！　よいアイデアですわ！\nさっそく入学願書を\n取り寄せましょう！","1","0","6","1007004036"
"","0","","","1007004","91","","","","","1007004037"
"","113411","","0.2","1007004","3","svd_idle_joy1","","","1","1007004038"
"","","","","1007004","102","","","","","1007004039"
"","1","","","1007004","93","","","","","1007004040"
"0","113511","","0","1007004","12","7","","","1","1007004041"
"","113511","","0.2","1007004","3","svd_talk_normal","","","1","1007004042"
"","3","","","1007004","93","","","","","1007004043"
"","113511","","0.2","1007004","3","svd_idle_normal","","","1","1007004044"
"0","113411","","0","1007004","12","6","","","1","1007004045"
"","113411","1","0.2","1007004","3","svd_talk_joy1","","","1","1007004046"
"","3","","","1007004","93","","","","","1007004047"
"","113411","1","0.2","1007004","3","svd_idle_joy1","","","1","1007004048"
"0","113511","","0","1007004","12","10","","","1","1007004049"
"","113511","","0.2","1007004","3","svd_talk_joy2","","","1","1007004050"
"","3","","","1007004","93","","","","","1007004051"
"","113511","","0.2","1007004","3","svd_idle_joy2","","","1","1007004052"
"0","113411","","0","1007004","12","10","","","1","1007004053"
"0.2","113411","1","0.2","1007004","3","svd_cmn_smile3","","svd_idle_joy1","0","1007004054"
"","3","","","1007004","93","","","","","1007004055"
"","113411","1","0.2","1007004","3","svd_idle_joy1","","","1","1007004056"
"","1007004041","","","1007004","101","","","","","1007004057"
"0","333","0","1","1007004","6","1","","1","1","1007004058"
"","113511","","","1007004","4","1","","","","1007004059"
"","113511","","0.2","1007004","3","svd_run","","","1","1007004060"
"","113511","0","","1007004","2","-750","","0.8","-300","1007004061"
"","113411","","","1007004","4","0","","","","1007004062"
"","113411","","0.2","1007004","3","svd_run","","","1","1007004063"
"","113411","0","","1007004","2","750","","0.8","-300","1007004064"
"","0.6","","","1007004","93","","","","","1007004065"
"0","113511","0","0.2","1007004","6","1","","1","1","1007004066"
"0","113411","0","0.2","1007004","6","1","","1","1","1007004067"
"","0","","","1007004","91","","","","","1007004068"
"0","1","-300","2.08","1007005","5","113511","svd_idle_normal","-700","110","1007005001"
"0","2","-300","2.08","1007005","5","113411","svd_idle_normal","-550","100","1007005002"
"0","3","0","1","1007005","5","333","svd_white_loop","0","0","1007005003"
"0","333","0","0","1007005","6","1","","1","1","1007005004"
"","3","1.3","0","1007005","31","13","","60","-630","1007005005"
"0","113511","0","0","1007005","6","1","","1","1","1007005006"
"0","113411","0","0","1007005","6","1","","1","1","1007005007"
"","1","","","1007005","93","","","","","1007005008"
"0","333","0.4","0.8","1007005","6","1","","1","1","1007005009"
"","113511","","0.2","1007005","3","svd_walk_glad","","","1","1007005010"
"","113511","0","","1007005","2","-250","","2","-300","1007005011"
"","113411","","0.2","1007005","3","svd_walk_glad2","","","1","1007005012"
"","113411","0","","1007005","2","-50","","2.2","-300","1007005013"
"0","113511","1","0.4","1007005","6","1","","1","1","1007005014"
"0","113411","1","0.4","1007005","6","1","","1","1","1007005015"
"","13","","","1007005","32","1","","","","1007005016"
"","13","0","","1007005","33","-180","","2","60","1007005017"
"","2","","","1007005","93","","","","","1007005018"
"","13","","","1007005","32","0","","","","1007005019"
"","113511","","0.2","1007005","3","svd_idle_normal","","","1","1007005020"
"","0.2","","","1007005","93","","","","","1007005021"
"","113411","","","1007005","4","1","","","","1007005022"
"","113411","","0.2","1007005","3","svd_idle_normal","","","1","1007005023"
"","0.5","","","1007005","93","","","","","1007005024"
"0","113511","","0","1007005","12","10","","","0.5","1007005025"
"0","113411","","0","1007005","12","10","","","0.5","1007005026"
"0.2","113511","1","0.2","1007005","3","svd_wink","","svd_idle_normal","0","1007005027"
"0.2","113411","1","0.2","1007005","3","svd_wink","","svd_idle_normal","0","1007005028"
"","1.5","","","1007005","93","","","","","1007005029"
"","113411","","","1007005","4","0","","","","1007005030"
"","113411","","0.2","1007005","3","svd_walk","","","1","1007005031"
"","113411","0","","1007005","2","250","","1","-300","1007005032"
"","1","","","1007005","93","","","","","1007005033"
"0","113411","1","0.4","1007005","3","svd_idle_normal","","svd_idle_normal","0","1007005034"
"","0","","","1007005","93","","","","","1007005035"
"","113411","","","1007005","4","1","","","","1007005036"
"","0.6","","","1007005","93","","","","","1007005037"
"","113511","","0.2","1007005","3","svd_talk_joy1","","","1","1007005038"
"","vo_svd","","","1007005","21","vo_svd_0521","","0","0","1007005039"
"0","113511","0","0","1007005","11","静かな島で弟くんと暮らす…\nここは本当に天国だね。","1","0","5","1007005040"
"","0","","","1007005","91","","","","","1007005041"
"","113511","","0.2","1007005","3","svd_idle_memory","","","1","1007005042"
"","113411","","0.2","1007005","3","svd_talk_memory","","","1","1007005043"
"","vo_svd","","","1007005","21","vo_svd_0522","","0","0","1007005044"
"0","113411","0","0","1007005","11","これを幸せと呼ばずして\n何を幸せと呼べば\nよいのでしょう…","1","0","6","1007005045"
"","0","","","1007005","91","","","","","1007005046"
"","113411","","0.2","1007005","3","svd_idle_memory","","","1","1007005047"
"","113511","","0.2","1007005","3","svd_talk_memory","","","1","1007005048"
"","vo_svd","","","1007005","21","vo_svd_0523","","0","0","1007005049"
"0","113511","0","0","1007005","11","おはようからおやすみまで\nずっと弟くんと一緒に\nいられる…","1","0","6","1007005050"
"","0","","","1007005","91","","","","","1007005051"
"","113511","","0.2","1007005","3","svd_idle_memory","","","1","1007005052"
"","113411","","0.2","1007005","3","svd_talk_memory","","","1","1007005053"
"","vo_svd","","","1007005","21","vo_svd_0524","","0","0","1007005054"
"0","113411","0","0","1007005","11","寝起きのかわいらしい顔も\n穏やかな寝顔も\nすべて見放題…","1","0","4","1007005055"
"","0","","","1007005","91","","","","","1007005056"
"","113411","","0.2","1007005","3","svd_idle_memory","","","1","1007005057"
"","113511","","0.2","1007005","3","svd_talk_joy2","","","1","1007005058"
"","vo_svd","","","1007005","21","vo_svd_0525","","0","0","1007005059"
"0","113511","0","0","1007005","11","この幸せをお返しできるように\n最高のおうちを作ろうね！\nエリコちゃん！","1","0","8","1007005060"
"","4","","","1007005","93","","","","","1007005061"
"0.2","113511","1","0.2","1007005","3","svd_talk_guts","","svd_idle_guts","0","1007005062"
"","1007005060","","","1007005","91","","","","","1007005063"
"","113511","","0.2","1007005","3","svd_idle_guts","","","1","1007005064"
"0.2","113411","1","0.2","1007005","3","svd_talk_guts2","","svd_idle_guts2","0","1007005065"
"","vo_svd","","","1007005","21","vo_svd_0526","","0","0","1007005066"
"0","113411","0","0","1007005","11","もちろんですわ！","1","0","6","1007005067"
"","0","","","1007005","91","","","","","1007005068"
"","","","","1007005","102","","","","","1007005069"
"","1","","","1007005","93","","","","","1007005070"
"0","113511","","0","1007005","12","9","","","1","1007005071"
"","113511","","0.2","1007005","3","svd_talk_memory","","","1","1007005072"
"","3","","","1007005","93","","","","","1007005073"
