1b217b35d7956906e25f7a0370c668952603d170b0ea888c4181212adb84d3fd,5a1fa887829bbe3dbf872c1145064e459cfc4d15287c21ee512b5661e63fb879,71ee472156a0cf3d361bbaae4d1a256c4fa666115dc63c0be9de0b8764d97b98,ae0b33441d1031582677c7d0a18ee6dbd7d9cde2cd68308a489a231056bf969c,03e09481f010825996ad8cdb3ac918e9999005cd4d39f6f2963073f3a7b856a6,32c8116b07a7aa68dca5839e9a97242465f083274293f65615b5ee090b10d060,015042988beac167bddd73495c3539f08800bbb0d8b4cd49c10f16982f0dfb9f,13170776738c5505c286c189486f1fa45509cf87ce88f1457b2cd9c542ffcda3
"610202203","610202104","0","0","0","0","0","0"
"610202301","610202105","610202504","0","610202503","0","610202501","610202502"
"610202302","610202106","0","0","0","0","0","0"
"610202303","610202107","0","0","0","0","0","0"
"610203101","610203101","0","0","0","0","0","0"
"610203201","610203102","610203404","0","610203403","0","610203401","610203402"
"610203202","610203103","0","0","0","0","0","0"
"610203203","610203104","0","0","0","0","0","0"
"610203301","610203105","610203504","0","610203503","0","610203501","610203502"
"610203302","610203106","0","0","0","0","0","0"
"610203303","610203107","0","0","0","0","0","0"
"610204101","610204101","0","0","0","0","0","0"
"610204201","610204102","610204404","0","610204403","0","610204401","610204402"
"610204202","610204103","0","0","0","0","0","0"
"610204203","610204104","0","0","0","0","0","0"
"610204301","610204105","610204504","0","610204503","0","610204501","610204502"
"610204302","610204106","0","0","0","0","0","0"
"610204303","610204107","0","0","0","0","0","0"
"610205101","610205101","0","0","0","0","0","0"
"610205201","610205102","610205404","0","610205403","0","610205401","610205402"
"610205202","610205103","0","0","0","0","0","0"
"610205203","610205104","0","0","0","0","0","0"
"610205301","610205105","610205504","0","610205503","0","610205501","610205502"
"610205302","610205106","0","0","0","0","0","0"
"610205303","610205107","0","0","0","0","0","0"
"610206101","610206101","0","0","0","0","0","0"
"610206201","610206102","610206404","0","610206403","0","610206401","610206402"
"610206202","610206103","610206408","0","610206407","0","610206405","610206406"
"610206203","610206104","0","0","0","0","0","0"
"610206301","610206105","610206504","0","610206503","0","610206501","610206502"
"610206302","610206106","610206508","0","610206507","0","610206505","610206506"
"610206303","610206107","0","0","0","0","0","0"
"610207101","610207101","0","0","0","0","0","0"
"610207201","610207102","610207404","0","610207403","0","610207401","610207402"
"610207202","610207103","0","0","0","0","0","0"
"610207203","610207104","0","0","0","0","0","0"
"610207301","610207105","610207504","0","610207503","0","610207501","610207502"
"610207302","610207106","0","0","0","0","0","0"
"610207303","610207107","0","0","0","0","0","0"
"610208101","610208101","0","0","0","0","0","0"
"610208201","610208102","0","0","0","0","610208401","610208402"
"610208202","610208103","0","0","0","0","0","0"
"610208203","610208104","0","0","0","0","0","0"
"610208301","610208105","0","0","0","0","610208501","610208502"
"610208302","610208106","0","0","0","0","0","0"
"610208303","610208107","0","0","0","0","0","0"
"610209101","610209101","0","0","0","0","0","0"
"610209201","610209102","610209404","0","610209403","0","610209401","610209402"
"610209202","610209103","0","0","0","0","0","0"
"610209203","610209104","0","0","0","0","0","0"
"610209301","610209105","610209504","0","610209503","0","610209501","610209502"
"610209302","610209106","0","0","0","0","0","0"
"610209303","610209107","0","0","0","0","0","0"
"610210101","610210101","0","0","0","0","0","0"
"610210201","610210102","610210404","0","610210403","0","610210401","610210402"
"610210202","610210103","0","0","0","0","0","0"
"610210203","610210104","0","0","0","0","0","0"
"610210301","610210105","610210504","0","610210503","0","610210501","610210502"
"610210302","610210106","0","0","0","0","0","0"
"610210303","610210107","0","0","0","0","0","0"
"610211101","610211101","0","0","0","0","0","0"
"610211201","610211102","610211404","0","610211403","0","610211401","610211402"
"610211202","610211103","0","0","0","0","0","0"
"610211203","610211104","0","0","0","0","0","0"
"610211301","610211105","610211504","0","610211503","0","610211501","610211502"
"610211302","610211106","0","0","0","0","0","0"
"610211303","610211107","0","0","0","0","0","0"
