19d613b12c88574229e3e52e86a74fd47b2465c6e12622245ed39a40d2001026,eeaff8240e9bb561c85840813acc014c35a12f0ef29024f993a959bb2dee8348,9b45c8302194d0c17f327d11585d2ed871c63d6a34800015d116bcfadd567ff2,a478f63532bd531f1adc0765392c0539d3a5b80fef77ff0e8748e3a2af7b2073,f7259a0e3651370c5a724a4ae4e94ef1ef941f8dda0a9e6facd5a4df50858f3e,5ba4309552ca049faf52878396d35bab2c743b70cf5ed9d4d51d24295438d1d8,0df7966450dc24e2869b4803d17c7743e7d71a75c9a51d7c391c30310ebce171,5839013aacc80c360c3a8b1ddc526f8a130cc69afb21ce0234c37ecafb155268,eb190f4c6da853f9c6130a374fdb1b6d4dc217c92b79d205e476ab6b49f49570,6325a6b6feaf133eeb08f668f43dc256b2ba43f482c29da879dc85ab7136ab6a,dc7c9287f1b1a79bfa7a61924d0fb45abc1e92cb3e27938993b2b6b3483d5bd8
"20021","travel_topdrama_r_2002_sitting_loop","-42","-68","100","3","3","5","0","1200210003","0.8"
"20021","mana","0","-75","110","0","0","5","0","1200210004","1"
"20021","","","","","","0","91","","1200210005",""
"20021","","","","","0","10","93","","1200210006",""
"20021","","","","","","1200210006","101","","1200210007",""
"20021","","","","0","none","0","3","","1200210008","0"
"20021","","","","","","0","91","","1200210009",""
"20022","","","","","103","100211","13","","1200220001",""
"20022","","","","","104","100111","13","","1200220002",""
"20022","","","1","1","travel_topdrama_r_2000_talk_normal","100211","3","","1200220003","0.2"
"20022","","0","","0","vo_travel_talk_20002_00","vo_travel_talk","21","","1200220004",""
"20022","0","1","1","10","うん、これでいいと思う。\n傷はきれいに塞がったけど、\nまだどこか痛んだりするかな？","100211","11","0","1200220005","0"
"20022","","","","","","0","91","","1200220006",""
"20022","","","","1","travel_topdrama_r_2000_idle_normal","100211","3","","1200220007","0.2"
"20022","","0","","0","vo_travel_talk_20002_01","vo_travel_talk","21","","1200220008",""
"20022","0","1","1","10","もう大丈夫だよ、ありがとう！\nやっぱりこういう長旅の時には、\nユイちゃんの魔法が頼りになるね♪","100111","11","0","1200220009","0"
"20022","","","","","","0","91","","1200220010",""
"20022","","travel_topdrama_r_2000_talk_wish_loop_joy","1","0","travel_topdrama_r_2000_talk_wish_in_joy","100211","3","","1200220011","0.2"
"20022","","0","","0","vo_travel_talk_20002_02","vo_travel_talk","21","","1200220012",""
"20022","0","1","1","10","どういたしまして♪\nケガはないのが一番だけど、\n困ったときは遠慮なく相談してね？","100211","11","0","1200220013","0"
"20022","","","","","","0","91","","1200220014",""
"20022","","","","1","travel_topdrama_r_2000_idle_wish_joy","100211","3","","1200220015","0.2"
"20022","","","","","","","112","","1200220016",""
"20022","","","","","","0","91","","1200220017",""
"20031","travel_topdrama_r_2000_idle_doya","-42","-68","101","100411","1","1","0","1200310001","0.8"
"20031","travel_topdrama_r_2000_idle_normal","42","-68","102","102011","1","1","1","1200310002","0.8"
"20031","mana","0","-75","110","0","0","5","0","1200310003","1"
"20031","","","","","","0","91","","1200310004",""
"20031","","","","","0","10","93","","1200310005",""
"20031","","","","","","1200310005","101","","1200310006",""
"20031","","","","0","none","0","3","","1200310007","0"
"20031","","","","","","0","91","","1200310008",""
"20032","","","","","103","100411","13","","1200320001",""
"20032","","","","","104","102011","13","","1200320002",""
"20032","","travel_topdrama_r_2000_talk_doya_loop","1","0","travel_topdrama_r_2000_talk_doya_in","100411","3","","1200320003","0.2"
"20032","","0","","0","vo_travel_talk_20003_00","vo_travel_talk","21","","1200320004",""
"20032","0","1","1","10","冒険はね、準備が大事なんだよ！\nだから迷わないようにコンパスを\n持ってきたんだ～♪","100411","11","0","1200320005","0"
"20032","","","","","","0","91","","1200320006",""
"20032","","","","1","travel_topdrama_r_2000_idle_doya","100411","3","","1200320007","0.2"
"20032","","travel_topdrama_r_2000_talk_wish_loop","1","0","travel_topdrama_r_2000_talk_wish_in","102011","3","","1200320008","0.2"
"20032","","0","","0","vo_travel_talk_20003_01","vo_travel_talk","21","","1200320009",""
"20032","0","1","1","10","ミソギちゃん、すご～い♪\n針がいっぱいぐるぐるしてるけど、\nどうやって使うの～？","102011","11","0","1200320010","0"
"20032","","","","","","0","91","","1200320011",""
"20032","","","","1","travel_topdrama_r_2000_idle_wish","102011","3","","1200320012","0.2"
"20032","","travel_topdrama_r_2000_talk_sad_loop_surprise2","1","0","travel_topdrama_r_2000_talk_sad_in_surprise2","100411","3","","1200320013","0.2"
"20032","","0","","0","vo_travel_talk_20003_02","vo_travel_talk","21","","1200320014",""
"20032","0","1","1","10","えっ？　ぐるぐる？\n……あ～！？　イタズラで使う磁石、\n同じポケットに入れたままだった～！","100411","11","0","1200320015","0"
"20032","","","","","","0","91","","1200320016",""
"20032","","","","1","travel_topdrama_r_2000_idle_sad_surprise2","100411","3","","1200320017","0.2"
"20032","","","","","","","112","","1200320018",""
"20032","","","","","","0","91","","1200320019",""
"20041","travel_topdrama_r_2000_idle_normal","42","-68","101","105311","1","1","1","1200410001","0.8"
"20041","travel_topdrama_r_2000_idle_wish","-42","-68","102","104511","1","1","0","1200410002","0.8"
"20041","mana","0","-75","110","0","0","5","0","1200410003","1"
"20041","","","","","","0","91","","1200410004",""
"20041","","","","","0","10","93","","1200410005",""
"20041","","","","","","1200410005","101","","1200410006",""
"20041","","","","0","none","0","3","","1200410007","0"
"20041","","","","","","0","91","","1200410008",""
"20042","","","","","103","105311","13","","1200420001",""
"20042","","","","","104","104511","13","","1200420002",""
"20042","","travel_topdrama_r_2000_talk_surprise_loop_sad","1","0","travel_topdrama_r_2000_talk_surprise_in_sad","105311","3","","1200420003","0.2"
"20042","","0","","0","vo_travel_talk_20004_00","vo_travel_talk","21","","1200420004",""
"20042","0","1","1","10","ど、どうしたんだクウカ！？\n顔が真っ赤だし、こんなに汗ばんで……\nどこか、体調でも悪いのか！？","105311","11","0","1200420005","0"
"20042","","","","","","0","91","","1200420006",""
"20042","","","","1","travel_topdrama_r_2000_idle_surprise_sad","105311","3","","1200420007","0.2"
"20042","","","1","1","travel_topdrama_r_2000_talk_wish_loop","104511","3","","1200420008","0.2"
"20042","","0","","0","vo_travel_talk_20004_01","vo_travel_talk","21","","1200420009",""
"20042","0","1","1","10","これから行く場所には見たこともない\n恐ろしい魔物がいて、きっとクウカは\n空前絶後の辱めを受けることに……♪","104511","11","0","1200420010","0"
"20042","","","","","","0","91","","1200420011",""
"20042","","","","1","travel_topdrama_r_2000_idle_wish","104511","3","","1200420012","0.2"
"20042","","travel_topdrama_r_2000_talk_doya_loop_sad","1","0","travel_topdrama_r_2000_talk_doya_in_sad","105311","3","","1200420013","0.2"
"20042","","0","","0","vo_travel_talk_20004_02","vo_travel_talk","21","","1200420014",""
"20042","0","1","1","10","って、いつもの妄想か。\n心配してすごく損した気分になったぞ、\n頼むから、任務に集中してくれ！","105311","11","0","1200420015","0"
"20042","","","","","","0","91","","1200420016",""
"20042","","","","1","travel_topdrama_r_2000_idle_doya_sad","105311","3","","1200420017","0.2"
"20042","","","","","","","112","","1200420018",""
"20042","","","","","","0","91","","1200420019",""
"20051","travel_topdrama_r_2000_idle_thinking","-42","-68","101","100911","1","1","0","1200510001","0.8"
"20051","travel_topdrama_r_2000_idle_arm_crossed","42","-68","102","105611","1","1","1","1200510002","0.8"
"20051","mana","0","-75","110","0","0","5","0","1200510003","1"
"20051","","","","","","0","91","","1200510004",""
"20051","","","","","0","10","93","","1200510005",""
"20051","","","","","","1200510005","101","","1200510006",""
"20051","","","","0","none","0","3","","1200510007","0"
"20051","","","","","","0","91","","1200510008",""
"20052","","","","","103","100911","13","","1200520001",""
"20052","","","","","104","105611","13","","1200520002",""
"20052","","","1","1","travel_topdrama_r_2000_talk_thinking","100911","3","","1200520003","0.2"
"20052","","0","","0","vo_travel_talk_20005_00","vo_travel_talk","21","","1200520004",""
"20052","0","1","1","10","我が内なる暗黒が囁いている……\n数多の運命の糸が複雑に絡み合い、\nこの旅はやがて壮大な冒険譚になると！","100911","11","0","1200520005","0"
"20052","","","","","","0","91","","1200520006",""
"20052","","","","1","travel_topdrama_r_2000_idle_thinking","100911","3","","1200520007","0.2"
"20052","","travel_topdrama_r_2000_talk_arm_crossed_loop","1","0","travel_topdrama_r_2000_talk_arm_crossed_in","105611","3","","1200520008","0.2"
"20052","","0","","0","vo_travel_talk_20005_01","vo_travel_talk","21","","1200520009",""
"20052","0","1","1","10","そうかい。\nじゃあまずは、焚火の枝を集める運命を\n受け入れてもらえるかい？","105611","11","0","1200520010","0"
"20052","","","","","","0","91","","1200520011",""
"20052","","","","1","travel_topdrama_r_2000_idle_arm_crossed","105611","3","","1200520012","0.2"
"20052","","travel_topdrama_r_2000_talk_doya_loop","1","0","travel_topdrama_r_2000_talk_doya_in_blink","100911","3","","1200520013","0.2"
"20052","","0","","0","vo_travel_talk_20005_02","vo_travel_talk","21","","1200520014",""
"20052","0","1","1","10","ふっ、既にその運命は受け入れている！\n……のだが、その、全然集まらなくて。\nよければ手伝ってほしいんだが。","100911","11","0","1200520015","0"
"20052","","","","","","0","91","","1200520016",""
"20052","","","","1","travel_topdrama_r_2000_idle_doya","100911","3","","1200520017","0.2"
"20052","","","","","","","112","","1200520018",""
"20052","","","","","","0","91","","1200520019",""
"20061","travel_topdrama_r_2000_idle_kyapi","42","-68","101","110911","1","1","1","1200610001","0.8"
"20061","travel_topdrama_r_2000_idle_doya_sad","-42","-68","102","110811","1","1","0","1200610002","0.8"
"20061","mana","0","-75","110","0","0","5","0","1200610003","1"
"20061","","","","","","0","91","","1200610004",""
"20061","","","","","0","10","93","","1200610005",""
"20061","","","","","","1200610005","101","","1200610006",""
"20061","","","","0","none","0","3","","1200610007","0"
"20061","","","","","","0","91","","1200610008",""
"20062","","","","","103","110911","13","","1200620001",""
"20062","","","","","104","110811","13","","1200620002",""
"20062","","travel_topdrama_r_2000_talk_kyapi_loop","1","0","travel_topdrama_r_2000_talk_kyapi_in","110911","3","","1200620003","0.2"
"20062","","0","","0","vo_travel_talk_20006_00","vo_travel_talk","21","","1200620004",""
"20062","0","1","1","10","ちぇる～ん☆\nちぇるちぇら、ちぇりんぱ、\nちぇちぇりぽぷ！","110911","11","0","1200620005","0"
"20062","","","","","","0","91","","1200620006",""
"20062","","","","1","travel_topdrama_r_2000_idle_kyapi","110911","3","","1200620007","0.2"
"20062","","travel_topdrama_r_2000_talk_doya_loop_sad","1","0","travel_topdrama_r_2000_talk_doya_in_sad","110811","3","","1200620008","0.2"
"20062","","0","","0","vo_travel_talk_20006_01","vo_travel_talk","21","","1200620009",""
"20062","0","1","1","10","あのさ。いんだけどさ。\nそのアタマ悪めの奇声でさっき魔物が\nクソ集まってきた件、もう忘れたわけ。","110811","11","0","1200620010","0"
"20062","","","","","","0","91","","1200620011",""
"20062","","","","1","travel_topdrama_r_2000_idle_doya_sad","110811","3","","1200620012","0.2"
"20062","","","1","1","travel_topdrama_r_2000_talk_normal2","110911","3","","1200620013","0.2"
"20062","","0","","0","vo_travel_talk_20006_02","vo_travel_talk","21","","1200620014",""
"20062","0","1","1","10","……その節は\nたいへん御迷惑をおかけいたしました。","110911","11","0","1200620015","0"
"20062","","","","","","0","91","","1200620016",""
"20062","","","","1","travel_topdrama_r_2000_idle_normal","110911","3","","1200620017","0.2"
"20062","","","","","","","112","","1200620018",""
"20062","","","","","","0","91","","1200620019",""
"20071","travel_topdrama_r_2000_idle_smile","42","-68","101","102911","1","1","1","1200710001","0.8"
"20071","travel_topdrama_r_2000_idle_sad","-42","-68","102","105411","1","1","0","1200710002","0.8"
"20071","mana","0","-75","110","0","0","5","0","1200710003","1"
"20071","","","","","","0","91","","1200710004",""
"20071","","","","","0","10","93","","1200710005",""
"20071","","","","","","1200710005","101","","1200710006",""
"20071","","","","0","none","0","3","","1200710007","0"
"20071","","","","","","0","91","","1200710008",""
"20072","","","","","103","102911","13","","1200720001",""
"20072","","","","","104","105411","13","","1200720002",""
"20072","","travel_topdrama_r_2000_talk_smile_loop","1","0","travel_topdrama_r_2000_talk_smile_in","102911","3","","1200720003","0.2"
"20072","","0","","0","vo_travel_talk_20007_00","vo_travel_talk","21","","1200720004",""
"20072","0","1","1","10","このあたりの地形って、ダンスの\n練習にちょうどいいんじゃないかな？\n一緒にステップを踏んでみてくれない？","102911","11","0","1200720005","0"
"20072","","","","","","0","91","","1200720006",""
"20072","","","","1","travel_topdrama_r_2000_idle_smile","102911","3","","1200720007","0.2"
"20072","","travel_topdrama_r_2000_talk_sad_loop","1","0","travel_topdrama_r_2007_dance","105411","3","0.2","1200720008","0.2"
"20072","","0","","0","vo_travel_talk_20007_01","vo_travel_talk","21","","1200720009",""
"20072","0","1","1","10","えっと、こんな感じですか？\n……わわっ、バランスが！？\nなかなか難しいですね……","105411","11","0","1200720010","0"
"20072","","","","","","0","91","","1200720011",""
"20072","","","","1","travel_topdrama_r_2000_idle_sad","105411","3","","1200720012","0.2"
"20072","","travel_topdrama_r_2000_talk_smile_loop","1","0","travel_topdrama_r_2000_talk_smile_in","102911","3","","1200720013","0.2"
"20072","","0","","0","vo_travel_talk_20007_02","vo_travel_talk","21","","1200720014",""
"20072","0","1","1","10","つまり、練習になるってことだよ！\nライブ前、ここに戻ってこれるように、\n場所をメモしておかなきゃね♪","102911","11","0","1200720015","0"
"20072","","","","","","0","91","","1200720016",""
"20072","","","","1","travel_topdrama_r_2000_idle_smile","102911","3","","1200720017","0.2"
"20072","","","","","","","112","","1200720018",""
"20072","","","","","","0","91","","1200720019",""
"20081","travel_topdrama_r_2000_idle_sad","42","-68","101","104711","1","1","1","1200810001","0.8"
"20081","travel_topdrama_r_2000_idle_doya","-42","-68","102","107111","1","1","0","1200810002","0.8"
"20081","mana","0","-75","110","0","0","5","0","1200810003","1"
"20081","","","","","","0","91","","1200810004",""
"20081","","","","","0","10","93","","1200810005",""
"20081","","","","","","1200810005","101","","1200810006",""
"20081","","","","0","none","0","3","","1200810007","0"
"20081","","","","","","0","91","","1200810008",""
"20082","","","","","103","104711","13","","1200820001",""
"20082","","","","","104","107111","13","","1200820002",""
"20082","","travel_topdrama_r_2000_talk_sad_loop","1","0","travel_topdrama_r_2000_talk_sad_in","104711","3","","1200820003","0.2"
"20082","","0","","0","vo_travel_talk_20008_00","vo_travel_talk","21","","1200820004",""
"20082","0","1","1","10","王宮を離れる機会は何度かあったけど、\nやっぱり落ち着かないな……\n何かあった時に対応が難しいし。","104711","11","0","1200820005","0"
"20082","","","","","","0","91","","1200820006",""
"20082","","","","1","travel_topdrama_r_2000_idle_sad","104711","3","","1200820007","0.2"
"20082","","travel_topdrama_r_2000_talk_doya_loop","1","0","travel_topdrama_r_2000_talk_doya_in","107111","3","","1200820008","0.2"
"20082","","0","","0","vo_travel_talk_20008_01","vo_travel_talk","21","","1200820009",""
"20082","0","1","1","10","今さら不安がっても仕方ないだろう？\nもっと気楽にこの旅を愉しむべきだ。\nまだまだ先は長いのだからな☆","107111","11","0","1200820010","0"
"20082","","","","","","0","91","","1200820011",""
"20082","","","","1","travel_topdrama_r_2000_idle_doya","107111","3","","1200820012","0.2"
"20082","","travel_topdrama_r_2000_talk_guts_loop","1","0","travel_topdrama_r_2000_talk_guts_in","104711","3","","1200820013","0.2"
"20082","","0","","0","vo_travel_talk_20008_02","vo_travel_talk","21","","1200820014",""
"20082","0","1","1","10","ありがとう、クリスちゃん。\n王宮には優秀な部下たちもいるし、\n目の前の仕事に集中するよ。","104711","11","0","1200820015","0"
"20082","","","","","","0","91","","1200820016",""
"20082","","","","1","travel_topdrama_r_2000_idle_guts","104711","3","","1200820017","0.2"
"20082","","","","","","","112","","1200820018",""
"20082","","","","","","0","91","","1200820019",""
"20091","travel_topdrama_r_2000_idle_guts2","42","-68","101","104011","1","1","1","1200910001","0.8"
"20091","travel_topdrama_r_2000_idle_smile","-42","-68","102","101511","1","1","0","1200910002","0.8"
"20091","mana","0","-75","110","0","0","5","0","1200910003","1"
"20091","","","","","","0","91","","1200910004",""
"20091","","","","","0","10","93","","1200910005",""
"20091","","","","","","1200910005","101","","1200910006",""
"20091","","","","0","none","0","3","","1200910007","0"
"20091","","","","","","0","91","","1200910008",""
"20092","","","","","103","104011","13","","1200920001",""
"20092","","","","","104","101511","13","","1200920002",""
"20092","","travel_topdrama_r_2000_talk_guts2_loop","1","0","travel_topdrama_r_2000_talk_guts2_in","104011","3","","1200920003","0.2"
"20092","","0","","0","vo_travel_talk_20009_00","vo_travel_talk","21","","1200920004",""
"20092","0","1","1","10","今回の冒険には、たくさんのギルドが\n参加してるんですよね……？\nもしかして、友達を作るチャンス……？","104011","11","0","1200920005","0"
"20092","","","","","","0","91","","1200920006",""
"20092","","","","1","travel_topdrama_r_2000_idle_guts2","104011","3","","1200920007","0.2"
"20092","","travel_topdrama_r_2000_talk_wish_loop_joy","1","0","travel_topdrama_r_2000_talk_wish_in_joy","101511","3","","1200920008","0.2"
"20092","","0","","0","vo_travel_talk_20009_01","vo_travel_talk","21","","1200920009",""
"20092","0","1","1","10","ふふっ、そうね～\nきっといろんな出会いがあるから、\nいっぱいお話してみるといいわよ～？","101511","11","0","1200920010","0"
"20092","","","","","","0","91","","1200920011",""
"20092","","","","1","travel_topdrama_r_2000_idle_wish_joy","101511","3","","1200920012","0.2"
"20092","","travel_topdrama_r_2000_talk_surprise_loop_sad","1","0","travel_topdrama_r_2000_talk_surprise_in_sad","104011","3","","1200920013","0.2"
"20092","","0","","0","vo_travel_talk_20009_02","vo_travel_talk","21","","1200920014",""
"20092","0","1","1","10","いっぱい……お話……！？\n一気に自信がなくなってきました……\nやっぱり、隅っこを歩きましょう……","104011","11","0","1200920015","0"
"20092","","","","","","0","91","","1200920016",""
"20092","","","","1","travel_topdrama_r_2000_idle_surprise_sad","104011","3","","1200920017","0.2"
"20092","","","","","","","112","","1200920018",""
"20092","","","","","","0","91","","1200920019",""
"20101","travel_topdrama_r_2000_idle_sad","42","-68","101","102611","1","1","1","1201010001","0.8"
"20101","travel_topdrama_r_2000_idle_doya_sad","-42","-68","102","103311","1","1","0","1201010002","0.8"
"20101","mana","0","-75","110","0","0","5","0","1201010003","1"
"20101","","","","","","0","91","","1201010004",""
"20101","","","","","0","10","93","","1201010005",""
"20101","","","","","","1201010005","101","","1201010006",""
"20101","","","","0","none","0","3","","1201010007","0"
"20101","","","","","","0","91","","1201010008",""
"20102","","","","","103","102611","13","","1201020001",""
"20102","","","","","104","103311","13","","1201020002",""
"20102","","travel_topdrama_r_2000_talk_sad_loop","1","0","travel_topdrama_r_2000_talk_sad_in","102611","3","","1201020003","0.2"
"20102","","0","","0","vo_travel_talk_20010_00","vo_travel_talk","21","","1201020004",""
"20102","0","1","1","10","ふぇ～……ふぇ～……！\nもうだいぶ歩かされてるよ～！\n帰りたい～、ごろごろしてたい～！","102611","11","0","1201020005","0"
"20102","","","","","","0","91","","1201020006",""
"20102","","","","1","travel_topdrama_r_2000_idle_sad","102611","3","","1201020007","0.2"
"20102","","travel_topdrama_r_2000_talk_doya_loop_sad","1","0","travel_topdrama_r_2000_talk_doya_in_sad","103311","3","","1201020008","0.2"
"20102","","0","","0","vo_travel_talk_20010_01","vo_travel_talk","21","","1201020009",""
"20102","0","1","1","10","なに言ってるべさ～！\nリンリンこそしっかり歩いて、\n体を鍛え直さねぇと！","103311","11","0","1201020010","0"
"20102","","","","","","0","91","","1201020011",""
"20102","","","","1","travel_topdrama_r_2000_idle_doya_sad","103311","3","","1201020012","0.2"
"20102","","","1","1","travel_topdrama_r_2000_talk_dead","102611","3","","1201020013","0.2"
"20102","","0","","0","vo_travel_talk_20010_02","vo_travel_talk","21","","1201020014",""
"20102","0","1","1","10","そういうの、間に合ってるから……！\nとにかく休憩！　休憩しよ～！\nドングリ食べないと、足が棒になる～！","102611","11","0","1201020015","0"
"20102","","","","","","0","91","","1201020016",""
"20102","","","","1","travel_topdrama_r_2000_idle_dead","102611","3","","1201020017","0.2"
"20102","","","","","","","112","","1201020018",""
"20102","","","","","","0","91","","1201020019",""
"20111","travel_topdrama_r_2000_idle_smile","42","-68","101","104911","1","1","1","1201110001","0.8"
"20111","travel_topdrama_r_2000_idle_normal","-42","-68","102","101111","1","1","0","1201110002","0.8"
"20111","mana","0","-75","110","0","0","5","0","1201110003","1"
"20111","","","","","","0","91","","1201110004",""
"20111","","","","","0","10","93","","1201110005",""
"20111","","","","","","1201110005","101","","1201110006",""
"20111","","","","0","none","0","3","","1201110007","0"
"20111","","","","","","0","91","","1201110008",""
"20112","","","","","103","104911","13","","1201120001",""
"20112","","","","","104","101111","13","","1201120002",""
"20112","","travel_topdrama_r_2000_talk_smile_loop","1","0","travel_topdrama_r_2000_talk_smile_in","104911","3","","1201120003","0.2"
"20112","","0","","0","vo_travel_talk_20011_00","vo_travel_talk","21","","1201120004",""
"20112","0","1","1","10","なにかいい物、落ちてないかな～？\n弟くんが喜びのあまり、お姉ちゃん\n大好き以外の感情を失う宝物とか。","104911","11","0","1201120005","0"
"20112","","","","","","0","91","","1201120006",""
"20112","","","","1","travel_topdrama_r_2000_idle_smile","104911","3","","1201120007","0.2"
"20112","","travel_topdrama_r_2000_talk_shock","1","0","travel_topdrama_r_2000_shock_in","101111","3","","1201120008","0.2"
"20112","","0","","0","vo_travel_talk_20011_01","vo_travel_talk","21","","1201120009",""
"20112","0","1","1","10","いやいやいや、お姉ちゃん？\nそれはもう呪いの装備の類です、\n見つけても持って帰らないでください。","101111","11","0","1201120010","0"
"20112","","","","","","0","91","","1201120011",""
"20112","","","","1","travel_topdrama_r_2000_idle_normal","101111","3","","1201120012","0.2"
"20112","","travel_topdrama_r_2000_talk_wish_loop_joy","1","0","travel_topdrama_r_2000_talk_wish_in_joy","104911","3","","1201120013","0.2"
"20112","","0","","0","vo_travel_talk_20011_02","vo_travel_talk","21","","1201120014",""
"20112","0","1","1","10","え～……まぁ、いいか。\nそんなものに頼らなくても、弟くんは\nお姉ちゃんのこと大好きだしね♪","104911","11","0","1201120015","0"
"20112","","","","","","0","91","","1201120016",""
"20112","","","","1","travel_topdrama_r_2000_idle_wish_joy","104911","3","","1201120017","0.2"
"20112","","","","","","","112","","1201120018",""
"20112","","","","","","0","91","","1201120019",""
"20121","travel_topdrama_r_2000_idle_sad","42","-68","101","101011","1","1","1","1201210001","0.8"
"20121","travel_topdrama_r_2000_idle_guts2_joy","-42","-68","102","101711","1","1","0","1201210002","0.8"
"20121","travel_topdrama_r_2012_empty","-42","-68","103","3","3","5","0","1201210003","0.8"
"20121","mana","0","-75","110","0","0","5","0","1201210004","1"
"20121","","","","","","0","91","","1201210005",""
"20121","","","","","0","10","93","","1201210006",""
"20121","","","","","","1201210006","101","","1201210007",""
"20121","","","","0","none","0","3","","1201210008","0"
"20121","","","","","","0","91","","1201210009",""
"20122","","","","","104","101011","13","","1201220001",""
"20122","","","","","105","101711","13","","1201220002",""
"20122","","travel_topdrama_r_2000_talk_sad_loop","1","0","travel_topdrama_r_2000_talk_sad_in","101011","3","","1201220003","0.2"
"20122","","0","","0","vo_travel_talk_20012_00","vo_travel_talk","21","","1201220004",""
"20122","0","1","1","10","冒険って大変やなぁ～\nうちはちょっと疲れてきたんやけど、\nカオリはんはまだまだ元気そうやね～？","101011","11","0","1201220005","0"
"20122","","","","","","0","91","","1201220006",""
"20122","","","","1","travel_topdrama_r_2000_idle_sad","101011","3","","1201220007","0.2"
"20122","","travel_topdrama_r_2012_raise_loop_talk","1","0","travel_topdrama_r_2012_raise_in","101711","3","","1201220008","0.2"
"20122","","travel_topdrama_r_2012_raise_loop_talk","1","0","travel_topdrama_r_2012_raise_in","3","3","","1201220009","0.2"
"20122","","0","","0","vo_travel_talk_20012_01","vo_travel_talk","21","","1201220010",""
"20122","0","1","1","10","サーターアンダギーのおかげさ～♪\n甘くてお腹もいっぱいなるから、\nマホにもお裾分けしてあげるね～？","101711","11","0","1201220011","0"
"20122","","","","","","0","91","","1201220012",""
"20122","","","","1","travel_topdrama_r_2012_raise_loop_idle","101711","3","","1201220013","0.2"
"20122","","","","1","travel_topdrama_r_2012_raise_loop_talk","3","3","","1201220014","0.2"
"20122","","travel_topdrama_r_2000_talk_smile_loop","1","0","travel_topdrama_r_2000_talk_smile_in","101011","3","","1201220015","0.2"
"20122","","0","","0","vo_travel_talk_20012_02","vo_travel_talk","21","","1201220016",""
"20122","0","1","1","10","おおきに～♪\nこれを食べて、うちもカオリはん\nみたいに元気に冒険せなな～♪","101011","11","0","1201220017","0"
