b3993932ebcf3b04fecdcd4be99613ca53881cf22cbfc0a1d692f92443408aa9,72154ed32d42f994236512828d776e58ba8611adcad50725f536e20328530f74,df0277a1e23ce9d25e533c9ef1ef0bcef4865e418a89e480fa760ad8bed4e067,8f05c34218ff8da490124c758188731a41cdc74be4cff41c9967e9a9e1a11826,982a0b2c0b55ba86975b44edeb0a790755899c23e392bf35be33f0cfa6a9d252,52af120085b71dd1865e94fcdb18df9e299770698a76714a697d3340f32c758c,67970a6387dbcdff069f7880504dad0410a5b400b039f7d15cc9b8f683f16c0a
"310000","1","1003102","0","1","0","81003102"
"306000","1","1003201","0","1","0","81003205"
"306000","1","1003202","0","1","0","81003206"
"310300","1","1003301","0","1","0","81000605"
"310300","1","1003302","0","1","0","81003301"
"306700","1","1003401","0","1","0","81001105"
"306700","1","1003402","0","1","0","81001106"
"310500","2.5","1003501","0","2.5","0","100021"
"310500","2.5","1003502","0","2.5","0","100531"
"310600","0.4","1003601","0","0.4","0","81003601"
"310600","0.4","1003602","0","0.4","0","81003602"
"306800","1","1003701","0","1","0","81001205"
"306800","1","1003702","0","1","0","81001206"
"310700","1.2","1003801","0","1.2","0","81003801"
"310700","1.2","1003802","0","1.2","0","81003802"
"307000","1","1003901","0","1","0","81001305"
"307000","1","1003902","0","1","0","81001306"
"310800","1","1004001","0","1","0","81004001"
"310800","1","1004002","0","1","0","81004002"
"307300","1","1004101","0","1","0","81001505"
"307300","1","1004102","0","1","0","81001506"
"311100","1","1004201","0","1","0","81004201"
"311100","1","1004202","0","1","0","81004202"
"307800","1","1004301","0","1","0","81001905"
"307800","1","1004302","0","1","0","81001906"
"311300","1","1004401","0","1","0","81004401"
"311300","1","1004402","0","1","0","81004402"
"308000","1","1004501","0","1","0","81002101"
"308000","1","1004502","0","1","0","81002102"
"311400","1","1004601","0","1","0","81004601"
"311400","1","1004602","0","1","0","81004602"
"308200","1","1004701","0","1","0","81002301"
"308200","1","1004702","0","1","0","81002302"
"311500","1","1004801","0","1","0","81002405"
"311500","1","1004802","0","1","0","81002406"
"308400","1","1004901","0","1","0","81002501"
"308400","1","1004902","0","1","0","81002502"
"311600","1.4","1005001","0","1.4","-28","81005001"
"311600","1.4","1005002","0","1.4","-28","81005002"
"308600","1","1005101","0","1","0","81002701"
"308600","1","1005102","0","1","0","81002702"
"312100","1","1005201","0","1","0","81000605"
"312100","1","1005202","0","1","0","81003301"
"307400","1","1005301","0","1","0","81001705"
"307400","1","1005302","0","1","0","81001706"
"312200","1","1005401","0","1","0","81003005"
"312200","1","1005402","0","1","0","81003006"
"309300","1","1005501","0","1","0","81002901"
"309300","1","1005502","0","1","0","81002902"
"312300","1","1005601","0","1","0","81005601"
"312302","1","1005602","0","1","0","81005602"
"310000","1","1005701","0","1","0","81003101"
"310000","1","1005702","0","1","0","81003102"
"312600","1.75","1005801","0","1.75","0","100021"
"312600","1.75","1005802","0","1.75","0","100531"
"312700","1","1005901","0","1","0","101821"
"312700","1","1005902","0","1","0","101841"
"310300","1","1006001","0","1","0","81000605"
"310300","1","1006002","0","1","0","81003301"
"312800","0.65","1006101","0","0.65","-27","81006101"
"312800","0.65","1006102","0","0.65","-27","81006102"
"310500","2.5","1006201","0","2.5","0","100021"
"310500","2.5","1006202","0","2.5","0","100531"
"310600","0.4","1006301","0","0.4","0","81003601"
"310600","0.4","1006302","0","0.4","0","81003602"
"313200","1","1006401","0","1","-30","81006401"
"313200","1","1006402","0","1","-30","81006402"
"310700","1.2","1006501","0","1.2","0","81003801"
"310700","1.2","1006502","0","1.2","0","81003802"
"313100","0.7","1006601","0","0.7","-25","81006601"
"313100","0.7","1006602","0","0.7","-25","81006602"
"310800","1","1006701","0","1","0","81004001"
"310800","1","1006702","0","1","0","81004002"
"313300","1.25","1006801","0","1.25","-26","81006801"
"313300","1.25","1006802","0","1.25","-26","81006802"
"311100","1","1006901","0","1","0","81004201"
"311100","1","1006902","0","1","0","81004202"
"314001","1.25","1007001","0","1.25","-30","81007001"
"314002","1.25","1007002","0","1.25","-30","81007002"
"311300","1","1007101","0","1","0","81004401"
"311300","1","1007102","0","1","0","81004402"
"314100","0.77","1007201","0","0.77","-27","81007201"
"314100","0.77","1007202","0","0.77","-27","81007202"
"311400","1","1007301","0","1","0","81004601"
"311400","1","1007302","0","1","0","81004602"
"314200","1.33","1007401","0","1.33","-33","81007401"
"314200","1.33","1007402","0","1.33","-33","81007402"
"311500","1","1007501","0","1","0","81002405"
"311500","1","1007502","0","1","0","81002406"
"314300","1.7","1007601","0","1.7","-20","81007601"
"314300","1.7","1007602","0","1.7","-20","81007602"
"311600","1.4","1007701","0","1.4","-28","81005001"
"311600","1.4","1007702","0","1.4","-28","81005002"
"314400","1.25","1007801","0","1.25","-33","81007801"
"314400","1.25","1007802","0","1.25","-33","81007802"
"312100","1","1007901","0","1","0","81000605"
"312100","1","1007902","0","1","0","81003301"
"314500","1","1008001","0","1","-20","81003006"
"314500","1","1008002","0","1","-20","81008002"
"312200","1","1008101","0","1","0","81003005"
"312200","1","1008102","0","1","0","81003006"
"314600","1.6","1008201","0","1.6","-25","81003205"
"314600","1.6","1008202","0","1.6","-25","81003206"
"312300","1","1008301","0","1","0","81005601"
"312302","1","1008302","0","1","0","81005602"
"314700","1","1008401","0","1","0","100111"
"314700","1","1008402","0","1","0","100431"
"314800","0.9","1008501","0","0.9","0","81008501"
"314800","0.9","1008502","0","0.9","0","81008504"
"312600","1.75","1008601","0","1.75","0","100021"
"312600","1.75","1008602","0","1.75","0","100531"
"312700","1","1008701","0","1","0","101821"
"312700","1","1008702","0","1","0","101841"
"315100","0.8","1008801","0","0.8","-20","81008801"
"315100","0.8","1008802","0","0.8","-20","81008802"
"312800","0.65","1008901","0","0.65","-27","81006101"
"312800","0.65","1008902","0","0.65","-27","81006102"
"315400","0.85","1009001","0","0.85","-25","102994"
"315400","0.85","1009002","0","0.85","-25","102997"
"313200","1","1009101","0","1","-30","81006401"
"313200","1","1009102","0","1","-30","81006402"
"316000","0.95","1009201","0","0.95","-20","103021"
"316000","0.95","1009202","0","0.95","-20","103011"
"313100","0.7","1009301","0","0.7","-25","81006601"
"313100","0.7","1009302","0","0.7","-25","81006602"
"316200","1.5","1009401","0","1.5","-20","102091"
"316200","1.5","1009402","0","1.5","-20","102111"
"313300","1.25","1009501","0","1.25","-26","81006801"
"313300","1.25","1009502","0","1.25","-26","81006802"
"316300","0.77","1009601","0","0.77","-27","102591"
"316300","0.77","1009602","0","0.77","-27","102601"
"314001","1.25","1009701","0","1.25","-30","81007001"
"314002","1.25","1009702","0","1.25","-30","81007002"
"316400","0.8","1009801","0","0.8","-27","81000405"
"316400","0.8","1009802","0","0.8","-27","81000406"
"314100","0.77","1009901","0","0.77","-27","81007201"
"314100","0.77","1009902","0","0.77","-27","81007202"
"316500","0.95","1010001","0","0.95","-20","81010001"
"316500","0.95","1010002","0","0.95","-20","81010002"
"314200","1.33","1010101","0","1.33","-33","81007401"
"314200","1.33","1010102","0","1.33","-33","81007402"
"316700","0.8","1010201","0","0.8","-27","81010201"
"316700","0.8","1010202","0","0.8","-27","81010202"
"314300","1.7","1010301","0","1.7","-20","81007601"
"314300","1.7","1010302","0","1.7","-20","81007602"
"318000","1","1010401","0","1","-20","100091"
"318000","1","1010402","0","1","-20","100381"
"314400","1.25","1010501","0","1.25","-33","81007801"
"314400","1.25","1010502","0","1.25","-33","81007802"
"318200","1","1010601","0","1","-27","101361"
"318200","1","1010602","0","1","-27","102961"
"314500","1","1010701","0","1","-20","81003006"
"314500","1","1010702","0","1","-20","81008002"
"318100","1.1","1010801","0","1.1","-17","81001505"
"318100","1.1","1010802","0","1.1","-17","81010802"
"314600","1.6","1010901","0","1.6","-25","81003205"
"314600","1.6","1010902","0","1.6","-25","81003206"
"318500","0.7","1011001","0","0.7","-25","101581"
"318500","0.7","1011002","0","0.7","-25","103141"
"318600","0.92","1011101","0","0.92","-28","103151"
"318600","0.92","1011102","0","0.92","-28","103161"
"314700","1","1011201","0","1","0","100111"
"314700","1","1011202","0","1","0","100431"
"314800","0.9","1011301","0","0.9","0","81008501"
"314800","0.9","1011302","0","0.9","0","81008504"
"318300","1.1","1011401","0","1.1","-27","81011401"
"318300","1.1","1011402","0","1.1","-27","81011402"
"315100","0.8","1011501","0","0.8","-20","81008801"
"315100","0.8","1011502","0","0.8","-20","81008802"
"318800","1.18","1011601","0","1.18","0","102091"
"318800","1.18","1011602","0","1.18","0","102111"
"315400","0.85","1011701","0","0.85","-25","102994"
"315400","0.85","1011702","0","0.85","-25","102997"
"319100","1.1","1011801","0","1.1","-25","81011801"
"319100","1.1","1011802","0","1.1","-25","81011802"
"316000","0.95","1011901","0","0.95","-20","103021"
"316000","0.95","1011902","0","0.95","-20","103011"
"318900","1.1","1012001","0","1.1","-17","81012001"
"318900","1.1","1012002","0","1.1","-17","81012002"
"316200","1.5","1012101","0","1.5","-20","102091"
"316200","1.5","1012102","0","1.5","-20","102111"
"319000","1.4","1012201","0","1.4","0","81012207"
"319000","1.4","1012202","0","1.4","0","81012208"
"316300","0.77","1012301","0","0.77","-27","102591"
"316300","0.77","1012302","0","0.77","-27","102601"
"319300","0.77","1012401","0","0.77","-55","103051"
"319300","0.77","1012402","0","0.77","-55","102601"
"316400","0.8","1012501","0","0.8","-27","81000405"
"316400","0.8","1012502","0","0.8","-27","81000406"
"319500","1.18","1012601","0","1.18","-30","81012601"
"319500","1.18","1012602","0","1.18","-30","81012602"
"316500","0.95","1012701","0","0.95","-20","81010001"
"316500","0.95","1012702","0","0.95","-20","81010002"
"320000","1.5","1012801","0","1.5","0","101111"
"320000","1.5","1012802","0","1.5","0","101131"
"316700","0.8","1012901","0","0.8","-27","81010201"
"316700","0.8","1012902","0","0.8","-27","81010202"
"313702","1","1013001","0","1","0","81011401"
"313702","1","1013002","0","1","0","81013002"
"318000","1","1013101","0","1","-20","100091"
"318000","1","1013102","0","1","-20","100381"
"320200","0.7","1013201","0","0.7","-50","100941"
"320200","0.7","1013202","0","0.7","-50","100961"
"320200","0.7","1013203","0","0.7","-50","100961"
"318200","1","1013301","0","1","-27","101361"
"318200","1","1013302","0","1","-27","102961"
"318200","1","1013303","0","1","-27","102961"
"320300","1","1013401","-20","1","-50","81013401"
"320300","1","1013402","-20","1","-50","81013402"
"320300","1","1013403","-20","1","-50","81013402"
"318100","1.1","1013501","0","1.1","-17","81001505"
"318100","1.1","1013502","0","1.1","-17","81010802"
"318100","1.1","1013503","0","1.1","-17","81010802"
"320400","1","1013601","0","1","0","81013601"
"320400","1","1013602","0","1","0","81013602"
"320400","1","1013603","0","1","0","81013602"
"320500","0.65","1013701","0","0.65","10","81013701"
"320500","0.65","1013702","0","0.65","10","81013702"
"320500","0.65","1013703","0","0.65","10","81013702"
"318500","0.7","1013801","0","0.7","-25","101581"
"318500","0.7","1013802","0","0.7","-25","103141"
"318500","0.7","1013803","0","0.7","-25","103141"
"318600","0.9","1013901","0","0.9","0","103151"
"318600","0.9","1013902","0","0.9","0","103161"
"318600","0.9","1013903","0","0.9","0","103161"
"320700","1.2","1014001","0","1.2","-20","101951"
"320700","1.2","1014002","0","1.2","-20","101951"
"320700","1.2","1014003","0","1.2","-20","101951"
"318300","1.1","1014101","0","1.1","-27","81011401"
"318300","1.1","1014102","0","1.1","-27","81011402"
"318300","1.1","1014103","0","1.1","-27","81011402"
"320900","1","1014201","0","1","-10","100371"
"320900","1","1014202","0","1","-10","100381"
"320900","1","1014203","0","1","-10","100381"
"318800","1.18","1014301","0","1.18","0","102091"
"318800","1.18","1014302","0","1.18","0","102111"
"318800","1.18","1014303","0","1.18","0","102111"
"321100","0.75","1014401","0","0.75","-10","100021"
"321100","0.75","1014402","0","0.75","-10","100691"
"321100","0.75","1014403","0","0.75","-10","100691"
"319100","1.1","1014501","0","1.1","-25","81011801"
"319100","1.1","1014502","0","1.1","-25","81011802"
"319100","1.1","1014503","0","1.1","-25","81011802"
"321200","0.85","1014601","0","0.85","-25","81014601"
"321200","0.85","1014602","0","0.85","-25","81014602"
"321200","0.85","1014603","0","0.85","-25","81014602"
"318900","1.1","1014701","0","1.1","-17","81012001"
"318900","1.1","1014702","0","1.1","-17","81012002"
"318900","1.1","1014703","0","1.1","-17","81012002"
"321300","1.1","1014801","0","1.1","-30","81014801"
"321300","1.1","1014802","0","1.1","-30","81014802"
"321300","1.1","1014803","0","1.1","-30","81014802"
"319000","1.4","1014901","0","1.4","0","81012207"
"319000","1.4","1014902","0","1.4","0","81012208"
"319000","1.4","1014903","0","1.4","0","81012208"
"321400","0.91","1015001","0","0.91","-10","81015001"
"321400","0.91","1015002","0","0.91","-10","81015001"
"321400","0.91","1015003","0","0.91","-10","81015001"
"319300","0.77","1015101","0","0.77","-55","103051"
"319300","0.77","1015102","0","0.77","-55","102601"
"319300","0.77","1015103","0","0.77","-55","102601"
"321700","0.61","1015201","-20","0.61","0","81015201"
"321700","0.61","1015202","-20","0.61","0","81015202"
"321700","0.61","1015203","-20","0.61","0","81015202"
"307400","1","1015301","0","1","0","81001705"
"307400","1","1015302","0","1","0","81001706"
"307400","1","1015303","0","1","0","81001706"
"321800","1","1015401","0","1","-10","100051"
"321800","1","1015402","0","1","-10","100931"
"321800","1","1015403","0","1","-10","100931"
"319500","1.18","1015501","0","1.18","-30","103311"
"319500","1.18","1015502","0","1.18","-30","103321"
"319500","1.18","1015503","0","1.18","-30","103321"
"322100","0.73","1015601","0","0.73","13","81015601"
"322100","0.73","1015602","0","0.73","13","81015602"
"322100","0.73","1015603","0","0.73","13","81015602"
"320000","1.5","1015701","0","1.5","0","101111"
"320000","1.5","1015702","0","1.5","0","101131"
"320000","1.5","1015703","0","1.5","0","101131"
"322200","1.5","1015801","0","1.5","-10","81003006"
"322200","1.5","1015802","0","1.5","-10","81008002"
"322200","1.5","1015803","0","1.5","-10","81008002"
"313702","1","1015901","0","1","0","81011401"
"313702","1","1015902","0","1","0","81013002"
"313702","1","1015903","0","1","0","81013002"
"322400","1.33","1016001","-20","1.33","-55","81001205"
"322400","1.33","1016002","-20","1.33","-55","81001206"
"322400","1.33","1016003","-20","1.33","-55","81001206"
"320200","0.7","1016101","0","0.7","-50","100941"
"320200","0.7","1016102","0","0.7","-50","100961"
"320200","0.7","1016103","0","0.7","-50","100961"
"320300","1","1016301","-20","1","-50","81013401"
"320300","1","1016302","-20","1","-50","81013402"
"320300","1","1016303","-20","1","-50","81013402"
