a7b4ea8492588c38ea9c3550f67f4fe2910cd4e099830752e1670135b5b4e625,f9af8e3465e4f3335e3dacc78d196939c522f00da5eb42a8b33551b63e04629d,644c6dc4f7597ed1c5dc9a687d64aefebce3ed0b8b2c78947b88268196d4a59e,7fa0c0d1ee737ee2d40ff9c7dea955d30daa32a9b1fc4aaf21a36873dd31600d,3df51f6a20c19138eb5168fdfa0462ba303e88e892f92f6a7ca98599f9d58177,769feaf10a2416a740bfb3e41835f73e988a8ce76cce85bc137769e84c9c9205,aba4ddcaccd4bfa74669bb95f3a7a5d86b2721a66823d3df59366ab4ebd34680,21da92cc2afe1d95606ca2d174614c207759b69429b1851d9bf746ea54c688e5
"36000","100718","1007","バトル開始から90秒間、敵の物理防御力がダウン","1","11480000000000","物理防御ダウン90秒","100718"
"36000","100719","1007","バトル開始から90秒間、敵の魔法防御力がダウン","1","10360000000000","魔法防御ダウン90秒","100719"
"36000","100720","1007","バトル開始から90秒間、味方の物理攻撃力がアップ","1","9520000000000","物理攻撃アップ90秒","100720"
"36000","100721","1007","バトル開始から90秒間、味方のＴＰが毎秒アップ","1","8680000000000","毎秒ＴＰアップ90秒","100721"
"36000","100722","1007","バトル開始時、味方のＴＰが150アップ","1","7560000000000","ＴＰ150アップ","100722"
"36000","100723","1007","バトル開始から10秒間、敵が火傷状態になる","1","6720000000000","火傷ダメージ10秒","100723"
"36000","100724","1007","バトル開始から90秒間、敵の物理防御力がダウン","1","5880000000000","物理防御ダウン90秒","100724"
"36000","100725","1007","バトル開始から90秒間、敵の魔法防御力がダウン","1","5040000000000","魔法防御ダウン90秒","100725"
"36000","100726","1007","バトル開始時、味方のＴＰが150アップ","1","3920000000000","ＴＰ150アップ","100726"
"36000","100727","1007","バトル開始から10秒間、味方が無敵状態になる","1","3080000000000","無敵10秒","100727"
"36000","100728","1007","バトル開始から10秒間、敵が火傷状態になる","1","2240000000000","火傷ダメージ10秒","100728"
"36000","100729","1007","バトル開始から90秒間、敵の物理防御力がダウン","1","1120000000000","物理防御ダウン90秒","100729"
"36000","100730","1007","バトル開始から90秒間、敵の魔法防御力がダウン","1","280000000000","魔法防御ダウン90秒","100730"
"36000","100801","1008","バトル開始から10秒間、敵が毒状態になる","1","43650000000000","毒ダメージ10秒","100801"
"36000","100802","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","41850000000000","物理攻撃ダウン90秒","100802"
"36000","100803","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","40500000000000","物理攻撃ダウン90秒","100803"
"36000","100804","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","39150000000000","物理防御ダウン90秒","100804"
"36000","100805","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","37800000000000","物理防御ダウン90秒","100805"
"36000","100806","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000000000000","物理攻撃ダウン90秒","100806"
"36000","100807","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","34650000000000","物理攻撃ダウン90秒","100807"
"36000","100808","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","33300000000000","物理防御ダウン90秒","100808"
"36000","100809","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","31500000000000","物理防御ダウン90秒","100809"
"36000","100810","1008","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","30150000000000","魔法攻撃ダウン90秒","100810"
"36000","100811","1008","バトル開始から10秒間、敵が毒状態になる","1","28800000000000","毒ダメージ10秒","100811"
"36000","100812","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","27000000000000","物理攻撃ダウン90秒","100812"
"36000","100813","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","25650000000000","物理攻撃ダウン90秒","100813"
"36000","100814","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","24300000000000","物理防御ダウン90秒","100814"
"36000","100815","1008","バトル開始から90秒間、敵の魔法防御力がダウン","1","22950000000000","魔法防御ダウン90秒","100815"
"36000","100816","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","21150000000000","物理攻撃ダウン90秒","100816"
"36000","100817","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","19800000000000","物理攻撃ダウン90秒","100817"
"36000","100818","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","18450000000000","物理防御ダウン90秒","100818"
"36000","100819","1008","バトル開始から90秒間、敵の魔法防御力がダウン","1","16650000000000","魔法防御ダウン90秒","100819"
"36000","100820","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","15300000000000","物理攻撃ダウン90秒","100820"
"36000","100821","1008","バトル開始から10秒間、敵が毒状態になる","1","13950000000000","毒ダメージ10秒","100821"
"36000","100822","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","12150000000000","物理攻撃ダウン90秒","100822"
"36000","100823","1008","バトル開始から90秒間、敵の物理攻撃力がダウン","1","10800000000000","物理攻撃ダウン90秒","100823"
"36000","100824","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","9450000000000","物理防御ダウン90秒","100824"
"36000","100825","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","8100000000000","物理防御ダウン90秒","100825"
"36000","100826","1008","バトル開始時、味方のＴＰが150アップ","1","6300000000000","ＴＰ150アップ","100826"
"36000","100827","1008","バトル開始から10秒間、味方が無敵状態になる","1","4950000000000","無敵10秒","100827"
"36000","100828","1008","バトル開始から90秒間、敵の物理防御力がダウン","1","3600000000000","物理防御ダウン90秒","100828"
"36000","100829","1008","バトル開始から90秒間、敵の魔法防御力がダウン","1","1800000000000","魔法防御ダウン90秒","100829"
"36000","100830","1008","バトル開始から10秒間、敵が毒状態になる","1","450000000000","毒ダメージ10秒","100830"
