757879997f2c25f1c1e069211fefd2d6dae02dbe37f9c4323efd5e7d29a6b809,7152ea84739a6c23234de79186d6f67854e6c79a65361a5d9e0faf9e83a6bcff,88e995064869d6b1173c31fed06270df9257a072a274a267cbe86bbe2f4fd359,b2fcda77dc78637365cc160bee254d6c044b2944b6c7cabeee172ef6a8b33a85,dd7827ba6f9b75481c3b8d869d4bab26ccb12df3e89b9f4631155ccde5afeaed,458e2bb54845e47842110222140c937f6b315356edd2a056def1805d1e74ba3e,7c259e8c8cb87fbc82fab3e3687e176fc088d3256fbd5671c390022ef53e3e2c,dd1b7182f0698e215f9c6adedc4574e8ee9b24ee5cdf7e37916d5052f62fe2da,692cda177dbb619616dbb2c68e1fd3ab60069d8aca3f466bab5b8040591eddc0,3e325893784d72e35f3155aa37fc802bd51e341f087f2b91d95b3367aefb9435,b547d705a309c1e74c6cb1e594d0392049a6038978b7ef142531ed7c3f664ab7,38877a526573d01ae9ae88eccb7995b007b5d0f9a200540e4c7e246b67887f7b
"5154064","0","46","0","515406446","0","0","2","vo_abd_0311","0","0","vo_abd"
"5154064","0","47","1.2","515406447","11","165","1","0","0","0","0"
"5154064","0","48","0","515406448","0","0","4","0","2","1","0"
"5154064","165","49","1","515406449","11","295","1","0","0","0","0"
"5154064","0","50","0","515406450","0","0","4","0","2.5","1","0"
"5154064","295","51","0.5","515406451","11","400","1","0","0","0","0"
"5154065","0","1","0","515406501","0","0","4","0","0.8","1","0"
"5154065","0","2","0","515406502","0","0","2","vo_abd_0401","0","0","vo_abd"
"5154065","0","3","2","515406503","1","400","1","0","0","0","0"
"5154065","0","4","0","515406504","0","0","4","0","3.2","1","0"
"5154065","0","5","0","515406505","0","0","2","vo_abd_0402","0","0","vo_abd"
"5154065","0","6","2","515406506","2","400","1","0","0","0","0"
"5154065","0","7","0","515406507","0","0","4","0","3.7","1","0"
"5154065","0","8","0","515406508","0","0","2","vo_abd_0403","0","0","vo_abd"
"5154065","0","9","2","515406509","3","400","1","0","0","0","0"
"5154065","0","10","0","515406510","0","0","4","0","3","1","0"
"5154065","0","11","0","515406511","0","0","2","vo_abd_0404","0","0","vo_abd"
"5154065","0","12","1","515406512","4","155","1","0","0","0","0"
"5154065","0","13","0","515406513","0","0","4","0","1.15","1","0"
"5154065","155","14","1","515406514","4","425","1","0","0","0","0"
"5154065","0","15","0","515406515","0","0","4","0","2.5","1","0"
"5154065","0","16","0","515406516","0","0","2","vo_abd_0405","0","0","vo_abd"
"5154065","0","17","2.4","515406517","5","450","1","0","0","0","0"
"5154065","0","18","0","515406518","0","0","4","0","2.9","1","0"
"5154065","0","19","0","515406519","0","0","2","vo_abd_0407","0","0","vo_abd"
"5154065","0","20","1","515406520","6","300","1","0","0","0","0"
"5154065","0","21","0","515406521","0","0","4","0","1.5","1","0"
"5154065","0","22","0","515406522","0","0","2","vo_abd_0408","0","0","vo_abd"
"5154065","0","23","1","515406523","7","250","1","0","0","0","0"
"5154065","0","24","0","515406524","0","0","4","0","1","1","0"
"5154065","0","25","0","515406525","0","0","2","vo_abd_0409","0","0","vo_abd"
"5154065","0","26","1","515406526","8","250","1","0","0","0","0"
"5154065","0","27","0","515406527","0","0","4","0","2","1","0"
"5154065","0","28","0","515406528","0","0","2","vo_abd_0410","0","0","vo_abd"
"5154065","0","29","0.2","515406529","9","50","1","0","0","0","0"
"5154065","0","30","0","515406530","0","0","4","0","0.7","1","0"
"5154065","50","31","1.5","515406531","9","280","1","0","0","0","0"
"5154065","0","32","0","515406532","0","0","4","0","2.5","1","0"
"5154065","0","33","0","515406533","0","0","2","vo_abd_0411","0","0","vo_abd"
"5154065","0","34","0.2","515406534","10","35","1","0","0","0","0"
"5154065","0","35","0","515406535","0","0","4","0","1.08","1","0"
"5154065","35","36","0.3","515406536","10","107","1","0","0","0","0"
"5154065","0","37","0","515406537","0","0","4","0","0.9","1","0"
"5154065","107","38","1.5","515406538","10","425","1","0","0","0","0"
