eecc5cf54d5805cc9e158e282e7fdf7dccbf29d810ec89d87a9194f041026b17,5e9420cd213f2faefbb2597910d563818a6ec80e88d7208154c98fffc6cbcad7,c2d618e3e6d09b82ddd05bf9b4db887c84281812f89668f49e34a99b709592d2,31f454b9235c3f0089e3f7b577a0df7798a452c289badcc0b0eaa868fb4f5455,750f74a0c8acf53cab3e0c3f1768f94821e8089c288632ad66ea8030008b7fad,34df11c490b687e71addd1801b9aee41b6a438e1645253bcbfe63904bc9db851,19850d03a9510aab93fe63b56995969b23db3cafab3289954b4404b4c082d79a,fcb37a72a35e8315963a2c44fa9bb586db21e8334e20f6c063029e3f89b1434c,095a28ea09ed362ab26743f35a92ab6d6040d2a09177fc54bd197735eac0dd07,8456873090e0a141b320c07925cfc6a97773f2f3749fcead68f810d281a0f1dd,31f74e18c42714519fdc580af430bede9b08e862840986db6eaaebefac9cc160,bf84b8abb7dab2a315705a8f8a6c42e26edf4a9da693ab85db5f27cb29f0aebe,fbf003238cf407e7499e6eff580740bb5911e154a3aca06365a4ce29bae87b78,8647b023e57dfee526d6770acf60aebdc75b75c94c6729bea7a42033d64e36a7,0c7b797931152ca71968a346dc360629469555033198cc1183330bde18d60ad3
"1613","0","161","16","2022/03/02 5:00:00","0","2816","1","100","138","1","0","0","1611","1612"
"1713","0","171","17","2022/03/03 5:00:00","0","2816","1","100","97","1","0","0","1711","1712"
"1813","0","181","18","2022/03/04 5:00:00","0","2816","1","100","56","1","0","0","1811","1812"
"1913","0","191","19","2022/03/05 5:00:00","0","2816","1","100","150","1","0","0","1911","1912"
"2013","0","201","20","2022/03/06 5:00:00","0","2816","1","100","100","1","0","0","2011","2012"
"2113","0","211","21","2022/03/07 5:00:00","0","2816","1","100","15","1","0","0","2111","2112"
"2213","0","221","22","2022/03/08 5:00:00","0","2816","1","100","-25","1","0","0","2211","2212"
"2313","0","231","23","2022/03/09 5:00:00","0","2816","1","100","-66","1","0","0","2311","2312"
"2413","0","241","24","2022/03/10 5:00:00","0","2816","1","100","-107","1","0","0","2411","2412"
"2513","0","251","25","2022/03/11 5:00:00","0","2816","1","100","-149","1","0","0","2511","2512"
"2613","0","261","26","2022/03/12 5:00:00","0","2816","1","100","-188","1","0","0","2611","2612"
"2713","0","271","27","2022/03/13 5:00:00","0","2816","1","100","-96","1","0","0","2711","2712"
"2813","0","281","28","2022/03/14 5:00:00","0","2816","1","100","-133","1","0","0","2811","2812"
"2913","0","291","29","2022/03/15 5:00:00","0","2816","1","100","-174","1","0","0","2911","2912"
"3013","0","301","30","2022/03/16 5:00:00","0","2816","1","100","-230","1","0","0","3011","3012"
"3113","0","311","31","2022/03/17 5:00:00","0","2816","1","100","-272","1","0","0","3111","3112"
"3213","0","321","32","2022/03/18 5:00:00","0","2816","1","100","-313","1","0","0","3211","3212"
"3313","0","331","33","2022/03/19 5:00:00","0","2816","1","100","-240","1","0","0","3311","3312"
"3413","0","341","34","2022/03/20 5:00:00","0","2816","1","100","-260","1","0","0","3411","3412"
"3513","0","351","35","2022/03/21 5:00:00","0","2816","1","100","-280","1","0","0","3511","3512"
"3613","0","361","36","2022/03/22 5:00:00","0","2816","1","100","-354","1","0","0","3611","3612"
"3713","0","371","37","2022/03/23 5:00:00","0","2816","1","100","-395","1","0","0","3711","3712"
"3813","0","381","38","2022/03/24 5:00:00","0","2816","1","100","-436","1","0","0","3811","3812"
"3913","0","391","39","2022/03/25 5:00:00","0","2816","1","100","-477","1","0","0","3911","3912"
"4013","0","401","40","2022/03/26 5:00:00","0","2816","1","100","-400","1","0","0","4011","4012"
"4113","0","411","41","2022/03/27 5:00:00","0","2816","1","100","-438","1","0","0","4111","4112"
"4213","0","421","42","2022/03/28 5:00:00","0","2816","1","100","0","1","0","0","4211","4212"
"4313","0","431","43","2022/03/29 5:00:00","0","2816","2","200","371","2","0","0","4311","4312"
"4413","0","441","44","2022/03/30 5:00:00","0","2816","2","200","343","2","0","0","4411","4412"
"4513","0","451","45","2022/03/31 5:00:00","9105803","2816","2","200","260","2","105801","0","4511","4512"
"4613","0","461","46","2022/04/01 5:00:00","0","2816","2","200","313","2","0","0","4611","4612"
"4713","0","471","47","2022/04/02 5:00:00","0","2816","2","200","285","2","0","0","4711","4712"
"4813","0","481","48","2022/04/03 5:00:00","9102003","2816","2","200","260","2","102001","0","4811","4812"
"4913","0","491","49","2022/04/04 5:00:00","0","2816","2","200","257","2","0","0","4911","4912"
"5013","0","501","50","2022/04/05 5:00:00","9100203","2816","2","200","173","2","100201","0","5011","5012"
"5113","0","511","51","2022/04/06 5:00:00","0","2816","2","200","227","2","0","0","5111","5112"
"5213","0","521","52","2022/04/07 5:00:00","9105503","2816","2","200","57","2","105501","0","5211","5212"
"5313","0","531","53","2022/04/08 5:00:00","0","2816","2","200","197","2","0","0","5311","5312"
"5413","0","541","54","2022/04/09 5:00:00","0","2816","2","200","169","2","0","0","5411","5412"
"5513","0","551","55","2022/04/10 5:00:00","9101603","2816","2","200","-55","2","101601","0","5511","5512"
"5613","0","561","56","2022/04/11 5:00:00","0","2816","2","200","141","2","0","0","5611","5612"
"5713","0","571","57","2022/04/12 5:00:00","0","2816","2","200","111","2","0","0","5711","5712"
"5813","0","581","58","2022/04/13 5:00:00","0","2816","2","200","81","2","0","0","5811","5812"
"5913","0","591","59","2022/04/14 5:00:00","0","2816","2","200","53","2","0","0","5911","5912"
"6013","0","601","60","2022/04/15 5:00:00","0","2816","2","200","-180","2","0","0","6011","6012"
"6113","0","611","61","2022/04/16 5:00:00","0","2816","2","200","-210","2","0","0","6111","6112"
"6213","0","621","62","2022/04/17 5:00:00","9106703","2816","2","200","-221","2","106701","0","6211","6212"
"6313","0","631","63","2022/04/18 5:00:00","0","2816","2","200","24","2","0","0","6311","6312"
"6413","0","641","64","2022/04/19 5:00:00","0","2816","2","200","-6","2","0","0","6411","6412"
"6513","0","651","65","2022/04/20 5:00:00","0","2816","2","200","-33","2","0","0","6511","6512"
"6613","0","661","66","2022/04/21 5:00:00","0","2816","2","200","-63","2","0","0","6611","6612"
"6713","0","671","67","2022/04/22 5:00:00","0","2816","2","200","-91","2","0","0","6711","6712"
"6813","0","681","68","2022/04/23 5:00:00","0","2816","2","200","-121","2","0","0","6811","6812"
"6913","0","691","69","2022/04/24 5:00:00","0","2816","2","200","-150","2","0","0","6911","6912"
"7013","0","701","70","2022/04/25 5:00:00","0","2816","2","200","-180","2","0","0","7011","7012"
"7113","0","711","71","2022/04/26 5:00:00","0","2816","2","200","-208","2","0","0","7111","7112"
"7213","0","721","72","2022/04/27 5:00:00","0","2816","2","200","-236","2","0","0","7211","7212"
"7313","0","731","73","2022/04/28 5:00:00","0","2816","2","200","-266","2","0","0","7311","7312"
"7413","0","741","74","2022/04/29 5:00:00","0","2816","2","200","-295","2","0","0","7411","7412"
"7513","0","751","75","2022/04/30 5:00:00","0","2816","2","200","-360","2","0","1","7511","7512"
"7613","0","761","76","2022/05/01 5:00:00","0","2816","1","100","344","3","0","0","7611","7612"
"7713","0","771","77","2022/05/02 5:00:00","0","2816","1","100","306","3","0","0","7711","7712"
"7813","0","781","78","2022/05/03 5:00:00","0","2816","1","100","390","3","0","0","7811","7812"
"7913","0","791","79","2022/05/04 5:00:00","0","2816","1","100","267","3","0","0","7911","7912"
"8013","0","801","80","2022/05/05 5:00:00","9104403","2816","1","100","254","3","104401","0","8011","8012"
"8113","0","811","81","2022/05/06 5:00:00","0","2816","1","100","230","3","0","0","8111","8112"
"8213","0","821","82","2022/05/07 5:00:00","0","2816","1","100","192","3","0","0","8211","8212"
"8313","0","831","83","2022/05/08 5:00:00","0","2816","1","100","284","3","0","0","8311","8312"
"8413","0","841","84","2022/05/09 5:00:00","0","2816","1","100","153","3","0","0","8411","8412"
"8513","0","851","85","2022/05/10 5:00:00","9102303","2816","1","100","0","3","102301","0","8511","8512"
"8613","0","861","86","2022/05/11 5:00:00","9105903","2816","1","100","-207","3","105901","0","8611","8612"
"8713","0","871","87","2022/05/12 5:00:00","0","2816","1","100","116","3","0","0","8711","8712"
"8813","0","881","88","2022/05/13 5:00:00","0","2816","1","100","78","3","0","0","8811","8812"
"8913","0","891","89","2022/05/14 5:00:00","0","2816","1","100","173","3","0","0","8911","8912"
"9013","0","901","90","2022/05/15 5:00:00","0","2816","1","100","145","3","0","0","9011","9012"
"9113","0","911","91","2022/05/16 5:00:00","0","2816","1","100","40","3","0","0","9111","9112"
"9213","0","921","92","2022/05/17 5:00:00","0","2816","1","100","0","3","0","0","9211","9212"
"9313","0","931","93","2022/05/18 5:00:00","0","2816","1","100","-36","3","0","0","9311","9312"
"9413","0","941","94","2022/05/19 5:00:00","0","2816","1","100","-75","3","0","0","9411","9412"
"9513","0","951","95","2022/05/20 5:00:00","0","2816","1","100","-111","3","0","0","9511","9512"
"9613","0","961","96","2022/05/21 5:00:00","0","2816","1","100","-113","3","0","0","9611","9612"
"9713","0","971","97","2022/05/22 5:00:00","0","2816","1","100","-150","3","0","0","9711","9712"
"9813","0","981","98","2022/05/23 5:00:00","0","2816","1","100","-226","3","0","0","9811","9812"
"9913","0","991","99","2022/05/24 5:00:00","0","2816","1","100","0","3","0","0","9911","9912"
"10013","0","1001","100","2022/05/25 5:00:00","0","2816","1","100","-70","3","0","0","10011","10012"
"10113","0","1011","101","2022/05/26 5:00:00","0","2816","1","100","-171","3","0","0","10111","10112"
"10213","0","1021","102","2022/05/27 5:00:00","0","2816","1","100","-263","3","0","0","10211","10212"
"10313","0","1031","103","2022/05/28 5:00:00","0","2816","1","100","-302","3","0","0","10311","10312"
"10413","0","1041","104","2022/05/29 5:00:00","0","2816","1","100","-245","3","0","0","10411","10412"
"10513","0","1051","105","2022/05/30 5:00:00","0","2816","1","100","-318","3","0","0","10511","10512"
"10613","0","1061","106","2022/05/31 5:00:00","0","2816","1","100","-348","3","0","1","10611","10612"
"10713","0","1071","107","2022/06/01 5:00:00","0","2816","0","300","328","4","0","0","10711","10712"
"10813","0","1081","108","2022/06/02 5:00:00","0","2816","0","300","287","4","0","0","10811","10812"
"10913","0","1091","109","2022/06/03 5:00:00","9104203","2816","0","300","220","4","104201","0","10911","10912"
"11013","0","1101","110","2022/06/04 5:00:00","0","2816","0","300","360","4","0","0","11011","11012"
"11113","0","1111","111","2022/06/05 5:00:00","0","2816","0","300","324","4","0","0","11111","11112"
"11213","0","1121","112","2022/06/06 5:00:00","9104003","2816","0","300","110","4","104001","0","11211","11212"
"11313","0","1131","113","2022/06/07 5:00:00","0","2816","0","300","246","4","0","0","11311","11312"
"11413","0","1141","114","2022/06/08 5:00:00","0","2816","0","300","205","4","0","0","11411","11412"
"11513","0","1151","115","2022/06/09 5:00:00","9102103","2816","0","300","-70","4","102101","0","11511","11512"
"11613","0","1161","116","2022/06/10 5:00:00","0","2816","0","300","334","4","0","0","11611","11612"
"11713","0","1171","117","2022/06/11 5:00:00","0","2816","0","300","280","4","0","0","11711","11712"
"11813","0","1181","118","2022/06/12 5:00:00","0","2816","0","300","164","4","0","0","11811","11812"
"11913","0","1191","119","2022/06/13 5:00:00","0","2816","0","300","123","4","0","0","11911","11912"
"12013","0","1201","120","2022/06/14 5:00:00","0","2816","0","300","82","4","0","0","12011","12012"
"12113","0","1211","121","2022/06/15 5:00:00","0","2816","0","300","122","4","0","0","12111","12112"
"12213","0","1221","122","2022/06/16 5:00:00","0","2816","0","300","92","4","0","0","12211","12212"
"12313","0","1231","123","2022/06/17 5:00:00","9106303","2816","0","300","-100","4","106301","0","12311","12312"
"12413","0","1241","124","2022/06/18 5:00:00","0","2816","0","300","41","4","0","0","12411","12412"
"12513","0","1251","125","2022/06/19 5:00:00","0","2816","0","300","0","4","0","0","12511","12512"
"12613","0","1261","126","2022/06/20 5:00:00","0","2816","0","300","70","4","0","0","12611","12612"
"12713","0","1271","127","2022/06/21 5:00:00","0","2816","0","300","31","4","0","0","12711","12712"
"12813","0","1281","128","2022/06/22 5:00:00","0","2816","0","300","-41","4","0","0","12811","12812"
"12913","0","1291","129","2022/06/23 5:00:00","0","2816","0","300","-82","4","0","0","12911","12912"
"13013","0","1301","130","2022/06/24 5:00:00","0","2816","0","300","-123","4","0","0","13011","13012"
"13113","0","1311","131","2022/06/25 5:00:00","9106503","2816","0","300","-180","4","106501","0","13111","13112"
"13213","0","1321","132","2022/06/26 5:00:00","0","2816","0","300","-164","4","0","0","13211","13212"
"13313","0","1331","133","2022/06/27 5:00:00","0","2816","0","300","-205","4","0","0","13311","13312"
"13413","0","1341","134","2022/06/28 5:00:00","0","2816","0","300","-246","4","0","0","13411","13412"
"13513","0","1351","135","2022/06/29 5:00:00","0","2816","0","300","-287","4","0","0","13511","13512"
"13613","0","1361","136","2022/06/30 5:00:00","0","2816","0","300","-370","4","0","1","13611","13612"
"13713","0","1371","137","2022/07/01 5:00:00","0","2816","3","400","357","5","0","0","13711","13712"
"13813","0","1381","138","2022/07/02 5:00:00","0","2816","3","400","319","5","0","0","13811","13812"
"13913","0","1391","139","2022/07/03 5:00:00","0","2816","3","400","330","5","0","0","13911","13912"
"14013","0","1401","140","2022/07/04 5:00:00","0","2816","3","400","305","5","0","0","14011","14012"
"14113","0","1411","141","2022/07/05 5:00:00","9100903","2816","3","400","310","5","100901","0","14111","14112"
"14213","0","1421","142","2022/07/06 5:00:00","0","2816","3","400","282","5","0","0","14211","14212"
"14313","0","1431","143","2022/07/07 5:00:00","9101703","2816","3","400","133","5","101701","0","14311","14312"
"14413","0","1441","144","2022/07/08 5:00:00","0","2816","3","400","246","5","0","0","14411","14412"
"14513","0","1451","145","2022/07/09 5:00:00","0","2816","3","400","209","5","0","0","14511","14512"
"14613","0","1461","146","2022/07/10 5:00:00","0","2816","3","400","172","5","0","0","14611","14612"
"14713","0","1471","147","2022/07/11 5:00:00","9105603","2816","3","400","129","5","105601","0","14711","14712"
"14813","0","1481","148","2022/07/12 5:00:00","0","2816","3","400","134","5","0","0","14811","14812"
"14913","0","1491","149","2022/07/13 5:00:00","0","2816","3","400","97","5","0","0","14911","14912"
"15013","0","1501","150","2022/07/14 5:00:00","0","2816","3","400","60","5","0","0","15011","15012"
"15113","0","1511","151","2022/07/15 5:00:00","0","2816","3","400","22","5","0","0","15111","15112"
"15213","0","1521","152","2022/07/16 5:00:00","0","2816","3","400","-12","5","0","0","15211","15212"
"15313","0","1531","153","2022/07/17 5:00:00","0","2816","3","400","-49","5","0","0","15311","15312"
"15413","0","1541","154","2022/07/18 5:00:00","0","2816","3","400","-86","5","0","0","15411","15412"
"15513","0","1551","155","2022/07/19 5:00:00","0","2816","3","400","-29","5","0","0","15511","15512"
"15613","0","1561","156","2022/07/20 5:00:00","0","2816","3","400","-55","5","0","0","15611","15612"
"15713","0","1571","157","2022/07/21 5:00:00","0","2816","3","400","-124","5","0","0","15711","15712"
"15813","0","1581","158","2022/07/22 5:00:00","0","2816","3","400","-161","5","0","0","15811","15812"
"15913","0","1591","159","2022/07/23 5:00:00","0","2816","3","400","-199","5","0","0","15911","15912"
"16013","0","1601","160","2022/07/24 5:00:00","0","2816","3","400","-235","5","0","0","16011","16012"
"16113","0","1611","161","2022/07/25 5:00:00","9106803","2816","3","400","0","5","106801","0","16111","16112"
"16213","0","1621","162","2022/07/26 5:00:00","0","2816","3","400","-272","5","0","0","16211","16212"
"16313","0","1631","163","2022/07/27 5:00:00","0","2816","3","400","-309","5","0","0","16311","16312"
"16413","0","1641","164","2022/07/28 5:00:00","9105303","2816","3","400","-172","5","105301","0","16411","16412"
"16513","0","1651","165","2022/07/29 5:00:00","0","2816","3","400","-299","5","0","0","16511","16512"
"16613","0","1661","166","2022/07/30 5:00:00","9102703","2816","3","400","-233","5","102701","0","16611","16612"
"16713","0","1671","167","2022/07/31 5:00:00","0","2816","3","400","-356","5","0","1","16711","16712"
"16813","0","1681","168","2022/08/01 5:00:00","0","2816","3","400","306","6","0","0","16811","16812"
"16913","0","1691","169","2022/08/02 5:00:00","0","2816","3","400","226","6","0","0","16911","16912"
"17013","0","1701","170","2022/08/03 5:00:00","0","2816","3","400","146","6","0","0","17011","17012"
"17113","0","1711","171","2022/08/04 5:00:00","0","2816","3","400","66","6","0","0","17111","17112"
"17213","0","1721","172","2022/08/05 5:00:00","0","2816","3","400","-14","6","0","0","17211","17212"
"17313","0","1731","173","2022/08/06 5:00:00","0","2816","3","400","-94","6","0","0","17311","17312"
"17413","0","1741","174","2022/08/07 5:00:00","9110803","2816","3","400","270","6","110801","0","17411","17412"
"17513","0","1751","175","2022/08/08 5:00:00","0","2816","3","400","-174","6","0","0","17511","17512"
"17613","0","1761","176","2022/08/09 5:00:00","9104303","2816","3","400","55","6","104301","0","17611","17612"
"17713","0","1771","177","2022/08/10 5:00:00","9100403","2816","3","400","50","6","100401","0","17711","17712"
"17813","0","1781","178","2022/08/11 5:00:00","9103703","2816","3","400","-120","6","103701","0","17811","17812"
"17823","0","1782","179","2022/08/11 5:00:00","9106103","2816","3","400","-210","6","106101","0","17821","17822"
"17913","0","1791","180","2022/08/12 5:00:00","0","2816","3","400","-254","6","0","0","17911","17912"
"18013","0","1801","181","2022/08/13 5:00:00","0","2816","3","400","-369","6","0","1","18011","18012"
"18113","0","1811","182","2022/08/14 5:00:00","9101803","2816","3","400","295","7","101801","0","18111","18112"
"18213","0","1821","183","2022/08/15 5:00:00","0","2816","3","400","326","7","0","0","18211","18212"
"18313","0","1831","184","2022/08/16 5:00:00","0","2816","3","400","271","7","0","0","18311","18312"
"18413","0","1841","185","2022/08/17 5:00:00","0","2816","3","400","216","7","0","0","18411","18412"
"18513","0","1851","186","2022/08/18 5:00:00","0","2816","3","400","161","7","0","0","18511","18512"
"18613","0","1861","187","2022/08/19 5:00:00","0","2816","3","400","106","7","0","0","18611","18612"
"18713","0","1871","188","2022/08/20 5:00:00","0","2816","3","400","51","7","0","0","18711","18712"
"18813","0","1881","189","2022/08/21 5:00:00","9101303","2816","3","400","150","7","101301","0","18811","18812"
"18913","0","1891","190","2022/08/22 5:00:00","0","2816","3","400","-4","7","0","0","18911","18912"
"19013","0","1901","191","2022/08/23 5:00:00","0","2816","3","400","-59","7","0","0","19011","19012"
"19113","0","1911","192","2022/08/24 5:00:00","0","2816","3","400","-114","7","0","0","19111","19112"
"19213","0","1921","193","2022/08/25 5:00:00","9101103","2816","3","400","5","7","101101","0","19211","19212"
"19313","0","1931","194","2022/08/26 5:00:00","0","2816","3","400","-169","7","0","0","19311","19312"
"19413","0","1941","195","2022/08/27 5:00:00","9100103","2816","3","400","-130","7","100101","0","19411","19412"
"19513","0","1951","196","2022/08/28 5:00:00","0","2816","3","400","-224","7","0","0","19511","19512"
"19613","0","1961","197","2022/08/29 5:00:00","0","2816","3","400","-279","7","0","0","19611","19612"
"19713","0","1971","198","2022/08/30 5:00:00","0","2816","3","400","-369","7","0","0","19711","19712"
"19813","0","1981","199","2022/08/31 5:00:00","9103003","2816","3","400","-250","7","103001","1","19811","19812"
"19913","0","1991","200","2022/09/01 5:00:00","0","2816","0","500","571","8","0","0","19911","19912"
"20013","0","2001","201","2022/09/02 5:00:00","9106003","2816","0","500","480","8","106001","0","20011","20012"
"20113","0","2011","202","2022/09/03 5:00:00","0","2816","0","500","516","8","0","0","20111","20112"
"20213","0","2021","203","2022/09/04 5:00:00","0","2816","0","500","461","8","0","0","20211","20212"
"20313","0","2031","204","2022/09/05 5:00:00","9101503","2816","0","500","390","8","101501","0","20311","20312"
"20413","0","2041","205","2022/09/06 5:00:00","0","2816","0","500","406","8","0","0","20411","20412"
"20513","0","2051","206","2022/09/07 5:00:00","9105403","2816","0","500","340","8","105401","0","20511","20512"
"20613","0","2061","207","2022/09/08 5:00:00","0","2816","0","500","351","8","0","0","20611","20612"
"20713","0","2071","208","2022/09/09 5:00:00","0","2816","0","500","296","8","0","0","20711","20712"
"20813","0","2081","209","2022/09/10 5:00:00","0","2816","0","500","241","8","0","0","20811","20812"
"20913","0","2091","210","2022/09/11 5:00:00","0","2816","0","500","186","8","0","0","20911","20912"
"21013","0","2101","211","2022/09/12 5:00:00","9118503","2816","0","500","170","8","118501","0","21011","21012"
"21113","0","2111","212","2022/09/13 5:00:00","0","2816","0","500","131","8","0","0","21111","21112"
"21213","0","2121","213","2022/09/14 5:00:00","0","2816","0","500","76","8","0","0","21211","21212"
"21313","0","2131","214","2022/09/15 5:00:00","9110903","2816","0","500","50","8","110901","0","21311","21312"
"21413","0","2141","215","2022/09/16 5:00:00","0","2816","0","500","21","8","0","0","21411","21412"
"21513","0","2151","216","2022/09/17 5:00:00","0","2816","0","500","-34","8","0","0","21511","21512"
"21613","0","2161","217","2022/09/18 5:00:00","0","2816","0","500","-89","8","0","0","21611","21612"
"21713","0","2171","218","2022/09/19 5:00:00","9118003","2816","0","500","-120","8","118001","0","21711","21712"
"21813","0","2181","219","2022/09/20 5:00:00","0","2816","0","500","-144","8","0","0","21811","21812"
"21913","0","2191","220","2022/09/21 5:00:00","0","2816","0","500","-199","8","0","0","21911","21912"
"22013","0","2201","221","2022/09/22 5:00:00","9101003","2816","0","500","-270","8","101001","0","22011","22012"
"22113","0","2211","222","2022/09/23 5:00:00","0","2816","0","500","-254","8","0","0","22111","22112"
"22213","0","2221","223","2022/09/24 5:00:00","0","2816","0","500","-309","8","0","0","22211","22212"
"22313","0","2231","224","2022/09/25 5:00:00","0","2816","0","500","-364","8","0","0","22311","22312"
"22413","0","2241","225","2022/09/26 5:00:00","0","2816","0","500","-419","8","0","0","22411","22412"
"22513","0","2251","226","2022/09/27 5:00:00","0","2816","0","500","-474","8","0","0","22511","22512"
"22613","0","2261","227","2022/09/28 5:00:00","0","2816","0","500","-529","8","0","0","22611","22612"
"22713","0","2271","228","2022/09/29 5:00:00","9106603","2816","0","500","-370","8","106601","0","22711","22712"
"22813","0","2281","229","2022/09/30 5:00:00","0","2816","0","500","-579","8","0","1","22811","22812"
"22913","0","2291","230","2022/10/01 5:00:00","0","2816","0","500","383","9","0","0","22911","22912"
"23013","0","2301","231","2022/10/02 5:00:00","0","2816","0","500","339","9","0","0","23011","23012"
"23113","0","2311","232","2022/10/03 5:00:00","0","2816","0","500","296","9","0","0","23111","23112"
"23213","0","2321","233","2022/10/04 5:00:00","9102803","2816","0","500","290","9","102801","0","23211","23212"
"23313","0","2331","234","2022/10/05 5:00:00","0","2816","0","500","253","9","0","0","23311","23312"
"23413","0","2341","235","2022/10/06 5:00:00","0","2816","0","500","210","9","0","0","23411","23412"
"23513","0","2351","236","2022/10/07 5:00:00","0","2816","0","500","167","9","0","0","23511","23512"
"23613","0","2361","237","2022/10/08 5:00:00","0","2816","0","500","200","9","0","0","23611","23612"
"23713","0","2371","238","2022/10/09 5:00:00","0","2816","0","500","180","9","0","0","23711","23712"
"23813","0","2381","239","2022/10/10 5:00:00","9100803","2816","0","500","130","9","100801","0","23811","23812"
"23913","0","2391","240","2022/10/11 5:00:00","0","2816","0","500","125","9","0","0","23911","23912"
"24013","0","2401","241","2022/10/12 5:00:00","0","2816","0","500","83","9","0","0","24011","24012"
"24113","0","2411","242","2022/10/13 5:00:00","0","2816","0","500","100","9","0","0","24111","24112"
"24213","0","2421","243","2022/10/14 5:00:00","0","2816","0","500","80","9","0","0","24211","24212"
"24313","0","2431","244","2022/10/15 5:00:00","0","2816","0","500","41","9","0","0","24311","24312"
"24413","0","2441","245","2022/10/16 5:00:00","0","2816","0","500","-1","9","0","0","24411","24412"
"24513","0","2451","246","2022/10/17 5:00:00","0","2816","0","500","-43","9","0","0","24511","24512"
"24613","0","2461","247","2022/10/18 5:00:00","0","2816","0","500","10","9","0","0","24611","24612"
"24713","0","2471","248","2022/10/19 5:00:00","0","2816","0","500","-10","9","0","0","24711","24712"
"24813","0","2481","249","2022/10/20 5:00:00","0","2816","0","500","-10","9","0","0","24811","24812"
"24913","0","2491","250","2022/10/21 5:00:00","0","2816","0","500","-40","9","0","0","24911","24912"
"25013","0","2501","251","2022/10/22 5:00:00","0","2816","0","500","-85","9","0","0","25011","25012"
"25113","0","2511","252","2022/10/23 5:00:00","0","2816","0","500","-127","9","0","0","25111","25112"
"25213","0","2521","253","2022/10/24 5:00:00","9104903","2816","0","500","-130","9","104901","0","25211","25212"
"25313","0","2531","254","2022/10/25 5:00:00","9104703","2816","0","500","-270","9","104701","0","25311","25312"
"25413","0","2541","255","2022/10/26 5:00:00","0","2816","0","500","-169","9","0","0","25411","25412"
"25513","0","2551","256","2022/10/27 5:00:00","0","2816","0","500","-211","9","0","0","25511","25512"
"25613","0","2561","257","2022/10/28 5:00:00","0","2816","0","500","-253","9","0","0","25611","25612"
"25713","0","2571","258","2022/10/29 5:00:00","0","2816","0","500","-295","9","0","0","25711","25712"
"25813","0","2581","259","2022/10/30 5:00:00","0","2816","0","500","-337","9","0","0","25811","25812"
"25913","0","2591","260","2022/10/31 5:00:00","0","2816","0","500","-379","9","0","1","25911","25912"
"26013","0","2601","261","2022/11/01 5:00:00","0","2816","0","500","600","10","0","0","26011","26012"
"26113","0","2611","262","2022/11/02 5:00:00","0","2816","0","500","560","10","0","0","26111","26112"
"26213","0","2621","263","2022/11/03 5:00:00","9103803","2816","0","500","410","10","103801","0","26211","26212"
