9ae0ccf8472d94cca05ed2a15b88119fd7479e9597ab685400f155ca47d348b2,cc42e96f8222c4f62805bc9de7837f434b6e70267a17cf928bc8f191a81bee07,945f5a26f5489f1caf8220cbe99226fe00376fc612ec4e590c4cc93bbd0d5a03,9c62ced7011eb3212a9f65cb307941f36fb7b5a2fd32c7f9ebd9646def421242,26f631ad5b9adfb6c6bbd86376aa244c0af26e6b1c46c87c522cb83ef82ff666,b4591338bf89636a601f69979f4f0eb58bc00c9c552e2d73d2cd98c8efaf1a33,92cbd3ecdcd18e53304144e2ba4a557dd70e24f5d1a091a36497b5e6132acdf5
"4","10","10104","4","0","0","2340"
"5","10","10104","4","0","0","2400"
"0","10","10104","5","0","0","2700"
"1","10","10104","5","0","0","2760"
"2","10","10104","5","0","0","2820"
"3","10","10104","5","0","0","2880"
"4","10","10104","5","0","0","2940"
"5","10","10104","5","0","0","3000"
"0","10","10104","6","0","0","3150"
"1","10","10104","6","0","0","3180"
"2","10","10104","6","0","0","3210"
"3","10","10104","6","0","0","3240"
"4","10","10104","6","0","0","3270"
"5","10","10104","6","0","0","3300"
"0","10","10104","7","0","0","3450"
"1","10","10104","7","0","0","3480"
"2","10","10104","7","0","0","3510"
"3","10","10104","7","0","0","3540"
"4","10","10104","7","0","0","3570"
"5","10","10104","7","0","0","3600"
"0","10","10104","8","0","0","3750"
"1","10","10104","8","0","0","3780"
"2","10","10104","8","0","0","3810"
"3","10","10104","8","0","0","3840"
"4","10","10104","8","0","0","3870"
"5","10","10104","8","0","0","3900"
"0","10","10104","9","0","0","4050"
"1","10","10104","9","0","0","4080"
"2","10","10104","9","0","0","4110"
"3","10","10104","9","0","0","4140"
"4","10","10104","9","0","0","4170"
"5","10","10104","9","0","0","4200"
"0","10","10104","10","0","0","4350"
"1","10","10104","10","0","0","4380"
"2","10","10104","10","0","0","4410"
"3","10","10104","10","0","0","4440"
"4","10","10104","10","0","0","4470"
"5","10","10104","10","0","0","4500"
"0","2","10201","1","0","0","300"
"1","2","10201","1","0","0","360"
"2","2","10201","1","0","0","420"
"3","2","10201","1","0","0","480"
"4","2","10201","1","0","0","540"
"5","2","10201","1","0","0","600"
"0","2","10201","2","0","0","900"
"1","2","10201","2","0","0","960"
"2","2","10201","2","0","0","1020"
"3","2","10201","2","0","0","1080"
"4","2","10201","2","0","0","1140"
"5","2","10201","2","0","0","1200"
"0","2","10201","3","0","0","1500"
"1","2","10201","3","0","0","1560"
"2","2","10201","3","0","0","1620"
"3","2","10201","3","0","0","1680"
"4","2","10201","3","0","0","1740"
"5","2","10201","3","0","0","1800"
"0","2","10201","4","0","0","2100"
"1","2","10201","4","0","0","2160"
"2","2","10201","4","0","0","2220"
"3","2","10201","4","0","0","2280"
"4","2","10201","4","0","0","2340"
"5","2","10201","4","0","0","2400"
"0","2","10201","5","0","0","2700"
"1","2","10201","5","0","0","2760"
"2","2","10201","5","0","0","2820"
"3","2","10201","5","0","0","2880"
"4","2","10201","5","0","0","2940"
"5","2","10201","5","0","0","3000"
"0","2","10201","6","0","0","3150"
"1","2","10201","6","0","0","3180"
"2","2","10201","6","0","0","3210"
"3","2","10201","6","0","0","3240"
"4","2","10201","6","0","0","3270"
"5","2","10201","6","0","0","3300"
"0","2","10201","7","0","0","3450"
"1","2","10201","7","0","0","3480"
"2","2","10201","7","0","0","3510"
"3","2","10201","7","0","0","3540"
"4","2","10201","7","0","0","3570"
"5","2","10201","7","0","0","3600"
"0","2","10201","8","0","0","3750"
"1","2","10201","8","0","0","3780"
"2","2","10201","8","0","0","3810"
"3","2","10201","8","0","0","3840"
"4","2","10201","8","0","0","3870"
"5","2","10201","8","0","0","3900"
"0","2","10201","9","0","0","4050"
"1","2","10201","9","0","0","4080"
"2","2","10201","9","0","0","4110"
"3","2","10201","9","0","0","4140"
"4","2","10201","9","0","0","4170"
"5","2","10201","9","0","0","4200"
"0","2","10201","10","0","0","4350"
"1","2","10201","10","0","0","4380"
"2","2","10201","10","0","0","4410"
"3","2","10201","10","0","0","4440"
"4","2","10201","10","0","0","4470"
"5","2","10201","10","0","0","4500"
"0","5","10202","1","0","0","150"
"1","5","10202","1","0","0","180"
"2","5","10202","1","0","0","210"
"3","5","10202","1","0","0","240"
"4","5","10202","1","0","0","270"
"5","5","10202","1","0","0","300"
"0","5","10202","2","0","0","450"
"1","5","10202","2","0","0","480"
"2","5","10202","2","0","0","510"
"3","5","10202","2","0","0","540"
"4","5","10202","2","0","0","570"
"5","5","10202","2","0","0","600"
"0","5","10202","3","0","0","750"
"1","5","10202","3","0","0","780"
"2","5","10202","3","0","0","810"
"3","5","10202","3","0","0","840"
"4","5","10202","3","0","0","870"
"5","5","10202","3","0","0","900"
"0","5","10202","4","0","0","1050"
"1","5","10202","4","0","0","1080"
"2","5","10202","4","0","0","1110"
"3","5","10202","4","0","0","1140"
"4","5","10202","4","0","0","1170"
"5","5","10202","4","0","0","1200"
"0","5","10202","5","0","0","1350"
"1","5","10202","5","0","0","1380"
"2","5","10202","5","0","0","1410"
"3","5","10202","5","0","0","1440"
"4","5","10202","5","0","0","1470"
"5","5","10202","5","0","0","1500"
"0","5","10202","6","0","0","1575"
"1","5","10202","6","0","0","1590"
"2","5","10202","6","0","0","1605"
"3","5","10202","6","0","0","1620"
"4","5","10202","6","0","0","1635"
"5","5","10202","6","0","0","1650"
"0","5","10202","7","0","0","1725"
"1","5","10202","7","0","0","1740"
"2","5","10202","7","0","0","1755"
"3","5","10202","7","0","0","1770"
"4","5","10202","7","0","0","1785"
"5","5","10202","7","0","0","1800"
"0","5","10202","8","0","0","1875"
"1","5","10202","8","0","0","1890"
"2","5","10202","8","0","0","1905"
"3","5","10202","8","0","0","1920"
"4","5","10202","8","0","0","1935"
"5","5","10202","8","0","0","1950"
"0","5","10202","9","0","0","2025"
"1","5","10202","9","0","0","2040"
"2","5","10202","9","0","0","2055"
"3","5","10202","9","0","0","2070"
"4","5","10202","9","0","0","2085"
"5","5","10202","9","0","0","2100"
"0","5","10202","10","0","0","2175"
"1","5","10202","10","0","0","2190"
"2","5","10202","10","0","0","2205"
"3","5","10202","10","0","0","2220"
"4","5","10202","10","0","0","2235"
"5","5","10202","10","0","0","2250"
"0","6","10203","1","0","0","150"
"1","6","10203","1","0","0","180"
"2","6","10203","1","0","0","210"
"3","6","10203","1","0","0","240"
"4","6","10203","1","0","0","270"
"5","6","10203","1","0","0","300"
"0","6","10203","2","0","0","450"
"1","6","10203","2","0","0","480"
"2","6","10203","2","0","0","510"
"3","6","10203","2","0","0","540"
"4","6","10203","2","0","0","570"
"5","6","10203","2","0","0","600"
"0","6","10203","3","0","0","750"
"1","6","10203","3","0","0","780"
"2","6","10203","3","0","0","810"
"3","6","10203","3","0","0","840"
"4","6","10203","3","0","0","870"
"5","6","10203","3","0","0","900"
"0","6","10203","4","0","0","1050"
"1","6","10203","4","0","0","1080"
"2","6","10203","4","0","0","1110"
"3","6","10203","4","0","0","1140"
"4","6","10203","4","0","0","1170"
"5","6","10203","4","0","0","1200"
"0","6","10203","5","0","0","1350"
"1","6","10203","5","0","0","1380"
"2","6","10203","5","0","0","1410"
"3","6","10203","5","0","0","1440"
"4","6","10203","5","0","0","1470"
"5","6","10203","5","0","0","1500"
"0","6","10203","6","0","0","1575"
"1","6","10203","6","0","0","1590"
"2","6","10203","6","0","0","1605"
"3","6","10203","6","0","0","1620"
"4","6","10203","6","0","0","1635"
"5","6","10203","6","0","0","1650"
"0","6","10203","7","0","0","1725"
"1","6","10203","7","0","0","1740"
"2","6","10203","7","0","0","1755"
"3","6","10203","7","0","0","1770"
"4","6","10203","7","0","0","1785"
"5","6","10203","7","0","0","1800"
"0","6","10203","8","0","0","1875"
"1","6","10203","8","0","0","1890"
"2","6","10203","8","0","0","1905"
"3","6","10203","8","0","0","1920"
"4","6","10203","8","0","0","1935"
"5","6","10203","8","0","0","1950"
"0","6","10203","9","0","0","2025"
"1","6","10203","9","0","0","2040"
"2","6","10203","9","0","0","2055"
"3","6","10203","9","0","0","2070"
"4","6","10203","9","0","0","2085"
"5","6","10203","9","0","0","2100"
"0","6","10203","10","0","0","2175"
"1","6","10203","10","0","0","2190"
"2","6","10203","10","0","0","2205"
"3","6","10203","10","0","0","2220"
"4","6","10203","10","0","0","2235"
"5","6","10203","10","0","0","2250"
"0","10","10204","1","0","0","300"
"1","10","10204","1","0","0","360"
"2","10","10204","1","0","0","420"
"3","10","10204","1","0","0","480"
"4","10","10204","1","0","0","540"
"5","10","10204","1","0","0","600"
"0","10","10204","2","0","0","900"
"1","10","10204","2","0","0","960"
"2","10","10204","2","0","0","1020"
"3","10","10204","2","0","0","1080"
"4","10","10204","2","0","0","1140"
"5","10","10204","2","0","0","1200"
"0","10","10204","3","0","0","1500"
"1","10","10204","3","0","0","1560"
"2","10","10204","3","0","0","1620"
"3","10","10204","3","0","0","1680"
"4","10","10204","3","0","0","1740"
"5","10","10204","3","0","0","1800"
"0","10","10204","4","0","0","2100"
"1","10","10204","4","0","0","2160"
"2","10","10204","4","0","0","2220"
"3","10","10204","4","0","0","2280"
"4","10","10204","4","0","0","2340"
"5","10","10204","4","0","0","2400"
"0","10","10204","5","0","0","2700"
"1","10","10204","5","0","0","2760"
"2","10","10204","5","0","0","2820"
"3","10","10204","5","0","0","2880"
"4","10","10204","5","0","0","2940"
"5","10","10204","5","0","0","3000"
"0","10","10204","6","0","0","3150"
"1","10","10204","6","0","0","3180"
"2","10","10204","6","0","0","3210"
"3","10","10204","6","0","0","3240"
"4","10","10204","6","0","0","3270"
"5","10","10204","6","0","0","3300"
"0","10","10204","7","0","0","3450"
"1","10","10204","7","0","0","3480"
"2","10","10204","7","0","0","3510"
"3","10","10204","7","0","0","3540"
"4","10","10204","7","0","0","3570"
"5","10","10204","7","0","0","3600"
"0","10","10204","8","0","0","3750"
"1","10","10204","8","0","0","3780"
"2","10","10204","8","0","0","3810"
"3","10","10204","8","0","0","3840"
"4","10","10204","8","0","0","3870"
"5","10","10204","8","0","0","3900"
"0","10","10204","9","0","0","4050"
"1","10","10204","9","0","0","4080"
"2","10","10204","9","0","0","4110"
"3","10","10204","9","0","0","4140"
"4","10","10204","9","0","0","4170"
"5","10","10204","9","0","0","4200"
"0","10","10204","10","0","0","4350"
"1","10","10204","10","0","0","4380"
"2","10","10204","10","0","0","4410"
"3","10","10204","10","0","0","4440"
"4","10","10204","10","0","0","4470"
"5","10","10204","10","0","0","4500"
"0","1","10301","1","0","0","150"
"1","1","10301","1","0","0","180"
"2","1","10301","1","0","0","210"
"3","1","10301","1","0","0","240"
"4","1","10301","1","0","0","270"
"5","1","10301","1","0","0","300"
"0","1","10301","2","0","0","450"
"1","1","10301","2","0","0","480"
"2","1","10301","2","0","0","510"
"3","1","10301","2","0","0","540"
"4","1","10301","2","0","0","570"
"5","1","10301","2","0","0","600"
"0","1","10301","3","0","0","750"
"1","1","10301","3","0","0","780"
"2","1","10301","3","0","0","810"
"3","1","10301","3","0","0","840"
"4","1","10301","3","0","0","870"
"5","1","10301","3","0","0","900"
"0","1","10301","4","0","0","1050"
"1","1","10301","4","0","0","1080"
"2","1","10301","4","0","0","1110"
"3","1","10301","4","0","0","1140"
"4","1","10301","4","0","0","1170"
"5","1","10301","4","0","0","1200"
"0","1","10301","5","0","0","1350"
"1","1","10301","5","0","0","1380"
"2","1","10301","5","0","0","1410"
"3","1","10301","5","0","0","1440"
"4","1","10301","5","0","0","1470"
"5","1","10301","5","0","0","1500"
"0","1","10301","6","0","0","1575"
"1","1","10301","6","0","0","1590"
"2","1","10301","6","0","0","1605"
"3","1","10301","6","0","0","1620"
"4","1","10301","6","0","0","1635"
"5","1","10301","6","0","0","1650"
"0","1","10301","7","0","0","1725"
"1","1","10301","7","0","0","1740"
"2","1","10301","7","0","0","1755"
"3","1","10301","7","0","0","1770"
"4","1","10301","7","0","0","1785"
"5","1","10301","7","0","0","1800"
"0","1","10301","8","0","0","1875"
"1","1","10301","8","0","0","1890"
"2","1","10301","8","0","0","1905"
"3","1","10301","8","0","0","1920"
"4","1","10301","8","0","0","1935"
"5","1","10301","8","0","0","1950"
"0","1","10301","9","0","0","2025"
"1","1","10301","9","0","0","2040"
"2","1","10301","9","0","0","2055"
"3","1","10301","9","0","0","2070"
"4","1","10301","9","0","0","2085"
"5","1","10301","9","0","0","2100"
"0","1","10301","10","0","0","2175"
"1","1","10301","10","0","0","2190"
"2","1","10301","10","0","0","2205"
"3","1","10301","10","0","0","2220"
"4","1","10301","10","0","0","2235"
"5","1","10301","10","0","0","2250"
"0","3","10302","1","0","0","150"
"1","3","10302","1","0","0","180"
"2","3","10302","1","0","0","210"
"3","3","10302","1","0","0","240"
"4","3","10302","1","0","0","270"
"5","3","10302","1","0","0","300"
"0","3","10302","2","0","0","450"
"1","3","10302","2","0","0","480"
"2","3","10302","2","0","0","510"
"3","3","10302","2","0","0","540"
"4","3","10302","2","0","0","570"
"5","3","10302","2","0","0","600"
"0","3","10302","3","0","0","750"
"1","3","10302","3","0","0","780"
"2","3","10302","3","0","0","810"
"3","3","10302","3","0","0","840"
"4","3","10302","3","0","0","870"
"5","3","10302","3","0","0","900"
"0","3","10302","4","0","0","1050"
"1","3","10302","4","0","0","1080"
"2","3","10302","4","0","0","1110"
"3","3","10302","4","0","0","1140"
"4","3","10302","4","0","0","1170"
"5","3","10302","4","0","0","1200"
"0","3","10302","5","0","0","1350"
"1","3","10302","5","0","0","1380"
"2","3","10302","5","0","0","1410"
"3","3","10302","5","0","0","1440"
"4","3","10302","5","0","0","1470"
"5","3","10302","5","0","0","1500"
"0","3","10302","6","0","0","1575"
"1","3","10302","6","0","0","1590"
"2","3","10302","6","0","0","1605"
"3","3","10302","6","0","0","1620"
"4","3","10302","6","0","0","1635"
"5","3","10302","6","0","0","1650"
"0","3","10302","7","0","0","1725"
"1","3","10302","7","0","0","1740"
"2","3","10302","7","0","0","1755"
"3","3","10302","7","0","0","1770"
"4","3","10302","7","0","0","1785"
"5","3","10302","7","0","0","1800"
"0","3","10302","8","0","0","1875"
"1","3","10302","8","0","0","1890"
"2","3","10302","8","0","0","1905"
"3","3","10302","8","0","0","1920"
"4","3","10302","8","0","0","1935"
"5","3","10302","8","0","0","1950"
"0","3","10302","9","0","0","2025"
"1","3","10302","9","0","0","2040"
"2","3","10302","9","0","0","2055"
"3","3","10302","9","0","0","2070"
"4","3","10302","9","0","0","2085"
"5","3","10302","9","0","0","2100"
"0","3","10302","10","0","0","2175"
"1","3","10302","10","0","0","2190"
"2","3","10302","10","0","0","2205"
"3","3","10302","10","0","0","2220"
"4","3","10302","10","0","0","2235"
"5","3","10302","10","0","0","2250"
"0","4","10303","1","0","0","150"
"1","4","10303","1","0","0","180"
"2","4","10303","1","0","0","210"
"3","4","10303","1","0","0","240"
"4","4","10303","1","0","0","270"
"5","4","10303","1","0","0","300"
"0","4","10303","2","0","0","450"
"1","4","10303","2","0","0","480"
"2","4","10303","2","0","0","510"
"3","4","10303","2","0","0","540"
"4","4","10303","2","0","0","570"
"5","4","10303","2","0","0","600"
"0","4","10303","3","0","0","750"
"1","4","10303","3","0","0","780"
"2","4","10303","3","0","0","810"
"3","4","10303","3","0","0","840"
"4","4","10303","3","0","0","870"
"5","4","10303","3","0","0","900"
"0","4","10303","4","0","0","1050"
"1","4","10303","4","0","0","1080"
"2","4","10303","4","0","0","1110"
"3","4","10303","4","0","0","1140"
"4","4","10303","4","0","0","1170"
"5","4","10303","4","0","0","1200"
"0","4","10303","5","0","0","1350"
"1","4","10303","5","0","0","1380"
"2","4","10303","5","0","0","1410"
"3","4","10303","5","0","0","1440"
"4","4","10303","5","0","0","1470"
"5","4","10303","5","0","0","1500"
"0","4","10303","6","0","0","1575"
"1","4","10303","6","0","0","1590"
"2","4","10303","6","0","0","1605"
"3","4","10303","6","0","0","1620"
"4","4","10303","6","0","0","1635"
"5","4","10303","6","0","0","1650"
"0","4","10303","7","0","0","1725"
"1","4","10303","7","0","0","1740"
"2","4","10303","7","0","0","1755"
"3","4","10303","7","0","0","1770"
"4","4","10303","7","0","0","1785"
"5","4","10303","7","0","0","1800"
"0","4","10303","8","0","0","1875"
"1","4","10303","8","0","0","1890"
"2","4","10303","8","0","0","1905"
"3","4","10303","8","0","0","1920"
"4","4","10303","8","0","0","1935"
"5","4","10303","8","0","0","1950"
"0","4","10303","9","0","0","2025"
"1","4","10303","9","0","0","2040"
"2","4","10303","9","0","0","2055"
"3","4","10303","9","0","0","2070"
"4","4","10303","9","0","0","2085"
"5","4","10303","9","0","0","2100"
"0","4","10303","10","0","0","2175"
"1","4","10303","10","0","0","2190"
"2","4","10303","10","0","0","2205"
"3","4","10303","10","0","0","2220"
"4","4","10303","10","0","0","2235"
"5","4","10303","10","0","0","2250"
"0","11","10304","1","0","0","200"
"1","11","10304","1","0","0","240"
"2","11","10304","1","0","0","280"
"3","11","10304","1","0","0","320"
"4","11","10304","1","0","0","360"
"5","11","10304","1","0","0","400"
"0","11","10304","2","0","0","600"
"1","11","10304","2","0","0","640"
"2","11","10304","2","0","0","680"
"3","11","10304","2","0","0","720"
"4","11","10304","2","0","0","760"
"5","11","10304","2","0","0","800"
"0","11","10304","3","0","0","1000"
"1","11","10304","3","0","0","1040"
"2","11","10304","3","0","0","1080"
"3","11","10304","3","0","0","1120"
"4","11","10304","3","0","0","1160"
"5","11","10304","3","0","0","1200"
"0","11","10304","4","0","0","1400"
"1","11","10304","4","0","0","1440"
"2","11","10304","4","0","0","1480"
"3","11","10304","4","0","0","1520"
"4","11","10304","4","0","0","1560"
"5","11","10304","4","0","0","1600"
"0","11","10304","5","0","0","1800"
"1","11","10304","5","0","0","1840"
"2","11","10304","5","0","0","1880"
"3","11","10304","5","0","0","1920"
"4","11","10304","5","0","0","1960"
"5","11","10304","5","0","0","2000"
"0","11","10304","6","0","0","2100"
"1","11","10304","6","0","0","2120"
"2","11","10304","6","0","0","2140"
"3","11","10304","6","0","0","2160"
"4","11","10304","6","0","0","2180"
"5","11","10304","6","0","0","2200"
"0","11","10304","7","0","0","2300"
"1","11","10304","7","0","0","2320"
"2","11","10304","7","0","0","2340"
"3","11","10304","7","0","0","2360"
"4","11","10304","7","0","0","2380"
"5","11","10304","7","0","0","2400"
"0","11","10304","8","0","0","2500"
"1","11","10304","8","0","0","2520"
"2","11","10304","8","0","0","2540"
"3","11","10304","8","0","0","2560"
"4","11","10304","8","0","0","2580"
"5","11","10304","8","0","0","2600"
"0","11","10304","9","0","0","2700"
"1","11","10304","9","0","0","2720"
"2","11","10304","9","0","0","2740"
"3","11","10304","9","0","0","2760"
"4","11","10304","9","0","0","2780"
"5","11","10304","9","0","0","2800"
"0","11","10304","10","0","0","2900"
"1","11","10304","10","0","0","2920"
"2","11","10304","10","0","0","2940"
"3","11","10304","10","0","0","2960"
"4","11","10304","10","0","0","2980"
"5","11","10304","10","0","0","3000"
"0","1","10401","1","0","0","150"
"1","1","10401","1","0","0","180"
"2","1","10401","1","0","0","210"
"3","1","10401","1","0","0","240"
"4","1","10401","1","0","0","270"
"5","1","10401","1","0","0","300"
"0","1","10401","2","0","0","450"
"1","1","10401","2","0","0","480"
"2","1","10401","2","0","0","510"
"3","1","10401","2","0","0","540"
"4","1","10401","2","0","0","570"
"5","1","10401","2","0","0","600"
"0","1","10401","3","0","0","750"
"1","1","10401","3","0","0","780"
"2","1","10401","3","0","0","810"
"3","1","10401","3","0","0","840"
"4","1","10401","3","0","0","870"
"5","1","10401","3","0","0","900"
"0","1","10401","4","0","0","1050"
"1","1","10401","4","0","0","1080"
"2","1","10401","4","0","0","1110"
"3","1","10401","4","0","0","1140"
"4","1","10401","4","0","0","1170"
"5","1","10401","4","0","0","1200"
"0","1","10401","5","0","0","1350"
"1","1","10401","5","0","0","1380"
"2","1","10401","5","0","0","1410"
"3","1","10401","5","0","0","1440"
"4","1","10401","5","0","0","1470"
"5","1","10401","5","0","0","1500"
"0","1","10401","6","0","0","1575"
"1","1","10401","6","0","0","1590"
"2","1","10401","6","0","0","1605"
