7fceea33906eb45f749530e840b259942141b366d9753a81ff78582527864a59,03b25fdd9f5e96eba378efe190cbe3228b9d9972c5c5333c2d7c072c92e4794d,074d7fcf360ea6fa1bd37e07ceae8a32781c39c3f1155a42333cf4b13e6a50f2,d6865758757238fd6a27257f69b2044c3b9a877fb756d4775de0e71e29a93911,b22277e131e973abed06dcd4557e48280221048a0b17e1ca5bf12c7c2e916b53,e45bcd991595b75af00dc305fe1ce91bbea2a3cdd988275fa611c8fc815c2bb6,bef2f581fd5faab575cab1d047cad60718db0503513991a55c6c8dc3aa4c6a86,1262c0689124e0e0bbd3f889f821401960d1db9d291346d6f0bd6c84412d1efd,ea024a99b54bf258bfcebb812a91b7fa573b93b87b48f0b6690ecabf60145dd6,b21fb3599d447c1d081e7e8c50caf20e15af2f5dc360d55d88d61fab96b22b74,1fb4af8a05afee90d083a30e21c4863bda8613acdbe44fe7358aa90e196531f2,4ee9a0d1c4e69ec19c245679073f08d6a578e0a7ba1ba59e6babdea5d48cc4c0,d75e22adf7a58941a3c4f063516f943a8c42b04de104b70ac951650df3bc4e49,e053eebf1dd93a03d756ae7a622f2f02dd550e44c7d1ecf8480c64cf6e4cf62b,afbcb7c6bcf05289d49a7840ed9d115ddbce78e3d7ce1d67d906830185a1d169,c585535623f30363cfb607b1c9344bdfa1d6374bb1598703eb8a849347f56874,545c9c0ac827649b97810ca4eec777d3bd0df5fb51350a2d5732d769c686e180,d07ecde2b6ade02aa319e8e265233e5b0e717ad47854d3a4863804c5f68e4903,3efd04844f066c71fae31299dfa77b63dbd06657ab4690073d5d5733fe6545fa,3f1c6e5259c129bfb113266f51e7a3b4ae1091251e396137cb79d7c724c52ff2,62afacf84d5ad584fcc0623e55a9c87d2b474b95748318b5ce784db0abce0514
"10","0","0","1","0","0","-1","2","0","30","91002","2","5000","1002","0","0","8","90006","5000","31022","19"
"1","0","0","1","0","0","1","2","0","5","91002","2","500","1003","0","0","8","90006","500","31042","20"
"2","0","0","1","0","0","2","2","0","8","91002","2","1000","1003","0","0","8","90006","1000","31042","21"
"3","0","0","1","0","0","3","2","0","10","91002","2","1500","1003","0","0","8","90006","1500","31042","22"
"4","0","0","1","0","0","4","2","0","12","91002","2","2000","1003","0","0","8","90006","2000","31042","23"
"5","0","0","1","0","0","5","2","0","14","91002","2","2500","1003","0","0","8","90006","2500","31042","24"
"6","0","0","1","0","0","6","2","0","16","91002","2","3000","1003","0","0","8","90006","3000","31042","25"
"7","0","0","1","0","0","7","2","0","18","91002","2","3500","1003","0","0","8","90006","3500","31042","26"
"8","0","0","1","0","0","8","2","0","20","91002","2","4000","1003","0","0","8","90006","4000","31042","27"
"9","0","0","1","0","0","9","2","0","25","91002","2","4500","1003","0","0","8","90006","4500","31042","28"
"10","0","0","1","0","0","-1","2","0","30","91002","2","5000","1003","0","0","8","90006","5000","31042","29"
"1","0","0","1","0","0","1","2","0","5","91002","2","500","1004","0","0","8","90006","500","31018","30"
"2","0","0","1","0","0","2","2","0","8","91002","2","1000","1004","0","0","8","90006","1000","31018","31"
"3","0","0","1","0","0","3","2","0","10","91002","2","1500","1004","0","0","8","90006","1500","31018","32"
"4","0","0","1","0","0","4","2","0","12","91002","2","2000","1004","0","0","8","90006","2000","31018","33"
"5","0","0","1","0","0","5","2","0","14","91002","2","2500","1004","0","0","8","90006","2500","31018","34"
"6","0","0","1","0","0","6","2","0","16","91002","2","3000","1004","0","0","8","90006","3000","31018","35"
"7","0","0","1","0","0","7","2","0","18","91002","2","3500","1004","0","0","8","90006","3500","31018","36"
"8","0","0","1","0","0","8","2","0","20","91002","2","4000","1004","0","0","8","90006","4000","31018","37"
"9","0","0","1","0","0","9","2","0","25","91002","2","4500","1004","0","0","8","90006","4500","31018","38"
"10","0","0","1","0","0","-1","2","0","30","91002","2","5000","1004","0","0","8","90006","5000","31018","39"
"1","0","0","1","0","0","1","2","0","5","91002","2","500","1005","0","0","8","90006","500","31025","40"
"2","0","0","1","0","0","2","2","0","8","91002","2","1000","1005","0","0","8","90006","1000","31025","41"
"3","0","0","1","0","0","3","2","0","10","91002","2","1500","1005","0","0","8","90006","1500","31025","42"
"4","0","0","1","0","0","4","2","0","12","91002","2","2000","1005","0","0","8","90006","2000","31025","43"
"5","0","0","1","0","0","5","2","0","14","91002","2","2500","1005","0","0","8","90006","2500","31025","44"
"6","0","0","1","0","0","6","2","0","16","91002","2","3000","1005","0","0","8","90006","3000","31025","45"
"7","0","0","1","0","0","7","2","0","18","91002","2","3500","1005","0","0","8","90006","3500","31025","46"
"8","0","0","1","0","0","8","2","0","20","91002","2","4000","1005","0","0","8","90006","4000","31025","47"
"9","0","0","1","0","0","9","2","0","25","91002","2","4500","1005","0","0","8","90006","4500","31025","48"
"10","0","0","1","0","0","-1","2","0","30","91002","2","5000","1005","0","0","8","90006","5000","31025","49"
"1","0","0","1","0","0","1","2","0","5","91002","2","500","1006","0","0","8","90006","500","31043","50"
"2","0","0","1","0","0","2","2","0","8","91002","2","1000","1006","0","0","8","90006","1000","31043","51"
"3","0","0","1","0","0","3","2","0","10","91002","2","1500","1006","0","0","8","90006","1500","31043","52"
"4","0","0","1","0","0","4","2","0","12","91002","2","2000","1006","0","0","8","90006","2000","31043","53"
"5","0","0","1","0","0","5","2","0","14","91002","2","2500","1006","0","0","8","90006","2500","31043","54"
"6","0","0","1","0","0","6","2","0","16","91002","2","3000","1006","0","0","8","90006","3000","31043","55"
"7","0","0","1","0","0","7","2","0","18","91002","2","3500","1006","0","0","8","90006","3500","31043","56"
"8","0","0","1","0","0","8","2","0","20","91002","2","4000","1006","0","0","8","90006","4000","31043","57"
"9","0","0","1","0","0","9","2","0","25","91002","2","4500","1006","0","0","8","90006","4500","31043","58"
"10","0","0","1","0","0","-1","2","0","30","91002","2","5000","1006","0","0","8","90006","5000","31043","59"
"1","0","0","1","0","0","1","2","0","5","91002","2","500","1007","0","0","8","90006","500","31022","60"
"2","0","0","1","0","0","2","2","0","8","91002","2","1000","1007","0","0","8","90006","1000","31022","61"
"3","0","0","1","0","0","3","2","0","10","91002","2","1500","1007","0","0","8","90006","1500","31022","62"
"4","0","0","1","0","0","4","2","0","12","91002","2","2000","1007","0","0","8","90006","2000","31022","63"
"5","0","0","1","0","0","5","2","0","14","91002","2","2500","1007","0","0","8","90006","2500","31022","64"
"6","0","0","1","0","0","6","2","0","16","91002","2","3000","1007","0","0","8","90006","3000","31022","65"
"7","0","0","1","0","0","7","2","0","18","91002","2","3500","1007","0","0","8","90006","3500","31022","66"
"8","0","0","1","0","0","8","2","0","20","91002","2","4000","1007","0","0","8","90006","4000","31022","67"
"9","0","0","1","0","0","9","2","0","25","91002","2","4500","1007","0","0","8","90006","4500","31022","68"
"10","0","0","1","0","0","-1","2","0","30","91002","2","5000","1007","0","0","8","90006","5000","31022","69"
"1","0","0","1","0","0","1","2","0","5","91002","2","500","1008","0","0","8","90006","500","31042","70"
"2","0","0","1","0","0","2","2","0","8","91002","2","1000","1008","0","0","8","90006","1000","31042","71"
"3","0","0","1","0","0","3","2","0","10","91002","2","1500","1008","0","0","8","90006","1500","31042","72"
"4","0","0","1","0","0","4","2","0","12","91002","2","2000","1008","0","0","8","90006","2000","31042","73"
"5","0","0","1","0","0","5","2","0","14","91002","2","2500","1008","0","0","8","90006","2500","31042","74"
"6","0","0","1","0","0","6","2","0","16","91002","2","3000","1008","0","0","8","90006","3000","31042","75"
"7","0","0","1","0","0","7","2","0","18","91002","2","3500","1008","0","0","8","90006","3500","31042","76"
"8","0","0","1","0","0","8","2","0","20","91002","2","4000","1008","0","0","8","90006","4000","31042","77"
"9","0","0","1","0","0","9","2","0","25","91002","2","4500","1008","0","0","8","90006","4500","31042","78"
"10","0","0","1","0","0","-1","2","0","30","91002","2","5000","1008","0","0","8","90006","5000","31042","79"
"1","0","0","1","0","0","1","2","0","5","91002","2","500","1009","0","0","8","90006","500","31018","80"
"2","0","0","1","0","0","2","2","0","8","91002","2","1000","1009","0","0","8","90006","1000","31018","81"
"3","0","0","1","0","0","3","2","0","10","91002","2","1500","1009","0","0","8","90006","1500","31018","82"
"4","0","0","1","0","0","4","2","0","12","91002","2","2000","1009","0","0","8","90006","2000","31018","83"
"5","0","0","1","0","0","5","2","0","14","91002","2","2500","1009","0","0","8","90006","2500","31018","84"
"6","0","0","1","0","0","6","2","0","16","91002","2","3000","1009","0","0","8","90006","3000","31018","85"
"7","0","0","1","0","0","7","2","0","18","91002","2","3500","1009","0","0","8","90006","3500","31018","86"
"8","0","0","1","0","0","8","2","0","20","91002","2","4000","1009","0","0","8","90006","4000","31018","87"
"9","0","0","1","0","0","9","2","0","25","91002","2","4500","1009","0","0","8","90006","4500","31018","88"
"10","0","0","1","0","0","-1","2","0","30","91002","2","5000","1009","0","0","8","90006","5000","31018","89"
"1","0","0","1","0","0","1","2","0","5","91002","2","500","1010","0","0","8","90006","500","31025","90"
"2","0","0","1","0","0","2","2","0","8","91002","2","1000","1010","0","0","8","90006","1000","31025","91"
"3","0","0","1","0","0","3","2","0","10","91002","2","1500","1010","0","0","8","90006","1500","31025","92"
"4","0","0","1","0","0","4","2","0","12","91002","2","2000","1010","0","0","8","90006","2000","31025","93"
"5","0","0","1","0","0","5","2","0","14","91002","2","2500","1010","0","0","8","90006","2500","31025","94"
"6","0","0","1","0","0","6","2","0","16","91002","2","3000","1010","0","0","8","90006","3000","31025","95"
"7","0","0","1","0","0","7","2","0","18","91002","2","3500","1010","0","0","8","90006","3500","31025","96"
"8","0","0","1","0","0","8","2","0","20","91002","2","4000","1010","0","0","8","90006","4000","31025","97"
"9","0","0","1","0","0","9","2","0","25","91002","2","4500","1010","0","0","8","90006","4500","31025","98"
"10","0","0","1","0","0","-1","2","0","30","91002","2","5000","1010","0","0","8","90006","5000","31025","99"
"1","0","0","1","0","0","1","2","0","5","91002","2","500","1011","0","0","8","90006","500","31043","100"
"2","0","0","1","0","0","2","2","0","8","91002","2","1000","1011","0","0","8","90006","1000","31043","101"
"3","0","0","1","0","0","3","2","0","10","91002","2","1500","1011","0","0","8","90006","1500","31043","102"
"4","0","0","1","0","0","4","2","0","12","91002","2","2000","1011","0","0","8","90006","2000","31043","103"
"5","0","0","1","0","0","5","2","0","14","91002","2","2500","1011","0","0","8","90006","2500","31043","104"
"6","0","0","1","0","0","6","2","0","16","91002","2","3000","1011","0","0","8","90006","3000","31043","105"
"7","0","0","1","0","0","7","2","0","18","91002","2","3500","1011","0","0","8","90006","3500","31043","106"
"8","0","0","1","0","0","8","2","0","20","91002","2","4000","1011","0","0","8","90006","4000","31043","107"
"9","0","0","1","0","0","9","2","0","25","91002","2","4500","1011","0","0","8","90006","4500","31043","108"
"10","0","0","1","0","0","-1","2","0","30","91002","2","5000","1011","0","0","8","90006","5000","31043","109"
"1","0","0","1","0","0","1","2","0","5","91002","2","500","1012","0","0","8","90006","500","31022","110"
"2","0","0","1","0","0","2","2","0","8","91002","2","1000","1012","0","0","8","90006","1000","31022","111"
"3","0","0","1","0","0","3","2","0","10","91002","2","1500","1012","0","0","8","90006","1500","31022","112"
"4","0","0","1","0","0","4","2","0","12","91002","2","2000","1012","0","0","8","90006","2000","31022","113"
"5","0","0","1","0","0","5","2","0","14","91002","2","2500","1012","0","0","8","90006","2500","31022","114"
"6","0","0","1","0","0","6","2","0","16","91002","2","3000","1012","0","0","8","90006","3000","31022","115"
"7","0","0","1","0","0","7","2","0","18","91002","2","3500","1012","0","0","8","90006","3500","31022","116"
"8","0","0","1","0","0","8","2","0","20","91002","2","4000","1012","0","0","8","90006","4000","31022","117"
"9","0","0","1","0","0","9","2","0","25","91002","2","4500","1012","0","0","8","90006","4500","31022","118"
"10","0","0","1","0","0","-1","2","0","30","91002","2","5000","1012","0","0","8","90006","5000","31022","119"
"1","0","0","1","0","0","1","2","0","5","91002","2","500","1013","0","0","8","90006","500","31042","120"
"2","0","0","1","0","0","2","2","0","8","91002","2","1000","1013","0","0","8","90006","1000","31042","121"
"3","0","0","1","0","0","3","2","0","10","91002","2","1500","1013","0","0","8","90006","1500","31042","122"
"4","0","0","1","0","0","4","2","0","12","91002","2","2000","1013","0","0","8","90006","2000","31042","123"
"5","0","0","1","0","0","5","2","0","14","91002","2","2500","1013","0","0","8","90006","2500","31042","124"
"6","0","0","1","0","0","6","2","0","16","91002","2","3000","1013","0","0","8","90006","3000","31042","125"
"7","0","0","1","0","0","7","2","0","18","91002","2","3500","1013","0","0","8","90006","3500","31042","126"
"8","0","0","1","0","0","8","2","0","20","91002","2","4000","1013","0","0","8","90006","4000","31042","127"
"9","0","0","1","0","0","9","2","0","25","91002","2","4500","1013","0","0","8","90006","4500","31042","128"
"10","0","0","1","0","0","-1","2","0","30","91002","2","5000","1013","0","0","8","90006","5000","31042","129"
"1","0","0","1","0","0","1","2","0","5","91002","2","500","1014","0","0","8","90006","500","31018","130"
"2","0","0","1","0","0","2","2","0","8","91002","2","1000","1014","0","0","8","90006","1000","31018","131"
"3","0","0","1","0","0","3","2","0","10","91002","2","1500","1014","0","0","8","90006","1500","31018","132"
"4","0","0","1","0","0","4","2","0","12","91002","2","2000","1014","0","0","8","90006","2000","31018","133"
"5","0","0","1","0","0","5","2","0","14","91002","2","2500","1014","0","0","8","90006","2500","31018","134"
"6","0","0","1","0","0","6","2","0","16","91002","2","3000","1014","0","0","8","90006","3000","31018","135"
"7","0","0","1","0","0","7","2","0","18","91002","2","3500","1014","0","0","8","90006","3500","31018","136"
"8","0","0","1","0","0","8","2","0","20","91002","2","4000","1014","0","0","8","90006","4000","31018","137"
"9","0","0","1","0","0","9","2","0","25","91002","2","4500","1014","0","0","8","90006","4500","31018","138"
"10","0","0","1","0","0","-1","2","0","30","91002","2","5000","1014","0","0","8","90006","5000","31018","139"
"1","0","0","1","0","0","1","2","0","5","91002","2","500","1015","0","0","8","90006","500","31042","140"
"2","0","0","1","0","0","2","2","0","8","91002","2","1000","1015","0","0","8","90006","1000","31042","141"
"3","0","0","1","0","0","3","2","0","10","91002","2","1500","1015","0","0","8","90006","1500","31042","142"
"4","0","0","1","0","0","4","2","0","12","91002","2","2000","1015","0","0","8","90006","2000","31042","143"
"5","0","0","1","0","0","5","2","0","14","91002","2","2500","1015","0","0","8","90006","2500","31042","144"
"6","0","0","1","0","0","6","2","0","16","91002","2","3000","1015","0","0","8","90006","3000","31042","145"
"7","0","0","1","0","0","7","2","0","18","91002","2","3500","1015","0","0","8","90006","3500","31042","146"
"8","0","0","1","0","0","8","2","0","20","91002","2","4000","1015","0","0","8","90006","4000","31042","147"
"9","0","0","1","0","0","9","2","0","25","91002","2","4500","1015","0","0","8","90006","4500","31042","148"
"10","0","0","1","0","0","-1","2","0","30","91002","2","5000","1015","0","0","8","90006","5000","31042","149"
"1","0","0","1","0","0","1","2","0","3","91002","2","300","1016","0","0","8","90006","300","31043","150"
"2","0","0","1","0","0","2","2","0","4","91002","2","400","1016","0","0","8","90006","400","31043","151"
"3","0","0","1","0","0","3","2","0","5","91002","2","500","1016","0","0","8","90006","500","31043","152"
"4","0","0","1","0","0","4","2","0","7","91002","2","750","1016","0","0","8","90006","750","31043","153"
"5","0","0","1","0","0","5","2","0","8","91002","2","1000","1016","0","0","8","90006","1000","31043","154"
"6","0","0","1","0","0","6","2","0","10","91002","2","1500","1016","0","0","8","90006","1500","31043","155"
"7","0","0","1","0","0","-1","2","0","12","91002","2","2000","1016","0","0","8","90006","2000","31043","156"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1019","0","0","12","0","10000","0","157"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1019","0","0","12","22002","250000","22003","158"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1019","0","0","12","22002","500000","22003","159"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1019","0","0","12","22002","750000","22003","160"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1019","0","0","12","22002","1000000","22003","161"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1020","0","0","12","0","10000","0","162"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1020","0","0","12","22002","250000","22003","163"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1020","0","0","12","22002","500000","22003","164"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1020","0","0","12","22002","750000","22003","165"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1020","0","0","12","22002","1000000","22003","166"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1021","0","0","12","0","10000","0","167"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1021","0","0","12","22002","250000","22003","168"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1021","0","0","12","22002","500000","22003","169"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1021","0","0","12","22002","750000","22003","170"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1021","0","0","12","22002","1000000","22003","171"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1022","0","0","12","0","10000","0","172"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1022","0","0","12","22002","250000","22003","173"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1022","0","0","12","22002","500000","22003","174"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1022","0","0","12","22002","750000","22003","175"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1022","0","0","12","22002","1000000","22003","176"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1023","0","0","12","0","10000","0","177"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1023","0","0","12","22002","250000","22003","178"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1023","0","0","12","22002","500000","22003","179"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1023","0","0","12","22002","750000","22003","180"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1023","0","0","12","22002","1000000","22003","181"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1024","0","0","12","0","10000","0","182"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1024","0","0","12","22002","250000","22003","183"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1024","0","0","12","22002","500000","22003","184"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1024","0","0","12","22002","750000","22003","185"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1024","0","0","12","22002","1000000","22003","186"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1025","0","0","12","0","10000","0","187"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1025","0","0","12","22002","250000","22003","188"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1025","0","0","12","22002","500000","22003","189"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1025","0","0","12","22002","750000","22003","190"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1025","0","0","12","22002","1000000","22003","191"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1026","0","0","12","0","10000","0","192"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1026","0","0","12","22002","250000","22003","193"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1026","0","0","12","22002","500000","22003","194"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1026","0","0","12","22002","750000","22003","195"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1026","0","0","12","22002","1000000","22003","196"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1027","0","0","12","0","10000","0","197"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1027","0","0","12","22002","250000","22003","198"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1027","0","0","12","22002","500000","22003","199"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1027","0","0","12","22002","750000","22003","200"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1027","0","0","12","22002","1000000","22003","201"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1028","0","0","12","0","10000","0","202"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1028","0","0","12","22002","250000","22003","203"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1028","0","0","12","22002","500000","22003","204"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1028","0","0","12","22002","750000","22003","205"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1028","0","0","12","22002","1000000","22003","206"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1029","0","0","12","0","10000","0","207"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1029","0","0","12","22002","250000","22003","208"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1029","0","0","12","22002","500000","22003","209"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1029","0","0","12","22002","750000","22003","210"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1029","0","0","12","22002","1000000","22003","211"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1030","0","0","12","0","10000","0","212"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1030","0","0","12","22002","250000","22003","213"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1030","0","0","12","22002","500000","22003","214"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1030","0","0","12","22002","750000","22003","215"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1030","0","0","12","22002","1000000","22003","216"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1031","0","0","12","0","10000","0","217"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1031","0","0","12","22002","250000","22003","218"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1031","0","0","12","22002","500000","22003","219"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1031","0","0","12","22002","750000","22003","220"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1031","0","0","12","22002","1000000","22003","221"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1032","0","0","12","0","10000","0","222"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1032","0","0","12","22002","250000","22003","223"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1032","0","0","12","22002","500000","22003","224"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1032","0","0","12","22002","750000","22003","225"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1032","0","0","12","22002","1000000","22003","226"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1033","0","0","12","0","10000","0","227"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1033","0","0","12","22002","250000","22003","228"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1033","0","0","12","22002","500000","22003","229"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1033","0","0","12","22002","750000","22003","230"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1033","0","0","12","22002","1000000","22003","231"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1034","0","0","12","0","10000","0","232"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1034","0","0","12","22002","250000","22003","233"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1034","0","0","12","22002","500000","22003","234"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1034","0","0","12","22002","750000","22003","235"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1034","0","0","12","22002","1000000","22003","236"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1035","0","0","12","0","10000","0","237"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1035","0","0","12","22002","250000","22003","238"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1035","0","0","12","22002","500000","22003","239"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1035","0","0","12","22002","750000","22003","240"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1035","0","0","12","22002","1000000","22003","241"
"1","0","0","1","0","0","1","0","0","0","94002","0","0","1036","0","0","12","0","10000","0","242"
"2","0","0","1","0","0","2","2","0","4","94002","2","20","1036","0","0","12","22002","250000","22003","243"
"3","0","0","1","0","0","3","2","0","8","94002","2","40","1036","0","0","12","22002","500000","22003","244"
"4","0","0","1","0","0","4","2","0","12","94002","2","60","1036","0","0","12","22002","750000","22003","245"
"5","0","0","1","0","0","-1","2","0","16","94002","2","80","1036","0","0","12","22002","1000000","22003","246"
