50160bcb2c94148df7d2c27b07504d075c7fee35d6c97eebe95e9dfa50007d6a,139fbc86f80ea9fd933da87a6373d9874ada79ba86b55d4068fdb26785d3bf57,c57a3141ff8bbb48b10643ede65356127756c31c48b250d9056c04d9542a8c2b,af7bb691d5d6211d9119bbc9eeb3728dc51b6d4cc79a36e02f1cc9a5d0be47fd,24609f845b4013585cb5a7f931b026379522e181556a77f7d0dd47f39d24ffe2,12fb7c6148dc8cdb4a4adbf877a985fc58ca67fbbad0a1d5058fa9cbe36134b3,71f5c78dd6e1ae3588958940afa34baa92ede718c95c80b84396bccf1853f019,4498f4968f5ed0ff9fde7b54aa500f8a1b4d5d879b094f4d938fda1ceb0d8a2c,6bb5bed54808c85a02112dff6dd7907bedf6ae6f21642f54b3025639aa5ab2e8,58ea8aa981350975842ab4d5454c37c5e8583ef608ff82e167e4f658eb608f22
"6231","2","6203","0","520000","0","0","25021","0","380"
"6241","2","6204","0","520000","0","0","25021","0","380"
"6251","2","6205","0","520000","0","0","25021","0","380"
"6311","2","6301","0","520000","0","0","25021","0","380"
"6321","2","6302","0","520000","0","0","25021","0","380"
"6331","2","6303","0","520000","0","0","25021","0","380"
"6341","2","6304","0","520000","0","0","25021","0","380"
"6351","2","6305","0","520000","0","0","25021","0","380"
"6411","2","6401","0","520000","0","0","25021","0","380"
"6421","2","6402","0","520000","0","0","25021","0","380"
"6431","2","6403","0","520000","0","0","25021","0","380"
"6441","2","6404","0","520000","0","0","25021","0","380"
"6451","2","6405","0","520000","0","0","25021","0","380"
"6511","2","6501","0","520000","0","0","25021","0","380"
"6521","2","6502","0","520000","0","0","25021","0","380"
"6531","2","6503","0","520000","0","0","25021","0","380"
"6541","2","6504","0","520000","0","0","25021","0","380"
"6551","2","6505","0","520000","0","0","25021","0","380"
"6611","2","6601","0","520000","0","0","25021","0","1900"
"6711","2","6701","0","520000","0","0","25021","0","380"
"6721","2","6702","0","520000","0","0","25021","0","380"
"6731","2","6703","0","520000","0","0","25021","0","380"
"6741","2","6704","0","520000","0","0","25021","0","380"
"6751","2","6705","0","520000","0","0","25021","0","380"
"6811","2","6801","0","520000","0","0","25021","0","380"
"6821","2","6802","0","520000","0","0","25021","0","380"
"6831","2","6803","0","520000","0","0","25021","0","380"
"6841","2","6804","0","520000","0","0","25021","0","380"
"6851","2","6805","0","520000","0","0","25021","0","380"
"6911","2","6901","0","520000","0","0","25021","0","380"
"6921","2","6902","0","520000","0","0","25021","0","380"
"6931","2","6903","0","520000","0","0","25021","0","380"
"6941","2","6904","0","520000","0","0","25021","0","380"
"6951","2","6905","0","520000","0","0","25021","0","380"
"7011","2","7001","0","520000","0","0","25021","0","380"
"7021","2","7002","0","520000","0","0","25021","0","380"
"7031","2","7003","0","520000","0","0","25021","0","380"
"7041","2","7004","0","520000","0","0","25021","0","380"
"7051","2","7005","0","520000","0","0","25021","0","380"
"7111","2","7101","0","520000","0","0","25021","0","380"
"7121","2","7102","0","520000","0","0","25021","0","380"
"7131","2","7103","0","520000","0","0","25021","0","380"
"7141","2","7104","0","520000","0","0","25021","0","380"
"7151","2","7105","0","520000","0","0","25021","0","380"
"7211","2","7201","0","520000","0","0","25021","0","1900"
"7311","2","7301","0","520000","0","0","25021","0","380"
"7321","2","7302","0","520000","0","0","25021","0","380"
"7331","2","7303","0","520000","0","0","25021","0","380"
"7341","2","7304","0","520000","0","0","25021","0","380"
"7351","2","7305","0","520000","0","0","25021","0","380"
"7411","2","7401","0","520000","0","0","25021","0","380"
"7421","2","7402","0","520000","0","0","25021","0","380"
"7431","2","7403","0","520000","0","0","25021","0","380"
"7441","2","7404","0","520000","0","0","25021","0","380"
"7451","2","7405","0","520000","0","0","25021","0","380"
"7511","2","7501","0","520000","0","0","25021","0","380"
"7521","2","7502","0","520000","0","0","25021","0","380"
"7531","2","7503","0","520000","0","0","25021","0","380"
"7541","2","7504","0","520000","0","0","25021","0","380"
"7551","2","7505","0","520000","0","0","25021","0","380"
"7611","2","7601","0","520000","0","0","25021","0","380"
"7621","2","7602","0","520000","0","0","25021","0","380"
"7631","2","7603","0","520000","0","0","25021","0","380"
"7641","2","7604","0","520000","0","0","25021","0","380"
"7651","2","7605","0","520000","0","0","25021","0","380"
"7711","2","7701","0","520000","0","0","25021","0","1900"
"7811","2","7801","0","520000","0","0","25021","0","950"
"7821","2","7802","0","520000","0","0","25021","0","950"
"7911","2","7901","0","520000","0","0","25021","0","380"
"7921","2","7902","0","520000","0","0","25021","0","380"
"7931","2","7903","0","520000","0","0","25021","0","380"
"7941","2","7904","0","520000","0","0","25021","0","380"
"7951","2","7905","0","520000","0","0","25021","0","380"
"8011","2","8001","0","520000","0","0","25021","0","380"
"8021","2","8002","0","520000","0","0","25021","0","380"
"8031","2","8003","0","520000","0","0","25021","0","380"
"8041","2","8004","0","520000","0","0","25021","0","380"
"8051","2","8005","0","520000","0","0","25021","0","380"
"8111","2","8101","0","520000","0","0","25021","0","380"
"8121","2","8102","0","520000","0","0","25021","0","380"
"8131","2","8103","0","520000","0","0","25021","0","380"
"8141","2","8104","0","520000","0","0","25021","0","380"
"8151","2","8105","0","520000","0","0","25021","0","380"
"8211","2","8201","0","530000","0","0","25021","0","460"
"8221","2","8202","0","530000","0","0","25021","0","460"
"8231","2","8203","0","530000","0","0","25021","0","460"
"8241","2","8204","0","530000","0","0","25021","0","460"
"8251","2","8205","0","530000","0","0","25021","0","460"
"8311","2","8301","0","530000","0","0","25021","0","460"
"8321","2","8302","0","530000","0","0","25021","0","460"
"8331","2","8303","0","530000","0","0","25021","0","460"
"8341","2","8304","0","530000","0","0","25021","0","460"
"8351","2","8305","0","530000","0","0","25021","0","460"
"8411","2","8401","0","530000","0","0","25021","0","460"
"8421","2","8402","0","530000","0","0","25021","0","460"
"8431","2","8403","0","530000","0","0","25021","0","460"
"8441","2","8404","0","530000","0","0","25021","0","460"
"8451","2","8405","0","530000","0","0","25021","0","460"
"8511","2","8501","0","530000","0","0","25021","0","460"
"8521","2","8502","0","530000","0","0","25021","0","460"
"8531","2","8503","0","530000","0","0","25021","0","460"
"8541","2","8504","0","530000","0","0","25021","0","460"
"8551","2","8505","0","530000","0","0","25021","0","460"
"8611","2","8601","0","530000","0","0","25021","0","460"
"8621","2","8602","0","530000","0","0","25021","0","460"
"8631","2","8603","0","530000","0","0","25021","0","460"
"8641","2","8604","0","530000","0","0","25021","0","460"
"8651","2","8605","0","530000","0","0","25021","0","460"
"8711","2","8701","0","530000","0","0","25021","0","460"
"8721","2","8702","0","530000","0","0","25021","0","460"
"8731","2","8703","0","530000","0","0","25021","0","460"
"8741","2","8704","0","530000","0","0","25021","0","460"
"8751","2","8705","0","530000","0","0","25021","0","460"
"8811","2","8801","0","530000","0","0","25021","0","460"
"8821","2","8802","0","530000","0","0","25021","0","460"
"8831","2","8803","0","530000","0","0","25021","0","460"
"8841","2","8804","0","530000","0","0","25021","0","460"
"8851","2","8805","0","530000","0","0","25021","0","460"
"8911","2","8901","0","530000","0","0","25021","0","460"
"8921","2","8902","0","530000","0","0","25021","0","460"
"8931","2","8903","0","530000","0","0","25021","0","460"
"8941","2","8904","0","530000","0","0","25021","0","460"
"8951","2","8905","0","530000","0","0","25021","0","460"
"9011","2","9001","0","530000","0","0","25021","0","460"
"9021","2","9002","0","530000","0","0","25021","0","460"
"9031","2","9003","0","530000","0","0","25021","0","460"
"9041","2","9004","0","530000","0","0","25021","0","460"
"9051","2","9005","0","530000","0","0","25021","0","460"
"9111","2","9101","0","530000","0","0","25021","0","460"
"9121","2","9102","0","530000","0","0","25021","0","460"
"9131","2","9103","0","530000","0","0","25021","0","460"
"9141","2","9104","0","530000","0","0","25021","0","460"
"9151","2","9105","0","530000","0","0","25021","0","460"
"9211","2","9201","0","530000","0","0","25021","0","460"
"9221","2","9202","0","530000","0","0","25021","0","460"
"9231","2","9203","0","530000","0","0","25021","0","460"
"9241","2","9204","0","530000","0","0","25021","0","460"
"9251","2","9205","0","530000","0","0","25021","0","460"
"9311","2","9301","0","530000","0","0","25021","0","460"
"9321","2","9302","0","530000","0","0","25021","0","460"
"9331","2","9303","0","530000","0","0","25021","0","460"
"9341","2","9304","0","530000","0","0","25021","0","460"
"9351","2","9305","0","530000","0","0","25021","0","460"
"9411","2","9401","0","530000","0","0","25021","0","460"
"9421","2","9402","0","530000","0","0","25021","0","460"
"9431","2","9403","0","530000","0","0","25021","0","460"
"9441","2","9404","0","530000","0","0","25021","0","460"
"9451","2","9405","0","530000","0","0","25021","0","460"
"9511","2","9501","0","530000","0","0","25021","0","460"
"9521","2","9502","0","530000","0","0","25021","0","460"
"9531","2","9503","0","530000","0","0","25021","0","460"
"9541","2","9504","0","530000","0","0","25021","0","460"
"9551","2","9505","0","530000","0","0","25021","0","460"
"9611","2","9601","0","530000","0","0","25021","0","460"
"9621","2","9602","0","530000","0","0","25021","0","460"
"9631","2","9603","0","530000","0","0","25021","0","460"
"9641","2","9604","0","530000","0","0","25021","0","460"
"9651","2","9605","0","530000","0","0","25021","0","460"
"9711","2","9701","0","530000","0","0","25021","0","460"
"9721","2","9702","0","530000","0","0","25021","0","460"
"9731","2","9703","0","530000","0","0","25021","0","460"
"9741","2","9704","0","530000","0","0","25021","0","460"
"9751","2","9705","0","530000","0","0","25021","0","460"
"9811","2","9801","0","530000","0","0","25021","0","460"
"9821","2","9802","0","530000","0","0","25021","0","460"
"9831","2","9803","0","530000","0","0","25021","0","460"
"9841","2","9804","0","530000","0","0","25021","0","460"
"9851","2","9805","0","530000","0","0","25021","0","460"
"9911","2","9901","0","530000","0","0","25021","0","460"
"9921","2","9902","0","530000","0","0","25021","0","460"
"9931","2","9903","0","530000","0","0","25021","0","460"
"9941","2","9904","0","530000","0","0","25021","0","460"
"9951","2","9905","0","530000","0","0","25021","0","460"
"10011","2","10001","0","530000","0","0","25021","0","460"
"10021","2","10002","0","530000","0","0","25021","0","460"
"10031","2","10003","0","530000","0","0","25021","0","460"
"10041","2","10004","0","530000","0","0","25021","0","460"
"10051","2","10005","0","530000","0","0","25021","0","460"
"10111","2","10101","0","530000","0","0","25021","0","460"
"10121","2","10102","0","530000","0","0","25021","0","460"
"10131","2","10103","0","530000","0","0","25021","0","460"
"10141","2","10104","0","530000","0","0","25021","0","460"
"10151","2","10105","0","530000","0","0","25021","0","460"
"10211","2","10201","0","530000","0","0","25021","0","460"
"10221","2","10202","0","530000","0","0","25021","0","460"
"10231","2","10203","0","530000","0","0","25021","0","460"
"10241","2","10204","0","530000","0","0","25021","0","460"
"10251","2","10205","0","530000","0","0","25021","0","460"
"10311","2","10301","0","530000","0","0","25021","0","460"
"10321","2","10302","0","530000","0","0","25021","0","460"
"10331","2","10303","0","530000","0","0","25021","0","460"
"10341","2","10304","0","530000","0","0","25021","0","460"
"10351","2","10305","0","530000","0","0","25021","0","460"
"10411","2","10401","0","530000","0","0","25021","0","460"
"10421","2","10402","0","530000","0","0","25021","0","460"
"10431","2","10403","0","530000","0","0","25021","0","460"
"10441","2","10404","0","530000","0","0","25021","0","460"
"10451","2","10405","0","530000","0","0","25021","0","460"
"10511","2","10501","0","530000","0","0","25021","0","460"
"10521","2","10502","0","530000","0","0","25021","0","460"
"10531","2","10503","0","530000","0","0","25021","0","460"
"10541","2","10504","0","530000","0","0","25021","0","460"
"10551","2","10505","0","530000","0","0","25021","0","460"
"10611","2","10601","0","530000","0","0","25021","0","460"
"10621","2","10602","0","530000","0","0","25021","0","460"
"10631","2","10603","0","530000","0","0","25021","0","460"
"10641","2","10604","0","530000","0","0","25021","0","460"
"10651","2","10605","0","530000","0","0","25021","0","460"
"10711","2","10701","0","530000","0","0","25021","0","460"
"10721","2","10702","0","530000","0","0","25021","0","460"
"10731","2","10703","0","530000","0","0","25021","0","460"
"10741","2","10704","0","530000","0","0","25021","0","460"
"10751","2","10705","0","530000","0","0","25021","0","460"
"10811","2","10801","0","530000","0","0","25021","0","460"
"10821","2","10802","0","530000","0","0","25021","0","460"
"10831","2","10803","0","530000","0","0","25021","0","460"
"10841","2","10804","0","530000","0","0","25021","0","460"
"10851","2","10805","0","530000","0","0","25021","0","460"
"10911","2","10901","0","530000","0","0","25021","0","460"
"10921","2","10902","0","530000","0","0","25021","0","460"
"10931","2","10903","0","530000","0","0","25021","0","460"
"10941","2","10904","0","530000","0","0","25021","0","460"
"10951","2","10905","0","530000","0","0","25021","0","460"
"11011","2","11001","0","540000","0","0","25021","0","580"
"11021","2","11002","0","540000","0","0","25021","0","580"
"11031","2","11003","0","540000","0","0","25021","0","580"
"11041","2","11004","0","540000","0","0","25021","0","580"
"11051","2","11005","0","540000","0","0","25021","0","580"
"11111","2","11101","0","540000","0","0","25021","0","580"
"11121","2","11102","0","540000","0","0","25021","0","580"
