1bc8340e46acb1006902c975bb258b674d1a100370e6f556d91fc1615f8c772f,e3988afbbb1e4e28fb7a7ddd5141cadab9de763de4b0f12ebd4678f16b42b676,0197bd7c6088b7ae518f119b48248fad4146db154af5efe4fb907110719e8e06,a35e12800da00651174dd24479dc66889bc0dbaccefd716afcfe315d2a6faa2f,3e0b57526089584c9d9c68269a42aed5ce23df290b7c9eede65744b90347af55,8c1b24db8de1d3ef47f4d58262963f5d5d15272daae36b0e5fee940d1deb7699,38212c08e62b6fb00a7d42c78dbe7b9eb0ca0f7a54959b13c6f547cc627a38dc,b4d7b12ee2fd0270fc708764fca4aa2323e1d8afdd20c98cf0e1534410be6514,7f170e6124f0811f985db7ce32c42764c6f024e5872153795b3ef4582555e08d,2c0532e3c11288c88e0ba6df929243ac744ef43882be8ad4b7208f82c6412640,982f394303b4e66a0f6ade5a40fd56982a33ce48e8bcc65a7d5b643115bccc57,af3337a4060a3e86c60e7ec85a2a185c44b9689a659a3f480fe3b1daa8495b07
"300104","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","13050000000000","1","1","3001","-1","300104"
"300105","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","12600000000000","1","1","3001","-1","300105"
"300106","3","36000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","11550000000000","1","1","3001","-1","300106"
"300107","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","11100000000000","1","1","3001","-1","300107"
"300108","3","36000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","10650000000000","1","1","3001","-1","300108"
"300109","3","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","0","毎秒ＨＰ回復90秒","10050000000000","1","1","3001","-1","300109"
"300110","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","9600000000000","1","1","3001","-1","300110"
"300111","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","9000000000000","1","1","3001","-1","300111"
"300112","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","8550000000000","1","1","3001","-1","300112"
"300113","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","8100000000000","1","1","3001","-1","300113"
"300114","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","7050000000000","1","1","3001","-1","300114"
"300115","3","36000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","6600000000000","1","1","3001","-1","300115"
"300116","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","6150000000000","1","1","3001","-1","300116"
"300117","3","36000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","5550000000000","1","1","3001","-1","300117"
"300118","3","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","0","毎秒ＨＰ回復90秒","5100000000000","1","1","3001","-1","300118"
"300119","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","4650000000000","1","1","3001","-1","300119"
"300120","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","4050000000000","1","1","3001","-1","300120"
"300121","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","3600000000000","1","1","3001","-1","300121"
"300122","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","3150000000000","1","1","3001","-1","300122"
"300123","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","2700000000000","1","1","3001","-1","300123"
"300124","3","36000","バトル開始時、味方のＴＰが150アップ","0","TP150アップ","2100000000000","1","1","3001","-1","300124"
"300125","3","36000","バトル開始から15秒間、味方が無敵状態になる","0","無敵15秒","1650000000000","1","1","3001","-1","300125"
"300126","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","1200000000000","1","1","3001","-1","300126"
"300127","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","600000000000","1","1","3001","-1","300127"
"300128","3","36000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","150000000000","1","1","3001","-1","300128"
"300201","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","17460000000000","1","1","3002","-1","300201"
"300202","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","16740000000000","1","1","3002","-1","300202"
"300203","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","16200000000000","1","1","3002","-1","300203"
"300204","3","36000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","15660000000000","1","1","3002","-1","300204"
"300205","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","15120000000000","1","1","3002","-1","300205"
"300206","3","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","14400000000000","1","1","3002","-1","300206"
"300207","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","13320000000000","1","1","3002","-1","300207"
"300208","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","12780000000000","1","1","3002","-1","300208"
"300209","3","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","12060000000000","1","1","3002","-1","300209"
"300210","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","11520000000000","1","1","3002","-1","300210"
"300211","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","10800000000000","1","1","3002","-1","300211"
"300212","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","10260000000000","1","1","3002","-1","300212"
"300213","3","36000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","9720000000000","1","1","3002","-1","300213"
"300214","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","9180000000000","1","1","3002","-1","300214"
"300215","3","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","8460000000000","1","1","3002","-1","300215"
"300216","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","7380000000000","1","1","3002","-1","300216"
"300217","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","6660000000000","1","1","3002","-1","300217"
"300218","3","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","6120000000000","1","1","3002","-1","300218"
"300219","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","5580000000000","1","1","3002","-1","300219"
"300220","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","4860000000000","1","1","3002","-1","300220"
"300221","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","4320000000000","1","1","3002","-1","300221"
"300222","3","36000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","3780000000000","1","1","3002","-1","300222"
"300223","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","3240000000000","1","1","3002","-1","300223"
"300224","3","36000","バトル開始時、味方のＴＰが150アップ","0","TP150アップ","2520000000000","1","1","3002","-1","300224"
"300225","3","36000","バトル開始から15秒間、味方が無敵状態になる","0","無敵15秒","1980000000000","1","1","3002","-1","300225"
"300226","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","1440000000000","1","1","3002","-1","300226"
"300227","3","36000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","720000000000","1","1","3002","-1","300227"
"300228","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","180000000000","1","1","3002","-1","300228"
"300301","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","14550000000000","1","1","3003","-1","300301"
"300302","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","13950000000000","1","1","3003","-1","300302"
"300303","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","13050000000000","1","1","3003","-1","300303"
"300304","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","12600000000000","1","1","3003","-1","300304"
"300305","3","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","12000000000000","1","1","3003","-1","300305"
"300306","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","11550000000000","1","1","3003","-1","300306"
"300307","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","11100000000000","1","1","3003","-1","300307"
"300308","3","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","0","毎秒ＨＰ回復90秒","10650000000000","1","1","3003","-1","300308"
"300309","3","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","0","毎秒ＴＰアップ90秒","10050000000000","1","1","3003","-1","300309"
"300310","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","9600000000000","1","1","3003","-1","300310"
"300311","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","9000000000000","1","1","3003","-1","300311"
"300312","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","8100000000000","1","1","3003","-1","300312"
"300313","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","7650000000000","1","1","3003","-1","300313"
"300314","3","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","7050000000000","1","1","3003","-1","300314"
"300315","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","6600000000000","1","1","3003","-1","300315"
"300316","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","6150000000000","1","1","3003","-1","300316"
"300317","3","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","0","毎秒ＨＰ回復90秒","5550000000000","1","1","3003","-1","300317"
"300318","3","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","0","毎秒ＴＰアップ90秒","5100000000000","1","1","3003","-1","300318"
"300319","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","4650000000000","1","1","3003","-1","300319"
"300320","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","4050000000000","1","1","3003","-1","300320"
"300321","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","3600000000000","1","1","3003","-1","300321"
"300322","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","3150000000000","1","1","3003","-1","300322"
"300323","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","2700000000000","1","1","3003","-1","300323"
"300324","3","36000","バトル開始時、味方のＴＰが150アップ","0","TP150アップ","2100000000000","1","1","3003","-1","300324"
"300325","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","1650000000000","1","1","3003","-1","300325"
"300326","3","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","1200000000000","1","1","3003","-1","300326"
"300327","3","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","0","毎秒ＨＰ回復90秒","600000000000","1","1","3003","-1","300327"
"300328","3","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","0","毎秒ＴＰアップ90秒","150000000000","1","1","3003","-1","300328"
"300401","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","17460000000000","1","1","3004","-1","300401"
"300402","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","16740000000000","1","1","3004","-1","300402"
"300403","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","16200000000000","1","1","3004","-1","300403"
"300404","3","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","15660000000000","1","1","3004","-1","300404"
"300405","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","15120000000000","1","1","3004","-1","300405"
"300406","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","13860000000000","1","1","3004","-1","300406"
"300407","3","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","13320000000000","1","1","3004","-1","300407"
"300408","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","12780000000000","1","1","3004","-1","300408"
"300409","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","12060000000000","1","1","3004","-1","300409"
"300410","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","11520000000000","1","1","3004","-1","300410"
"300411","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","10800000000000","1","1","3004","-1","300411"
"300412","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","10260000000000","1","1","3004","-1","300412"
"300413","3","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","9720000000000","1","1","3004","-1","300413"
"300414","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","9180000000000","1","1","3004","-1","300414"
"300415","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","7920000000000","1","1","3004","-1","300415"
"300416","3","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","7380000000000","1","1","3004","-1","300416"
"300417","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","6660000000000","1","1","3004","-1","300417"
"300418","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","6120000000000","1","1","3004","-1","300418"
"300419","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","5580000000000","1","1","3004","-1","300419"
"300420","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","4860000000000","1","1","3004","-1","300420"
"300421","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","4320000000000","1","1","3004","-1","300421"
"300422","3","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","3780000000000","1","1","3004","-1","300422"
"300423","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","3240000000000","1","1","3004","-1","300423"
"300424","3","36000","バトル開始時、味方のＴＰが150アップ","0","TP150アップ","2520000000000","1","1","3004","-1","300424"
"300425","3","36000","バトル開始から15秒間、味方が無敵状態になる","0","無敵15秒","1980000000000","1","1","3004","-1","300425"
"300426","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","1440000000000","1","1","3004","-1","300426"
"300427","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","720000000000","1","1","3004","-1","300427"
"300428","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","180000000000","1","1","3004","-1","300428"
"300501","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","64020000000000","1","1","3005","-1","300501"
"300502","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","61380000000000","1","1","3005","-1","300502"
"300503","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","59400000000000","1","1","3005","-1","300503"
"300504","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","57420000000000","1","1","3005","-1","300504"
"300505","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","55440000000000","1","1","3005","-1","300505"
"300506","3","36000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","52800000000000","1","1","3005","-1","300506"
"300507","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","50820000000000","1","1","3005","-1","300507"
"300508","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","48840000000000","1","1","3005","-1","300508"
"300509","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","46860000000000","1","1","3005","-1","300509"
"300510","3","36000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","44220000000000","1","1","3005","-1","300510"
"300511","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","42240000000000","1","1","3005","-1","300511"
"300512","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","39600000000000","1","1","3005","-1","300512"
"300513","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","37620000000000","1","1","3005","-1","300513"
"300514","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","35640000000000","1","1","3005","-1","300514"
"300515","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","33660000000000","1","1","3005","-1","300515"
"300516","3","36000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","31020000000000","1","1","3005","-1","300516"
"300517","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","29040000000000","1","1","3005","-1","300517"
"300518","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","27060000000000","1","1","3005","-1","300518"
"300519","3","36000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","24420000000000","1","1","3005","-1","300519"
"300520","3","36000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","22440000000000","1","1","3005","-1","300520"
"300521","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","20460000000000","1","1","3005","-1","300521"
"300522","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","17820000000000","1","1","3005","-1","300522"
"300523","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","15840000000000","1","1","3005","-1","300523"
"300524","3","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","13860000000000","1","1","3005","-1","300524"
"300525","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","11880000000000","1","1","3005","-1","300525"
"300526","3","36000","バトル開始時、味方のＴＰが150アップ","0","TP150アップ","9240000000000","1","1","3005","-1","300526"
"300527","3","36000","バトル開始から15秒間、味方が無敵状態になる","0","無敵15秒","7260000000000","1","1","3005","-1","300527"
"300528","3","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","5280000000000","1","1","3005","-1","300528"
"300529","3","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","2640000000000","1","1","3005","-1","300529"
"300530","3","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","660000000000","1","1","3005","-1","300530"
"300601","3","54000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","29100000000000","1","1","3006","-1","300601"
"300602","3","54000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","27000000000000","1","1","3006","-1","300602"
"300603","3","54000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","25200000000000","1","1","3006","-1","300603"
"300604","3","54000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","23100000000000","1","1","3006","-1","300604"
"300605","3","54000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","21300000000000","1","1","3006","-1","300605"
"300606","3","54000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","19200000000000","1","1","3006","-1","300606"
"300607","3","54000","バトル開始から90秒間、味方のＨＰが毎秒回復","0","毎秒ＨＰ回復90秒","17100000000000","1","1","3006","-1","300607"
"300608","3","54000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","15300000000000","1","1","3006","-1","300608"
"300609","3","54000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","13200000000000","1","1","3006","-1","300609"
"300610","3","54000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","11100000000000","1","1","3006","-1","300610"
"300611","3","54000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","9300000000000","1","1","3006","-1","300611"
"300612","3","54000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","8100000000000","1","1","3006","-1","300612"
"300613","3","54000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","6300000000000","1","1","3006","-1","300613"
"300614","3","54000","バトル開始から90秒間、味方のＨＰが毎秒回復","0","毎秒ＨＰ回復90秒","4200000000000","1","1","3006","-1","300614"
"300615","3","54000","バトル開始から15秒間、味方が無敵状態になる","0","無敵15秒","3300000000000","1","1","3006","-1","300615"
"300616","3","54000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","2400000000000","1","1","3006","-1","300616"
"300617","3","54000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","1200000000000","1","1","3006","-1","300617"
"300618","3","54000","バトル開始から90秒間、敵の魔法防御力がダウン","0","魔法防御ダウン90秒","300000000000","1","1","3006","-1","300618"
"300701","3","54000","バトル開始から90秒間、味方のＨＰが毎秒回復","0","毎秒ＨＰ回復90秒","34920000000000","1","1","3007","-1","300701"
"300702","3","54000","バトル開始から90秒間、敵の物理攻撃力がダウン","0","物理攻撃ダウン90秒","32400000000000","1","1","3007","-1","300702"
"300703","3","54000","バトル開始から90秒間、敵の魔法攻撃力がダウン","0","魔法攻撃ダウン90秒","30240000000000","1","1","3007","-1","300703"
"300704","3","54000","バトル開始から90秒間、味方の物理攻撃力がアップ","0","物理攻撃アップ90秒","27720000000000","1","1","3007","-1","300704"
"300705","3","54000","バトル開始から90秒間、味方の魔法攻撃力がアップ","0","魔法攻撃アップ90秒","25560000000000","1","1","3007","-1","300705"
"300706","3","54000","バトル開始から90秒間、敵の物理防御力がダウン","0","物理防御ダウン90秒","23040000000000","1","1","3007","-1","300706"
"300707","3","54000","バトル開始から90秒間、味方のＴＰが毎秒アップ","0","毎秒ＴＰアップ90秒","20520000000000","1","1","3007","-1","300707"
"300708","3","54000","バトル開始から90秒間、味方のＨＰが毎秒回復","0","毎秒ＨＰ回復90秒","18360000000000","1","1","3007","-1","300708"
