781e4cf860991bf6c21f5c9d89f420abf53edc3648ddcbea41d0e8abfb7ebe01,3b775f03ad1a44aab70218c1a4ab9c8e714ce9605061e7a69446cea6d255362b,4e4212c728ba293619610ced81615cd75619f356eefebeb50dc8ed4325ac7a7f,6758576743b1c1242c6d050e36c97c2ee7098c85689378af7fabdd66746a72a8,d5fd808d7a13b341a796fb18d224a9dacb8a6e0e2dc39e7a378bd15f65fcd3dc,92c750b441241fbecb1bec4e516883715f85847397e5ce32af9ab08d91d2d466,3ac38d56c1720f362d18f1c99565e1bdae334db5bf9fa72bbd1263d03d44d3d0,4468b76e1fc24e8cea36e282960bf568f4efb99dfd7925f17058d0ab9d7227fd,116429701f6bb14c5e15567509648a3d832525f469b04339fbec32c60daf0855,fbb3760e2c95e87eb06be921d7c7b6b2211e1ec6c42baad0bf1751b18aa7187a,6b1e28fdd081e58e3880e50287a85e247bc668d7c6b99615f802dfddfe99314c,e01bf821cd26dc91df4bf80186a4d04a36f36980f5f3489b63142e6d3607e787,42f8437a55e651e3a5032004cf2a67217a5bc85ec8836d31fc0d91bfc4dba245,871ba65ffb9d394e44c891cc0eac061d80510cec056022c234c0b17b60f8ec14,3af5afe478fa3e811695e91ed4786b4fe1f209a086904706a08a19c3056fa351,8d7f0ad53c9709d48a869c045811154dcf808181a298a191f0d03eadafbc5639,8219f97ebdf96cd0abbbb8ca7ce0bf99960e9b7c6bb833215e2a6ffdd8b56bf7,22ceae46804cc494ad41c819d5e39a030b23800d9fd2e6bead9580446726b4df,b1d8e1ac4329050d67634565cd3b07cf7e31f7063b7cad523654de100fc4d845,448ec165e7e588eb691ef258a2bac636b9cce990039570e99144deb00bbe21b1,4f7a82139a14888f987413522db6f62267fe770e758b4e08d63ccd18cbe8733e
"40","5000","0","0","2","90006","2","0","0","1005","1","31025","5000","0","20","8","0","91002","0","1","30"
"41","4500","0","0","2","90006","2","0","0","1005","1","31025","4500","0","100","8","0","91002","0","21","25"
"42","4000","0","0","2","90006","2","0","0","1005","1","31025","4000","0","250","8","0","91002","0","101","20"
"43","3500","0","0","2","90006","2","0","0","1005","1","31025","3500","0","500","8","0","91002","0","251","18"
"44","3000","0","0","2","90006","2","0","0","1005","1","31025","3000","0","1000","8","0","91002","0","501","16"
"45","2500","0","0","2","90006","2","0","0","1005","1","31025","2500","0","2000","8","0","91002","0","1001","14"
"46","2000","0","0","2","90006","2","0","0","1005","1","31025","2000","0","3000","8","0","91002","0","2001","12"
"47","1500","0","0","2","90006","2","0","0","1005","1","31025","1500","0","5000","8","0","91002","0","3001","10"
"48","1000","0","0","2","90006","2","0","0","1005","1","31025","1000","0","10000","8","0","91002","0","5001","8"
"49","500","0","0","2","90006","2","0","0","1005","1","31025","500","0","-1","8","0","91002","0","10001","5"
"50","5000","0","0","2","90006","2","0","0","1006","1","31043","5000","0","20","8","0","91002","0","1","30"
"51","4500","0","0","2","90006","2","0","0","1006","1","31043","4500","0","100","8","0","91002","0","21","25"
"52","4000","0","0","2","90006","2","0","0","1006","1","31043","4000","0","250","8","0","91002","0","101","20"
"53","3500","0","0","2","90006","2","0","0","1006","1","31043","3500","0","500","8","0","91002","0","251","18"
"54","3000","0","0","2","90006","2","0","0","1006","1","31043","3000","0","1000","8","0","91002","0","501","16"
"55","2500","0","0","2","90006","2","0","0","1006","1","31043","2500","0","2000","8","0","91002","0","1001","14"
"56","2000","0","0","2","90006","2","0","0","1006","1","31043","2000","0","3000","8","0","91002","0","2001","12"
"57","1500","0","0","2","90006","2","0","0","1006","1","31043","1500","0","5000","8","0","91002","0","3001","10"
"58","1000","0","0","2","90006","2","0","0","1006","1","31043","1000","0","10000","8","0","91002","0","5001","8"
"59","500","0","0","2","90006","2","0","0","1006","1","31043","500","0","-1","8","0","91002","0","10001","5"
"60","5000","0","0","2","90006","2","0","0","1007","1","31022","5000","0","20","8","0","91002","0","1","30"
"61","4500","0","0","2","90006","2","0","0","1007","1","31022","4500","0","100","8","0","91002","0","21","25"
"62","4000","0","0","2","90006","2","0","0","1007","1","31022","4000","0","250","8","0","91002","0","101","20"
"63","3500","0","0","2","90006","2","0","0","1007","1","31022","3500","0","500","8","0","91002","0","251","18"
"64","3000","0","0","2","90006","2","0","0","1007","1","31022","3000","0","1000","8","0","91002","0","501","16"
"65","2500","0","0","2","90006","2","0","0","1007","1","31022","2500","0","2000","8","0","91002","0","1001","14"
"66","2000","0","0","2","90006","2","0","0","1007","1","31022","2000","0","3000","8","0","91002","0","2001","12"
"67","1500","0","0","2","90006","2","0","0","1007","1","31022","1500","0","5000","8","0","91002","0","3001","10"
"68","1000","0","0","2","90006","2","0","0","1007","1","31022","1000","0","10000","8","0","91002","0","5001","8"
"69","500","0","0","2","90006","2","0","0","1007","1","31022","500","0","-1","8","0","91002","0","10001","5"
"70","5000","0","0","2","90006","2","0","0","1008","1","31042","5000","0","20","8","0","91002","0","1","30"
"71","4500","0","0","2","90006","2","0","0","1008","1","31042","4500","0","100","8","0","91002","0","21","25"
"72","4000","0","0","2","90006","2","0","0","1008","1","31042","4000","0","250","8","0","91002","0","101","20"
"73","3500","0","0","2","90006","2","0","0","1008","1","31042","3500","0","500","8","0","91002","0","251","18"
"74","3000","0","0","2","90006","2","0","0","1008","1","31042","3000","0","1000","8","0","91002","0","501","16"
"75","2500","0","0","2","90006","2","0","0","1008","1","31042","2500","0","2000","8","0","91002","0","1001","14"
"76","2000","0","0","2","90006","2","0","0","1008","1","31042","2000","0","3000","8","0","91002","0","2001","12"
"77","1500","0","0","2","90006","2","0","0","1008","1","31042","1500","0","5000","8","0","91002","0","3001","10"
"78","1000","0","0","2","90006","2","0","0","1008","1","31042","1000","0","10000","8","0","91002","0","5001","8"
"79","500","0","0","2","90006","2","0","0","1008","1","31042","500","0","-1","8","0","91002","0","10001","5"
"80","5000","0","0","2","90006","2","0","0","1009","1","31018","5000","0","20","8","0","91002","0","1","30"
"81","4500","0","0","2","90006","2","0","0","1009","1","31018","4500","0","100","8","0","91002","0","21","25"
"82","4000","0","0","2","90006","2","0","0","1009","1","31018","4000","0","250","8","0","91002","0","101","20"
"83","3500","0","0","2","90006","2","0","0","1009","1","31018","3500","0","500","8","0","91002","0","251","18"
"84","3000","0","0","2","90006","2","0","0","1009","1","31018","3000","0","1000","8","0","91002","0","501","16"
"85","2500","0","0","2","90006","2","0","0","1009","1","31018","2500","0","2000","8","0","91002","0","1001","14"
"86","2000","0","0","2","90006","2","0","0","1009","1","31018","2000","0","3000","8","0","91002","0","2001","12"
"87","1500","0","0","2","90006","2","0","0","1009","1","31018","1500","0","5000","8","0","91002","0","3001","10"
"88","1000","0","0","2","90006","2","0","0","1009","1","31018","1000","0","10000","8","0","91002","0","5001","8"
"89","500","0","0","2","90006","2","0","0","1009","1","31018","500","0","-1","8","0","91002","0","10001","5"
"90","5000","0","0","2","90006","2","0","0","1010","1","31025","5000","0","20","8","0","91002","0","1","30"
"91","4500","0","0","2","90006","2","0","0","1010","1","31025","4500","0","100","8","0","91002","0","21","25"
"92","4000","0","0","2","90006","2","0","0","1010","1","31025","4000","0","250","8","0","91002","0","101","20"
"93","3500","0","0","2","90006","2","0","0","1010","1","31025","3500","0","500","8","0","91002","0","251","18"
"94","3000","0","0","2","90006","2","0","0","1010","1","31025","3000","0","1000","8","0","91002","0","501","16"
"95","2500","0","0","2","90006","2","0","0","1010","1","31025","2500","0","2000","8","0","91002","0","1001","14"
"96","2000","0","0","2","90006","2","0","0","1010","1","31025","2000","0","3000","8","0","91002","0","2001","12"
"97","1500","0","0","2","90006","2","0","0","1010","1","31025","1500","0","5000","8","0","91002","0","3001","10"
"98","1000","0","0","2","90006","2","0","0","1010","1","31025","1000","0","10000","8","0","91002","0","5001","8"
"99","500","0","0","2","90006","2","0","0","1010","1","31025","500","0","-1","8","0","91002","0","10001","5"
"100","5000","0","0","2","90006","2","0","0","1011","1","31043","5000","0","20","8","0","91002","0","1","30"
"101","4500","0","0","2","90006","2","0","0","1011","1","31043","4500","0","100","8","0","91002","0","21","25"
"102","4000","0","0","2","90006","2","0","0","1011","1","31043","4000","0","250","8","0","91002","0","101","20"
"103","3500","0","0","2","90006","2","0","0","1011","1","31043","3500","0","500","8","0","91002","0","251","18"
"104","3000","0","0","2","90006","2","0","0","1011","1","31043","3000","0","1000","8","0","91002","0","501","16"
"105","2500","0","0","2","90006","2","0","0","1011","1","31043","2500","0","2000","8","0","91002","0","1001","14"
"106","2000","0","0","2","90006","2","0","0","1011","1","31043","2000","0","3000","8","0","91002","0","2001","12"
"107","1500","0","0","2","90006","2","0","0","1011","1","31043","1500","0","5000","8","0","91002","0","3001","10"
"108","1000","0","0","2","90006","2","0","0","1011","1","31043","1000","0","10000","8","0","91002","0","5001","8"
"109","500","0","0","2","90006","2","0","0","1011","1","31043","500","0","-1","8","0","91002","0","10001","5"
"110","5000","0","0","2","90006","2","0","0","1012","1","31022","5000","0","20","8","0","91002","0","1","30"
"111","4500","0","0","2","90006","2","0","0","1012","1","31022","4500","0","100","8","0","91002","0","21","25"
"112","4000","0","0","2","90006","2","0","0","1012","1","31022","4000","0","250","8","0","91002","0","101","20"
"113","3500","0","0","2","90006","2","0","0","1012","1","31022","3500","0","500","8","0","91002","0","251","18"
"114","3000","0","0","2","90006","2","0","0","1012","1","31022","3000","0","1000","8","0","91002","0","501","16"
"115","2500","0","0","2","90006","2","0","0","1012","1","31022","2500","0","2000","8","0","91002","0","1001","14"
"116","2000","0","0","2","90006","2","0","0","1012","1","31022","2000","0","3000","8","0","91002","0","2001","12"
"117","1500","0","0","2","90006","2","0","0","1012","1","31022","1500","0","5000","8","0","91002","0","3001","10"
"118","1000","0","0","2","90006","2","0","0","1012","1","31022","1000","0","10000","8","0","91002","0","5001","8"
"119","500","0","0","2","90006","2","0","0","1012","1","31022","500","0","-1","8","0","91002","0","10001","5"
"120","5000","0","0","2","90006","2","0","0","1013","1","31042","5000","0","20","8","0","91002","0","1","30"
"121","4500","0","0","2","90006","2","0","0","1013","1","31042","4500","0","100","8","0","91002","0","21","25"
"122","4000","0","0","2","90006","2","0","0","1013","1","31042","4000","0","250","8","0","91002","0","101","20"
"123","3500","0","0","2","90006","2","0","0","1013","1","31042","3500","0","500","8","0","91002","0","251","18"
"124","3000","0","0","2","90006","2","0","0","1013","1","31042","3000","0","1000","8","0","91002","0","501","16"
"125","2500","0","0","2","90006","2","0","0","1013","1","31042","2500","0","2000","8","0","91002","0","1001","14"
"126","2000","0","0","2","90006","2","0","0","1013","1","31042","2000","0","3000","8","0","91002","0","2001","12"
"127","1500","0","0","2","90006","2","0","0","1013","1","31042","1500","0","5000","8","0","91002","0","3001","10"
"128","1000","0","0","2","90006","2","0","0","1013","1","31042","1000","0","10000","8","0","91002","0","5001","8"
"129","500","0","0","2","90006","2","0","0","1013","1","31042","500","0","-1","8","0","91002","0","10001","5"
"130","5000","0","0","2","90006","2","0","0","1014","1","31018","5000","0","20","8","0","91002","0","1","30"
"131","4500","0","0","2","90006","2","0","0","1014","1","31018","4500","0","100","8","0","91002","0","21","25"
"132","4000","0","0","2","90006","2","0","0","1014","1","31018","4000","0","250","8","0","91002","0","101","20"
"133","3500","0","0","2","90006","2","0","0","1014","1","31018","3500","0","500","8","0","91002","0","251","18"
"134","3000","0","0","2","90006","2","0","0","1014","1","31018","3000","0","1000","8","0","91002","0","501","16"
"135","2500","0","0","2","90006","2","0","0","1014","1","31018","2500","0","2000","8","0","91002","0","1001","14"
"136","2000","0","0","2","90006","2","0","0","1014","1","31018","2000","0","3000","8","0","91002","0","2001","12"
"137","1500","0","0","2","90006","2","0","0","1014","1","31018","1500","0","5000","8","0","91002","0","3001","10"
"138","1000","0","0","2","90006","2","0","0","1014","1","31018","1000","0","10000","8","0","91002","0","5001","8"
"139","500","0","0","2","90006","2","0","0","1014","1","31018","500","0","-1","8","0","91002","0","10001","5"
"140","5000","0","0","2","90006","2","0","0","1015","1","31042","5000","0","20","8","0","91002","0","1","30"
"141","4500","0","0","2","90006","2","0","0","1015","1","31042","4500","0","100","8","0","91002","0","21","25"
"142","4000","0","0","2","90006","2","0","0","1015","1","31042","4000","0","250","8","0","91002","0","101","20"
"143","3500","0","0","2","90006","2","0","0","1015","1","31042","3500","0","500","8","0","91002","0","251","18"
"144","3000","0","0","2","90006","2","0","0","1015","1","31042","3000","0","1000","8","0","91002","0","501","16"
"145","2500","0","0","2","90006","2","0","0","1015","1","31042","2500","0","2000","8","0","91002","0","1001","14"
"146","2000","0","0","2","90006","2","0","0","1015","1","31042","2000","0","3000","8","0","91002","0","2001","12"
"147","1500","0","0","2","90006","2","0","0","1015","1","31042","1500","0","5000","8","0","91002","0","3001","10"
"148","1000","0","0","2","90006","2","0","0","1015","1","31042","1000","0","10000","8","0","91002","0","5001","8"
"149","500","0","0","2","90006","2","0","0","1015","1","31042","500","0","-1","8","0","91002","0","10001","5"
"150","5000","0","0","2","90006","2","0","0","1016","1","31025","5000","0","50","8","0","91002","0","1","30"
"151","4500","0","0","2","90006","2","0","0","1016","1","31025","4500","0","150","8","0","91002","0","51","25"
"152","4000","0","0","2","90006","2","0","0","1016","1","31025","4000","0","300","8","0","91002","0","151","20"
"153","3500","0","0","2","90006","2","0","0","1016","1","31025","3500","0","700","8","0","91002","0","301","18"
"154","3000","0","0","2","90006","2","0","0","1016","1","31025","3000","0","1300","8","0","91002","0","701","16"
"155","2500","0","0","2","90006","2","0","0","1016","1","31025","2500","0","2500","8","0","91002","0","1301","14"
"156","2000","0","0","2","90006","2","0","0","1016","1","31025","2000","0","4000","8","0","91002","0","2501","12"
"157","1500","0","0","2","90006","2","0","0","1016","1","31025","1500","0","6000","8","0","91002","0","4001","10"
"158","1000","0","0","2","90006","2","0","0","1016","1","31025","1000","0","10000","8","0","91002","0","6001","8"
"159","750","0","0","2","90006","2","0","0","1016","1","31025","750","0","15000","8","0","91002","0","10001","7"
"160","500","0","0","2","90006","2","0","0","1016","1","31025","500","0","-1","8","0","91002","0","15001","5"
"165","5000","0","0","2","90006","2","0","0","1017","1","31043","5000","0","50","8","0","91002","0","1","30"
"166","4500","0","0","2","90006","2","0","0","1017","1","31043","4500","0","150","8","0","91002","0","51","25"
"167","4000","0","0","2","90006","2","0","0","1017","1","31043","4000","0","300","8","0","91002","0","151","20"
"168","3500","0","0","2","90006","2","0","0","1017","1","31043","3500","0","700","8","0","91002","0","301","18"
"169","3000","0","0","2","90006","2","0","0","1017","1","31043","3000","0","1300","8","0","91002","0","701","16"
"170","2500","0","0","2","90006","2","0","0","1017","1","31043","2500","0","2500","8","0","91002","0","1301","14"
"171","2000","0","0","2","90006","2","0","0","1017","1","31043","2000","0","4000","8","0","91002","0","2501","12"
"172","1500","0","0","2","90006","2","0","0","1017","1","31043","1500","0","6000","8","0","91002","0","4001","10"
"173","1000","0","0","2","90006","2","0","0","1017","1","31043","1000","0","10000","8","0","91002","0","6001","8"
"174","750","0","0","2","90006","2","0","0","1017","1","31043","750","0","15000","8","0","91002","0","10001","7"
"175","500","0","0","2","90006","2","0","0","1017","1","31043","500","0","-1","8","0","91002","0","15001","5"
"176","5000","0","0","2","90006","2","0","0","1018","1","31022","5000","0","50","8","0","91002","0","1","30"
"177","4500","0","0","2","90006","2","0","0","1018","1","31022","4500","0","150","8","0","91002","0","51","25"
"178","4000","0","0","2","90006","2","0","0","1018","1","31022","4000","0","300","8","0","91002","0","151","20"
"179","3500","0","0","2","90006","2","0","0","1018","1","31022","3500","0","700","8","0","91002","0","301","18"
"180","3000","0","0","2","90006","2","0","0","1018","1","31022","3000","0","1300","8","0","91002","0","701","16"
"181","2500","0","0","2","90006","2","0","0","1018","1","31022","2500","0","2500","8","0","91002","0","1301","14"
"182","2000","0","0","2","90006","2","0","0","1018","1","31022","2000","0","4000","8","0","91002","0","2501","12"
"183","1500","0","0","2","90006","2","0","0","1018","1","31022","1500","0","6000","8","0","91002","0","4001","10"
"184","1000","0","0","2","90006","2","0","0","1018","1","31022","1000","0","10000","8","0","91002","0","6001","8"
"185","750","0","0","2","90006","2","0","0","1018","1","31022","750","0","15000","8","0","91002","0","10001","7"
"186","500","0","0","2","90006","2","0","0","1018","1","31022","500","0","-1","8","0","91002","0","15001","5"
"187","5000","0","0","2","90006","2","0","0","1019","1","31018","5000","0","50","8","0","91002","0","1","30"
"188","4500","0","0","2","90006","2","0","0","1019","1","31018","4500","0","150","8","0","91002","0","51","25"
"189","4000","0","0","2","90006","2","0","0","1019","1","31018","4000","0","300","8","0","91002","0","151","20"
"190","3500","0","0","2","90006","2","0","0","1019","1","31018","3500","0","700","8","0","91002","0","301","18"
"191","3000","0","0","2","90006","2","0","0","1019","1","31018","3000","0","1300","8","0","91002","0","701","16"
"192","2500","0","0","2","90006","2","0","0","1019","1","31018","2500","0","2500","8","0","91002","0","1301","14"
"193","2000","0","0","2","90006","2","0","0","1019","1","31018","2000","0","4000","8","0","91002","0","2501","12"
"194","1500","0","0","2","90006","2","0","0","1019","1","31018","1500","0","6000","8","0","91002","0","4001","10"
"195","1000","0","0","2","90006","2","0","0","1019","1","31018","1000","0","10000","8","0","91002","0","6001","8"
"196","750","0","0","2","90006","2","0","0","1019","1","31018","750","0","15000","8","0","91002","0","10001","7"
"197","500","0","0","2","90006","2","0","0","1019","1","31018","500","0","-1","8","0","91002","0","15001","5"
"198","5000","0","0","2","90006","2","0","0","1020","1","31042","5000","0","50","8","0","91002","0","1","30"
"199","4500","0","0","2","90006","2","0","0","1020","1","31042","4500","0","150","8","0","91002","0","51","25"
"200","4000","0","0","2","90006","2","0","0","1020","1","31042","4000","0","300","8","0","91002","0","151","20"
"201","3500","0","0","2","90006","2","0","0","1020","1","31042","3500","0","700","8","0","91002","0","301","18"
"202","3000","0","0","2","90006","2","0","0","1020","1","31042","3000","0","1300","8","0","91002","0","701","16"
"203","2500","0","0","2","90006","2","0","0","1020","1","31042","2500","0","2500","8","0","91002","0","1301","14"
"204","2000","0","0","2","90006","2","0","0","1020","1","31042","2000","0","4000","8","0","91002","0","2501","12"
"205","1500","0","0","2","90006","2","0","0","1020","1","31042","1500","0","6000","8","0","91002","0","4001","10"
"206","1000","0","0","2","90006","2","0","0","1020","1","31042","1000","0","10000","8","0","91002","0","6001","8"
"207","750","0","0","2","90006","2","0","0","1020","1","31042","750","0","15000","8","0","91002","0","10001","7"
"208","500","0","0","2","90006","2","0","0","1020","1","31042","500","0","-1","8","0","91002","0","15001","5"
"209","5000","0","0","2","90006","2","0","0","1021","1","31025","5000","0","50","8","0","91002","0","1","30"
"210","4500","0","0","2","90006","2","0","0","1021","1","31025","4500","0","150","8","0","91002","0","51","25"
"211","4000","0","0","2","90006","2","0","0","1021","1","31025","4000","0","300","8","0","91002","0","151","20"
"212","3500","0","0","2","90006","2","0","0","1021","1","31025","3500","0","700","8","0","91002","0","301","18"
"213","3000","0","0","2","90006","2","0","0","1021","1","31025","3000","0","1300","8","0","91002","0","701","16"
"214","2500","0","0","2","90006","2","0","0","1021","1","31025","2500","0","2500","8","0","91002","0","1301","14"
"215","2000","0","0","2","90006","2","0","0","1021","1","31025","2000","0","4000","8","0","91002","0","2501","12"
"216","1500","0","0","2","90006","2","0","0","1021","1","31025","1500","0","6000","8","0","91002","0","4001","10"
"217","1000","0","0","2","90006","2","0","0","1021","1","31025","1000","0","10000","8","0","91002","0","6001","8"
"218","750","0","0","2","90006","2","0","0","1021","1","31025","750","0","15000","8","0","91002","0","10001","7"
"219","500","0","0","2","90006","2","0","0","1021","1","31025","500","0","-1","8","0","91002","0","15001","5"
"220","5000","0","0","2","90006","2","0","0","1022","1","31018","5000","0","50","8","0","91002","0","1","30"
"221","4500","0","0","2","90006","2","0","0","1022","1","31018","4500","0","150","8","0","91002","0","51","25"
"222","4000","0","0","2","90006","2","0","0","1022","1","31018","4000","0","300","8","0","91002","0","151","20"
"223","3500","0","0","2","90006","2","0","0","1022","1","31018","3500","0","700","8","0","91002","0","301","18"
"224","3000","0","0","2","90006","2","0","0","1022","1","31018","3000","0","1300","8","0","91002","0","701","16"
"225","2500","0","0","2","90006","2","0","0","1022","1","31018","2500","0","2500","8","0","91002","0","1301","14"
"226","2000","0","0","2","90006","2","0","0","1022","1","31018","2000","0","4000","8","0","91002","0","2501","12"
"227","1500","0","0","2","90006","2","0","0","1022","1","31018","1500","0","6000","8","0","91002","0","4001","10"
"228","1000","0","0","2","90006","2","0","0","1022","1","31018","1000","0","10000","8","0","91002","0","6001","8"
"229","750","0","0","2","90006","2","0","0","1022","1","31018","750","0","15000","8","0","91002","0","10001","7"
"230","500","0","0","2","90006","2","0","0","1022","1","31018","500","0","-1","8","0","91002","0","15001","5"
"231","5000","0","0","2","90006","2","0","0","1023","1","31042","5000","0","50","8","0","91002","0","1","30"
"232","4500","0","0","2","90006","2","0","0","1023","1","31042","4500","0","150","8","0","91002","0","51","25"
"233","4000","0","0","2","90006","2","0","0","1023","1","31042","4000","0","300","8","0","91002","0","151","20"
"234","3500","0","0","2","90006","2","0","0","1023","1","31042","3500","0","700","8","0","91002","0","301","18"
"235","3000","0","0","2","90006","2","0","0","1023","1","31042","3000","0","1300","8","0","91002","0","701","16"
"236","2500","0","0","2","90006","2","0","0","1023","1","31042","2500","0","2500","8","0","91002","0","1301","14"
"237","2000","0","0","2","90006","2","0","0","1023","1","31042","2000","0","4000","8","0","91002","0","2501","12"
"238","1500","0","0","2","90006","2","0","0","1023","1","31042","1500","0","6000","8","0","91002","0","4001","10"
"239","1000","0","0","2","90006","2","0","0","1023","1","31042","1000","0","10000","8","0","91002","0","6001","8"
"240","750","0","0","2","90006","2","0","0","1023","1","31042","750","0","15000","8","0","91002","0","10001","7"
"241","500","0","0","2","90006","2","0","0","1023","1","31042","500","0","-1","8","0","91002","0","15001","5"
"242","5000","0","0","2","90006","2","0","0","1024","1","31043","5000","0","50","8","0","91002","0","1","30"
"243","4500","0","0","2","90006","2","0","0","1024","1","31043","4500","0","150","8","0","91002","0","51","25"
"244","4000","0","0","2","90006","2","0","0","1024","1","31043","4000","0","300","8","0","91002","0","151","20"
