88c64bcaf9e7dea237feb43247eb5c9e5a5ca63395a2ffbb9152011435f66caf,f3d90b5cbc983491055e03e36201ba65880a1f3684aca0e03e636fb66f1f2462,e85e926126d9f4dba1d57ab9d95c96b3b53caf89069b2dbca952f926878fcf15,b8d3788c2c4d4bab1d667055ad3b079af6f3894bd8259cf86c7a2e3b4b8d8e0f,cde746771d77810e0c636f68decd3bca8ae15d72b77d2de1918b118392c72ca0,728b1c79c3c7d0530d786d701d8100d27ef6e6fb7ef500cfd5ade2b71309ac3b,619a4768eec9cbfaf3c2fa357b8129aca03b60f8505cecab31b2dd633dde6197,a082f9e15c64170a3c585ec227b9533aa6040a24b34fac27656ef819bfe86327,1f874a07dd86fa21f67677ded70eb55b73fb9d77f86e27bd50adb9b1e4911e5f,94246a223867e2a3b373262b9078ea1133274192896f70ed61c093da90dafdac,4c30886be32f065f2f01c603b798d7db2c539b890fcfea2e2fad5749bf82ebb7,81ffba03075f1409302d8db74bc43288ac579457467a0561bfc32aef1b9c4e94,7f89ae25dadc87dc9294c1039a213d3a65e2bb0dd56519c0b576051da111d914,7b53b8a08ae55ff2ac9fda94351d7c191802971ef4f3d5997421a9750a0bb9d4,60cd0cb5374d872875b49f231a53beb8ace8cf2b445a36bfd06a84b0200d0a0e,3d76b552fbbde7eba13066998c06ec410cefcb9c9f6d92f90b9dd3ef93fc10cf,58c088aafece35387abe1a26379e7894aa54fef8177ad72fd63ac909061a00aa,e3cbfe544eaad026ace5be4681c727bb269badb5229c7db0afa4a7790ee74ca0,342b50694447efd250888b5c35ed0ec07a9b3258050d2cc2c8bdd0ab6e4036fc,a2fad9ef4a80a097b357bd12b4ed52be97e207377669ebb9ca45621185f21224,aae5408e0fde3e0f33d95226ea7864bf974e56b9fc3789a9f7989ae7eff287f0,38aaa6316a0c0fe488b6519064f0703baf8c3487723cdd113441b796d33351cb,9b6e5eb4f877f75e08f0a3ca15e0c777356fcb5199e227c77de732cca4f3babf,c5450473a41deed46f988af2a4a36e72c4d1549502b0d4027815fdf488d9b027,6f836e6f19c4dc3245e20d185d4de4c3958a6e2a9b0a72d87ceeb7f2e0e65ace,230689cf4e6c85a94fa09bb41f3763d662b0fa795cce450153898234014a223d,d7df635029b1e26c78b39622f49ac2d51d2fe52a49c5b614f9d8b182bdbec9bb,71b3424b5c9c53367852828ab1536e4cfeb1c318cfad043ce6b0e2469b621a21,6e6edc389912c4f60d9384a7006485c9327ab91e953133998f35ff15f8bfd1fb,13ec1bb8707c1f0574388b6b68ddb90750f7380cd7abd30fe22b002854efc3a2,386283ad1b690dc31a00ac788b299fe3a9e290e667a4970a189d89590f76be4e,49925d0231b4e3ef3f172626be4d81d7e71ed6f95aebfe1e67a666531bd047b3,806c96730a1bf0c21e96a1e2d3528d01ed071baad21aa67979270994c16c8d54,1f3bfde444b8547c63b86dce7b00552d0ff427db6fd3221f49b1dac745a43103,f4abb86bf3b34fbfa93c458561db13d59972c6cfa05e30d036482f70b1614498,9b71c233597fbdb3ff2d7179fe29e8c49b6bd37d8b2c0144309d42a06cedad50,b5c913ab772748271c167c5aff6de02f45a0441d60a335ea7f83b893d09eeeda,10403ffb42e8d6f6bb135a644761a94d1325c1015cc3284ee6e79e678f6dd442,90728fbd512babc073ee1b4cd3e87ddf6b94bf4c0b7683024513e73671f8a50d,6a2e18080994690b75d372dcf76ef552ef0a56a99c52b4b347432ae1b9450a34,1b33d5d108e477aaf59cc7a7d677aa41b58e9227c1dac00ecf4deb886f8a3bed,81ef459744ee76f0de83690b6c7057e39ac65a173f676d64e75532bf1c773def,7b59005279a23be7b5cba93a354a463eabbbe35dbf018764f31eab19d4e7af48,250213271e7ff6429ef002915931bbcb7de8e62bce797f26f07bc2572e283250
"200600","200000001","4","0","4","0","0","5","ラットン","0","4","4","49","0","4","4","0","4","4","4","0","4","10","1","1","10","0","4","30","0","4","4","0","4","1","0","297","4","4","0","4","0","4","600060004"
"200600","200000001","13","0","13","0","0","11","ラットン","0","10","13","203","0","13","13","0","13","13","13","0","13","10","1","1","10","0","13","30","0","13","13","0","13","1","0","699","13","13","0","13","0","13","600060013"
"200600","200000001","16","0","16","0","0","13","ラットン","0","12","16","260","0","16","16","0","16","16","16","0","16","10","1","1","10","0","16","30","0","16","16","0","16","1","0","1026","16","16","0","16","0","16","600060016"
"200600","200000001","20","0","20","0","0","16","ラットン","0","15","20","335","0","20","20","0","20","20","20","0","20","10","1","1","10","0","20","30","0","20","20","0","20","1","0","1462","20","20","0","20","0","20","600060020"
"200700","200000006","1","0","1","0","0","3","ウッドソウル","0","2","1","0","0","1","1","0","1","1","1","0","1","10","1","1","10","0","1","30","0","1","1","0","1","1","23","356","1","1","0","1","0","1","600070001"
"200700","200000006","13","0","13","0","0","12","ウッドソウル","0","14","13","0","0","13","13","0","13","13","13","0","13","10","1","1","10","0","13","30","0","13","13","0","13","1","235","1229","13","13","0","13","0","13","600070013"
"200700","200000006","22","0","22","0","0","14","ウッドソウル","0","17","22","0","0","22","22","0","22","22","22","0","22","10","1","1","10","0","22","30","0","22","22","0","22","1","358","2081","22","22","0","22","0","22","600070022"
"200800","200000006","4","0","4","0","0","6","ビッグル","0","4","4","43","0","4","4","0","4","4","4","0","4","10","1","1","10","0","4","30","0","4","4","0","4","1","0","409","4","4","0","4","0","4","600080004"
"200800","200000006","16","0","16","0","0","18","ビッグル","0","12","16","163","0","16","16","0","16","16","16","0","16","10","1","1","10","0","16","30","0","16","16","0","16","1","0","1003","16","16","0","16","0","16","600080016"
"200900","200000001","1","0","1","0","0","3","スタンプ","0","2","1","28","0","1","1","0","1","1","1","0","1","10","1","1","10","0","1","30","0","1","1","0","1","1","0","301","1","1","0","1","0","1","600090001"
"200900","200000001","13","0","13","0","0","15","スタンプ","0","14","13","170","0","13","13","0","13","13","13","0","13","10","1","1","10","0","13","30","0","13","13","0","13","1","0","1182","13","13","0","13","0","13","600090013"
"200900","200000001","22","0","22","0","0","22","スタンプ","0","21","22","298","0","22","22","0","22","22","22","0","22","10","1","1","10","0","22","30","0","22","22","0","22","1","0","2743","22","22","0","22","0","22","600090022"
"200900","200000001","23","0","23","0","0","22","スタンプ","0","21","23","307","0","23","23","0","23","23","23","0","23","10","1","1","10","0","23","30","0","23","23","0","23","1","0","2878","23","23","0","23","0","23","600090023"
"200901","200000001","3","0","3","0","0","6","ネジレアカシア","0","5","3","44","0","3","3","0","3","3","3","0","3","10","1","1","10","0","3","30","0","3","3","0","3","1","0","665","3","3","0","3","0","3","600090103"
"200901","200000001","14","0","14","0","0","14","ネジレアカシア","0","12","14","284","0","14","14","0","14","14","14","0","14","10","1","1","10","0","14","30","0","14","14","0","14","1","0","1594","14","14","0","14","0","14","600090114"
"200901","200000001","22","0","22","0","0","20","ネジレアカシア","0","17","22","455","0","22","22","0","22","22","22","0","22","10","1","1","10","0","22","30","0","22","22","0","22","1","0","3199","22","22","0","22","0","22","600090122"
"201000","200000010","11","0","11","0","0","10","スカルフレイム","0","12","11","0","0","11","11","0","11","11","11","0","11","10","1","1","10","0","11","30","0","11","11","0","11","1","165","769","11","11","0","11","0","11","600100011"
"201000","200000010","19","0","19","0","0","16","スカルフレイム","0","19","19","0","0","19","19","0","19","19","19","0","19","10","1","1","10","0","19","30","0","19","19","0","19","1","285","1944","19","19","0","19","0","19","600100019"
"201100","200000001","3","0","3","0","0","5","コボルト","0","4","3","29","0","3","3","0","3","3","3","0","3","10","1","1","10","0","3","30","0","3","3","0","3","1","0","463","3","3","0","3","0","3","600110003"
"201100","200000001","14","0","14","0","0","12","コボルト","0","11","14","162","0","14","14","0","14","14","14","0","14","10","1","1","10","0","14","30","0","14","14","0","14","1","0","1265","14","14","0","14","0","14","600110014"
"201100","200000001","22","0","22","0","0","16","コボルト","0","14","22","251","0","22","22","0","22","22","22","0","22","10","1","1","10","0","22","30","0","22","22","0","22","1","0","2079","22","22","0","22","0","22","600110022"
"201100","200000001","23","0","23","0","0","23","コボルト","0","21","23","266","0","23","23","0","23","23","23","0","23","10","1","1","10","0","23","30","0","23","23","0","23","1","0","2091","23","23","0","23","0","23","600110023"
"201200","200000001","1","0","1","0","0","102","ゴーレム","0","3","1","52","0","1","1","0","1","1","1","0","1","10","1","1","10","0","1","30","0","1","1","0","1","1","0","231","1","1","0","1","0","1","600120001"
"201200","200000003","12","0","12","0","0","273","ゴーレム","0","18","12","192","0","12","12","0","12","12","12","0","12","10","1","1","10","0","12","30","0","12","12","0","12","1","0","878","12","12","0","12","0","12","600120012"
"201200","200000003","22","0","22","0","0","300","ゴーレム","0","33","22","413","0","22","22","0","22","22","22","0","22","10","1","1","10","0","22","30","0","22","22","0","22","1","0","2461","22","22","0","22","0","22","600120022"
"201300","200000003","1","0","1","0","0","5","ロックフラワー","0","4","1","31","0","1","1","0","1","1","1","0","1","10","1","1","10","0","1","30","0","1","1","0","1","1","0","479","1","1","0","1","0","1","600130001"
"201300","200000003","13","0","13","0","0","17","ロックフラワー","0","13","13","137","0","13","13","0","13","13","13","0","13","10","1","1","10","0","13","30","0","13","13","0","13","1","0","1088","13","13","0","13","0","13","600130013"
"201301","200000009","10","0","10","0","0","10","マッドフラワー","0","9","10","83","0","10","10","0","10","10","10","0","10","10","1","1","10","0","10","30","0","10","10","0","10","1","0","1033","10","10","0","10","0","10","600130110"
"201301","200000009","17","0","17","0","0","16","マッドフラワー","0","14","17","155","0","17","17","0","17","17","17","0","17","10","1","1","10","0","17","30","0","17","17","0","17","1","0","2063","17","17","0","17","0","17","600130117"
"201301","200000009","20","0","20","0","0","18","マッドフラワー","0","15","20","166","0","20","20","0","20","20","20","0","20","10","1","1","10","0","20","30","0","20","20","0","20","1","0","2504","20","20","0","20","0","20","600130120"
"201400","200000001","10","0","10","0","0","14","エルダークラウド","0","10","10","0","0","10","10","0","10","10","10","0","10","10","1","1","10","0","10","30","0","10","10","0","10","1","114","579","10","10","0","10","0","10","600140010"
"201400","200000001","17","0","17","0","0","20","エルダークラウド","0","14","17","0","0","17","17","0","17","17","17","0","17","10","1","1","10","0","17","30","0","17","17","0","17","1","227","965","17","17","0","17","0","17","600140017"
"201400","200000001","22","0","22","0","0","27","エルダークラウド","0","19","22","0","0","22","22","0","22","22","22","0","22","10","1","1","10","0","22","30","0","22","22","0","22","1","414","2106","22","22","0","22","0","22","600140022"
"201500","200000001","23","0","23","0","0","14","モグリクラゲ","0","17","23","0","0","23","23","0","23","23","23","0","23","10","1","1","10","0","23","30","0","23","23","0","23","1","196","2420","23","23","0","23","0","23","600150023"
"201600","200000001","3","0","3","0","0","6","ドリアード","0","3","3","0","0","3","3","0","3","3","3","0","3","10","1","1","10","0","3","30","0","3","3","0","3","1","17","520","3","3","0","3","0","3","600160003"
"201600","200000001","4","0","4","0","0","6","ドリアード","0","4","4","0","0","4","4","0","4","4","4","0","4","10","1","1","10","0","4","30","0","4","4","0","4","1","36","579","4","4","0","4","0","4","600160004"
"201600","200000001","14","0","14","0","0","10","ドリアード","0","11","14","0","0","14","14","0","14","14","14","0","14","10","1","1","10","0","14","30","0","14","14","0","14","1","198","2305","14","14","0","14","0","14","600160014"
"201600","200000001","16","0","16","0","0","11","ドリアード","0","13","16","0","0","16","16","0","16","16","16","0","16","10","1","1","10","0","16","30","0","16","16","0","16","1","232","2723","16","16","0","16","0","16","600160016"
"202101","200000001","4","0","4","0","0","5","ベニタケ","0","3","4","50","0","4","4","0","4","4","4","0","4","10","1","1","10","0","4","30","0","4","4","0","4","1","0","473","4","4","0","4","0","4","600210104"
"202101","200000001","11","0","11","0","0","10","ベニタケ","0","9","11","183","0","11","11","0","11","11","11","0","11","10","1","1","10","0","11","30","0","11","11","0","11","1","0","1101","11","11","0","11","0","11","600210111"
"202101","200000001","16","0","16","0","0","15","ベニタケ","0","13","16","262","0","16","16","0","16","16","16","0","16","10","1","1","10","0","16","30","0","16","16","0","16","1","0","1670","16","16","0","16","0","16","600210116"
"202101","200000001","19","0","19","0","0","16","ベニタケ","0","13","19","295","0","19","19","0","19","19","19","0","19","10","1","1","10","0","19","30","0","19","19","0","19","1","0","2023","19","19","0","19","0","19","600210119"
"202200","200000001","23","0","23","0","0","21","ウイングロップ","0","29","23","0","0","23","23","0","23","23","23","0","23","10","1","1","10","0","23","30","0","23","23","0","23","1","409","2807","23","23","0","23","0","23","600220023"
"202300","200000006","1","0","1","0","0","5","ファイヤーメイジ","0","6","1","0","0","1","1","0","1","1","1","0","1","10","1","1","10","0","1","30","0","1","1","0","1","1","55","210","1","1","0","1","0","1","600230001"
"202300","200000006","13","0","13","0","0","13","ファイヤーメイジ","0","16","13","0","0","13","13","0","13","13","13","0","13","10","1","1","10","0","13","30","0","13","13","0","13","1","171","981","13","13","0","13","0","13","600230013"
"202300","200000006","18","0","18","0","0","13","ファイヤーメイジ","0","17","18","0","0","18","18","0","18","18","18","0","18","10","1","1","10","0","18","30","0","18","18","0","18","1","252","1681","18","18","0","18","0","18","600230018"
"202400","200000001","23","0","23","0","0","33","ケイブエイプ","0","18","23","578","0","23","23","0","23","23","23","0","23","10","1","1","10","0","23","30","0","23","23","0","23","1","0","3490","23","23","0","23","0","23","600240023"
"202500","200000001","10","0","10","0","0","11","バットケイブ","0","14","10","0","0","10","10","0","10","10","10","0","10","10","1","1","10","0","10","30","0","10","10","0","10","1","129","965","10","10","0","10","0","10","600250010"
"202500","200000001","17","0","17","0","0","17","バットケイブ","0","23","17","0","0","17","17","0","17","17","17","0","17","10","1","1","10","0","17","30","0","17","17","0","17","1","233","1658","17","17","0","17","0","17","600250017"
"202700","200000001","4","0","4","0","0","8","ハーミットナイト","0","5","4","61","0","4","4","0","4","4","4","0","4","10","1","1","10","0","4","30","0","4","4","0","4","1","0","503","4","4","0","4","0","4","600270004"
"202700","200000001","16","0","16","0","0","20","ハーミットナイト","0","16","16","323","0","16","16","0","16","16","16","0","16","10","1","1","10","0","16","30","0","16","16","0","16","1","0","1736","16","16","0","16","0","16","600270016"
"202700","200000001","23","0","23","0","0","26","ハーミットナイト","0","19","23","455","0","23","23","0","23","23","23","0","23","10","1","1","10","0","23","30","0","23","23","0","23","1","0","2881","23","23","0","23","0","23","600270023"
"202800","200000006","11","0","11","0","0","9","タビガラス","0","8","11","310","0","11","11","0","11","11","11","0","11","10","1","1","10","0","11","30","0","11","11","0","11","1","0","4614","11","11","0","11","0","11","600280011"
"202800","200000006","19","0","19","0","0","15","タビガラス","0","12","19","486","0","19","19","0","19","19","19","0","19","10","1","1","10","0","19","30","0","19","19","0","19","1","0","5818","19","19","0","19","0","19","600280019"
"202800","200000006","22","0","22","0","0","19","タビガラス","0","14","22","552","0","22","22","0","22","22","22","0","22","10","1","1","10","0","22","30","0","22","22","0","22","1","0","6270","22","22","0","22","0","22","600280022"
"202901","200000003","3","0","3","0","0","8","ロックリザード","0","5","3","37","0","3","3","0","3","3","3","0","3","10","1","1","10","0","3","30","0","3","3","0","3","1","0","615","3","3","0","3","0","3","600290103"
"202901","200000003","14","0","14","0","0","18","ロックリザード","0","12","14","222","0","14","14","0","14","14","14","0","14","10","1","1","10","0","14","30","0","14","14","0","14","1","0","1276","14","14","0","14","0","14","600290114"
"202901","200000003","20","0","20","0","0","21","ロックリザード","0","13","20","366","0","20","20","0","20","20","20","0","20","10","1","1","10","0","20","30","0","20","20","0","20","1","0","2932","20","20","0","20","0","20","600290120"
"202902","200000001","10","0","10","0","0","12","グラスリザード","0","11","10","174","0","10","10","0","10","10","10","0","10","10","1","1","10","0","10","30","0","10","10","0","10","1","0","1294","10","10","0","10","0","10","600290210"
"202902","200000001","17","0","17","0","0","16","グラスリザード","0","16","17","296","0","17","17","0","17","17","17","0","17","10","1","1","10","0","17","30","0","17","17","0","17","1","0","2625","17","17","0","17","0","17","600290217"
"203000","200000001","3","0","3","0","0","6","ゼラチナ","0","4","3","0","0","3","3","0","3","3","3","0","3","10","1","1","10","0","3","30","0","3","3","0","3","1","45","372","3","3","0","3","0","3","600300003"
"203000","200000001","10","0","10","0","0","14","ゼラチナ","0","11","10","0","0","10","10","0","10","10","10","0","10","10","1","1","10","0","10","30","0","10","10","0","10","1","209","626","10","10","0","10","0","10","600300010"
"203000","200000001","14","0","14","0","0","16","ゼラチナ","0","13","14","0","0","14","14","0","14","14","14","0","14","10","1","1","10","0","14","30","0","14","14","0","14","1","240","904","14","14","0","14","0","14","600300014"
"203000","200000001","17","0","17","0","0","16","ゼラチナ","0","15","17","0","0","17","17","0","17","17","17","0","17","10","1","1","10","0","17","30","0","17","17","0","17","1","304","1348","17","17","0","17","0","17","600300017"
"203001","200000001","1","0","1","0","0","4","フレアゼラチナ","0","2","1","0","0","1","1","0","1","1","1","0","1","10","1","1","10","0","1","30","0","1","1","0","1","1","16","383","1","1","0","1","0","1","600300101"
"203001","200000005","13","0","13","0","0","20","フレアゼラチナ","0","11","13","0","0","13","13","0","13","13","13","0","13","10","1","1","10","0","13","30","0","13","13","0","13","1","141","1314","13","13","0","13","0","13","600300113"
"203001","200000005","20","0","20","0","0","22","フレアゼラチナ","0","15","20","0","0","20","20","0","20","20","20","0","20","10","1","1","10","0","20","30","0","20","20","0","20","1","215","2952","20","20","0","20","0","20","600300120"
"203200","200000001","10","0","10","0","0","8","インプ","0","11","10","0","0","10","10","0","10","10","10","0","10","10","1","1","10","0","10","30","0","10","10","0","10","1","148","1128","10","10","0","10","0","10","600320010"
"203200","200000001","17","0","17","0","0","13","インプ","0","18","17","0","0","17","17","0","17","17","17","0","17","10","1","1","10","0","17","30","0","17","17","0","17","1","268","1938","17","17","0","17","0","17","600320017"
"203300","200000001","2","0","2","0","0","150","ゴブリンガード","0","28","2","17","0","2","2","0","2","2","2","0","2","10","1","1","10","0","2","30","0","2","2","0","2","1","0","414","2","2","0","2","0","2","600330002"
"203300","200000001","8","0","8","0","0","221","ゴブリンガード","0","8","8","136","0","8","8","0","8","8","8","0","8","10","1","1","10","0","8","30","0","8","8","0","8","1","0","934","8","8","0","8","0","8","600330008"
"203300","200000001","14","0","14","0","0","300","ゴブリンガード","0","14","14","240","0","14","14","0","14","14","14","0","14","10","1","1","10","0","14","30","0","14","14","0","14","1","0","1341","14","14","0","14","0","14","600330014"
"203300","200000001","15","0","15","0","0","300","ゴブリンガード","0","14","15","249","0","15","15","0","15","15","15","0","15","10","1","1","10","0","15","30","0","15","15","0","15","1","0","1539","15","15","0","15","0","15","600330015"
"203400","200000001","3","0","3","0","0","8","ホオズキムシ","0","10","3","0","0","3","3","0","3","3","3","0","3","10","1","1","10","0","3","30","0","3","3","0","3","1","126","844","3","3","0","3","0","3","600340003"
"203400","200000001","10","0","10","0","0","10","ホオズキムシ","0","13","10","0","0","10","10","0","10","10","10","0","10","10","1","1","10","0","10","30","0","10","10","0","10","1","151","863","10","10","0","10","0","10","600340010"
"203400","200000001","14","0","14","0","0","12","ホオズキムシ","0","14","14","0","0","14","14","0","14","14","14","0","14","10","1","1","10","0","14","30","0","14","14","0","14","1","165","874","14","14","0","14","0","14","600340014"
"203400","200000001","17","0","17","0","0","13","ホオズキムシ","0","15","17","0","0","17","17","0","17","17","17","0","17","10","1","1","10","0","17","30","0","17","17","0","17","1","220","1522","17","17","0","17","0","17","600340017"
"203700","200000006","4","0","4","0","0","5","ナッツシューター","0","4","4","52","0","4","4","0","4","4","4","0","4","10","1","1","10","0","4","30","0","4","4","0","4","1","0","633","4","4","0","4","0","4","600370004"
"203700","200000006","16","0","16","0","0","13","ナッツシューター","0","10","16","272","0","16","16","0","16","16","16","0","16","10","1","1","10","0","16","30","0","16","16","0","16","1","0","2185","16","16","0","16","0","16","600370016"
"203800","200000001","1","0","1","0","0","5","オーク","0","2","1","36","0","1","1","0","1","1","1","0","1","10","1","1","10","0","1","30","0","1","1","0","1","1","0","370","1","1","0","1","0","1","600380001"
"203800","200000001","9","0","9","0","0","14","オーク","0","8","9","195","0","9","9","0","9","9","9","0","9","10","1","1","10","0","9","30","0","9","9","0","9","1","0","1306","9","9","0","9","0","9","600380009"
"203800","200000001","12","0","12","0","0","15","オーク","0","9","12","234","0","12","12","0","12","12","12","0","12","10","1","1","10","0","12","30","0","12","12","0","12","1","0","1416","12","12","0","12","0","12","600380012"
"203800","200000001","16","0","16","0","0","18","オーク","0","12","16","331","0","16","16","0","16","16","16","0","16","10","1","1","10","0","16","30","0","16","16","0","16","1","0","2463","16","16","0","16","0","16","600380016"
