36e09084b569b0da9ce9865a3a9b0f3a31f85cb661b9dd66ac126eb7ab0f60b8,4e6a54078949cf55e2932976722ff8d73e0ea6f67d49d40dcdb1890cd987fa87,a804d976399fdc5e4530354088cae1d5b9d274b8843ec2cec56b89d482c5a846,efce5a85c5e0173da3faf950ea9ebeefe69c08010523c39802a256315346dc09,0efe80655e71cdd85b99ee039bd430d203dca10a84bd52cfb0937ec3aa9ed9fc,3c2567f77cf4ecab5dfcd65b472cd8976275fe280878fc46aa6477d86b0df3c4,1d55449d5ebaad04e9b2988cc05c0b32eca0932281adca8ca64d2a8bc3b82ba8,c834890dbb3e54c3e7ed404438fcbd9a9dd2abf362f69534648c668de194d3c3,e8b2bc5f25737f82ba5185fdeb38b88595f37bc6a60840995bc44891e672f449,7b92455dc2033f56ffc78901e348878604f09e388ffa696688b31c1c418086e1,358f0296f007a9d32df781c83279b19c100738a654b7afa3a6390dc929632b3f,d5d4e14e2f7ef6d0e5bb7cffe1907a920f371be33dc20f99309e491554344bdf,f9c3e6e09e34285757bfa980363da310d9fcf2a2f1167716716a1cca2d4e4d06
"23","1","bgm_M254","0","0","2030/03/26 14:59:00","0","380000","10023","0","2019/08/26 15:00:00","380000","bgm_M254"
"24","1","bgm_M128","0","0","2030/03/26 14:59:00","0","380000","10024","0","2019/09/09 15:00:00","380000","bgm_M128"
"25","1","bgm_M265_Top","0","0","2030/03/26 14:59:00","0","380000","10025","0","2019/09/24 15:00:00","380000","bgm_M265"
"26","1","bgm_M135","0","0","2030/03/26 14:59:00","0","380000","10026","0","2019/10/10 15:00:00","380000","bgm_M135"
"27","1","bgm_M273","0","0","2030/03/26 14:59:00","0","380000","10027","0","2019/10/25 15:00:00","380000","bgm_M273"
"28","1","bgm_M162","0","0","2030/03/26 14:59:00","0","380000","10028","0","2019/11/08 15:00:00","380000","bgm_M162"
"29","1","bgm_M281","0","0","2030/03/26 14:59:00","0","380000","10029","0","2019/11/25 15:00:00","380000","bgm_M281"
"30","1","bgm_M171","0","0","2030/03/26 14:59:00","0","380000","10030","0","2019/12/09 15:00:00","380000","bgm_M171"
"31","1","bgm_M294","0","0","2030/03/26 14:59:00","0","380000","10031","0","2019/12/25 15:00:00","380000","bgm_M294"
"32","1","bgm_M182","0","0","2030/03/26 14:59:00","0","380000","10032","0","2020/01/14 12:00:00","380000","bgm_M182"
"33","1","bgm_M316","0","0","2030/03/26 14:59:00","0","380000","10033","0","2020/01/24 15:00:00","380000","bgm_M316"
"34","1","bgm_M189","0","0","2030/03/26 14:59:00","0","380000","10034","0","2020/02/10 15:00:00","380000","bgm_M189"
"35","1","bgm_M330","0","0","2030/03/26 14:59:00","0","380000","10035","0","2020/02/25 15:00:00","380000","bgm_M330"
"36","1","bgm_M330","0","0","2030/03/26 14:59:00","0","380000","10036","0","2020/02/25 15:00:00","380000","bgm_M330"
"37","1","bgm_M206","0","0","2030/03/26 14:59:00","0","380000","10037","0","2020/03/12 15:00:00","380000","bgm_M206"
"38","1","bgm_M343","0","0","2030/03/26 14:59:00","0","380000","10038","0","2020/03/24 15:00:00","380000","bgm_M343"
"39","1","bgm_M215","0","0","2030/03/26 14:59:00","0","380000","10039","0","2020/04/10 12:00:00","380000","bgm_M215"
"40","1","bgm_M351","0","0","2030/03/26 14:59:00","0","380000","10040","0","2020/04/24 15:00:00","380000","bgm_M351"
"41","1","bgm_M223","0","0","2030/03/26 14:59:00","0","380000","10041","0","2020/05/10 12:00:00","380000","bgm_M223"
"42","1","bgm_M375","0","0","2030/03/26 14:59:00","0","380000","10042","0","2020/05/25 15:00:00","380000","bgm_M375"
"43","1","bgm_M237","0","0","2030/03/26 14:59:00","0","380000","10043","0","2020/06/08 18:00:00","380000","bgm_M237"
"44","1","bgm_M380A","0","0","2030/03/26 14:59:00","0","380000","10044","0","2020/06/24 15:00:00","380000","bgm_M380A"
"45","1","bgm_M393","0","0","2030/03/26 14:59:00","0","380000","10046","0","2020/07/25 12:00:00","380000","bgm_M393"
"46","1","bgm_M245","0","0","2030/03/26 14:59:00","0","380000","10045","0","2020/07/09 15:00:00","380000","bgm_M245"
"47","1","bgm_M254","0","0","2030/03/26 14:59:00","0","380000","10047","0","2020/08/09 15:00:00","380000","bgm_M254"
"48","1","bgm_M403","0","0","2030/03/26 14:59:00","0","380000","10048","0","2020/08/24 12:00:00","380000","bgm_M403"
"49","1","bgm_M265_Top","0","0","2030/03/26 14:59:00","0","380000","10049","0","2020/09/14 15:00:00","380000","bgm_M265"
"50","1","bgm_M413","0","0","2030/03/26 14:59:00","0","380000","10050","0","2020/09/25 15:00:00","380000","bgm_M413"
"52","1","bgm_M421","0","0","2030/03/26 14:59:00","0","380000","10052","0","2020/10/26 12:00:00","380000","bgm_M421"
"53","1","0","0","0","2030/03/26 14:59:00","0","380000","10053","0","2020/11/06","380000","0"
"54","1","bgm_M426","0","0","2030/03/26 14:59:00","0","380000","10054","0","2020/11/25 15:00:00","380000","bgm_M426"
"56","1","bgm_M435","0","0","2030/03/26 14:59:00","0","380000","10056","0","2020/12/25 15:00:00","380000","bgm_M435"
"58","1","bgm_M442A","0","0","2030/03/26 14:59:00","0","380000","10058","0","2021/01/25 15:00:00","380000","bgm_M442A"
"59","1","bgm_M442B","0","0","2030/03/26 14:59:00","0","380000","10059","0","2021/01/25 15:00:00","380000","bgm_M442B"
"61","1","bgm_M451","0","0","2030/03/26 14:59:00","0","380000","10061","0","2021/02/25 15:00:00","380000","bgm_M451"
"64","1","bgm_M457","0","0","2030/03/26 14:59:00","0","380000","10064","0","2021/03/25 15:00:00","380000","bgm_M457"
"66","1","bgm_M467","0","0","2030/03/26 14:59:00","0","380000","10066","0","2021/04/26 15:00:00","380000","bgm_M467"
"68","1","bgm_M478_Lofi","0","0","2030/03/26 14:59:00","0","380000","10068","0","2021/05/25 15:00:00","380000","bgm_M478"
"70","1","bgm_M486","0","0","2030/03/26 14:59:00","0","380000","10070","0","2021/06/24 15:00:00","380000","bgm_M486"
"72","1","bgm_M496","0","0","2030/03/26 14:59:00","0","380000","10072","0","2021/07/26 15:00:00","380000","bgm_M496"
"74","1","bgm_M508","0","0","2030/03/26 14:59:00","0","380000","10074","0","2021/08/26 15:00:00","380000","bgm_M508"
"76","1","bgm_M520","0","0","2030/03/26 14:59:00","0","380000","10076","0","2021/09/24 15:00:00","380000","bgm_M520"
"78","1","bgm_M527","0","0","2030/03/26 14:59:00","0","380000","10078","0","2021/10/25 18:30:00","380000","bgm_M527"
"80","1","bgm_M536","0","0","2030/03/26 14:59:00","0","380000","10080","0","2021/11/24 15:00:00","380000","bgm_M536"
"82","1","bgm_M543","0","0","2030/03/26 14:59:00","0","380000","10082","0","2021/12/27 18:30:00","380000","bgm_M543"
"84","1","bgm_M552","0","0","2030/03/26 14:59:00","0","380000","10084","0","2022/01/25 15:00:00","380000","bgm_M552"
"85","1","bgm_M553","0","0","2030/03/26 14:59:00","0","380000","10085","0","2022/01/25 15:00:00","380000","bgm_M553"
"88","1","bgm_M565","0","0","2030/03/26 14:59:00","0","380000","10088","0","2022/02/24 15:00:00","380000","bgm_M565"
"90","1","bgm_M574","0","0","2030/03/26 14:59:00","0","380000","10090","0","2022/03/24 15:00:00","380000","bgm_M574"
"92","1","bgm_M582","0","0","2030/03/26 14:59:00","0","380000","10092","0","2022/04/25 15:00:00","380000","bgm_M582"
"94","1","bgm_M595","0","0","2030/03/26 14:59:00","0","380000","10094","0","2022/05/25 15:00:00","380000","bgm_M595"
"96","1","bgm_M601","0","0","2030/03/26 14:59:00","0","380000","10096","0","2022/06/24 15:00:00","380000","bgm_M601"
"98","1","bgm_M608","0","0","2030/03/26 14:59:00","0","380000","10098","0","2022/07/25 15:00:00","380000","bgm_M608"
"100","1","bgm_M618","0","0","2030/03/26 14:59:00","0","380000","10100","0","2022/08/26 15:00:00","380000","bgm_M618"
"102","1","bgm_M623","0","0","2030/03/26 14:59:00","0","380000","10102","0","2022/09/22 15:00:00","380000","bgm_M623"
"104","1","bgm_M630","0","0","2030/03/26 14:59:00","0","380000","10104","0","2022/10/25 15:00:00","380000","bgm_M630"
"106","1","bgm_M638","0","0","2030/03/26 14:59:00","0","380000","10106","0","2022/11/24 15:00:00","380000","bgm_M638"
"108","1","bgm_M647","0","0","2030/03/26 14:59:00","0","380000","10108","0","2022/12/27 15:00:00","380000","bgm_M647"
"110","1","bgm_M659","0","0","2030/03/26 14:59:00","0","380000","10110","0","2023/01/24 15:00:00","380000","bgm_M659"
"111","1","bgm_M660","0","0","2030/03/26 14:59:00","0","380000","10111","0","2023/01/24 15:00:00","380000","bgm_M660"
"114","1","bgm_M668","0","0","2030/03/26 14:59:00","0","380000","10114","0","2023/02/24 15:00:00","380000","bgm_M668"
"116","1","bgm_MC017","0","0","2030/03/26 14:59:00","0","380000","10116","0","2023/03/23 15:00:00","380000","bgm_MC017"
"118","1","bgm_MC026","0","0","2030/03/26 14:59:00","0","380000","10118","0","2023/04/24 19:00:00","380000","bgm_MC026"
"120","1","bgm_MC036","0","0","2030/03/26 14:59:00","0","380000","10120","0","2023/05/26 15:00:00","380000","bgm_MC036"
"122","1","bgm_MC046","0","0","2030/03/26 14:59:00","0","380000","10122","0","2023/06/23 15:00:00","380000","bgm_MC046"
"124","1","bgm_MC056","0","0","2030/03/26 14:59:00","0","380000","10124","0","2023/07/25 15:00:00","380000","bgm_MC056"
"126","1","bgm_MC063","0","0","2030/03/26 14:59:00","0","380000","10126","0","2023/08/25 15:00:00","380000","bgm_MC063"
"128","1","bgm_MC075","0","0","2030/03/26 14:59:00","0","380000","10128","0","2023/09/26 15:00:00","380000","bgm_MC075"
"130","1","bgm_MC082","0","0","2030/03/26 14:59:00","0","380000","10130","0","2023/10/23 15:00:00","380000","bgm_MC082"
"132","1","bgm_MC091","0","0","2030/03/26 14:59:00","0","380000","10132","0","2023/11/24 15:00:00","380000","bgm_MC091"
"134","1","bgm_MC099","0","0","2030/03/26 14:59:00","0","380000","10134","0","2023/12/27 15:00:00","380000","bgm_MC099"
"136","1","bgm_MC110","0","0","2030/03/26 14:59:00","0","380000","10136","0","2024/01/26 15:00:00","380000","bgm_MC110"
"137","1","bgm_MC111","0","0","2030/03/26 14:59:00","0","380000","10137","0","2024/01/26 15:00:00","380000","bgm_MC111"
"140","1","bgm_MC124","0","0","2030/03/26 14:59:00","0","380000","10140","0","2024/02/24 15:00:00","380000","bgm_MC124"
"142","1","bgm_MC136","0","0","2030/03/26 14:59:00","0","380000","10142","0","2024/03/26 15:00:00","380000","bgm_MC136"
"144","1","bgm_MC143","0","0","2030/03/26 14:59:00","0","380000","10144","0","2024/04/27 21:00:00","380000","bgm_MC143"
"146","1","bgm_MC147","0","0","2030/03/26 14:59:00","0","380000","10146","0","2024/05/23 15:00:00","380000","bgm_MC147"
"148","1","bgm_MC156","0","0","2030/03/26 14:59:00","0","380000","10148","0","2024/06/30 12:00:00","380000","bgm_MC156"
"150","1","bgm_MC162","0","0","2030/03/26 14:59:00","0","380000","10150","0","2024/07/26 15:00:00","380000","bgm_MC162"
"152","1","bgm_MC172_TitleCall","0","0","2030/03/26 14:59:00","0","380000","10152","0","2024/08/26 18:00:00","380000","bgm_MC172"
"154","1","bgm_MC186","0","0","2030/03/26 14:59:00","0","380000","10154","0","2024/09/25 15:00:00","380000","bgm_MC186"
"156","1","bgm_MC194","0","0","2030/03/26 14:59:00","0","380000","10156","0","2024/10/25 17:00:00","380000","bgm_MC194"
"158","1","bgm_MC213","0","0","2030/03/26 14:59:00","0","380000","10158","0","2024/11/30 12:00:00","380000","bgm_MC213"
"160","1","bgm_MC215B","0","0","2030/03/26 14:59:00","0","380000","10160","0","2024/12/26 21:00:00","380000","bgm_MC215B"
