52efa1f6eae6e896d422d847430eb70239c6716cfcc0a663099f85d679698931,f5a25d2edcd78b6a6f641456b868092c9f7339988ae0bc3c9106659d98d649b2,ccc7f1b2cdba69a1bcca2f3cc3e0ddaa22731b189392a8f3199f8e742e63eb28,2a7328185ece5d73478ad7682b0a1a041540dc082ac34f84e0dc601f93990648,3bbf06f6009a63f902f125d266fd271e028fa387295a3588509c8b1d8bbadda3,34ef05046c29675b9ab71c22db199c9d99d1ff9bab371ea31e45779b58006c1e,64805d489152d48f9e34c93bce040ac2ad094fe10bfc4bd653e3ea037bd5fa6e,c0802614861f08599625833e66c7d0ab94cca1f992696fba6f8f9f30b2b17a28,402a66e6a3e8054d134655f4c0fab920c7b518ac3dbc07d9c06a7e618af60946,152b6a25b9d0a9236045811430103bfb4f08cec16afd5ef68c8af9018735e51f,bd4998ccce9f8cd4f2a019200d35490d4463f6bc536d09204b3be806ec248434
"6","はて…？　私は来年の夏も\n一緒に過ごすので思い出して\nいただく必要はないのですが…","0","0","0","1007001","113511","11","1","0","1007001052"
"","","","","","1007001","0","91","","","1007001053"
"1","svd_idle_thinking","","0.2","","1007001","113511","3","","","1007001054"
"0","svd_surprise","0.2","0.2","1","1007001","113411","3","","svd_talk_anger","1007001055"
"0","vo_svd_0124","","","","1007001","vo_svd","21","","0","1007001056"
"8","あ！　ズルいよエリコちゃん！\nお姉ちゃんだってずっとずっと\n永遠に一緒だよ！","0","0","0","1007001","113411","11","1","0","1007001057"
"","","","","","1007001","3","93","","","1007001058"
"0","svd_jump","0.4","0.2","1","1007001","113411","3","","svd_talk_joy1","1007001059"
"","","","","","1007001","1007001057","91","","","1007001060"
"1","svd_idle_joy1","","0.2","","1007001","113411","3","","","1007001061"
"","","","","","1007001","","102","","","1007001062"
"","0","","","","1007001","14","32","","","1007001063"
"","0","","","","1007001","15","32","","","1007001064"
"","","","","","1007001","1","93","","","1007001065"
"1","7","0","0","","1007001","113511","12","","","1007001066"
"1","svd_talk_normal","","0.2","","1007001","113511","3","","","1007001067"
"","","","","","1007001","3","93","","","1007001068"
"1","svd_idle_normal","","0.2","","1007001","113511","3","","","1007001069"
"1","10","0","0","","1007001","113411","12","","","1007001070"
"1","svd_talk_normal","","0.2","1","1007001","113411","3","","","1007001071"
"","","","","","1007001","3","93","","","1007001072"
"1","svd_idle_normal","","0.2","1","1007001","113411","3","","","1007001073"
"1","7","0","0","","1007001","113511","12","","","1007001074"
"1","svd_talk_memory","","0.2","","1007001","113511","3","","","1007001075"
"","","","","","1007001","3","93","","","1007001076"
"1","svd_idle_memory","","0.2","","1007001","113511","3","","","1007001077"
"1","10","0","0","","1007001","113411","12","","","1007001078"
"1","svd_talk_memory","","0.2","1","1007001","113411","3","","","1007001079"
"","","","","","1007001","3","93","","","1007001080"
"1","svd_idle_memory","","0.2","1","1007001","113411","3","","","1007001081"
"","","","","","1007001","1007001066","101","","","1007001082"
"1","1","0","1","0","1007001","333","6","","1","1007001083"
"","1","","","","1007001","113511","4","","","1007001084"
"1","svd_run","","0.2","","1007001","113511","3","","","1007001085"
"-300","-750","","","0","1007001","113511","2","","0.8","1007001086"
"","0","","","","1007001","113411","4","","","1007001087"
"1","svd_run","","0.2","","1007001","113411","3","","","1007001088"
"-300","750","","","0","1007001","113411","2","","0.8","1007001089"
"","","","","","1007001","0.6","93","","","1007001090"
"1","1","0","0.2","0","1007001","113511","6","","1","1007001091"
"1","1","0","0.2","0","1007001","113411","6","","1","1007001092"
"","","","","","1007001","0","91","","","1007001093"
"100","113511","0","2.08","-300","1007002","2","5","svd_idle_normal","-650","1007002001"
"100","113411","1","2.08","-300","1007002","1","5","svd_idle_normal","650","1007002002"
"0","333","0","1","0","1007002","3","5","svd_white_loop","0","1007002003"
"1","1","0","0","0","1007002","333","6","","1","1007002004"
"1","1","0","0","0","1007002","113511","6","","1","1007002005"
"1","1","0","0","0","1007002","113411","6","","1","1007002006"
"","","","","","1007002","1","93","","","1007002007"
"1","1","0","0.8","0.4","1007002","333","6","","1","1007002008"
"1","svd_run","","0.2","","1007002","113511","3","","","1007002009"
"-300","-250","","","0","1007002","113511","2","","1.2","1007002010"
"1","1","0","0.4","1","1007002","113511","6","","1","1007002011"
"","","","","","1007002","1.2","93","","","1007002012"
"","","","","","1007002","0","91","","","1007002013"
"1","svd_idle_normal","","0.1","","1007002","113511","3","","","1007002014"
"","","","","","1007002","0.6","93","","","1007002015"
"1","svd_talk_memory","","0.2","","1007002","113511","3","","","1007002016"
"0","vo_svd_0221","","","","1007002","vo_svd","21","","0","1007002017"
"6","あなた様の泳ぐ姿…この目に\nしかと焼き付けさせて\n頂きました。","0","0","0","1007002","113511","11","1","0","1007002018"
"","","","","","1007002","0","91","","","1007002019"
"1","svd_idle_memory","","0.2","","1007002","113511","3","","","1007002020"
"1","svd_run","","0.2","","1007002","113411","3","","","1007002021"
"-300","250","","","0","1007002","113411","2","","1.2","1007002022"
"1","1","0","0.4","1","1007002","113411","6","","1","1007002023"
"","","","","","1007002","1.2","93","","","1007002024"
"1","svd_idle_joy1","","0.1","","1007002","113411","3","","","1007002025"
"","","","","","1007002","0.3","93","","","1007002026"
"1","svd_talk_memory","","0.2","","1007002","113411","3","","","1007002027"
"0","vo_svd_0222","","","","1007002","vo_svd","21","","0","1007002028"
"6","弟くんが一生懸命動かす手足…\nかわいかったなぁ…","0","0","0","1007002","113411","11","1","0","1007002029"
"","","","","","1007002","0","91","","","1007002030"
"1","svd_idle_memory","","0.2","","1007002","113411","3","","","1007002031"
"1","svd_talk_memory","","0.2","","1007002","113511","3","","","1007002032"
"0","vo_svd_0223","","","","1007002","vo_svd","21","","0","1007002033"
"6","あなた様が上げる水しぶきは\nどんな秘薬よりも優れた霊薬\nになりそうですわ…","0","0","0","1007002","113511","11","1","0","1007002034"
"","","","","","1007002","0","91","","","1007002035"
"1","svd_idle_memory","","0.2","","1007002","113511","3","","","1007002036"
"1","svd_talk_worry","","0.2","","1007002","113411","3","","","1007002037"
"0","vo_svd_0224","","","","1007002","vo_svd","21","","0","1007002038"
"6","エリコちゃん…\nそれはさすがにちょっと…","0","0","0","1007002","113411","11","1","0","1007002039"
"","","","","","1007002","0","91","","","1007002040"
"1","svd_idle_worry","","0.2","","1007002","113411","3","","","1007002041"
"1","svd_talk_thinking","","0.2","","1007002","113511","3","","","1007002042"
"0","vo_svd_0225","","","","1007002","vo_svd","21","","0","1007002043"
"6","シズルさんには\n必要ないのですね。\nそれならば私がすべて…","0","0","0","1007002","113511","11","1","0","1007002044"
"","","","","","1007002","0","91","","","1007002045"
"1","svd_idle_thinking","","0.2","","1007002","113511","3","","","1007002046"
"0","4","0","0","","1007002","113411","12","","","1007002047"
"0","svd_surprise","","0.2","","1007002","113411","3","","","1007002048"
"","","","","","1007002","1","93","","","1007002049"
"1","svd_talk_joy2","","0.2","","1007002","113411","3","","","1007002050"
"0","vo_svd_0226","","","","1007002","vo_svd","21","","0","1007002051"
"8","ほしい！\n奇麗な小瓶に集めちゃう！","0","0","0","1007002","113411","11","1","0","1007002052"
"","","","","","1007002","0","91","","","1007002053"
"1","svd_idle_joy1","","0.2","","1007002","113411","3","","","1007002054"
"","","","","","1007002","","102","","","1007002055"
"","","","","","1007002","1","93","","","1007002056"
"1","8","0","0","","1007002","113511","12","","","1007002057"
"1","svd_talk_memory","","0.2","","1007002","113511","3","","","1007002058"
"","","","","","1007002","3","93","","","1007002059"
"1","svd_idle_memory","","0.2","","1007002","113511","3","","","1007002060"
"1","1","0","0","","1007002","113411","12","","","1007002061"
"1","svd_talk_worry","","0.2","1","1007002","113411","3","","","1007002062"
"","","","","","1007002","3","93","","","1007002063"
"1","svd_idle_worry","","0.2","1","1007002","113411","3","","","1007002064"
"1","11","0","0","","1007002","113511","12","","","1007002065"
"0","svd_talk_guts2","0.2","0.2","1","1007002","113511","3","","svd_idle_guts2","1007002066"
"","","","","","1007002","3","93","","","1007002067"
"1","svd_idle_guts2","","0.2","","1007002","113511","3","","","1007002068"
"1","7","0","0","","1007002","113411","12","","","1007002069"
"1","svd_talk_joy1","","0.2","1","1007002","113411","3","","","1007002070"
"","","","","","1007002","3","93","","","1007002071"
"1","svd_idle_joy1","","0.2","1","1007002","113411","3","","","1007002072"
"","","","","","1007002","1007002057","101","","","1007002073"
"1","1","0","1","0","1007002","333","6","","1","1007002074"
"","1","","","","1007002","113511","4","","","1007002075"
"1","svd_run","","0.2","","1007002","113511","3","","","1007002076"
"-300","-750","","","0","1007002","113511","2","","0.8","1007002077"
"","0","","","","1007002","113411","4","","","1007002078"
"1","svd_run","","0.2","","1007002","113411","3","","","1007002079"
"-300","750","","","0","1007002","113411","2","","0.8","1007002080"
"","","","","","1007002","0.6","93","","","1007002081"
"1","1","0","0.2","0","1007002","113511","6","","1","1007002082"
"1","1","0","0.2","0","1007002","113411","6","","1","1007002083"
"","","","","","1007002","0","91","","","1007002084"
"100","113511","0","2.08","-300","1007003","1","5","svd_idle_normal","-750","1007003001"
"100","113411","1","2.08","-300","1007003","2","5","svd_idle_normal","650","1007003002"
"0","333","0","1","0","1007003","3","5","svd_white_loop","0","1007003003"
"1","1","0","0","0","1007003","333","6","","1","1007003004"
"0","2","","","","1007003","113511","7","","0","1007003005"
"-300","-750","","","0","1007003","113511","2","","0.5","1007003006"
"1","1","0","0","0","1007003","113411","6","","1","1007003007"
"-140","16","","0","0.8","1007003","6","31","","-40","1007003008"
"0","2","","","","1007003","16","34","","0","1007003009"
"","","","","","1007003","1","93","","","1007003010"
"1","1","0","0.8","0.4","1007003","333","6","","1","1007003011"
"0","svd_idle_see_sad_pre","0","0.2","1","1007003","113511","3","","svd_idle_see_sad","1007003012"
"-300","-600","","","0","1007003","113511","2","","1.1","1007003013"
"","","","","","1007003","1","93","","","1007003014"
"","1","","","","1007003","16","32","","","1007003015"
"","","","","","1007003","0","91","","","1007003016"
"260","240","","","80","1007003","113511","94","","0","1007003017"
"","0","","","","1007003","16","32","","","1007003018"
"1","17","0","0","","1007003","113511","12","","","1007003019"
"1","svd_walk_sad","","0.2","","1007003","113511","3","","","1007003020"
"2","0","","","","1007003","113511","7","","0","1007003021"
"-300","-250","","","0","1007003","113511","2","","2.4","1007003022"
"","","","","","1007003","2.4","93","","","1007003023"
"1","svd_idle_sad","","0.2","","1007003","113511","3","","","1007003024"
"","","","","","1007003","0.5","93","","","1007003025"
"","","","","","1007003","0","91","","","1007003026"
"1","svd_talk_sad","","0.2","","1007003","113511","3","","","1007003027"
"0","vo_svd_0321","","","","1007003","vo_svd","21","","0","1007003028"
"7","弟くんに大きなカブトムシを\nプレゼントして\nあげたかったな…","0","0","0","1007003","113511","11","1","0","1007003029"
"","","","","","1007003","0","91","","","1007003030"
"1","svd_idle_sad","","0.2","","1007003","113511","3","","","1007003031"
"1","svd_walk","","0.2","","1007003","113411","3","","","1007003032"
"-300","250","","","0","1007003","113411","2","","2","1007003033"
"1","1","0","0.4","1","1007003","113411","6","","1","1007003034"
"","","","","","1007003","2","93","","","1007003035"
"1","svd_idle_normal","","0.2","","1007003","113411","3","","","1007003036"
"","","","","","1007003","0.4","93","","","1007003037"
"1","svd_talk_thinking","","0.2","","1007003","113411","3","","","1007003038"
"0","vo_svd_0322","","","","1007003","vo_svd","21","","0","1007003039"
"6","確かに心残りではありますが\nそれ以上によいものを\n見られましたわ。","0","0","0","1007003","113411","11","1","0","1007003040"
"","","","","","1007003","0","91","","","1007003041"
"1","svd_idle_thinking","","0.2","","1007003","113411","3","","","1007003042"
"1","svd_talk_joy1","","0.2","","1007003","113511","3","","","1007003043"
"0","vo_svd_0323","","","","1007003","vo_svd","21","","0","1007003044"
"6","優しい弟くんも素敵だったね！\nでもカブトムシ捕りは\nまた挑戦しよう！","0","0","0","1007003","113511","11","1","0","1007003045"
"","","","","","1007003","0","91","","","1007003046"
"1","svd_talk_sad","","0.2","","1007003","113511","3","","","1007003047"
"0","vo_svd_0324","","","","1007003","vo_svd","21","","0","1007003048"
"6","それでもまたダメだったら\nそのときは…","0","0","0","1007003","113511","11","1","0","1007003049"
"","","","","","1007003","0","91","","","1007003050"
"1","svd_idle_sad","","0.2","","1007003","113511","3","","","1007003051"
"1","svd_talk_sad","","0.2","","1007003","113411","3","","","1007003052"
"0","vo_svd_0325","","","","1007003","vo_svd","21","","0","1007003053"
"6","もし次があるのなら…私たちが\nカブトムシになりましょう。\nなりきってみせましょう。","0","0","0","1007003","113411","11","1","0","1007003054"
"","","","","","1007003","5","93","","","1007003055"
"1","svd_talk_wish2","","0.2","","1007003","113411","3","","","1007003056"
"","","","","","1007003","1007003054","91","","","1007003057"
"1","svd_idle_wish2","","0.2","","1007003","113411","3","","","1007003058"
"","","","","","1007003","","102","","","1007003059"
"","","","","","1007003","1","93","","","1007003060"
"1","12","0","0","","1007003","113511","12","","","1007003061"
"0","svd_cmn_think","0.2","0.2","1","1007003","113511","3","","svd_idle_normal","1007003062"
"","","","","","1007003","3","93","","","1007003063"
"1","svd_idle_normal","","0.2","","1007003","113511","3","","","1007003064"
"1","10","0","0","","1007003","113411","12","","","1007003065"
"1","svd_talk_normal","","0.2","1","1007003","113411","3","","","1007003066"
"","","","","","1007003","3","93","","","1007003067"
"1","svd_idle_normal","","0.2","1","1007003","113411","3","","","1007003068"
"1","1","0","0","","1007003","113511","12","","","1007003069"
"1","svd_talk_sad","","0.2","","1007003","113511","3","","","1007003070"
"","","","","","1007003","3","93","","","1007003071"
"1","svd_idle_sad","","0.2","","1007003","113511","3","","","1007003072"
"1","7","0","0","","1007003","113411","12","","","1007003073"
"1","svd_talk_wish","","0.2","1","1007003","113411","3","","","1007003074"
"","","","","","1007003","3","93","","","1007003075"
"1","svd_idle_wish","","0.2","1","1007003","113411","3","","","1007003076"
"","","","","","1007003","1007003061","101","","","1007003077"
"1","1","0","1","0","1007003","333","6","","1","1007003078"
"","1","","","","1007003","113511","4","","","1007003079"
"1","svd_run","","0.2","","1007003","113511","3","","","1007003080"
"-300","-750","","","0","1007003","113511","2","","0.8","1007003081"
"","0","","","","1007003","113411","4","","","1007003082"
"1","svd_run","","0.2","","1007003","113411","3","","","1007003083"
"-300","750","","","0","1007003","113411","2","","0.8","1007003084"
"","","","","","1007003","0.6","93","","","1007003085"
"1","1","0","0.2","0","1007003","113511","6","","1","1007003086"
"1","1","0","0.2","0","1007003","113411","6","","1","1007003087"
"","","","","","1007003","0","91","","","1007003088"
"100","113511","0","2.08","-560","1007004","1","5","svd_idle_normal","-250","1007004001"
"100","113411","1","2.08","-560","1007004","2","5","svd_idle_normal","250","1007004002"
"0","333","0","1","0","1007004","3","5","svd_white_loop","0","1007004003"
"1","1","0","0","0","1007004","333","6","","1","1007004004"
"1","1","0","0","0","1007004","113511","6","","1","1007004005"
"1","1","0","0","0","1007004","113411","6","","1","1007004006"
"","","","","","1007004","1","93","","","1007004007"
"1","1","0","0.8","0.4","1007004","333","6","","1","1007004008"
"0","svd_jump1","0.2","0.2","1","1007004","113511","3","","svd_idle_normal","1007004009"
"0","svd_jump1","0.2","0.2","1","1007004","113411","3","","svd_idle_normal","1007004010"
"","","","","","1007004","0.3","93","","","1007004011"
"-300","-250","","","0","1007004","113511","2","","0.75","1007004012"
"-300","250","","","0","1007004","113411","2","","0.75","1007004013"
"1","1","0","0.4","1","1007004","113511","6","","1","1007004014"
"1","1","0","0.4","1","1007004","113411","6","","1","1007004015"
"","","","","","1007004","1.2","93","","","1007004016"
"","","","","","1007004","0","91","","","1007004017"
"1","svd_idle_normal","","0.2","","1007004","113411","3","","","1007004018"
"1","svd_talk_joy1","","0.2","","1007004","113511","3","","","1007004019"
"0","vo_svd_0421","","","","1007004","vo_svd","21","","0","1007004020"
"6","ルーセント学院のみんな\nいい子だったね！\n学校生活も楽しそうだなー","0","0","0","1007004","113511","11","1","0","1007004021"
"","","","","","1007004","0","91","","","1007004022"
"1","svd_idle_joy1","","0.2","","1007004","113511","3","","","1007004023"
"1","svd_talk_thinking","","0.2","","1007004","113411","3","","","1007004024"
"0","vo_svd_0422","","","","1007004","vo_svd","21","","0","1007004025"
"6","イオちゃんという\nすばらしい先生にも恵まれて\n少しうらやましいですわ…","0","0","0","1007004","113411","11","1","0","1007004026"
"","","","","","1007004","0","91","","","1007004027"
"1","svd_idle_thinking","","0.2","","1007004","113411","3","","","1007004028"
"1","svd_talk_normal","","0.2","","1007004","113511","3","","","1007004029"
"0","vo_svd_0423","","","","1007004","vo_svd","21","","0","1007004030"
"7","ねぇねぇ、二人で入学する…\nっていうのはどうかな？","0","0","0","1007004","113511","11","1","0","1007004031"
"","","","","","1007004","0","91","","","1007004032"
"1","svd_idle_joy1","","0.2","","1007004","113511","3","","","1007004033"
"0","svd_surprise","0.2","0.2","1","1007004","113411","3","","svd_talk_joy1","1007004034"
"0","vo_svd_0424","","","","1007004","vo_svd","21","","0","1007004035"
"6","…！　よいアイデアですわ！\nさっそく入学願書を\n取り寄せましょう！","0","0","0","1007004","113411","11","1","0","1007004036"
"","","","","","1007004","0","91","","","1007004037"
"1","svd_idle_joy1","","0.2","","1007004","113411","3","","","1007004038"
"","","","","","1007004","","102","","","1007004039"
"","","","","","1007004","1","93","","","1007004040"
"1","7","0","0","","1007004","113511","12","","","1007004041"
"1","svd_talk_normal","","0.2","","1007004","113511","3","","","1007004042"
"","","","","","1007004","3","93","","","1007004043"
"1","svd_idle_normal","","0.2","","1007004","113511","3","","","1007004044"
"1","6","0","0","","1007004","113411","12","","","1007004045"
"1","svd_talk_joy1","","0.2","1","1007004","113411","3","","","1007004046"
"","","","","","1007004","3","93","","","1007004047"
"1","svd_idle_joy1","","0.2","1","1007004","113411","3","","","1007004048"
"1","10","0","0","","1007004","113511","12","","","1007004049"
"1","svd_talk_joy2","","0.2","","1007004","113511","3","","","1007004050"
"","","","","","1007004","3","93","","","1007004051"
"1","svd_idle_joy2","","0.2","","1007004","113511","3","","","1007004052"
"1","10","0","0","","1007004","113411","12","","","1007004053"
"0","svd_cmn_smile3","0.2","0.2","1","1007004","113411","3","","svd_idle_joy1","1007004054"
"","","","","","1007004","3","93","","","1007004055"
"1","svd_idle_joy1","","0.2","1","1007004","113411","3","","","1007004056"
"","","","","","1007004","1007004041","101","","","1007004057"
"1","1","0","1","0","1007004","333","6","","1","1007004058"
"","1","","","","1007004","113511","4","","","1007004059"
"1","svd_run","","0.2","","1007004","113511","3","","","1007004060"
"-300","-750","","","0","1007004","113511","2","","0.8","1007004061"
"","0","","","","1007004","113411","4","","","1007004062"
"1","svd_run","","0.2","","1007004","113411","3","","","1007004063"
"-300","750","","","0","1007004","113411","2","","0.8","1007004064"
"","","","","","1007004","0.6","93","","","1007004065"
"1","1","0","0.2","0","1007004","113511","6","","1","1007004066"
"1","1","0","0.2","0","1007004","113411","6","","1","1007004067"
"","","","","","1007004","0","91","","","1007004068"
"110","113511","0","2.08","-300","1007005","1","5","svd_idle_normal","-700","1007005001"
"100","113411","0","2.08","-300","1007005","2","5","svd_idle_normal","-550","1007005002"
"0","333","0","1","0","1007005","3","5","svd_white_loop","0","1007005003"
"1","1","0","0","0","1007005","333","6","","1","1007005004"
"-630","13","","0","1.3","1007005","3","31","","60","1007005005"
"1","1","0","0","0","1007005","113511","6","","1","1007005006"
"1","1","0","0","0","1007005","113411","6","","1","1007005007"
"","","","","","1007005","1","93","","","1007005008"
"1","1","0","0.8","0.4","1007005","333","6","","1","1007005009"
"1","svd_walk_glad","","0.2","","1007005","113511","3","","","1007005010"
"-300","-250","","","0","1007005","113511","2","","2","1007005011"
"1","svd_walk_glad2","","0.2","","1007005","113411","3","","","1007005012"
"-300","-50","","","0","1007005","113411","2","","2.2","1007005013"
"1","1","0","0.4","1","1007005","113511","6","","1","1007005014"
"1","1","0","0.4","1","1007005","113411","6","","1","1007005015"
"","1","","","","1007005","13","32","","","1007005016"
"60","-180","","","0","1007005","13","33","","2","1007005017"
"","","","","","1007005","2","93","","","1007005018"
"","0","","","","1007005","13","32","","","1007005019"
"1","svd_idle_normal","","0.2","","1007005","113511","3","","","1007005020"
"","","","","","1007005","0.2","93","","","1007005021"
"","1","","","","1007005","113411","4","","","1007005022"
"1","svd_idle_normal","","0.2","","1007005","113411","3","","","1007005023"
"","","","","","1007005","0.5","93","","","1007005024"
"0.5","10","0","0","","1007005","113511","12","","","1007005025"
"0.5","10","0","0","","1007005","113411","12","","","1007005026"
"0","svd_wink","0.2","0.2","1","1007005","113511","3","","svd_idle_normal","1007005027"
"0","svd_wink","0.2","0.2","1","1007005","113411","3","","svd_idle_normal","1007005028"
"","","","","","1007005","1.5","93","","","1007005029"
"","0","","","","1007005","113411","4","","","1007005030"
"1","svd_walk","","0.2","","1007005","113411","3","","","1007005031"
"-300","250","","","0","1007005","113411","2","","1","1007005032"
"","","","","","1007005","1","93","","","1007005033"
"0","svd_idle_normal","0","0.4","1","1007005","113411","3","","svd_idle_normal","1007005034"
"","","","","","1007005","0","93","","","1007005035"
"","1","","","","1007005","113411","4","","","1007005036"
"","","","","","1007005","0.6","93","","","1007005037"
"1","svd_talk_joy1","","0.2","","1007005","113511","3","","","1007005038"
"0","vo_svd_0521","","","","1007005","vo_svd","21","","0","1007005039"
"5","静かな島で弟くんと暮らす…\nここは本当に天国だね。","0","0","0","1007005","113511","11","1","0","1007005040"
"","","","","","1007005","0","91","","","1007005041"
"1","svd_idle_memory","","0.2","","1007005","113511","3","","","1007005042"
"1","svd_talk_memory","","0.2","","1007005","113411","3","","","1007005043"
"0","vo_svd_0522","","","","1007005","vo_svd","21","","0","1007005044"
"6","これを幸せと呼ばずして\n何を幸せと呼べば\nよいのでしょう…","0","0","0","1007005","113411","11","1","0","1007005045"
"","","","","","1007005","0","91","","","1007005046"
"1","svd_idle_memory","","0.2","","1007005","113411","3","","","1007005047"
"1","svd_talk_memory","","0.2","","1007005","113511","3","","","1007005048"
"0","vo_svd_0523","","","","1007005","vo_svd","21","","0","1007005049"
"6","おはようからおやすみまで\nずっと弟くんと一緒に\nいられる…","0","0","0","1007005","113511","11","1","0","1007005050"
"","","","","","1007005","0","91","","","1007005051"
"1","svd_idle_memory","","0.2","","1007005","113511","3","","","1007005052"
"1","svd_talk_memory","","0.2","","1007005","113411","3","","","1007005053"
"0","vo_svd_0524","","","","1007005","vo_svd","21","","0","1007005054"
"4","寝起きのかわいらしい顔も\n穏やかな寝顔も\nすべて見放題…","0","0","0","1007005","113411","11","1","0","1007005055"
"","","","","","1007005","0","91","","","1007005056"
"1","svd_idle_memory","","0.2","","1007005","113411","3","","","1007005057"
"1","svd_talk_joy2","","0.2","","1007005","113511","3","","","1007005058"
"0","vo_svd_0525","","","","1007005","vo_svd","21","","0","1007005059"
"8","この幸せをお返しできるように\n最高のおうちを作ろうね！\nエリコちゃん！","0","0","0","1007005","113511","11","1","0","1007005060"
"","","","","","1007005","4","93","","","1007005061"
"0","svd_talk_guts","0.2","0.2","1","1007005","113511","3","","svd_idle_guts","1007005062"
"","","","","","1007005","1007005060","91","","","1007005063"
"1","svd_idle_guts","","0.2","","1007005","113511","3","","","1007005064"
"0","svd_talk_guts2","0.2","0.2","1","1007005","113411","3","","svd_idle_guts2","1007005065"
"0","vo_svd_0526","","","","1007005","vo_svd","21","","0","1007005066"
"6","もちろんですわ！","0","0","0","1007005","113411","11","1","0","1007005067"
"","","","","","1007005","0","91","","","1007005068"
"","","","","","1007005","","102","","","1007005069"
"","","","","","1007005","1","93","","","1007005070"
"1","9","0","0","","1007005","113511","12","","","1007005071"
"1","svd_talk_memory","","0.2","","1007005","113511","3","","","1007005072"
"","","","","","1007005","3","93","","","1007005073"
"1","svd_idle_memory","","0.2","","1007005","113511","3","","","1007005074"
