7d8b3117ce7013d3635b494de13356f7d16e42b9154e87edfcc0383af54c211b,426e607e46329d38e63a0e2a4da628baf69470a90a760683ca813dea3e66e3f3,5da58df4bebc4dfc6066272bde04832690d1e1b1dae43a2cb119843ad698e426,006f505f5fda8185e79a266c63338e01e174e092bb4e33657ce96d3e95d86edd,a18a6576227480e2a065026a140110b6de1308f59a29d5da01933ef3e8ad6065
"100","1105","10178","743","10"
"100","1186","10179","748","10"
"100","979","10180","752","10"
"400","780","10181","755","10"
"100","644","10182","760","10"
"100","397","10183","764","10"
"100","561","10184","768","10"
"100","530","10185","773","10"
"101","653","10186","778","10"
"100","695","10187","783","10"
"100","531","10188","787","10"
"101","653","10189","793","10"
"100","414","10190","799","10"
"100","190","10191","804","10"
"101","147","10192","809","10"
"100","334","10193","815","10"
"100","270","10194","820","10"
"100","487","10195","825","10"
"101","590","10196","831","10"
"100","637","10197","835","10"
"101","572","10198","840","10"
"100","652","10199","842","10"
"100","746","10200","850","10"
"100","255","11001","30","11"
"100","634","11002","34","11"
"100","539","11003","37","11"
"101","413","11004","41","11"
"100","748","11005","46","11"
"100","608","11006","51","11"
"100","1002","11007","54","11"
"101","802","11008","58","11"
"100","509","11009","62","11"
"100","648","11010","67","11"
"100","305","11011","71","11"
"100","15","11012","75","11"
"101","440","11013","78","11"
"100","476","11014","82","11"
"100","735","11015","87","11"
"100","955","11016","92","11"
"100","1027","11017","96","11"
"100","590","11018","101","11"
"100","249","11019","105","11"
"100","694","11020","108","11"
"100","491","11021","112","11"
"100","174","11022","117","11"
"100","218","11023","120","11"
"100","498","11024","125","11"
"101","928","11025","129","11"
"100","819","11026","133","11"
"100","1136","11027","137","11"
"100","875","11028","140","11"
"100","1010","11029","143","11"
"100","1178","11030","147","11"
"101","785","11031","152","11"
"100","357","11032","155","11"
"101","593","11033","159","11"
"101","382","11034","162","11"
"100","662","11035","165","11"
"100","543","11036","170","11"
"101","916","11037","173","11"
"100","1181","11038","178","11"
"400","771","11039","183","11"
"100","1083","11040","188","11"
"100","1192","11041","192","11"
"101","887","11042","197","11"
"100","628","11043","202","11"
"100","674","11044","205","11"
"100","545","11045","210","11"
"101","411","11046","215","11"
"100","546","11047","219","11"
"100","105","11048","224","11"
"100","178","11049","227","11"
"100","261","11050","232","11"
"100","224","11051","237","11"
"100","354","11052","240","11"
"100","638","11053","244","11"
"101","445","11054","247","11"
"100","697","11055","252","11"
"200","1108","11056","255","11"
"100","695","11057","259","11"
"100","1000","11058","262","11"
"101","768","11059","265","11"
"100","608","11060","270","11"
"101","486","11061","273","11"
"100","595","11062","277","11"
"100","430","11063","281","11"
"100","359","11064","284","11"
"100","474","11065","289","11"
"100","230","11066","292","11"
"101","652","11067","296","11"
"100","424","11068","300","11"
"300","472","11069","304","11"
"100","678","11070","307","11"
"100","946","11071","310","11"
"101","912","11072","314","11"
"100","762","11073","317","11"
"100","1057","11074","321","11"
"101","684","11075","326","11"
"100","770","11076","330","11"
"100","565","11077","335","11"
"100","632","11078","340","11"
"100","1049","11079","345","11"
"101","1089","11080","349","11"
"100","908","11081","352","11"
"100","686","11082","357","11"
"100","537","11083","361","11"
"101","271","11084","364","11"
"100","71","11085","369","11"
"100","463","11086","374","11"
"101","585","11087","379","11"
"100","469","11088","383","11"
"100","113","11089","386","11"
"100","7","11090","391","11"
"101","99","11091","395","11"
"100","363","11092","398","11"
"100","118","11093","402","11"
"100","533","11094","407","11"
"100","376","11095","410","11"
"100","160","11096","414","11"
"101","406","11097","417","11"
"100","163","11098","422","11"
"100","544","11099","425","11"
"100","846","11100","429","11"
"101","397","11101","434","11"
"100","174","11102","439","11"
"100","364","11103","444","11"
"400","730","11104","447","11"
"100","922","11105","452","11"
"100","1024","11106","456","11"
"101","625","11107","461","11"
"100","488","11108","464","11"
"300","555","11109","467","11"
"100","655","11110","471","11"
"101","818","11111","476","11"
"100","602","11112","481","11"
"100","909","11113","484","11"
"100","1185","11114","488","11"
"100","828","11115","492","11"
"100","619","11116","495","11"
"100","567","11117","500","11"
"200","806","11118","503","11"
"100","708","11119","506","11"
"100","1043","11120","510","11"
"100","707","11121","514","11"
"101","992","11122","519","11"
"100","811","11123","522","11"
"101","497","11124","526","11"
"100","166","11125","529","11"
"100","5","11126","532","11"
"101","436","11127","537","11"
"100","658","11128","541","11"
"100","559","11129","546","11"
"101","380","11130","551","11"
"100","153","11131","554","11"
"101","385","11132","558","11"
"100","635","11133","563","11"
"100","339","11134","566","11"
"101","27","11135","570","11"
"100","367","11136","575","11"
"100","143","11137","580","11"
"100","42","11138","583","11"
"101","275","11139","586","11"
"100","712","11140","590","11"
"100","1015","11141","595","11"
"400","620","11142","599","11"
"100","675","11143","604","11"
"100","1033","11144","608","11"
"101","852","11145","612","11"
"100","776","11146","615","11"
"300","546","11147","619","11"
"100","498","11148","624","11"
"101","787","11149","628","11"
"100","562","11150","633","11"
"100","158","11151","636","11"
"100","303","11152","640","11"
"100","204","11153","644","11"
"101","310","11154","649","11"
"100","35","11155","653","11"
"100","210","11156","656","11"
"100","473","11157","659","11"
"100","240","11158","662","11"
"100","123","11159","665","11"
"101","457","11160","670","11"
"100","582","11161","674","11"
"101","764","11162","677","11"
"100","430","11163","682","11"
"100","394","11164","686","11"
"101","546","11165","690","11"
"100","686","11166","694","11"
"101","754","11167","698","11"
"100","323","11168","702","11"
"100","765","11169","706","11"
"200","1034","11170","710","11"
"100","775","11171","714","11"
"100","387","11172","719","11"
"100","584","11173","722","11"
"101","473","11174","727","11"
"100","651","11175","730","11"
"100","772","11176","735","11"
"101","677","11177","739","11"
"100","274","11178","743","11"
"100","567","11179","748","11"
"100","671","11180","752","11"
"400","290","11181","755","11"
"100","511","11182","760","11"
"100","135","11183","764","11"
"100","47","11184","768","11"
"100","139","11185","773","11"
"101","268","11186","778","11"
"100","669","11187","783","11"
"100","589","11188","787","11"
"101","419","11189","793","11"
"100","859","11190","799","11"
"100","1120","11191","804","11"
"101","1054","11192","809","11"
"100","904","11193","815","11"
"100","1153","11194","820","11"
"100","899","11195","825","11"
"101","805","11196","831","11"
"100","546","11197","835","11"
"101","308","11198","840","11"
"100","50","11199","842","11"
"100","483","11200","850","11"
"100","512","12001","30","12"
"100","411","12002","35","12"
"101","536","12003","40","12"
"100","762","12004","43","12"
"100","361","12005","47","12"
"100","725","12006","51","12"
"100","1121","12007","56","12"
"101","805","12008","59","12"
"100","341","12009","63","12"
"100","658","12010","67","12"
"100","351","12011","71","12"
"100","150","12012","75","12"
"101","504","12013","78","12"
"100","978","12014","82","12"
"101","517","12015","87","12"
"100","877","12016","92","12"
"100","650","12017","97","12"
"100","818","12018","102","12"
"100","510","12019","110","12"
"100","549","12020","115","12"
"100","450","12021","120","12"
"100","735","12022","125","12"
"100","929","12023","128","12"
"101","868","12024","131","12"
"100","1060","12025","138","12"
"100","929","12026","142","12"
"101","726","12027","146","12"
"100","674","12028","151","12"
"100","1052","12029","155","12"
"100","1013","12030","160","12"
"100","1095","12031","164","12"
"101","1039","12032","168","12"
"100","579","12033","171","12"
"100","255","12034","174","12"
"100","593","12035","178","12"
"100","947","12036","183","12"
"100","638","12037","186","12"
"100","1037","12038","189","12"
"101","987","12039","192","12"
"100","812","12040","195","12"
"100","685","12041","198","12"
"100","1105","12042","202","12"
"100","750","12043","207","12"
"101","476","12044","212","12"
"100","697","12045","216","12"
"400","366","12046","219","12"
"100","705","12047","223","12"
"100","382","12048","226","12"
"101","269","12049","230","12"
"100","694","12050","235","12"
"100","470","12051","238","12"
"100","764","12052","243","12"
"101","391","12053","248","12"
"100","236","12054","252","12"
"100","142","12055","255","12"
"100","298","12056","258","12"
"300","594","12057","263","12"
"100","916","12058","266","12"
"100","793","12059","271","12"
"100","854","12060","275","12"
"101","681","12061","279","12"
"100","1030","12062","282","12"
"200","550","12063","286","12"
"100","278","12064","289","12"
"100","145","12065","294","12"
"101","65","12066","297","12"
"100","319","12067","300","12"
"101","398","12068","303","12"
"101","438","12069","308","12"
"100","66","12070","312","12"
"100","104","12071","317","12"
"100","520","12072","322","12"
"100","851","12073","326","12"
"101","736","12074","329","12"
"100","1175","12075","334","12"
"100","742","12076","337","12"
"100","978","12077","340","12"
"100","1194","12078","344","12"
"101","1143","12079","349","12"
"100","712","12080","354","12"
"100","1129","12081","357","12"
"101","1088","12082","361","12"
"100","749","12083","364","12"
"100","605","12084","368","12"
"100","773","12085","371","12"
"100","457","12086","376","12"
"101","231","12087","381","12"
"100","595","12088","385","12"
"100","322","12089","389","12"
"100","445","12090","393","12"
"101","130","12091","396","12"
"100","588","12092","399","12"
"100","726","12093","402","12"
"101","314","12094","405","12"
"100","595","12095","410","12"
"200","652","12096","413","12"
"100","757","12097","418","12"
"100","604","12098","423","12"
"101","853","12099","426","12"
"100","1121","12100","429","12"
"100","919","12101","434","12"
"400","840","12102","439","12"
"100","723","12103","443","12"
"100","811","12104","448","12"
"300","769","12105","452","12"
"101","427","12106","457","12"
"100","599","12107","462","12"
"100","228","12108","465","12"
"101","44","12109","469","12"
"100","224","12110","472","12"
"100","25","12111","476","12"
"100","128","12112","481","12"
"101","589","12113","484","12"
"100","961","12114","489","12"
"100","632","12115","493","12"
"100","662","12116","497","12"
"100","316","12117","501","12"
"101","487","12118","509","12"
"100","545","12119","514","12"
"100","929","12120","522","12"
"101","667","12121","525","12"
"100","468","12122","528","12"
"100","341","12123","531","12"
"400","711","12124","534","12"
"100","1007","12125","538","12"
"100","1054","12126","543","12"
"101","703","12127","546","12"
"100","421","12128","551","12"
"100","634","12129","554","12"
"100","1101","12130","557","12"
"101","842","12131","562","12"
"100","1021","12132","567","12"
"100","1103","12133","572","12"
"100","931","12134","575","12"
"100","1062","12135","579","12"
"100","1020","12136","583","12"
"100","1108","12137","586","12"
"100","1052","12138","591","12"
"100","681","12139","596","12"
"101","438","12140","599","12"
"100","471","12141","604","12"
"101","311","12142","607","12"
"100","373","12143","612","12"
"101","771","12144","616","12"
"100","983","12145","619","12"
"100","1098","12146","622","12"
"101","890","12147","625","12"
"100","1032","12148","629","12"
"300","642","12149","632","12"
"100","378","12150","636","12"
"100","90","12151","641","12"
"200","525","12152","646","12"
"100","980","12153","651","12"
"100","1012","12154","654","12"
"101","1177","12155","658","12"
"100","761","12156","663","12"
"101","804","12157","666","12"
"100","1015","12158","670","12"
"100","1095","12159","673","12"
"100","1052","12160","675","12"
"400","868","12161","680","12"
"100","705","12162","683","12"
"100","1023","12163","686","12"
"101","798","12164","690","12"
"100","684","12165","694","12"
"100","870","12166","698","12"
"100","1074","12167","702","12"
"100","999","12168","707","12"
"101","610","12169","711","12"
"100","644","12170","715","12"
"101","783","12171","719","12"
"100","981","12172","724","12"
"100","1188","12173","728","12"
"101","1079","12174","734","12"
"100","658","12175","739","12"
"100","750","12176","742","12"
"100","526","12177","745","12"
"100","636","12178","751","12"
"101","457","12179","757","12"
"100","178","12180","763","12"
"100","369","12181","768","12"
"101","677","12182","772","12"
"100","793","12183","777","12"
"100","424","12184","781","12"
"101","510","12185","786","12"
"100","791","12186","792","12"
"101","1074","12187","797","12"
"100","905","12188","802","12"
"100","590","12189","805","12"
"100","759","12190","808","12"
"100","419","12191","812","12"
"100","513","12192","817","12"
"100","912","12193","823","12"
"100","792","12194","828","12"
"101","1154","12195","833","12"
"100","678","12196","837","12"
"100","833","12197","841","12"
"100","571","12198","845","12"
"100","608","12199","850","12"
"101","446","12200","855","12"
"100","314","13001","30","13"
"100","355","13002","35","13"
"100","159","13003","39","13"
"100","535","13004","42","13"
"100","72","13005","46","13"
"101","150","13006","49","13"
"100","298","13007","53","13"
"100","665","13008","56","13"
"100","1046","13009","60","13"
"100","973","13010","65","13"
"101","800","13011","68","13"
"100","723","13012","73","13"
"100","763","13013","76","13"
"100","858","13014","81","13"
"101","682","13015","85","13"
"100","426","13016","89","13"
"100","268","13017","94","13"
"100","122","13018","97","13"
"101","43","13019","102","13"
"100","376","13020","107","13"
"100","765","13021","112","13"
"100","1006","13022","117","13"
"101","855","13023","121","13"
"100","789","13024","124","13"
"100","1021","13025","129","13"
"101","707","13026","133","13"
"100","1093","13027","138","13"
"100","1172","13028","143","13"
"101","700","13029","148","13"
"100","1003","13030","153","13"
"100","746","13031","158","13"
"101","429","13032","163","13"
"100","84","13033","167","13"
"100","230","13034","171","13"
"100","409","13035","174","13"
"100","234","13036","179","13"
"100","627","13037","183","13"
"100","504","13038","188","13"
"101","620","13039","191","13"
"100","831","13040","196","13"
"100","621","13041","200","13"
"100","754","13042","205","13"
"100","403","13043","208","13"
"101","325","13044","212","13"
"100","128","13045","215","13"
"400","510","13046","220","13"
"100","119","13047","223","13"
"100","159","13048","228","13"
"101","220","13049","232","13"
"100","61","13050","236","13"
"100","176","13051","239","13"
"100","289","13052","243","13"
"101","150","13053","246","13"
"100","398","13054","251","13"
"100","672","13055","254","13"
"100","985","13056","257","13"
"300","650","13057","262","13"
"100","740","13058","267","13"
"100","1016","13059","271","13"
"100","1058","13060","274","13"
"101","989","13061","277","13"
"100","703","13062","282","13"
"200","410","13063","285","13"
"100","800","13064","288","13"
"100","750","13065","291","13"
"101","821","13066","294","13"
"100","768","13067","298","13"
"101","1078","13068","303","13"
"101","1120","13069","308","13"
"100","831","13070","313","13"
"100","783","13071","318","13"
"100","459","13072","322","13"
"100","229","13073","325","13"
"101","271","13074","328","13"
"100","75","13075","332","13"
"100","355","13076","337","13"
"100","202","13077","342","13"
"100","288","13078","347","13"
"101","546","13079","350","13"
"400","497","13080","355","13"
"100","430","13081","359","13"
"101","258","13082","362","13"
"100","594","13083","366","13"
"100","894","13084","371","13"
"100","1131","13085","376","13"
"100","1176","13086","380","13"
"101","930","13087","385","13"
"100","572","13088","390","13"
"100","300","13089","394","13"
"100","540","13090","398","13"
"101","759","13091","401","13"
"100","1048","13092","405","13"
"100","712","13093","410","13"
"101","445","13094","413","13"
"100","391","13095","416","13"
"200","313","13096","421","13"
"100","223","13097","424","13"
"100","347","13098","429","13"
"101","677","13099","432","13"
"100","473","13100","435","13"
"100","370","13101","438","13"
"100","315","13102","443","13"
"100","388","13103","447","13"
"300","720","13104","452","13"
"100","991","13105","456","13"
"101","1131","13106","460","13"
"100","814","13107","464","13"
"100","626","13108","467","13"
"101","413","13109","472","13"
"100","210","13110","477","13"
"100","327","13111","480","13"
"100","658","13112","483","13"
"101","911","13113","488","13"
"100","564","13114","493","13"
"100","704","13115","496","13"
"100","553","13116","501","13"
"100","456","13117","504","13"
"100","834","13118","508","13"
"101","1009","13119","512","13"
"100","1059","13120","517","13"
"100","716","13121","522","13"
"100","361","13122","525","13"
"101","300","13123","530","13"
"100","171","13124","533","13"
"100","399","13125","536","13"
"400","302","13126","541","13"
"100","559","13127","545","13"
"100","872","13128","550","13"
"101","1059","13129","554","13"
"100","1125","13130","559","13"
"100","891","13131","564","13"
"100","685","13132","569","13"
"101","772","13133","574","13"
"100","406","13134","577","13"
"100","180","13135","580","13"
"100","315","13136","584","13"
"100","459","13137","590","13"
"100","245","13138","596","13"
"100","149","13139","599","13"
"100","377","13140","602","13"
"100","587","13141","607","13"
"101","879","13142","611","13"
"100","1189","13143","614","13"
"101","983","13144","617","13"
"100","648","13145","623","13"
"101","745","13146","629","13"
"100","662","13147","634","13"
"100","381","13148","637","13"
"101","607","13149","642","13"
"100","390","13150","646","13"
"100","743","13151","651","13"
"100","704","13152","657","13"
"100","531","13153","660","13"
"100","316","13154","663","13"
"300","477","13155","668","13"
"100","316","13156","673","13"
"101","347","13157","676","13"
"100","697","13158","682","13"
"101","376","13159","686","13"
"100","524","13160","692","13"
"100","585","13161","695","13"
"400","436","13162","701","13"
"100","332","13163","705","13"
"101","391","13164","710","13"
"100","344","13165","714","13"
"100","696","13166","719","13"
"100","406","13167","723","13"
"100","556","13168","726","13"
"101","963","13169","730","13"
"100","1149","13170","733","13"
"101","713","13171","737","13"
"100","238","13172","742","13"
"100","500","13173","746","13"
"101","265","13174","750","13"
"100","576","13175","754","13"
"100","444","13176","758","13"
"100","858","13177","762","13"
"100","1152","13178","767","13"
"100","696","13179","770","13"
"100","1043","13180","773","13"
"101","1164","13181","776","13"
"100","825","13182","781","13"
"100","537","13183","784","13"
"101","588","13184","788","13"
"100","445","13185","792","13"
"101","297","13186","795","13"
"100","447","13187","798","13"
"100","307","13188","801","13"
"100","388","13189","804","13"
"200","182","13190","809","13"
"100","275","13191","813","13"
"100","234","13192","816","13"
"100","378","13193","821","13"
"100","693","13194","825","13"
"101","478","13195","828","13"
"100","758","13196","832","13"
"100","299","13197","837","13"
"100","637","13198","840","13"
"100","380","13199","844","13"
"101","203","13200","850","13"
"100","314","14001","30","14"
"100","602","14002","34","14"
"100","446","14003","37","14"
"100","762","14004","47","14"
"100","620","14005","53","14"
"101","571","14006","58","14"
"100","685","14007","62","14"
"100","887","14008","65","14"
"100","1184","14009","70","14"
"100","934","14010","72","14"
"101","972","14011","74","14"
"100","681","14012","79","14"
"100","747","14013","85","14"
"100","483","14014","90","14"
"101","194","14015","93","14"
"100","102","14016","99","14"
"100","358","14017","103","14"
"100","547","14018","105","14"
"101","462","14019","111","14"
"100","735","14020","116","14"
"100","651","14021","119","14"
"100","555","14022","123","14"
"101","226","14023","125","14"
"100","293","14024","131","14"
"100","637","14025","133","14"
"101","601","14026","139","14"
"100","873","14027","141","14"
"100","688","14028","147","14"
"101","1023","14029","153","14"
"100","978","14030","155","14"
"100","906","14031","157","14"
"101","773","14032","162","14"
"100","623","14033","168","14"
"100","491","14034","174","14"
"100","525","14035","177","14"
"100","864","14036","183","14"
"100","1036","14037","189","14"
"100","1162","14038","195","14"
"101","848","14039","197","14"
"100","731","14040","202","14"
"100","844","14041","205","14"
"100","772","14042","210","14"
"100","998","14043","214","14"
"101","925","14044","217","14"
"100","1005","14045","223","14"
"400","540","14046","229","14"
"100","719","14047","231","14"
"100","476","14048","236","14"
"101","563","14049","238","14"
"100","504","14050","243","14"
"100","598","14051","249","14"
"100","923","14052","252","14"
"101","696","14053","257","14"
"100","983","14054","261","14"
"100","802","14055","264","14"
"100","929","14056","267","14"
"300","641","14057","272","14"
"100","872","14058","274","14"
"100","776","14059","280","14"
"100","607","14060","285","14"
"101","487","14061","288","14"
"100","681","14062","291","14"
"200","815","14063","294","14"
"100","990","14064","300","14"
"100","911","14065","304","14"
"101","558","14066","309","14"
"100","411","14067","312","14"
"101","558","14068","317","14"
"101","634","14069","322","14"
"100","988","14070","326","14"
"100","1155","14071","330","14"
"100","880","14072","334","14"
"100","670","14073","336","14"
"101","629","14074","340","14"
"100","383","14075","342","14"
"100","309","14076","347","14"
"100","447","14077","353","14"
"100","176","14078","358","14"
"101","65","14079","362","14"
"400","250","14080","366","14"
"100","507","14081","369","14"
"101","201","14082","373","14"
"100","418","14083","375","14"
"100","136","14084","378","14"
"100","335","14085","380","14"
"100","17","14086","383","14"
"101","93","14087","388","14"
"100","152","14088","390","14"
"100","408","14089","392","14"
"100","618","14090","394","14"
"101","398","14091","397","14"
"100","170","14092","403","14"
"100","336","14093","407","14"
"101","446","14094","409","14"
"100","298","14095","412","14"
"200","658","14096","418","14"
"100","934","14097","424","14"
"100","1137","14098","426","14"
"101","786","14099","431","14"
"100","1145","14100","434","14"
"100","818","14101","438","14"
"100","526","14102","443","14"
"100","239","14103","449","14"
"100","29","14104","454","14"
"100","238","14105","456","14"
"101","603","14106","458","14"
"100","737","14107","460","14"
"100","952","14108","463","14"
"101","1184","14109","466","14"
"100","1120","14110","468","14"
"100","860","14111","474","14"
"100","1113","14112","479","14"
"101","912","14113","484","14"
"100","684","14114","488","14"
"100","725","14115","491","14"
"100","1021","14116","494","14"
"300","869","14117","500","14"
"100","535","14118","506","14"
"101","759","14119","510","14"
"100","583","14120","516","14"
"100","251","14121","518","14"
"100","152","14122","522","14"
"101","378","14123","525","14"
"100","604","14124","527","14"
"100","446","14125","529","14"
"400","312","14126","532","14"
"100","429","14127","534","14"
"100","12","14128","537","14"
"101","301","14129","543","14"
"100","714","14130","548","14"
"100","481","14131","553","14"
"100","305","14132","558","14"
"101","212","14133","560","14"
"100","511","14134","562","14"
"100","314","14135","566","14"
"100","512","14136","572","14"
"100","771","14137","578","14"
"100","719","14138","583","14"
"100","572","14139","586","14"
"100","521","14140","589","14"
"100","823","14141","595","14"
"101","608","14142","598","14"
"100","561","14143","604","14"
"101","869","14144","608","14"
"100","1199","14145","614","14"
"101","991","14146","618","14"
"100","816","14147","621","14"
"100","757","14148","627","14"
"101","1187","14149","633","14"
"100","1073","14150","636","14"
"100","925","14151","642","14"
"400","670","14152","648","14"
"100","730","14153","654","14"
"100","1018","14154","656","14"
"300","938","14155","659","14"
"100","612","14156","662","14"
"101","259","14157","664","14"
"100","293","14158","670","14"
"101","342","14159","675","14"
"100","458","14160","677","14"
"100","585","14161","683","14"
"100","501","14162","685","14"
"100","82","14163","691","14"
"101","433","14164","695","14"
"100","281","14165","700","14"
"100","247","14166","706","14"
"100","71","14167","708","14"
"100","499","14168","711","14"
"101","843","14169","717","14"
"100","887","14170","722","14"
"101","441","14171","725","14"
"100","115","14172","729","14"
"100","241","14173","735","14"
"101","477","14174","738","14"
"100","534","14175","743","14"
"200","859","14176","746","14"
"100","742","14177","750","14"
"100","599","14178","754","14"
"100","433","14179","760","14"
"100","239","14180","766","14"
"101","670","14181","771","14"
"100","267","14182","777","14"
"100","617","14183","781","14"
"101","959","14184","784","14"
"100","649","14185","790","14"
"101","776","14186","795","14"
"100","602","14187","800","14"
"100","375","14188","803","14"
"100","720","14189","805","14"
"100","451","14190","810","14"
"100","196","14191","813","14"
"100","70","14192","815","14"
"100","340","14193","818","14"
"100","548","14194","823","14"
"101","758","14195","829","14"
"100","1005","14196","833","14"
"100","830","14197","836","14"
"100","727","14198","841","14"
"100","814","14199","847","14"
"101","1111","14200","855","14"
"100","120","15001","30","15"
"100","40","15002","33","15"
"101","239","15003","40","15"
"100","64","15004","44","15"
"100","10","15005","48","15"
"100","262","15006","53","15"
"100","228","15007","57","15"
"101","190","15008","61","15"
"100","339","15009","66","15"
"100","205","15010","69","15"
"100","369","15011","72","15"
"100","151","15012","75","15"
"100","187","15013","78","15"
"101","458","15014","81","15"
"100","427","15015","85","15"
"100","665","15016","88","15"
"400","433","15017","93","15"
"100","602","15018","96","15"
"100","301","15019","99","15"
"100","168","15020","102","15"
"101","335","15021","106","15"
"100","648","15022","110","15"
"100","915","15023","115","15"
"101","1085","15024","119","15"
"100","785","15025","122","15"
"100","467","15026","127","15"
"101","568","15027","132","15"
"100","231","15028","136","15"
"100","155","15029","141","15"
"100","259","15030","145","15"
"500","531","15031","150","15"
"100","263","15032","155","15"
"100","633","15033","160","15"
"101","212","15034","163","15"
"100","104","15035","168","15"
"100","371","15036","173","15"
