73f3fa4764b2fce4ab25c2696ff53400c2c6a63a8251bc3fe45d77b00f890946,8612d08843a2779690ad0399d94e009851b14d7a375fbff3d7eab83e0b54b9bb,607e377e3188e4530bbe58ece197618acdaff98c369e7ea3cfea1103a2d92ae0,4cf6c68719b2622a9af459602b7aa4e30910237a88b41dfa0c33b8d38bfe4db0,b13817e3024bd93bee65a1980b10a1f4311a2726ae2d182bacbb7476a09b33cf,af261f221a62499bbe7a5ac7327db72a95f89df763928b10e9c180784ce8f9b2
"5","-759","2","2816","1541","-722"
"5","-722","2","2816","1551","-722"
"5","-722","2","2816","1561","-722"
"5","-722","2","2816","1571","-685"
"5","-685","2","2816","1581","-648"
"5","-648","2","2816","1591","-611"
"5","-611","2","2816","1601","-574"
"5","-574","2","2816","1611","-574"
"5","-574","2","2816","1621","-537"
"5","-537","2","2816","1631","-500"
"5","-500","2","2816","1641","-500"
"5","-500","2","2816","1651","-500"
"5","-500","2","2816","1661","-500"
"5","-500","2","2816","1671","-436"
"6","-1230","2","2816","1681","-1115"
"6","-1115","2","2816","1691","-1035"
"6","-1035","2","2816","1701","-955"
"6","-955","2","2816","1711","-875"
"6","-875","2","2816","1721","-795"
"6","-795","2","2816","1731","-715"
"6","-715","2","2816","1741","-715"
"6","-715","2","2816","1751","-635"
"6","-635","2","2816","1761","-635"
"6","-635","2","2816","1771","-635"
"6","-635","2","2816","1781","-635"
"6","-635","2","2816","1782","-635"
"6","-635","2","2816","1791","-555"
"6","-555","2","2816","1801","-440"
"7","-1225","2","2816","1811","-1225"
"7","-1225","2","2816","1821","-1135"
"7","-1135","2","2816","1831","-1080"
"7","-1080","2","2816","1841","-1025"
"7","-1025","2","2816","1851","-970"
"7","-970","2","2816","1861","-915"
"7","-915","2","2816","1871","-860"
"7","-860","2","2816","1881","-860"
"7","-860","2","2816","1891","-805"
"7","-805","2","2816","1901","-750"
"7","-750","2","2816","1911","-695"
"7","-695","2","2816","1921","-695"
"7","-695","2","2816","1931","-640"
"7","-640","2","2816","1941","-640"
"7","-640","2","2816","1951","-585"
"7","-585","2","2816","1961","-530"
"7","-530","2","2816","1971","-440"
"7","-440","2","2816","1981","-440"
"8","-1480","1","2816","1991","-1380"
"8","-1380","1","2816","2001","-1380"
"8","-1380","1","2816","2011","-1325"
"8","-1325","1","2816","2021","-1270"
"8","-1270","1","2816","2031","-1270"
"8","-1270","1","2816","2041","-1215"
"8","-1215","1","2816","2051","-1215"
"8","-1215","1","2816","2061","-1160"
"8","-1160","1","2816","2071","-1105"
"8","-1105","1","2816","2081","-1050"
"8","-1050","1","2816","2091","-995"
"8","-995","1","2816","2101","-995"
"8","-995","1","2816","2111","-940"
"8","-940","1","2816","2121","-885"
"8","-885","1","2816","2131","-885"
"8","-885","1","2816","2141","-830"
"8","-830","1","2816","2151","-775"
"8","-775","1","2816","2161","-720"
"8","-720","1","2816","2171","-720"
"8","-720","1","2816","2181","-665"
"8","-665","1","2816","2191","-610"
"8","-610","1","2816","2201","-610"
"8","-610","1","2816","2211","-555"
"8","-555","1","2816","2221","-500"
"8","-500","1","2816","2231","-445"
"8","-445","1","2816","2241","-390"
"8","-390","1","2816","2251","-335"
"8","-335","1","2816","2261","-280"
"8","-280","1","2816","2271","-280"
"8","-280","1","2816","2281","-230"
"9","-1240","2","2816","2291","-1192"
"9","-1192","2","2816","2301","-1148"
"9","-1148","2","2816","2311","-1105"
"9","-1105","2","2816","2321","-1105"
"9","-1105","2","2816","2331","-1062"
"9","-1062","2","2816","2341","-1019"
"9","-1019","2","2816","2351","-976"
"9","-976","2","2816","2361","-976"
"9","-976","2","2816","2371","-976"
"9","-976","2","2816","2381","-976"
"9","-976","2","2816","2391","-934"
"9","-934","2","2816","2401","-892"
"9","-892","2","2816","2411","-892"
"9","-892","2","2816","2421","-892"
"9","-892","2","2816","2431","-850"
"9","-850","2","2816","2441","-808"
"9","-808","2","2816","2451","-766"
"9","-766","2","2816","2461","-766"
"9","-766","2","2816","2471","-766"
"9","-766","2","2816","2481","-766"
"9","-766","2","2816","2491","-766"
"9","-766","2","2816","2501","-724"
"9","-724","2","2816","2511","-682"
"9","-682","2","2816","2521","-682"
"9","-682","2","2816","2531","-682"
"9","-682","2","2816","2541","-640"
"9","-640","2","2816","2551","-598"
"9","-598","2","2816","2561","-556"
"9","-556","2","2816","2571","-514"
"9","-514","2","2816","2581","-472"
"9","-472","2","2816","2591","-430"
"10","-1440","1","2816","2601","-1440"
"10","-1440","1","2816","2611","-1440"
"10","-1440","1","2816","2621","-1440"
"10","-1440","1","2816","2622","-1440"
"10","-1440","1","2816","2623","-1440"
"10","-1440","1","2816","2631","-1373"
"10","-1373","1","2816","2641","-1308"
"10","-1308","1","2816","2651","-1244"
"10","-1244","1","2816","2661","-1181"
"10","-1181","1","2816","2671","-1118"
"10","-1118","1","2816","2681","-1055"
"10","-1055","1","2816","2691","-992"
"10","-992","1","2816","2701","-992"
"10","-992","1","2816","2711","-929"
"10","-929","1","2816","2721","-866"
"10","-866","1","2816","2731","-803"
"10","-803","1","2816","2741","-740"
"10","-740","1","2816","2751","-677"
"10","-677","1","2816","2761","-614"
"10","-614","1","2816","2771","-551"
"10","-551","1","2816","2781","-551"
"10","-551","1","2816","2791","-551"
"10","-551","1","2816","2801","-551"
"10","-551","1","2816","2811","-551"
"10","-551","1","2816","2821","-551"
"10","-551","1","2816","2831","-551"
"10","-551","1","2816","2841","-551"
"10","-551","1","2816","2851","-488"
"10","-488","1","2816","2861","-425"
"10","-425","1","2816","2871","-361"
"10","-361","1","2816","2881","-296"
"10","-296","1","2816","2891","-230"
"11","-1240","2","2816","2901","-1240"
"11","-1240","2","2816","2911","-1203"
"11","-1203","2","2816","2921","-1168"
"11","-1168","2","2816","2931","-1133"
"11","-1133","2","2816","2941","-1098"
"11","-1098","2","2816","2951","-1063"
"11","-1063","2","2816","2961","-1028"
"11","-1028","2","2816","2971","-993"
"11","-993","2","2816","2981","-958"
"11","-958","2","2816","2991","-923"
"11","-923","2","2816","3001","-888"
"11","-888","2","2816","3011","-888"
"11","-888","2","2816","3021","-853"
"11","-853","2","2816","3031","-853"
"11","-853","2","2816","3041","-818"
"11","-818","2","2816","3051","-783"
"11","-783","2","2816","3061","-748"
"11","-748","2","2816","3071","-713"
"11","-713","2","2816","3081","-678"
"11","-678","2","2816","3091","-643"
"11","-643","2","2816","3101","-608"
"11","-608","2","2816","3111","-608"
"11","-608","2","2816","3121","-573"
"11","-573","2","2816","3131","-573"
"11","-573","2","2816","3141","-573"
"11","-573","2","2816","3151","-573"
"11","-573","2","2816","3161","-538"
"11","-538","2","2816","3171","-538"
"11","-538","2","2816","3181","-503"
"11","-503","2","2816","3191","-468"
"11","-468","2","2816","3201","-430"
"12","-1240","2","2816","3211","-1240"
"12","-1240","2","2816","3221","-1240"
"12","-1240","2","2816","3231","-1240"
"12","-1240","2","2816","3241","-1194"
"12","-1194","2","2816","3251","-1150"
"12","-1150","2","2816","3261","-1108"
"12","-1108","2","2816","3271","-1066"
"12","-1066","2","2816","3281","-1024"
"12","-1024","2","2816","3291","-982"
"12","-982","2","2816","3301","-940"
"12","-940","2","2816","3311","-898"
"12","-898","2","2816","3321","-898"
"12","-898","2","2816","3331","-856"
"12","-856","2","2816","3341","-814"
"12","-814","2","2816","3351","-772"
"12","-772","2","2816","3361","-730"
"12","-730","2","2816","3371","-688"
"12","-688","2","2816","3381","-688"
"12","-688","2","2816","3391","-688"
"12","-688","2","2816","3401","-646"
"12","-646","2","2816","3411","-604"
"12","-604","2","2816","3421","-562"
"12","-562","2","2816","3431","-562"
"12","-562","2","2816","3441","-562"
"12","-562","2","2816","3451","-519"
"12","-519","2","2816","3461","-519"
"12","-519","2","2816","3471","-519"
"12","-519","2","2816","3481","-475"
"12","-475","2","2816","3491","-475"
"12","-475","2","2816","3501","-475"
"12","-475","2","2816","3511","-430"
"13","-1240","2","2816","3521","-1190"
"13","-1190","2","2816","3531","-1190"
"13","-1190","2","2816","3541","-1190"
"13","-1190","2","2816","3551","-1190"
"13","-1190","2","2816","3561","-1190"
"13","-1190","2","2816","3571","-1190"
"13","-1190","2","2816","3581","-1190"
"13","-1190","2","2816","3591","-1141"
"13","-1141","2","2816","3601","-1094"
"13","-1094","2","2816","3611","-1047"
"13","-1047","2","2816","3621","-1000"
"13","-1000","2","2816","3631","-953"
"13","-953","2","2816","3641","-906"
"13","-906","2","2816","3651","-859"
"13","-859","2","2816","3661","-812"
"13","-812","2","2816","3671","-765"
"13","-765","2","2816","3681","-718"
"13","-718","2","2816","3691","-718"
"13","-718","2","2816","3701","-718"
"13","-718","2","2816","3711","-671"
"13","-671","2","2816","3721","-624"
"13","-624","2","2816","3731","-577"
"13","-577","2","2816","3741","-577"
"13","-577","2","2816","3751","-577"
"13","-577","2","2816","3761","-529"
"13","-529","2","2816","3771","-480"
"13","-480","2","2816","3781","-430"
"13","-430","2","2816","3791","-430"
"14","-1440","1","2816","3801","-1440"
"14","-1440","1","2816","3811","-1440"
"14","-1440","1","2816","3821","-1440"
"14","-1440","1","2816","3831","-1362"
"14","-1362","1","2816","3841","-1285"
"14","-1285","1","2816","3851","-1209"
"14","-1209","1","2816","3861","-1209"
"14","-1209","1","2816","3871","-1134"
"14","-1134","1","2816","3881","-1059"
"14","-1059","1","2816","3891","-1059"
"14","-1059","1","2816","3901","-984"
"14","-984","1","2816","3911","-984"
"14","-984","1","2816","3921","-984"
"14","-984","1","2816","3931","-984"
"14","-984","1","2816","3941","-984"
"14","-984","1","2816","3951","-984"
"14","-984","1","2816","3961","-984"
"14","-984","1","2816","3971","-984"
"14","-984","1","2816","3981","-909"
"14","-909","1","2816","3991","-834"
"14","-834","1","2816","4001","-759"
"14","-759","1","2816","4011","-684"
"14","-684","1","2816","4021","-684"
"14","-684","1","2816","4031","-684"
"14","-684","1","2816","4041","-609"
"14","-609","1","2816","4051","-534"
"14","-534","1","2816","4061","-459"
"14","-459","1","2816","4071","-384"
"14","-384","1","2816","4081","-308"
"14","-308","1","2816","4091","-230"
"1","-200","1","2816","4092","-200"
