de741a75e079d7820c2309287a82312cc3df4bce719c21ec7f6c447b7f3795e1,a31500de34170189ecc168340afe9bac77e88761636bcb7f2862081a1c9f783c,2c706f3b8e707078d99d9eeae14b5f3d269975aae33f0c861d10a1671cde5a3b,045bc86da51b2648505f9bf43b17a3d85bb76703ab67d37763bd59accd2368e8,626db1f653810f88c1a0031790f41ffc343f1f09eb31079632db6273e8e09d53,98d90dbf8d81addf167a931622e5e4e64cf56db281bb162baaf19aebd8660e8b,c4bfb716af04c2f2b86dab017c5c957c9815648af519a5e069135a931a016f69,ae8a87d1ecc2697aeed48cde91f5349c5f361ddb675ab5bf60879c28e3622a68,d408ab5b23e75de98754a69bededde00626be57d4c6c25b14e6f7055b1afcfbc,9d036bc5f1fe5befc0586315e06d1c1f89fa922e332d58639285e9b4a98415ff,3545ccc58ede09a7fd72fd692efa0c68ae1c2186655bcfda754b1bf1ff39a42d,141f8f560b9d3905c1e9b31c7c6ffde12ac8b304e2648d6ddf392f5a3114db29,4389bd116f09d09428f1ba8a44856b0bf8e8e8753bf609f114caf6c3efa1ea84,f5c6edce2b15bc265519546febc8ea66863707f6d1f14fe53269c3e9435bce10,7fd8955e9b660546429448cf9f52ad4481e9380ead0a4f3ebfe847a53edf61d4
"13003","2104010","0","1","1","2030/12/17 14:59:59","2","2015/12/17 15:00:00","0","13","106401","-363","シェフィ","0","みんなとの大切な思い出が\nたくさん詰まってるのね\n一緒に振り返って、\n心に刻みたいわ"
"13004","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","13","105801","-363","ペコリーヌ","0","女の子との思い出が\nたくさん見られますよ！\nヒューヒュー♪\nモテモテですねー☆"
"14001","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","14","105901","-363","コッコロ","0","育成に必要なアイテムが\n獲得できるクエストです\nわたくし、主さまのために、\n強くなりますよ"
"14002","2104010","0","1","1","2030/12/17 14:59:59","2","2015/12/17 15:00:00","0","14","106401","-363","シェフィ","0","このクエストを攻略すると、\nアイテムが手に入るらしいわ。\nもっと強くなるために、\n一生懸命がんばるわね！"
"14003","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","14","105801","-363","ペコリーヌ","0","このクエストを攻略すれば、\nアイテムがもらえますよ\nたくさん集めて、どんどん\n強くなっちゃいましょう！"
"14004","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","14","106001","-363","キャル","0","クエストを攻略すると、\nアイテムが手に入るんだって\nもらえるものは、\nもらっておきましょ！"
"15001","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","15","105901","-470","コッコロ","0","主さま、旅の準備を整えて\nより充実した冒険をいたし\nましょう"
"16001","2104010","0","1","1","2030/12/17 14:59:59","2","2015/12/17 15:00:00","0","16","106401","-363","シェフィ","0","ねぇ…クランに加入してみない？\n一人も楽しいけど、みんなと\n一緒も賑やかでいいと思うの"
"16002","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","16","105801","-363","ペコリーヌ","0","クランに加入してみませんか？\nみんなといっしょに冒険した方が、\n楽しいですよ！"
"16003","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","16","106001","-363","キャル","0","クランに入れるらしいわよ\nせっかくだから入ってみたら？\nけっこう楽しいみたいよ♪"
"16004","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","16","105901","-363","コッコロ","0","こちらでクランに加入できます\n素敵なクランがたくさんあって、\n目移りしてしまいますね"
"17002","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","17","105901","-363","コッコロ","0"," こちらではクランバトルに\n 参加された仲間のみなさんの\n 活躍を振り返ることができます"
"17004","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","25","106001","-363","キャル","0","模擬戦の戦績もアンタが\n気に入ったものがあれば\n記録しておけるのね"
"17005","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","25","105901","-363","コッコロ","0","主さま、今回のクランバトルでの\nご活躍が記録されています\nバトルの参考にいたしましょう"
"17006","2104010","0","1","1","2030/12/17 14:59:59","2","2015/12/17 15:00:00","0","25","106401","-363","シェフィ","0","今回のクランバトルの調子は\nどうかしら？\n戦績を見れば、次のバトルに\n活かせるかもしれないわ"
"17007","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","25","105801","-363","ペコリーヌ","0","今回のクランバトルでの戦績を\nおさらいできますよ！\n私にも見せてください☆"
"18001","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","18","190801","-363","カリン","0","ようこそ！\nこちらでは、\nギルドハウスで流れる音楽の\n変更や購入が出来ますよ"
"18002","0","0","2","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","18","190801","-363","カリン","0","ＢＧＭの変更や購入は、こちらから\nできますよ\n素敵な音楽を、たくさんご用意\nいたしました！"
"19001","0","0","3","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","19","190801","-470","カリン","0","ギルドハウスの\nＢＧＭを変更できますよ\nあなたの好きな曲、\n私にも聴かせてくださいね"
"19002","0","0","4","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","19","190801","-470","カリン","0","こちらでは、ＢＧＭの変更が\nできますよ\nどんな曲に変更しますか？\nふふふ、私も楽しみです♪"
"20001","0","0","5","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","20","190801","-470","カリン","0","こちらでは、ＢＧＭを購入\nすることができますよ\n試聴することもできるので、\nじっくり選んでくださいね"
"20002","0","0","6","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","20","190801","-470","カリン","0","いらっしゃいませ！\nＢＧＭの購入はこちらです\n素敵な曲がたくさんあって、\n目移りしちゃいますね"
"21001","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","21","106001","-363","キャル","0","ここで手に入れたアイテムで\n専用装備を作成できるみたいね\nアイテムが集まったら\nさっそく作ってみましょ！"
"21002","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","21","105901","-363","コッコロ","0","攻略すると珍しいアイテムが\n手に入りますよ\nこのアイテムで専用装備を\n作成できるようです"
"21003","2104010","0","1","1","2030/12/17 14:59:59","2","2015/12/17 15:00:00","0","21","106401","-363","シェフィ","0","専用装備が欲しいなら\nこのクエストに挑戦するといいわ\n集めた素材でもっともっと\n強くなりましょう"
"21004","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","21","105801","-363","ペコリーヌ","0","専用装備の作成に必要な\nアイテムを獲得できますよ\nたくさん集めてどんどん\n強くなりましょう！"
"22001","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","22","190801","-430","カリン","0","投票はこちらです\nあなたが応援したい女の子に\n思いを込めた一票を\nお願いします！"
"22002","0","0","2","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","22","190801","-430","カリン","0","ようこそ！\nあなたが思いを寄せるのは\nどの女の子ですか？\n応援してあげてくださいね！"
"23001","0","0","3","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","23","190801","-430","カリン","0","たくさんの投票、\nありがとうございました\n結果発表を楽しみに\n待っていてくださいね！"
"23002","0","0","4","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","23","190801","-430","カリン","0","ただ今、人気投票の\n集計中です\n結果が出るまでもう少しだけ\nお待ちくださいね"
"24001","0","4.08","1","2","2030/12/17 14:59:59","1","2019/01/31 12:00:00","8","24","109001","-385","エリコ（バレンタイン）","10011","あなた様が手伝ってくださった\nチョコレートケーキ\n美味しくないはずがありませんわ"
"24002","0","5","2","2","2030/12/17 14:59:59","1","2019/01/31 12:00:00","8","24","109001","-385","エリコ（バレンタイン）","10011","このような失敗、あなた様が\nするはずありません\nもう一度挑戦してみましょう"
"24003","0","10.11","3","2","2030/12/17 14:59:59","1","2019/01/31 12:00:00","8","24","109001","-385","エリコ（バレンタイン）","10011","あなた様のために\n作っているケーキを\nあなた様に手伝っていただく……\nことになるなんて……クスクス"
"24004","0","4","4","2","2030/12/17 14:59:59","1","2019/01/31 12:00:00","8","24","109001","-385","エリコ（バレンタイン）","10011","あまり気に病む必要はありませんわ\nこれからは私がたっぷりと\n時間をかけて教えて差し上げますから"
"24005","0","6","5","2","2030/12/17 14:59:59","1","2019/01/31 12:00:00","8","24","109001","-385","エリコ（バレンタイン）","10011","今回は調子が悪かった……のですか？\nあなた様が手伝ってくれたものなら\nわたしはどんなものでも……クスクス"
"24006","0","0","6","1","2030/12/17 14:59:59","1","2019/01/31 12:00:00","0","24","109002","0","エリコ（バレンタイン）","10011","あなた様が手がけた\nチョコレートケーキは\n私にとっての宝物……\n侮辱する者は生かしておきませんわ"
"24007","0","0","7","1","2030/12/17 14:59:59","1","2019/01/31 12:00:00","0","24","109002","0","エリコ（バレンタイン）","10011","とても素晴らしい出来栄えですわ！\nあなた様にふさわしい\nチョコレートケーキができました"
"24008","0","0","8","1","2030/12/17 14:59:59","1","2019/01/31 12:00:00","0","24","109002","0","エリコ（バレンタイン）","10011","私を手伝ってくれたあなた様は\nすでに私の虜……\n甘い世界に誘って差し上げますわ"
"24009","0","0","9","1","2030/12/17 14:59:59","1","2019/01/31 12:00:00","0","24","109002","0","エリコ（バレンタイン）","10011","あなた様の愛情\nしかと受け止めました\nこれが……私たちの初めての\n共同作業ですわね……クスクス"
"24010","0","0","10","1","2030/12/17 14:59:59","1","2019/01/31 12:00:00","0","24","109002","0","エリコ（バレンタイン）","10011","これは世界一の\nチョコレートケーキですわ\nだって、あなた様が腕によりをかけて\n作ってくださったんですもの"
"24011","0","2.12","1","2","2030/12/17 14:59:59","1","2019/01/31 12:00:00","8","24","109101","-385","シズル（バレンタイン）","10011","上手にできなくて残念だった？\nでも、弟くんの気持ちが嬉しいな\nいつだってお姉ちゃんは\nそばにいるからね♪"
"24012","0","4.19","2","2","2030/12/17 14:59:59","5","2019/01/31 12:00:00","8","24","109101","-385","シズル（バレンタイン）","10011","うーん、弟くんには珍しく\n緊張しちゃったのかな？\nもう一度チャレンジしてみる？"
"24013","0","2.3","3","4","2030/12/17 14:59:59","2","2019/01/31 12:00:00","8","24","109101","-385","シズル（バレンタイン）","10011","お姉ちゃんのお手伝い、\nよくできました！\nあー、\nまだつまみ食いしちゃダメだぞ！"
"24014","0","0","4","1","2030/12/17 14:59:59","1","2019/01/31 12:00:00","0","24","109102","0","シズル（バレンタイン）","10011","見てみて！\nスポンジに綺麗な焼き目がついてるよ\nさっすが弟くんだね！"
"24015","0","5.23","5","2","2030/12/17 14:59:59","5","2019/01/31 12:00:00","8","24","109101","-385","シズル（バレンタイン）","10011","まぁまぁ、落ち込まないで\n見た目は……個性的だけど、\n味は絶対美味しいはずだから！"
"24016","0","0","6","1","2030/12/17 14:59:59","1","2019/01/31 12:00:00","0","24","109102","0","シズル（バレンタイン）","10011","弟くんみたいな\n可愛いケーキができたよ！\n早く食べてみたいでしょ♪"
"24017","0","5.01","7","2","2030/12/17 14:59:59","1","2019/01/31 12:00:00","8","24","109101","-385","シズル（バレンタイン）","10011","あれれ？　弟くん、指に\nチョコレートがくっついてるよ？\nお姉ちゃんが舐めてあげるね、\nはぁむ！"
"24018","0","0","8","1","2030/12/17 14:59:59","1","2019/01/31 12:00:00","0","24","109102","0","シズル（バレンタイン）","10011","なかなか上手にできたんじゃない？\nでも弟くんはまだまだできる子！\nお姉ちゃん、信じてるからね"
"24019","0","0","9","1","2030/12/17 14:59:59","1","2019/01/31 12:00:00","0","24","109102","0","シズル（バレンタイン）","10011","わぁ～、\nとっても美味しそうにできたね！\n弟くん手慣れてたから\nお姉ちゃん安心して任せられちゃった！"
"24020","0","0","10","1","2030/12/17 14:59:59","1","2019/01/31 12:00:00","0","24","109102","0","シズル（バレンタイン）","10011","や～ん、弟くんが手伝ってくれた\nチョコレートケーキ！\nすっごく美味しそうにできたね♪"
"26001","2104010","0","1","1","2030/12/17 14:59:59","2","2015/12/17 15:00:00","0","26","106401","-363","シェフィ","0","ここから先は神聖な場所みたい\nどんなお宝が眠っているのか、\n今から探索するのが楽しみね♪"
"26002","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","26","105801","-363","ペコリーヌ","0","ここから先は神聖な場所\nみたいです！\nどんなお宝が手に入るか\n楽しみですね！"
"26003","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","26","106001","-363","キャル","0","この先は神聖な場所みたい。\n手に入るお宝も並じゃないけど\n気を付けていかないと\n痛い目にあうわよ"
"26004","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","26","105901","-363","コッコロ","0","ここから先は神聖な場所\nでございます。\n気を引き締めてお宝の\n調査探索に参りましょう"
"27001","2104010","0","1","1","2030/12/17 14:59:59","2","2015/12/17 15:00:00","0","27","106401","-363","シェフィ","0","ここにさらなる力を得るための\nアイテムが眠っている…って\nみんな言ってるわ。ふふっ、\nそれじゃあ挑戦してみましょうか"
"27002","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","27","105801","-363","ペコリーヌ","0","ここにさらなる力を得るための\nアイテムが眠っているみたい\nです！　どこから挑戦するか\n迷っちゃいますね！"
"27003","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","27","106001","-363","キャル","0","ここにさらなる力を得るための\nアイテムが眠っているみたい！\nどんどん挑戦して\n強くなっちゃいましょ！"
"27004","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","27","105901","-363","コッコロ","0","こちらにさらなる力を得る\nためのアイテムが眠っている\nようです。主さま、どこから\n挑戦いたしましょう。"
"28001","0","0","1","1","2030/12/17 14:59:59","1","2019/09/24 15:00:00","0","28","190801","-363","カリン","0","ようこそ！\n皆さんの素敵な出会いを\nギルド管理協会が\nお手伝いします！"
"28002","0","0","2","1","2030/12/17 14:59:59","1","2019/09/24 15:00:00","0","28","190801","-363","カリン","0","ギルド管理協会です\nフレンドに関しては\nこちらでご確認ください"
"29001","0","0","3","1","2030/12/17 14:59:59","1","2019/09/24 15:00:00","0","29","190801","-409","カリン","0","こちらがフレンドの\n皆さんです\n素敵な関係を\n築いてくださいね！"
"29002","0","0","4","1","2030/12/17 14:59:59","1","2019/09/24 15:00:00","0","29","190801","-409","カリン","0","こちらの一覧で\nフレンドのプロフィールを\n確認できますよ"
"30001","0","0","5","1","2030/12/17 14:59:59","1","2019/09/24 15:00:00","0","30","190801","-409","カリン","0","フレンド管理は\nこちらになります\n新しいフレンドとの出会いを\n楽しんでくださいね！"
"30002","0","0","6","1","2030/12/17 14:59:59","1","2019/09/24 15:00:00","0","30","190801","-409","カリン","0","フレンドの申請や\n承認ができますよ\nどうぞ、良き交流を！"
"31001","0","0","7","1","2030/12/17 14:59:59","1","2019/10/31 12:00:00","0","31","190801","-409","カリン","0","バトルをして力比べを\nしてみましょう！\n実力が試されますね、\n頑張ってください！"
"31002","0","0","8","1","2030/12/17 14:59:59","1","2019/10/31 12:00:00","0","31","190801","-409","カリン","0","気になるパーティと\nバトルをしてみましょう！\nどちらが勝利するのか、\n私も楽しみにしていますね"
"32001","0","0","1","1","2020/01/04 4:59:59","1","2019/12/20 5:00:00","0","32","190801","-409","カリン","0","ルーキーの皆さんのために\n特別なミッションを\nご用意いたしました！\nぜひ、挑戦してください！"
"32002","0","0","2","1","2020/01/04 4:59:59","1","2019/12/20 5:00:00","0","32","190801","-409","カリン","0","期間限定のキャンペーンを\n開催中です！\nミッションにチャレンジ\nしましょう！"
"33001","0","0","3","1","2020/01/04 4:59:59","1","2019/12/20 5:00:00","0","33","190801","-409","カリン","0","フレンドになって\n初心者の方を応援しましょう！\n素敵な報酬が待っていますよ！"
"33002","0","0","4","1","2020/01/04 4:59:59","1","2019/12/20 5:00:00","0","33","190801","-409","カリン","0","期間限定のキャンペーンを\n開催中です！\nミッションにチャレンジ\nしましょう！"
"34001","0","0","5","1","2020/01/10 11:59:59","1","2020/01/04 5:00:00","0","34","190801","-409","カリン","0","お疲れ様でした！\nミッションの報酬の受け取りは\nこちらからできますよ！"
"34002","0","0","6","1","2020/01/10 11:59:59","1","2020/01/04 5:00:00","0","34","190801","-409","カリン","0","ミッション報酬の受け取りは\nこちら！\n受け取り漏れの無いように\n気を付けてくださいね！"
"38001","0","5.3","1","2","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","38","105801","-458","ペコリーヌ","0","過去のストーリーイベントを\n楽しめちゃいますよ！\n遊んだことのないものがあれば\n一緒にやってみましょう♪"
"38002","0","6.5","2","2","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","38","105801","-458","ペコリーヌ","0","これまでのイベントで登場した\n限定キャラを仲間にできたり\nメモリーピースが手に入る\nみたいですよ。やばいですね☆"
"39005","0","0","0","3","2020/04/08 23:59:59","3","2020/04/01","9999","39","105801","9999","ペコリーヌ","0",""
"40001","0","0","2","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","40","190801","-430","カリン","0","これまでに出題された\n問題を振り返ることが\nできますよ\n復習は大切です♪"
"41001","2104010","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","41","106401","-363","シェフィ","0","ここでは腕試しが\nできるんですって。\n自分の実力を測るのに、\nちょうどよさそうね。"
"41002","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","41","105801","-363","ペコリーヌ","0","ここで腕試しを\nしていきましょう！\n全力全開、\nがんばっちゃいますよ～！"
"41003","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","41","106001","-363","キャル","0","ここで腕試しが\nできるみたいね。\n試してみるのも\nいいんじゃない？"
"41004","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","41","105901","-363","コッコロ","0","腕試しができるようです。\nここで練習を重ね、実戦に\n活かしてまいりましょう。"
"42001","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","42","105901","-416.5","コッコロ","0","訓練の成果に応じて、\n報酬がもらえるそうです。\n共に励んでいきましょう。"
"42002","2104010","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","42","106401","-416.5","シェフィ","0","目標を達成すれば、\n報酬がもらえるみたい。\n頑張り甲斐があるわね。"
"42003","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","42","105801","-416.5","ペコリーヌ","0","腕試しをがんばれば、\n報酬がもらえますよ。\n挑戦していきましょう☆"
"42004","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","42","106001","-416.5","キャル","0","ミッションを達成すると、\n報酬が出るんですって。\n一緒にやってみましょ！"
"43001","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","43","105801","-363","ペコリーヌ","0","ここからアリーナに\n挑戦できますよ！\n編成を工夫してライバルに\n挑んじゃいましょう！"
"43002","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","43","105901","-363","コッコロ","0","こちらからアリーナに\n挑戦することができます。\n主さまらしい編成で\nライバルに挑みましょう。"
"43003","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","43","106001","-363","キャル","0","ここからアリーナに\n挑戦できるわよ！\nしっかり編成を考えて\nライバルに挑みなさい！"
"43004","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","44","123001","-416.5","アメス","0","ミッションをクリアすると報酬が\n受け取れるわ。ジャンジャン\nクリアしてバリバリ強化して\nあげなさい♪"
"43005","0","0","2","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","44","123001","-416.5","アメス","0","ぼんやりしてる場合じゃないわ。\n早くミッションをクリアして\n報酬を受け取ってきなさい！"
"43006","0","5.79","3","2","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","45","123001","-416.5","アメス","0","ちょっとあんた、報酬が\n受け取れるじゃない！\n忘れずにチェックなさい。\nアメス様との約束よ？"
"46001","0","0","1","1","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","46","123001","-371.5","アメス","0","はい、お疲れさま。\nここではマスタリーチケットを\n使って、マスタリー強化素材を\n手に入れることができるわよ。"
"47001","0","0","1","2","2030/12/17 14:59:59","2","2015/12/17 15:00:00","0","47","104901","-416.5","シズル","0","呼ばれて飛び出てお姉ちゃんだよ♪\nたとえ火の中、水の中、迷宮の中っ\nこのダンジョンを踏破できるよう\n弟くんを応援してあげるからねっ♪"
"47002","0","9.32","1","2","2030/12/17 14:59:59","1","2015/12/17 15:00:00","0","47","101101","-416.5","リノ","0","ほんとーに不思議な場所ですね～\nお兄ちゃんが冒険を頑張れるよう\nおまじないをかけてあげますねっ\nフレーフレー、お・兄・ちゃんっ♪"
"48001","0","0","0","2","2030/12/17 14:59:59","2","2015/12/17 15:00:00","0","48","104901","-470","シズル","0",""
"48002","0","0","0","2","2030/12/17 14:59:59","2","2015/12/17 15:00:00","0","48","101101","-470","リノ","0",""
"49001","0","0","0","2","2030/12/17 14:59:59","1","2015/12/17 15:00:00","-15","49","134901","-290","カノン","0",""
"50001","0","0","0","2","2030/12/17 14:59:59","1","2015/12/17 15:00:00","-15","50","190801","-450","カリン","0",""
