1c741169e04cff23fd67d2d293b9459430d8e532c66da66a7d738d3fbc1a1ecf,b10b660c6865337e9626278a79fc76ef0e39007b1aa6f7d2e09b3e2ea3edcff4,77161b2dda0fb5394d6ce9f72a986d11efa37ad81cdc856968654d6214ea8e13,dfa2bb074b4465e1bc99003c4075d0515780943413d0565191c9bc0115f6e7ff,1341360091b3d178ef24a094e0c6f87168df370cec72c846f21a8b064b0cafc1,303741490f37554f89afb1136f3a9718daf5d8183ed211dba0b07b43824bd69e,272d023e4dc92128d7fba865034b6ff3d7f08ab797bc81558d18afd35fb1d6ec,dcb88b037377cbcab762b4ac5bdaaf843f2b8920b81e6798498460065e8e768c,6066a5bdd5328413be1435c8ee0aec0295f6813897536900b64ef7bbd29045d1,0be295de67b1c414917d1dc2e9a04da59d152a9b1f993fecbfe53659502daed3,f921db48650c3c0e1e332c2595cde379def3d6e830ed0c08f84e5d67c0ffe2ee,e380d97bea7495142687eabb53447517f6c096107cc3fb9b69b1db95afaeb4d3,ba25f7dbc6774ce49e7bb7ee07c96c7043591877d9e0ad447dc6458ae2c49ffa,0cc7f171d62cab7a2dd316c2dea56902ce442254acf99f96c0ccacc549ae1870,7ba5d86fde7c8346621420574c2a1c7357597c85c6e78c8f76365c25e641fd2f,58681c7e2285e6a9971ce8712dea92863d2e84f3fcc3120455608f48544c3416,d299702637769b8448f38ee895d4ee668064444fadaad80e60760fde77b45eb1,4aad06b28573ecede330806cda7b96055733d617ecda2c08d4eb8aff20391acb,0f4c91ba1644d2d09e12abd28b3c806f6f23a0f177c1adbef58ab1d9d2b8dbe3,73cda6485e8343663979c86d0dc1d1175d56d76e84b72842b2ed479aa2eb1f09,ff7472f527de30142e22111b2cd36dcad86304fdc2c94bda333d185364079cd1,cd26a7b85da0d466b4e36b5d9d41e01afa91695320fd31825fa6cfe42f15fc02,38c4d0cf3fc7698f931a371724063c906ddce665f9177f7b848c2564b50c1a05,84a0e391d94262c33e0a1c41801597f0e0aee6644eb1afa337b62f89c506d8dd,d332f124e5a4df05444d0542761b4c2a63bdc5e3e5df26976753153d3d614ae5,a7422a61b31ad1f315ddcf332b6cbb0019033316655061a0449339e11240af32,f1863770c64170f79138c78638e2aca653a34ae8dc2e96d7cf9b89523058a806,06295b4b1fe55349503b5e99d6d84117dec14da94c0fed5ee4cd23066b05b4b0,2575a05c4399b47179e1ed343e3a15f1446d66888eab613e2947408a5e2f0f96,5912aa05714488618775e8d2a5ff0affdd3f01216d9fb5a68fb42113c91ebabc,f86e4487ad809ef572e633bedba91665162d025027c2c859fa34f2ea7764076c,1911f8d11fd2f3f5ba3b4d9da314afc5318ba097170a21c289ec31a8ea008503,20c11e6379211502cf93e8231e24140f13c53fab81b644e4271a673569550071,2213803c0caa921326a0a9ba12b5a2e81966b557505fc463d24bd511473c57bb,32c107c7cc795939a18ba35a742ac10a77b01758a5bb136399ced19a38dcb777,77d9b17914e2de1094b0fc0bda421c6b4b67dedd2a3676d56e6953b35041443d,b456ec1d08fc16c54caa734cdbb23e5c01949fae99e47aecf6d2d7f603f28fc4,a362e0044855741ca7e50ff6608e0b0ecb33cb0541ff1a1fe15f3ab6014b38fc,6115681096d7b670cb38d6ad36d8b74c96ed275d89756370a1d8fab4537d2796,155ebd6ddce7ee6b1cdc5c40b820de6d5a7e6f23a1c3ea29957eb3fc93cdcc04,f945109d717c9192393f694be233c53c7bb8736fd645f6208cbc1376bb1218aa
"19001","0","0","0","0","0","61001005","1","0","36","0","0","0","19001","0","0","600110191","0","0","0","600000019","0","0","620130016","0","0","0","620060016","0","61001007","0","1","1","61001004","1","18","1","0","30","371","620090016"
"20001","0","0","0","0","0","61001005","1","0","36","0","0","0","20001","0","0","600110201","0","0","0","600000020","0","0","620130017","0","0","0","620060017","0","61001007","0","1","1","61001004","1","18","1","0","30","375","620090017"
"21001","0","0","0","0","0","61001005","1","0","36","0","0","0","21001","0","0","600110211","0","0","0","600000021","0","0","620130018","0","0","0","620060018","0","61001007","0","1","1","61001004","1","18","1","0","30","381","620090018"
"22001","0","0","0","0","0","61001005","1","0","36","0","0","0","22001","0","0","600110221","0","0","0","600000022","0","0","620130019","0","0","0","620060019","0","61001007","0","1","1","61001004","1","18","1","0","30","386","620090019"
"23001","0","0","0","0","0","61001005","1","0","36","0","0","0","23001","0","0","600110231","0","0","0","600000023","0","0","620130020","0","0","0","620060020","0","61001007","0","1","1","61001004","1","18","1","0","30","390","620090020"
"24001","0","0","0","0","0","61001005","1","0","36","0","0","0","24001","0","0","600110241","0","0","0","600000024","0","0","620130021","0","0","0","620060021","0","61001007","0","1","1","61001004","1","18","1","0","30","396","620090021"
"25001","0","0","0","0","0","61001005","1","0","36","0","0","0","25001","0","0","600110251","0","0","0","600000025","0","0","620130022","0","0","0","620060022","0","61001007","0","1","1","61001004","1","18","1","0","30","401","620090022"
"26001","0","0","0","0","0","61001005","1","0","36","0","0","0","26001","0","0","600110261","0","0","0","600000026","0","0","620130023","0","0","0","620060023","0","61001007","0","1","1","61001004","1","18","1","0","30","405","620090023"
"27001","0","0","0","0","0","61001005","1","0","36","0","0","0","27001","0","0","600110271","0","0","0","600000027","0","0","620130024","0","0","0","620060024","0","61001007","0","1","1","61001004","1","18","1","0","30","411","620090024"
"28001","0","0","0","0","0","61001005","1","0","36","0","0","0","28001","0","0","600110281","0","0","0","600000028","0","0","620130025","0","0","0","620060025","0","61001007","0","1","1","61001004","1","18","1","0","30","417","620090025"
"29001","0","0","0","0","0","61001005","1","0","36","0","0","0","29001","0","0","600110291","0","0","0","600000029","0","0","620130026","0","0","0","620060026","0","61001007","0","1","1","61001004","1","18","1","0","30","422","620090026"
"30001","0","0","0","0","0","61001005","1","0","36","0","0","0","30001","0","0","600110301","0","0","0","600000030","0","0","620130027","0","0","0","620060027","0","61001007","0","1","1","61001004","1","18","1","0","30","427","620090027"
"31001","0","0","0","0","0","61001005","1","0","36","0","0","0","31001","0","0","600110311","0","0","0","600000031","0","0","620130028","0","0","0","620060028","0","61001007","0","1","1","61001004","1","18","1","0","30","433","620090028"
"32001","0","0","0","0","0","61001005","1","0","36","0","0","0","32001","0","0","600110321","0","0","0","600000032","0","0","620130029","0","0","0","620060029","0","61001007","0","1","1","61001004","1","18","1","0","30","442","620090029"
"33001","0","0","0","0","0","61001005","1","0","36","0","0","0","33001","0","0","600110331","0","0","0","600000033","0","0","620130030","0","0","0","620060030","0","61001007","0","1","1","61001004","1","18","1","0","30","455","620090030"
"34001","0","0","0","0","0","61001005","1","0","36","0","0","0","34001","0","0","600110341","0","0","0","600000034","0","0","620130031","0","0","0","620060031","0","61001007","0","1","1","61001004","1","18","1","0","30","460","620090031"
"35001","0","0","0","0","0","61001005","1","0","36","0","0","0","35001","0","0","600110351","0","0","0","600000035","0","0","620130032","0","0","0","620060032","0","61001007","0","1","1","61001004","1","18","1","0","30","464","620090032"
"36001","0","0","0","0","0","61001005","1","0","36","0","0","0","36001","0","0","600110361","0","0","0","600000036","0","0","620130033","0","0","0","620060033","0","61001007","0","1","1","61001004","1","18","1","0","30","476","620090033"
"37001","0","0","0","0","0","61001005","1","0","36","0","0","0","37001","0","0","600110371","0","0","0","600000037","0","0","620130034","0","0","0","620060034","0","61001007","0","1","1","61001004","1","18","1","0","30","482","620090034"
"38001","0","0","0","0","0","61001005","1","0","36","0","0","0","38001","0","0","600110381","0","0","0","600000038","0","0","620130035","0","0","0","620060035","0","61001007","0","1","1","61001004","1","18","1","0","30","492","620090035"
"39001","0","0","0","0","0","61001005","1","0","36","0","0","0","39001","0","0","600110391","0","0","0","600000039","0","0","620130036","0","0","0","620060036","0","61001007","0","1","1","61001004","1","18","1","0","30","500","620090036"
"40001","0","0","0","0","0","61001005","1","0","36","0","0","0","40001","0","0","600110401","0","0","0","600000040","0","0","620130037","0","0","0","620060037","0","61001007","0","1","1","61001004","1","18","1","0","30","514","620090037"
"41001","0","0","0","0","0","61001005","1","0","36","0","0","0","41001","0","0","600110411","0","0","0","600000041","0","0","620130038","0","0","0","620060038","0","61001007","0","1","1","61001004","1","18","1","0","30","518","620090038"
"42001","0","0","0","0","0","61001005","1","0","36","0","0","0","42001","0","0","600110421","0","0","0","600000042","0","0","620130039","0","0","0","620060039","0","61001007","0","1","1","61001004","1","18","1","0","30","523","620090039"
"43001","0","0","0","0","0","61001005","1","0","36","0","0","0","43001","0","0","600110431","0","0","0","600000043","0","0","620130040","0","0","0","620060040","0","61001007","0","1","1","61001004","1","18","1","0","30","538","620090040"
"44001","0","0","0","0","0","61001005","1","0","36","0","0","0","44001","0","0","600110441","0","0","0","600000044","0","0","620130041","0","0","0","620060041","0","61001007","0","1","1","61001004","1","18","1","0","30","551","620090041"
"45001","0","0","0","0","0","61001005","1","0","36","0","0","0","45001","0","0","600110451","0","0","0","600000045","0","0","620130042","0","0","0","620060042","0","61001007","0","1","1","61001004","1","18","1","0","30","565","620090042"
"46001","0","0","0","0","0","61001005","1","0","36","0","0","0","46001","0","0","600110461","0","0","0","600000046","0","0","620130043","0","0","0","620060043","0","61001007","0","1","1","61001004","1","18","1","0","30","574","620090043"
"47001","0","0","0","0","0","61001005","1","0","36","0","0","0","47001","0","0","600110471","0","0","0","600000047","0","0","620130044","0","0","0","620060044","0","61001007","0","1","1","61001004","1","18","1","0","30","577","620090044"
"48001","0","0","0","0","0","61001005","1","0","36","0","0","0","48001","0","0","600110481","0","0","0","600000048","0","0","620130045","0","0","0","620060045","0","61001007","0","1","1","61001004","1","18","1","0","30","587","620090045"
"49001","0","0","0","0","0","61001005","1","0","36","0","0","0","49001","0","0","600110491","0","0","0","600000049","0","0","620130046","0","0","0","620060046","0","61001007","0","1","1","61001004","1","18","1","0","30","598","620090046"
"50001","0","0","0","0","0","61001005","1","0","36","0","0","0","50001","0","0","600110501","0","0","0","600000050","0","0","620130047","0","0","0","620060047","0","61001007","0","1","1","61001004","1","18","1","0","30","614","620090047"
"51001","0","0","0","0","0","61001005","1","0","36","0","0","0","51001","0","0","600110511","0","0","0","600000051","0","0","620130048","0","0","0","620060048","0","61001007","0","1","1","61001004","1","18","1","0","30","621","620090048"
"52001","0","0","0","0","0","61001005","1","0","36","0","0","0","52001","0","0","600110521","0","0","0","600000052","0","0","620130049","0","0","0","620060049","0","61001007","0","1","1","61001004","1","18","1","0","30","629","620090049"
"53001","0","0","0","0","0","61001005","1","0","36","0","0","0","53001","0","0","600110531","0","0","0","600000053","0","0","620130050","0","0","0","620060050","0","61001007","0","1","1","61001004","1","18","1","0","30","640","620090050"
"54001","0","0","0","0","0","61001005","1","0","36","0","0","0","54001","0","0","600110541","0","0","0","600000054","0","0","620130051","0","0","0","620060051","0","61001007","0","1","1","61001004","1","18","1","0","30","647","620090051"
"55001","0","0","0","0","0","61001005","1","0","36","0","0","0","55001","0","0","600110551","0","0","0","600000055","0","0","620130052","0","0","0","620060052","0","61001007","0","1","1","61001004","1","18","1","0","30","652","620090052"
"56001","0","0","0","0","0","61001005","1","0","36","0","0","0","56001","0","0","600110561","0","0","0","600000056","0","0","620130053","0","0","0","620060053","0","61001007","0","1","1","61001004","1","18","1","0","30","659","620090053"
"57001","0","0","0","0","0","61001005","1","0","36","0","0","0","57001","0","0","600110571","0","0","0","600000057","0","0","620130054","0","0","0","620060054","0","61001007","0","1","1","61001004","1","18","1","0","30","662","620090054"
"58001","0","0","0","0","0","61001005","1","0","36","0","0","0","58001","0","0","600110581","0","0","0","600000058","0","0","620130055","0","0","0","620060055","0","61001007","0","1","1","61001004","1","18","1","0","30","667","620090055"
"59001","0","0","0","0","0","61001005","1","0","36","0","0","0","59001","0","0","600110591","0","0","0","600000059","0","0","620130056","0","0","0","620060056","0","61001007","0","1","1","61001004","1","18","1","0","30","679","620090056"
"60001","0","0","0","0","0","61001005","1","0","36","0","0","0","60001","0","0","600110601","0","0","0","600000060","0","0","620130057","0","0","0","620060057","0","61001007","0","1","1","61001004","1","18","1","0","30","683","620090057"
"61001","0","0","0","0","0","61001005","1","0","36","0","0","0","61001","0","0","600110611","0","0","0","600000061","0","0","620130058","0","0","0","620060058","0","61001007","0","1","1","61001004","1","18","1","0","30","692","620090058"
"62001","0","0","0","0","0","61001005","1","0","36","0","0","0","62001","0","0","600110621","0","0","0","600000062","0","0","620130059","0","0","0","620060059","0","61001007","0","1","1","61001004","1","18","1","0","30","698","620090059"
"63001","0","0","0","0","0","61001005","1","0","36","0","0","0","63001","0","0","600110631","0","0","0","600000063","0","0","620130060","0","0","0","620060060","0","61001007","0","1","1","61001004","1","18","1","0","30","703","620090060"
"64001","0","0","0","0","0","61001005","1","0","36","0","0","0","64001","0","0","600110641","0","0","0","600000064","0","0","620130061","0","0","0","620060061","0","61001007","0","1","1","61001004","1","18","1","0","30","713","620090061"
"65001","0","0","0","0","0","61001005","1","0","36","0","0","0","65001","0","0","600110651","0","0","0","600000065","0","0","620130062","0","0","0","620060062","0","61001007","0","1","1","61001004","1","18","1","0","30","722","620090062"
"66001","0","0","0","0","0","61001005","1","0","36","0","0","0","66001","0","0","600110661","0","0","0","600000066","0","0","620130063","0","0","0","620060063","0","61001007","0","1","1","61001004","1","18","1","0","30","733","620090063"
"67001","0","0","0","0","0","61001005","1","0","36","0","0","0","67001","0","0","600110671","0","0","0","600000067","0","0","620130064","0","0","0","620060064","0","61001007","0","1","1","61001004","1","18","1","0","30","741","620090064"
"68001","0","0","0","0","0","61001005","1","0","36","0","0","0","68001","0","0","600110681","0","0","0","600000068","0","0","620130065","0","0","0","620060065","0","61001007","0","1","1","61001004","1","18","1","0","30","750","620090065"
"69001","0","0","0","0","0","61001005","1","0","36","0","0","0","69001","0","0","600110691","0","0","0","600000069","0","0","620130066","0","0","0","620060066","0","61001007","0","1","1","61001004","1","18","1","0","30","762","620090066"
"3001","0","0","0","0","0","61001005","1","0","36","0","0","0","3001","0","0","600110031","0","0","0","600000074","0","0","620110001","0","0","0","620090101","0","61001007","0","1","1","61001004","1","18","1","0","30","258","620300001"
"4001","0","0","0","0","0","61001005","1","0","36","0","0","0","4001","0","0","600110041","0","0","0","600000075","0","0","620110001","0","0","0","620090101","0","61001007","0","1","1","61001004","1","18","1","0","30","258","620300001"
"5001","0","0","0","0","0","61001005","1","0","36","0","0","0","5001","0","0","600110051","0","0","0","600000076","0","0","620110002","0","0","0","620090102","0","61001007","0","1","1","61001004","1","18","1","0","30","268","620300002"
"6001","0","0","0","0","0","61001005","1","0","36","0","0","0","6001","0","0","600110061","0","0","0","600000077","0","0","620110003","0","0","0","620090103","0","61001007","0","1","1","61001004","1","18","1","0","30","273","620300003"
"7001","0","0","0","0","0","61001005","1","0","36","0","0","0","7001","0","0","600110071","0","0","0","600000078","0","0","620110004","0","0","0","620090104","0","61001007","0","1","1","61001004","1","18","1","0","30","281","620300004"
"8001","0","0","0","0","0","61001005","1","0","36","0","0","0","8001","0","0","600110081","0","0","0","600000079","0","0","620110005","0","0","0","620090105","0","61001007","0","1","1","61001004","1","18","1","0","30","288","620300005"
"9001","0","0","0","0","0","61001005","1","0","36","0","0","0","9001","0","0","600110091","0","0","0","600000080","0","0","620110006","0","0","0","620090106","0","61001007","0","1","1","61001004","1","18","1","0","30","298","620300006"
"10001","0","0","0","0","0","61001005","1","0","36","0","0","0","10001","0","0","600110101","0","0","0","600000081","0","0","620110007","0","0","0","620090107","0","61001007","0","1","1","61001004","1","18","1","0","30","309","620300007"
"11001","0","0","0","0","0","61001005","1","0","36","0","0","0","11001","0","0","600110111","0","0","0","600000082","0","0","620110008","0","0","0","620090108","0","61001007","0","1","1","61001004","1","18","1","0","30","313","620300008"
"12001","0","0","0","0","0","61001005","1","0","36","0","0","0","12001","0","0","600110121","0","0","0","600000083","0","0","620110009","0","0","0","620090109","0","61001007","0","1","1","61001004","1","18","1","0","30","321","620300009"
"13001","0","0","0","0","0","61001005","1","0","36","0","0","0","13001","0","0","600110131","0","0","0","600000084","0","0","620110010","0","0","0","620090110","0","61001007","0","1","1","61001004","1","18","1","0","30","326","620300010"
"14001","0","0","0","0","0","61001005","1","0","36","0","0","0","14001","0","0","600110141","0","0","0","600000085","0","0","620110011","0","0","0","620090111","0","61001007","0","1","1","61001004","1","18","1","0","30","336","620300011"
"15001","0","0","0","0","0","61001005","1","0","36","0","0","0","15001","0","0","600110151","0","0","0","600000086","0","0","620110012","0","0","0","620090112","0","61001007","0","1","1","61001004","1","18","1","0","30","341","620300012"
"16001","0","0","0","0","0","61001005","1","0","36","0","0","0","16001","0","0","600110161","0","0","0","600000087","0","0","620110013","0","0","0","620090113","0","61001007","0","1","1","61001004","1","18","1","0","30","351","620300013"
"17001","0","0","0","0","0","61001005","1","0","36","0","0","0","17001","0","0","600110171","0","0","0","600000088","0","0","620110014","0","0","0","620090114","0","61001007","0","1","1","61001004","1","18","1","0","30","356","620300014"
"18001","0","0","0","0","0","61001005","1","0","36","0","0","0","18001","0","0","600110181","0","0","0","600000089","0","0","620110015","0","0","0","620090115","0","61001007","0","1","1","61001004","1","18","1","0","30","366","620300015"
"19001","0","0","0","0","0","61001005","1","0","36","0","0","0","19001","0","0","600110191","0","0","0","600000090","0","0","620110016","0","0","0","620090116","0","61001007","0","1","1","61001004","1","18","1","0","30","371","620300016"
"20001","0","0","0","0","0","61001005","1","0","36","0","0","0","20001","0","0","600110201","0","0","0","600000091","0","0","620110017","0","0","0","620090117","0","61001007","0","1","1","61001004","1","18","1","0","30","375","620300017"
"21001","0","0","0","0","0","61001005","1","0","36","0","0","0","21001","0","0","600110211","0","0","0","600000092","0","0","620110018","0","0","0","620090118","0","61001007","0","1","1","61001004","1","18","1","0","30","381","620300018"
"22001","0","0","0","0","0","61001005","1","0","36","0","0","0","22001","0","0","600110221","0","0","0","600000093","0","0","620110019","0","0","0","620090119","0","61001007","0","1","1","61001004","1","18","1","0","30","386","620300019"
"23001","0","0","0","0","0","61001005","1","0","36","0","0","0","23001","0","0","600110231","0","0","0","600000094","0","0","620110020","0","0","0","620090120","0","61001007","0","1","1","61001004","1","18","1","0","30","390","620300020"
"24001","0","0","0","0","0","61001005","1","0","36","0","0","0","24001","0","0","600110241","0","0","0","600000095","0","0","620110021","0","0","0","620090121","0","61001007","0","1","1","61001004","1","18","1","0","30","396","620300021"
"25001","0","0","0","0","0","61001005","1","0","36","0","0","0","25001","0","0","600110251","0","0","0","600000096","0","0","620110022","0","0","0","620090122","0","61001007","0","1","1","61001004","1","18","1","0","30","401","620300022"
"26001","0","0","0","0","0","61001005","1","0","36","0","0","0","26001","0","0","600110261","0","0","0","600000097","0","0","620110023","0","0","0","620090123","0","61001007","0","1","1","61001004","1","18","1","0","30","405","620300023"
"27001","0","0","0","0","0","61001005","1","0","36","0","0","0","27001","0","0","600110271","0","0","0","600000098","0","0","620110024","0","0","0","620090124","0","61001007","0","1","1","61001004","1","18","1","0","30","411","620300024"
"28001","0","0","0","0","0","61001005","1","0","36","0","0","0","28001","0","0","600110281","0","0","0","600000099","0","0","620110025","0","0","0","620090125","0","61001007","0","1","1","61001004","1","18","1","0","30","417","620300025"
"29001","0","0","0","0","0","61001005","1","0","36","0","0","0","29001","0","0","600110291","0","0","0","600000100","0","0","620110026","0","0","0","620090126","0","61001007","0","1","1","61001004","1","18","1","0","30","422","620300026"
"30001","0","0","0","0","0","61001005","1","0","36","0","0","0","30001","0","0","600110301","0","0","0","600000101","0","0","620110027","0","0","0","620090127","0","61001007","0","1","1","61001004","1","18","1","0","30","427","620300027"
"31001","0","0","0","0","0","61001005","1","0","36","0","0","0","31001","0","0","600110311","0","0","0","600000102","0","0","620110028","0","0","0","620090128","0","61001007","0","1","1","61001004","1","18","1","0","30","433","620300028"
"32001","0","0","0","0","0","61001005","1","0","36","0","0","0","32001","0","0","600110321","0","0","0","600000103","0","0","620110029","0","0","0","620090129","0","61001007","0","1","1","61001004","1","18","1","0","30","442","620300029"
"33001","0","0","0","0","0","61001005","1","0","36","0","0","0","33001","0","0","600110331","0","0","0","600000104","0","0","620110030","0","0","0","620090130","0","61001007","0","1","1","61001004","1","18","1","0","30","455","620300030"
"34001","0","0","0","0","0","61001005","1","0","36","0","0","0","34001","0","0","600110341","0","0","0","600000105","0","0","620110031","0","0","0","620090131","0","61001007","0","1","1","61001004","1","18","1","0","30","460","620300031"
"35001","0","0","0","0","0","61001005","1","0","36","0","0","0","35001","0","0","600110351","0","0","0","600000106","0","0","620110032","0","0","0","620090132","0","61001007","0","1","1","61001004","1","18","1","0","30","464","620300032"
"36001","0","0","0","0","0","61001005","1","0","36","0","0","0","36001","0","0","600110361","0","0","0","600000107","0","0","620110033","0","0","0","620090133","0","61001007","0","1","1","61001004","1","18","1","0","30","476","620300033"
"37001","0","0","0","0","0","61001005","1","0","36","0","0","0","37001","0","0","600110371","0","0","0","600000108","0","0","620110034","0","0","0","620090134","0","61001007","0","1","1","61001004","1","18","1","0","30","482","620300034"
"38001","0","0","0","0","0","61001005","1","0","36","0","0","0","38001","0","0","600110381","0","0","0","600000109","0","0","620110035","0","0","0","620090135","0","61001007","0","1","1","61001004","1","18","1","0","30","492","620300035"
