cbcc2a11a699acb7886289b15d49024fef1a04d677dcd49fb2706c8d82fa9d7c,d180d4ee2853f4fb1509b9d244c642c2bfadf3939cc6ae919d7fce96b42a04f6,b1e16c143a22a718ed4f1769bb67bbc55d5f61cc7502baabef9d66a96afff000,13dde2c0413437e54f1952e613bf65d54f14f9ffec40861ac842dc39a81bbcd5,28dea93882c5f0bf1f9b04de3c11cecfd640c0b5cb9f9ea51abe1e9b21804cce,5ce5af8d01fb1923d2aecbd60baf1b429f8c628bb7257db0cd5ba9a81502bf87,0ae1736af21c848aae3676fc68a22b8e4e752d3f13fa5c17c58f1f09c0889569,9acd7254b14fc1d5e1e7662268c00a4e22b8bce0d4d1ce4c50b01d4a2eb1ab1c,a17c77ce2f70eb563e6a58bafa164457a135b8990147617d8a6b210d1509419c,06157df17104571aa77bbe88a9ebc3317cfd525a1b36136a97416dd4a7889003,688287669bfb4f295885db7f2e1f86fb0f5b0038da48def342a8b17e7e2d98b6
"10","0","1","11","1","0","100411","0","えっ？　ぐるぐる？\n……あ～！？　イタズラで使う磁石、\n同じポケットに入れたままだった～！","20032","1200320015"
"","","","91","","","0","","","20032","1200320016"
"1","","","3","","0.2","100411","","travel_topdrama_r_2000_idle_sad_surprise2","20032","1200320017"
"","","","112","","","","","","20032","1200320018"
"","","","91","","","0","","","20032","1200320019"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_normal","105311","20041","1200410001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_wish","104511","20041","1200410002"
"110","0","0","5","-75","1","0","mana","0","20041","1200410003"
"","","","91","","","0","","","20041","1200410004"
"","","","93","","","10","","0","20041","1200410005"
"","","","101","","","1200410005","","","20041","1200410006"
"0","","","3","","0","0","","none","20041","1200410007"
"","","","91","","","0","","","20041","1200410008"
"","","","13","","","105311","","103","20042","1200420001"
"","","","13","","","104511","","104","20042","1200420002"
"0","","travel_topdrama_r_2000_talk_surprise_loop_sad","3","1","0.2","105311","","travel_topdrama_r_2000_talk_surprise_in_sad","20042","1200420003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20004_00","20042","1200420004"
"10","0","1","11","1","0","105311","0","ど、どうしたんだクウカ！？\n顔が真っ赤だし、こんなに汗ばんで……\nどこか、体調でも悪いのか！？","20042","1200420005"
"","","","91","","","0","","","20042","1200420006"
"1","","","3","","0.2","105311","","travel_topdrama_r_2000_idle_surprise_sad","20042","1200420007"
"1","","","3","1","0.2","104511","","travel_topdrama_r_2000_talk_wish_loop","20042","1200420008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20004_01","20042","1200420009"
"10","0","1","11","1","0","104511","0","これから行く場所には見たこともない\n恐ろしい魔物がいて、きっとクウカは\n空前絶後の辱めを受けることに……♪","20042","1200420010"
"","","","91","","","0","","","20042","1200420011"
"1","","","3","","0.2","104511","","travel_topdrama_r_2000_idle_wish","20042","1200420012"
"0","","travel_topdrama_r_2000_talk_doya_loop_sad","3","1","0.2","105311","","travel_topdrama_r_2000_talk_doya_in_sad","20042","1200420013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20004_02","20042","1200420014"
"10","0","1","11","1","0","105311","0","って、いつもの妄想か。\n心配してすごく損した気分になったぞ、\n頼むから、任務に集中してくれ！","20042","1200420015"
"","","","91","","","0","","","20042","1200420016"
"1","","","3","","0.2","105311","","travel_topdrama_r_2000_idle_doya_sad","20042","1200420017"
"","","","112","","","","","","20042","1200420018"
"","","","91","","","0","","","20042","1200420019"
"101","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_thinking","100911","20051","1200510001"
"102","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_arm_crossed","105611","20051","1200510002"
"110","0","0","5","-75","1","0","mana","0","20051","1200510003"
"","","","91","","","0","","","20051","1200510004"
"","","","93","","","10","","0","20051","1200510005"
"","","","101","","","1200510005","","","20051","1200510006"
"0","","","3","","0","0","","none","20051","1200510007"
"","","","91","","","0","","","20051","1200510008"
"","","","13","","","100911","","103","20052","1200520001"
"","","","13","","","105611","","104","20052","1200520002"
"1","","","3","1","0.2","100911","","travel_topdrama_r_2000_talk_thinking","20052","1200520003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20005_00","20052","1200520004"
"10","0","1","11","1","0","100911","0","我が内なる暗黒が囁いている……\n数多の運命の糸が複雑に絡み合い、\nこの旅はやがて壮大な冒険譚になると！","20052","1200520005"
"","","","91","","","0","","","20052","1200520006"
"1","","","3","","0.2","100911","","travel_topdrama_r_2000_idle_thinking","20052","1200520007"
"0","","travel_topdrama_r_2000_talk_arm_crossed_loop","3","1","0.2","105611","","travel_topdrama_r_2000_talk_arm_crossed_in","20052","1200520008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20005_01","20052","1200520009"
"10","0","1","11","1","0","105611","0","そうかい。\nじゃあまずは、焚火の枝を集める運命を\n受け入れてもらえるかい？","20052","1200520010"
"","","","91","","","0","","","20052","1200520011"
"1","","","3","","0.2","105611","","travel_topdrama_r_2000_idle_arm_crossed","20052","1200520012"
"0","","travel_topdrama_r_2000_talk_doya_loop","3","1","0.2","100911","","travel_topdrama_r_2000_talk_doya_in_blink","20052","1200520013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20005_02","20052","1200520014"
"10","0","1","11","1","0","100911","0","ふっ、既にその運命は受け入れている！\n……のだが、その、全然集まらなくて。\nよければ手伝ってほしいんだが。","20052","1200520015"
"","","","91","","","0","","","20052","1200520016"
"1","","","3","","0.2","100911","","travel_topdrama_r_2000_idle_doya","20052","1200520017"
"","","","112","","","","","","20052","1200520018"
"","","","91","","","0","","","20052","1200520019"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_kyapi","110911","20061","1200610001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_doya_sad","110811","20061","1200610002"
"110","0","0","5","-75","1","0","mana","0","20061","1200610003"
"","","","91","","","0","","","20061","1200610004"
"","","","93","","","10","","0","20061","1200610005"
"","","","101","","","1200610005","","","20061","1200610006"
"0","","","3","","0","0","","none","20061","1200610007"
"","","","91","","","0","","","20061","1200610008"
"","","","13","","","110911","","103","20062","1200620001"
"","","","13","","","110811","","104","20062","1200620002"
"0","","travel_topdrama_r_2000_talk_kyapi_loop","3","1","0.2","110911","","travel_topdrama_r_2000_talk_kyapi_in","20062","1200620003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20006_00","20062","1200620004"
"10","0","1","11","1","0","110911","0","ちぇる～ん☆\nちぇるちぇら、ちぇりんぱ、\nちぇちぇりぽぷ！","20062","1200620005"
"","","","91","","","0","","","20062","1200620006"
"1","","","3","","0.2","110911","","travel_topdrama_r_2000_idle_kyapi","20062","1200620007"
"0","","travel_topdrama_r_2000_talk_doya_loop_sad","3","1","0.2","110811","","travel_topdrama_r_2000_talk_doya_in_sad","20062","1200620008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20006_01","20062","1200620009"
"10","0","1","11","1","0","110811","0","あのさ。いんだけどさ。\nそのアタマ悪めの奇声でさっき魔物が\nクソ集まってきた件、もう忘れたわけ。","20062","1200620010"
"","","","91","","","0","","","20062","1200620011"
"1","","","3","","0.2","110811","","travel_topdrama_r_2000_idle_doya_sad","20062","1200620012"
"1","","","3","1","0.2","110911","","travel_topdrama_r_2000_talk_normal2","20062","1200620013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20006_02","20062","1200620014"
"10","0","1","11","1","0","110911","0","……その節は\nたいへん御迷惑をおかけいたしました。","20062","1200620015"
"","","","91","","","0","","","20062","1200620016"
"1","","","3","","0.2","110911","","travel_topdrama_r_2000_idle_normal","20062","1200620017"
"","","","112","","","","","","20062","1200620018"
"","","","91","","","0","","","20062","1200620019"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_smile","102911","20071","1200710001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_sad","105411","20071","1200710002"
"110","0","0","5","-75","1","0","mana","0","20071","1200710003"
"","","","91","","","0","","","20071","1200710004"
"","","","93","","","10","","0","20071","1200710005"
"","","","101","","","1200710005","","","20071","1200710006"
"0","","","3","","0","0","","none","20071","1200710007"
"","","","91","","","0","","","20071","1200710008"
"","","","13","","","102911","","103","20072","1200720001"
"","","","13","","","105411","","104","20072","1200720002"
"0","","travel_topdrama_r_2000_talk_smile_loop","3","1","0.2","102911","","travel_topdrama_r_2000_talk_smile_in","20072","1200720003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20007_00","20072","1200720004"
"10","0","1","11","1","0","102911","0","このあたりの地形って、ダンスの\n練習にちょうどいいんじゃないかな？\n一緒にステップを踏んでみてくれない？","20072","1200720005"
"","","","91","","","0","","","20072","1200720006"
"1","","","3","","0.2","102911","","travel_topdrama_r_2000_idle_smile","20072","1200720007"
"0","0.2","travel_topdrama_r_2000_talk_sad_loop","3","1","0.2","105411","","travel_topdrama_r_2007_dance","20072","1200720008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20007_01","20072","1200720009"
"10","0","1","11","1","0","105411","0","えっと、こんな感じですか？\n……わわっ、バランスが！？\nなかなか難しいですね……","20072","1200720010"
"","","","91","","","0","","","20072","1200720011"
"1","","","3","","0.2","105411","","travel_topdrama_r_2000_idle_sad","20072","1200720012"
"0","","travel_topdrama_r_2000_talk_smile_loop","3","1","0.2","102911","","travel_topdrama_r_2000_talk_smile_in","20072","1200720013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20007_02","20072","1200720014"
"10","0","1","11","1","0","102911","0","つまり、練習になるってことだよ！\nライブ前、ここに戻ってこれるように、\n場所をメモしておかなきゃね♪","20072","1200720015"
"","","","91","","","0","","","20072","1200720016"
"1","","","3","","0.2","102911","","travel_topdrama_r_2000_idle_smile","20072","1200720017"
"","","","112","","","","","","20072","1200720018"
"","","","91","","","0","","","20072","1200720019"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_sad","104711","20081","1200810001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_doya","107111","20081","1200810002"
"110","0","0","5","-75","1","0","mana","0","20081","1200810003"
"","","","91","","","0","","","20081","1200810004"
"","","","93","","","10","","0","20081","1200810005"
"","","","101","","","1200810005","","","20081","1200810006"
"0","","","3","","0","0","","none","20081","1200810007"
"","","","91","","","0","","","20081","1200810008"
"","","","13","","","104711","","103","20082","1200820001"
"","","","13","","","107111","","104","20082","1200820002"
"0","","travel_topdrama_r_2000_talk_sad_loop","3","1","0.2","104711","","travel_topdrama_r_2000_talk_sad_in","20082","1200820003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20008_00","20082","1200820004"
"10","0","1","11","1","0","104711","0","王宮を離れる機会は何度かあったけど、\nやっぱり落ち着かないな……\n何かあった時に対応が難しいし。","20082","1200820005"
"","","","91","","","0","","","20082","1200820006"
"1","","","3","","0.2","104711","","travel_topdrama_r_2000_idle_sad","20082","1200820007"
"0","","travel_topdrama_r_2000_talk_doya_loop","3","1","0.2","107111","","travel_topdrama_r_2000_talk_doya_in","20082","1200820008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20008_01","20082","1200820009"
"10","0","1","11","1","0","107111","0","今さら不安がっても仕方ないだろう？\nもっと気楽にこの旅を愉しむべきだ。\nまだまだ先は長いのだからな☆","20082","1200820010"
"","","","91","","","0","","","20082","1200820011"
"1","","","3","","0.2","107111","","travel_topdrama_r_2000_idle_doya","20082","1200820012"
"0","","travel_topdrama_r_2000_talk_guts_loop","3","1","0.2","104711","","travel_topdrama_r_2000_talk_guts_in","20082","1200820013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20008_02","20082","1200820014"
"10","0","1","11","1","0","104711","0","ありがとう、クリスちゃん。\n王宮には優秀な部下たちもいるし、\n目の前の仕事に集中するよ。","20082","1200820015"
"","","","91","","","0","","","20082","1200820016"
"1","","","3","","0.2","104711","","travel_topdrama_r_2000_idle_guts","20082","1200820017"
"","","","112","","","","","","20082","1200820018"
"","","","91","","","0","","","20082","1200820019"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_guts2","104011","20091","1200910001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_smile","101511","20091","1200910002"
"110","0","0","5","-75","1","0","mana","0","20091","1200910003"
"","","","91","","","0","","","20091","1200910004"
"","","","93","","","10","","0","20091","1200910005"
"","","","101","","","1200910005","","","20091","1200910006"
"0","","","3","","0","0","","none","20091","1200910007"
"","","","91","","","0","","","20091","1200910008"
"","","","13","","","104011","","103","20092","1200920001"
"","","","13","","","101511","","104","20092","1200920002"
"0","","travel_topdrama_r_2000_talk_guts2_loop","3","1","0.2","104011","","travel_topdrama_r_2000_talk_guts2_in","20092","1200920003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20009_00","20092","1200920004"
"10","0","1","11","1","0","104011","0","今回の冒険には、たくさんのギルドが\n参加してるんですよね……？\nもしかして、友達を作るチャンス……？","20092","1200920005"
"","","","91","","","0","","","20092","1200920006"
"1","","","3","","0.2","104011","","travel_topdrama_r_2000_idle_guts2","20092","1200920007"
"0","","travel_topdrama_r_2000_talk_wish_loop_joy","3","1","0.2","101511","","travel_topdrama_r_2000_talk_wish_in_joy","20092","1200920008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20009_01","20092","1200920009"
"10","0","1","11","1","0","101511","0","ふふっ、そうね～\nきっといろんな出会いがあるから、\nいっぱいお話してみるといいわよ～？","20092","1200920010"
"","","","91","","","0","","","20092","1200920011"
"1","","","3","","0.2","101511","","travel_topdrama_r_2000_idle_wish_joy","20092","1200920012"
"0","","travel_topdrama_r_2000_talk_surprise_loop_sad","3","1","0.2","104011","","travel_topdrama_r_2000_talk_surprise_in_sad","20092","1200920013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20009_02","20092","1200920014"
"10","0","1","11","1","0","104011","0","いっぱい……お話……！？\n一気に自信がなくなってきました……\nやっぱり、隅っこを歩きましょう……","20092","1200920015"
"","","","91","","","0","","","20092","1200920016"
"1","","","3","","0.2","104011","","travel_topdrama_r_2000_idle_surprise_sad","20092","1200920017"
"","","","112","","","","","","20092","1200920018"
"","","","91","","","0","","","20092","1200920019"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_sad","102611","20101","1201010001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_doya_sad","103311","20101","1201010002"
"110","0","0","5","-75","1","0","mana","0","20101","1201010003"
"","","","91","","","0","","","20101","1201010004"
"","","","93","","","10","","0","20101","1201010005"
"","","","101","","","1201010005","","","20101","1201010006"
"0","","","3","","0","0","","none","20101","1201010007"
"","","","91","","","0","","","20101","1201010008"
"","","","13","","","102611","","103","20102","1201020001"
"","","","13","","","103311","","104","20102","1201020002"
"0","","travel_topdrama_r_2000_talk_sad_loop","3","1","0.2","102611","","travel_topdrama_r_2000_talk_sad_in","20102","1201020003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20010_00","20102","1201020004"
"10","0","1","11","1","0","102611","0","ふぇ～……ふぇ～……！\nもうだいぶ歩かされてるよ～！\n帰りたい～、ごろごろしてたい～！","20102","1201020005"
"","","","91","","","0","","","20102","1201020006"
"1","","","3","","0.2","102611","","travel_topdrama_r_2000_idle_sad","20102","1201020007"
"0","","travel_topdrama_r_2000_talk_doya_loop_sad","3","1","0.2","103311","","travel_topdrama_r_2000_talk_doya_in_sad","20102","1201020008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20010_01","20102","1201020009"
"10","0","1","11","1","0","103311","0","なに言ってるべさ～！\nリンリンこそしっかり歩いて、\n体を鍛え直さねぇと！","20102","1201020010"
"","","","91","","","0","","","20102","1201020011"
"1","","","3","","0.2","103311","","travel_topdrama_r_2000_idle_doya_sad","20102","1201020012"
"1","","","3","1","0.2","102611","","travel_topdrama_r_2000_talk_dead","20102","1201020013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20010_02","20102","1201020014"
"10","0","1","11","1","0","102611","0","そういうの、間に合ってるから……！\nとにかく休憩！　休憩しよ～！\nドングリ食べないと、足が棒になる～！","20102","1201020015"
"","","","91","","","0","","","20102","1201020016"
"1","","","3","","0.2","102611","","travel_topdrama_r_2000_idle_dead","20102","1201020017"
"","","","112","","","","","","20102","1201020018"
"","","","91","","","0","","","20102","1201020019"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_smile","104911","20111","1201110001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_normal","101111","20111","1201110002"
"110","0","0","5","-75","1","0","mana","0","20111","1201110003"
"","","","91","","","0","","","20111","1201110004"
"","","","93","","","10","","0","20111","1201110005"
"","","","101","","","1201110005","","","20111","1201110006"
"0","","","3","","0","0","","none","20111","1201110007"
"","","","91","","","0","","","20111","1201110008"
"","","","13","","","104911","","103","20112","1201120001"
"","","","13","","","101111","","104","20112","1201120002"
"0","","travel_topdrama_r_2000_talk_smile_loop","3","1","0.2","104911","","travel_topdrama_r_2000_talk_smile_in","20112","1201120003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20011_00","20112","1201120004"
"10","0","1","11","1","0","104911","0","なにかいい物、落ちてないかな～？\n弟くんが喜びのあまり、お姉ちゃん\n大好き以外の感情を失う宝物とか。","20112","1201120005"
"","","","91","","","0","","","20112","1201120006"
"1","","","3","","0.2","104911","","travel_topdrama_r_2000_idle_smile","20112","1201120007"
"0","","travel_topdrama_r_2000_talk_shock","3","1","0.2","101111","","travel_topdrama_r_2000_shock_in","20112","1201120008"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20011_01","20112","1201120009"
"10","0","1","11","1","0","101111","0","いやいやいや、お姉ちゃん？\nそれはもう呪いの装備の類です、\n見つけても持って帰らないでください。","20112","1201120010"
"","","","91","","","0","","","20112","1201120011"
"1","","","3","","0.2","101111","","travel_topdrama_r_2000_idle_normal","20112","1201120012"
"0","","travel_topdrama_r_2000_talk_wish_loop_joy","3","1","0.2","104911","","travel_topdrama_r_2000_talk_wish_in_joy","20112","1201120013"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20011_02","20112","1201120014"
"10","0","1","11","1","0","104911","0","え～……まぁ、いいか。\nそんなものに頼らなくても、弟くんは\nお姉ちゃんのこと大好きだしね♪","20112","1201120015"
"","","","91","","","0","","","20112","1201120016"
"1","","","3","","0.2","104911","","travel_topdrama_r_2000_idle_wish_joy","20112","1201120017"
"","","","112","","","","","","20112","1201120018"
"","","","91","","","0","","","20112","1201120019"
"101","1","42","1","-68","0.8","1","travel_topdrama_r_2000_idle_sad","101011","20121","1201210001"
"102","0","-42","1","-68","0.8","1","travel_topdrama_r_2000_idle_guts2_joy","101711","20121","1201210002"
"103","0","-42","5","-68","0.8","3","travel_topdrama_r_2012_empty","3","20121","1201210003"
"110","0","0","5","-75","1","0","mana","0","20121","1201210004"
"","","","91","","","0","","","20121","1201210005"
"","","","93","","","10","","0","20121","1201210006"
"","","","101","","","1201210006","","","20121","1201210007"
"0","","","3","","0","0","","none","20121","1201210008"
"","","","91","","","0","","","20121","1201210009"
"","","","13","","","101011","","104","20122","1201220001"
"","","","13","","","101711","","105","20122","1201220002"
"0","","travel_topdrama_r_2000_talk_sad_loop","3","1","0.2","101011","","travel_topdrama_r_2000_talk_sad_in","20122","1201220003"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20012_00","20122","1201220004"
"10","0","1","11","1","0","101011","0","冒険って大変やなぁ～\nうちはちょっと疲れてきたんやけど、\nカオリはんはまだまだ元気そうやね～？","20122","1201220005"
"","","","91","","","0","","","20122","1201220006"
"1","","","3","","0.2","101011","","travel_topdrama_r_2000_idle_sad","20122","1201220007"
"0","","travel_topdrama_r_2012_raise_loop_talk","3","1","0.2","101711","","travel_topdrama_r_2012_raise_in","20122","1201220008"
"0","","travel_topdrama_r_2012_raise_loop_talk","3","1","0.2","3","","travel_topdrama_r_2012_raise_in","20122","1201220009"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20012_01","20122","1201220010"
"10","0","1","11","1","0","101711","0","サーターアンダギーのおかげさ～♪\n甘くてお腹もいっぱいなるから、\nマホにもお裾分けしてあげるね～？","20122","1201220011"
"","","","91","","","0","","","20122","1201220012"
"1","","","3","","0.2","101711","","travel_topdrama_r_2012_raise_loop_idle","20122","1201220013"
"1","","","3","","0.2","3","","travel_topdrama_r_2012_raise_loop_talk","20122","1201220014"
"0","","travel_topdrama_r_2000_talk_smile_loop","3","1","0.2","101011","","travel_topdrama_r_2000_talk_smile_in","20122","1201220015"
"0","","0","21","","","vo_travel_talk","","vo_travel_talk_20012_02","20122","1201220016"
